date,quarterlyNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyLongTermDebt,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyDilutedAverageShares,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,quarterlyStockholdersEquity,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyNonCurrentDeferredRevenue
1990-12-31,4300000.0,215000000.0,,0.0,,6900000,0.0,-1500000.0,,,1600000.0,11900000.0,,5400000.0,24600000.0,26300000,14900000.0,,6000000,20700000.0,90300000.0,-2200000.0,3400000.0,0.0,0.02,3900000.0,,,9500000.0,215000000.0,,3900000.0,16800000.0,,4300000,77100000.0,4300000.0,9900000.0,0.0,,,2700000.0,8000000.0,9600000.0,1100000.0,-5300000.0,65600000.0,,,65600000.0,1700000.0,200000.0,10800000.0,1800000.0,7000000.0,0.0,,-400000.0,0.0,100000.0,-1500000.0,6900000.0,,101700000.0,7500000.0,,5000000.0,,11400000.0,,900000.0,11500000.0,,0.0,,0.02,
1991-03-31,5000000.0,,,,,8200000,0.0,-48000000.0,,,1500000.0,17000000.0,,6000000.0,28300000.0,29700000,16800000.0,,7100000,24500000.0,99500000.0,-900000.0,52400000.0,0.0,,3800000.0,,,10500000.0,,,3800000.0,19200000.0,,5000000,83300000.0,5000000.0,11000000.0,-46500000.0,,,3100000.0,9000000.0,10600000.0,1200000.0,-6200000.0,25300000.0,,,25300000.0,1700000.0,100000.0,12100000.0,1500000.0,8100000.0,0.0,,100000.0,0.0,600000.0,-1500000.0,7500000.0,,111600000.0,17500000.0,,-40400000.0,,12100000.0,,1100000.0,5300000.0,,0.0,,,
1991-06-30,5800000.0,290000000.0,,,-3300000.0,9200000,0.0,-4700000.0,,,3700000.0,22800000.0,,9000000.0,33500000.0,33200000,19100000.0,,8300000,29400000.0,109200000.0,600000.0,56700000.0,100000.0,0.02,4000000.0,,,11900000.0,290000000.0,,4100000.0,21300000.0,,5800000,89300000.0,5800000.0,12100000.0,0.0,,,3400000.0,8300000.0,12100000.0,1100000.0,-7000000.0,30700000.0,,,30700000.0,1900000.0,200000.0,13000000.0,1500000.0,9200000.0,0.0,,-200000.0,0.0,300000.0,-1400000.0,10400000.0,,122800000.0,8600000.0,,5500000.0,,13600000.0,,900000.0,18900000.0,,25300000.0,,0.02,
1991-09-30,6200000.0,206666667.0,,,800000.0,10400000,0.0,-1100000.0,,,-3900000.0,29000000.0,,1800000.0,30100000.0,35000000,21300000.0,,9000000,26300000.0,109100000.0,2100000.0,56000000.0,0.0,0.03,3800000.0,,,12100000.0,206666667.0,,3800000.0,22900000.0,,6200000,97200000.0,6200000.0,12500000.0,100000.0,,,3700000.0,6200000.0,13100000.0,1100000.0,-8200000.0,30800000.0,,,30800000.0,1900000.0,100000.0,13900000.0,5200000.0,9900000.0,-2800000.0,,-2600000.0,-100000.0,700000.0,-2000000.0,3800000.0,,127300000.0,8800000.0,,100000.0,,18200000.0,,1400000.0,15600000.0,,0.0,,0.03,
1991-12-31,5700000.0,285000000.0,,0.0,,9800000,0.0,1300000.0,,,-4400000.0,34700000.0,,1600000.0,34600000.0,32200000,24400000.0,,8200000,29800000.0,118000000.0,-1800000.0,53200000.0,0.0,0.02,4800000.0,,,10500000.0,285000000.0,,4800000.0,21700000.0,,5700000,103300000.0,5700000.0,11900000.0,-100000.0,,,3400000.0,8000000.0,14900000.0,1100000.0,-9500000.0,34800000.0,,,34800000.0,2000000.0,200000.0,13500000.0,5000000.0,9100000.0,0.0,,-300000.0,0.0,200000.0,-1300000.0,2900000.0,,137900000.0,9500000.0,,3900000.0,,19900000.0,,1600000.0,18300000.0,,0.0,,0.02,
1992-03-31,3600000.0,,,,,6400000,0.0,-21900000.0,,,2100000.0,38300000.0,,4800000.0,37900000.0,35400000,27600000.0,,4700000,33000000.0,121400000.0,-1200000.0,67300000.0,-100000.0,,5000000.0,,,15400000.0,,,4900000.0,20000000.0,,3600000,108700000.0,3600000.0,13600000.0,-7600000.0,,,2100000.0,9700000.0,16800000.0,1100000.0,-10800000.0,23300000.0,,,23300000.0,2100000.0,200000.0,15300000.0,8400000.0,5700000.0,2500000.0,,3100000.0,0.0,1100000.0,-2500000.0,7300000.0,,146600000.0,24100000.0,13600000.0,-11500000.0,,25200000.0,,1700000.0,6800000.0,,0.0,,,
1992-06-30,5900000.0,295000000.0,,,,10600000,0.0,7900000.0,,,2100000.0,44200000.0,,8100000.0,46100000.0,39000000,29200000.0,,8600000,40900000.0,133500000.0,-1000000.0,58100000.0,0.0,0.02,5200000.0,,,12800000.0,295000000.0,,5200000.0,26200000.0,,5900000,113500000.0,5900000.0,15600000.0,0.0,,,3500000.0,10600000.0,18000000.0,900000.0,-11200000.0,39300000.0,,,39300000.0,2000000.0,200000.0,17600000.0,8100000.0,9400000.0,0.0,,-1900000.0,0.0,,-1900000.0,10000000.0,,159600000.0,38900000.0,9800000.0,16000000.0,-1200000.0,26100000.0,,2000000.0,,,23300000.0,,0.02,
1992-09-30,6300000.0,210000000.0,,,,11500000,0.0,-2300000.0,,,-3000000.0,50500000.0,,3200000.0,44300000.0,42500000,31200000.0,,9600000,39500000.0,131600000.0,-6800000.0,59200000.0,100000.0,0.03,4700000.0,,,14600000.0,210000000.0,,4800000.0,27900000.0,,6300000,113400000.0,6300000.0,16400000.0,0.0,,,3700000.0,17500000.0,18400000.0,500000.0,-12800000.0,35200000.0,,,35200000.0,2000000.0,200000.0,18300000.0,,10000000.0,0.0,,-6900000.0,7700000.0,,-2000000.0,5200000.0,,157700000.0,37500000.0,-300000.0,-4100000.0,-7600000.0,26100000.0,,1900000.0,,,0.0,,0.03,
1992-12-31,7000000.0,233333333.0,,,,13000000,0.0,6300000.0,,,-13200000.0,57500000.0,,-6700000.0,38200000.0,46200000,34100000.0,,10900000,33900000.0,124200000.0,400000.0,49500000.0,0.0,0.03,4300000.0,,,16200000.0,233333333.0,,4300000.0,30000000.0,,7000000,112100000.0,7000000.0,17100000.0,0.0,,,4300000.0,17100000.0,19600000.0,500000.0,-14500000.0,28700000.0,,,28700000.0,1900000.0,100000.0,19100000.0,6500000.0,11300000.0,0.0,,-9100000.0,0.0,0.0,-2900000.0,-3800000.0,,150300000.0,12100000.0,9600000.0,-6500000.0,-8600000.0,26100000.0,,2100000.0,19900000.0,,0.0,,0.03,
1993-03-31,8000000.0,,,,-17500000.0,15000000,0.0,-18800000.0,,0.0,7700000.0,65500000.0,,15300000.0,39600000.0,50200000,36900000.0,,12400000,35700000.0,136800000.0,4000000.0,66600000.0,,,,,,17200000.0,,,3900000.0,33000000.0,,8000000,123300000.0,8000000.0,18000000.0,-400000.0,,,4900000.0,13100000.0,20500000.0,700000.0,-16400000.0,30000000.0,,,30000000.0,1800000.0,200000.0,20600000.0,5600000.0,12900000.0,-17400000.0,,1800000.0,0.0,2300000.0,-3000000.0,18300000.0,,162900000.0,27700000.0,2100000.0,1300000.0,,26100000.0,,2600000.0,6200000.0,,0.0,,,
1993-06-30,8900000.0,296666667.0,,-100000.0,-4100000.0,16100000,0.0,-6200000.0,,500000.0,2900000.0,74400000.0,,12400000.0,47600000.0,54400000,36500000.0,,13800000,44400000.0,156100000.0,-3100000.0,70100000.0,-100000.0,0.03,3300000.0,,,18700000.0,296666667.0,,3200000.0,35700000.0,,8900000,135100000.0,8900000.0,19600000.0,0.0,,,5400000.0,16200000.0,20600000.0,700000.0,-15900000.0,39700000.0,,,39700000.0,1600000.0,200000.0,21900000.0,6000000.0,14300000.0,0.0,,1400000.0,0.0,2200000.0,-2100000.0,14500000.0,,182700000.0,15800000.0,,9700000.0,,26600000.0,,2300000.0,27000000.0,,30000000.0,,0.03,
1993-09-30,9600000.0,240000000.0,,0.0,-2000000.0,17700000,0.0,-5100000.0,,-1900000.0,-6700000.0,84000000.0,,400000.0,45200000.0,60100000,39600000.0,,15200000,42400000.0,163900000.0,-3000000.0,74500000.0,-100000.0,0.04,2900000.0,,,20500000.0,240000000.0,,2800000.0,39600000.0,,9600000,146300000.0,9600000.0,22000000.0,0.0,,,6100000.0,19200000.0,21600000.0,700000.0,-18000000.0,38400000.0,,,38400000.0,1500000.0,100000.0,24400000.0,6100000.0,15700000.0,0.0,,400000.0,-100000.0,900000.0,-3100000.0,3500000.0,,191500000.0,18000000.0,,-1200000.0,,27600000.0,,2500000.0,22900000.0,,0.0,,0.04,
1993-12-31,10700000.0,267500000.0,,200000.0,-12700000.0,19500000,0.0,-15500000.0,,1000000.0,-1500000.0,94600000.0,,10000000.0,45300000.0,66500000,41600000.0,,16900000,42700000.0,173600000.0,-4300000.0,83200000.0,100000.0,0.04,2500000.0,,,23200000.0,267500000.0,,2600000.0,43300000.0,,10700000,159200000.0,10700000.0,23900000.0,100000.0,,,6800000.0,23500000.0,22200000.0,700000.0,-19400000.0,37500000.0,,,37500000.0,1500000.0,100000.0,26400000.0,,17500000.0,0.0,,1600000.0,8700000.0,2000000.0,-2900000.0,12900000.0,,204500000.0,17500000.0,,-1000000.0,,30900000.0,,2600000.0,23700000.0,,0.0,,0.04,
1994-03-31,12200000.0,,,-200000.0,-23200000.0,22800000,0.0,-2800000.0,,-1900000.0,-1200000.0,106800000.0,,8100000.0,53300000.0,75400000,45100000.0,,19400000,51100000.0,194200000.0,-3100000.0,84400000.0,,,,,,25800000.0,,,2200000.0,49600000.0,,12200000,172900000.0,12200000.0,26800000.0,-100000.0,,,7800000.0,26600000.0,23800000.0,700000.0,-21300000.0,47300000.0,,,47300000.0,1400000.0,100000.0,30200000.0,,20000000.0,0.0,,400000.0,8200000.0,800000.0,-4200000.0,12300000.0,,226200000.0,38900000.0,,9900000.0,,32000000.0,,3400000.0,10800000.0,,0.0,,,
1994-06-30,12000000.0,300000000.0,,100000.0,-47500000.0,21900000,0.0,-25000000.0,,3500000.0,-9000000.0,118800000.0,,5800000.0,51000000.0,75200000,48700000.0,,18800000,49100000.0,158900000.0,-5100000.0,55100000.0,,0.04,,,,26100000.0,300000000.0,,1900000.0,49100000.0,,12000000,187700000.0,12000000.0,27200000.0,0.0,,,7200000.0,31700000.0,25100000.0,500000.0,-23600000.0,34200000.0,,,34200000.0,1300000.0,100000.0,30300000.0,,19200000.0,100000.0,,2200000.0,54700000.0,2500000.0,-3900000.0,9700000.0,,238700000.0,17000000.0,26400000.0,-13100000.0,,79800000.0,,3100000.0,30800000.0,,47300000.0,,0.04,
1994-09-30,11800000.0,295000000.0,,0.0,1700000.0,23600000,0.0,600000.0,,-1600000.0,-1200000.0,130600000.0,,6800000.0,48800000.0,79500000,53500000.0,,20500000,47200000.0,184400000.0,2500000.0,67900000.0,,0.04,,,,27600000.0,295000000.0,,1600000.0,51900000.0,,11800000,201100000.0,11800000.0,28300000.0,0.0,,,7100000.0,29200000.0,27700000.0,-1500000.0,-25800000.0,47500000.0,,,47500000.0,1300000.0,100000.0,31400000.0,,18900000.0,-100000.0,,600000.0,37800000.0,1000000.0,-5300000.0,12100000.0,,249900000.0,19700000.0,4200000.0,13200000.0,,65500000.0,,3100000.0,26200000.0,,0.0,,0.04,
1994-12-31,15600000.0,260000000.0,,,-2100000.0,27400000,0.0,-29100000.0,,-3300000.0,14900000.0,146200000.0,,24600000.0,57700000.0,91300000,58900000.0,,24400000,56600000.0,219200000.0,2400000.0,104100000.0,,0.06,,,,32700000.0,260000000.0,,1100000.0,58600000.0,,15600000,221600000.0,15600000.0,31200000.0,0.0,,,9300000.0,26800000.0,30400000.0,5700000.0,-28500000.0,51700000.0,,,51700000.0,1400000.0,5200000.0,34200000.0,,24900000.0,100000.0,,3400000.0,29700000.0,3700000.0,-5300000.0,29900000.0,,279300000.0,20600000.0,-21700000.0,4200000.0,,60100000.0,,2800000.0,34600000.0,,0.0,,0.06,
1995-03-31,19900000.0,,,,-390300000.0,34000000,0.0,-32400000.0,,-300000.0,13500000.0,166100000.0,,-17400000.0,76900000.0,109200000,70500000.0,,30800000,76100000.0,256200000.0,1200000.0,130000000.0,,,,,,39800000.0,,,800000.0,69400000.0,,19900000,244000000.0,19900000.0,35400000.0,-6700000.0,,,12000000.0,25600000.0,39200000.0,6000000.0,-31300000.0,56700000.0,,,56700000.0,21800000.0,5000000.0,38600000.0,,31900000.0,-100000.0,,1100000.0,25500000.0,1500000.0,-53700000.0,36300000.0,,320900000.0,31800000.0,418300000.0,5100000.0,,64700000.0,,3200000.0,22500000.0,,0.0,,,
1995-06-30,5500000.0,275000000.0,,19400000.0,-30400000.0,41700000,0.0,-30100000.0,,-2000000.0,3000000.0,171600000.0,,15200000.0,87400000.0,125800000,84900000.0,,37400000,86700000.0,231300000.0,5600000.0,91300000.0,,0.02,,,,44200000.0,275000000.0,,700000.0,81600000.0,,5500000,257500000.0,5500000.0,25000000.0,-28700000.0,,,14300000.0,23800000.0,51400000.0,-17500000.0,-33500000.0,61900000.0,,,61900000.0,1300000.0,100000.0,44200000.0,,19800000.0,0.0,14900000.0,5100000.0,62200000.0,5400000.0,-15000000.0,30200000.0,,344900000.0,30800000.0,44000000.0,5200000.0,,113600000.0,,4300000.0,54600000.0,,56700000.0,,0.02,
1995-09-30,29800000.0,298000000.0,,0.0,-61800000.0,50600000,0.0,-29900000.0,,-800000.0,400000.0,201400000.0,,24400000.0,92600000.0,141200000,94800000.0,,45600000,92100000.0,262200000.0,9500000.0,101600000.0,,0.1,,,,46600000.0,298000000.0,,500000.0,94600000.0,,29800000,290600000.0,29800000.0,27300000.0,-4800000.0,,,17100000.0,24300000.0,57700000.0,1400000.0,-37100000.0,67400000.0,,,67400000.0,1100000.0,100000.0,49000000.0,,46900000.0,-100000.0,16700000.0,900000.0,63300000.0,1500000.0,-10100000.0,34500000.0,,383200000.0,30800000.0,46800000.0,5500000.0,,121000000.0,,5000000.0,60200000.0,,0.0,,0.1,
1995-12-31,32200000.0,292727273.0,,-100000.0,-236400000.0,56000000,0.0,-239200000.0,,1400000.0,3100000.0,233600000.0,,35000000.0,342200000.0,144100000,111200000.0,,49300000,92000000.0,532700000.0,5100000.0,312800000.0,0.0,0.11,250200000.0,,,46000000.0,292727273.0,,250200000.0,98100000.0,,32200000,328800000.0,32200000.0,26900000.0,-9700000.0,,,18500000.0,28700000.0,70400000.0,3200000.0,-40800000.0,120300000.0,,,120300000.0,1000000.0,1900000.0,48800000.0,,50700000.0,100000.0,16200000.0,248700000.0,67900000.0,4800000.0,-8300000.0,43300000.0,,671000000.0,32400000.0,15200000.0,52800000.0,,138300000.0,,6700000.0,58600000.0,,0.0,,0.11,
1996-03-31,33854000.0,,,,-59554000.0,39720000,110893000.0,-53535000.0,,617000.0,1261000.0,267505000.0,267068000.0,15156000.0,352636000.0,149702000,128283000.0,,33256000,102636000.0,538706000.0,-825000.0,9034000.0,0.0,,250000000.0,79528000.0,28234000.0,67392000.0,,,250000000.0,82310000.0,,33854000,368244000.0,33854000.0,28788000.0,7649000.0,,,19448000.0,39238000.0,82638000.0,-6466000.0,-45645000.0,377961000.0,,,110893000.0,986000.0,3545000.0,49054000.0,,53302000.0,0.0,16900000.0,1963000.0,99536000.0,2451000.0,-27106000.0,42262000.0,,720880000.0,42743000.0,58888000.0,-9310000.0,,182174000.0,,6464000.0,30673000.0,432000.0,0.0,719000.0,,
1996-06-30,32492000.0,315776000.0,,,-36822000.0,55988000,129826000.0,-42629000.0,,6200000.0,8697000.0,299997000.0,268947000.0,43775000.0,356982000.0,150200000,138387000.0,,49490000,106982000.0,552680000.0,-3456000.0,2404000.0,0.0,0.11,250000000.0,72004000.0,,53325000.0,315776000.0,,250000000.0,96875000.0,,32492000,410947000.0,32492000.0,29548000.0,-30000000.0,,,17883000.0,49324000.0,87506000.0,0.0,-50881000.0,398773000.0,,,129826000.0,703000.0,3475000.0,47385000.0,,50375000.0,0.0,17837000.0,7675000.0,127743000.0,7959000.0,-10112000.0,53887000.0,,767929000.0,34178000.0,34305000.0,18933000.0,,215249000.0,,6498000.0,72101000.0,,110893000.0,722000.0,0.12,
1996-09-30,21218000.0,317512000.0,,,-177503000.0,35736000,114081000.0,-47621000.0,,-7241000.0,6638000.0,321215000.0,309403000.0,19440000.0,370546000.0,130579000,145418000.0,,29464000,120546000.0,591215000.0,-11750000.0,0.0,0.0,0.07,250000000.0,67375000.0,,50658000.0,317512000.0,,250000000.0,79921000.0,,21218000,439167000.0,21218000.0,28709000.0,0.0,,,10216000.0,63407000.0,89524000.0,-5000000.0,-55894000.0,423484000.0,,,114081000.0,508000.0,3437000.0,50457000.0,,31434000.0,0.0,16748000.0,5397000.0,128974000.0,5591000.0,-7039000.0,26479000.0,,809713000.0,39188000.0,136921000.0,-15745000.0,,218498000.0,,6272000.0,80850000.0,,129826000.0,730000.0,0.08,
1996-12-31,26223000.0,319164000.0,,,-30883000.0,44328000,155003000.0,39484000.0,,2648000.0,-27441000.0,347438000.0,235099000.0,3176000.0,350680000.0,135587000,150338000.0,,36903000,100680000.0,563891000.0,-6702000.0,0.0,0.0,0.09,250000000.0,68549000.0,,52156000.0,319164000.0,,250000000.0,83431000.0,,26223000,460131000.0,26223000.0,28830000.0,-30000000.0,,,12626000.0,70181000.0,88495000.0,0.0,-61843000.0,390102000.0,,,155003000.0,,3407000.0,46528000.0,,38849000.0,0.0,17698000.0,-6887000.0,158425000.0,9143000.0,-5149000.0,8325000.0,,810811000.0,29347000.0,105516000.0,40922000.0,,246920000.0,,7425000.0,71333000.0,,114081000.0,730000.0,0.09,
1997-03-31,30443000.0,,,,-74041000.0,51006000,215903000.0,20507000.0,,12527000.0,885000.0,377881000.0,209944000.0,46756000.0,357013000.0,151777000,154443000.0,,43204000,97253000.0,601555000.0,7813000.0,4673000.0,0.0,,250000000.0,72248000.0,27918000.0,58198000.0,,,259760000.0,93579000.0,,30443000,490680000.0,30443000.0,31583000.0,0.0,,,14657000.0,62367000.0,86580000.0,0.0,-67863000.0,425847000.0,9760000.0,,215903000.0,,4241000.0,50375000.0,,45100000.0,0.0,18792000.0,-10866000.0,159558000.0,5631000.0,-4503000.0,51259000.0,,847693000.0,52577000.0,99051000.0,60900000.0,-16299000.0,246138000.0,,7802000.0,16758000.0,-534000.0,155003000.0,733000.0,,
1997-06-30,33444000.0,325304000.0,,,-172063000.0,54966000,130531000.0,-160513000.0,,4630000.0,28458000.0,411325000.0,334954000.0,68352000.0,376975000.0,160761000,158777000.0,,47251000,115032000.0,651002000.0,11135000.0,18000000.0,0.0,0.11,250000000.0,72704000.0,27313000.0,60906000.0,325304000.0,,261943000.0,99855000.0,,33444000,531248000.0,33444000.0,32666000.0,-30000000.0,,,16102000.0,51232000.0,85446000.0,0.0,-73331000.0,465485000.0,11943000.0,,130531000.0,,3491000.0,52604000.0,,49546000.0,0.0,19938000.0,1412000.0,171775000.0,10311000.0,-5377000.0,73729000.0,,908223000.0,63637000.0,46927000.0,-85372000.0,-8899000.0,257221000.0,,7715000.0,24082000.0,-770000.0,215903000.0,736000.0,0.12,
1997-09-30,30950000.0,325664000.0,,,-98568000.0,51101000,260372000.0,88188000.0,,2122000.0,2079000.0,442275000.0,174241000.0,37515000.0,374226000.0,150272000,163096000.0,,43048000,113473000.0,636552000.0,-3081000.0,37000000.0,0.0,0.1,250000000.0,65985000.0,31361000.0,56048000.0,325664000.0,,260753000.0,94224000.0,,30950000,562061000.0,30950000.0,31226000.0,-67422000.0,,,13905000.0,54313000.0,83715000.0,0.0,-79381000.0,434613000.0,10753000.0,,260372000.0,,3496000.0,51176000.0,,44855000.0,0.0,19950000.0,-1041000.0,216020000.0,5224000.0,-5179000.0,42694000.0,,936287000.0,54721000.0,259357000.0,129841000.0,-6265000.0,299735000.0,,8053000.0,27391000.0,-4227000.0,130531000.0,740000.0,0.11,
