date,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyPretaxIncome,quarterlyBasicEPS,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyInvestmentsAndAdvances,quarterlyInventory,quarterlyOperatingExpense,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyIncomeTaxPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyRetainedEarnings,quarterlyGrossProfit,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyChangeInWorkingCapital
2012-05-31,173708.0,208425788.0,,739850,208061001.0,108213976.0,-1241112,5691158,0.01,75185891.0,464874131.0,196205550.0,2355380.0,213206.0,17559905,,0.0,15702531.0,0.0,,542370.0,4951308,4951308,290983.0,173708.0,0.01,17559905,235969416.0,125242899.0,5977637,49314675,,59730575.0,23537542,364787.0,5977637,,25777133,13982737.0,469842718.0,3818425.0,,4589503.0,,2755203.0,154958.0,125416607.0,925611.0,85652741.0,321622157.0,4951308,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-31,191593.0,223330946.0,,2388159,222993318.0,103349766.0,309364,18430219,0.033333,75072483.0,466163888.0,212120669.0,2362800.0,491651.0,19545280,,0.0,15752001.0,0.0,,544079.0,16042060,16042060,2044744.0,191593.0,0.033333,19545280,252934361.0,126473677.0,16673390,68063752,,75772635.0,36218670,337628.0,16673390,,31845082,17875951.0,468933438.0,4141215.0,,4735410.0,,3203216.0,155726.0,126665270.0,1790557.0,85851578.0,338785939.0,16042060,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,64375.0,249215737.0,,841338,234434001.0,107314276.0,1823454,6439950,0.013333,75362803.0,467243447.0,182716048.0,2409058.0,174988.0,19097945,,0.0,14454348.0,0.0,,554731.0,5598612,5598612,1636112.0,64375.0,0.013333,19690515,265573126.0,169042168.0,3069471,48904852,,81371838.0,22167416,14781736.0,3069471,,26737436,17447583.0,468345599.0,16894755.0,,4986899.0,,3614159.0,156120.0,169106543.0,1756023.0,86249465.0,351822591.0,5598612,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,98945.0,209591344.0,-14744509.0,131745,185080673.0,102513876.0,-709575,6979831,0.013333,76115088.0,468360447.0,191445279.0,5491073.0,410167.0,22001802,,0.0,956859.0,160738.0,90859597.0,555194.0,6848086,6848086,2778305.0,98945.0,0.013333,22003432,226438543.0,124497655.0,6257015,59647816,,86430705.0,28258817,24510671.0,6257015,,31388999,17196001.0,469575293.0,18842067.0,,5179073.0,,2009473.0,156120.0,124596600.0,1724444.0,89603336.0,316041879.0,6848086,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-31,133968.0,274307397.0,,1204033,231723056.0,154161396.0,1086549,9261596,0.016667,76791304.0,468360447.0,203374738.0,3080000.0,149548.0,22811963,,,,,,563096.0,8057563,8057563,2276113.0,133968.0,0.016667,22818014,289748908.0,176714782.0,6666773,61398388,,94488268.0,29478736,42584341.0,6666773,,31919652,18772306.0,475423663.0,20823550.0,0.0,1076327.0,,1504967.0,156120.0,176848750.0,1637584.0,90474580.0,380223488.0,8057563,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31,168544.0,294570072.0,,3485970,267184130.0,143685668.0,-272148,26815355,0.05,77875454.0,469466691.0,228770531.0,3080000.0,346363.0,24534490,,1307339.0,0.0,0.0,,564448.0,23329385,23329385,3082466.0,1475883.0,0.05,24622100,311758285.0,174386065.0,24439890,91968361,,117817653.0,48974380,27385942.0,24439890,,42993981,25637839.0,479391887.0,21195386.0,,2403966.0,,1980092.0,157019.0,175861948.0,1532245.0,92874194.0,404632479.0,23329385,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-30,29285.0,333226907.0,,1869194,304009219.0,172964192.0,1812,14378408,0.026667,79329226.0,471074842.0,244087458.0,3080000.0,169219.0,25774351,,1313155.0,0.0,0.0,,566959.0,12509214,12509214,5872007.0,1342440.0,0.026667,26595043,359335623.0,208651472.0,11893312,73529703,,130326867.0,37667663,29217688.0,11893312,,35862040,27416554.0,484275605.0,21936892.0,,2567064.0,,2104065.0,157031.0,209993912.0,1427328.0,94745747.0,454081370.0,12509214,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,32344.0,269930571.0,-20088516.0,120557,269930571.0,132401062.0,-364881,16830167,0.036667,78625191.0,471868341.0,259996401.0,27137239.0,181759.0,31835354,,813696.0,966997.0,148274.0,98713707.0,7509824.0,16709610,16709610,4519807.0,846040.0,0.033333,32025751,300376622.0,166756326.0,14395956,86998753,,144311994.0,46231310,0.0,14395956,280027.0,40767443,27423992.0,484406697.0,22862236.0,,2546878.0,,2349365.0,157735.0,167602366.0,2535593.0,127222145.0,427598767.0,16709610,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,131507.0,578537693.0,,2447606,578217544.0,235756917.0,-282110,15819626,0.026667,79274755.0,473205437.0,251145365.0,28079247.0,158525.0,33665035,224809469.0,224809469.0,0.0,0.0,,8062485.0,13343399,13350327,2938112.0,224940976.0,0.026667,33785294,615161827.0,271375607.0,13666563,89025837,,157662321.0,47331598,320149.0,16122477,,41694239,29028898.0,484803423.0,19506682.0,302851.0,2506930.0,,3552320.0,157735.0,496316583.0,2757684.0,132585010.0,747746837.0,13350327,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,125766.0,527570091.0,,5362735,526056173.0,177877549.0,1437803,34565797,0.06,86326890.0,474292598.0,288040004.0,38442898.0,230166.0,38625276,225299691.0,225299691.0,0.0,0.0,,8073949.0,29121950,29117965,7182972.0,225425457.0,0.056667,38681507,578186024.0,226200397.0,30507800,122370891,,186780286.0,69133076,1513918.0,36452890,,53237815,36658131.0,543402493.0,23344811.0,1887093.0,3397388.0,,4345125.0,158624.0,451625854.0,2598338.0,161773349.0,739959373.0,29117965,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,189604.0,567976341.0,,428934,526416166.0,246986234.0,693381,11564012,0.023333,90631217.0,475877093.0,303866703.0,84654166.0,269331.0,42192819,225627368.0,0.0,0.0,0.0,,8073960.0,10938225,10959062,6710528.0,225816972.0,0.023333,42220654,610403847.0,299433616.0,8218899,99368290,,197739348.0,50411718,41560175.0,13313218,,48956572,40437310.0,494539412.0,23310333.0,1749206.0,3579872.0,,5274704.0,158656.0,525250588.0,2416104.0,218986173.0,829390020.0,10959062,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,226792.0,492152804.0,-28559751.0,1129266,470157430.0,177639939.0,-2657183,15292938,0.03,93575648.0,477257666.0,313292575.0,97359075.0,544085.0,49164368,226062006.0,0.0,1271420.0,124057.0,122135399.0,12330326.0,13740447,13729221,6136813.0,226288798.0,0.026667,49424370,539432534.0,232555023.0,14854852,123204551,,207522766.0,64019220,21995374.0,17165076,1187227.0,59185331,43988602.0,492469745.0,23130175.0,1872138.0,3773302.0,,4705492.0,159828.0,458843821.0,3687255.0,232982103.0,772414637.0,13729221,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,331771.0,641942065.0,,4798226,582229255.0,331266132.0,1434624,23994151,0.04,100556288.0,479483627.0,341863799.0,110085613.0,286867.0,48815849,226493058.0,0.0,49257825.0,0.0,,12344542.0,18941645,18953620,3035594.0,226824829.0,0.036667,48831377,686881506.0,386270870.0,19600201,129386962,,226476386.0,68416050,59712810.0,25846731,,60970912,45428567.0,548428587.0,27682258.0,1852580.0,3817926.0,,6423848.0,159828.0,613095699.0,3627720.0,268347467.0,955228973.0,18953620,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,386887.0,537726609.0,,17834656,513165756.0,239010157.0,39096736,81345677,0.133333,104071430.0,479695173.0,405874862.0,189729767.0,397231.0,53674350,226934953.0,0.0,24560853.0,0.0,,12309743.0,63492280,63481058,16056950.0,227321840.0,0.12,56283408,580543540.0,325113792.0,39200883,173329982,,289957444.0,92875233,24560853.0,83225072,,80454749,58793088.0,547818842.0,23322152.0,1879395.0,3645384.0,,6484349.0,160019.0,552435632.0,3349587.0,378040017.0,958583557.0,63481058,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,454766.0,590192688.0,,2620266,563188634.0,351710126.0,702749,12235194,0.02,105855891.0,480067309.0,421195336.0,230846414.0,357622.0,59144906,227378071.0,0.0,27004054.0,0.0,,12307410.0,9567018,9584610,13047985.0,227832837.0,0.02,59784954,632966605.0,435385051.0,9603544,142183159,,299542054.0,68748450,27004054.0,14115812,,73434709,58730851.0,495811893.0,22608272.0,1880618.0,3913519.0,,7366732.0,160028.0,663217888.0,3126572.0,451701644.0,1084668249.0,9584610,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,1304361.0,478805103.0,-46023350.0,8229596,434042036.0,280934750.0,382672,19327178,0.023333,114629683.0,482080138.0,436979903.0,274356960.0,600441.0,69626980,227827301.0,227827301.0,2597908.0,98351.0,160653033.0,87022517.0,10755257,10859230,17187453.0,237478119.0,0.02,69689515,515859574.0,383163427.0,16647235,175048674,8346457.0,306381011.0,86274215,44763067.0,21213908,1403803.0,88774459,70267551.0,504555800.0,22032253.0,1886730.0,3881858.0,,10404047.0,161766.0,620641546.0,15194421.0,545519459.0,1061379033.0,10859230,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,1236470.0,735855114.0,,4478207,684631672.0,550973043.0,-15092,19054513,0.026667,120981167.0,485296595.0,553465542.0,385099231.0,1033183.0,77038653,228277775.0,0.0,3197666.0,0.0,,86963504.0,12904519,13236146,15004584.0,237250678.0,0.026667,77553460,790143516.0,657158570.0,17569226,195095088,7736433.0,319617157.0,94607879,51223442.0,20942486,,100487209,74690818.0,508607042.0,116889457.0,1887973.0,3865804.0,,12481113.0,161766.0,894409248.0,14575859.0,661144083.0,1451287599.0,13236146,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,12349396.0,565950251.0,,17597079,503784203.0,452971754.0,21590569,74897987,0.113333,133824115.0,486475386.0,593673371.0,352434250.0,1671016.0,87716706,253740608.0,0.0,1518510.0,0.0,,210636982.0,55132562,55740267,24144297.0,276481757.0,0.103333,89963506,642587742.0,595989471.0,51525548,271121287,10391753.0,375357424.0,139242254,62166048.0,77565225,,131879033,98357805.0,564592499.0,86445144.0,2667238.0,5166621.0,,16877268.0,162805.0,872471228.0,35627251.0,871780073.0,1514367815.0,55740267,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,11718403.0,676469495.0,,3053243,582286134.0,670009028.0,-4431371,17730785,0.026667,140326620.0,488557570.0,602114706.0,330966603.0,1653749.0,106614246,259195172.0,0.0,34240307.0,0.0,,260146536.0,12326456,13625461,19591507.0,280782161.0,0.026667,106951733,763870460.0,837800139.0,22069542,260552500,9868586.0,382777137.0,128683788,94183361.0,21522321,,131868712,103582636.0,517078014.0,75458950.0,3791536.0,5409287.0,,19670213.0,162954.0,1118582300.0,39457621.0,994123497.0,1757993957.0,13625461,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,13185886.0,699673401.0,-69530082.0,8937160,470217004.0,504147032.0,-2146279,42897679,0.066667,154306718.0,490320432.0,644244906.0,347732444.0,2823039.0,114808593,450148918.0,0.0,6084775.0,90210.0,223836800.0,267162685.0,32126307,34278138,20483037.0,480901277.0,0.06,114823376,871121005.0,667140343.0,43430153,316330780,14726473.0,417835502.0,158238746,229456397.0,47695493,89189386.0,158092034,84540254.0,570392271.0,84276553.0,4797814.0,13449359.0,,22637199.0,164587.0,1148041620.0,37966808.0,957784946.0,1828905951.0,34278138,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,14218173.0,1117660055.0,,8395454,719460798.0,949248848.0,6088411,37368980,0.056667,183359751.0,494203000.0,680511799.0,358849809.0,2978521.0,123494403,420120000.0,0.0,0.0,0.0,,271282336.0,27690722,28788433,20600501.0,447313267.0,0.053333,124093369,1279880483.0,1132348383.0,28804396,321903222,10135094.0,405458101.0,152298799,398199257.0,42594064,,169604423,117546884.0,575605722.0,91570732.0,5225084.0,7919065.0,,39138755.0,166950.0,1579661650.0,36815435.0,1015834680.0,2295715163.0,28788433,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-31,16480428.0,946070170.0,,16158324,431397021.0,720182698.0,2017878,77008797,0.113322,216265791.0,517218548.0,878724309.0,375237956.0,5444085.0,142493639,297008000.0,0.0,0.0,0.0,,286450694.0,58885943,59451004,27573585.0,324976832.0,0.103323,145802670,1113602051.0,975179536.0,68326291,455749893,8648404.0,464909105.0,210819930,514673149.0,80878591,,244929963,172623012.0,579453543.0,115575785.0,3869794.0,8367682.0,,48943530.0,177144.0,1300156368.0,41661385.0,1101039513.0,2214641564.0,59451004,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30,15166254.0,1310968335.0,,11388652,1126642148.0,1069144179.0,3499045,52796563,0.076659,230020719.0,533699955.0,965379246.0,423450302.0,5559978.0,167208820,249508000.0,4462097.0,0.0,0.0,,285018179.0,39617412,40661837,28062871.0,278008022.0,0.069993,167802326,1446637648.0,1340684275.0,44954586,433265168,5715904.0,505570942.0,212163406,184326187.0,56703023,,221101762,182136803.0,581624623.0,102459626.0,3906460.0,8971005.0,,55557044.0,180826.0,1618692297.0,39600719.0,1156895386.0,2603533034.0,40661837,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,20039040.0,1498909845.0,-122306779.0,8711295,711519091.0,824276004.0,3229554,79819486,0.126654,247265848.0,555553000.0,1620747787.0,597605775.0,5271710.0,190541949,236075000.0,,6690925.0,,369572627.0,291382129.0,68468430,69538662,13637696.0,280708641.0,0.116655,190690505,1662006145.0,1133387041.0,66875817,504097701,17980379.0,565201532.0,257417766,787390754.0,83458477,,246679935,146103841.0,591346232.0,170640459.0,3638991.0,19561083.0,,57605414.0,188958.0,1414095682.0,43504780.0,1392552935.0,3054559080.0,69538662,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-31,7359000.0,1929156000.0,,17332000,924376000.0,1320423000.0,-1027000,86660000,0.116655,262465000.0,567108962.0,1798806000.0,776003000.0,4507000.0,214578000,235375000.0,,,,,289449000.0,66271000,66800000,25540000.0,252676000.0,0.109989,219658000,2224063000.0,1739649000.0,74989000,550649000,8033000.0,640253000.0,289567000,1004780000.0,90525000,,261082000,316657000.0,601343231.0,257562000.0,3865000.0,11069000.0,,64014000.0,190000.0,1992325000.0,61436000.0,1587064000.0,3811127000.0,66800000,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31,7400000.0,1646450000.0,,15532000,819376000.0,864573000.0,-355000,95838000,0.136653,269858000.0,568507489.0,1856714000.0,811619000.0,8375000.0,289327000,,,,,,280222000.0,76225000,76990000,29948000.0,14687000.0,0.126654,290498000,1850793000.0,1566546000.0,80891000,699783000,5273000.0,717243000.0,370218000,827074000.0,99795000,,329565000,342087000.0,601328800.0,215221000.0,3957000.0,9513000.0,244916000.0,71370000.0,191000.0,1581233000.0,57275000.0,1605346000.0,3456139000.0,76990000,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-30,6318000.0,1612323000.0,,10404000,1253012000.0,862433000.0,57559000,138003000,0.216645,269425000.0,570993480.0,1791525000.0,745720000.0,6436000.0,247362000,,,,,,305234000.0,123665000,123834000,31262000.0,10901000.0,0.206646,247767000,1819165000.0,1606970000.0,70996000,585991000,3866000.0,841077000.0,318358000,359311000.0,142062000,,267633000,360892000.0,598968410.0,2419000.0,4059000.0,8348000.0,244651000.0,79414000.0,191000.0,1617871000.0,61729000.0,1607982000.0,3427147000.0,123834000,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-28,17738000.0,1515564000.0,-174906000.0,33236000,1247140000.0,433610000.0,17459000,136703000,0.173316,497742000.0,573119226.0,2483747000.0,850695000.0,7750000.0,305681000,,465000.0,5692000.0,73184000.0,672648000.0,414228000.0,98353000,99612000,38743000.0,20896000.0,0.16665,305749000,1745716000.0,1183718000.0,114706000,726561000,2497000.0,920314000.0,420387000,268424000.0,142450000,50222000.0,306174000,220103000.0,602073042.0,75737000.0,5747000.0,23730000.0,215302000.0,106493000.0,198000.0,1204614000.0,74776000.0,1989375000.0,3735091000.0,99612000,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,11446000.0,1912196000.0,,-2759000,1568429000.0,966652000.0,-81925000,-11644000,-0.013332,1383822000.0,591539424.0,2540600000.0,739652000.0,10880000.0,328577000,,451000.0,,,1383822000.0,406914000.0,-10216000,-7304000,5924000.0,833983000.0,-0.013332,330984000,2146075000.0,1684275000.0,57318000,702770000,1729000.0,913010000.0,385895000,343767000.0,-8520000,,316875000,361707000.0,591539424.0,42055000.0,3124000.0,7041000.0,,76759000.0,198000.0,2518258000.0,69657000.0,2955335000.0,5101410000.0,-7304000,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,8145000.0,1542292000.0,,-8116000,1288449000.0,496288000.0,-109749000,-24131000,-0.023331,1598854000.0,593880168.0,2513596000.0,673549000.0,12456000.0,447884000,,435000.0,,,1598854000.0,402453000.0,-17373000,-14400000,12494000.0,833426000.0,-0.023331,453314000,1788436000.0,1338162000.0,69939000,936626000,1333000.0,898610000.0,517823000,253843000.0,-22027000,,418803000,401359000.0,593880168.0,2693000.0,2104000.0,7240000.0,,112246000.0,198000.0,2171588000.0,64026000.0,2937737000.0,4726173000.0,-14400000,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,7766000.0,2729787000.0,,16611000,2357357000.0,1240318000.0,-50140000,44852000,0.046662,1658070000.0,595724944.0,2594126000.0,583158000.0,21288000.0,399199000,260900000.0,,,,1658070000.0,406439000.0,25035000,28177000,7935000.0,1119981000.0,0.046662,400438000,3007136000.0,2187891000.0,78036000,862357000,918000.0,926787000.0,477235000,372430000.0,47587000,,385122000,503781000.0,621423834.0,24290000.0,2735000.0,9162000.0,,148393000.0,199000.0,3307872000.0,61055000.0,2931559000.0,5938695000.0,28177000,,,,,,,,,,,,,,,,,,,,,,,,,,
