date,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyTotalNonCurrentAssets,quarterlyDilutedEPS,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory
2013-03-31,1580759224.66,-190219736.77,112212375.75,-1567407.94,129906343.75,1024477922.16,6744478410.79,4751190382.07,6044314084.99,2743540918.3,,-460599220.73,144171854.86,3091006783.02,2185990933.64,21100000.0,2652940379.07,0.0,183595695.92,0.1127,438066403.95,-19124402.9,293894549.09,1293123702.92,14904984.43,1094623022.57,112699041.79,995673254.0,8784706.37,286429493.6,112212375.75,4442936207.73,2743540918.3,8959117.29,1365914672.17,-632820000.0,8248184.67,50960000.0,1700741589.57,2044874370.64,340701087.76,889174409.6,-126978619.33,995673254.0,50654000.0,,121658159.08,-117238121.81,543878655.07,,4490636339.81,0.1127,11235114750.6,344132781.07,864744841.07,1801034213.37,33621414.5,995900000.0,-220274988.71,3009993212.01,,,,,,,,,,,,,,,,,
2013-06-30,1613352213.29,-171906748.72,80653323.11,-140489709.89,178837025.73,1005541245.27,7102811682.71,4638823771.96,6717631294.6,2789068029.51,183700000.0,-483846815.93,141620291.68,3507737124.08,2187703132.94,0.0,3015519916.76,128210000.0,183699674.45,,492217207.32,-5766779.3,350596915.64,2078807522.64,24017683.44,1871090164.75,97296420.28,,,340446819.56,80653323.11,4400606602.78,2789068029.51,43558217.44,1241730306.25,-180243700.0,37982388.01,0.0,1702002298.71,2058467124.71,179029935.34,883006944.72,-300590.81,,-564000.0,,140854637.72,-67242435.98,808111160.0,,4766512197.12,,11869323879.83,356464826.0,713654883.72,1580759224.66,35314514.82,995900000.0,22126581.92,3214268745.86,,,,,,,,,,,,,,,,,
2013-09-30,1629227547.48,-133890731.34,68935625.57,-127964471.22,75145911.14,1074476870.84,7303019990.08,4701702727.93,6766066681.18,2804139404.31,,238459537.38,129413106.22,2597059229.1,2382676650.96,0.0,2159407516.75,0.0,178963652.98,0.0692,437651712.35,-234351618.34,308238606.13,2064363953.25,13773808.61,1871626491.66,60742090.01,996179560.0,,301735686.56,68935625.57,4469812840.4,2804139404.31,11750555.27,1229961846.13,-4895660.0,2653265.86,0.0,1724877073.39,2096411354.86,351500112.16,881405697.01,0.0,996179560.0,0.0,,72492645.28,-111856382.35,704955006.83,,4675403019.61,0.0692,11978423009.69,371534281.47,905929266.66,1613352213.29,99248104.18,995900000.0,15875334.19,3063741607.53,,,,,,,,,,,,,,,,,
2013-12-31,1615163531.47,-20075009.15,-39851516.55,130360410.44,75014220.29,996823111.88,6590088874.03,4635273882.37,6440041322.2,3098211440.09,180889000.0,99664235.27,-3664093.98,1769633591.16,1052136527.51,6300000.0,1477284637.44,0.0,180888548.05,,292348953.72,-36385658.44,296013047.7,1804767439.83,49917073.21,1573961818.57,-9003339.82,,,290986940.32,-39851516.55,4473895897.45,3098211440.09,7961147.79,1766106340.55,-152989900.0,76056412.32,0.0,1880806097.0,2239901356.97,642437410.89,957921374.07,-766557.34,,-1024528.3,,-1042192.03,-178080771.04,725322825.23,-2281795000.0,5078253151.9,,11668342025.93,359095259.97,958079134.8,1629227547.48,20066965.1,995900000.0,183137177.08,2746608407.12,,,,,,,,,,,,,,,,,
2014-03-31,937202250.12,-378365379.51,99066916.54,-226910413.37,116462471.66,1114303868.81,7031231982.97,5233386769.57,7037875879.57,3135760307.42,,-531169751.12,142376104.11,3084465996.11,2198643985.31,0.0,2539315412.41,100000000.0,180760400.85,0.0995,545150583.7,-46742100.93,402774479.59,1804489110.0,49239603.08,1574489106.07,94682038.77,995647402.0,,394102527.69,99066916.54,4565753684.47,3135760307.42,13375303.17,1909160489.92,0.0,8405129.72,,1174409168.06,1501279619.24,570103461.97,950983052.19,0.0,995647402.0,0.0,,108057341.94,-154012619.43,848263091.26,,5322087423.93,0.0995,12353319406.9,326870451.18,931899521.37,1618450134.7,2133443.16,995900000.0,-681247884.58,3357484709.07,,,,,,,,,,,,,,,,,
2014-06-30,976321684.91,-287798132.46,13360878.49,-417973108.67,92562547.34,1067910747.3,6830377590.01,5245478457.95,7023959503.09,3205361241.33,175719000.0,-160008930.12,33234012.6,2351834759.75,1915149707.54,-15271334.7,1980314926.98,769553391.6,175718600.4,,371519832.77,-44309071.5,338285820.17,1778481045.14,48773332.95,1553989111.79,16495407.23,,,331805733.94,13360878.49,4520808458.07,3205361241.33,10489661.43,1558730663.52,,65577478.68,,1449224717.36,1777592415.52,729346585.02,944355756.36,,,0.0,,26985068.66,-171826741.37,934525956.76,,5457139740.85,,12287517330.86,328367698.16,1216913465.74,937202250.12,334762294.58,995900000.0,39119434.79,3001282972.14,,,,,,,,,,,,,,,,,
2014-09-30,1190367860.36,-85401396.0,19830229.98,-197346073.29,39986401.79,1087740977.28,7489700071.29,5708993556.03,7485591612.54,3381073617.58,,-249352113.79,50556675.71,2389388277.15,2007518956.8,0.0,1986965224.35,1199309834.44,173330493.2,0.0199,402423052.8,-74692700.04,351866377.09,1776598056.51,48716262.82,1554551300.49,21150084.97,996493969.0,,344337639.94,19830229.98,4533956155.14,3381073617.58,12591937.56,1343641884.59,,6244379.26,,1421870847.11,1774907733.89,1478317157.03,937046907.22,0.0,996493969.0,0.0,,33742022.53,-169863677.62,594136139.63,,5263036733.84,0.0199,12752736805.13,353036886.78,708289992.63,976321684.91,273188576.98,995900000.0,214046175.45,3220005478.44,,,,,,,,,,,,,,,,,
2014-12-31,1749902168.21,100465601.73,35440222.34,682184574.9,168466812.1,1080369447.42,6197145429.82,5276332830.99,7034867745.49,3381729433.97,174628692.16,358583394.95,-149537353.25,1103627017.67,879355043.69,22000000.0,951149291.63,56383561.23,174628692.16,,152477726.04,-6681108.06,302015079.29,1758534914.5,45336983.15,1538569239.19,31898414.46,,0.0,296992898.8,35440222.34,4593468033.54,3381729433.97,11211284.07,1447426253.97,-219546000.0,125357113.57,,1998159516.29,2352519666.73,1644532646.15,947153734.35,3136269.72,,0.0,,43109698.53,-161110759.18,1362361447.55,-2697618505.85,6158549215.85,,12355694645.67,354360150.44,1009545602.57,1190367860.36,-506424377.14,995900000.0,560147484.48,2266957155.2,,,,,,,,,,,,,,,,,
2015-03-31,1245223796.75,-53280448.74,90710627.94,-81514886.92,176252986.18,1171080075.36,6789715747.35,5905568953.32,7653551677.32,3447216104.55,169849321.96,-540785776.1,139595058.37,2987316063.13,1354098136.88,0.0,2478718952.18,796942655.42,169849321.96,0.0911,508597110.95,-49329275.61,369002052.58,1747982724.0,43952896.34,1534180505.7,91654347.74,995725883.0,,362611724.0,90710627.94,4677548538.79,3447216104.55,16159317.51,1455378606.61,,68439320.93,,1451389372.32,1934250001.95,1630736964.04,938261204.73,,995725883.0,0.0,,107813665.25,-140828665.87,1340077684.49,,6269478435.09,0.0911,13059194182.44,482860629.63,912926357.46,1749902168.21,3762752.05,995900000.0,-504678371.46,3067783781.99,,,,,,,,,,,,,,,,,
2015-06-30,1366028959.19,-611916782.93,57933382.1,-640000069.12,210472722.43,1178222557.46,6718521998.77,6172063190.75,7930757740.0,3474894867.27,183695759.51,589750352.04,151770506.17,2566468457.04,1233892092.34,43166643.37,2052811285.53,1358742287.81,183695759.51,,513657171.51,-44363527.06,361886665.34,1758694549.25,47314809.53,1527448661.33,63096708.99,,,353638732.03,57933382.1,4705101767.54,3474894867.27,34131803.8,1301977700.53,,113244209.64,,1607906111.14,1995354420.64,1651776686.8,930421979.25,,,123996570.0,,97228512.79,-66566831.14,1661594960.16,-2818358325.32,6644995822.79,,13363517821.56,387448309.5,1180655708.54,1245223796.75,90281397.52,995900000.0,120805162.44,3022582446.83,,,,,,,,,,,,,,,,,
2015-09-30,1457258421.25,-111241300.14,64869133.87,-30171119.38,157240021.7,1243091691.33,6570692121.36,6246107026.38,7989968066.97,3492776387.97,173729967.41,80762974.05,118917766.73,2561165465.18,1273529579.0,0.0,2075173557.44,1116613892.24,173729967.41,0.0651,485991907.74,-55081628.19,367074141.01,1743861040.59,40638613.42,1529492459.76,69481080.58,996453669.0,,354080357.48,64869133.87,4748645565.72,3492776387.97,26384214.15,1206785342.97,-1183012190.0,61374726.97,,1668129318.26,2162406954.38,1775319519.49,924803838.42,0.0,996453669.0,0.0,,95865294.73,-113986072.19,1928366359.26,,6897188024.05,0.0651,13467880145.41,494277636.12,545464318.78,1366028959.19,32475484.32,995900000.0,91229462.06,3585865174.96,,,,,,,,,,,,,,,,,
2015-12-31,1690285427.32,133436698.18,-78190332.38,204382618.85,104882546.78,1142994139.49,6456183633.93,6128540029.73,7873865012.64,3480150855.83,184932985.4,97316788.37,-141290261.05,1184890754.02,846592058.32,22480000.0,1010717015.74,1367973198.53,184932985.4,,174173738.28,-28190432.91,315463999.33,1745324982.91,39507239.32,1520884758.19,-85177876.41,,0.0,309472744.81,-78190332.38,4673879851.6,3480150855.83,5948016.66,1168906538.26,-242296320.0,184112406.53,,1897794077.61,2312660059.25,1938954945.26,922350120.29,0.0,,0.0,,-79229859.75,-89369812.62,1859617637.45,-2915689054.9,6816265926.05,,13272449559.98,414865981.64,1007647716.52,1457258421.25,-7911712.93,995900000.0,233027006.07,2826551357.17,,,,,,,,,,,,,,,,,
2016-03-31,1700084014.91,-156236209.93,92485373.84,-122492069.69,147835432.32,1235479513.33,6387420003.1,6562985307.25,8303975158.89,3428882914.6,181530193.3,215239353.13,149960151.08,3015738131.3,1040514424.62,3844005.48,2498036228.22,891238790.21,181530193.3,0.0929,517701903.08,-49490199.84,367741752.0,1740989851.64,37109424.93,1522350233.41,92770300.64,995536855.0,,362724237.35,92485373.84,4758723139.51,3428882914.6,25015031.27,1420486176.03,-61286460.0,30050100.41,,1806196194.57,2051430882.62,1946705193.58,914654066.56,,995536855.0,0.0,,117785331.91,-37732144.96,2411031108.82,,7400109268.31,0.0929,13787529271.41,245234688.05,413800379.67,1690285427.32,3844005.48,995900000.0,9798587.59,3738796743.99,,,,,,,,,,,,,,,,,
2016-06-30,1636134328.48,-180463149.06,65864210.02,-340245942.31,188014749.18,1260511823.35,5840859430.0,5460388581.98,7186992548.55,3397318244.93,175627234.53,181316429.83,80838879.84,2025522050.83,730127362.71,29859198.35,1611098146.02,1263472612.22,175627234.53,,414423904.81,-46253470.49,333585024.97,1726603966.57,37079668.62,1513897063.42,72927610.67,,0.0,326497107.6,65864210.02,4788702501.16,3397318244.93,33742231.1,1145404608.11,-79298500.0,81344907.41,,1778346387.08,1925234770.64,1662513030.08,906591391.81,,,0.0,,106669841.77,-52853709.69,1878572213.03,-3042064309.0,6821137129.97,,12661996559.97,146888383.56,455574833.56,1700084014.91,209147797.29,995900000.0,-63949686.43,2983291161.18,,,,,,,,,,,,,,,,,
2016-09-30,2202702026.0,-264534026.81,93476253.85,-73584924.8,108987861.14,1353988077.2,7494788750.4,6162538423.33,7894112948.21,3359227280.72,180695942.43,726034108.34,51766670.22,2288838590.94,821977720.83,0.0,1888723570.86,1812900934.82,180695942.43,0.094,400115020.08,-45318546.8,348348349.86,1731574524.88,36081302.71,1514797279.74,96767668.26,994428232.0,,343172850.55,93476253.85,4873480110.65,3359227280.72,6248266.39,1276294887.38,-631019000.0,5971926.49,,2396316855.5,2792099444.28,1695330655.36,902101849.39,,994428232.0,-9166758.48,,103015934.65,-50656658.52,1049228577.82,,5954267024.12,0.094,13449055774.52,395782588.78,512992537.03,1636134328.48,-140758661.07,995900000.0,566567697.52,3660137931.69,,,,,,,,,,,,,,,,,
2016-12-31,2894305807.48,-78755137.21,-28456108.36,180953911.67,68516067.3,1289413464.37,7611653175.14,5990219536.09,7706874992.26,3347678689.13,176628594.78,752747991.92,-83815360.16,1357403454.34,674313323.03,-190646000.0,1090925126.74,1767778993.36,176628594.78,,266478327.6,-18390959.28,350293687.76,1716655456.17,34198365.33,1505828496.06,-36580340.52,,0.0,323048855.41,-28456108.36,4829340535.85,3347678689.13,-10795339.54,1014713967.01,-891506410.0,115891747.36,,3261735812.98,3324393279.92,1579448510.67,896641004.79,,,-9974153.52,,-47375680.06,-76594320.05,748364409.66,-3169498533.28,5598860106.29,,13210513281.43,62657466.94,966078717.88,2202702026.0,6199037.02,995900000.0,691603781.48,2801282227.13,,,,,,,,,,,,,,,,,
2017-03-31,2382913214.73,-161138099.6,64037860.01,-118000895.64,92760287.91,1353451324.38,8143964172.21,7347958521.14,8274225111.4,3312631140.24,184230518.93,-371400005.23,88942992.11,2661668231.55,1273326911.44,11900000.0,2226956041.45,1781642013.2,184230518.93,0.0647,434712190.1,-54199997.25,345769197.99,926266590.26,34407153.2,707628918.13,67252606.74,989765997.0,,333882110.44,64037860.01,4893371509.19,3312631140.24,23460026.29,1540739320.03,-14688900.0,2047654.88,,2529379407.29,2605774830.81,1598882413.43,889596431.73,,989765997.0,-3578184.74,,90712633.03,-56333414.79,886343258.96,,5701209765.99,0.0647,13845173938.2,76395423.52,1532940647.46,2894305807.48,251250.0,995900000.0,-511392592.75,3652355621.93,,,,,,,,,,,,,,,,,
2017-06-30,2250438476.71,626648243.77,-31772215.15,67000895.64,37695454.44,1265485659.23,6953956598.21,6885503907.5,7103666013.51,3353832187.69,184295520.2,-739841607.17,-111381944.35,1541651993.51,1349249833.15,0.0,1346730520.65,1498026223.42,184295520.2,,194921472.86,-41999454.23,306303417.21,218162106.01,33866585.81,0.0,-32534722.36,,0.0,292574665.47,-31772215.15,4792058162.1,3353832187.69,6865355.83,1103041049.43,-70368461.52,63364820.97,,2433951595.34,2509240079.17,1531432918.74,883510259.58,,,-14331954.6,,-25669366.53,-105654170.65,778862152.34,-3292035726.75,5619016946.73,,12572973544.94,75288483.83,2237663595.57,2382913214.73,664318003.27,985850000.0,-132474738.02,2504709003.78,,,,,,,,,,,,,,,,,
2017-09-30,2624128131.78,-823321006.1,41140539.9,-301000000.0,50897571.54,1306626199.13,8611833687.32,7897342628.87,8790342924.76,3362569956.55,198834954.81,191870399.97,-72814421.09,1832632941.77,1351804228.59,7000000.0,1566235208.64,2371556883.85,13699471.42,0.0417,266397733.13,-75714277.95,339212154.22,893000295.89,30465869.66,650000000.0,36635644.35,986583691.0,,329507456.42,41140539.9,4820641569.52,3362569956.55,10363205.03,1236765770.81,-748982280.0,3898722.16,,2782101130.76,2851288983.51,1844228862.64,861859086.99,,986583691.0,0.0,,46998849.38,-115049803.87,882724490.96,,5671418531.72,0.0417,14283252219.04,69187852.75,2533995137.16,2250438476.71,-445967169.73,985850000.0,373689655.07,2973479088.71,,,,,,,,,,,,,,,,,
2017-12-31,2946734827.85,49387143.88,-16891961.79,26000000.0,93385374.22,1273219846.84,8417140843.74,7747678120.64,8663791049.62,3320971761.12,184660141.13,69904812.95,-36941145.6,1183357219.28,1238285603.95,0.0,896082861.13,1774902697.7,899471.42,,287274358.15,-26270831.96,324215503.75,916112928.98,28741816.43,689011500.0,-33642189.79,,,369708270.4,-16891961.79,4797305395.91,3320971761.12,-22343571.35,1167681087.61,-949815351.53,149371135.36,,3292984287.5,3333463126.0,2033879689.22,859721089.66,,,-15572.71,,-55985761.14,-16115078.28,934741824.37,,5685632683.94,,14102773527.68,40478838.5,2712878172.8,2624128131.78,44515499.29,985850000.0,322606696.07,2285832053.25,,,,,,,,,,,,,,,,,
2018-03-31,2275876721.56,672659303.1,47951154.7,-115620000.0,43801596.15,1321171001.54,8249457531.0,7585823239.77,8489531908.18,3307006318.48,183444120.26,-710712817.94,33542439.5,2322580812.33,2083106242.6,2750000.0,1983823564.86,1217145061.59,-35678843.76,0.0486,338757247.47,-63272439.99,305214807.97,903708668.41,28254391.91,688689000.0,30279309.46,986649274.0,0.0,298536927.64,47951154.7,4841124195.02,3307006318.48,7634197.52,1380241946.67,-800000000.0,5888089.17,,2603880290.2,2695906347.29,2159287283.31,852702210.97,,986649274.0,,,37913506.98,-84043722.16,976445047.56,,5704931990.85,0.0486,13954389521.85,92026057.09,1766297153.28,2946734827.85,868364303.41,985850000.0,-670858106.29,3075451216.96,,,,,,,,,,,,,,,,,
2018-06-30,2070957331.5,30533190.75,-192931036.35,9116274.43,-78815060.55,1581053891.2,7894795831.57,6645755695.76,7857481706.16,3303175190.73,181059307.06,99215871.4,-225592543.56,1186837153.16,1403463319.54,0.0,1149858613.35,1267852735.72,-1678843.76,,36978539.81,-61343531.34,262571083.37,1211726010.4,130631547.1,896714000.0,-183234038.74,,0.0,258547449.93,-192931036.35,5108293379.0,3303175190.73,30568272.61,1354554020.83,-709581308.56,73850705.58,,2386981353.66,3275915368.03,2340917357.13,846769727.76,,,,,-152665766.13,-45033995.44,1024840245.91,,5777558683.16,,13672354514.73,888934014.37,1107250612.96,2275876721.56,65862926.84,985850000.0,-204919390.06,2619576103.18,,,,,,,,,,,,,,,,,
2018-09-30,1722180655.49,-1033317694.73,-251985491.02,-842734341.26,-239277788.09,1331763605.26,8375532043.5,7376046688.37,8591038093.13,3250767522.43,181020781.78,34537654.47,-262835142.45,1324273514.96,1077915046.58,0.0,1275252666.23,1891042592.59,3321156.24,-0.2556,49020848.73,-37154693.17,311855991.18,1214991404.76,133935466.74,896714000.0,-261441010.69,985858729.0,,216089888.76,-251985491.02,4863571215.36,3250767522.43,10390386.85,1582076393.34,-977811610.0,11772835.75,,2035716037.63,2948824343.24,2993081265.9,850603158.2,,985858729.0,,88766351.43,-251050623.84,-59368274.34,1042841039.68,,5776670663.44,-0.2556,14152202706.94,913108305.61,800472628.62,2070957331.5,-132754403.21,985850000.0,-348776676.01,2973529987.59,,,,,,,,,,,,,,,,,
