date,quarterlyDilutedEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCapitalStock,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyBasicEPS,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2014-06-30,0.0,5030107000.0,5462153000,9932464000,0,14866025000,5462153000,4933561000,0.0,49286000.0,,9403872000,5140659000.0,1994164000,2030089000,1717238000,,,0,4245850000,,0.0,8377000.0,0.0,0.0,4245850000.0,,3490708000,312851000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,5240307000.0,7169245000,10847947000,0,16834457000,7169245000,5986510000,0.0,139051000.0,,9665212000,5273786000.0,2438583000,1879233000,1740182000,,-3998816000.0,0,4921421000,,0.0,20596000.0,,0.0,8920237000.0,,5169794000,139051000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.0,5696270000.0,7700145000,10389255000,0,17818062000,7700145000,7428807000,0.0,362211000.0,,10117917000,4339629000.0,3100342000,2066747000,1704536000,,,0,6518767000,,0.0,18645000.0,0.0,0.0,6518767000.0,,3547457000,362211000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,6111347000.0,11696622000,14447324000,0,22244401000,11696622000,7797077000,0.0,268600000.0,,10547779000,7906438000.0,3948269000,2227502000,1958902000,,-5013112000.0,0,6875943000,,0.0,17680000.0,,0.0,11889055000.0,,9265345000,268600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,0.0,6715153000.0,8974622000,12640141000,0,20166218000,8974622000,7526077000,0.0,240700000.0,,11191596000,5768533000.0,4083728000,2519661000,2278961000,,,0,6560823000,,0.0,28873000.0,0.0,0.0,6560823000.0,,6977164000,240700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,7102007000.0,12240765000,16343729000,0,23994987000,12240765000,7651258000,0.0,247360000.0,,11754222000,9394599000.0,3337732000,3213424000,2966064000,,-5973179000.0,0,6611761000,,0.0,24938000.0,,0.0,12584940000.0,,10118810000,247360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,0.0,8268695000.0,9744864000,14514029000,79803000,22753371000,9824667000,8239342000,0.0,0.0,,12928704000,7181261000.0,4302456000,2646708000,2646708000,,,0,6972072000,,0.0,22927000.0,0.0,0.0,6972072000.0,79803000.0,7654097000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,11088004000,16641184000,107009000,25386326000,11195013000,8745142000,,,,14191313000,8556349000.0,4607845000,2822267000,2822267000,25912000.0,-7231051000.0,0,7711919000,,,25073000.0,,,14942970000.0,81097000.0,8982988000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,0.0,,10287406000,16072364000,85032000,25145746000,10372438000,9073382000,,,,14773308000,7907085000.0,4830332000,3041001000,3041001000,0.0,,0,7991566000,,,,0.0,310696000.0,7991566000.0,85032000.0,7571014000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,,10061535000,17089463000,164305000,26051172000,10225840000,8961709000,,-224000.0,,15825332000,7209225000.0,4767794000,4741377000,4741377000,44648000.0,-8984992000.0,0,8014793000,,,14231000.0,,,16999785000.0,119657000.0,7891996000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,9258125000,15976221000,455066000,25676542000,9713191000,9700321000,,,,15963351000,7171845000.0,5688875000,2497957000,2447681000,0.0,,0,8392794000,,,,,,8392794000.0,125914000.0,6460844000,50276000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
