date,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue
2011-06-30,0.0,0.0,,62698000.0,76418000.0,49803000.0,-5382000.0,562688000.0,0.0,-676834000.0,-676000.0,13852000.0,60888000.0,14930000.0,60888000.0,4693000.0,,385000.0,127163000.0,-39062000.0,-63144000.0,25379000.0,24068000.0,-10639000.0,3561000.0,85098000,1031536000.0,29446000.0,578523000,0.0,354702000.0,24159000.0,3.77,,0.0,,2498000.0,-4085000.0,91715000,11085000.0,402616000.0,13429000.0,625832000.0,243322000.0,729298000.0,37319000.0,13856000.0,,1208626000.0,52259000.0,479328000.0,142516000.0,,10604000.0,645938000.0,0.0,36000.0,3.77,147796000.0,52259000.0,52259000,-16021000.0,60888000.0,,260100000.0,327844000.0,-3987000.0,430727000.0,313818000.0,-6398000.0,64675000.0,,,,,,
2011-09-30,0.0,0.0,35122000.0,24307000.0,103267000.0,60888000.0,-11163000.0,556567000.0,0.0,-677256000.0,-689000.0,13680000.0,54462000.0,15872000.0,54462000.0,4797000.0,,1405000.0,97065000.0,-3751000.0,-68050000.0,26888000.0,81970000.0,-7981000.0,-67530000.0,120889000,1029559000.0,29429000.0,557396000,0.0,352303000.0,31906000.0,5.22,,0.0,,28853000.0,-54380000.0,118442000,-6426000.0,417855000.0,73989000.0,624617000.0,238412000.0,717170000.0,36075000.0,13680000.0,5169000.0,1212834000.0,71361000.0,495664000.0,151497000.0,,10378000.0,656267000.0,0.0,2000.0,5.22,145196000.0,71361000.0,71361000,-19144000.0,54462000.0,,266358000.0,314191000.0,-12825000.0,412200000.0,307702000.0,-15233000.0,89143000.0,,,,,,
2011-12-31,0.0,0.0,32915000.0,107208000.0,50665000.0,54462000.0,-1765000.0,549593000.0,0.0,-681506000.0,-702000.0,,50370000.0,12646000.0,50370000.0,4685000.0,,-2658000.0,103217000.0,26400000.0,-98732000.0,28768000.0,64213000.0,-10744000.0,-54672000.0,17863000,1034472000.0,13086000.0,505556000,0.0,352966000.0,16967000.0,,,0.0,,13961000.0,-12201000.0,65950000,-4092000.0,426045000.0,53469000.0,648261000.0,216024000.0,679731000.0,39784000.0,,5132000.0,1191662000.0,33698000.0,511931000.0,193444000.0,,10600000.0,642069000.0,0.0,64000.0,,125071000.0,33698000.0,33698000,-12509000.0,50370000.0,,232601000.0,306785000.0,37487000.0,380485000.0,278332000.0,-10054000.0,78546000.0,,,,,,
2012-03-31,0.0,,,64803000.0,98803000.0,50370000.0,787000.0,614171000.0,0.0,-692524000.0,-938000.0,13405000.0,72746000.0,18510000.0,72746000.0,4482000.0,,3077000.0,119608000.0,-22877000.0,-90647000.0,27895000.0,63090000.0,-7432000.0,-35343000.0,104733000,1046349000.0,28931000.0,562679000,0.0,353825000.0,32256000.0,4.96,,,,9824000.0,0.0,113350000,22376000.0,398373000.0,55658000.0,704754000.0,240953000.0,745001000.0,36908000.0,13405000.0,36355000.0,1253497000.0,66547000.0,508496000.0,188542000.0,,10065000.0,639326000.0,0.0,-2351000.0,4.96,169536000.0,66547000.0,66547000,-6645000.0,72746000.0,,209831000.0,315101000.0,4994000.0,393143000.0,311888000.0,-10054000.0,65383000.0,,,,,,
2012-06-30,0.0,,29130000.0,69165000.0,81545000.0,72746000.0,-5566000.0,650290000.0,0.0,-690922000.0,-219031000.0,13405000.0,49355000.0,4588000.0,49355000.0,2384000.0,,-2113000.0,119525000.0,-26688000.0,-99743000.0,28466000.0,34379000.0,-9535000.0,-41102000.0,96234000,1041669000.0,13428000.0,590406000,0.0,350747000.0,26277000.0,4.12,,,,-9616000.0,0.0,94541000,-23391000.0,374514000.0,24844000.0,749969000.0,215413000.0,734293000.0,40699000.0,13405000.0,4901000.0,1240217000.0,55268000.0,505924000.0,186514000.0,,10612000.0,589927000.0,0.0,-18000.0,4.12,165399000.0,55268000.0,55268000,-15101000.0,49355000.0,,188000000.0,317564000.0,-12305000.0,425007000.0,320582000.0,-10053000.0,69309000.0,,,,,,
2012-09-30,0.0,,27405000.0,67304000.0,93204000.0,49355000.0,-1784000.0,717287000.0,0.0,-703732000.0,4644000.0,13406000.0,79707000.0,12875000.0,79707000.0,1632000.0,,-2617000.0,116494000.0,7999000.0,-87737000.0,30208000.0,87860000.0,-8477000.0,-55420000.0,94755000,1057266000.0,15845000.0,554044000,0.0,353534000.0,28489000.0,4.83,,,,-973000.0,0.0,106608000,30352000.0,324481000.0,79383000.0,804620000.0,225446000.0,762529000.0,37096000.0,13406000.0,5018000.0,1267214000.0,64715000.0,504685000.0,186481000.0,,11772000.0,549927000.0,0.0,0.0,4.83,162059000.0,64715000.0,64715000,-3958000.0,79707000.0,,138000000.0,334721000.0,81000.0,391985000.0,307448000.0,-10064000.0,71652000.0,,,,,,
2012-12-31,721000.0,0.0,25540000.0,70782000.0,67839000.0,79707000.0,4910000.0,402205000.0,2754000.0,-712596000.0,-1860000.0,13467766.0,89129000.0,8288000.0,89129000.0,2317000.0,21725000.0,-323000.0,119298000.0,29549000.0,-110689000.0,31276000.0,87482000.0,-13309000.0,-65081000.0,69754000,1070967000.0,10024000.0,516180000,2253000.0,358371000.0,14776000.0,3.94,,0.0,,-29506000.0,0.0,94366000,9422000.0,638634000.0,74173000.0,512173000.0,216671000.0,735495000.0,39506000.0,13467766.0,5002000.0,1257510000.0,52747000.0,522015000.0,16596000.0,,10940000.0,855305000.0,9992000.0,-4116000.0,3.94,140536000.0,53063000.0,53063000,-13082000.0,89129000.0,,424407000.0,322674000.0,402000.0,375644000.0,261492000.0,-345510000.0,45070000.0,,,,,,
2013-03-31,0.0,,23499000.0,71962000.0,93873000.0,89129000.0,3868000.0,418569000.0,0.0,-718064000.0,0.0,13379684.0,64013000.0,10342000.0,64013000.0,5109000.0,6932000.0,1742000.0,115675000.0,-54464000.0,-127381000.0,31021000.0,27128000.0,-16109000.0,-33810000.0,98235000,1078658000.0,25294000.0,562608000,0.0,360594000.0,26038000.0,5.07,,,244000.0,-4989000.0,-22508000.0,110031000,-25116000.0,635678000.0,11019000.0,545950000.0,227142000.0,758214000.0,40941000.0,13379684.0,4879000.0,1281389000.0,67774000.0,523175000.0,210256000.0,-5599000.0,11796000.0,862820000.0,0.0,-1115000.0,5.07,170197000.0,67835000.0,67835000,-14776000.0,64013000.0,,425422000.0,321339000.0,747000.0,392411000.0,331657000.0,-11998000.0,65549000.0,,,,,,
2013-06-30,139000.0,,21651000.0,76350000.0,93879000.0,64013000.0,5480000.0,466445000.0,101393000.0,-713762000.0,-56596000.0,13307692.0,73545000.0,16534000.0,73545000.0,4573000.0,10331000.0,671000.0,132184000.0,23810000.0,-127995000.0,36429000.0,95778000.0,-15740000.0,-74709000.0,93078000,986293000.0,14289000.0,583779000,666000.0,272531000.0,29495000.0,4.81,,,232000.0,-8838000.0,-4290000.0,107166000,9532000.0,565012000.0,80038000.0,594301000.0,245422000.0,856618000.0,39921000.0,13307692.0,4836000.0,1276879000.0,63966000.0,420261000.0,200575000.0,-4780000.0,14088000.0,810434000.0,0.0,-30000.0,4.81,169428000.0,64010000.0,64384000,-10189000.0,73545000.0,,364437000.0,312179000.0,5374000.0,414351000.0,328298000.0,-11982000.0,70971000.0,,,,,,
2013-09-30,0.0,,19911000.0,76751000.0,82200000.0,73545000.0,1514000.0,539086000.0,0.0,-723971000.0,-15316000.0,13282155.0,247265000.0,12745000.0,247265000.0,4259000.0,4838000.0,-3392000.0,126874000.0,31035000.0,-108382000.0,35865000.0,85493000.0,-15314000.0,-41608000.0,87072000,1006310000.0,33377000.0,580455000,0.0,282339000.0,25179000.0,5.94,,,239000.0,-6074000.0,-14358000.0,97114000,173720000.0,542736000.0,70179000.0,647468000.0,263416000.0,926077000.0,40886000.0,13282155.0,4878000.0,1345238000.0,78826000.0,419161000.0,193284000.0,-5787000.0,10042000.0,806152000.0,0.0,0.0,5.94,163823000.0,78896000.0,57021000,123748000.0,247265000.0,,349452000.0,312773000.0,-613000.0,416632000.0,324150000.0,-11934000.0,79680000.0,,,,,,
2013-12-31,0.0,,18374000.0,76388000.0,72822000.0,247265000.0,-3933000.0,572448000.0,6176000.0,-700160000.0,-4223000.0,13235539.0,238703000.0,,238703000.0,4182000.0,2269000.0,2005000.0,134132000.0,-570000.0,-60086000.0,33258000.0,69535000.0,-11313000.0,-69716000.0,75250000,985196000.0,11419000.0,556371000,11075000.0,285036000.0,18821000.0,4.08,,,,10349000.0,-51039000.0,85468000,-8562000.0,507212000.0,58222000.0,632534000.0,247614000.0,897319000.0,43130000.0,13235539.0,4945000.0,1327274000.0,53837000.0,429955000.0,23273000.0,3652000.0,10218000.0,754826000.0,4727000.0,0.0,4.08,151638000.0,54001000.0,54001000,-10319000.0,238703000.0,,349467000.0,307518000.0,1754000.0,404733000.0,286737000.0,-14454000.0,45284000.0,,,,,,
2014-03-31,0.0,,16816000.0,71755000.0,83795000.0,238703000.0,-2543000.0,536485000.0,0.0,-704915000.0,-161000.0,12984876.0,146657000.0,,146657000.0,4164000.0,1580000.0,1996000.0,128083000.0,-66764000.0,-58355000.0,32207000.0,4381000.0,-9251000.0,-85422000.0,90175000,990703000.0,16284000.0,576422000,7854000.0,285788000.0,26272000.0,4.43,,,,-1976000.0,-77061000.0,100433000,-92046000.0,515710000.0,-4870000.0,594840000.0,231033000.0,853795000.0,39548000.0,12984876.0,4971000.0,1283228000.0,57433000.0,429433000.0,160228000.0,-1325000.0,10258000.0,746743000.0,0.0,0.0,4.43,161930000.0,57523000.0,57523000,-11539000.0,146657000.0,,355482000.0,324519000.0,-2216000.0,414492000.0,340407000.0,-14200000.0,66047000.0,,,,,,
2014-06-30,0.0,,15299000.0,76280000.0,97917000.0,146657000.0,58000.0,513497000.0,0.0,-713072000.0,10000.0,12732000.0,113644000.0,,113644000.0,4346000.0,1350000.0,-1585000.0,137479000.0,1110000.0,-48807000.0,35367000.0,80135000.0,-11403000.0,-101751000.0,104466000,1003519000.0,11972000.0,620438000,11023000.0,290447000.0,31153000.0,5.24,,,,-2472000.0,-85806000.0,114927000,-33013000.0,512795000.0,68732000.0,562304000.0,246058000.0,833032000.0,40913000.0,12732000.0,5039000.0,1272350000.0,66662000.0,439318000.0,159298000.0,-3536000.0,10461000.0,758853000.0,0.0,0.0,5.24,180746000.0,66764000.0,66764000,-13531000.0,113644000.0,,353497000.0,329383000.0,-2203000.0,439692000.0,347630000.0,-13955000.0,73006000.0,,,,,,
2014-09-30,0.0,,13615000.0,77175000.0,84261000.0,113644000.0,-2519000.0,494517000.0,0.0,-706063000.0,4583000.0,12563576.0,141536000.0,,141536000.0,4168000.0,3670000.0,5212000.0,128834000.0,6955000.0,-66932000.0,35799000.0,77162000.0,-18295000.0,-24693000.0,88044000,1003510000.0,8339000.0,589667000,13097000.0,297447000.0,27348000.0,4.53,,,,-5235000.0,-46469000.0,98569000,27892000.0,543220000.0,58867000.0,561449000.0,250581000.0,844142000.0,41376000.0,12563576.0,4923000.0,1288318000.0,56832000.0,444176000.0,158708000.0,-1006000.0,10525000.0,793801000.0,0.0,0.0,4.53,165219000.0,56913000.0,56913000,-18150000.0,141536000.0,,384512000.0,333596000.0,385000.0,424448000.0,327641000.0,-13807000.0,87865000.0,,,,,,
2014-12-31,0.0,,12055000.0,77493000.0,73126000.0,141536000.0,58000.0,421041000.0,5862000.0,-709009000.0,-4657000.0,12483213.0,103003000.0,,103003000.0,3889000.0,2300000.0,2585000.0,137688000.0,3717000.0,-139160000.0,35810000.0,73280000.0,-20767000.0,-83504000.0,80035000,1016868000.0,6462000.0,548878000,13264000.0,307859000.0,21071000.0,4.17,,,,-2308000.0,-39173000.0,90329000,-38533000.0,551210000.0,52513000.0,560201000.0,259674000.0,797191000.0,41683000.0,12483213.0,4804000.0,1231925000.0,51937000.0,434734000.0,21050000.0,-4977000.0,10294000.0,810884000.0,5368000.0,-1236000.0,4.17,157528000.0,52055000.0,52055000,-23386000.0,103003000.0,,363526000.0,348420000.0,-3020000.0,391350000.0,275176000.0,-17438000.0,50963000.0,,,,,,
2015-03-31,426000.0,,10538000.0,81494000.0,93637000.0,103003000.0,-2503000.0,442890000.0,0.0,-706970000.0,,12441051.0,119243000.0,,119243000.0,3816000.0,6750000.0,818000.0,136325000.0,-13806000.0,-163467000.0,39685000.0,56552000.0,-20424000.0,-11485000.0,99778000,1025540000.0,21237000.0,559566000,5173000.0,318570000.0,29690000.0,5.14,,,,-10335000.0,-1042000.0,109964000,16240000.0,557646000.0,36128000.0,605931000.0,257134000.0,811351000.0,41809000.0,12441051.0,4722000.0,1257670000.0,63805000.0,446319000.0,184105000.0,-7118000.0,10186000.0,814780000.0,0.0,-3022000.0,5.14,181272000.0,63947000.0,63947000,-23295000.0,119243000.0,,373541000.0,345414000.0,-2325000.0,378294000.0,303334000.0,-17421000.0,78661000.0,,,,,,
2015-06-30,0.0,,9219000.0,80773000.0,87036000.0,119243000.0,62000.0,496389000.0,0.0,-713487000.0,,12443432.0,126172000.0,,126172000.0,3582000.0,3680000.0,-513000.0,132204000.0,-4559000.0,-143598000.0,40118000.0,66629000.0,-29623000.0,-36361000.0,88935000,1061745000.0,9561000.0,560709000,5715000.0,348258000.0,28303000.0,4.72,,,,-1742000.0,-6958000.0,99315000,6929000.0,541474000.0,37006000.0,639987000.0,253254000.0,817445000.0,40655000.0,12443432.0,4816000.0,1291117000.0,58606000.0,473672000.0,179918000.0,-1409000.0,10380000.0,794728000.0,0.0,0.0,4.72,169708000.0,58733000.0,58733000,-27290000.0,126172000.0,,361556000.0,335798000.0,1683000.0,391001000.0,312433000.0,-17403000.0,89761000.0,,,,,,
2015-09-30,0.0,,7711000.0,77147000.0,90686000.0,126172000.0,-2506000.0,376181000.0,0.0,-720555000.0,,12206496.0,110327000.0,,110327000.0,3538000.0,5230000.0,-1777000.0,126266000.0,-9493000.0,-137866000.0,38849000.0,65167000.0,-34159000.0,-39564000.0,97624000,1090986000.0,11553000.0,540933000,10460000.0,370431000.0,28677000.0,5.08,,,,-2675000.0,-172609000.0,108436000,-15845000.0,655042000.0,31008000.0,514047000.0,257757000.0,804041000.0,38298000.0,12206496.0,4700000.0,1288980000.0,61883000.0,484939000.0,147471000.0,-6609000.0,10812000.0,912799000.0,0.0,3826000.0,5.08,174771000.0,62009000.0,62009000,-38044000.0,110327000.0,,507571000.0,340494000.0,-3400000.0,366162000.0,311087000.0,-16781000.0,94082000.0,,,,,,
2015-12-31,0.0,,6251000.0,82922000.0,67612000.0,110327000.0,70000.0,387564000.0,5466000.0,-726543000.0,,11980889.0,93424000.0,,93424000.0,3716000.0,2480000.0,1622000.0,128745000.0,12837000.0,-144526000.0,39602000.0,79679000.0,-42293000.0,-48068000.0,70383000,1128989000.0,12773000.0,479622000,5057000.0,402446000.0,13698000.0,4.5,,,,-3599000.0,-14315000.0,81270000,-16903000.0,638671000.0,37386000.0,532090000.0,263680000.0,774767000.0,43320000.0,11980889.0,4656000.0,1289915000.0,53827000.0,515148000.0,13044000.0,-1351000.0,10887000.0,902351000.0,6057000.0,-1595000.0,4.5,153305000.0,53914000.0,53914000,-41094000.0,93424000.0,9656000.0,494586000.0,351631000.0,945000.0,326317000.0,252699000.0,-19158000.0,61733000.0,,,,,,
2016-03-31,428000.0,,5157000.0,80156000.0,88946000.0,93424000.0,-2482000.0,391148000.0,0.0,-738726000.0,,11864176.0,122256000.0,,122256000.0,4188000.0,3760000.0,1671000.0,112966000.0,-7901000.0,-148787000.0,39216000.0,74267000.0,-28446000.0,-12840000.0,95394000,1170539000.0,15678000.0,509927000,5165000.0,431813000.0,27015000.0,5.22,,,,3475000.0,-35815000.0,106074000,28832000.0,686187000.0,45821000.0,539507000.0,240105000.0,773791000.0,40940000.0,11864176.0,4605000.0,1317440000.0,61800000.0,543649000.0,145063000.0,-4965000.0,10680000.0,926292000.0,0.0,-3066000.0,5.22,175550000.0,61931000.0,61931000,-32133000.0,122256000.0,,536066000.0,302871000.0,-2260000.0,334377000.0,314171000.0,-18959000.0,88907000.0,,,,,,
2016-06-30,1109000.0,,4766000.0,81108000.0,92072000.0,122256000.0,152000.0,432214000.0,0.0,-746660000.0,,11858011.0,158136000.0,,158136000.0,3954000.0,0.0,2925000.0,135639000.0,32843000.0,-153838000.0,40720000.0,113714000.0,-35843000.0,-38965000.0,97292000,1192321000.0,17596000.0,521807000,7024000.0,445661000.0,27683000.0,5.43,,,,-1596000.0,0.0,107694000,35880000.0,668057000.0,77871000.0,584943000.0,258011000.0,796652000.0,40388000.0,11858011.0,4476000.0,1358282000.0,64255000.0,561630000.0,146793000.0,-2246000.0,10402000.0,926068000.0,0.0,-7000.0,5.43,178400000.0,64389000.0,64389000,-37937000.0,158136000.0,,516213000.0,303475000.0,-1266000.0,343407000.0,303899000.0,-18958000.0,80303000.0,,,,,,
2016-09-30,2096000.0,,4425000.0,75563000.0,98216000.0,158136000.0,-2419000.0,476963000.0,0.0,-757624000.0,,11824000.0,187908000.0,,187908000.0,4320000.0,8072000.0,10065000.0,127953000.0,-24052000.0,-162571000.0,36715000.0,71509000.0,-37417000.0,-8964000.0,101838000,1232343000.0,17388000.0,516090000,11671000.0,474719000.0,26767000.0,6.03,,,,-2882000.0,0.0,113495000,29772000.0,658329000.0,34092000.0,637438000.0,268093000.0,849147000.0,38848000.0,11824000.0,4410000.0,1403385000.0,71303000.0,554238000.0,126925000.0,-359000.0,11657000.0,926422000.0,0.0,-6000.0,6.03,177401000.0,71449000.0,71449000,-32123000.0,187908000.0,,526359000.0,328523000.0,698000.0,338689000.0,302931000.0,-18958000.0,93621000.0,,,,,,
2016-12-31,1603000.0,,6141000.0,81244000.0,63974000.0,187908000.0,0.0,483251000.0,4869000.0,-761212000.0,,11832124.0,192154000.0,,192154000.0,4323000.0,0.0,4524000.0,141869000.0,19925000.0,-182510000.0,40308000.0,93944000.0,-41168000.0,-42608000.0,68166000,1264957000.0,17573000.0,501627000,13588000.0,503745000.0,18302000.0,3.86,,,,8449000.0,0.0,80320000,4246000.0,638595000.0,52776000.0,664158000.0,294590000.0,836883000.0,40936000.0,11832124.0,4295000.0,1416436000.0,45606000.0,579553000.0,17203000.0,0.0,12154000.0,933185000.0,4948000.0,346000.0,3.86,149410000.0,45672000.0,45672000,-41168000.0,192154000.0,9234000.0,502505000.0,311512000.0,131000.0,352217000.0,265991000.0,-18954000.0,65017000.0,,,,,,
2017-03-31,2220000.0,,5951000.0,76634000.0,88233000.0,192154000.0,-2000000.0,531015000.0,0.0,-774510000.0,-156000000.0,11862152.0,251244000.0,,251244000.0,5572000.0,0.0,5283000.0,153515000.0,-39836000.0,-178559000.0,36705000.0,34208000.0,-46346000.0,71812000.0,93611000,1313737000.0,16348000.0,542818000,9912000.0,539227000.0,24296000.0,5.39,,,,-9489000.0,0.0,105917000,59090000.0,734167000.0,-12138000.0,707354000.0,292603000.0,941940000.0,39929000.0,11862152.0,4363000.0,1557785000.0,63810000.0,615845000.0,132754000.0,0.0,12306000.0,1026770000.0,0.0,-1447000.0,5.39,170245000.0,63937000.0,63937000,-48346000.0,251244000.0,,596652000.0,330494000.0,194000.0,372573000.0,331577000.0,-20741000.0,93711000.0,,,,,,
2017-06-30,2961000.0,,5773000.0,74397000.0,85290000.0,251244000.0,0.0,583705000.0,0.0,-791348000.0,26426000.0,11829000.0,278035000.0,,278035000.0,5360000.0,0.0,2833000.0,157531000.0,-11540000.0,-168597000.0,35581000.0,58409000.0,-38865000.0,5674000.0,90479000,1352487000.0,12969000.0,547188000,12138000.0,561139000.0,22562000.0,5.29,,,,-9977000.0,0.0,102796000,26791000.0,762596000.0,19544000.0,749341000.0,290482000.0,995315000.0,38816000.0,11829000.0,4444000.0,1636783000.0,62603000.0,641468000.0,134620000.0,0.0,12317000.0,1053078000.0,0.0,-9000.0,5.29,164876000.0,62728000.0,62728000,-38865000.0,278035000.0,,623224000.0,356152000.0,171000.0,382312000.0,332372000.0,-20743000.0,88719000.0,,,,,,
2017-09-30,3999000.0,,27276000.0,77876000.0,76977000.0,278035000.0,0.0,628450000.0,0.0,-808248000.0,-16426000.0,11859524.0,104996000.0,,104996000.0,5564000.0,0.0,523000.0,158683000.0,16431000.0,-163920000.0,35070000.0,85134000.0,-35762000.0,-38761000.0,82429000,1444885000.0,18336000.0,548416000,7832000.0,636637000.0,17205000.0,5.04,,,,-8086000.0,0.0,97002000,-173039000.0,767313000.0,49372000.0,788371000.0,309430000.0,847776000.0,42806000.0,11859524.0,119818000.0,1705193000.0,59654000.0,857417000.0,155626000.0,0.0,14573000.0,1076743000.0,0.0,-1592000.0,5.04,160305000.0,59772000.0,59772000,-219692000.0,104996000.0,,606945000.0,383711000.0,112000.0,388111000.0,325216000.0,-20743000.0,105450000.0,,,,,,
2017-12-31,0.0,0.0,21796000.0,76342000.0,64942000.0,104996000.0,0.0,601649000.0,5153000.0,-822681000.0,-10000000.0,11634286.0,84166000.0,,84166000.0,5360000.0,0.0,50111000.0,159408000.0,-1381000.0,-145994000.0,32837000.0,65044000.0,-27740000.0,-57701000.0,70250000,1474962000.0,16340000.0,559982000,13991000.0,652281000.0,60870000.0,0.35,,,,-5885000.0,-25998000.0,86394000,-20830000.0,793712000.0,37304000.0,747643000.0,316793000.0,833654000.0,43505000.0,11634286.0,122541000.0,1712154000.0,4086000.0,878500000.0,46389000.0,0.0,16144000.0,1110505000.0,4657000.0,-1045000.0,0.35,146592000.0,4072000.0,4072000,-27740000.0,84166000.0,35303000.0,597091000.0,383097000.0,52000.0,413390000.0,310941000.0,-20658000.0,66349000.0,,,,,,
2018-03-31,36000.0,,18929000.0,75208000.0,81311000.0,84166000.0,,654785000.0,,-840122000.0,,11783074.0,72830000.0,,72830000.0,5164000.0,,2714000.0,162651000.0,-63655000.0,-132691000.0,34295000.0,10040000.0,-22797000.0,641000.0,81575000,1502591000.0,17207000.0,589245000,12715000.0,662469000.0,20746000.0,5.14,,,,-8867000.0,-632000.0,99240000,-11336000.0,821653000.0,-12757000.0,787440000.0,303027000.0,886490000.0,40913000.0,11783074.0,123208000.0,1779465000.0,60462000.0,892975000.0,196759000.0,,17665000.0,1124680000.0,,-98000.0,5.14,156783000.0,60565000.0,60565000,-22797000.0,72830000.0,,619238000.0,402817000.0,4900000.0,432462000.0,378442000.0,-20629000.0,91457000.0,,,,,,
2018-06-30,0.0,,16154000.0,78728000.0,69565000.0,72830000.0,,552481000.0,,-800664000.0,,11674393.0,109789000.0,,109789000.0,5565000.0,,-3527000.0,143918000.0,-10851000.0,-144942000.0,36729000.0,55740000.0,-19804000.0,-7948000.0,67131000,1450101000.0,11722000.0,598952000,11221000.0,649437000.0,16680000.0,4.53,,,,-1927000.0,-122684000.0,84686000,36959000.0,941330000.0,35936000.0,697423000.0,280019000.0,892839000.0,41999000.0,11674393.0,123025000.0,1773830000.0,52769000.0,880991000.0,181487000.0,,17555000.0,1221349000.0,,-72000.0,4.53,145859000.0,52885000.0,52885000,-7654000.0,109789000.0,,754384000.0,379551000.0,7999000.0,453093000.0,372156000.0,-20192000.0,94635000.0,,,,,,
2018-09-30,0.0,,14568000.0,72735000.0,68314000.0,109789000.0,2423000.0,564072000.0,,-770925000.0,,11422070.0,147935000.0,,147935000.0,7807000.0,,11070000.0,152624000.0,5316000.0,-148453000.0,34994000.0,35365000.0,-12535000.0,13257000.0,68148000,1417732000.0,10866000.0,563166000,3263000.0,646807000.0,9833000.0,5.12,,,,-58651000.0,-25333000.0,86391000,38146000.0,996610000.0,22830000.0,712525000.0,279245000.0,915167000.0,37741000.0,11422070.0,122965000.0,1839927000.0,58360000.0,924760000.0,178133000.0,,18243000.0,1275855000.0,,-72000.0,5.12,140883000.0,58481000.0,58481000,-10112000.0,147935000.0,,813149000.0,388986000.0,7973000.0,422283000.0,347903000.0,-19957000.0,94235000.0,,,,,,
2018-12-31,0.0,0.0,13099000.0,66018000.0,71095000.0,147935000.0,34000.0,489907000.0,4825000.0,-781975000.0,,11255018.0,73040000.0,,73040000.0,8187000.0,,4270000.0,151631000.0,14778000.0,-181316000.0,34271000.0,96766000.0,-19502000.0,-151377000.0,75820000,1426113000.0,6431000.0,538312000,4114000.0,644138000.0,8292000.0,5.58,,,,-4155000.0,-83367000.0,94116000,-74895000.0,936066000.0,77264000.0,671223000.0,271301000.0,813420000.0,31747000.0,11255018.0,122940000.0,1697274000.0,62669000.0,883854000.0,22373000.0,,18296000.0,1207367000.0,4091000.0,-850000.0,5.58,141838000.0,62803000.0,62803000,-19468000.0,73040000.0,43071000.0,765806000.0,396341000.0,3462000.0,396474000.0,276667000.0,-19670000.0,54600000.0,,,,,,
2019-03-31,431000.0,,12048000.0,69997000.0,80808000.0,73040000.0,,538196000.0,,,,11167864.0,78247000.0,,78247000.0,8012000.0,,2156000.0,135473000.0,-63426000.0,-176130000.0,33224000.0,19132000.0,-10353000.0,-4120000.0,82872000,690767000.0,10382000.0,536616000,4523000.0,690767000.0,18603000.0,5.57,,,,-3742000.0,0.0,104811000,5207000.0,1000022000.0,8779000.0,713895000.0,259973000.0,856146000.0,36773000.0,11167864.0,123011000.0,1798191000.0,62141000.0,942045000.0,174067000.0,,21939000.0,1259995000.0,57758000.0,-613000.0,5.57,152869000.0,62205000.0,62205000,-10353000.0,78247000.0,,782024000.0,395660000.0,5948000.0,383747000.0,351405000.0,-19579000.0,78231000.0,,,,,,
