date,quarterlyNetIncomeCommonStockholders,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyCurrentAssets,quarterlyBasicEPS,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTotalAssets,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyCurrentDeferredRevenue
2003-07-31,450400000.0,808100000,,1229900000.0,,-666000000.0,-88300000.0,1173200000.0,-675400000.0,34900000.0,-158300000.0,8051500000.0,4450200000.0,106300000.0,2064200000,1813200000.0,2935600000.0,,708400000,-4800000.0,4367600000.0,0.37,0.0,13100000.0,1979600000.0,325100000.0,1135100000.0,1774700000.0,514000000.0,1550200000.0,450400000.0,,8176700000.0,643900000.0,450400000,,2637000000.0,1700000.0,,-63600000.0,1592400000.0,193000000.0,949800000.0,-1343200000.0,1279500000.0,332300000.0,1173200000.0,408600000.0,1400000.0,841800000.0,0.0,5212500000.0,1217600000.0,197900000.0,-186800000.0,1454400000.0,39100000.0,-71200000.0,580200000.0,643400000.0,,12626900000.0,-296900000.0,0.0,509000000.0,60100000.0,,8259300000.0,99700000.0,269500000.0,3600000.0,1470100000.0,121600000.0,0.37,,,
2003-10-31,476100000.0,796800000,,1227600000.0,,-404700000.0,-88000000.0,971000000.0,-353700000.0,-21400000.0,-356500000.0,21600000.0,4599200000.0,219300000.0,2163800000,3947000000.0,3026600000.0,,679700000,-43400000.0,4393000000.0,0.39,0.0,700000.0,2100000.0,323500000.0,1188900000.0,1930200000.0,536000000.0,1627800000.0,476100000.0,,8301900000.0,745700000.0,476100000,,652200000.0,58900000.0,,2900000.0,1615400000.0,205400000.0,977600000.0,-1411200000.0,1190300000.0,326600000.0,971000000.0,2464100000.0,1100000.0,948100000.0,0.0,5271100000.0,1214500000.0,202400000.0,-352800000.0,1621600000.0,24500000.0,-100700000.0,525500000.0,681500000.0,,12901100000.0,-202200000.0,0.0,424800000.0,93000000.0,,8508100000.0,117100000.0,294000000.0,-6800000.0,1173200000.0,121100000.0,0.39,,,
2004-01-31,463900000.0,884800000,,1222400000.0,,-844900000.0,-87600000.0,1267500000.0,-274500000.0,-1800000.0,-153800000.0,8501400000.0,4750200000.0,176400000.0,2193800000,4074400000.0,3150000000.0,,769000000,160000000.0,4636200000.0,0.38,0.0,60200000.0,2100000.0,347500000.0,1318700000.0,1979500000.0,538400000.0,1655400000.0,463900000.0,,8687500000.0,679300000.0,463900000,,675800000.0,32000000.0,,-114800000.0,1669200000.0,193900000.0,976100000.0,-1480800000.0,1443900000.0,326200000.0,1267500000.0,2463800000.0,,886400000.0,0.0,5271300000.0,1211800000.0,207100000.0,-131400000.0,1861000000.0,113400000.0,-113200000.0,759900000.0,657800000.0,,13437700000.0,296500000.0,0.0,646700000.0,651400000.0,,8801500000.0,115800000.0,291900000.0,64900000.0,971000000.0,121200000.0,0.38,,,
2004-04-30,568900000.0,1061900000,,,,-768400000.0,-87600000.0,1593700000.0,-347200000.0,98800000.0,-211900000.0,8890900000.0,5033800000.0,333800000.0,2665400000,4240600000.0,3204300000.0,,951900000,129900000.0,5312700000.0,,0.0,53600000.0,1100000.0,383900000.0,1536200000.0,1994300000.0,664500000.0,2000900000.0,568900000.0,,9077000000.0,804900000.0,568900000,,793200000.0,-77100000.0,,-139400000.0,1708300000.0,245300000.0,877700000.0,-1496000000.0,1927500000.0,408200000.0,1593700000.0,2358200000.0,,1049000000.0,0.0,5236200000.0,,244100000.0,-339100000.0,1853600000.0,64400000.0,-139500000.0,980200000.0,814200000.0,,14110800000.0,326200000.0,0.0,840700000.0,668700000.0,,8798100000.0,110000000.0,346200000.0,65200000.0,1267500000.0,120900000.0,,,,
2004-07-31,529700000.0,906500000,,1220200000.0,,-121700000.0,-101200000.0,2150900000.0,84200000.0,-7300000.0,-118100000.0,9243800000.0,5108900000.0,257400000.0,2346100000,4298300000.0,3291600000.0,,796400000,28600000.0,5873700000.0,0.44,0.0,-49200000.0,1600000.0,405100000.0,1660400000.0,1987300000.0,550300000.0,1795800000.0,529700000.0,,9448100000.0,769700000.0,529700000,,810600000.0,6100000.0,,-54600000.0,1721200000.0,216400000.0,932300000.0,-1570400000.0,2408300000.0,403900000.0,2150900000.0,2349400000.0,,999400000.0,0.0,5211200000.0,1209000000.0,229700000.0,-182300000.0,1750900000.0,42500000.0,-88900000.0,661100000.0,746100000.0,,14557000000.0,557200000.0,0.0,572200000.0,288700000.0,,8683300000.0,110100000.0,288500000.0,83400000.0,1593700000.0,120900000.0,0.43,,,
2004-10-31,535700000.0,923900000,,1220700000.0,,-334900000.0,-101300000.0,2297400000.0,-313000000.0,24400000.0,-127500000.0,9663500000.0,5255000000.0,410400000.0,2399800000,2487600000.0,3434100000.0,,810300000,-52300000.0,6369600000.0,0.44,0.0,-5000000.0,1974800000.0,373300000.0,1773300000.0,2126100000.0,584800000.0,1815000000.0,535700000.0,,9925300000.0,772000000.0,535700000,,2767400000.0,33400000.0,,-62900000.0,1768900000.0,218800000.0,977600000.0,-1665200000.0,2707800000.0,419300000.0,2297400000.0,390700000.0,,1004700000.0,0.0,5253800000.0,1209500000.0,232700000.0,-145500000.0,1788000000.0,73800000.0,-107800000.0,660400000.0,754500000.0,,15180300000.0,146500000.0,0.0,552600000.0,150400000.0,,8810700000.0,113600000.0,323600000.0,140900000.0,2150900000.0,120900000.0,0.44,,,
2005-01-31,544100000.0,985500000,,1219100000.0,,-540200000.0,-101100000.0,2185500000.0,-562000000.0,-1700000.0,-265400000.0,9974700000.0,5463300000.0,744300000.0,2530700000,2655900000.0,3527000000.0,,869900000,7200000.0,6728200000.0,0.45,0.0,-25900000.0,1974900000.0,390500000.0,1897400000.0,2202900000.0,605600000.0,1925100000.0,544100000.0,,10232100000.0,814200000.0,544100000,,2807400000.0,36800000.0,,-118900000.0,1804600000.0,219900000.0,1014500000.0,-1722400000.0,2929800000.0,442000000.0,2185500000.0,413700000.0,,1055200000.0,0.0,5320400000.0,1208200000.0,241000000.0,-228200000.0,1842200000.0,120400000.0,-110000000.0,702500000.0,764000000.0,,15695400000.0,-111900000.0,0.0,592500000.0,93700000.0,,8967200000.0,115600000.0,344800000.0,136700000.0,2297400000.0,120700000.0,0.45,,,
2005-04-30,194400000.0,1090700000,,,,-808500000.0,-101300000.0,2232200000.0,-812100000.0,-157900000.0,0.0,10178500000.0,6167900000.0,1159400000.0,2778000000,3380000000.0,3628600000.0,,966700000,-4000000.0,7421500000.0,,0.0,28800000.0,1973200000.0,336600000.0,2529600000.0,2292700000.0,705700000.0,2072300000.0,194400000.0,,10449500000.0,857700000.0,194400000,,2787900000.0,-121500000.0,,-708500000.0,1859300000.0,84500000.0,981400000.0,-1769300000.0,3391600000.0,478100000.0,2232200000.0,478600000.0,,1105600000.0,0.0,5299200000.0,,247900000.0,67200000.0,2037400000.0,102200000.0,-145300000.0,795400000.0,278900000.0,,16617400000.0,46700000.0,0.0,650100000.0,274700000.0,,9195900000.0,124000000.0,371800000.0,150000000.0,2185500000.0,121000000.0,,,,
2005-07-31,320600000.0,1018600000,,1222600000.0,,-600900000.0,-116500000.0,1589600000.0,-1478600000.0,166500000.0,-228500000.0,10307200000.0,6336500000.0,1570600000.0,2690400000,3602500000.0,3615600000.0,,891000000,-998000000.0,7134100000.0,0.26,0.0,-115400000.0,1973000000.0,368700000.0,1799600000.0,2259800000.0,653800000.0,2036600000.0,320600000.0,,10580800000.0,882400000.0,320600000,,2734000000.0,-784500000.0,,-414800000.0,1849800000.0,171000000.0,1046400000.0,-1765800000.0,3160200000.0,392300000.0,1589600000.0,1459200000.0,,1145600000.0,0.0,5976800000.0,1210500000.0,263200000.0,761300000.0,1956600000.0,125000000.0,-102400000.0,-13900000.0,491600000.0,,16917300000.0,-642600000.0,0.0,-116300000.0,236500000.0,,9783200000.0,127600000.0,343700000.0,152700000.0,2232200000.0,120900000.0,0.26,,,
2005-10-31,816500000.0,1033100000,,1222500000.0,,-1321000000.0,-116000000.0,1947800000.0,-750100000.0,25000000.0,-335500000.0,10843800000.0,6633800000.0,2229500000.0,2765400000,4899100000.0,3707200000.0,,892000000,-18400000.0,8119000000.0,0.68,0.0,-73800000.0,1001200000.0,362600000.0,1723300000.0,2316200000.0,694800000.0,2070600000.0,816500000.0,,11133700000.0,903200000.0,816500000,,1734700000.0,-21100000.0,,-140500000.0,1882200000.0,-51600000.0,1126600000.0,-1825000000.0,4177300000.0,370900000.0,1947800000.0,2835100000.0,,1178600000.0,0.0,5963900000.0,1208600000.0,275400000.0,80800000.0,1802400000.0,133400000.0,-126500000.0,1028100000.0,764900000.0,,17767500000.0,358200000.0,0.0,901600000.0,776400000.0,,9648500000.0,141100000.0,340700000.0,169200000.0,1589600000.0,120700000.0,0.67,,,
2006-01-31,669600000.0,1029200000,,1222800000.0,,-2941400000.0,-116400000.0,1367800000.0,-1205000000.0,-9000000.0,,11448800000.0,6601400000.0,3559000000.0,2769500000,4871500000.0,3709700000.0,,890800000,-325700000.0,8925500000.0,0.55,0.0,-85000000.0,1002500000.0,364600000.0,1537400000.0,2364600000.0,698700000.0,2070800000.0,669600000.0,,11737600000.0,899700000.0,669600000,,1729900000.0,-23800000.0,,-9600000.0,1875900000.0,235300000.0,1177200000.0,-1833800000.0,4926800000.0,362800000.0,1367800000.0,3023200000.0,,1180000000.0,0.0,5976600000.0,1208500000.0,280300000.0,112500000.0,1561000000.0,186400000.0,-76500000.0,489000000.0,904900000.0,,18339000000.0,-580000000.0,0.0,412500000.0,1836700000.0,,9413500000.0,138400000.0,310900000.0,167900000.0,1947800000.0,120900000.0,0.55,,,
2006-04-30,740000000.0,1167100000,,,,-3201200000.0,-115900000.0,2994300000.0,567100000.0,-77800000.0,,9112200000.0,10282300000.0,3107100000.0,3066700000,4405800000.0,3794100000.0,,1030600000,-147500000.0,10376600000.0,,0.0,17100000.0,5486300000.0,368100000.0,1650400000.0,2429000000.0,768000000.0,2298700000.0,740000000.0,,9382500000.0,974100000.0,740000000,4345600000.0,5876500000.0,929900000.0,,-65600000.0,1881100000.0,259900000.0,1176900000.0,-1913000000.0,6101400000.0,22100000.0,2994300000.0,2436800000.0,,1268100000.0,0.0,1592000000.0,,294000000.0,361800000.0,1469500000.0,590100000.0,-938800000.0,704200000.0,999900000.0,,19664800000.0,1626500000.0,0.0,-234600000.0,3777200000.0,,9288200000.0,136500000.0,318600000.0,154800000.0,1367800000.0,115500000.0,,,,
2006-07-31,599000000.0,1022000000,,1164800000.0,52000000.0,-4197000000.0,-127000000.0,1396000000.0,-2020000000.0,-75000000.0,-99000000.0,9600000000.0,10285000000.0,4549000000.0,2897000000,4439000000.0,3921000000.0,,882000000,-136000000.0,10431000000.0,0.52,0.0,-103000000.0,5485000000.0,361000000.0,1671000000.0,2444000000.0,732000000.0,2165000000.0,599000000.0,,9896000000.0,984000000.0,599000000,4361000000.0,5846000000.0,-7000000.0,,-106000000.0,1904000000.0,216000000.0,1280000000.0,-2017000000.0,5945000000.0,,1396000000.0,2427000000.0,,1283000000.0,7000000.0,1559000000.0,1153800000.0,299000000.0,-173000000.0,1901000000.0,58000000.0,-125000000.0,580000000.0,815000000.0,,20181000000.0,-1598000000.0,0.0,455000000.0,2315000000.0,,9750000000.0,140000000.0,341000000.0,181000000.0,2994000000.0,115000000.0,0.51,,,
2006-10-31,681000000.0,1061000000,,1159400000.0,52000000.0,-3078000000.0,-127000000.0,1090000000.0,1127000000.0,-176000000.0,-299000000.0,9960000000.0,8619000000.0,2515000000.0,3075000000,2695000000.0,4048000000.0,,924000000,33000000.0,8423000000.0,0.59,0.0,-40000000.0,5581000000.0,343000000.0,1847000000.0,2590000000.0,795000000.0,2280000000.0,681000000.0,,10277000000.0,1036000000.0,681000000,4361000000.0,5924000000.0,-37000000.0,,-50000000.0,1948000000.0,230000000.0,1318000000.0,-2100000000.0,3605000000.0,,1090000000.0,529000000.0,57000000.0,1356000000.0,4000000.0,1608000000.0,1149300000.0,320000000.0,-2168000000.0,2544000000.0,55000000.0,-228000000.0,727000000.0,911000000.0,,18896000000.0,-306000000.0,0.0,499000000.0,4472000000.0,,10473000000.0,137000000.0,319000000.0,202000000.0,1396000000.0,115000000.0,0.59,,,
2007-01-31,710000000.0,1080000000,,1163700000.0,43000000.0,-2613000000.0,-126000000.0,2087000000.0,264000000.0,-25000000.0,-40000000.0,10683000000.0,8588000000.0,1234000000.0,3048000000,2703000000.0,4135000000.0,,942000000,-119000000.0,8210000000.0,0.62,0.0,2000000.0,5577000000.0,308000000.0,1807000000.0,2626000000.0,775000000.0,2273000000.0,710000000.0,,10984000000.0,1038000000.0,710000000,4363000000.0,5885000000.0,4000000.0,,-44000000.0,1989000000.0,224000000.0,1319000000.0,-2146000000.0,3321000000.0,,2087000000.0,551000000.0,50000000.0,1331000000.0,13000000.0,1555000000.0,1149000000.0,293000000.0,-13000000.0,3447000000.0,122000000.0,-126000000.0,747000000.0,934000000.0,,19572000000.0,997000000.0,0.0,621000000.0,2999000000.0,,11362000000.0,138000000.0,345000000.0,186000000.0,1090000000.0,115000000.0,0.61,,,
2007-04-30,812000000.0,1200000000,,,131000000.0,-1949000000.0,-124000000.0,1256000000.0,-1072000000.0,40000000.0,-601000000.0,10925000000.0,8535000000.0,1822000000.0,3280000000,2563000000.0,4309000000.0,,1032000000,-226000000.0,7918000000.0,,0.0,117000000.0,5578000000.0,394000000.0,1772000000.0,2737000000.0,866000000.0,2414000000.0,812000000.0,,10977000000.0,1055000000.0,812000000,4327000000.0,5972000000.0,-16000000.0,,-218000000.0,2062000000.0,43000000.0,1215000000.0,-2247000000.0,3078000000.0,,1256000000.0,509000000.0,67000000.0,1382000000.0,12000000.0,1433000000.0,,327000000.0,-657000000.0,3568000000.0,96000000.0,-215000000.0,925000000.0,855000000.0,,19512000000.0,-831000000.0,0.0,710000000.0,1108000000.0,,11594000000.0,168000000.0,282000000.0,-63000000.0,2087000000.0,114000000.0,,,,
2007-07-31,675000000.0,1088000000,,1153100000.0,79000000.0,-1921000000.0,-142000000.0,873000000.0,-706000000.0,40000000.0,-500000000.0,11117000000.0,8517000000.0,1940000000.0,3127000000,2040000000.0,4428000000.0,,939000000,-33000000.0,7668000000.0,0.59,0.0,-17000000.0,5576000000.0,901000000.0,1260000000.0,2760000000.0,792000000.0,2335000000.0,675000000.0,,11143000000.0,1096000000.0,675000000,4331000000.0,6477000000.0,-115000000.0,,-104000000.0,2092000000.0,204000000.0,1243000000.0,-2336000000.0,2813000000.0,,873000000.0,463000000.0,,1396000000.0,12000000.0,1419000000.0,1138700000.0,300000000.0,-581000000.0,3838000000.0,97000000.0,-165000000.0,910000000.0,879000000.0,,19660000000.0,-383000000.0,0.0,745000000.0,1521000000.0,,11992000000.0,149000000.0,317000000.0,-88000000.0,1256000000.0,114000000.0,0.59,,,
2007-10-31,666000000.0,1006000000,,1147700000.0,-2000000.0,-2358000000.0,-142000000.0,4683000000.0,2961000000.0,-37000000.0,-401000000.0,11492000000.0,9111000000.0,900000000.0,3124000000,2651000000.0,4599000000.0,,879000000,108000000.0,10541000000.0,0.59,0.0,5000000.0,5494000000.0,966000000.0,1459000000.0,2865000000.0,840000000.0,2284000000.0,666000000.0,,11475000000.0,1107000000.0,666000000,4335000000.0,6460000000.0,48000000.0,,-72000000.0,2161000000.0,202000000.0,1248000000.0,-2438000000.0,5583000000.0,,4683000000.0,877000000.0,64000000.0,1405000000.0,20000000.0,1389000000.0,1133100000.0,298000000.0,-21000000.0,1837000000.0,188000000.0,-167000000.0,895000000.0,868000000.0,,20586000000.0,3810000000.0,0.0,728000000.0,5438000000.0,,10045000000.0,127000000.0,315000000.0,-131000000.0,873000000.0,113000000.0,0.58,,,
2008-01-31,77000000.0,1180000000,,1135000000.0,77000000.0,-1480000000.0,-141000000.0,729000000.0,-4941000000.0,-147000000.0,-563000000.0,10973000000.0,10446000000.0,578000000.0,3405000000,3536000000.0,4754000000.0,,999000000,519000000.0,6681000000.0,0.07,0.0,-5000000.0,5656000000.0,1244000000.0,1823000000.0,2979000000.0,870000000.0,2535000000.0,77000000.0,,10966000000.0,1207000000.0,77000000,7528000000.0,6910000000.0,-161000000.0,,-873000000.0,2228000000.0,58000000.0,1307000000.0,-2526000000.0,1307000000.0,10000000.0,729000000.0,1318000000.0,75000000.0,1536000000.0,0.0,2259000000.0,1126900000.0,329000000.0,-94000000.0,2716000000.0,41000000.0,-179000000.0,1095000000.0,135000000.0,,21412000000.0,-3954000000.0,0.0,916000000.0,1032000000.0,,14731000000.0,181000000.0,395000000.0,-120000000.0,4683000000.0,112000000.0,0.07,,,
2008-04-30,813000000.0,1451000000,,,54000000.0,-674000000.0,-140000000.0,1060000000.0,-104000000.0,95000000.0,-80000000.0,11710000000.0,10662000000.0,553000000.0,3860000000,3535000000.0,4743000000.0,,1271000000,-600000000.0,7322000000.0,,0.0,47000000.0,5802000000.0,1325000000.0,1998000000.0,3287000000.0,944000000.0,2916000000.0,813000000.0,,11536000000.0,1297000000.0,813000000,7519000000.0,7127000000.0,141000000.0,,-262000000.0,2221000000.0,191000000.0,1280000000.0,-2522000000.0,1613000000.0,,1060000000.0,1154000000.0,62000000.0,1645000000.0,8000000.0,2193000000.0,,348000000.0,-139000000.0,2840000000.0,77000000.0,-95000000.0,589000000.0,1004000000.0,,22198000000.0,331000000.0,0.0,494000000.0,566000000.0,,14876000000.0,180000000.0,383000000.0,-286000000.0,729000000.0,112000000.0,,,,
2008-07-31,747000000.0,1382000000,,1129100000.0,50000000.0,-1103000000.0,-211000000.0,1170000000.0,-680000000.0,11000000.0,-175000000.0,12334000000.0,10494000000.0,575000000.0,3706000000,3722000000.0,4835000000.0,,1209000000,-181000000.0,7398000000.0,0.67,0.0,-59000000.0,5499000000.0,1273000000.0,1700000000.0,3239000000.0,855000000.0,2851000000.0,747000000.0,,12239000000.0,1318000000.0,747000000,7529000000.0,6772000000.0,21000000.0,,-247000000.0,2241000000.0,206000000.0,1356000000.0,-2594000000.0,1745000000.0,,1170000000.0,1635000000.0,9000000.0,1642000000.0,11000000.0,2147000000.0,1120900000.0,324000000.0,4000000.0,3336000000.0,198000000.0,-127000000.0,800000000.0,953000000.0,,22733000000.0,110000000.0,0.0,673000000.0,558000000.0,,15335000000.0,173000000.0,387000000.0,-208000000.0,1060000000.0,113000000.0,0.66,,,
2008-10-31,571000000.0,1277000000,,1128500000.0,48000000.0,-774000000.0,-210000000.0,541000000.0,-308000000.0,60000000.0,-464000000.0,12468000000.0,9409000000.0,501000000.0,3570000000,2914000000.0,4865000000.0,,1098000000,-56000000.0,6502000000.0,0.51,0.0,-82000000.0,5523000000.0,954000000.0,1532000000.0,2947000000.0,883000000.0,2687000000.0,571000000.0,,12624000000.0,1263000000.0,571000000,7515000000.0,6495000000.0,-26000000.0,,-427000000.0,2234000000.0,90000000.0,1348000000.0,-2631000000.0,1042000000.0,18000000.0,541000000.0,1018000000.0,10000000.0,1589000000.0,15000000.0,2198000000.0,1120400000.0,326000000.0,-1095000000.0,3584000000.0,169000000.0,-271000000.0,820000000.0,661000000.0,,22033000000.0,-629000000.0,0.0,549000000.0,763000000.0,,15531000000.0,179000000.0,364000000.0,44000000.0,1170000000.0,112000000.0,0.51,,,
2009-01-31,723000000.0,1222000000,,1119500000.0,178000000.0,-369000000.0,-211000000.0,1283000000.0,-257000000.0,32000000.0,-87000000.0,12987000000.0,9700000000.0,460000000.0,3494000000,3168000000.0,4804000000.0,,1052000000,50000000.0,7206000000.0,0.65,0.0,-89000000.0,5525000000.0,436000000.0,1621000000.0,2954000000.0,848000000.0,2646000000.0,723000000.0,,13064000000.0,1257000000.0,723000000,7744000000.0,6532000000.0,-265000000.0,,-122000000.0,2256000000.0,209000000.0,1429000000.0,-2548000000.0,1743000000.0,571000000.0,1283000000.0,1184000000.0,52000000.0,1594000000.0,-3000000.0,2186000000.0,1115000000.0,337000000.0,-126000000.0,3318000000.0,26000000.0,-132000000.0,1135000000.0,932000000.0,,22764000000.0,742000000.0,0.0,1003000000.0,861000000.0,,15558000000.0,170000000.0,363000000.0,-35000000.0,541000000.0,112000000.0,0.65,,,
2009-04-30,128000000.0,-371000000,,,-253000000.0,-714000000.0,-211000000.0,1271000000.0,-1495000000.0,-219000000.0,-33000000.0,12941000000.0,10810000000.0,405000000.0,3829000000,3147000000.0,4887000000.0,130000000.0,819000000,456000000.0,7460000000.0,,0.0,18000000.0,6772000000.0,87000000.0,2113000000.0,3123000000.0,932000000.0,2897000000.0,128000000.0,2769000000.0,12851000000.0,1314000000.0,128000000,8195000000.0,7663000000.0,-68000000.0,,-759000000.0,2279000000.0,-80000000.0,1426000000.0,-2608000000.0,1676000000.0,475000000.0,1271000000.0,522000000.0,52000000.0,2078000000.0,1000000.0,2477000000.0,,368000000.0,372000000.0,416000000.0,23000000.0,-133000000.0,1123000000.0,48000000.0,,23661000000.0,-12000000.0,0.0,990000000.0,663000000.0,,16201000000.0,177000000.0,382000000.0,-202000000.0,1283000000.0,112000000.0,,,,
2009-07-31,445000000.0,815000000,62000000.0,1114600000.0,8000000.0,-1156000000.0,-228000000.0,1022000000.0,-529000000.0,60000000.0,-344000000.0,13243000000.0,10430000000.0,522000000.0,3933000000,3132000000.0,5057000000.0,123000000.0,1133000000,-135000000.0,7284000000.0,0.4,0.0,-35000000.0,6307000000.0,93000000.0,1978000000.0,3113000000.0,966000000.0,2967000000.0,445000000.0,3037000000.0,13144000000.0,1368000000.0,445000000,8226000000.0,7298000000.0,-83000000.0,-52000000.0,-506000000.0,2333000000.0,116000000.0,1492000000.0,-2724000000.0,1544000000.0,547000000.0,1022000000.0,658000000.0,66000000.0,1834000000.0,-4000000.0,2408000000.0,1112600000.0,370000000.0,-398000000.0,286000000.0,36000000.0,-150000000.0,625000000.0,561000000.0,0.0,23574000000.0,-249000000.0,0.0,475000000.0,860000000.0,29000000.0,16290000000.0,188000000.0,373000000.0,-210000000.0,1271000000.0,111000000.0,0.4,,,
2009-10-31,868000000.0,1348000000,66000000.0,1109200000.0,11000000.0,-1760000000.0,-227000000.0,826000000.0,-1049000000.0,83000000.0,-265000000.0,13750000000.0,10676000000.0,716000000.0,3838000000,3278000000.0,5151000000.0,119000000.0,1164000000,47000000.0,7312000000.0,0.78,0.0,20000000.0,6368000000.0,89000000.0,1635000000.0,3232000000.0,922000000.0,2916000000.0,868000000.0,3751000000.0,13608000000.0,1253000000.0,868000000,8232000000.0,7398000000.0,-5000000.0,46000000.0,54000000.0,2370000000.0,242000000.0,1474000000.0,-2781000000.0,1542000000.0,581000000.0,826000000.0,1128000000.0,93000000.0,1752000000.0,4000000.0,2364000000.0,1106800000.0,369000000.0,49000000.0,255000000.0,67000000.0,-169000000.0,781000000.0,1110000000.0,0.0,24284000000.0,-196000000.0,0.0,612000000.0,885000000.0,-118000000.0,16972000000.0,184000000.0,396000000.0,-253000000.0,1022000000.0,111000000.0,0.78,,,
2010-01-31,831000000.0,1313000000,48000000.0,1108700000.0,8000000.0,-1465000000.0,-226000000.0,1463000000.0,-467000000.0,-16000000.0,-25000000.0,14410000000.0,10848000000.0,829000000.0,3851000000,3394000000.0,5255000000.0,237000000.0,1267000000,381000000.0,7979000000.0,0.75,0.0,79000000.0,6396000000.0,74000000.0,1728000000.0,3131000000.0,912000000.0,2939000000.0,831000000.0,4020000000.0,14320000000.0,1328000000.0,831000000,8230000000.0,7454000000.0,2000000.0,-14000000.0,-148000000.0,2377000000.0,232000000.0,1468000000.0,-2878000000.0,2292000000.0,620000000.0,1463000000.0,1030000000.0,56000000.0,1672000000.0,0.0,2289000000.0,1105000000.0,344000000.0,-332000000.0,273000000.0,31000000.0,-127000000.0,1488000000.0,1063000000.0,0.0,25168000000.0,637000000.0,0.0,1361000000.0,1123000000.0,38000000.0,17189000000.0,194000000.0,399000000.0,-201000000.0,826000000.0,111000000.0,0.75,,,
2010-04-30,954000000.0,1548000000,49000000.0,,9000000.0,-3097000000.0,-226000000.0,1400000000.0,-2714000000.0,17000000.0,-396000000.0,14826000000.0,13461000000.0,2375000000.0,4196000000,5121000000.0,5358000000.0,235000000.0,1315000000,-51000000.0,9839000000.0,,0.0,94000000.0,6944000000.0,196000000.0,1891000000.0,3335000000.0,1012000000.0,3184000000.0,954000000.0,4632000000.0,14629000000.0,1396000000.0,954000000,8391000000.0,8340000000.0,-1000000.0,-444000000.0,-11000000.0,2421000000.0,280000000.0,1481000000.0,-2937000000.0,3775000000.0,684000000.0,1400000000.0,2575000000.0,108000000.0,1869000000.0,0.0,2559000000.0,,377000000.0,1445000000.0,248000000.0,31000000.0,-189000000.0,1237000000.0,1234000000.0,-350000000.0,28090000000.0,-63000000.0,0.0,1048000000.0,923000000.0,-220000000.0,18251000000.0,206000000.0,420000000.0,-307000000.0,1463000000.0,110000000.0,,,,
