date,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyLongTermDebt,quarterlyOperatingCashFlow,quarterlyDilutedEPS,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyInventory,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyBasicEPS,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2014-12-31,121146347.7,334160458.3,,5569859963.53,,,,,,2444017.46,4139042817.95,819998873.28,,,10234571237.35,10234571237.35,1637125715.89,,,,3214658346.15,1208200651.66,,10510707991.79,26572524006.04,,2965077.02,13807768185.5,,,,,15386938431.52,1220333895.7,56020105.79,12716390327.81,,,,,,94466857.61,,-5197593923.36,,,10189344508.16,16061816014.25,8022295016.66,5785473168.84,12937977108.79,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,122181581.9,2552458344.4,,6200494770.69,,0.0,,,,,2893790327.47,614311849.86,,,9511721236.87,9511721236.87,1631381898.52,,,,1527412639.86,1267216184.13,,10951966914.92,24990494020.69,,4863659.31,11803057601.61,,,,,10588006182.34,1029530458.08,0.0,13141358992.82,,,,,,58867048.89,,,,,10588006182.34,14038527105.77,5421514200.13,6381543401.48,13367758296.18,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,119670209.88,360283026.36,,6482218598.22,,,,,,2557777.08,2868001682.34,887386351.26,,,9370026823.38,9370026823.38,1668923577.42,,,,1672318799.28,1233510718.2,,10851784738.38,24703510908.78,,2668138.02,12549557963.88,,,,,16194559090.2,1162931651.16,21461956.92,12104543702.88,,,,,,150921831.36,,-5775272383.86,,,10419286706.34,13851726170.4,5796747324.42,6752810639.46,13423369919.52,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,99093000.0,2131052000.0,,5628741000.0,,0.0,,,1170940000.0,,2152601000.0,684412000.0,,,9727983000.0,10898923000.0,1909332000.0,,,,3602052000.0,1219008000.0,,10571956000.0,24907112000.0,,5037000.0,12711732000.0,,,,,10169888000.0,787487000.0,0.0,12149396000.0,,,,,,183284000.0,,,,,10169888000.0,14335156000.0,6800614000.0,5911118000.0,14839434000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,1684189000.0,,906496000.0,,587038000.0,585994000.0,,,,,0.0,2112362000.0,,,,9727983000.0,46485000.0,840442000.0,,,0.0,,,587038000.0,,,2240000.0,-181849000.0,,0.0,,,,,913408000.0,11421485000.0,-67008000.0,1919679000.0,1100916000.0,,1153963000.0,,-674867000.0,866923000.0,,,,,,280929000.0,,-66054000.0,818763000.0,4032041000.0,,,,,,,,,,,,,,,,,,,,,
2016-12-31,100734000.0,3017393000.0,130999000.0,5890452000.0,1761186000.0,,1175688000.0,1178693000.0,941556000.0,2561000.0,2452558000.0,1270838000.0,-494314000.0,3104573000.0,11557371000.0,12498927000.0,1880898000.0,11421485000.0,71303000.0,1667929000.0,4013094000.0,0.0,0.0,10308135000.0,27209207000.0,1175688000.0,5074000.0,14888284000.0,0.0,-725301000.0,265050000.0,-1135000000.0,16487606000.0,1345427000.0,18607000.0,12271205000.0,1667556000.0,11557371000.0,188262000.0,2864038000.0,1322914000.0,125101000.0,1437090000.0,-6588981000.0,-3473281000.0,1596253000.0,9898625000.0,16901072000.0,8771997000.0,6116287000.0,14940864000.0,417560000.0,,-93257000.0,1541124000.0,5968611000.0,,,,,,,,,,,,,,,,,,,,,
2017-06-30,109578000.0,2305683000.0,,3333270000.0,,0.0,,,930677000.0,,2204382000.0,875075000.0,,,10827423000.0,11758100000.0,1879535000.0,,,,5334569000.0,0.0,,9935984000.0,25382479000.0,,1193236000.0,12514560000.0,,,,,9541511000.0,1091097000.0,0.0,12824087000.0,,,,,,90328000.0,,,,,9541511000.0,15446495000.0,8981384000.0,3533176000.0,15385195000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,109787000.0,2931875000.0,-422522000.0,3268148000.0,726012000.0,,519917000.0,518464000.0,942731000.0,,2677273000.0,892098000.0,0.0,2415915000.0,10369069000.0,11311800000.0,1879131000.0,10827423000.0,57149000.0,671211000.0,4194566000.0,0.0,0.0,9770235000.0,25258599000.0,519917000.0,1186180000.0,12185311000.0,0.0,-13224000.0,-1000.0,0.0,9344268000.0,1328629000.0,0.0,13030924000.0,779414000.0,10369069000.0,-56499000.0,1822159000.0,1166446000.0,112978000.0,1216292000.0,,-1075154000.0,722265000.0,9344268000.0,15488364000.0,8694398000.0,3490913000.0,15493387000.0,203801000.0,,-54801000.0,655713000.0,4238074000.0,,,,,,,,,,,,,,,,,,,,,
2018-09-30,99936000.0,,,7931881000.0,,0.0,,,480344000.0,,2900407000.0,991646000.0,,,13476445000.0,13956789000.0,1871067000.0,,,,1512034000.0,19743000.0,,9144278000.0,27628830000.0,,,14039287000.0,,,,,8708013000.0,1250401000.0,,13490223000.0,,,,,,199638000.0,,,,,8708013000.0,18484552000.0,5807832000.0,8231455000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,75037000.0,,,7770478000.0,,,,,,2561000.0,2384046000.0,1034949000.0,,,17134091000.0,17134091000.0,1871067000.0,,,,1743882000.0,25980000.0,,8641902000.0,29836438000.0,,11638000.0,14408202000.0,,,,,16530684000.0,1034900000.0,,15330699000.0,,,,,,267528000.0,,-8266654000.0,,,8264030000.0,21194536000.0,6295159000.0,8113043000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,77243000.0,,,8697704000.0,,,,,,,2576590000.0,939089000.0,,,16636232000.0,16636232000.0,1867410000.0,,,,1637941000.0,27108000.0,,8525080000.0,29353781000.0,,,15396272000.0,,,,,8129388000.0,1217600000.0,,13872622000.0,,,,,,236074000.0,,,,,8129388000.0,20828701000.0,6310396000.0,9085876000.0,16329288000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
