date,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment
2011-09-30,,-458525000.0,112595000.0,,522325000.0,47008000.0,,,,,-55512000,25799449000.0,6.11,56097709.0,617230000,973815000,-300750000,586408000,,1964049000,,518253000,,56097709.0,32486000.0,,,75560000,932648000.0,498823000.0,1736680000.0,1054648000.0,2538875000.0,,418317000,-76741000.0,387407000,1228887000,-185008000,-347758000.0,6.11,583837000,,,342757000,342757000,,98080000,,250500000.0,,,,-7136000,,211731000.0,0,255072000,1964049000.0,2214549000.0,,236079000,26323000.0,1865969000,24344476000.0,,21498620000.0,28590777000.0,2791328000.0,229822000,,-29961000.0,342757000,2037517000.0,26051902000.0,,
2011-12-31,,-14976000.0,469000.0,472645000.0,1894651000.0,-303461000.0,1345294000.0,,,,321033000,26342736000.0,,,859114000,-29825000,-370896000,-483075000,,2135010000,,90569000,,,37423000.0,,-508955000.0,-83517000,1490911000.0,836339000.0,1987082000.0,1062027000.0,2866039000.0,,469863000,-90321000.0,453250000,1255878000,-43669000,-67435000.0,,585526000,104943000.0,1612179000.0,553380000,553380000,316389000.0,170961000,,278349000.0,,,,14714000,0.0,294503000.0,-255117000,1285703000,2115508000.0,2393857000.0,411439000.0,518091000,,1964049000,24344476000.0,,21395838000.0,29391845000.0,3049109000.0,257793000,,-34352000.0,553380000,2015986000.0,26525806000.0,,
2012-03-31,,0.0,0.0,290287000.0,1866557000.0,-9008000.0,1339960000.0,,,,114554000,22106122000.0,7.9,53788481.0,651547000,1246434000,-306367000,720608000,0.0,2290539000,0.0,-492000,,53788481.0,720671000.0,,-536319000.0,78754000,5607044000.0,803641000.0,1905063000.0,1007838000.0,3156334000.0,,424929000,-102860000.0,525826000,1246434000,-140951000,-328682000.0,0.0,602847000,196762000.0,1509319000.0,424929000,424929000,344593000.0,155529000,,368011000.0,,,,-23480000,0.0,394599000.0,0,0,2290539000.0,2658550000.0,411439000.0,274165000,27738000.0,2135010000,16019823000.0,,153006000.0,25019023000.0,2912901000.0,198880000,10012000.0,-38091000.0,424929000,16853618000.0,21862689000.0,,
2012-06-30,,0.0,0.0,288367000.0,,35803000.0,1343215000.0,,,,3179000,21326775000.0,6.6,53129242.0,782472000,1223467000,-108362000,696592000,,2018958000,,-22721000,,53129242.0,696395000.0,,-568950000.0,205123000,6694254000.0,774265000.0,1946444000.0,1333047000.0,2803496000.0,,555776000,-102859000.0,526875000,1223467000,-849830000,-174209000.0,6.6,686611000,497450000.0,1523433000.0,350653000,350653000,368596000.0,-271581000,,301168000.0,,,,25099000,0.0,375527000.0,-847500000,0,2018958000.0,2320126000.0,430934000.0,512402000,27452000.0,2290539000,16019823000.0,,121654000.0,24606266000.0,3279491000.0,199244000,29723000.0,-883440000.0,350653000,16913644000.0,21802770000.0,,
2012-09-30,,0.0,-230762000.0,214334000.0,2220779000.0,-95169000.0,1379696000.0,,,,-292778000,20926103000.0,8.8,53333068.0,776800000,1260374000,-188954000,716019000,,2552519000,,18669000,,53333068.0,715513000.0,,-591663000.0,56094000,4645304000.0,788033000.0,2046928000.0,2125408000.0,3293138000.0,,525425000,,544355000,1260374000,74264000,-128175000.0,8.8,648251000,1344049000.0,1602813000.0,469331000,469331000,386435000.0,533561000,,366530000.0,,,,-21715000,0.0,483290000.0,0,0,2552519000.0,2919049000.0,462120000.0,520076000,31833000.0,2018958000,15447322000.0,,119364000.0,25098439000.0,4172336000.0,219542000,99046000.0,-349754000.0,469331000,16864075000.0,21805301000.0,,
2012-12-31,,-870000000.0,2747000.0,310003000.0,553477000.0,59352000.0,1578072000.0,63392000.0,,,306607000,21453213000.0,,,758455000,-1243073000,-380102000,-1759518000,,1663683000,,106680000,36010000.0,,-1977507000.0,,-626607000.0,-12521000,5172414000.0,951465000.0,1947713000.0,1132711000.0,2459168000.0,,514596000,,516445000,1214392000,-1232299000,-347948000.0,,723565000,117548000.0,1456798000.0,527117000,527117000,430625000.0,-888836000,,433573000.0,20528000.0,,,5314000,0.0,244796000.0,-282500000,2457465000,1663683000.0,2097256000.0,555925000.0,375617000,34295000.0,2552519000,0.0,,42987000.0,24533637000.0,3080424000.0,209564000,-105943000.0,285864000.0,527117000,16858543000.0,22074469000.0,,
2013-03-31,0.0,0.0,0.0,256414000.0,2220779000.0,17897000.0,1574782000.0,60946000.0,0.0,,-565000,21990369000.0,7.6,56100000.0,831098000,1302311000,-172925000,695586000,0.0,2088965000,0.0,37421000,0.0,56100000.0,695558000.0,0.0,-663377000.0,31001000,5709570000.0,911405000.0,2023605000.0,1070133000.0,2998130000.0,0.0,568157000,-220967000.0,606725000,1302311000,-74397000,-191493000.0,7.6,672604000,232137000.0,1501872000.0,537156000,537156000,459009000.0,425282000,0.0,470768000.0,19829000.0,0.0,0.0,-24804000,0.0,361425000.0,0,0,2088965000.0,2559733000.0,472733000.0,481111000,42787000.0,1663683000,0.0,0.0,32192000.0,25084107000.0,3093738000.0,220154000,-39111000.0,-36280000.0,537156000,16744049000.0,22085977000.0,,
2013-06-30,0.0,0.0,0.0,246197000.0,2663216000.0,24102000.0,1581296000.0,49250000.0,0.0,,45682000,21128472000.0,6.2,56145806.0,828183000,1266003000,-146473000,709810000,0.0,1618814000,0.0,33094000,0.0,56145806.0,709810000.0,0.0,-699691000.0,190442000,4405236000.0,881605000.0,1972796000.0,1361216000.0,2462538000.0,0.0,538546000,-118183000.0,556193000,1266003000,-984386000,-171724000.0,6.2,660708000,550688000.0,1444373000.0,348104000,348104000,463261000.0,-470151000,0.0,474399000.0,18793000.0,0.0,0.0,37016000,0.0,290607000.0,-907500000,0,1618814000.0,2093213000.0,482846000.0,488984000,70821000.0,2088965000,0.0,0.0,37280000.0,24462484000.0,3334012000.0,218816000,-9899000.0,-937000000.0,348104000,16712314000.0,21999946000.0,,
2013-09-30,0.0,-69070000.0,0.0,243568000.0,2663216000.0,33150000.0,1591741000.0,56099000.0,0.0,,214487000,21524495000.0,8.8,52850341.0,843443000,1318727000,-166351000,729034000,0.0,2234520000,0.0,32767000,0.0,52850341.0,729034000.0,0.0,-731841000.0,120779000,4870329000.0,859900000.0,1991864000.0,1386614000.0,2996860000.0,0.0,585862000,-120711000.0,589693000,1318727000,-107407000,-198212000.0,8.8,889464000,521422000.0,1426140000.0,465083000,465083000,498124000.0,615706000,0.0,407381000.0,18365000.0,0.0,0.0,88000,0.0,223269000.0,0,0,2234520000.0,2641901000.0,499926000.0,691252000,37814000.0,1618814000,0.0,0.0,39181000.0,24902973000.0,3378478000.0,219767000,65180000.0,-106253000.0,465083000,16650422000.0,21906113000.0,,
2013-12-31,,-207662000.0,3106000.0,245848000.0,2663216000.0,-70507000.0,1644366000.0,95850000.0,,,-30807000,22212711000.0,,,881675000,-1112118000,-195202000,-1732685000,,2168187000,-13057000.0,12330000,34357000.0,,-1962960000.0,,-770825000.0,-266433000,5766207000.0,873541000.0,1809735000.0,1212154000.0,2872087000.0,,629454000,-186591000.0,620567000,1340796000,-613068000,-124841000.0,,741937000,138729000.0,1216899000.0,895887000,895887000,522204000.0,-66333000,,410433000.0,16996000.0,,,1799000,0.0,207515000.0,-302500000,2452914000,2168187000.0,2578620000.0,637577000.0,617096000,27723000.0,2234520000,0.0,,38247000.0,25234600000.0,3021889000.0,224498000,9353000.0,-31315000.0,895887000,16693586000.0,22362513000.0,,
2014-03-31,0.0,-69340000.0,0.0,314007000.0,2663216000.0,-1517000.0,1650754000.0,157616000.0,0.0,,283170000,22792817000.0,12.4,56100000.0,1025942000,1432326000,-146069000,677403000,0.0,2789884000,0.0,24980000,0.0,56100000.0,682768000.0,0.0,-812692000.0,120105000,6415653000.0,838062000.0,1786336000.0,1213308000.0,3435187000.0,0.0,769551000,-341536000.0,754923000,1432326000,-363086000,-144552000.0,12.4,1130852000,185630000.0,1196260000.0,649446000,649446000,516596000.0,621697000,0.0,0.0,13240000.0,0.0,0.0,5715000,0.0,486108000.0,0,0,2789884000.0,2789884000.0,391060000.0,986300000,33025000.0,2168187000,0.0,0.0,28429000.0,25792461000.0,2999644000.0,223366000,-121432000.0,1000.0,649446000,16628462000.0,22357274000.0,,
2014-06-30,0.0,0.0,0.0,204248000.0,2868865000.0,-9466000.0,1663884000.0,86906000.0,0.0,,27863000,20124294000.0,7.7,56035974.0,921366000,1410824000,-152954000,721307000,0.0,882618000,0.0,22958000,0.0,56035974.0,721307000.0,0.0,-863683000.0,251928000,5051481000.0,800201000.0,1928413000.0,1504250000.0,1345656000.0,0.0,683405000,-108480000.0,689517000,1410824000,-2479224000,-143488000.0,7.7,724912000,647442000.0,1337495000.0,431477000,431477000,514581000.0,-1907266000,0.0,0.0,12404000.0,0.0,0.0,-107000,0.0,373162000.0,-1192500000,0,882618000.0,882618000.0,496346000.0,581424000,16835000.0,2789884000,0.0,0.0,50955000.0,23556957000.0,3432663000.0,221126000,78871000.0,-1510000000.0,431477000,16604113000.0,22211301000.0,,
2014-09-30,0.0,0.0,0.0,261625000.0,2868865000.0,7127000.0,1685829000.0,72560000.0,0.0,111620000.0,302267000,20658501000.0,10.1,52891782.0,885746000,1369297000,-175059000,716513000,0.0,1188554000,206110000.0,15365000,0.0,52891782.0,716513000.0,0.0,-892207000.0,111620000,5585688000.0,793622000.0,1866841000.0,1249270000.0,1635738000.0,0.0,645827000,-206979000.0,652784000,1369297000,-514697000,-182423000.0,10.1,995692000,366789000.0,1261301000.0,534207000,534207000,526373000.0,305935000,,0.0,10986000.0,0.0,0.0,475000,0.0,305662000.0,-397500000,0,1188554000.0,1188554000.0,479560000.0,813269000,17341000.0,882618000,0.0,0.0,32721000.0,23774612000.0,3116111000.0,222578000,105066000.0,-24218000.0,534207000,16561135000.0,22138874000.0,,
2014-12-31,,1510000000.0,4872000.0,228882000.0,2868865000.0,-9353000.0,1693433000.0,98174000.0,,,-167589000,21285891000.0,,,914991000,-1034977000,-158958000,-1702843000,,1595502000,37772000.0,-557000,36363000.0,,-1920996000.0,0.0,-880780000.0,30926000,6213078000.0,812653000.0,1418090000.0,1582226000.0,2062571000.0,,658316000,-856887000.0,667866000,1333705000,-42867000,-149803000.0,,608773000,124957000.0,740936000.0,627390000,627390000,597139000.0,406948000,,0.0,11329000.0,,,-6209000,0.0,337581000.0,-1510000000,2368682000,1595502000.0,1595502000.0,978538000.0,458970000,-1474000.0,1188554000,0.0,,47627000.0,24286207000.0,3000316000.0,258149000,-207627000.0,0.0,627390000,16481904000.0,22223636000.0,,
2015-03-31,,0.0,138060000.0,,3536751000.0,-14825000.0,,,,182998000.0,132281000,21953777000.0,11.905276,56100000.0,1093010000,965633000,-292248000,106611000,,3193500000,304650000.0,24901000,,56100000.0,238270000.0,,,182998000,6213078000.0,796977000.0,3298743000.0,792816000.0,3816547000.0,,850884000,-2730474000.0,859022000,1742281000,855925000,-277623000.0,11.905276,1034321000,,,667886000,667886000,,1597998000,,,,,,24998000,,484987000.0,0,776648000,3193500000.0,3193500000.0,,756698000,,1595502000,0.0,,65680000.0,26045336000.0,4091559000.0,233988000,-147031000.0,-24601000.0,667886000,16363796000.0,22228787000.0,,
2015-06-30,,,201898000.0,,4694471000.0,-10211000.0,,,,368516000.0,132033000,19402792000.0,10.181907,56100000.0,1320973000,1168261000,-2719015000,144409000,,3252954000,89817000.0,60875000,,56100000.0,309597000.0,,,368516000,3912916000.0,1199557000.0,4674571000.0,5988696000.0,3977033000.0,-2548315000.0,939721000,-3618470000.0,1023852000,2140729000,1528075000,-160643000.0,10.181907,1250394000,,,571205000,571205000,4674571000.0,59454000,,,,,,30986000,,522181000.0,-1408542000,972468000,3252954000.0,3252954000.0,,1089751000,,3193500000,0.0,,137269000.0,30855854000.0,10663267000.0,297121000,39059000.0,204762000.0,571205000,20616928000.0,26878820000.0,,
2015-09-30,,0.0,227674000.0,,5326248000.0,3237000.0,,,,125272000.0,202070000,20300414000.0,11.331266,56100000.0,1492845000,1188974000,-377199000,10958000,,3148494000,205690000.0,-467474000,,56100000.0,312977000.0,,,125272000,3912792000.0,1308770000.0,8052681000.0,2146833000.0,3844592000.0,0.0,760956000,-1522541000.0,1178016000,2159305000,-1018421000,-381547000.0,11.331266,1291161000,,,635684000,635684000,8052681000.0,-104459000,,,,,,-8338000,,468424000.0,-1066444000,970331000,3148494000.0,3148494000.0,,909614000,,3252954000,0.0,,51415000.0,31465087000.0,10199514000.0,314829000,61071000.0,158749000.0,635684000,21330655000.0,27620495000.0,,
2015-12-31,,,55410000.0,437238000.0,3839610000.0,21800000.0,2672140000.0,197541000.0,,136841000.0,198788000,21273951000.0,,,905171000,1085736000,-281464000,369883000,,2996499000,-298649000.0,390520000,66676000.0,,-687833000.0,818879000.0,-1116547000.0,136841000,6638935000.0,1555593000.0,4659046000.0,4658310000.0,3386683000.0,,939550000,-205427000.0,715853000,1775449000,-1023520000,-328609000.0,,1152989000,149637000.0,421363000.0,802709000,757952000,3325437000.0,-151995000,,0.0,58499000.0,,,-128125000,92232000.0,159196000.0,-678467000,689713000,2996499000.0,2996499000.0,3529102000.0,824380000,,3148494000,0.0,,68913000.0,31473399000.0,9317356000.0,245348000,219906000.0,2329985000.0,757952000,21183266000.0,28086716000.0,,
2016-03-31,,,179611000.0,,4842182000.0,-12336000.0,,,,269296000.0,258463000,22276524000.0,17.057504,56100000.0,1608338000,1544684000,-519416000,268410000,,4886178000,602867000.0,92407000,,56100000.0,320321000.0,,,269293000,6638936000.0,1545215000.0,9112875000.0,1641938000.0,5661717000.0,,1226219000,-3593134000.0,1276274000,2763741000,897770000,-507080000.0,17.057504,1511324000,,,956926000,956926000,9112875000.0,1889678000,,,,,,9000,,595928000.0,0,1219057000,4886178000.0,4886178000.0,,1004244000,,2996499000,0.0,,183636000.0,33943921000.0,10754813000.0,332064000,-434957000.0,1100002000.0,956926000,21176254000.0,28282205000.0,,
2016-06-30,,,183180000.0,,4414826000.0,-1360000.0,,,,354296000.0,-96524000,19237211000.0,10.355758,56100000.0,1553401000,1477844000,-333151000,258143000,,4114919000,-136530000.0,106828000,,56100000.0,344223000.0,,,354296000,5777146000.0,1574985000.0,9498389000.0,3781189000.0,4800287000.0,0.0,935254000,-7252000.0,1219701000,2726232000,-1693978000,-331872000.0,10.355758,1256430000,,,580958000,580958000,9498389000.0,-770699000,,,,,,-969000,,502188000.0,-1750167000,1248388000,4114919000.0,4114919000.0,,924558000,,4885617000,0.0,,146638000.0,33497341000.0,13279578000.0,333700000,95311000.0,98569000.0,580958000,21650385000.0,28697054000.0,,
2016-09-30,,,234364000.0,,4504940000.0,-736000.0,,,,368533000.0,57948000,20151264000.0,14.963832,56100000.0,1660772000,1590689000,-379622000,273498000,,5313060000,159670000.0,140471000,,56100000.0,358043000.0,,,368533000,6601085000.0,1541920000.0,11321709000.0,2633545000.0,6203516000.0,0.0,1208004000,-88402000.0,1317191000,2853826000,29934000,-379203000.0,14.963832,1547827000,,,839471000,839471000,11321709000.0,1198139000,,,,,,-7371000,,656092000.0,-1198312000,1263137000,5313060000.0,5313060000.0,,1168624000,,4114919000,0.0,,163006000.0,35122665000.0,13955254000.0,343581000,-145798000.0,1491564000.0,839471000,21873955000.0,28918649000.0,,
2016-12-31,,,202892000.0,875486000.0,4726249000.0,-4325000.0,3098352000.0,296633000.0,,274451000.0,26640000,21333015000.0,,,1760767000,1687550000,-584368000,265825000,,5188138000,-168601000.0,17379000,70215000.0,,368995000.0,946673000.0,-1467959000.0,274451000,7561526000.0,1630393000.0,11705594000.0,1941299000.0,5998574000.0,0.0,1250651000,27739000.0,1421725000,2763763000,-910588000,-638911000.0,,1448321000,198512000.0,4529518000.0,976200000,976200000,6136828000.0,-124922000,,,69917000.0,,,-3396000,21636000.0,607544000.0,-940780000,1076213000,5188138000.0,5188138000.0,84758000.0,809410000,,5313060000,0.0,,170635000.0,36051462000.0,13646893000.0,339042000,50911000.0,-94324000.0,976200000,22872852000.0,30052888000.0,,
2017-09-30,,,207398000.0,,4452010000.0,-3225000.0,,,,336554000.0,138817000,19797531000.0,19.332246,56100000.0,1874284000,1835582000,-433217000,310643000,,6141940000,186355000.0,153260000,,56100000.0,358043000.0,,,336554000,8050449000.0,1523276000.0,12541676000.0,3507343000.0,7152716000.0,,1421093000,-67983000.0,1524939000,3033630000,-1792849000,-429761000.0,19.332246,1712250000,,,1084539000,1084539000,12541676000.0,-516487000,,,,,,6471000,,803378000.0,-1503146000,1198048000,6141940000.0,6141940000.0,,1282489000,,6658427000,0.0,,202511000.0,36830185000.0,16049019000.0,349345000,-76108000.0,2000.0,1084539000,22511693000.0,29677469000.0,,
2017-12-31,,,252646000.0,811397000.0,4731874000.0,-2850000.0,3369500000.0,327283000.0,,301684000.0,-321434000,21028215000.0,,,1898129000,1769061000,-534570000,257308000,,7730143000,-296601000.0,184006000,108853000.0,,430043000.0,839253000.0,-1713812000.0,301684000,9001269000.0,1655688000.0,15145616000.0,2295147000.0,8980159000.0,,1265063000,-4461000.0,1511753000,3069496000,691325000,-531720000.0,,1283730000,252622000.0,4110846000.0,963379000,963379000,10082537000.0,1588203000,,,87168000.0,,,-14829000,11016000.0,997370000.0,-1503146000,1300435000,7730143000.0,7730143000.0,141412000.0,752010000,,6141940000,0.0,,202744000.0,39517532000.0,17440763000.0,386376000,-186195000.0,2300000000.0,963379000,23200671000.0,30537373000.0,,
