date,quarterlyCapitalStock,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyNetPPE,quarterlyTaxProvision,quarterlyDilutedAverageShares,quarterlyEbitda,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyBasicAverageShares,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyAccountsReceivable,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyOtherCurrentAssets,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2001-09-30,,0.00207,,,,,,,,,,,,,,,,,419392016842.0,,,,,,868000000.0,0.00207,,,419392016842.0,868000000.0,868000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,4678000000.0,,14581000000.0,,,45979000000.0,,15480000000.0,6185000000.0,6185000000.0,,,11041000000.0,,,,13521000000.0,,,,26887000000.0,,,695877000000.0,868000000.0,,643408000000.0,168636000000.0,,868000000.0,868000000.0,,27956000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,0.003813,,,,,,,,,,,,,,,,,430159817143.0,,,,,,1640000000.0,0.003813,,,430159817143.0,1640000000.0,1640000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,4725000000.0,,15197147105.714987,2298000000.0,3854000000.0,51178000000.0,,18625000000.0,5561000000.0,5561000000.0,3318000000.0,,46453000000.0,6763000000.0,,2528000000.0,13988000000.0,658000000.0,,5847000000.0,,,,750589810215.845,1658698491.537896,,750589810215.845,181502000000.0,,1658698491.537896,2123332413.539367,,25774000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,0.003377,,,,,,,,,,,,,,,,,428717208000.0,,,,,,1480000000.0,0.003377,,,428717208000.0,1480000000.0,1480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,4741000000.0,,17163000000.0,,,52406000000.0,,21574000000.0,7659000000.0,7659000000.0,,,10683000000.0,,,,14181000000.0,,,,33335000000.0,,,759246000000.0,1479000000.0,,700287000000.0,183943000000.0,,1479000000.0,1479000000.0,,31762000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,0.004357,,,,,,,,,,,,,,,,,466402093200.0,,,,,,2053000000.0,0.004466,,,462041479200.0,2053000000.0,2053000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,5421000000.0,,26618000000.0,2830000000.0,5151000000.0,70290000000.0,,60708000000.0,9509000000.0,9509000000.0,3492000000.0,,64869000000.0,9425000000.0,,3057000000.0,14548000000.0,777000000.0,,6548000000.0,,,,0.0,2167247256.839283,,0.0,202483000000.0,,2167247256.839283,2632301954.55373,,83794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,0.004684,,,,,,,,,,,,,,,,,498294887442.0,,,,,,2334000000.0,0.004684,,,498294887442.0,2334000000.0,2334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,5481000000.0,,28640000000.0,,,74473000000.0,,63810000000.0,7661000000.0,7661000000.0,,,22235000000.0,,,,15748000000.0,,,,42351000000.0,,,1034216000000.0,2334000000.0,,948862000000.0,218601000000.0,,2334000000.0,2334000000.0,,110949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,0.006318,,,,,,,,,,,,,,,,,502222440000.0,,,,,,3173000000.0,0.006318,,,502222440000.0,3173000000.0,3173000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,5513000000.0,,31934000000.0,4357000000.0,6668000000.0,77066000000.0,-152462000000.0,73710000000.0,18816000000.0,10103000000.0,4186000000.0,,27902000000.0,12746000000.0,,4684000000.0,152462000000.0,1184000000.0,,8870000000.0,46435000000.0,,0.0,1157108000000.0,3767000000.0,,1067475000000.0,172675000000.0,,3767000000.0,4434000000.0,,112925000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,0.005338,,,,,,,,,,,,,,,,,514655495510.0,,,,,,2747000000.0,0.005555,,,494472927059.0,2747000000.0,2747000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,5587000000.0,,29382000000.0,,,86623000000.0,-38701000000.0,99441000000.0,9872000000.0,9872000000.0,,,24117000000.0,,,,18829000000.0,,,,52038000000.0,,,1276778000000.0,2747000000.0,,1176961000000.0,260318000000.0,,2747000000.0,2747000000.0,,135638000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,0.007407,,,,,,,,,,,,,,,,,538799085882.0,,,,,,3991000000.0,0.007516,,,530990403478.0,3991000000.0,3991000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,5610000000.0,0.0085,32500000000.0,5127000000.0,8091000000.0,86713000000.0,0.0,107069000000.0,20622000000.0,8905000000.0,6943000000.0,,24013000000.0,15049000000.0,15032000000.0,5319000000.0,15032000000.0,1329000000.0,446823529412.0,11971000000.0,51151000000.0,4884000000.0,32500000000.0,1466810000000.0,3798000000.0,0.008625,1375129000000.0,271381000000.0,440347826087.0,3798000000.0,3798000000.0,,143610000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,0.007298,,,,,,,,,,,,,,,,,512860273433.0,,,,,,3743000000.0,0.007298,,,512860273433.0,3743000000.0,3743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,5667000000.0,,33200000000.0,,,92432000000.0,0.0,12554000000.0,25012000000.0,25012000000.0,,,23646000000.0,,15206000000.0,,15206000000.0,,,,56223000000.0,,33200000000.0,1501970000000.0,3721000000.0,,1403744000000.0,422500000000.0,,3742000000.0,3742000000.0,,204609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,0.008388,,,,,,,,,,,,,,,,,500644388400.0,,,,,,4365000000.0,0.008497,,,500644388400.0,4365000000.0,4365000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,5741000000.0,,34544000000.0,6001000000.0,9145000000.0,101381000000.0,0.0,12588000000.0,36768000000.0,36768000000.0,9527000000.0,,26394000000.0,17349000000.0,15277000000.0,6259000000.0,15277000000.0,1636000000.0,,15786000000.0,62010000000.0,5571000000.0,34544000000.0,1738138000000.0,4319000000.0,,1630768000000.0,321649000000.0,,4364000000.0,4880000000.0,,229713000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,0.008004,,,,,,,,,,,,,,,,,518867164800.0,,,,,,4218000000.0,0.008004,,,511706577600.0,4218000000.0,4218000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,5786000000.0,,37335000000.0,,,108352000000.0,0.0,13165000000.0,26876000000.0,26876000000.0,,,29380000000.0,,16424000000.0,,16424000000.0,,,,65397000000.0,,37335000000.0,1860758000000.0,3136000000.0,,1745830000000.0,541349000000.0,,3136000000.0,3136000000.0,,252997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,0.01037,,,,,,,,,,,,,,,,,526165455600.0,,,,,,5448000000.0,0.01037,,,526165455600.0,5448000000.0,5448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,5857000000.0,0.01175,38445000000.0,6771000000.0,11105000000.0,119780000000.0,0.0,12947000000.0,39803000000.0,39803000000.0,12669000000.0,,31838000000.0,21359000000.0,14982000000.0,7080000000.0,14982000000.0,1323000000.0,463659574468.0,19750000000.0,74251000000.0,7015000000.0,38445000000.0,2150441000000.0,5448000000.0,0.011875,2023950000000.0,863206000000.0,458778947368.0,5448000000.0,5448000000.0,,252743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,0.007516,,,,,,,,,,,,,,,,,548020413913.0,,,,,,4119000000.0,0.007625,,,540191550857.0,4119000000.0,4119000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,5915000000.0,,39689000000.0,,,128160000000.0,0.0,13893000000.0,31542000000.0,31542000000.0,,,33014000000.0,,15694000000.0,,15694000000.0,,,,81097000000.0,,39689000000.0,2354266000000.0,4119000000.0,,2218850000000.0,739352000000.0,,4119000000.0,4119000000.0,,271398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,0.008125,,,,,,,,,,,,,,,,,475200000000.0,,,,,,3861000000.0,0.008125,,,475200000000.0,3861000000.0,3861000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,6003000000.0,,40814000000.0,4832000000.0,12082000000.0,126785000000.0,0.0,14378000000.0,30192000000.0,30192000000.0,12993000000.0,,29695000000.0,22235000000.0,15713000000.0,5124000000.0,15713000000.0,971000000.0,,18117000000.0,82990000000.0,7182000000.0,40814000000.0,2546678000000.0,3816000000.0,,2412667000000.0,1075374000000.0,,3861000000.0,4445000000.0,,261784000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,,-0.00211,,,,,,,,,,,,,,,,,476691369830.0,,,,,,-997000000.0,-0.00211,,,472511848341.0,-997000000.0,-997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,6053000000.0,,27357000000.0,,,93591000000.0,0.0,15358000000.0,58399000000.0,58399000000.0,,,-1614000000.0,,14025000000.0,,14025000000.0,,,,80689000000.0,,27357000000.0,2527465000000.0,-997000000.0,,2427236000000.0,739101000000.0,,-997000000.0,-997000000.0,,209126000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,8658000000.0,0.0,29105000000.0,,,118355000000.0,0.0,16156000000.0,89137000000.0,89137000000.0,,,,,14573000000.0,,14573000000.0,,,,79988000000.0,,29105000000.0,2421843000000.0,,0.0,2296545000000.0,1124275000000.0,,,,1849000000.0,263647000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-12-31,8705000000.0,,29994000000.0,,,128299000000.0,-11363000000.0,17463000000.0,84513000000.0,84513000000.0,,,,,25165000000.0,,13802000000.0,,,,86812000000.0,,29994000000.0,2364452000000.0,,,2228791000000.0,1091617000000.0,,,,1837000000.0,257466000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-03-31,,0.0045,,5712000000.0,11968000000.0,,,,,,,,,20996000000.0,,5241000000.0,,2813000000.0,584666666667.0,,,8898000000.0,,,2631000000.0,0.0045,,,584666666667.0,2631000000.0,2899000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30,8755000000.0,,27859000000.0,5392000000.0,13151000000.0,135943000000.0,0.0,18364000000.0,101135000000.0,101135000000.0,,,,21563000000.0,13291000000.0,4676000000.0,13291000000.0,1043000000.0,,,92925000000.0,3000000.0,27859000000.0,2418454000000.0,4132000000.0,,2275131000000.0,1125494000000.0,,4132000000.0,4349000000.0,1264000000.0,262283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,8843000000.0,0.00375,29922000000.0,4408000000.0,13486000000.0,147667000000.0,-10690000000.0,,82512000000.0,57383000000.0,,,,20609000000.0,22211000000.0,3753000000.0,11521000000.0,892000000.0,864533333333.0,,97350000000.0,10199000000.0,,2454689000000.0,3242000000.0,0.00375,2299774000000.0,1063762000000.0,864533333333.0,3242000000.0,3516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,0.0055,,4906000000.0,13772000000.0,152546000000.0,,,71754000000.0,71754000000.0,,,,20443000000.0,,4287000000.0,,491000000.0,755090909091.0,,,10369000000.0,,2597806000000.0,4153000000.0,0.00575,2437947000000.0,1150344000000.0,722260869565.0,4153000000.0,4415000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,8909000000.0,0.00675,32028000000.0,6568000000.0,3214000000.0,160250000000.0,,19745000000.0,103021000000.0,103021000000.0,,,,20897000000.0,,5631000000.0,11594000000.0,1221000000.0,749925925926.0,,106004000000.0,187000000.0,,2690987000000.0,5062000000.0,0.007,2523450000000.0,1171361000000.0,723142857143.0,5062000000.0,5347000000.0,1157000000.0,182556000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-09-30,,0.007,,7155000000.0,1555000000.0,,,,,,,,,21216000000.0,,6188000000.0,,1634000000.0,746000000000.0,,,9869000000.0,,,5222000000.0,0.00725,,,720275862069.0,5222000000.0,5521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-31,8934000000.0,0.003,29034000000.0,3243000000.0,3009000000.0,158725000000.0,-9994000000.0,20922000000.0,159032000000.0,159032000000.0,,,,19453000000.0,20859000000.0,2502000000.0,10865000000.0,582000000.0,786666666667.0,,111868000000.0,-12920000000.0,,2555579000000.0,2360000000.0,0.003,2389486000000.0,1097273000000.0,786666666667.0,2360000000.0,2661000000.0,1518000000.0,161619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-31,,0.00325,,4322000000.0,4239000000.0,163708000000.0,,,153382000000.0,153382000000.0,0.0,1284428000000.0,,19944000000.0,,13835000000.0,,1385000000.0,794153846154.0,3482000000.0,,4239000000.0,,2637218000000.0,2581000000.0,0.00325,2466029000000.0,1141641000000.0,794153846154.0,2581000000.0,2937000000.0,,136560000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,9081000000.0,0.00775,28916000000.0,8415000000.0,2536000000.0,165845000000.0,,21283000000.0,180269000000.0,180269000000.0,10173000000.0,,,18897000000.0,,-2941000000.0,10642000000.0,2244000000.0,755741935484.0,17585000000.0,116266000000.0,24540000000.0,,2652334000000.0,5857000000.0,0.008,2478568000000.0,1197141000000.0,732125000000.0,6171000000.0,6171000000.0,1585000000.0,155239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,,0.00325,,3481000000.0,3877000000.0,171630000000.0,,,138628000000.0,138628000000.0,,,,17919000000.0,,2567000000.0,,658000000.0,768615384615.0,,,10279000000.0,,2721061000000.0,2498000000.0,0.00325,2541297000000.0,1231713000000.0,768615384615.0,2498000000.0,2823000000.0,,114106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,9238000000.0,0.004,8463000000.0,4431000000.0,3563000000.0,175242000000.0,-10610000000.0,,171578000000.0,148835000000.0,,,,16661000000.0,21198000000.0,7188000000.0,10588000000.0,1028000000.0,772750000000.0,,120347000000.0,-11500000000.0,21390000000.0,2692538000000.0,3091000000.0,0.004,2509409000000.0,1042451000000.0,772750000000.0,3403000000.0,3403000000.0,1109000000.0,52221000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,,0.00825,,8434000000.0,3553000000.0,175339000000.0,,,135240000000.0,135240000000.0,,,,20968000000.0,,7898000000.0,,1324000000.0,770060606061.0,,,3553000000.0,,2681356000000.0,6353000000.0,0.0085,2497608000000.0,1223056000000.0,747411764706.0,7110000000.0,7110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,9313000000.0,,28537000000.0,5637000000.0,20997000000.0,174070000000.0,,24275000000.0,180976000000.0,180976000000.0,,,,18609000000.0,,4959000000.0,10572000000.0,1401000000.0,,,124332000000.0,2598000000.0,,2645316000000.0,3931000000.0,,2462955000000.0,1187022000000.0,,3174000000.0,4236000000.0,,28821000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,0.004,,4530000000.0,4116000000.0,179051000000.0,,,170206000000.0,170206000000.0,,,,18721000000.0,,4530000000.0,,1045000000.0,800000000000.0,,,9584000000.0,,2723362000000.0,3200000000.0,0.004,2535668000000.0,1181108000000.0,800000000000.0,3200000000.0,3485000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,9415000000.0,0.0035,8739000000.0,3964000000.0,3425000000.0,181871000000.0,-11080000000.0,,197840000000.0,166599000000.0,,,,17407000000.0,21927000000.0,3482000000.0,10847000000.0,995000000.0,777142857143.0,,128728000000.0,3425000000.0,21179000000.0,2671318000000.0,2720000000.0,0.0035,2480859000000.0,990299000000.0,777142857143.0,2720000000.0,2969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,0.00675,,6785000000.0,3343000000.0,183945000000.0,,,165838000000.0,165838000000.0,,,,18899000000.0,,6234000000.0,,1275000000.0,772000000000.0,,,3343000000.0,,2758447000000.0,5211000000.0,0.00675,2565999000000.0,1083598000000.0,772000000000.0,5211000000.0,5510000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,9535000000.0,0.00575,29740000000.0,5555000000.0,3716000000.0,190281000000.0,,26640000000.0,166921000000.0,166921000000.0,,,,18789000000.0,,4826000000.0,10747000000.0,747000000.0,788695652174.0,,134958000000.0,9414000000.0,,2753593000000.0,4535000000.0,0.00575,2554871000000.0,1089975000000.0,788695652174.0,4535000000.0,4808000000.0,,28052000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,0.00425,,4609000000.0,3263000000.0,193597000000.0,,,133424000000.0,133424000000.0,,,,18715000000.0,,3924000000.0,,987000000.0,807294117647.0,,,11091000000.0,,2728645000000.0,3431000000.0,0.00425,2526480000000.0,1081586000000.0,807294117647.0,3431000000.0,3622000000.0,,90234000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,9609000000.0,0.0005,8408000000.0,1731000000.0,3023000000.0,190447000000.0,,,162558000000.0,129957000000.0,,,,17059000000.0,10532000000.0,1164000000.0,10532000000.0,966000000.0,768714970400.0,,137144000000.0,11892000000.0,19169000000.0,2634139000000.0,511000000.0,0.0005,2434161000000.0,1040560000000.0,768714970400.0,511000000.0,765000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,0.0065,,7059000000.0,4226000000.0,187137000000.0,,,133025000000.0,133025000000.0,,,,19780000000.0,,6477000000.0,,1367000000.0,809076923077.0,,,8845000000.0,,2669724000000.0,5259000000.0,0.0065,2473230000000.0,1131491000000.0,809076923077.0,5259000000.0,5692000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
