date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyCostOfRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTaxProvision,quarterlyNetPPE,quarterlyInventory,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyAccountsPayable,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses
2014-09-30,-1922417781.93,5238959453.6,1631934126.4,,-785000000.0,2008645777.67,0.1788,9127148358.0,21316009513.28,30102748153.92,23172487459.1,,21463585462.65,21217640132.24,,,2008645777.67,-484702336.01,14058515936.5,292899563.91,3678610.68,899374166.76,,10166988049.66,1708901996.45,3891527886.84,,1882882109.17,-298100000.0,1708901996.45,2163713.0,,1631934126.4,1631402648.48,,1359564058.59,31066775264.53,414273642.24,21217640132.24,2640015702.09,0.0,763022551.25,6499483208.74,687911.2,6513816299.74,0.0,,446189401.88,2045676290.72,,2471606029.81,0.1788,,,13285883.75,-1926279438.09,,54305542209.66,24202794055.74,14333091.0,672512459.55,788547150.68,3042423000.0,-346023922.52,5584983376.12,14302462086.84,,,,,,,,,,,
2014-12-31,-1981061918.81,3081531924.78,2455287647.71,,-1053000000.0,2992191888.29,,,23623537021.85,35313744747.57,27826806022.22,,26144697042.57,22547730624.51,,1682108979.65,2490063102.69,-2495659094.16,20004883326.98,733386691.07,0.0,730113031.42,,14704817967.35,1682108979.65,5300065359.63,,2810002256.94,-11063073.47,1682108979.65,2163713.0,,2455287647.71,2455593791.95,,2036765228.64,33451860470.96,372290570.95,22547730624.51,3470386550.65,-595690136.75,4213815722.57,3394260013.36,-33070239.88,3394474453.36,0.0,,947795666.58,2827884362.9,,2812510619.35,,,,100508080.46,-1987093940.77,,61345252123.45,26031507375.88,214440.0,748187605.95,1059303253.42,3042423000.0,-2157427528.82,5238959453.6,18231310110.07,,,,,,,,,,,
2015-03-31,-2096800297.38,2394340524.02,2535906367.4,,-835000000.0,3065340279.31,0.276667,9165926629.0,26159443389.25,34369859278.58,25882179374.7,,24217310175.93,23271703292.15,,1664869198.77,3065340279.31,215500994.28,19327023212.18,786344062.81,2256450.46,728141819.97,,14191729359.1,1664869198.77,5135293853.08,,2069953573.77,-156709.77,1664869198.77,2163713.0,,2535906367.4,2535778798.76,,1377569293.06,35984620403.56,565442334.36,23271703292.15,3313996648.76,,4515552243.49,2908369691.72,262127.35,2908369691.72,,,-201301079.11,3101221133.12,,2799808016.05,0.276667,,,258377683.25,-1395666134.29,,61933257830.46,27563398551.88,,831459450.69,132256450.46,3042423000.0,-687191400.76,3081531924.78,17721000904.72,,,,,,,,,,,
2015-06-30,-2749823853.73,3212998488.19,2181146417.2,,-4671000000.0,2678897558.04,,,25906926278.25,31639199592.26,25568669071.3,,23937350581.07,24329832731.03,,1631174004.46,2748899864.2,3884239754.57,17788322984.12,1540508125.58,193531157.84,634029141.3,,12937260764.68,1631174004.46,4851062219.44,,2102162355.24,-2433953952.41,1631318490.23,2163713.0,,2181146417.2,2181528740.78,144485.77,1471879847.01,35737200953.99,434765952.67,24329832731.03,4117090799.15,,743257321.14,4120630002.58,26459883.43,5429630002.58,,,-405391446.7,2616294693.45,,2796855352.66,,-6731513671.03,,361113141.19,-1781638488.08,,61361139500.1,29721939907.84,1309000000.0,841137706.73,3548462313.48,3042423000.0,818657964.17,2394340524.02,17414785510.5,,,,,,,,,,,
2015-09-30,-1405103098.61,4134871746.07,1491528330.41,,-5721004000.0,1836774003.88,0.4902,3042693452.0,23748861591.07,35038641213.08,31890757315.65,,30175734116.38,24353933503.46,,1715023199.27,1658705295.51,1797998332.35,15488752715.44,2528857933.97,100000000.0,925107404.6,,11704827247.98,1715023199.27,3783925467.46,,2125220171.95,0.0,1715023199.27,2163713.0,,1491528330.41,1492152831.0,,1460168721.62,33465182263.06,341846897.88,24353933503.46,4564083639.98,,773605510.67,5446798988.87,2774275.0,6343798988.87,,,-404295728.41,1833999728.88,0.0,3147774211.88,0.4902,,,440172971.47,-950698562.21,,65411833544.7,30373192331.62,897000000.0,1204005548.42,5166314591.1,3042423000.0,921873257.88,3212998488.19,17265044228.18,,,,,,,,,,,
2015-12-31,-265161827.99,2458364987.45,1850751337.63,,-4393996000.0,2192067821.74,,,24581585137.24,40389996353.27,33523710369.3,,31786437525.14,25396971974.31,,1686178567.28,1859274298.45,-1720882682.28,23350487052.9,2793267527.13,400000.0,675922020.83,,18030094031.29,1686178567.28,5320393021.61,,3461118723.16,-764862720.72,1737272844.16,2163713.0,50000000.0,1850751337.63,1850904386.22,1094276.88,2562551195.44,38330869377.55,286156818.83,25396971974.31,4119805909.61,,300000000.0,3641764292.73,55006616.69,3641764292.73,,,128527937.52,2137061205.05,0.0,3135781642.66,,-7623431397.15,,561063510.14,-1728830828.21,,71910626770.84,31520630417.57,0.0,1279141047.15,5843111535.88,9127269000.0,-1676506758.62,4134871746.07,21083782121.84,,,,,,,,,,,
2016-03-31,-932536803.73,2269299554.77,2396104310.21,,-2999000000.0,2968314535.48,0.26,9215785808.0,26978172399.12,37999953733.51,29572474130.67,,27827942835.97,26269815117.77,,1686533625.27,2927814993.89,-1592993905.03,20844410881.81,2047701986.45,30888823.05,639381322.13,,15588037960.42,1686533625.27,5256372921.39,,2328557927.5,,1744531294.7,4972730.46,49900000.0,2396104310.21,2397327363.67,8097669.43,1560040964.83,40763466942.1,565767345.44,26269815117.77,3572543422.59,,300000000.0,2546798969.0,5219826.37,3042798969.0,,,905899891.05,2963094709.11,9369435.87,3124862061.97,0.26,,,641589354.06,-1427307518.79,,70393211150.22,32393257416.71,496000000.0,1291968263.4,3450749867.13,9127269000.0,-189065432.68,2458364987.45,18994529920.33,,,,,,,,,,,
2016-06-30,-1855278142.95,3258151275.56,2529497204.78,,-4992100000.0,2983141161.53,,,27837617612.03,38232669656.29,30050289449.81,,28329766669.57,27143548677.31,,1666598921.52,2928979431.14,3013077899.87,20756510292.5,2675653494.74,4000000.0,746877119.1,,15309546928.55,1666598921.52,5446963363.95,,2517983932.81,,1720522780.24,4972730.9,49900000.0,2529497204.78,2530927337.65,4023858.72,1749013380.71,41600133444.19,426303299.13,27143548677.31,5276209170.13,,300000000.0,3545290222.63,25910524.75,3545290222.63,,,-9639532.84,2957230636.78,-21500000.0,3148580662.42,,-8802613557.93,,628125181.69,-1528308700.28,,71709123104.32,33476453448.03,330000000.0,1325427987.82,4680488058.57,9127269000.0,988851720.79,2269299554.77,20421023098.09,,,,,,,,,,,
2016-09-30,-1501267205.72,3232581156.74,2282981402.16,,-8908000000.0,2789557503.54,0.2501,9128274299.0,30120599014.19,41786796902.38,31963816170.12,,30270784296.61,27765655111.96,,1640981398.97,2697113329.25,935098270.24,21743755921.25,2791371661.84,0.0,721692351.61,,16603219375.02,1640981398.97,5140536546.23,,2443423216.98,0.0,1693031873.51,4972730.46,49800000.0,2282981402.16,2284268211.39,2250474.54,1635807037.08,43898284197.61,501485043.87,27765655111.96,5649337801.93,-300100000.0,150000000.0,3925706382.95,3804248.28,3925706382.95,,,-405986279.15,2785753255.26,0.0,3213577702.59,0.2501,,,721036314.91,-1283321067.97,,75922087387.28,34135290484.9,,1343057473.63,8689708247.97,9127269000.0,-25570118.82,3258151275.56,20124446673.27,,,,,,,,,,,
2016-12-31,-4078378395.99,1891844333.75,3342575967.06,,-4236500000.0,3830767208.9,,,32182789641.0,53928033538.56,44955516048.5,,43252239792.29,29574131793.86,,1651147352.9,3946606107.62,-203916142.53,35098988020.46,4088455735.75,-59980000.0,517976746.97,,26859419259.11,1651147352.9,8239568761.35,,4292962653.73,0.0,1703276256.21,4972730.9,49800000.0,3342575967.06,3341431731.77,2328903.31,2805259922.37,47294801733.94,435550460.28,29574131793.86,6061138217.68,0.0,250000000.0,2153603558.38,53785016.85,2153603558.38,,,431366001.59,3776982192.05,0.0,3210710562.88,,-10096118383.63,,3076249652.5,-2445202824.43,,92309160566.7,38381127028.14,1438000000.0,1528131103.44,2663006704.11,9127269000.0,-1340736822.99,3232581156.74,29172317752.94,,,,,,,,,,,
2017-03-31,-432903053.83,2123341347.07,1954688155.04,,-4642400000.0,2418457880.29,0.21,9308038834.0,34181456763.2,52838440383.35,40465360949.57,,38738071012.39,30183969491.4,,1674760784.25,2224408932.33,-6869177522.7,23198670530.29,6397665498.88,18887581.63,605167085.01,,18155906537.52,1674760784.25,5042763992.77,,2818355060.44,-24454515.54,1727289937.18,4972730.9,49700000.0,1954688155.04,1958748957.59,2829152.93,2049440123.93,49308610605.01,457075302.04,30183969491.4,7024233312.66,-801577142.0,6598828092.33,2686479097.85,2633620.66,2686479097.85,,,-301378526.15,2415824259.63,,3229763548.85,0.21,,,1427744079.0,-1496740987.0,,89836875141.39,36998434758.04,,1438986487.98,5703803781.63,9127269000.0,231497013.32,1891844333.75,23299879546.39,,,,,,,,,,,
2017-06-30,-5653901940.2,5760705763.44,465067294.42,,-8056000000.0,808961614.4,,,31454268221.86,44404910279.02,36483522674.92,,34747688537.67,31054565512.46,,1674402067.31,491810398.09,11987716038.88,17794143648.87,10394091145.96,15645970.58,1923474208.99,,14888595088.27,1674402067.31,2905548560.6,,2413738162.51,-3207421942.18,1735834137.25,4972730.9,49700000.0,465067294.42,470196851.66,11732069.94,1829966910.43,46515117136.39,199756608.95,31054565512.46,8292999908.65,-5438728092.33,6269696000.0,6588607948.23,139008153.79,6988607948.23,,,-264764434.01,669953460.61,,3230240783.46,,-11493454589.32,,2479355584.23,-1723620146.09,,83066672955.36,38661762676.34,400000000.0,1354219003.81,4115614487.66,9127269000.0,3637364416.37,2123341347.07,19983515146.22,,,,,,,,,,,
2017-09-30,707313806.03,4195734739.15,459725303.9,,-10510100000.0,597122616.99,0.0504,9121533808.0,31913993525.76,49540405893.82,42280783303.32,,40477477818.22,31860686367.72,,1744163844.44,364495028.27,-2809499301.01,21999168959.67,9221243242.91,0.0,808144278.09,,18566482803.76,1744163844.44,3432686155.91,,3068191127.64,-70316092.21,1803305485.1,4972730.46,49600000.0,459725303.9,464397065.28,9541640.66,2139647894.44,46957698586.01,109633477.05,31860686367.72,6891715469.21,-910000000.0,6647321000.0,5071522785.35,23092074.66,5071522785.35,,,-47885861.41,574030542.33,,3212281864.15,0.0504,,,2964542934.8,-1566300315.48,,89311186794.76,39770780900.94,,1387554083.01,12782997665.76,9127269000.0,-1564971024.29,5760705763.44,21722502591.27,,,,,,,,,,,
