date,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyEbitda,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyNetIncome,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
1986-09-30,,,195700000,,,,,,,,,,344080000.0,,195700000,,,195700000,,,,,,,,,,,,,,,,0.0425,,,,,,13900000,,,,,,,,,344080000.0,,,,,,,,,,,,,,,,,,0.0425,,,,,,,,,,
1986-12-31,,,-502900000,,,,,,,367600000.0,,,,187900000.0,-502900000,,,173400000,,452200000.0,118400000.0,295700000.0,,100000.0,,42100000.0,100000.0,,,,,,,,,383700000.0,,,69500000.0,8000000,,96500000.0,,,270800000.0,-181400000.0,,27300000.0,,,128700000.0,3100000.0,,,,,5100000.0,,115300000.0,,,571600000.0,275900000.0,,,,,,,,,,,,128700000.0,,
1987-03-31,,,186800000,,,,,,,,,,340672000.0,,186800000,,,186800000,,,,,,,,,,,,,,,,0.0325,,,,,,10800000,,,,,,,,,340672000.0,,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,
1987-06-30,,,209500000,,,,,,,,,,338096000.0,,209500000,,,209500000,,,,,,,,,,,,,,,,0.0425,,,,,,13900000,,,,,,,,,338096000.0,,,,,,,,,,,,,,,,,,0.0425,,,,,,,,,,
1987-09-30,,,221900000,,,,,,,,,,338096000.0,,221900000,,,221900000,,,,,,,,,,,,,,,,0.0375,,,,,,12700000,,,,,,,,,338096000.0,,,,,,,,,,,,,,,,,,0.0375,,,,,,,,,,
1987-12-31,,,-535900000,,,,,,,410500000.0,,,,226100000.0,-535900000,,,232800000,,618600000.0,147500000.0,234700000.0,,300000.0,,35500000.0,23800000.0,,,,,,,,,428000000.0,,,78600000.0,13000000,,73300000.0,,,419400000.0,-199200000.0,,19300000.0,,,72800000.0,2200000.0,,,,,0.0,,145300000.0,,,654100000.0,419400000.0,,,,,,,,,,,,72800000.0,,
1988-03-31,,,245200000,,,,,,,,,,338096000.0,,245200000,,,245200000,,,,,,,,,,,,,,,,0.0525,,,,,,17200000,,,,,,,,,338096000.0,,,,,,,,,,,,,,,,,,0.0525,,,,,,,,,,
1988-06-30,,,272900000,,,,,,,,,,339136000.0,,272900000,,,272900000,,,,,,,,,,,,,,,,0.0575,,,,,,18900000,,,,,,,,,339136000.0,,,,,,,,,,,,,,,,,,0.0575,,,,,,,,,,
1988-09-30,,,268800000,,,,,,,,,,339136000.0,,268800000,,,268800000,,,,,,,,,,,,,,,,0.05,,,,,,17000000,,,,,,,,,339136000.0,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,
1988-12-31,,,-676800000,,,,,,,511500000.0,,,,417400000.0,-676800000,,,274500000,,942300000.0,216100000.0,247800000.0,,700000.0,,113200000.0,72800000.0,,,,,,,,,532300000.0,,,201300000.0,17800000,,113900000.0,,,701900000.0,-240400000.0,,15300000.0,,,26400000.0,2200000.0,,,,,0.0,,213900000.0,,,949700000.0,701900000.0,,,,,,,,,,,,26400000.0,,
1989-03-31,,,309900000,,,,,,,,,,339824000.0,,309900000,,,309900000,,,,,,,,,,,,,,,,0.0475,,,,,,16000000,,,,,,,,,339824000.0,,,,,,,,,,,,,,,,,,0.0475,,,,,,,,,,
1989-06-30,,,47200000,,,,,16300000.0,,539000000.0,,,343157895.0,401200000.0,26000000,,,336200000,,984600000.0,179800000.0,296200000.0,,6900000.0,,206100000.0,0.0,,,271500000.0,16300000.0,64700000.0,38700000.0,0.0475,,561300000.0,17500000.0,,221400000.0,16300000,,108400000.0,0.0,7800000.0,744200000.0,-240400000.0,,15300000.0,343157895.0,1900000.0,40400000.0,2300000.0,,,,24100000.0,0.0,,103200000.0,,,1040400000.0,744200000.0,,,,0.0475,,,,74300000.0,,,,40400000.0,,
1989-09-30,-21200000.0,0.0,38600000,,,300000.0,,10600000.0,-2300000.0,547300000.0,,,326153846.0,385700000.0,18700000,,,307000000,1000000.0,985900000.0,185200000.0,289300000.0,100000.0,6400000.0,,185100000.0,100000.0,,,251000000.0,10600000.0,56000000.0,37300000.0,0.0325,,570800000.0,17400000.0,,200500000.0,10600000,,120200000.0,0.0,5100000.0,745500000.0,-240400000.0,1300000.0,15300000.0,326153846.0,3000000.0,29000000.0,2300000.0,-100000.0,,,15700000.0,0.0,-21400000.0,109200000.0,-22100000.0,31900000.0,1034800000.0,745500000.0,,10500000.0,-11300000.0,0.0325,,,19900000.0,73700000.0,,,0.0,29000000.0,,
1989-12-31,-23100000.0,0.0,40800000,,,2600000.0,,14900000.0,-2400000.0,559900000.0,,,,368400000.0,26400000,,,315900000,21700000.0,1048000000.0,193600000.0,280000000.0,0.0,1000000.0,,156000000.0,0.0,,,257900000.0,14900000.0,58000000.0,31600000.0,,,584400000.0,17200000.0,,174800000.0,14900000,,139400000.0,-100000.0,7200000.0,753800000.0,-294200000.0,1100000.0,18800000.0,,4200000.0,32600000.0,2300000.0,0.0,,,22100000.0,0.0,-23600000.0,101600000.0,-30500000.0,57100000.0,1033800000.0,753800000.0,,33500000.0,3500000.0,,,,14400000.0,89700000.0,,,0.0,32600000.0,,
1990-03-31,-11500000.0,0.0,46600000,,,7200000.0,,15000000.0,-2600000.0,572300000.0,1000000.0,,333333333.0,356700000.0,25400000,,,348200000,-23800000.0,1038300000.0,198700000.0,298600000.0,100000.0,2000000.0,,138100000.0,100000.0,,,285000000.0,15000000.0,63200000.0,37800000.0,0.045,,597900000.0,16600000.0,,158000000.0,15000000,,145400000.0,-100000.0,7200000.0,744100000.0,-294200000.0,1000000.0,19800000.0,333333333.0,3100000.0,22200000.0,2300000.0,0.0,,,22200000.0,0.0,-11600000.0,113500000.0,-19400000.0,20600000.0,1042700000.0,744100000.0,,9000000.0,-10400000.0,0.045,,,21200000.0,82900000.0,,,32600000.0,22200000.0,,
1990-06-30,-14800000.0,0.0,51700000,,,7700000.0,,18600000.0,-2500000.0,588400000.0,3000000.0,,338181818.0,344300000.0,30200000,,,379600000,3100000.0,1031000000.0,216700000.0,316900000.0,-100000.0,1900000.0,,104800000.0,0.0,,,309600000.0,18600000.0,70000000.0,39800000.0,0.055,,614500000.0,18300000.0,,127600000.0,18600000,,137800000.0,0.0,9000000.0,736800000.0,-294200000.0,600000.0,22800000.0,338181818.0,2600000.0,25700000.0,2300000.0,-300000.0,,,27600000.0,0.0,-14800000.0,121700000.0,-35600000.0,53900000.0,1053700000.0,736800000.0,,39100000.0,3500000.0,0.055,,,21500000.0,92700000.0,,,0.0,25700000.0,,
1990-09-30,-14800000.0,0.0,54100000,,,8900000.0,,21000000.0,-2600000.0,606800000.0,2000000.0,,336000000.0,321500000.0,32600000,,,387100000,23000000.0,1024200000.0,247900000.0,328900000.0,-100000.0,1100000.0,,48800000.0,0.0,,,313900000.0,21000000.0,73200000.0,40600000.0,0.0625,,633600000.0,19100000.0,,73600000.0,21000000,,142400000.0,0.0,10100000.0,730000000.0,-294200000.0,600000.0,24800000.0,336000000.0,1500000.0,29400000.0,2300000.0,-100000.0,,,31100000.0,0.0,-14800000.0,145000000.0,-58000000.0,76500000.0,1058900000.0,730000000.0,,61700000.0,3800000.0,0.0625,,,21500000.0,100600000.0,,,0.0,29400000.0,,
1990-12-31,-14800000.0,0.0,50700000,,,5800000.0,,20400000.0,-2600000.0,624700000.0,1000000.0,,,280200000.0,29900000,,,366700000,15300000.0,1086300000.0,225600000.0,315100000.0,200000.0,200000.0,,28800000.0,0.0,,,299500000.0,20400000.0,67200000.0,37300000.0,,,652800000.0,16500000.0,,54600000.0,20400000,,136600000.0,100000.0,9900000.0,723200000.0,-363100000.0,1400000.0,25800000.0,,-300000.0,51600000.0,2200000.0,-4900000.0,,,30300000.0,100000.0,-15600000.0,144700000.0,-26300000.0,63300000.0,1038400000.0,723300000.0,,47700000.0,22200000.0,,,,20800000.0,78700000.0,,,0.0,51600000.0,,
1991-03-31,-28000000.0,0.0,45100000,,,5900000.0,,14000000.0,-2800000.0,635800000.0,,,329411765.0,293900000.0,20700000,,,350500000,-5000000.0,1090100000.0,240100000.0,343200000.0,-100000.0,1500000.0,,28000000.0,0.0,,,290200000.0,14000000.0,60300000.0,39600000.0,0.0425,,666300000.0,15200000.0,,53800000.0,14000000,,150900000.0,0.0,6700000.0,727000000.0,-363100000.0,2400000.0,25800000.0,329411765.0,,60200000.0,2100000.0,-1500000.0,,,20700000.0,100000.0,-28100000.0,141000000.0,-2800000.0,39300000.0,1070300000.0,727100000.0,,11200000.0,8500000.0,0.0425,,,24400000.0,97000000.0,,,51700000.0,60200000.0,,
1991-06-30,-41400000.0,0.0,43900000,,,7000000.0,,13400000.0,-2800000.0,646400000.0,,,335000000.0,296500000.0,20100000,,,371700000,-6300000.0,1107900000.0,244900000.0,343700000.0,100000.0,1200000.0,,27700000.0,100000.0,,,311000000.0,13400000.0,60700000.0,40600000.0,0.04,,677900000.0,16800000.0,,51600000.0,13400000,,150900000.0,0.0,6500000.0,744800000.0,-363100000.0,1000000.0,23800000.0,335000000.0,200000.0,49500000.0,2100000.0,-3000000.0,,,19900000.0,0.0,-41600000.0,145300000.0,-5100000.0,35900000.0,1088500000.0,744800000.0,,-5700000.0,-10600000.0,0.04,,,23800000.0,97500000.0,,,0.0,49500000.0,,
1991-09-30,-47700000.0,0.0,47100000,,,6500000.0,,15500000.0,,659100000.0,-2000000.0,,344444444.0,320500000.0,23400000,,,372400000,29900000.0,1132100000.0,271900000.0,362600000.0,0.0,700000.0,,26800000.0,0.0,,,307800000.0,15500000.0,64600000.0,41200000.0,0.045,,691600000.0,17500000.0,,48600000.0,15500000,,150100000.0,-100000.0,7500000.0,769000000.0,-363100000.0,1000000.0,21800000.0,344444444.0,300000.0,71200000.0,2000000.0,-1500000.0,,,23000000.0,-100000.0,-47900000.0,163900000.0,-4300000.0,73600000.0,1131500000.0,768900000.0,,25700000.0,21600000.0,0.045,,,23700000.0,106000000.0,,,0.0,71200000.0,,
1991-12-31,-100100000.0,0.0,53100000,,,6700000.0,,21800000.0,,678200000.0,0.0,,,346000000.0,31400000,,,370900000,-25600000.0,1261500000.0,229200000.0,334300000.0,0.0,400000.0,,72800000.0,0.0,,,300300000.0,21800000.0,70600000.0,39200000.0,,,711600000.0,17500000.0,,116800000.0,21800000,,186100000.0,300000.0,10400000.0,847300000.0,-414200000.0,1000000.0,44000000.0,,-500000.0,38300000.0,2000000.0,-1600000.0,,,32200000.0,0.0,-100100000.0,133400000.0,42600000.0,24600000.0,1181600000.0,847300000.0,,-75500000.0,-32900000.0,,,,21700000.0,93800000.0,,,0.0,38300000.0,,
1992-03-31,-93900000.0,0.0,49800000,,,5900000.0,,16200000.0,-3000000.0,691400000.0,,,341052632.0,420700000.0,25300000,,,388400000,-3300000.0,1313200000.0,254500000.0,358800000.0,-17500000.0,2500000.0,,120700000.0,45500000.0,,,321100000.0,16200000.0,67300000.0,42000000.0,0.0475,,726400000.0,17500000.0,,166200000.0,16200000,,191500000.0,0.0,7800000.0,899000000.0,-414200000.0,1600000.0,,341052632.0,1300000.0,34200000.0,2000000.0,-100000.0,,,24000000.0,17400000.0,-76400000.0,141600000.0,46500000.0,43300000.0,1275200000.0,916400000.0,,-33100000.0,-4100000.0,0.0475,,,24500000.0,110900000.0,,,38300000.0,34200000.0,,
1992-06-30,-103800000.0,0.0,51000000,,,7100000.0,,17400000.0,-3100000.0,705800000.0,,,348000000.0,517300000.0,27500000,,,389100000,14000000.0,1411300000.0,281400000.0,390100000.0,17500000.0,2400000.0,,190500000.0,45400000.0,,,318800000.0,17400000.0,70300000.0,42800000.0,0.05,,741100000.0,19300000.0,,235900000.0,17400000,,199900000.0,0.0,8400000.0,997100000.0,-414200000.0,300000.0,,348000000.0,1700000.0,52600000.0,2000000.0,-3800000.0,,,25800000.0,0.0,-121700000.0,137800000.0,63100000.0,59100000.0,1387200000.0,997100000.0,,-62600000.0,18400000.0,0.05,,,23500000.0,141600000.0,,,0.0,52600000.0,,
1992-09-30,-73100000.0,0.0,57000000,,,2800000.0,,20400000.0,-3000000.0,723100000.0,-3000000.0,,340000000.0,556800000.0,32400000,,,423600000,-11400000.0,1459300000.0,281800000.0,406000000.0,0.0,1800000.0,,231400000.0,43600000.0,,,345400000.0,20400000.0,78200000.0,45800000.0,0.06,,759400000.0,21200000.0,,275000000.0,20400000,,209000000.0,0.0,9800000.0,1045100000.0,-414200000.0,900000.0,,340000000.0,2200000.0,48900000.0,300000.0,-1100000.0,,,30200000.0,0.0,-73600000.0,155300000.0,36000000.0,33400000.0,1451100000.0,1045100000.0,,-40200000.0,-3700000.0,0.06,,,24600000.0,126200000.0,,,0.0,48900000.0,,
1992-12-31,-106200000.0,0.0,65000000,,,7400000.0,,25100000.0,-3000000.0,745300000.0,3000000.0,,,565700000.0,39800000,,,418100000,8900000.0,1574100000.0,272000000.0,364600000.0,0.0,600000.0,,246800000.0,46900000.0,,,334300000.0,25100000.0,83800000.0,44000000.0,,,784200000.0,18800000.0,,293700000.0,25100000,,206400000.0,-100000.0,12100000.0,1125800000.0,-448300000.0,2800000.0,,,2500000.0,25500000.0,200000.0,-1800000.0,,,37200000.0,0.0,-107400000.0,152500000.0,13200000.0,69600000.0,1490400000.0,1125800000.0,,-37800000.0,-23300000.0,,,,25200000.0,119300000.0,,,0.0,25500000.0,,
1993-03-31,-92500000.0,0.0,64400000,,,6000000.0,,21700000.0,-3500000.0,763500000.0,,,347200000.0,649800000.0,35000000,,,489800000,-4000000.0,1637200000.0,312900000.0,410800000.0,0.0,2800000.0,,288600000.0,48300000.0,,,404300000.0,21700000.0,85500000.0,50500000.0,0.0625,,804300000.0,21100000.0,,336900000.0,21700000,,219000000.0,-100000.0,10500000.0,1188900000.0,-448300000.0,1800000.0,,347200000.0,2700000.0,26800000.0,200000.0,-800000.0,,,32200000.0,-100000.0,-92500000.0,164800000.0,39300000.0,54500000.0,1599600000.0,1188800000.0,,-38000000.0,1300000.0,0.0625,,,29400000.0,147900000.0,,,25500000.0,26800000.0,,
1993-06-30,-115400000.0,0.0,81400000,,,2900000.0,,30400000.0,-3500000.0,790500000.0,,,347428571.0,743200000.0,50100000,,,564900000,-9800000.0,1721200000.0,329200000.0,446400000.0,0.0,2200000.0,,359100000.0,54900000.0,,,460400000.0,30400000.0,104500000.0,54400000.0,0.0875,,832300000.0,23100000.0,,414000000.0,30400000,,218400000.0,0.0,16400000.0,1272900000.0,-448300000.0,1100000.0,,347428571.0,3300000.0,28300000.0,200000.0,-4800000.0,,,46800000.0,0.0,-115400000.0,178300000.0,63300000.0,53500000.0,1719300000.0,1272900000.0,,-61900000.0,1400000.0,0.0875,,,31300000.0,150700000.0,,,0.0,28300000.0,,
1993-09-30,-76400000.0,0.0,86600000,,,1900000.0,,34800000.0,-3400000.0,821800000.0,,,348000000.0,740400000.0,56400000,,,587300000,27000000.0,1766600000.0,345800000.0,423300000.0,0.0,2100000.0,,342300000.0,52300000.0,,,476000000.0,34800000.0,111300000.0,54900000.0,0.1,,864500000.0,24700000.0,,394600000.0,34800000,,191300000.0,-100000.0,17900000.0,1318300000.0,-448300000.0,900000.0,,348000000.0,3600000.0,25500000.0,200000.0,-900000.0,,,52700000.0,8100000.0,-76400000.0,203100000.0,-20200000.0,93900000.0,1749700000.0,1326400000.0,,17500000.0,-2700000.0,0.1,,,30200000.0,142500000.0,,,0.0,25500000.0,,
1993-12-31,-78600000.0,0.0,90200000,,,-1100000.0,,36500000.0,-3500000.0,854900000.0,,,,784000000.0,58800000,,,611700000,2100000.0,1821000000.0,350500000.0,468200000.0,0.0,23700000.0,,352300000.0,81200000.0,,,502800000.0,36500000.0,108900000.0,50100000.0,,,902200000.0,18700000.0,,433500000.0,36500000,,215000000.0,0.0,18800000.0,1361000000.0,-460000000.0,4700000.0,,,3500000.0,27300000.0,200000.0,-600000.0,,,55300000.0,100000.0,-79900000.0,184600000.0,10400000.0,69900000.0,1829300000.0,1361100000.0,,-10000000.0,1700000.0,,,,31400000.0,165700000.0,,,0.0,27300000.0,,
1994-03-31,-59000000.0,0.0,93100000,,,1400000.0,,34900000.0,-3900000.0,885800000.0,,,349000000.0,828000000.0,57600000,,,649700000,-16800000.0,1844700000.0,384700000.0,536100000.0,0.0,25400000.0,,361100000.0,82200000.0,,,531800000.0,34900000.0,117900000.0,60300000.0,0.1,,934300000.0,24800000.0,,443300000.0,34900000,,239700000.0,0.0,18800000.0,1384700000.0,-460000000.0,1200000.0,,349000000.0,3900000.0,43400000.0,200000.0,14100000.0,,,53700000.0,100000.0,-59000000.0,212200000.0,20200000.0,55000000.0,1920900000.0,1384800000.0,,-4000000.0,16200000.0,0.1,,,35500000.0,172300000.0,,,27200000.0,43400000.0,,
1994-06-30,-69100000.0,0.0,118700000,,,6400000.0,,49700000.0,-3900000.0,931600000.0,,,348771930.0,830400000.0,80600000,,,740100000,19800000.0,1875800000.0,422500000.0,560100000.0,0.0,25200000.0,,319100000.0,88800000.0,,,590900000.0,49700000.0,149200000.0,68600000.0,0.1425,,980600000.0,30500000.0,,407900000.0,49700000,,234000000.0,0.0,26700000.0,1415800000.0,-460000000.0,500000.0,,348771930.0,4200000.0,42900000.0,200000.0,0.0,,,76400000.0,100000.0,-69100000.0,241300000.0,-45400000.0,114000000.0,1976000000.0,1415900000.0,,44900000.0,-500000.0,0.1425,,,38100000.0,181000000.0,,,0.0,42900000.0,,
1994-09-30,-26400000.0,0.0,142600000,,,6600000.0,,64500000.0,-4000000.0,992200000.0,,,348648649.0,762900000.0,103000000,,,786400000,27500000.0,1862900000.0,448100000.0,571700000.0,0.0,24400000.0,,217000000.0,97800000.0,,,608200000.0,64500000.0,178200000.0,75200000.0,0.185,,1042100000.0,35600000.0,,314800000.0,64500000,,223500000.0,0.0,35100000.0,1402900000.0,-460000000.0,900000.0,,348648649.0,3400000.0,47700000.0,300000.0,-1900000.0,,,99600000.0,0.0,-26400000.0,263300000.0,-107000000.0,138200000.0,1974600000.0,1402900000.0,,111800000.0,4700000.0,0.185,,,39600000.0,184500000.0,,,0.0,47700000.0,,
1994-12-31,-25600000.0,0.0,173800000,,,3300000.0,,77500000.0,-3900000.0,1140900000.0,,,,703300000.0,129300000,,,799400000,-5600000.0,1977600000.0,382500000.0,638700000.0,0.0,35700000.0,,173000000.0,147800000.0,,,603200000.0,77500000.0,196200000.0,66900000.0,,,1122600000.0,22400000.0,,320800000.0,77500000,,243000000.0,0.0,49700000.0,1363200000.0,-614400000.0,6900000.0,,,2100000.0,101900000.0,300000.0,3000000.0,,,127200000.0,0.0,-30800000.0,199400000.0,-38000000.0,117700000.0,2001900000.0,1363200000.0,,86900000.0,54300000.0,,,,44500000.0,182800000.0,,,0.0,101900000.0,,
1995-03-31,-22100000.0,0.0,146400000,,,3400000.0,,67300000.0,-6100000.0,1127000000.0,,,349610390.0,728600000.0,106000000,,,841700000,12500000.0,1995700000.0,443300000.0,749100000.0,0.0,38300000.0,,136900000.0,148400000.0,,,661600000.0,67300000.0,180100000.0,74100000.0,0.1925,,1185100000.0,33700000.0,,285300000.0,67300000,,253800000.0,0.0,37500000.0,1344500000.0,-651200000.0,1300000.0,,349610390.0,1200000.0,163800000.0,200000.0,1600000.0,,,104800000.0,0.0,-22100000.0,227600000.0,-39500000.0,123600000.0,2093600000.0,1344500000.0,,101500000.0,61900000.0,0.1925,,,40400000.0,215500000.0,,,101900000.0,163800000.0,,
1995-06-30,-54300000.0,0.0,151600000,,,12900000.0,,69900000.0,-6100000.0,1190800000.0,,,349500000.0,715000000.0,109300000,,,880200000,-26300000.0,2049000000.0,425200000.0,795700000.0,0.0,37400000.0,,136900000.0,152900000.0,,,692800000.0,69900000.0,187400000.0,78100000.0,0.2,,1249600000.0,35800000.0,,289800000.0,69900000,,248900000.0,-100000.0,38900000.0,1356900000.0,-692100000.0,700000.0,,349500000.0,400000.0,202300000.0,200000.0,-700000.0,,,108800000.0,0.0,-54300000.0,204200000.0,-6100000.0,98800000.0,2152600000.0,1356900000.0,,44500000.0,38500000.0,0.2,,,42300000.0,220800000.0,,,0.0,202300000.0,,
