date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
2012-06-30,21952000.0,-3219000.0,2102969000.0,,,27650000.0,119000.0,-494522000.0,154122000.0,154122000.0,117559000.0,346000.0,35600000.0,0.0,2127000.0,169199000,-125457000.0,105979000,-45626000.0,-1116593000.0,0.29,,33960000.0,5428754000.0,,312393000.0,118406000.0,3336000.0,67928000.0,127564000.0,61892000,0.0,,,15037000.0,-10188000.0,-501719000.0,146000.0,4312161000.0,4695919000.0,12424000.0,51955000.0,25196000.0,116683000.0,-57529000.0,2473813000.0,5008312000.0,41185000.0,34583000.0,14619000.0,34111000.0,184193000.0,2658006000.0,154122000.0,335000.0,105262000.0,0.0,127000.0,30834000.0,0.29,0.0,2776412000.0,34111000.0,3303000.0,173336000.0,117244000.0,-103987000.0,55352000.0,-61829000.0,,,,,,,,
2012-09-30,891000.0,5464000.0,2090454000.0,,,154122000.0,119000.0,-281393000.0,34069000.0,34069000.0,118043000.0,2523000.0,58804000.0,0.0,1870000.0,171726000,-104236000.0,107349000,-118347000.0,-1135002000.0,0.24,,35188000.0,5499103000.0,,186819000.0,303850000.0,3054000.0,98381000.0,-121712000.0,61249000,0.0,,,11574000.0,21023000.0,-529913000.0,321000.0,4364101000.0,4769546000.0,6965000.0,54927000.0,36177000.0,117141000.0,-5855000.0,2252740000.0,4956365000.0,41457000.0,31785000.0,14621000.0,27806000.0,181295000.0,2434035000.0,34069000.0,2001000.0,-101746000.0,150000000.0,-954000.0,30704000.0,0.24,8671000.0,2737885000.0,27806000.0,23193000.0,169507000.0,116799000.0,-6000.0,55550000.0,-58842000.0,,,,,,,,
2012-12-31,-31176000.0,-2022000.0,2091012000.0,,,34069000.0,119000.0,-250896000.0,38356000.0,38356000.0,,2900000.0,31058000.0,0.0,1750000.0,176226000,-267188000.0,104491000,194985000.0,-1170030000.0,,,31752000.0,5760860000.0,,276875000.0,109260000.0,2851000.0,58135000.0,3994000.0,58906000,0.0,,,15902000.0,-17518000.0,-547757000.0,331000.0,4590830000.0,4901096000.0,8988000.0,56111000.0,20164000.0,,341864000.0,2657398000.0,5177971000.0,43001000.0,32137000.0,18286000.0,38430000.0,185956000.0,2850891000.0,38356000.0,1264000.0,-249126000.0,92000000.0,2068000.0,29738000.0,,0.0,2960151000.0,38430000.0,-27748000.0,169021000.0,120115000.0,200831000.0,61209000.0,-42870000.0,,,,,,,,
2013-03-31,-5266000.0,642000.0,2149965000.0,,,38356000.0,121000.0,-112849000.0,54434000.0,54434000.0,119532000.0,-1805000.0,32152000.0,0.0,4445000.0,176573000,-45183000.0,108316000,-103300000.0,-1178309000.0,0.6,0.0,30797000.0,5732102000.0,,283279000.0,130996000.0,1168000.0,92204000.0,19622000.0,58299000,0.0,,,44927000.0,11355000.0,-533471000.0,491000.0,4553793000.0,4863394000.0,8355000.0,53468000.0,39031000.0,118688000.0,92204000.0,2563813000.0,5146673000.0,45585000.0,32063000.0,19833000.0,71239000.0,167337000.0,2738687000.0,54434000.0,1800000.0,30718000.0,0.0,-6379000.0,31934000.0,0.6,7829000.0,2869683000.0,71239000.0,1136000.0,175285000.0,123105000.0,-1965000.0,64806000.0,-56274000.0,,,,,,,,
2013-06-30,-7208000.0,233000.0,2198211000.0,,,54434000.0,123000.0,-106207000.0,61679000.0,61679000.0,120911000.0,-1767000.0,32177000.0,0.0,1914000.0,178104000,-173850000.0,112758000,85808000.0,-1190670000.0,0.33,-64500000.0,35384000.0,5841869000.0,,278837000.0,111676000.0,1180000.0,54205000.0,7216000.0,61945000,156356000.0,,,63925000.0,-25446000.0,-551102000.0,660000.0,4651199000.0,4968955000.0,8122000.0,54761000.0,20006000.0,120081000.0,54205000.0,2711229000.0,5247792000.0,45371000.0,36290000.0,16491000.0,40109000.0,156356000.0,2875122000.0,61679000.0,3071000.0,-132797000.0,145000000.0,-1774000.0,32003000.0,0.33,0.0,2986798000.0,40109000.0,25000.0,175314000.0,123343000.0,-3870000.0,61398000.0,-56967000.0,,,,,,,,
2013-09-30,-9315000.0,-644000.0,3010236000.0,,,61679000.0,147000.0,-220971000.0,1124570000.0,1124570000.0,136328000.0,3038000.0,46562000.0,0.0,1815000.0,183386000,-99182000.0,113723000,1088071000.0,-1224775000.0,0.21,0.0,29965000.0,5946388000.0,,1402210000.0,156761000.0,1185000.0,68627000.0,1059622000.0,62799000,195907000.0,,,845629000.0,-8173000.0,-591764000.0,629000.0,4721613000.0,5048790000.0,8784000.0,57320000.0,39086000.0,135628000.0,68627000.0,3017264000.0,6451000000.0,46346000.0,29986000.0,17231000.0,28699000.0,197265000.0,3222066000.0,1124570000.0,1958000.0,-97076000.0,0.0,-3583000.0,37412000.0,0.21,0.0,3378827000.0,28699000.0,14333000.0,177344000.0,126066000.0,-5667000.0,63267000.0,-57729000.0,,,,,,,,
2013-12-31,-21476000.0,-5120000.0,3035844000.0,,,1124570000.0,148000.0,-274128000.0,163414000.0,163414000.0,,9742000.0,70406000.0,0.0,1802000.0,109752000,-1377157000.0,92693000,-64813000.0,-1040472000.0,,0.0,-1126000.0,6709248000.0,,700523000.0,167506000.0,916000.0,100929000.0,-962643000.0,20734000,250819000.0,,,14987000.0,11365000.0,-591713000.0,1019000.0,5668776000.0,6075037000.0,13900000.0,29782000.0,25777000.0,,100929000.0,3253519000.0,6775560000.0,67845000.0,-51000.0,21012000.0,69691000.0,250819000.0,3511875000.0,163414000.0,1847000.0,-998759000.0,0.0,-4449000.0,25974000.0,,275957000.0,3679381000.0,69691000.0,209000.0,179655000.0,79970000.0,-3802000.0,59236000.0,-69370000.0,,,,,,,,
2014-03-31,-4586000.0,-4052000.0,3060697000.0,,,163414000.0,149000.0,-2019000.0,370553000.0,370553000.0,147095000.0,10557000.0,53458000.0,0.0,6580000.0,197615000,-130602000.0,119499000,-61714000.0,-1094397000.0,0.49,,22703000.0,6838108000.0,,614872000.0,167329000.0,875000.0,73692000.0,206928000.0,59458000,0.0,,,15472000.0,-15182000.0,-589775000.0,531000.0,5743711000.0,6147792000.0,17963000.0,63062000.0,42218000.0,146425000.0,73692000.0,3251249000.0,6762664000.0,57589000.0,26331000.0,18361000.0,71900000.0,215253000.0,3474039000.0,370553000.0,-83000.0,194950000.0,,-9587000.0,39207000.0,0.49,0.0,3641368000.0,71900000.0,6562000.0,181249000.0,134553000.0,-5533000.0,75095000.0,-69634000.0,,,,,,,,
2014-06-30,-20047000.0,2745000.0,3042997000.0,,,370553000.0,149000.0,-4994000.0,228678000.0,228678000.0,147774000.0,15752000.0,56073000.0,0.0,1920000.0,192959000,-162300000.0,126441000,-60758000.0,-1135864000.0,0.2,,29013000.0,6978061000.0,,464545000.0,156467000.0,-456000.0,73658000.0,-142857000.0,62470000,0.0,,,16116000.0,-13290000.0,-630706000.0,693000.0,5842197000.0,6267194000.0,15272000.0,57644000.0,28530000.0,147012000.0,73658000.0,3246006000.0,6731739000.0,58958000.0,29866000.0,14973000.0,29249000.0,219050000.0,3472593000.0,228678000.0,1896000.0,-155757000.0,,-20673000.0,38470000.0,0.2,0.0,3629060000.0,29249000.0,2538000.0,203876000.0,135315000.0,-1916000.0,72845000.0,-69964000.0,,,,,,,,
2014-09-30,-12169000.0,-3464000.0,3009443000.0,,,228678000.0,149000.0,-241116000.0,39086000.0,39086000.0,148088000.0,3707000.0,65668000.0,0.0,1922000.0,198356000,-190695000.0,132200000,-120903000.0,-1177726000.0,0.23,0.0,34582000.0,7125806000.0,,292931000.0,178991000.0,-1894000.0,102981000.0,-187591000.0,66330000,0.0,,,12509000.0,9452000.0,-666646000.0,859000.0,5948080000.0,6367911000.0,18571000.0,58700000.0,41277000.0,147422000.0,102981000.0,3184383000.0,6660842000.0,59660000.0,35315000.0,14748000.0,34423000.0,221943000.0,3413863000.0,39086000.0,-20000.0,-169669000.0,140950000.0,16366000.0,37958000.0,0.23,2895000.0,3592854000.0,34423000.0,9724000.0,202570000.0,139656000.0,-1865000.0,73326000.0,-70181000.0,,,,,,,,
2014-12-31,-23060000.0,3001000.0,3027672000.0,,,39086000.0,150000.0,-358577000.0,69346000.0,69346000.0,,-6252000.0,52043000.0,0.0,2035000.0,203685000,256169000.0,178181000,-78526000.0,-1181364000.0,,0.0,82061000.0,7078827000.0,,312849000.0,148809000.0,-1649000.0,86153000.0,31766000.0,69278000,0.0,,,14376000.0,-12092000.0,-654869000.0,884000.0,5897463000.0,6312687000.0,15481000.0,60398000.0,24513000.0,,86153000.0,3163395000.0,6625536000.0,59868000.0,84194000.0,15250000.0,82338000.0,219418000.0,3390350000.0,69346000.0,43151000.0,24139000.0,167000000.0,-8349000.0,36252000.0,,8495000.0,3539159000.0,82338000.0,-13525000.0,208832000.0,143287000.0,-1768000.0,74009000.0,-70357000.0,,,,,,,,
2015-03-31,-17107000.0,-3670000.0,2996939000.0,,,69346000.0,150000.0,-809160000.0,38755000.0,38755000.0,149031000.0,-17346000.0,51783000.0,0.0,7437000.0,206901000,-64851000.0,119902000,-83981000.0,-1221059000.0,0.21,,25801000.0,6804424000.0,,291156000.0,160986000.0,-1917000.0,89976000.0,-28867000.0,67568000,0.0,,,12579000.0,-13399000.0,-694748000.0,845000.0,5583365000.0,6273348000.0,19039000.0,61735000.0,36691000.0,148315000.0,89976000.0,3142458000.0,6564504000.0,59431000.0,31862000.0,18802000.0,30951000.0,199311000.0,3349306000.0,38755000.0,-13468000.0,-34862000.0,,-15506000.0,34670000.0,0.21,272349000.0,3510292000.0,30951000.0,-116000.0,215403000.0,145166000.0,-5414000.0,77598000.0,-70562000.0,,,,,,,,
2015-06-30,-18316000.0,4335000.0,2988643000.0,,,38755000.0,151000.0,-205607000.0,73053000.0,73053000.0,149454000.0,-4863000.0,46393000.0,0.0,2067000.0,203518000,-106718000.0,135744000,-42550000.0,-1205440000.0,0.24,,42949000.0,7018687000.0,,326986000.0,146256000.0,-2665000.0,83121000.0,33311000.0,71221000,0.0,,,12648000.0,-20018000.0,-730242000.0,1169000.0,5813247000.0,6229744000.0,14837000.0,58411000.0,27176000.0,148778000.0,83121000.0,3159710000.0,6556730000.0,57729000.0,36526000.0,17053000.0,35513000.0,197960000.0,3365207000.0,73053000.0,213000.0,-7260000.0,,-25071000.0,35066000.0,0.24,0.0,3511463000.0,35513000.0,-5531000.0,215715000.0,145107000.0,-1958000.0,73886000.0,-70833000.0,,,,,,,,
2015-09-30,-35956000.0,358000.0,2950221000.0,,,73053000.0,148000.0,-184903000.0,48652000.0,48652000.0,149176000.0,-13837000.0,60256000.0,0.0,1205000.0,198972000,-212706000.0,185266000,-3715000.0,-1228702000.0,0.61,,95141000.0,7200957000.0,,295021000.0,175890000.0,-312000.0,126576000.0,-23635000.0,70274000,0.0,,,12968000.0,29991000.0,-709091000.0,599000.0,5972255000.0,6394772000.0,14384000.0,57407000.0,43771000.0,148582000.0,126576000.0,3280967000.0,6689793000.0,56566000.0,93695000.0,15573000.0,91331000.0,218290000.0,3506794000.0,48652000.0,53467000.0,-146496000.0,,-24436000.0,33559000.0,0.61,0.0,3682684000.0,91331000.0,13959000.0,213894000.0,141565000.0,-1810000.0,71291000.0,-71007000.0,,,,,,,,
2015-12-31,-31279000.0,-14000.0,2952928000.0,,,48652000.0,148000.0,-322394000.0,35353000.0,35353000.0,,-17893000.0,51382000.0,0.0,2210000.0,199381000,-166362000.0,169174000,-197381000.0,-1148928000.0,,-6339000.0,80637000.0,7014490000.0,,281504000.0,149323000.0,-648000.0,85693000.0,-12730000.0,66311000,0.0,,,602000.0,-10035000.0,-698954000.0,620000.0,5865562000.0,6276125000.0,14343000.0,60560000.0,26154000.0,,85693000.0,3147016000.0,6557629000.0,56053000.0,82361000.0,17282000.0,80242000.0,243806000.0,3398359000.0,35353000.0,41858000.0,98958000.0,,21337000.0,32484000.0,,4954000.0,3547682000.0,80242000.0,-6490000.0,218454000.0,138821000.0,-2070000.0,72510000.0,-70180000.0,,,,,,,,
2016-03-31,-14740000.0,-4030000.0,2905266000.0,,,35353000.0,147000.0,-189101000.0,43663000.0,43663000.0,146531000.0,-24188000.0,60328000.0,0.0,10536000.0,190140000,-113228000.0,141199000,-114391000.0,-1159991000.0,0.39,-40896000.0,54950000.0,6991530000.0,,292605000.0,174775000.0,-650000.0,96811000.0,8863000.0,61243000,0.0,,,504000.0,-1854000.0,-711034000.0,801000.0,5831539000.0,6225693000.0,18319000.0,53829000.0,43130000.0,146071000.0,96811000.0,3145270000.0,6518298000.0,54837000.0,59063000.0,20990000.0,57554000.0,228868000.0,3381675000.0,43663000.0,20521000.0,26443000.0,,-14635000.0,31412000.0,0.39,7918000.0,3556450000.0,57554000.0,3762000.0,210341000.0,136311000.0,-1794000.0,75068000.0,-70104000.0,,,,,,,,
2016-06-30,-23847000.0,5824000.0,2876817000.0,,,43663000.0,147000.0,-35322000.0,29340000.0,29340000.0,146735000.0,-37803000.0,67585000.0,0.0,1017000.0,186654000,-137709000.0,130567000,48124000.0,-1199941000.0,0.34,0.0,46226000.0,7116370000.0,,266780000.0,165444000.0,-1770000.0,80115000.0,-12664000.0,67533000,0.0,,,3837000.0,-14670000.0,-730959000.0,752000.0,5916429000.0,6318088000.0,12315000.0,49947000.0,26496000.0,145995000.0,80115000.0,3261555000.0,6584868000.0,54210000.0,51057000.0,15629000.0,49627000.0,217885000.0,3486977000.0,29340000.0,3832000.0,-140903000.0,,-16737000.0,30131000.0,0.34,2915000.0,3652421000.0,49627000.0,115000.0,222679000.0,136707000.0,-2053000.0,69174000.0,-69638000.0,,,,,,,,
2016-09-30,-29305000.0,-6774000.0,2866810000.0,,,29340000.0,147000.0,-409810000.0,42290000.0,42290000.0,147107000.0,-41459000.0,76599000.0,0.0,1288000.0,190857000,-132360000.0,123814000,48335000.0,-917201000.0,0.37,0.0,46771000.0,6172493000.0,,1077237000.0,212347000.0,162000.0,109897000.0,13683000.0,75322000,25416000.0,,,7626000.0,12065000.0,-746530000.0,80000.0,5255292000.0,5645685000.0,13983000.0,52464000.0,38954000.0,146215000.0,109897000.0,3377028000.0,6722922000.0,47515000.0,55734000.0,16151000.0,54253000.0,204031000.0,3588596000.0,42290000.0,-2176000.0,-144549000.0,,-19088000.0,29528000.0,0.37,786272000.0,3800943000.0,54253000.0,17466000.0,236800000.0,138393000.0,-4443000.0,63071000.0,-69686000.0,,,,,,,,
2016-12-31,-58636000.0,5401000.0,3003391000.0,,,42290000.0,147000.0,-968973000.0,43642000.0,43642000.0,,-56031000.0,65914000.0,0.0,1637000.0,179055000,-132739000.0,273316000,-916203000.0,-940115000.0,,0.0,198199000.0,6197544000.0,,334047000.0,159293000.0,104000.0,46198000.0,2406000.0,54883000,0.0,12165000.0,,1062000.0,-38400000.0,-596635000.0,338000.0,5257429000.0,5658766000.0,13994000.0,58197000.0,21878000.0,,46198000.0,2556936000.0,5992813000.0,51111000.0,200291000.0,15428000.0,195383000.0,206124000.0,2770597000.0,43642000.0,166115000.0,872411000.0,,-20121000.0,24006000.0,,4548000.0,2929890000.0,195383000.0,-12400000.0,245078000.0,120858000.0,-3472000.0,65975000.0,-69820000.0,,,,,,,,
2017-03-31,-11806000.0,36000.0,2995841000.0,,,43642000.0,147000.0,-45930000.0,36535000.0,36535000.0,147221000.0,-52622000.0,56357000.0,0.0,7971000.0,175366000,-130743000.0,107470000,37488000.0,-967251000.0,0.29,-4624000.0,39135000.0,6300743000.0,,340972000.0,151500000.0,93000.0,86382000.0,-7378000.0,58795000,0.0,11004000.0,,852000.0,-5380000.0,-612424000.0,622000.0,5333492000.0,5742929000.0,14998000.0,54169000.0,34850000.0,146471000.0,86382000.0,2670230000.0,6083901000.0,45992000.0,44244000.0,16942000.0,43032000.0,199718000.0,2877485000.0,36535000.0,807000.0,-131248000.0,,-13278000.0,22343000.0,0.29,5039000.0,3028985000.0,43032000.0,-7136000.0,254864000.0,121197000.0,-1987000.0,62402000.0,-69823000.0,,,,,,,,
2017-06-30,-5962000.0,594000.0,3001589000.0,,,36535000.0,147000.0,-64946000.0,14748000.0,14748000.0,147508000.0,-45332000.0,56188000.0,0.0,2529000.0,183130000,-137942000.0,117412000,2919000.0,-995032000.0,0.35,-44000.0,49152000.0,6418989000.0,,308220000.0,138240000.0,69000.0,91450000.0,-22438000.0,63271000,0.0,17828000.0,,3371000.0,-399000.0,-619929000.0,324000.0,5423957000.0,5851415000.0,14509000.0,58788000.0,21718000.0,146688000.0,91450000.0,2730501000.0,6159635000.0,46318000.0,52818000.0,15282000.0,51411000.0,222697000.0,2960735000.0,14748000.0,5895000.0,-116807000.0,,-12055000.0,21942000.0,0.35,2731000.0,3098975000.0,51411000.0,2982000.0,268346000.0,124342000.0,-1582000.0,61071000.0,-58880000.0,,,,,,,,
2017-09-30,-27714000.0,1346000.0,3012814000.0,,,14748000.0,147000.0,-86098000.0,47666000.0,47666000.0,147596000.0,-39741000.0,78384000.0,0.0,1967000.0,193653000,-116456000.0,127575000,57999000.0,-1015786000.0,0.41,-211000.0,57436000.0,6347428000.0,,540082000.0,173222000.0,5059000.0,83755000.0,32749000.0,64525000,0.0,23665000.0,,3133000.0,-13014000.0,-619350000.0,582000.0,5331642000.0,5769592000.0,13258000.0,70636000.0,34707000.0,146811000.0,83755000.0,2847208000.0,6309674000.0,47079000.0,61159000.0,11910000.0,59539000.0,209710000.0,3064455000.0,47666000.0,14190000.0,-109005000.0,,-15821000.0,23060000.0,0.4,177549000.0,3237677000.0,59539000.0,17403000.0,283803000.0,123017000.0,-1903000.0,58492000.0,-58922000.0,,,,,,,,
2017-12-31,-142597000.0,1536000.0,3087358000.0,34875000.0,,47666000.0,147000.0,-286918000.0,11882000.0,11882000.0,,-37797000.0,79605000.0,0.0,1652000.0,167629000,-292613000.0,176190000,-2175000.0,-942587000.0,,-228000.0,110180000.0,6304524000.0,,626181000.0,166282000.0,4419000.0,75044000.0,-35723000.0,53999000,4551000.0,33308000.0,,1452000.0,-20828000.0,-549970000.0,464000.0,5361937000.0,5813576000.0,11230000.0,63298000.0,21796000.0,,75044000.0,2909545000.0,6439757000.0,44498000.0,112845000.0,13026000.0,128358000.0,208027000.0,3125109000.0,25685000.0,75500000.0,-108592000.0,,-5413000.0,21512000.0,,185395000.0,3291391000.0,128358000.0,-3098000.0,288456000.0,104331000.0,-6553000.0,50332000.0,-58964000.0,,,,,,,,
2018-03-31,58142000.0,-706000.0,3185251000.0,,,25685000.0,148000.0,-416471000.0,30380000.0,30380000.0,147873000.0,-29674000.0,68499000.0,,9633000.0,190165000,,111076000,-165244000.0,,0.95,-4402000.0,43182000.0,,,556997000.0,165721000.0,3497000.0,93699000.0,13555000.0,59325000,1849000.0,,,3267000.0,-7366000.0,-468883000.0,554000.0,,5857634000.0,12767000.0,67820000.0,34855000.0,147060000.0,93699000.0,2806278000.0,6414631000.0,45144000.0,49392000.0,18628000.0,140181000.0,186807000.0,3000622000.0,39746000.0,4121000.0,85100000.0,,,22750000.0,0.95,,3166343000.0,140181000.0,-9003000.0,350458000.0,122345000.0,-1651000.0,63020000.0,-58980000.0,,,,,,,,
2018-06-30,-19260000.0,3152000.0,3134884000.0,,,39746000.0,148000.0,-276785000.0,24211000.0,24211000.0,148333000.0,-43383000.0,72988000.0,,1628000.0,176604000,,71827000,48793000.0,,0.13,-98000.0,6733000.0,,,697933000.0,158118000.0,-3261000.0,104924000.0,1614000.0,3267000,2521000.0,,,1260000.0,72124000.0,-508386000.0,941000.0,,5852940000.0,9378000.0,117501000.0,22081000.0,147274000.0,104924000.0,2914858000.0,6550873000.0,43315000.0,13220000.0,11659000.0,19614000.0,273135000.0,3195530000.0,39076000.0,22582000.0,-152103000.0,,,21779000.0,0.13,,3353648000.0,19614000.0,3662000.0,359776000.0,59103000.0,-1645000.0,55836000.0,-59109000.0,,,,,,,,
2018-09-30,-265280000.0,-3989000.0,3225100000.0,,,39076000.0,148000.0,-314154000.0,17770000.0,17770000.0,148271000.0,-46322000.0,72553000.0,,1049000.0,171184000,,110897000,114660000.0,,1.02,-138000.0,43806000.0,,,832837000.0,172445000.0,703000.0,97822000.0,-6114000.0,61645000,3986000.0,,,728000.0,1828000.0,-417357000.0,472000.0,,5986238000.0,13406000.0,51866000.0,35491000.0,147324000.0,97822000.0,3089156000.0,6819075000.0,43817000.0,50100000.0,13121000.0,150143000.0,260353000.0,3357046000.0,31141000.0,2002000.0,-218596000.0,,,23274000.0,1.01,,3529491000.0,150143000.0,-1094000.0,357970000.0,119318000.0,-1849000.0,57673000.0,-59121000.0,,,,,,,,
2018-12-31,78243000.0,-1139000.0,3329861000.0,,,31141000.0,148000.0,-306561000.0,84923000.0,84923000.0,,-55243000.0,65591000.0,,946000.0,177843000,,128884000,-53757000.0,,,-122000.0,62297000.0,,,708743000.0,151643000.0,55193000.0,87021000.0,63770000.0,61487000,3183000.0,,,2078000.0,-55306000.0,-306822000.0,5397000.0,,6225651000.0,14217000.0,54840000.0,22309000.0,,87021000.0,3092746000.0,6934394000.0,43539000.0,57324000.0,10437000.0,169669000.0,285696000.0,3385979000.0,95822000.0,20378000.0,30506000.0,,,23048000.0,,,3537622000.0,169669000.0,-748000.0,350981000.0,123003000.0,-3112000.0,61516000.0,-59126000.0,,,,,,,,
2019-03-31,122267000.0,-2247000.0,3332849000.0,,,95822000.0,148000.0,-411772000.0,96949000.0,96949000.0,148540000.0,-51803000.0,51267000.0,,9641000.0,157750000,,113034000,-35627000.0,,0.37,-10181000.0,41794000.0,18097000.0,,768268000.0,168767000.0,-23744000.0,53760000.0,16368000.0,56268000,18035000.0,,,3909000.0,-17288000.0,-313279000.0,832000.0,18097000.0,6170311000.0,15992000.0,36915000.0,37236000.0,147559000.0,53760000.0,3128779000.0,6938579000.0,45721000.0,40962000.0,18815000.0,54330000.0,218131000.0,3370999000.0,114645000.0,7651000.0,-1765000.0,,,25519000.0,0.37,18097000.0,3539766000.0,54330000.0,-13874000.0,353215000.0,120835000.0,-5820000.0,64567000.0,-59154000.0,,,,,,,,
2019-06-30,-37473000.0,3781000.0,3355248000.0,,,114645000.0,148000.0,-72494000.0,21039000.0,21039000.0,148668000.0,-57674000.0,46405000.0,,1432000.0,161337000,,120092000,-127814000.0,,0.68,-620000.0,51654000.0,17931000.0,,683106000.0,155700000.0,18084000.0,58606000.0,-75336000.0,63600000,19033000.0,,,1090000.0,-57389000.0,-274311000.0,-261000.0,17931000.0,6199153000.0,12458000.0,38438000.0,28021000.0,147805000.0,58606000.0,3084374000.0,6882259000.0,42987000.0,54096000.0,13011000.0,99769000.0,200867000.0,3309195000.0,38431000.0,5462000.0,-6128000.0,,,25406000.0,0.67,,3464895000.0,99769000.0,-1895000.0,350768000.0,122899000.0,-19214000.0,59299000.0,-60787000.0,,,,,,,,
2019-09-30,-27874000.0,-4603000.0,3842855000.0,,,38431000.0,158000.0,-176177000.0,514882000.0,514882000.0,150979000.0,-64496000.0,54953000.0,,1332000.0,163169000,,131128000,346298000.0,,0.67,-246000.0,61365000.0,17664000.0,,1045327000.0,173343000.0,1147000.0,114239000.0,491528000.0,67582000,15939000.0,,,457118000.0,17962000.0,-238629000.0,878000.0,17664000.0,6293405000.0,16975000.0,35181000.0,36530000.0,150140000.0,114239000.0,3031267000.0,7338732000.0,43803000.0,60487000.0,13268000.0,100364000.0,204963000.0,3259946000.0,528888000.0,16944000.0,30991000.0,,,25791000.0,0.66,,3433289000.0,100364000.0,11040000.0,347880000.0,127988000.0,-1228000.0,60406000.0,-60794000.0,,,,,,,,
