date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
1995-09-30,-200000.0,-3900000.0,218000000.0,,,,,-100000.0,,,20869565.0,,,,,29900000,-48700000.0,44200000,36900000.0,,0.23,,,748000000.0,,,,8100000.0,4000000.0,-8000000.0,38400000,,,,,-14800000.0,35100000.0,,748000000.0,,4600000.0,,4700000.0,20869565.0,-44700000.0,543200000.0,824100000.0,5800000.0,4800000.0,5900000.0,4800000.0,,,,,-48900000.0,,,10000000.0,0.23,,563500000.0,4800000.0,-3500000.0,,,-4300000.0,-8500000.0,-9800000.0,,,,,,,,
1995-12-31,-2100000.0,-1900000.0,335500000.0,,,,,-105200000.0,,,,,,,,32500000,-83300000.0,54900000,53300000.0,,,,,826000000.0,,,,-8300000.0,21900000.0,-10200000.0,48700000,,,,,18200000.0,,,826000000.0,,5600000.0,,9400000.0,,-61400000.0,473900000.0,898100000.0,6200000.0,5800000.0,-400000.0,5800000.0,,,,,-85400000.0,,,10200000.0,,,521400000.0,5800000.0,11000000.0,,,-4000000.0,-16200000.0,-4900000.0,,,,,,,,
1996-03-31,-400000.0,-1600000.0,337200000.0,,,10600000.0,,-200000.0,,,28571429.0,,,,,36600000,-25500000.0,59900000,32000000.0,,0.28,,,846200000.0,,,,10700000.0,5000000.0,11100000.0,53400000,,,,,-20200000.0,,,846200000.0,,,,4800000.0,28571429.0,-20500000.0,510700000.0,927500000.0,6500000.0,8000000.0,1600000.0,8000000.0,,,,,-25900000.0,,,9100000.0,0.28,,549500000.0,8000000.0,-8500000.0,,,2800000.0,-16800000.0,-12700000.0,,,,,,,,
1996-06-30,-1400000.0,100000.0,344000000.0,,,,,-38800000.0,,,28888889.0,,,,,36600000,-53100000.0,59800000,24000000.0,,0.27,,,893200000.0,,,,-5600000.0,22500000.0,-8100000.0,53100000,,,,,13600000.0,13700000.0,,893200000.0,,,,9100000.0,28888889.0,-30600000.0,535200000.0,965800000.0,6700000.0,7800000.0,2000000.0,7800000.0,,,,,-54500000.0,,,9400000.0,0.27,,581000000.0,7800000.0,6700000.0,,,800000.0,-16500000.0,-12800000.0,,,,,,,,
1996-09-30,-2300000.0,-10500000.0,367300000.0,,,,,-8200000.0,,,30000000.0,,,,,39500000,-59600000.0,65100000,45800000.0,,0.28,,,946800000.0,,,,7200000.0,10400000.0,-5700000.0,57900000,,,,,-12400000.0,9400000.0,,946800000.0,,,,4000000.0,30000000.0,-49200000.0,563400000.0,1023100000.0,7200000.0,8400000.0,2100000.0,8400000.0,,,,,-61900000.0,,,9700000.0,0.28,,614400000.0,8400000.0,4300000.0,,,900000.0,-18400000.0,-13100000.0,,,,,,,,
1996-12-31,-3488000.0,-2300000.0,375532000.0,,,,31000.0,-4110000.0,19612000.0,19612000.0,,,6294000.0,,,41465000,-104163000.0,-79611000,112793000.0,-119151000.0,,,,1178713000.0,,,,-8282000.0,21917000.0,11683000.0,-87414000,,,,,12856000.0,6096000.0,,1059562000.0,,8707000.0,,7400000.0,,-82246000.0,678709000.0,1152612000.0,7803000.0,13431000.0,2323000.0,9540000.0,,,,,-123127000.0,,,10228000.0,,,735585000.0,9540000.0,5600000.0,,,-1907000.0,128879000.0,-13978000.0,,,,,,,,
1997-03-31,-1700000.0,-2900000.0,559300000.0,,,19600000.0,,-170600000.0,,,32812500.0,,,,,46400000,-105800000.0,75400000,85800000.0,,0.32,,,1194900000.0,,,,-200000.0,22200000.0,500000.0,66300000,,,,174200000.0,2800000.0,200000.0,,1194900000.0,,9700000.0,,3900000.0,32812500.0,-83600000.0,616700000.0,1291700000.0,9100000.0,10500000.0,2500000.0,10500000.0,,,,,-107500000.0,,,12600000.0,0.32,,680700000.0,10500000.0,4300000.0,,,-3500000.0,-19900000.0,-12900000.0,,,,,,,,
1997-06-30,-1600000.0,-4800000.0,582000000.0,,,,,-248600000.0,,,40740741.0,,,,,51200000,-231000000.0,89800000,211300000.0,,0.27,,,1442000000.0,,,,2500000.0,26300000.0,4900000.0,76600000,,,,17500000.0,-400000.0,,,1442000000.0,,,,6900000.0,40740741.0,-204700000.0,830900000.0,1548700000.0,13200000.0,11000000.0,2300000.0,11000000.0,,,,,-232600000.0,,,11300000.0,0.27,,900300000.0,11000000.0,4600000.0,,,-4800000.0,-25400000.0,-16700000.0,,,,,,,,
1997-09-30,-2800000.0,-2300000.0,730300000.0,,,,,-309400000.0,,,40277778.0,,,,,62500000,-193200000.0,104000000,152700000.0,,0.36,,,1625500000.0,,,,-10900000.0,42300000.0,-900000.0,91200000,,,,-4100000.0,24400000.0,,,1625500000.0,,,,4400000.0,40277778.0,-150900000.0,851900000.0,1735200000.0,12800000.0,16000000.0,2800000.0,16000000.0,,,,,-196000000.0,,,13300000.0,0.36,,938500000.0,14500000.0,14500000.0,,,400000.0,-28700000.0,-21500000.0,,,,,,,,
1997-12-31,,-1400000.0,955595000.0,,,,120867000.0,-229449000.0,55079000.0,55079000.0,,,14544000.0,,,72417000,-340979000.0,-108412000,313678000.0,-149311000.0,,,,2096337000.0,,,,12111000.0,36060000.0,30967000.0,-114064000,,,,246472000.0,-12014000.0,-11236000.0,,1947026000.0,,6517000.0,,11000000.0,,-304919000.0,960134000.0,2094337000.0,5652000.0,28550000.0,3050000.0,22944000.0,,,,,-318771000.0,,,16588000.0,,,1054064000.0,20197000.0,2800000.0,,,-2996000.0,186481000.0,-22195000.0,,,,,,,,
1998-03-31,-2200000.0,-900000.0,1057800000.0,,,55100000.0,,-217300000.0,,,54750000.0,,,,,82600000,-328500000.0,134000000,263600000.0,,0.4,,,2286900000.0,,,,-5200000.0,49200000.0,-18000000.0,118700000,,,,103400000.0,14400000.0,-13100000.0,,2286900000.0,,6400000.0,,8200000.0,54750000.0,-279300000.0,1159000000.0,2406800000.0,15300000.0,24700000.0,3400000.0,24700000.0,,,,,-330700000.0,,,16600000.0,0.4,,1262000000.0,21900000.0,8100000.0,,,-2200000.0,-36100000.0,-24900000.0,,,,,,,,
1998-06-30,7300000.0,-1700000.0,1154100000.0,,,,,-217200000.0,,,59487179.0,,,,,91400000,-202800000.0,149800000,139300000.0,,0.39,,,2530000000.0,,,,-9500000.0,59400000.0,3300000.0,132200000,,,,94200000.0,25200000.0,-15300000.0,,2530000000.0,,,,16700000.0,59487179.0,-143400000.0,1281600000.0,2657000000.0,17600000.0,26000000.0,3700000.0,26000000.0,,,,,-195500000.0,,,18900000.0,0.39,,1400800000.0,23200000.0,14300000.0,,,1700000.0,-40800000.0,-30800000.0,,,,,,,,
1998-09-30,-14400000.0,-5400000.0,1264400000.0,,,,,-91500000.0,,,63414634.0,,,,,103500000,-189900000.0,169900000,123900000.0,,0.41,,,2722500000.0,,,,12800000.0,39600000.0,-29800000.0,150900000,,,,100000000.0,-21000000.0,-18700000.0,,2722500000.0,,,,8400000.0,63414634.0,-150300000.0,1144000000.0,2825800000.0,19000000.0,28800000.0,4400000.0,28800000.0,,,,,-193200000.0,198000000.0,,20800000.0,0.41,,1459900000.0,26000000.0,-5100000.0,,,-6600000.0,-47400000.0,-24000000.0,,,,,,,,
1998-12-31,,-4100000.0,1267036000.0,,,,120880000.0,-1954000.0,14391000.0,14391000.0,,,20216000.0,,,109493000,-93893000.0,-190674000,52831000.0,-209023000.0,,,,3028142000.0,,,,12753000.0,71023000.0,3812000.0,-206706000,,,,3273000.0,8761000.0,-21945000.0,,2819119000.0,,15391000.0,,18300000.0,,-22870000.0,1423843000.0,2933371000.0,16032000.0,37077000.0,4122000.0,29015000.0,,,,,-120142000.0,,,22317000.0,,,1565081000.0,26315000.0,22200000.0,,,-2273000.0,316199000.0,-32215000.0,,,,,,,,
1999-03-31,9700000.0,9100000.0,1279100000.0,,,14400000.0,,-108500000.0,,,65777778.0,,,,,113600000,-89600000.0,186000000,27300000.0,,0.45,,,2879200000.0,,,,5500000.0,53000000.0,300000.0,164700000,,,,300000.0,-6200000.0,-22100000.0,,2879200000.0,,,,8700000.0,65777778.0,-36600000.0,1481500000.0,2985200000.0,21300000.0,32400000.0,4000000.0,32400000.0,,,,,-79900000.0,,,23800000.0,0.45,,1610900000.0,29600000.0,-12200000.0,,,-800000.0,-51100000.0,-34700000.0,,,,,,,,
1999-06-30,45800000.0,7900000.0,1290800000.0,,,,,-269400000.0,,,67500000.0,,,,,127200000,-94300000.0,200800000,-10900000.0,,0.61,,,2920800000.0,,,,-30300000.0,78200000.0,18900000.0,178400000,,,,800000.0,42800000.0,-11500000.0,,2920800000.0,,,,22700000.0,66393443.0,-16100000.0,1512900000.0,3042400000.0,22400000.0,43300000.0,3900000.0,43300000.0,,,,11900000.0,-48500000.0,,,25800000.0,0.6,,1655600000.0,40500000.0,13500000.0,,,-4400000.0,-51200000.0,-34900000.0,,,,,,,,
1999-09-30,47800000.0,-18400000.0,1293700000.0,,,33600000.0,,-85900000.0,,,66590909.0,,,,,119000000,-83500000.0,196100000,14800000.0,,0.44,,,2931800000.0,,,,29800000.0,35700000.0,14800000.0,173300000,,,,2100000.0,-49000000.0,-16900000.0,,2931800000.0,,,,17500000.0,66590909.0,-47800000.0,1463500000.0,3087200000.0,22800000.0,32100000.0,4000000.0,32100000.0,,,48400000.0,-1300000.0,-35700000.0,,,24800000.0,0.44,,1605300000.0,29300000.0,-6100000.0,,,-100000.0,-54300000.0,-36400000.0,,,,,,,,
1999-12-31,,-19282000.0,1294607000.0,,,48400000.0,120881000.0,-9086000.0,9064000.0,9064000.0,,,15599000.0,,,112898000,-21679000.0,-355331000,-10170000.0,-270174000.0,,,,3254751000.0,,,,-2674000.0,45521000.0,-39327000.0,-373295000,,,,5394000.0,-8244000.0,-20940000.0,,2984577000.0,,13388000.0,,22422000.0,,23842000.0,1491238000.0,3118133000.0,17964000.0,48193000.0,4227000.0,33524000.0,,,9064000.0,,-74678000.0,,,25363000.0,,,1636015000.0,30824000.0,4838000.0,,,-13097000.0,486193000.0,-29033000.0,,,,,,,,
2000-03-31,0.0,-2762000.0,1295593000.0,,,9064000.0,67000.0,-11933000.0,3184000.0,3184000.0,67162787.0,,17709000.0,,,128959000,-92961000.0,61718000,32100000.0,-283695000.0,0.069667,0.0,,3336306000.0,,,,-367000.0,49175000.0,-5880000.0,39070000,,,,211000.0,-12730000.0,-21682000.0,,3052611000.0,,15783000.0,,17013000.0,67162787.0,-43786000.0,1565108000.0,3182832000.0,22648000.0,43423000.0,4445000.0,41548000.0,,,3184000.0,4353000.0,-87155000.0,,-24937000.0,25650000.0,0.069667,,1699954000.0,4679000.0,-9968000.0,,,-4765000.0,89889000.0,-37575000.0,,,,,,,,
2000-06-30,0.0,5525000.0,1306376000.0,,,3184000.0,67000.0,-306556000.0,4655000.0,4655000.0,67717539.0,,12768000.0,,,131046000,-50588000.0,90560000,-22746000.0,-302572000.0,0.077129,,,3382082000.0,,,,2731000.0,70812000.0,1471000.0,67754000,,,,5834000.0,5596000.0,-19169000.0,,3079510000.0,,4862000.0,,22030000.0,67717539.0,20224000.0,1563552000.0,3209844000.0,22806000.0,45782000.0,4817000.0,45554000.0,,,4655000.0,4395000.0,-46595000.0,,-13443000.0,26367000.0,0.077129,,1698615000.0,5223000.0,71000.0,,,20652000.0,63292000.0,-47514000.0,,,,,,,,
2000-09-30,0.0,-19381000.0,1318517000.0,,,4655000.0,68000.0,-194945000.0,5388000.0,5388000.0,68699000.0,,27916000.0,,,134894000,-70569000.0,92671000,22970000.0,-321020000.0,0.55,,,3467277000.0,,,,3440000.0,67018000.0,733000.0,69737000,,,,4810000.0,553000.0,-20633000.0,,3146257000.0,,6859000.0,,20332000.0,67683000.0,-3551000.0,1625221000.0,3301159000.0,22934000.0,37341000.0,4736000.0,40091000.0,,,5388000.0,5928000.0,-89255000.0,,-34111000.0,27518000.0,0.54,,1784014000.0,37341000.0,19934000.0,,,-22480000.0,65157000.0,-42885000.0,,,,,,,,
2000-12-31,0.0,-27264000.0,1320805000.0,,,5388000.0,120882000.0,-14698000.0,4638000.0,4638000.0,,,15672000.0,,,138064000,-99956000.0,-13930000,31265000.0,-334415000.0,,,,3548365000.0,,,,-1904000.0,53730000.0,-750000.0,-39014000,,,,1727000.0,-13215000.0,-20251000.0,,3213950000.0,,12624000.0,,29478000.0,,-46226000.0,1703896000.0,3396355000.0,25084000.0,47195000.0,5262000.0,24883000.0,,,4638000.0,,-85745000.0,,-39194000.0,28760000.0,,,1876781000.0,39230000.0,14049000.0,,,-20169000.0,177078000.0,-26586000.0,,,,,,,,
2001-03-31,0.0,22474000.0,1359053000.0,,,4638000.0,120884000.0,-254129000.0,3410000.0,3410000.0,72600000.0,,27733000.0,,,145607000,-102581000.0,69413000,20298000.0,-355006000.0,0.56,,,3656094000.0,,,,4505000.0,89497000.0,-1228000.0,44469000,,,,2182000.0,17903000.0,-21871000.0,,3301088000.0,,16604000.0,,20178000.0,68415000.0,-13084000.0,1745535000.0,3463408000.0,24944000.0,45946000.0,5759000.0,41116000.0,,,3410000.0,1477000.0,-111023000.0,,-21713000.0,27788000.0,0.55,,1914720000.0,38366000.0,-4571000.0,,,-5191000.0,101138000.0,-41599000.0,,,,,,,,
2001-06-30,0.0,-4436000.0,-309149000.0,,,3410000.0,71000.0,-43460000.0,36131000.0,36131000.0,72600000.0,,41460000.0,,,143653000,-85634000.0,71386000,-27900000.0,-366949000.0,0.069304,,,3675756000.0,,,,4516000.0,98710000.0,32721000.0,46582000,,,,5990000.0,25897000.0,-22421000.0,,3308807000.0,,16501000.0,,33096000.0,68415000.0,13076000.0,1753707000.0,3509370000.0,24804000.0,47299000.0,5455000.0,47299000.0,,,36131000.0,717000.0,-38089000.0,,-13038000.0,28107000.0,0.069304,,1763690000.0,4894000.0,30333000.0,,,-5002000.0,97071000.0,-42735000.0,,,,,,,,
2001-09-30,0.0,-38370000.0,1415269000.0,,,36131000.0,120887000.0,-56111000.0,6820000.0,6820000.0,73977000.0,,40819000.0,,,148412000,-75660000.0,72683000,33224000.0,-388979000.0,0.54,,,3753498000.0,,,,4893000.0,19418000.0,-29311000.0,46949000,,,,10006000.0,-54492000.0,-25954000.0,,3364519000.0,,20985000.0,,18869000.0,72773000.0,-56242000.0,1783450000.0,3573681000.0,25734000.0,39424000.0,4953000.0,42314000.0,,,6820000.0,140000.0,-81953000.0,,-9737000.0,27697000.0,0.53,,1969997000.0,39564000.0,-16122000.0,,,-4870000.0,101463000.0,-42938000.0,,,,,,,,
2001-12-31,0.0,27036000.0,1423422000.0,,,6820000.0,120888000.0,-91879000.0,19390000.0,19390000.0,,,19057000.0,,,149493000,-66925000.0,-10855000,-81369000.0,-404617000.0,,,,3758550000.0,,,,5264000.0,96072000.0,12570000.0,-37999000,,,,13360000.0,22032000.0,-31433000.0,,3353933000.0,,15470000.0,,31392000.0,,29147000.0,1753131000.0,3552825000.0,27144000.0,45374000.0,4885000.0,40702000.0,,,19390000.0,-219000.0,-2133000.0,,-9514000.0,28414000.0,,,1935009000.0,37952000.0,-5004000.0,,,-8725000.0,187492000.0,-45846000.0,,,,,,,,
2002-03-31,0.0,-10635000.0,1435268000.0,,,19390000.0,120888000.0,-11896000.0,22200000.0,22200000.0,75103000.0,,18315000.0,,,148579000,-57039000.0,72569000,1904000.0,-426904000.0,0.53,,,3806474000.0,,,,5051000.0,52817000.0,2810000.0,46063000,,,,15317000.0,-21848000.0,-35800000.0,,3379570000.0,,21743000.0,,19275000.0,73899000.0,-4222000.0,1790930000.0,3591652000.0,26506000.0,46934000.0,5969000.0,42200000.0,,,22200000.0,871000.0,-51911000.0,,-9796000.0,28057000.0,0.53,,1961982000.0,39450000.0,-11213000.0,,,-5032000.0,102516000.0,-46180000.0,,,,,,,,
2002-06-30,0.0,2071000.0,1450883000.0,,,22200000.0,120889000.0,-179034000.0,30742000.0,30742000.0,76187000.0,,20485000.0,,,148441000,-67461000.0,72217000,-50042000.0,-450032000.0,0.56,,,3843427000.0,,,,367000.0,92864000.0,8542000.0,44534000,,,,16567000.0,19408000.0,-38268000.0,,3393395000.0,,8786000.0,,29257000.0,74622000.0,25403000.0,1753034000.0,3610317000.0,27683000.0,40374000.0,5615000.0,44504000.0,,,30742000.0,1760000.0,-34280000.0,,-8365000.0,28433000.0,0.55,,1941780000.0,41754000.0,17337000.0,,,-5124000.0,103907000.0,-46568000.0,,,,,,,,
2002-09-30,0.0,-21778000.0,1348476000.0,,,30742000.0,76000.0,-170904000.0,15606000.0,15606000.0,76651000.0,,35846000.0,,,157644000,-111931000.0,79810000,26536000.0,-462168000.0,0.53,,,3810451000.0,,,,10139000.0,71130000.0,-15136000.0,51606000,,,,145164000.0,-9924000.0,-43794000.0,,3348283000.0,,12300000.0,,20198000.0,75451000.0,-40801000.0,1939418000.0,3696421000.0,28204000.0,41153000.0,5250000.0,41640000.0,,,15606000.0,-5414000.0,-112802000.0,,-6244000.0,29396000.0,0.52,,2139387000.0,39898000.0,11854000.0,,,15889000.0,106038000.0,-47796000.0,,,,,,,,
2002-12-31,0.0,5175000.0,1351589000.0,,,15606000.0,76000.0,-127476000.0,11071000.0,11071000.0,,,24116000.0,,,152213000,-85598000.0,70503000,-109660000.0,-485206000.0,,22954000.0,,3880005000.0,,,,9132000.0,77751000.0,-4535000.0,42005000,,,,15643000.0,5702000.0,-56310000.0,,3394799000.0,,14349000.0,,32571000.0,,-7847000.0,1866187000.0,3627061000.0,28498000.0,32201000.0,5666000.0,33321000.0,,,11071000.0,-5128000.0,27374000.0,,-7088000.0,30903000.0,,,2067033000.0,33321000.0,527000.0,14963000.0,,-27633000.0,110208000.0,-45455000.0,,,,,,,,
2003-03-31,0.0,-4492000.0,1368056000.0,,,11071000.0,77000.0,-177892000.0,29840000.0,29840000.0,77851000.0,,27520000.0,,,159755000,-38119000.0,75450000,-6755000.0,-509438000.0,0.54,,,3910297000.0,-758000.0,,,4831000.0,60286000.0,18769000.0,46421000,,,,19841000.0,-16074000.0,-61009000.0,,3400859000.0,,14479000.0,,19958000.0,76814000.0,22167000.0,1901080000.0,3665840000.0,29029000.0,41412000.0,6433000.0,41587000.0,,,29840000.0,,-34762000.0,,-925000.0,30607000.0,0.53,,2090792000.0,41587000.0,-11582000.0,16163000.0,,-8681000.0,113334000.0,-45806000.0,,,,,,,,
2003-06-30,758000.0,8086000.0,1402729000.0,,,29840000.0,79000.0,-100572000.0,26268000.0,26268000.0,79282000.0,,22776000.0,,,152791000,-33744000.0,69353000,-84886000.0,-533806000.0,0.58,,,3916713000.0,,,,-4569000.0,83772000.0,-3572000.0,38051000,,,,35406000.0,11038000.0,-63089000.0,,3382907000.0,,11327000.0,,32548000.0,78030000.0,50028000.0,1836670000.0,3637130000.0,31302000.0,33378000.0,8840000.0,45029000.0,,,26268000.0,,-2458000.0,,-7700000.0,31089000.0,0.57,,2030154000.0,45029000.0,2952000.0,16793000.0,,-9593000.0,114740000.0,-46289000.0,,,,,,,,
