date,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyChangesInAccountReceivables,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentAssets,quarterlyBasicEPS,quarterlyTotalAssets,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue
2009-12-31,89600000.0,,95600000.0,-384500000.0,350200000.0,350200000.0,700000.0,386500000.0,-14400000.0,26900000.0,368200000.0,-14700000.0,0.0,-5000000.0,-25100000.0,,88100000.0,-26500000.0,21300000.0,0.0,43700000.0,,20000000.0,752700000.0,,-36300000.0,0.0,0.0,111200000.0,17200000.0,38500000.0,25700000,-19900000.0,-31800000.0,51400000,,4000000.0,,,-3400000.0,72900000.0,0.0,681500000.0,285700000.0,815700000.0,355200000.0,459600000,,-6500000.0,1036700000.0,25700000.0,899900000.0,,1715600000.0,,38700000,41300000,48000000.0,38700000,182300000.0,41400000.0,0.0,134100000.0,344300000.0,399400000.0,264200000.0,640100000.0,-4200000.0,10500000.0,115300000.0,1600000.0,11100000.0,350200000.0,155300000.0,-26500000.0,,
2010-03-31,97100000.0,0.47,95700000.0,,346000000.0,346000000.0,700000.0,350200000.0,7600000.0,41300000.0,353300000.0,-600000.0,,-61200000.0,1000000.0,,75200000.0,-12400000.0,19600000.0,0.0,40800000.0,,28000000.0,,,-4200000.0,0.0,,131000000.0,20500000.0,7800000.0,43100000,,-30300000.0,64100000,65744352.0,3700000.0,,,0.0,75500000.0,3700000.0,653800000.0,316400000.0,875000000.0,391900000.0,491100000,,15600000.0,1045700000.0,21000000.0,858700000.0,0.48,1733700000.0,64184589.0,30700000,33700000,44300000.0,30700000,180900000.0,44800000.0,0.0,173600000.0,350900000.0,377000000.0,315700000.0,645400000.0,23800000.0,-12300000.0,140200000.0,-1400000.0,12100000.0,346000000.0,161000000.0,-12400000.0,,
2010-06-30,99200000.0,-5.68,93000000.0,,379500000.0,379500000.0,700000.0,346000000.0,12100000.0,-350300000.0,323800000.0,-1500000.0,,46900000.0,-12000000.0,,53400000.0,-14500000.0,20200000.0,-10000000.0,37700000.0,,89600000.0,,,33600000.0,409900000.0,,132500000.0,20200000.0,-47300000.0,50600000,,27700000.0,71100000,64386231.0,3400000.0,,,-1800000.0,76200000.0,3400000.0,606300000.0,-49000000.0,877300000.0,793700000.0,512300000,,75100000.0,1400000000.0,20500000.0,795200000.0,-5.68,1672500000.0,64386231.0,-365400000,-362400000,41200000.0,-365400000,168800000.0,71700000.0,0.0,187700000.0,362500000.0,345200000.0,256200000.0,229600000.0,8400000.0,-8400000.0,149300000.0,-400100000.0,12200000.0,379500000.0,159300000.0,-14500000.0,,
2010-09-30,93400000.0,0.66,98700000.0,,111400000.0,111400000.0,700000.0,379500000.0,10400000.0,57600000.0,347100000.0,1900000.0,,-8400000.0,82500000.0,,81100000.0,-15100000.0,24000000.0,10000000.0,39800000.0,,-381800000.0,,,-268200000.0,14200000.0,,160200000.0,19800000.0,-20300000.0,54800000,,-52700000.0,76700000,66540027.0,3100000.0,,,-300000.0,72300000.0,3100000.0,721400000.0,-5000000.0,696800000.0,490600000.0,545200000,,-396900000.0,1212000000.0,21900000.0,867900000.0,0.68,1564700000.0,64478630.0,44000000,47200000,42300000.0,44000000,242900000.0,92500000.0,0.0,223300000.0,397000000.0,382700000.0,285000000.0,305600000.0,18000000.0,-23900000.0,148200000.0,3300000.0,13900000.0,111400000.0,197600000.0,-12100000.0,,
2010-12-31,108000000.0,,26700000.0,-380600000.0,67100000.0,67100000.0,700000.0,111400000.0,6700000.0,74100000.0,350300000.0,-200000.0,,18900000.0,-86900000.0,,103200000.0,-31700000.0,27200000.0,0.0,40100000.0,29000000.0,74200000.0,730900000.0,,-44300000.0,0.0,,158400000.0,25400000.0,-18100000.0,69500000,,-20100000.0,89400000,,2800000.0,,,-2200000.0,84100000.0,2800000.0,564400000.0,59600000.0,657700000.0,500500000.0,627200000,,42500000.0,1064900000.0,19900000.0,867200000.0,,1524900000.0,,64600000,67400000,92600000.0,64600000,101000000.0,65400000.0,0.0,209900000.0,449700000.0,378400000.0,265900000.0,412300000.0,100000.0,2800000.0,177500000.0,5600000.0,13300000.0,67100000.0,192600000.0,-31700000.0,,
2011-03-31,108200000.0,1.66,28600000.0,,92500000.0,92500000.0,700000.0,67100000.0,-3200000.0,115100000.0,357400000.0,-54600000.0,,-54900000.0,-33800000.0,,92500000.0,-14400000.0,28600000.0,-1800000.0,41000000.0,11900000.0,71000000.0,,,25400000.0,0.0,,185500000.0,24400000.0,50200000.0,88100000,-9800000.0,-35600000.0,108200000,68993313.0,3300000.0,,,,81800000.0,-23100000.0,527500000.0,174400000.0,785200000.0,550400000.0,678200000,,56600000.0,1077900000.0,20100000.0,904500000.0,1.71,1689700000.0,66905085.0,114700000,118300000,42500000.0,114700000,44200000.0,73300000.0,0.0,130100000.0,481900000.0,399900000.0,331500000.0,562100000.0,20900000.0,-31600000.0,196300000.0,27500000.0,15800000.0,92500000.0,232300000.0,-14400000.0,,
2011-06-30,118700000.0,1.26,31100000.0,,108300000.0,108300000.0,700000.0,92500000.0,10600000.0,100500000.0,367200000.0,-9100000.0,,-19100000.0,-35400000.0,,54000000.0,-22100000.0,23500000.0,-1200000.0,41300000.0,7800000.0,71300000.0,,,15800000.0,51000000.0,,176500000.0,27800000.0,9400000.0,99000000,-2000000.0,-38700000.0,118100000,70065888.0,3300000.0,,,,89200000.0,0.0,521000000.0,262900000.0,848900000.0,566400000.0,737700000,,49200000.0,1087400000.0,19100000.0,921900000.0,1.31,1770800000.0,67747816.0,88600000,89900000,38200000.0,88600000,35000000.0,76700000.0,0.0,140500000.0,520000000.0,407900000.0,353900000.0,633600000.0,-12700000.0,-12200000.0,217700000.0,2200000.0,16200000.0,108300000.0,249400000.0,-22100000.0,,
2011-09-30,112000000.0,1.22,35900000.0,,144700000.0,144700000.0,700000.0,108300000.0,9100000.0,96000000.0,349400000.0,51900000.0,,3500000.0,-32600000.0,,44900000.0,-29100000.0,25900000.0,-900000.0,38000000.0,8600000.0,103700000.0,,,36400000.0,52000000.0,-77200000.0,164100000.0,28400000.0,-37400000.0,92400000,200000.0,-5500000.0,111900000,68656306.0,3500000.0,,,,82300000.0,0.0,553500000.0,346700000.0,843500000.0,528900000.0,706300000,,74600000.0,1082400000.0,19500000.0,881600000.0,1.25,1725100000.0,66811299.0,83800000,86900000,36100000.0,83800000,87000000.0,65700000.0,0.0,131400000.0,501900000.0,384100000.0,333700000.0,593800000.0,-4100000.0,-8700000.0,204400000.0,4000000.0,17200000.0,144700000.0,243500000.0,-29100000.0,,
2011-12-31,99100000.0,,25800000.0,-409100000.0,102400000.0,102400000.0,700000.0,144700000.0,20100000.0,93200000.0,357400000.0,11600000.0,,30400000.0,-81700000.0,,26200000.0,-39600000.0,40300000.0,-900000.0,35600000.0,4900000.0,86000000.0,766500000.0,,-42300000.0,0.0,-53500000.0,137800000.0,24500000.0,-66700000.0,90400000,13500000.0,-26100000.0,109900000,,3600000.0,,,,74000000.0,0.0,535800000.0,416600000.0,750700000.0,451600000.0,671900000,,46400000.0,987400000.0,19500000.0,872500000.0,,1623200000.0,,69900000,73100000,42400000.0,69900000,52000000.0,52400000.0,0.0,174600000.0,482400000.0,363900000.0,296300000.0,587200000.0,-22200000.0,37700000.0,189500000.0,2900000.0,16500000.0,102400000.0,198000000.0,-39600000.0,,
2012-03-31,106600000.0,1.34,28000000.0,,132400000.0,132400000.0,700000.0,102400000.0,1400000.0,93400000.0,368700000.0,-6400000.0,,-13000000.0,-47500000.0,300000.0,20300000.0,-18900000.0,41100000.0,-1400000.0,37700000.0,5100000.0,94300000.0,,,30000000.0,0.0,-48600000.0,168600000.0,26100000.0,-54000000.0,89500000,-1400000.0,-18000000.0,113100000,66399459.0,3600000.0,,,,79100000.0,3600000.0,527700000.0,505700000.0,816600000.0,488200000.0,657300000,,75400000.0,1015900000.0,19400000.0,900700000.0,1.38,1717300000.0,64648494.0,89200000,92000000,38500000.0,89200000,52000000.0,55000000.0,0.0,183400000.0,461200000.0,373100000.0,314200000.0,701400000.0,28600000.0,-24500000.0,196100000.0,4200000.0,18000000.0,132400000.0,226000000.0,-18900000.0,,
2012-06-30,100900000.0,1.15,26200000.0,,149800000.0,149800000.0,700000.0,132400000.0,17600000.0,96500000.0,346900000.0,6400000.0,,-16100000.0,-30300000.0,,20700000.0,-21700000.0,39600000.0,-1500000.0,35500000.0,6000000.0,75200000.0,,,17400000.0,52300000.0,-51200000.0,143600000.0,26100000.0,-87500000.0,92800000,-1400000.0,-24400000.0,112100000,65625136.0,4000000.0,,,,74000000.0,4000000.0,514500000.0,581400000.0,799400000.0,435300000.0,635200000,,53500000.0,949800000.0,19300000.0,849500000.0,1.18,1648900000.0,64288346.0,75600000,78900000,37900000.0,75600000,67000000.0,54000000.0,0.0,114000000.0,441500000.0,347800000.0,314200000.0,649900000.0,-17400000.0,14900000.0,193700000.0,4200000.0,19500000.0,149800000.0,198100000.0,-21700000.0,,
2012-09-30,102000000.0,1.19,27900000.0,,225000000.0,225000000.0,700000.0,149800000.0,-3300000.0,76200000.0,370000000.0,700000.0,,4200000.0,-10300000.0,300000.0,123100000.0,-26700000.0,40100000.0,-1700000.0,39400000.0,3900000.0,112600000.0,,,75200000.0,52800000.0,-47100000.0,143600000.0,25500000.0,-67800000.0,73200000,-12800000.0,22300000.0,95800000,64904085.0,3400000.0,,,,76400000.0,3400000.0,453900000.0,658900000.0,881900000.0,561400000.0,588300000,,85900000.0,1015300000.0,19300000.0,895400000.0,1.22,1777300000.0,63628835.0,77500000,79500000,39100000.0,77500000,0.0,41500000.0,-5100000.0,126400000.0,413100000.0,365200000.0,318300000.0,709700000.0,-4400000.0,300000.0,175200000.0,3300000.0,19200000.0,225000000.0,205000000.0,-31800000.0,,
2012-12-31,106200000.0,,29900000.0,-441400000.0,175000000.0,175000000.0,700000.0,225000000.0,8100000.0,70100000.0,389000000.0,-59100000.0,0.0,18700000.0,-94500000.0,400000.0,76200000.0,-33200000.0,42300000.0,-900000.0,39400000.0,0.0,76300000.0,389000000.0,,-50000000.0,33800000.0,-51400000.0,115400000.0,26600000.0,-122600000.0,69000000,12800000.0,-19800000.0,87900000,,3400000.0,,,,78700000.0,3400000.0,572600000.0,718600000.0,792600000.0,445700000.0,596500000,,43100000.0,1018300000.0,18900000.0,954400000.0,,1747000000.0,,59700000,62000000,64400000.0,59700000,0.0,43300000.0,0.0,248400000.0,421300000.0,371700000.0,301500000.0,676400000.0,-29800000.0,15000000.0,175200000.0,1500000.0,20500000.0,175000000.0,191800000.0,-33200000.0,,
2013-03-31,116000000.0,1.15,30500000.0,,175700000.0,175700000.0,700000.0,175000000.0,8200000.0,84200000.0,378400000.0,-13100000.0,,-53200000.0,-40200000.0,300000.0,63600000.0,-20400000.0,42500000.0,-1300000.0,41400000.0,,64000000.0,378400000.0,,700000.0,30700000.0,-43800000.0,156200000.0,30300000.0,-130800000.0,81700000,-1000000.0,-36200000.0,103000000,64071002.0,3200000.0,,,,82500000.0,3200000.0,558800000.0,792200000.0,854900000.0,471300000.0,644700000,,43600000.0,1030100000.0,21300000.0,936000000.0,1.17,1790900000.0,62921412.0,73700000,76000000,61800000.0,73700000,,47600000.0,0.0,251500000.0,447000000.0,362200000.0,348600000.0,707200000.0,45100000.0,-14800000.0,197700000.0,2800000.0,19800000.0,175700000.0,202300000.0,-20400000.0,,
2013-06-30,120200000.0,1.31,29900000.0,,166400000.0,166400000.0,700000.0,175700000.0,9700000.0,95500000.0,370900000.0,-38600000.0,,-1500000.0,-79200000.0,,23800000.0,-20600000.0,41300000.0,-1400000.0,40500000.0,,92100000.0,370900000.0,,-9300000.0,29300000.0,-56900000.0,159600000.0,29500000.0,-148600000.0,86400000,900000.0,-19400000.0,108300000,63500403.0,3400000.0,,,,89200000.0,3400000.0,561700000.0,875500000.0,865600000.0,436400000.0,678200000,,71500000.0,998100000.0,21900000.0,929100000.0,1.33,1794700000.0,62673044.0,83200000,85800000,59800000.0,83200000,,43700000.0,0.0,253000000.0,471600000.0,363700000.0,347800000.0,746000000.0,3300000.0,-6900000.0,206600000.0,9300000.0,20500000.0,166400000.0,206700000.0,-20600000.0,,
