date,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyInventory
1991-03-31,,129500000.0,2800000.0,,-4100000.0,5600000.0,900000.0,,,10400000.0,-13300000.0,,9500000.0,395300000.0,2900000.0,,,382000000.0,2900000,2900000.0,,0.0,,-5000000.0,,0.0,,,,356500000.0,146400000.0,,,,,4900000.0,,,14700000.0,13300000.0,14700000.0,5500000.0,-1000000.0,,,-1100000.0,,8800000.0,9800000.0,,,,,10600000.0,9400000.0,3700000.0,4800000.0,,,,1100000.0,,,,201900000.0,16500000.0,2000000.0,,9200000.0,,,,,,,,
1991-06-30,,127500000.0,2800000.0,,-4100000.0,2200000.0,1200000.0,,,9100000.0,-8800000.0,,2300000.0,401000000.0,2100000.0,,,389600000.0,2100000,2100000.0,,0.0,,-11100000.0,,0.0,,,,355500000.0,154600000.0,,,,,3500000.0,,,13600000.0,11400000.0,13600000.0,0.0,-1000000.0,,,-3000000.0,,8800000.0,9800000.0,,,,,5300000.0,700000.0,4700000.0,3500000.0,,,,-1600000.0,,,,202600000.0,15100000.0,1400000.0,,-1100000.0,,,,,,,,
1991-09-30,,127000000.0,2700000.0,,-4000000.0,1100000.0,1200000.0,,,11300000.0,0.0,,5400000.0,396900000.0,3500000.0,,,386000000.0,3500000,3500000.0,,0.0,,-1500000.0,,0.0,,,,349000000.0,156800000.0,,,,,5800000.0,,,8600000.0,10900000.0,8600000.0,0.0,-6500000.0,,,-1600000.0,,8800000.0,-100000.0,,,,,7000000.0,100000.0,-10600000.0,5800000.0,,,,1900000.0,,,,201800000.0,17300000.0,2300000.0,,-5000000.0,,,,,,,,
1991-12-31,,124300000.0,3000000.0,,-4300000.0,4900000.0,1500000.0,,,9700000.0,-900000.0,,11300000.0,393400000.0,1700000.0,,,385300000.0,2000000,1700000.0,,0.0,,400000.0,,0.0,,,,345600000.0,155000000.0,,,,,3800000.0,,,14700000.0,8100000.0,14700000.0,0.0,-3400000.0,,,-2000000.0,,8600000.0,-19500000.0,,,,,13300000.0,3300000.0,-7600000.0,3800000.0,,,,-700000.0,,,,201600000.0,15400000.0,1800000.0,,6100000.0,,,,,,,,
1992-03-31,,122500000.0,2800000.0,,-4300000.0,1400000.0,1000000.0,,,9900000.0,-2100000.0,,4400000.0,390000000.0,2500000.0,,,384100000.0,2500000,2500000.0,,0.0,,-2800000.0,,0.0,,,,344600000.0,155600000.0,,,,,4200000.0,,,13600000.0,5900000.0,13600000.0,14700000.0,-1000000.0,,,-2600000.0,,8500000.0,100000.0,,300000.0,,5300000.0,7000000.0,1900000.0,-5300000.0,4300000.0,,,,1300000.0,6100000.0,,,202200000.0,15500000.0,1700000.0,,-1100000.0,,,,,,,,
1992-06-30,,120800000.0,2900000.0,,-4300000.0,-500000.0,1200000.0,,,10200000.0,0.0,,1000000.0,386900000.0,2600000.0,,,382500000.0,2600000,2600000.0,,0.0,,-300000.0,,0.0,,,,343700000.0,154900000.0,,,,,4300000.0,,,10900000.0,4400000.0,10900000.0,0.0,-1300000.0,,,-2200000.0,,8500000.0,0.0,,100000.0,,5500000.0,3200000.0,1900000.0,-5600000.0,4300000.0,,,,-1000000.0,5700000.0,,,201800000.0,15700000.0,1700000.0,,-2700000.0,,,,,,,,
1992-09-30,,119000000.0,2800000.0,,-4300000.0,,1100000.0,,,9400000.0,0.0,,0.0,387500000.0,2400000.0,,,384800000.0,2400000,2400000.0,,0.0,,-4800000.0,,0.0,,,,338700000.0,156000000.0,,,,,4000000.0,,,5600000.0,2700000.0,5600000.0,0.0,-4600000.0,,,-3900000.0,,8500000.0,0.0,,,,5600000.0,3900000.0,-900000.0,-4500000.0,4000000.0,,,,-400000.0,8300000.0,,,203300000.0,15300000.0,1600000.0,,-5300000.0,,,,,,,,
1992-12-31,,107900000.0,3000000.0,,-4600000.0,,1000000.0,,,11200000.0,-5900000.0,,-700000.0,420600000.0,-6300000.0,,,423800000.0,-6300000,-6300000.0,,0.0,,24400000.0,,-100000.0,,,,394600000.0,130000000.0,,,,,-10200000.0,,,51500000.0,-3200000.0,51500000.0,0.0,-1000000.0,,,-2500000.0,,8400000.0,-7700000.0,,,,6400000.0,1800000.0,32900000.0,19800000.0,-10100000.0,,,,-6700000.0,6400000.0,,,203500000.0,1200000.0,-3900000.0,,45900000.0,,,,,,,,
1993-03-31,,105900000.0,2900000.0,,-5000000.0,-13300000.0,1200000.0,,,11000000.0,-900000.0,,-5300000.0,376600000.0,2800000.0,,,381700000.0,3200000,2800000.0,,0.0,,-1900000.0,,0.0,,,,340200000.0,130600000.0,,,,,5400000.0,,,8200000.0,-5100000.0,8200000.0,51500000.0,-31000000.0,,,-1400000.0,,8400000.0,-1500000.0,,,,6400000.0,-3900000.0,400000.0,-37500000.0,5300000.0,,,,3400000.0,7500000.0,,,202600000.0,16700000.0,2200000.0,,-43200000.0,,,,,,,,
1993-06-30,,-70600000.0,2800000.0,,-6500000.0,-800000.0,1200000.0,,,11700000.0,0.0,,7300000.0,491700000.0,13100000.0,,,372100000.0,13300000,13100000.0,,0.0,,-200000.0,,0.0,,,,339300000.0,129600000.0,,,,,4800000.0,,,122800000.0,119600000.0,122800000.0,0.0,-1200000.0,,,-1200000.0,,8300000.0,-58000000.0,,,,,8500000.0,1000000.0,106400000.0,4800000.0,,,,-300000.0,,,,201500000.0,15900000.0,-8500000.0,,114600000.0,,,,,,,,
1993-09-30,,-72900000.0,2900000.0,,-9400000.0,-1200000.0,700000.0,,,11900000.0,-4100000.0,,6100000.0,483000000.0,7100000.0,,,363700000.0,7100000,7100000.0,,0.0,,-6100000.0,,0.0,,,,354100000.0,133900000.0,,,,,,,,109000000.0,119300000.0,109000000.0,0.0,-8300000.0,,,-2000000.0,,8400000.0,-100000.0,,,,,8100000.0,0.0,-15800000.0,7000000.0,,,,-700000.0,,0.0,,201100000.0,,,,-13800000.0,,,,,,,,
1993-12-31,,-77500000.0,2800000.0,,-9600000.0,-6100000.0,1200000.0,,,13400000.0,-19500000.0,,-7700000.0,385800000.0,5000000.0,,,270100000.0,8200000,5000000.0,,0.0,,9800000.0,,0.0,,,,235000000.0,101700000.0,,,,,8200000.0,,,24100000.0,115700000.0,24100000.0,0.0,-328400000.0,,,-22400000.0,,6100000.0,-400000.0,,,,,14700000.0,51700000.0,-109500000.0,8300000.0,,,,9900000.0,,0.0,,221700000.0,17100000.0,0.0,,-85000000.0,,,,,,,,
1994-03-31,,-78300000.0,2600000.0,,-10900000.0,-800000.0,1200000.0,,,15600000.0,5500000.0,,5500000.0,387700000.0,10100000.0,,,266600000.0,10100000,10100000.0,,0.0,,-1200000.0,,-3700000.0,,,,257300000.0,4000000.0,,,,,,,,20100000.0,121100000.0,20100000.0,24100000.0,-500000.0,,,-3000000.0,,3600000.0,0.0,,6100000.0,,,8500000.0,,-11400000.0,10100000.0,,,,-3200000.0,,,,222300000.0,,,,-4000000.0,,,,,,,,
1994-06-30,,-78900000.0,2700000.0,,-10700000.0,-300000.0,1300000.0,,,15800000.0,-10000000.0,,5800000.0,383600000.0,10100000.0,,,265200000.0,10100000,10100000.0,,0.0,,-1800000.0,,3700000.0,,,,257000000.0,4900000.0,,,,,,,,17500000.0,118400000.0,17500000.0,0.0,-400000.0,,,-4700000.0,,3600000.0,-100000.0,,3900000.0,,,10500000.0,,-11200000.0,10200000.0,,,,-2000000.0,,,,224700000.0,,,,-2600000.0,,,,,,,,
1994-09-30,,-79200000.0,2700000.0,,-10800000.0,-500000.0,1200000.0,,,16200000.0,100000.0,,2100000.0,395200000.0,10500000.0,,,276700000.0,10500000,10500000.0,,0.0,,-5000000.0,,-100000.0,,,,268700000.0,2600000.0,,,,,,,,25400000.0,118500000.0,25400000.0,0.0,100000.0,,,-9600000.0,,3500000.0,300000.0,,4200000.0,,,11700000.0,4600000.0,1200000.0,10600000.0,,,,-700000.0,,,,231700000.0,,,,7900000.0,,,,,,,,
1994-12-31,,-79500000.0,2800000.0,,-10800000.0,1700000.0,2900000.0,,,40500000.0,,,8100000.0,393500000.0,10500000.0,,,276800000.0,10500000,10500000.0,,0.0,,-7400000.0,,100000.0,,,,268400000.0,94600000.0,,,,,,,,23600000.0,116700000.0,23600000.0,0.0,-100000.0,,,-8100000.0,,3400000.0,0.0,,2300000.0,,,16200000.0,-3800000.0,-10700000.0,10400000.0,,,,1300000.0,,,,237100000.0,,,,-1900000.0,,,,,,,,
1995-03-31,,-79800000.0,2800000.0,,-12200000.0,-1400000.0,1700000.0,,,23700000.0,,,-88500000.0,487500000.0,11800000.0,,,373000000.0,11800000,11800000.0,,0.0,,-92400000.0,,0.0,,,,350100000.0,191800000.0,,,,,,,,17700000.0,114500000.0,17700000.0,23600000.0,-200000.0,,,-104500000.0,,4200000.0,100000.0,,-500000.0,,,16000000.0,12100000.0,70500000.0,11900000.0,,,,2700000.0,,,,238900000.0,,,,-5900000.0,,,,,,,,
1995-06-30,,-80800000.0,2900000.0,,-14100000.0,,2100000.0,,,25500000.0,,,104700000.0,495200000.0,13200000.0,,,301100000.0,13200000,13200000.0,,0.0,,-7000000.0,,-100200000.0,,,,280000000.0,191700000.0,,,,,,,,18000000.0,194100000.0,18000000.0,0.0,-60200000.0,,,93100000.0,,4400000.0,0.0,,,,,11600000.0,100000.0,-4300000.0,13200000.0,,,,-5600000.0,,,,243300000.0,,,,400000.0,,,,,,,,
1995-09-30,,-80200000.0,3000000.0,,-13000000.0,,1200000.0,,,25800000.0,,,13200000.0,501400000.0,13600000.0,,,307500000.0,13600000,13600000.0,,0.0,,-9700000.0,,100400000.0,,,,289500000.0,194100000.0,,,,,,,,21100000.0,193900000.0,21100000.0,0.0,-200000.0,,,-3100000.0,,3900000.0,-100000.0,,-800000.0,,,16300000.0,400000.0,-3400000.0,13800000.0,,,,2800000.0,,,,243600000.0,,,,3100000.0,,,,,,,,
1995-12-31,,-79400000.0,3100000.0,,-13600000.0,1400000.0,1700000.0,,,27900000.0,-2200000.0,,16900000.0,491500000.0,14400000.0,,,297200000.0,14400000,14400000.0,,0.0,,5200000.0,,-200000.0,,,,277200000.0,185800000.0,,,,,,,,19100000.0,194300000.0,19100000.0,0.0,-30600000.0,,,-2100000.0,,3900000.0,-500000.0,,-1400000.0,,,19000000.0,9700000.0,-26200000.0,14200000.0,,,,200000.0,,,,243000000.0,,,,-2000000.0,,,,,,,,
1996-03-31,,-78300000.0,3100000.0,,-14800000.0,1000000.0,1200000.0,,,28900000.0,-17000000.0,,16700000.0,471700000.0,15900000.0,,,275600000.0,15900000,15900000.0,,0.0,,22700000.0,,0.0,,,,257000000.0,141400000.0,,,,,,,,25700000.0,196100000.0,25700000.0,19100000.0,-40200000.0,,,-1500000.0,,4200000.0,0.0,,-1300000.0,,,18200000.0,41200000.0,-34300000.0,16000000.0,,,,-1400000.0,,,,241600000.0,,,,6500000.0,,,,,,,,
1996-06-30,,-78000000.0,3100000.0,,-14800000.0,-2500000.0,1300000.0,,,28600000.0,0.0,,6100000.0,472500000.0,15100000.0,,,276000000.0,15100000,15100000.0,,0.0,,-9500000.0,,0.0,,,,256600000.0,142800000.0,,,,,,,,16700000.0,196500000.0,16700000.0,0.0,-400000.0,,,-9500000.0,,4200000.0,0.0,,-1500000.0,,,15600000.0,0.0,-15000000.0,15100000.0,,,,0.0,,,,248300000.0,,,,-8900000.0,,,,,,,,
1996-09-30,,-78000000.0,3200000.0,,-15000000.0,-1300000.0,1400000.0,,,28500000.0,0.0,,15600000.0,473900000.0,14900000.0,,,272900000.0,14900000,14900000.0,,0.0,,-200000.0,,0.0,,,,256200000.0,135800000.0,,,,,,,,21800000.0,201000000.0,21800000.0,0.0,-500000.0,,,-500000.0,,4200000.0,0.0,,-1500000.0,,,16100000.0,300000.0,-11000000.0,14900000.0,,,,-600000.0,,,,245800000.0,,,,5000000.0,,,,,,,,
1996-12-31,,-77600000.0,5300000.0,,-15000000.0,-3300000.0,1300000.0,,,31000000.0,0.0,,17500000.0,565200000.0,15400000.0,,,288900000.0,15400000,15400000.0,,0.0,,1900000.0,,0.0,,,,242000000.0,140300000.0,,,,,,,,89700000.0,276300000.0,89700000.0,0.0,-14100000.0,,,-3300000.0,,4100000.0,0.0,,-1000000.0,,,20800000.0,5200000.0,45300000.0,15400000.0,,,,2700000.0,,,,246200000.0,,,,68000000.0,,,,,,,,
1997-03-31,,-84600000.0,9500000.0,,-16700000.0,1000000.0,1800000.0,,,29300000.0,,,19400000.0,561500000.0,9700000.0,,,292200000.0,9700000,9700000.0,,0.0,,-300000.0,,100000.0,,,,242000000.0,143500000.0,,,,,,,,92400000.0,269300000.0,92400000.0,89700000.0,-200000.0,,,-400000.0,,4100000.0,100000.0,,-1000000.0,,,19800000.0,,-16700000.0,9800000.0,,,,-100000.0,,,,243600000.0,,,,2700000.0,,,,,,,,
1997-06-30,,-92300000.0,12000000.0,,-21500000.0,4800000.0,2900000.0,,,48800000.0,,,-339300000.0,1646300000.0,8900000.0,,,928900000.0,13800000,13800000.0,,0.0,,-629500000.0,,-29600000.0,,,,862900000.0,190600000.0,,,,,,,,199800000.0,539300000.0,199800000.0,0.0,-11800000.0,,,-370500000.0,,13300000.0,276100000.0,,,,,31200000.0,,705700000.0,15900000.0,,,,900000.0,,,,888000000.0,,,,107400000.0,,,,,,,,
1997-09-30,,-98700000.0,13300000.0,,-22000000.0,-6300000.0,3500000.0,,,56500000.0,138400000.0,,-168300000.0,1551500000.0,10400000.0,,,838200000.0,15600000,15600000.0,,0.0,,-41000000.0,,1900000.0,,,,772200000.0,210200000.0,,,,,,,277200000.0,58400000.0,534900000.0,58400000.0,0.0,-151900000.0,,,-181300000.0,,13600000.0,100000.0,,1000000.0,,,13000000.0,,-113600000.0,18100000.0,,,,-9300000.0,,,,1065300000.0,,,,-141400000.0,,,,,,,,
1997-12-31,,-109600000.0,12600000.0,,-32800000.0,11000000.0,5400000.0,,,67900000.0,82600000.0,,-312200000.0,2524100000.0,16500000.0,,,1031700000.0,21900000,21900000.0,,0.0,,-393700000.0,,-117300000.0,,,,956700000.0,517300000.0,,,,,,,279900000.0,356000000.0,1313800000.0,356000000.0,0.0,-258300000.0,,,-359000000.0,,11900000.0,-200000.0,,-800000.0,,,46800000.0,,644600000.0,24700000.0,,,,1400000.0,,,,1390700000.0,,,,297600000.0,,,,,,,,
1998-03-31,,-112000000.0,11200000.0,,-33900000.0,-7700000.0,4900000.0,,,83600000.0,-13600000.0,,-490700000.0,2965200000.0,26100000.0,,,1472200000.0,31500000,31500000.0,,0.0,,-543900000.0,,-20900000.0,,,,1385100000.0,523300000.0,,,,,,,280600000.0,236700000.0,1314000000.0,236700000.0,356000000.0,-122600000.0,,,-524300000.0,,19800000.0,-100000.0,,700000.0,,,33600000.0,14900000.0,391000000.0,34100000.0,,,,,,,,1942700000.0,,,,-119300000.0,,,,,,,,
1998-06-30,,-114100000.0,15600000.0,,-38400000.0,-3300000.0,7100000.0,,,114400000.0,-8800000.0,,-155900000.0,3983500000.0,30900000.0,,,1919000000.0,36300000,36300000.0,,0.0,,-435800000.0,,-222500000.0,,,,1809100000.0,737000000.0,,,,,,,281300000.0,257600000.0,1759300000.0,257600000.0,0.0,-747200000.0,,,-204500000.0,,26700000.0,0.0,,2500000.0,,,48600000.0,0.0,408100000.0,40800000.0,,,,,,,,2601200000.0,,,,20900000.0,,,,,,,,
1998-09-30,,-107400000.0,14800000.0,,-38400000.0,-18300000.0,6800000.0,,,130400000.0,-51400000.0,,-176700000.0,4127700000.0,39700000.0,,,2041100000.0,45100000,45100000.0,,0.0,,-205100000.0,,40700000.0,,,,1917600000.0,91700000.0,,,,,,,282000000.0,140900000.0,1784100000.0,140900000.0,0.0,-13200000.0,,,-194400000.0,,34000000.0,-6500000.0,,-12900000.0,,,17700000.0,0.0,70700000.0,48900000.0,,,,,,,,2803800000.0,,,,-116700000.0,,,,,,,,
1998-12-31,,-132800000.0,17600000.0,,-62600000.0,25700000.0,9800000.0,,,126100000.0,300000.0,,47800000.0,4425800000.0,34600000.0,,,2209800000.0,40000000,40000000.0,,0.0,,-72600000.0,,-42100000.0,,,,2051000000.0,905000000.0,,,,,,,282800000.0,167800000.0,1782700000.0,167800000.0,0.0,-11900000.0,,,-41700000.0,,34200000.0,-4600000.0,,-19000000.0,,,89500000.0,10900000.0,10000000.0,45300000.0,,,,6200000.0,,,,3089100000.0,,,,27000000.0,,,,,,,,
1999-03-31,,-126700000.0,19300000.0,,-42000000.0,-47600000.0,9600000.0,,,152100000.0,-3800000.0,,-85900000.0,4848100000.0,43200000.0,,,2242500000.0,48900000,48900000.0,,0.0,,-141100000.0,,-35100000.0,,,,2107100000.0,1220100000.0,,,,,,,365800000.0,80100000.0,1871300000.0,80100000.0,167800000.0,-164000000.0,,,-106200000.0,,35600000.0,-8500000.0,,-20000000.0,,,20300000.0,4000000.0,33100000.0,58100000.0,,,,,,,,3231000000.0,,,,-87700000.0,,,,,,,,
1999-06-30,,-120400000.0,19600000.0,,-57300000.0,-5100000.0,10200000.0,,,159600000.0,-100000.0,,41000000.0,4866400000.0,43600000.0,,,2105400000.0,52000000,52000000.0,,0.0,,-1200000.0,,21400000.0,,,,1964500000.0,1244000000.0,,,,,,,477500000.0,61500000.0,2021100000.0,61500000.0,0.0,-142500000.0,,,-25500000.0,,35300000.0,4900000.0,,-17600000.0,,,66500000.0,3000000.0,-83900000.0,63900000.0,,,,,,,,3238200000.0,,,,-18600000.0,,,,,,,,
1999-09-30,,-113000000.0,21400000.0,,-58200000.0,11200000.0,7700000.0,,,173200000.0,0.0,,-123600000.0,5308100000.0,45300000.0,,,2219700000.0,55000000,55000000.0,,140800000.0,,-195900000.0,,-36800000.0,,,,2073000000.0,1271900000.0,,,,,,,481400000.0,140800000.0,2027200000.0,140800000.0,0.0,-88500000.0,,,-164600000.0,,35100000.0,338800000.0,,-25000000.0,,,41000000.0,5500000.0,234200000.0,69400000.0,,,,,,,,3554300000.0,,,,79200000.0,,,,,,,,
