date,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyEbitda,quarterlyTaxProvision,quarterlyStockBasedCompensation,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyDilutedEPS,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,quarterlyInventory
2010-12-31,,-1480876000.0,185818000.0,,-186773000.0,72156000.0,1158834000.0,766116000.0,,1047314000.0,-575515000.0,,-112957000.0,20517471000.0,243414000.0,,,12359092000.0,302524000,256973000.0,,690789000.0,,-571458000.0,170333000.0,-170817000.0,,13278000.0,,10893639000.0,2285545000.0,,,,3883000.0,308949000.0,348745000.0,790405000.0,690789000.0,6315710000.0,1456905000.0,846254000.0,-86549000.0,8487000.0,-2763997000.0,-289322000.0,,118290000.0,-454634000.0,,73453000.0,17674922000.0,,176365000.0,371771000.0,239628000.0,466860000.0,,,,-84629000.0,438479000.0,,,14910925000.0,613057000.0,6425000.0,,-155465000.0,,,,,,,,
2011-03-31,,-1208993000.0,136860000.0,,-164134000.0,8211000.0,349776000.0,821920000.0,,1558351000.0,0.0,,154827000.0,20492400000.0,399215000.0,,,11881036000.0,311506000,412663000.0,,618361000.0,,60421000.0,167621000.0,12174000.0,,13279000.0,,10631396000.0,2725060000.0,,,,-316129000.0,317888000.0,333270000.0,790273000.0,618361000.0,6647629000.0,1440281000.0,690789000.0,-1197312000.0,-10475000.0,-2841824000.0,-41275000.0,,130132000.0,80077000.0,-570000.0,130614000.0,17664261000.0,,196102000.0,15162000.0,-328951000.0,680662000.0,,,,-18993000.0,469443000.0,,,14822437000.0,584880000.0,6382000.0,,-72428000.0,,,,,,,,
2011-06-30,,-1244254000.0,137120000.0,,-179193000.0,-6608000.0,50251000.0,791676000.0,,597168000.0,0.0,,-14220000.0,20538864000.0,91913000.0,,,11749873000.0,130511000,108581000.0,,591515000.0,,-37164000.0,168624000.0,78953000.0,,13256000.0,,10540048000.0,2766518000.0,,,,-110247000.0,136433000.0,317257000.0,1004793000.0,591515000.0,6760241000.0,1383191000.0,618361000.0,-439505000.0,-1003000.0,-2941929000.0,-78158000.0,,137202000.0,6209000.0,-8178000.0,114479000.0,17709161000.0,,63938000.0,4139000.0,-53620000.0,136433000.0,,,,-192949000.0,436229000.0,,,14767232000.0,410755000.0,5922000.0,,-26846000.0,,,,,,,,
2011-09-30,,-1330405000.0,141012000.0,,-159060000.0,75061000.0,332111000.0,631361000.0,,558024000.0,0.0,,263285000.0,20188228000.0,41135000.0,,,11664539000.0,62540000,53762000.0,,585183000.0,,-24932000.0,145854000.0,25186000.0,,13814000.0,,10406550000.0,2596362000.0,,,,-14489000.0,69684000.0,334878000.0,1029205000.0,585183000.0,6751785000.0,1216544000.0,591515000.0,-1029793000.0,22770000.0,-2975075000.0,-43346000.0,,177713000.0,-5295000.0,-19999000.0,-59019000.0,17451202000.0,,306631000.0,0.0,-288031000.0,69684000.0,,,,68340000.0,469024000.0,,,14476127000.0,388409000.0,7144000.0,,-6332000.0,,,,,,,,
2011-12-31,,-1401704000.0,165998000.0,,-184332000.0,3389000.0,304746000.0,741321000.0,,583797000.0,-98979000.0,,-50997000.0,20446487000.0,69508000.0,,,11777363000.0,97747000,87296000.0,,606553000.0,,-163086000.0,171798000.0,209861000.0,,13315000.0,,10562002000.0,2828430000.0,,,,-131057000.0,103126000.0,319704000.0,1029033000.0,606553000.0,6828316000.0,1347874000.0,585183000.0,-1073717000.0,-2423000.0,-3095037000.0,-186825000.0,,135483000.0,75799000.0,-217000.0,73729000.0,17627011000.0,,135828000.0,51117000.0,48628000.0,103126000.0,,,,-137581000.0,423512000.0,,,14531974000.0,404607000.0,5379000.0,,21370000.0,,,,,,,,
2012-03-31,,-1312670000.0,145304000.0,,-179854000.0,951000.0,55890000.0,754510000.0,,736211000.0,-21054000.0,,242437000.0,20269729000.0,233735000.0,,,11509293000.0,223549000,251522000.0,,614359000.0,,172095000.0,191184000.0,-19355000.0,,13380000.0,,10302599000.0,2961988000.0,,,,-46732000.0,230645000.0,304385000.0,1028951000.0,614359000.0,6841667000.0,1368869000.0,606553000.0,-884679000.0,-19386000.0,-3173515000.0,-64666000.0,,135169000.0,-9822000.0,-30034000.0,67174000.0,17645281000.0,,307103000.0,306022000.0,-471392000.0,230645000.0,,,,95377000.0,453578000.0,,,14471766000.0,511118000.0,7096000.0,,7806000.0,,,,,,,,
2012-06-30,,-1420304000.0,140313000.0,,-181208000.0,-51061000.0,46834000.0,466599000.0,,528959000.0,-11102000.0,,-120010000.0,20003765000.0,20510000.0,,,11493315000.0,46216000,38297000.0,,471363000.0,,-1201000.0,180769000.0,-40353000.0,,15577000.0,,10218027000.0,2785534000.0,,,,-10505000.0,53695000.0,266386000.0,1028957000.0,471363000.0,6505740000.0,937962000.0,614359000.0,-622541000.0,10415000.0,-3070968000.0,-76771000.0,,128427000.0,103523000.0,0.0,-162785000.0,17162450000.0,,-43239000.0,-247562000.0,-98556000.0,53695000.0,,,,-277793000.0,431346000.0,,,14091482000.0,322435000.0,7479000.0,,-142996000.0,,,,,,,,
2012-09-30,,-1319118000.0,133390000.0,,-158319000.0,55933000.0,313229000.0,485001000.0,,597654000.0,-40913000.0,,143657000.0,20397816000.0,232393000.0,,,11713463000.0,106842000,241306000.0,,465884000.0,,-136882000.0,181242000.0,-34372000.0,,15432000.0,,9810578000.0,2836574000.0,,,,-59027000.0,109857000.0,252683000.0,1245114000.0,465884000.0,6901979000.0,950885000.0,471363000.0,-563075000.0,-473000.0,-3034815000.0,-103125000.0,,120770000.0,9628000.0,-243300000.0,-160107000.0,16988854000.0,,246782000.0,0.0,-115379000.0,109857000.0,,,,-44449000.0,442644000.0,,,13954039000.0,364017000.0,3015000.0,,-5479000.0,,,,,,,,
2012-12-31,,-1573275000.0,138881000.0,,-253913000.0,280832000.0,308453000.0,398188000.0,,288266000.0,-656226000.0,,196440000.0,21965975000.0,62633000.0,,,13117679000.0,46975000,86135000.0,,960319000.0,,-676274000.0,195718000.0,-37438000.0,,15305000.0,,2528008000.0,2703271000.0,,,,-18730000.0,37788000.0,370602000.0,1247718000.0,960319000.0,6850935000.0,1358507000.0,465884000.0,-677399000.0,-13827000.0,-3097074000.0,-117963000.0,,383706000.0,-33718000.0,-134000.0,-18946000.0,18495359000.0,,314403000.0,447481000.0,856306000.0,37788000.0,,,,-84515000.0,484746000.0,,603710000.0,15398285000.0,560375000.0,-9187000.0,,494435000.0,,,,,,,,
2013-03-31,1676014000.0,-1479296000.0,148918000.0,426621000.0,-159503000.0,-17114000.0,54582000.0,382987000.0,12678896000.0,721016000.0,-58522000.0,447853000.0,414927000.0,21126127000.0,231990000.0,19450113000.0,460447000.0,13105517000.0,81866000,262922000.0,581902000.0,585823000.0,-52387000.0,527685000.0,921812000.0,14780000.0,,15453000.0,,10421179000.0,2626775000.0,260569000.0,208310000.0,-21908000.0,-39892000.0,82939000.0,393771000.0,1285166000.0,585823000.0,7094782000.0,585823000.0,960319000.0,-2529836000.0,51514000.0,-3181760000.0,-35334000.0,,116466000.0,-156656000.0,-262805000.0,120953000.0,18393074000.0,,414927000.0,199200000.0,-1317108000.0,252137000.0,,,11374000.0,65010000.0,426621000.0,,586237000.0,15211314000.0,348323000.0,1073000.0,,-374496000.0,,,,,,,,
2013-06-30,2025022000.0,-1471643000.0,140725000.0,393362000.0,-155773000.0,-1788000.0,54323000.0,402935000.0,12018642000.0,685858000.0,-39925000.0,436877000.0,29873000.0,20333231000.0,145926000.0,18308209000.0,424778000.0,12412004000.0,118331000,158194000.0,566083000.0,781655000.0,18212000.0,543000000.0,931296000.0,49629000.0,,15369000.0,486901000.0,10024737000.0,2474467000.0,261080000.0,204960000.0,-28782000.0,-19580000.0,121208000.0,289110000.0,1284905000.0,781655000.0,7136492000.0,781655000.0,585823000.0,-270605000.0,2307000.0,-3246837000.0,-50216000.0,,116929000.0,-407000.0,-36927000.0,132894000.0,17636992000.0,,29873000.0,46965000.0,-377041000.0,219818000.0,,,15151000.0,-233086000.0,393362000.0,,486901000.0,14390155000.0,378862000.0,2877000.0,,195832000.0,,,,,,,,
2013-09-30,2129307000.0,-1527663000.0,129606000.0,442623000.0,-156876000.0,-9043000.0,48250000.0,210554000.0,12004864000.0,683380000.0,-87632000.0,452456000.0,344792000.0,20275321000.0,83005000.0,18146014000.0,418958000.0,12447487000.0,113500000,103374000.0,468502000.0,872323000.0,-12564000.0,-50285000.0,936005000.0,6536000.0,,15420000.0,,10001333000.0,2394887000.0,264422000.0,175568000.0,11786000.0,-153152000.0,115722000.0,275250000.0,1284895000.0,872323000.0,7024219000.0,872323000.0,781655000.0,-50979000.0,9459000.0,-3334920000.0,-63460000.0,,114890000.0,-13571000.0,0.0,83327000.0,17764937000.0,,344792000.0,233661000.0,-203839000.0,243390000.0,,,3239000.0,74415000.0,442623000.0,,472805000.0,14430017000.0,360218000.0,2222000.0,,90668000.0,,,,,,,,
2013-12-31,,-1734839000.0,142749000.0,,-156949000.0,-45589000.0,324811000.0,191917000.0,,615642000.0,50569000.0,,-69210000.0,20097224000.0,-68887000.0,,,11498860000.0,-172993000,-48519000.0,,583290000.0,,-298324000.0,115862000.0,-95767000.0,,1280000.0,,9978718000.0,2109294000.0,,,,-17676000.0,-185571000.0,323322000.0,1284694000.0,583290000.0,6765232000.0,775207000.0,872323000.0,-728680000.0,20617000.0,-3410933000.0,-320407000.0,,120062000.0,-20532000.0,-111000.0,71537000.0,18354626000.0,,251197000.0,293214000.0,-241906000.0,-185571000.0,,,,32373000.0,,,659513000.0,14943693000.0,77240000.0,-12578000.0,,-289033000.0,,,,,,,,
2014-03-31,2320778000.0,-1809609000.0,153869000.0,457858000.0,-157129000.0,-13495000.0,52158000.0,205042000.0,12502167000.0,660618000.0,0.0,378551000.0,309131000.0,20369352000.0,62349000.0,18048574000.0,387227000.0,12960025000.0,96265000,82717000.0,498119000.0,1156727000.0,17487000.0,82761000.0,953867000.0,121603000.0,,1272000.0,,10344938000.0,2131972000.0,273391000.0,199809000.0,31554000.0,-16633000.0,97847000.0,299759000.0,1284699000.0,1156727000.0,6570327000.0,1156727000.0,583290000.0,-233198000.0,-7624000.0,-3441223000.0,-90653000.0,,104630000.0,-31226000.0,-578000.0,77626000.0,18080142000.0,,309131000.0,0.0,181545000.0,187418000.0,,,0.0,62576000.0,457858000.0,,514605000.0,14638919000.0,356346000.0,1582000.0,,573437000.0,,,,,,,,
2014-06-30,2500074000.0,-1872250000.0,134318000.0,452641000.0,-157302000.0,-16407000.0,44568000.0,206917000.0,13085784000.0,666606000.0,0.0,382789000.0,138512000.0,20736779000.0,76642000.0,18236705000.0,405153000.0,13538425000.0,163535000,97008000.0,686448000.0,1371226000.0,51889000.0,-149275000.0,968495000.0,76643000.0,,,,10868795000.0,2049687000.0,261453000.0,173593000.0,-29397000.0,-46261000.0,167134000.0,289475000.0,1284510000.0,1371226000.0,6454144000.0,1371226000.0,1156727000.0,-279130000.0,5269000.0,-3527372000.0,-123962000.0,,108924000.0,-142981000.0,-59000.0,92221000.0,18253595000.0,,138512000.0,0.0,225262000.0,231560000.0,,,0.0,-254603000.0,452641000.0,,501384000.0,14726223000.0,410376000.0,3599000.0,,214499000.0,,,,,,,,
2014-09-30,2836527000.0,-1878125000.0,135772000.0,498565000.0,-157395000.0,-25464000.0,44547000.0,184154000.0,13277031000.0,670909000.0,0.0,380843000.0,380926000.0,21000515000.0,131159000.0,18163988000.0,402459000.0,13775596000.0,111066000,151524000.0,492355000.0,1683142000.0,1255000.0,-130625000.0,992537000.0,-11530000.0,,,,11153337000.0,1947612000.0,268450000.0,174755000.0,34792000.0,-28803000.0,114243000.0,280207000.0,1284513000.0,1683142000.0,6516506000.0,1683142000.0,1371226000.0,-29910000.0,-420000.0,-3613098000.0,-153956000.0,,107828000.0,-69693000.0,0.0,69580000.0,18555925000.0,,380926000.0,0.0,61615000.0,227704000.0,,,0.0,65414000.0,498565000.0,,489250000.0,14942827000.0,357843000.0,3177000.0,,311916000.0,,,,,,,,
2014-12-31,,-1505385000.0,159449000.0,,-157473000.0,-453507000.0,306899000.0,206323000.0,,571902000.0,-104428000.0,,23579000.0,21248320000.0,513238000.0,,,12421158000.0,122943000,533603000.0,,1198477000.0,,-377326000.0,124144000.0,-80819000.0,,1146000.0,,10898859000.0,1966792000.0,,,,-28942000.0,125587000.0,276239000.0,1284519000.0,1198477000.0,6745426000.0,1404800000.0,1683142000.0,-968904000.0,-5507000.0,-3629135000.0,-283162000.0,,126102000.0,-5036000.0,-3174000.0,93267000.0,18845392000.0,,306741000.0,388776000.0,-414080000.0,154517000.0,,,,30471000.0,,,636564000.0,15216257000.0,411138000.0,2644000.0,,-484665000.0,,,,,,,,
2015-03-31,2193378000.0,-2006439000.0,131112000.0,432970000.0,-137931000.0,-26363000.0,58492000.0,184991000.0,11784433000.0,606802000.0,-49878000.0,436608000.0,194516000.0,19261051000.0,84593000.0,17067673000.0,352309000.0,12217403000.0,109405000,104077000.0,379691000.0,1067568000.0,30681000.0,149871000.0,927138000.0,18045000.0,,,,9564125000.0,2147631000.0,254493000.0,182614000.0,-12691000.0,-23912000.0,110376000.0,229579000.0,1284523000.0,1067568000.0,6285898000.0,1067568000.0,1198477000.0,-907431000.0,975000.0,-3248078000.0,-88052000.0,,84218000.0,-239013000.0,-2939000.0,72609000.0,17080343000.0,,194516000.0,,-475296000.0,169695000.0,,,,-74480000.0,432970000.0,,346026000.0,13832265000.0,325706000.0,971000.0,,-130909000.0,,,,,,,,
2015-06-30,1611137000.0,-1958546000.0,141830000.0,437813000.0,-139078000.0,-37321000.0,39189000.0,159991000.0,11842784000.0,616288000.0,-331123000.0,417935000.0,-9900000.0,19585907000.0,165651000.0,17974770000.0,373598000.0,12280597000.0,216174000,186016000.0,671019000.0,516337000.0,21607000.0,-624473000.0,966943000.0,-74000.0,,,,9809777000.0,2203057000.0,242690000.0,176146000.0,-13749000.0,-113553000.0,128102000.0,245846000.0,1284527000.0,516337000.0,6537744000.0,516337000.0,1067568000.0,-700143000.0,-6026000.0,-3303014000.0,-112918000.0,,84595000.0,-25762000.0,0.0,50613000.0,17629683000.0,,-9900000.0,,83142000.0,197452000.0,,,,-253974000.0,437813000.0,,390636000.0,14326669000.0,354527000.0,-88072000.0,,-551231000.0,,,,,,,,
2015-09-30,1889548000.0,-1878716000.0,147552000.0,465045000.0,-139149000.0,-55573000.0,36157000.0,152927000.0,12062380000.0,627596000.0,-7564000.0,434980000.0,258909000.0,19971926000.0,198870000.0,18082378000.0,371035000.0,12527425000.0,200777000,219234000.0,619292000.0,788137000.0,104865000.0,-5781000.0,993446000.0,174860000.0,,,,10007007000.0,2168519000.0,256561000.0,178077000.0,20641000.0,-7425000.0,203633000.0,241814000.0,1284504000.0,788137000.0,6682147000.0,788137000.0,516337000.0,-932103000.0,6943000.0,-3364932000.0,-138616000.0,,87480000.0,-39705000.0,-1961000.0,43593000.0,17844716000.0,,258909000.0,41125000.0,18672000.0,192958000.0,,,,43057000.0,465045000.0,0.0,377951000.0,14479784000.0,438665000.0,2856000.0,,271800000.0,,,,,,,,
2015-12-31,,-1766780000.0,145713000.0,,-139171000.0,156978000.0,15418000.0,150997000.0,,105584000.0,-89650000.0,,-247253000.0,21143293000.0,230742000.0,,,12437994000.0,110311000,251107000.0,,1943515000.0,,-252041000.0,98062000.0,-1666000.0,,,,11091010000.0,2276180000.0,,,-19432000.0,-90549000.0,109544000.0,227901000.0,1284475000.0,1835707000.0,6697595000.0,1986704000.0,788137000.0,-411901000.0,6474000.0,-3418267000.0,-136233000.0,,23670000.0,-47932000.0,-2573000.0,46921000.0,18090137000.0,,228566000.0,411074000.0,992341000.0,207703000.0,,,,21435000.0,,0.0,463594000.0,14671870000.0,278927000.0,-767000.0,,968866000.0,,,,,,,,
2016-03-31,2853767000.0,-1999994000.0,150648000.0,447700000.0,-139231000.0,-43885000.0,48704000.0,162091000.0,13126118000.0,613037000.0,-938000.0,433863000.0,276645000.0,20873374000.0,-114163000.0,18019607000.0,356688000.0,13573818000.0,-92324000,-93799000.0,448333000.0,1673566000.0,-154779000.0,-241598000.0,1071054000.0,-1337000.0,,,,11059832000.0,2282037000.0,256349000.0,191661000.0,12774000.0,-63188000.0,-89493000.0,218388000.0,1284483000.0,1673566000.0,6524924000.0,1673566000.0,1835707000.0,-909617000.0,800000.0,-3352986000.0,-127283000.0,,91224000.0,-38178000.0,-185000.0,53399000.0,17938552000.0,,276645000.0,,-197188000.0,165027000.0,,,,59339000.0,447700000.0,,325013000.0,14585566000.0,152379000.0,2831000.0,,-162141000.0,,,,,,,,
2016-06-30,2826271000.0,-1898505000.0,148893000.0,480094000.0,-139328000.0,-46760000.0,45564000.0,194489000.0,13246061000.0,621708000.0,-50248000.0,480030000.0,46648000.0,21073730000.0,220463000.0,18247459000.0,376570000.0,13726155000.0,265907000,240826000.0,621670000.0,1644067000.0,183151000.0,-190661000.0,1087576000.0,-17824000.0,,,,11078771000.0,2218431000.0,245138000.0,186877000.0,-6140000.0,-27471000.0,268016000.0,210010000.0,1284485000.0,1644067000.0,6594107000.0,1644067000.0,1673566000.0,-122498000.0,1558000.0,-3374867000.0,-149931000.0,,97068000.0,-62692000.0,-1000.0,72556000.0,18109566000.0,,46648000.0,,114514000.0,189693000.0,,,,-220690000.0,480094000.0,,314367000.0,14734699000.0,513977000.0,2109000.0,,-29499000.0,,,,,,,,
2016-09-30,2586014000.0,-1951411000.0,146499000.0,461234000.0,-142310000.0,-35858000.0,40442000.0,198165000.0,13329149000.0,633197000.0,0.0,457928000.0,250954000.0,20859369000.0,66125000.0,18273355000.0,372371000.0,13790383000.0,97635000,92580000.0,557520000.0,1352697000.0,7150000.0,-259762000.0,1121376000.0,-17302000.0,,,,11200238000.0,2215476000.0,260826000.0,179410000.0,-104000.0,-22138000.0,102500000.0,201450000.0,1045648000.0,1352697000.0,6315831000.0,1352697000.0,1644067000.0,-559439000.0,-2936000.0,-3430832000.0,-149427000.0,,89826000.0,-13131000.0,-246250000.0,82374000.0,18267562000.0,,250954000.0,7785000.0,-282562000.0,192961000.0,,,,29279000.0,461234000.0,0.0,301017000.0,14836730000.0,338825000.0,4865000.0,,-291370000.0,,,,,,,,
2016-12-31,,-1419382000.0,149230000.0,,-135229000.0,-34080000.0,8933000.0,203704000.0,,135800000.0,0.0,,420833000.0,20814847000.0,651181000.0,,53547000.0,11917905000.0,305792000,667310000.0,,1599331000.0,287080000.0,-201089000.0,61069000.0,24808000.0,,,,1333422000.0,2093855000.0,82253000.0,16169000.0,6748000.0,-14811000.0,303910000.0,189668000.0,2324043000.0,1501027000.0,8176965000.0,1501027000.0,1352697000.0,-303436000.0,-3693000.0,-2581514000.0,-179924000.0,,19937000.0,-46796000.0,0.0,118972000.0,14187820000.0,,420833000.0,,-80918000.0,37378000.0,,,,56110000.0,397134000.0,0.0,276276000.0,11606306000.0,473077000.0,-1882000.0,,138826000.0,,,,,,,,
2017-03-31,2718698000.0,-1506236000.0,145886000.0,451156000.0,-150461000.0,-9446000.0,56658000.0,188695000.0,12716965000.0,620848000.0,-1171000.0,433374000.0,301285000.0,20731448000.0,47752000.0,18012750000.0,359941000.0,13168121000.0,71419000,63881000.0,455179000.0,1583005000.0,2694000.0,-156654000.0,1135693000.0,14000.0,,,,10615437000.0,2059388000.0,260907000.0,195469000.0,8315000.0,-6679000.0,73624000.0,184009000.0,1045600000.0,1484814000.0,6841707000.0,1484814000.0,1599322000.0,-6987000.0,6947000.0,-3604348000.0,-98227000.0,,85304000.0,-14249000.0,-264000.0,119019000.0,18466335000.0,,301285000.0,,-160948000.0,164472000.0,,,,70039000.0,451156000.0,,274477000.0,14861987000.0,304814000.0,2205000.0,,-16317000.0,,,,,,,,
2017-06-30,2703913000.0,-1524806000.0,144012000.0,427401000.0,-150614000.0,-13456000.0,42470000.0,187489000.0,12817659000.0,626039000.0,-10670000.0,431983000.0,14932000.0,20889290000.0,115972000.0,18185377000.0,369352000.0,13245060000.0,146821000,132101000.0,649300000.0,1557689000.0,51401000.0,-94875000.0,1146224000.0,15000.0,,,,10837585000.0,1997270000.0,256687000.0,179485000.0,-9639000.0,-21041000.0,146573000.0,176506000.0,1045567000.0,1471303000.0,6916434000.0,1471303000.0,1583005000.0,-6984000.0,1499000.0,-3682903000.0,-92846000.0,,88444000.0,-13296000.0,-21000.0,115839000.0,18595490000.0,,14932000.0,,54627000.0,189867000.0,,,,-242639000.0,427401000.0,,264035000.0,14912587000.0,379029000.0,-248000.0,,-25316000.0,,,,,,,,
2017-09-30,2358379000.0,-4098127000.0,117641000.0,412100000.0,-129863000.0,-6375000.0,36261000.0,193145000.0,11142447000.0,528755000.0,0.0,469919000.0,345408000.0,16842120000.0,-29026000.0,14483741000.0,303529000.0,11554547000.0,37176000,-12898000.0,575554000.0,1385783000.0,-39618000.0,197234000.0,972596000.0,116251000.0,,,,9351601000.0,1609877000.0,225226000.0,141233000.0,28933000.0,-5858000.0,38364000.0,166198000.0,1045582000.0,1282230000.0,4571079000.0,1282230000.0,1557689000.0,-163138000.0,-2961000.0,-2805160000.0,-83643000.0,,77091000.0,-438921000.0,-133000.0,121801000.0,14582699000.0,,345408000.0,4363000.0,-714557000.0,162296000.0,,,,91769000.0,412100000.0,,240377000.0,11777539000.0,233096000.0,1188000.0,,-171915000.0,,,,,,,,
2017-12-31,,-4183253000.0,122287000.0,,-130068000.0,85757000.0,36838000.0,182752000.0,,266172000.0,-71144000.0,,-157335000.0,17397934000.0,27319000.0,,,11405296000.0,52278000,44332000.0,,1914812000.0,,-152022000.0,58700000.0,51966000.0,,,,1592348000.0,1594385000.0,,,-23849000.0,,90939000.0,159260000.0,1884502000.0,1817655000.0,5322589000.0,1817655000.0,1385783000.0,-457789000.0,-4302000.0,-2885283000.0,-81136000.0,,83530000.0,-70749000.0,0.0,128682000.0,14756295000.0,,198517000.0,0.0,482534000.0,159508000.0,,,,-21022000.0,415794000.0,,227069000.0,11871012000.0,296756000.0,38661000.0,,529029000.0,,,,,,,,
2018-03-31,2416990000.0,-4198088000.0,115337000.0,431094000.0,-136392000.0,-16944000.0,42533000.0,149766000.0,11408511000.0,536437000.0,-51614000.0,465659000.0,265418000.0,16864483000.0,-17841000.0,14447493000.0,298835000.0,11839605000.0,645000,9680000.0,406550000.0,1418068000.0,-18711000.0,-190620000.0,998922000.0,,,,200648000.0,9774477000.0,1519546000.0,237602000.0,164375000.0,19835000.0,-7519000.0,3199000.0,152834000.0,4360092000.0,1327384000.0,4360092000.0,1327384000.0,1914812000.0,-145640000.0,-5702000.0,-2962983000.0,-86808000.0,,88166000.0,-8196000.0,-470784000.0,30258000.0,14926337000.0,,265418000.0,0.0,-571542000.0,134460000.0,,,,73748000.0,431094000.0,,200648000.0,11963354000.0,206702000.0,2554000.0,13669000.0,-496744000.0,,,,,,,,
2018-06-30,2214346000.0,-4206381000.0,118411000.0,394079000.0,-133249000.0,10035000.0,34427000.0,165650000.0,11528417000.0,541818000.0,,520331000.0,-24158000.0,16866083000.0,111534000.0,14651737000.0,305837000.0,11922496000.0,104655000,124068000.0,550595000.0,1211959000.0,28027000.0,-64286000.0,1002387000.0,,,,187934000.0,9781529000.0,1498490000.0,235981000.0,147290000.0,,-19144000.0,105122000.0,,898912000.0,1090791000.0,4281875000.0,1090791000.0,1418068000.0,-3586000.0,,-3035523000.0,,,79623000.0,15127000.0,0.0,33351000.0,15047946000.0,,-24158000.0,,-117665000.0,158547000.0,,,,-256353000.0,394079000.0,,187934000.0,12012423000.0,303156000.0,467000.0,,-206109000.0,,,,,,,,
2018-09-30,1926900000.0,-4135602000.0,120013000.0,415531000.0,-132397000.0,-6418000.0,31977000.0,157951000.0,11224980000.0,542048000.0,,229042000.0,246778000.0,16678020000.0,190645000.0,14751120000.0,306473000.0,11640511000.0,219101000,203179000.0,763829000.0,919810000.0,144868000.0,-397400000.0,1007090000.0,,,,,9792659000.0,1437158000.0,235575000.0,147656000.0,7226000.0,-6065000.0,221044000.0,,898883000.0,772524000.0,4377917000.0,772524000.0,1211959000.0,-116074000.0,-4151000.0,,-89108000.0,,80603000.0,-17568000.0,0.0,34173000.0,,,246778000.0,,-141527000.0,158817000.0,,,,35731000.0,415531000.0,,176211000.0,,421660000.0,1943000.0,,-292149000.0,,,,,,,,
2018-12-31,1725358000.0,-4167184000.0,119024000.0,430976000.0,-132425000.0,6370000.0,32934000.0,,11641935000.0,543417000.0,,757499000.0,314603000.0,17180794000.0,100494000.0,15455436000.0,289097000.0,12072911000.0,97564000,113027000.0,531565000.0,716905000.0,79948000.0,-225416000.0,1008453000.0,,,,,9836621000.0,1329069000.0,254320000.0,160440000.0,9679000.0,-4403000.0,130233000.0,,898894000.0,570916000.0,4465231000.0,570916000.0,919810000.0,-420783000.0,-2870000.0,,,,75682000.0,57251000.0,-12185000.0,7664000.0,,,314603000.0,,-292092000.0,128657000.0,,,,138044000.0,430976000.0,,167730000.0,,324939000.0,32669000.0,,-202905000.0,,,,,,,,
