date,quarterlyInterestExpense,quarterlyCommonStockIssuance,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTaxProvision,quarterlyAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyAccountsPayable,quarterlyEndCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyDeferredIncomeTax,quarterlyGrossProfit,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyCurrentDebt,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyChangeInInventory,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings
2013-06-30,,1105000.0,,1105000.0,229000,17960000.0,-161593000.0,17890000,17890000,26066000,-14331000,-13383000,,0.0,12833000,17890000,,667005000.0,0.0,16666000.0,-1648000,0.0,7858000,11670000.0,207661000.0,0.5,42999000.0,0,,,6104000,-2343000.0,1176000.0,2139000.0,34679000.0,24146000,44837000,6029000.0,24404000,768000,,906000,0.0,36979000,239690000.0,828598000.0,-450000.0,0.51,-13093000,,32029000.0,-13383000,,32004000,,12683000,26052000,619000,684965000.0,24404000.0,24404000.0,17532000,727964000.0,,7858000,34785000.0,,,,,,,,,,,
2013-09-30,,530196000.0,,-506746000.0,319000,20493000.0,-156789000.0,27716000,27716000,34671000,-23581000,-32556000,0.0,0.0,13011000,27716000,,700318000.0,0.0,16817000.0,-21466000,0.0,5278000,11368000.0,2373000.0,0.6,52710000.0,0,,,5279000,4627000.0,593000.0,2373000.0,44526000.0,27593000,45882000,15365000.0,31029000,-4140000,,-6305000,-262000.0,40604000,29106000.0,857107000.0,-109000.0,0.61,-50904000,,26733000.0,-32556000,,27880000,,2115000,24404000,-846000,720811000.0,31029000.0,31029000.0,26961000,773521000.0,,287000,44639000.0,,,,,,,,,,,
2013-12-31,,1390000.0,,0.0,397000,17550000.0,-158411000.0,30752000,30752000,33723000,-19793000,-26596000,0.0,0.0,13696000,30752000,,848888000.0,0.0,21221000.0,-12666000,0.0,5697000,11088000.0,139747000.0,0.62,46575000.0,0,,,5835000,0.0,537000.0,6014000.0,47809000.0,31414000,50807000,7328000.0,18363000,-2538000,,-8037000,0.0,45110000,268825000.0,1007299000.0,-188000.0,0.62,-21183000,,129078000.0,-26596000,,37111000,,7127000,31029000,-3737000,866438000.0,18363000.0,18363000.0,29551000,913013000.0,,5697000,47930000.0,,,,,,,,,,,
2014-03-31,,,,-112020000.0,269000,20927000.0,-164772000.0,34855000,34855000,51198000,-26125000,-19388000,,0.0,15483000,34855000,,863235000.0,0.0,24037000.0,5685000,0.0,6849000,5094000.0,140868000.0,0.69,49964000.0,0,,,7359000,-948000.0,1879000.0,6763000.0,47819000.0,40241000,62573000,8092000.0,24048000,8785000,,764000,0.0,55724000,276899000.0,1028007000.0,709000.0,0.69,-23039000,,136031000.0,-19388000,-118000.0,47090000,,31810000,18363000,-5625000,884162000.0,24048000.0,24048000.0,33132000,934126000.0,,6849000,47938000.0,110000000.0,,,,,,,,,,
2014-06-30,,,,-938897000.0,559000,18542000.0,-184338000.0,52080000,52080000,72961000,157499000,-60562000,0.0,0.0,21503000,55470000,,1071586000.0,3390000.0,28624000.0,1700000,0.0,8525000,17067000.0,141026000.0,0.81,55281000.0,-168198000,,,10556000,-121268000.0,909000.0,5537000.0,54259000.0,61540000,91568000,14006000.0,25748000,-4511000,0.0,4608000,428000.0,83043000,515661000.0,1255924000.0,268000.0,0.81,-24950000,,374635000.0,-228760000,,71587000,,12399000,24048000,1982000,1090128000.0,25748000.0,25748000.0,43786000,1145409000.0,,10047000,54386000.0,330000000.0,,,,,,,,,,
2014-09-30,,353000.0,,-7614000.0,806000,17284000.0,-192296000.0,56533000,56533000,64822000,128639000,-63984000,0.0,0.0,21611000,56533000,0.0,1141559000.0,0.0,43375000.0,129477000,0.0,9846000,25411000.0,640704000.0,0.85,199441000.0,0,,492512000.0,9901000,-330000000.0,841000.0,7184000.0,60699000.0,64387000,95844000,28372000.0,155225000,-1530000,0.0,9924000,0.0,85998000,705226000.0,1333855000.0,-27000.0,0.86,-34100000,,64522000.0,-63984000,,74233000,779000.0,838000,25748000,-598000,1158843000.0,155225000.0,155225000.0,51993000,1358284000.0,,9846000,60827000.0,,,,,,,,,,,
2014-12-31,9912000.0,0.0,,-73000.0,715000,18057000.0,-200529000.0,74656000,74656000,68543000,-37612000,-59981000,0.0,0.0,18426000,74656000,0.0,1222961000.0,0.0,53927000.0,-29050000,0.0,9857000,17393000.0,643572000.0,1.12,180972000.0,0,,492633000.0,6259000,0.0,870000.0,7111000.0,60699000.0,83853000,112136000,36973000.0,126175000,-14519000,,-11616000,0.0,102279000,730951000.0,1423490000.0,-1451000.0,1.12,-37539000,,87379000.0,-59981000,,96059000,,8562000,155225000,-3788000,1241018000.0,126175000.0,126175000.0,68006000,1421990000.0,,9857000,60877000.0,,,,,,,,,,,
2015-03-31,11457000.0,698633000.0,45886000.0,-510258000.0,714000,17828000.0,-226914000.0,95306000,95306000,114659000,441718000,-91415000,0.0,0.0,30132000,102009000,-441020000.0,1649353000.0,6703000.0,75832000.0,23942000,0.0,11927000,8131000.0,645491000.0,1.18,238302000.0,0,,492825000.0,15653000,-95477000.0,12353000.0,7872000.0,63211000.0,112752000,154811000,21562000.0,150117000,4576000,0.0,-4784000,2998000.0,142884000,1004285000.0,1876267000.0,-148000.0,1.18,-41180000,,358794000.0,-532435000,,125393000,,23244000,126175000,32000,1713067000.0,150117000.0,150117000.0,74471000,1951369000.0,,11927000,63379000.0,299000000.0,,,,,,,,,,
2015-06-30,11640000.0,114000.0,46279000.0,0.0,1563000,141285000.0,-235075000.0,91319000,91319000,124443000,-40103000,-117475000,0.0,0.0,30959000,91319000,-115973000.0,1772173000.0,0.0,75452000.0,-149108000,0.0,12258000,14555000.0,647865000.0,1.12,77287000.0,0,,493017000.0,13727000,-31995000.0,826000.0,6017000.0,70722000.0,101396000,144613000,40357000.0,1009000,22190000,0.0,9242000,0.0,132355000,1049147000.0,2007248000.0,-930000.0,1.12,-52222000,,401282000.0,-233448000,,115217000,,6968000,150117000,2519000,1959737000.0,1009000.0,1009000.0,79411000,2037024000.0,,12258000,70876000.0,312000000.0,,,,,,,,,,
2015-09-30,11264000.0,63765000.0,77184000.0,0.0,2469000,140204000.0,-246542000.0,94116000,94116000,80761000,45301000,-95677000,0.0,0.0,32661000,94116000,-30152000.0,1863825000.0,0.0,81363000.0,233000,0.0,13217000,10008000.0,662974000.0,1.12,86876000.0,0,,493209000.0,14205000,-89500000.0,4271000.0,7242000.0,70929000.0,102911000,148789000,33952000.0,1242000,-24431000,0.0,-2881000,0.0,135572000,1074321000.0,2110367000.0,-1388000.0,1.12,-56464000,,411347000.0,-125829000,,118597000,328000.0,-14916000,1009000,755000,2081213000.0,1242000.0,1242000.0,79601000,2168089000.0,,13217000,71086000.0,350000000.0,,,,,,,,,,
2015-12-31,11300000.0,423190000.0,201342000.0,0.0,3260000,14950000.0,-258974000.0,112709000,112709000,143613000,308968000,-104388000,0.0,0.0,30934000,112709000,1379000.0,1969993000.0,0.0,95056000.0,349572000,0.0,14238000,20947000.0,676895000.0,1.26,447550000.0,0,,493401000.0,12840000,-107326000.0,1680000.0,7834000.0,74626000.0,120749000,165921000,35868000.0,350814000,19592000,,7066000,0.0,151683000,1066123000.0,2228967000.0,-1706000.0,1.27,-62396000,,389228000.0,-103009000,,138247000,,39225000,1242000,-3945000,2186285000.0,350814000.0,350814000.0,94415000,2633835000.0,,14238000,74788000.0,299000000.0,,,,,,,,,,
2016-03-31,10258000.0,,215995000.0,-2451000.0,7137000,14452000.0,-274133000.0,129065000,129065000,118254000,-365026000,-104777000,,0.0,32937000,129065000,-11430000.0,2088063000.0,0.0,98724000.0,-350446000,0.0,15478000,19592000.0,687089000.0,1.39,102055000.0,0,,493594000.0,16292000,-363451000.0,2963000.0,8730000.0,77593000.0,132186000,180601000,46094000.0,368000,-22423000,,-835000,,165123000,796006000.0,2362196000.0,-2277000.0,1.39,-72575000,,108917000.0,-103674000,,154801000,,13477000,350814000,-593000,2318510000.0,368000.0,368000.0,107878000,2420565000.0,,15478000,77675000.0,9000000.0,,,,,,,,,,
2016-06-30,9391000.0,,260266000.0,220677000.0,9858000,19804000.0,-288111000.0,124762000,124762000,150426000,133584000,-171051000,,0.0,32598000,124762000,-29233000.0,2276474000.0,0.0,90349000.0,83726000,0.0,15111000,26488000.0,693665000.0,1.27,176784000.0,0,,493786000.0,16791000,-200309000.0,2341000.0,9333000.0,78865000.0,124295000,172004000,71791000.0,84094000,17645000,,5760000,,156893000,844998000.0,2564585000.0,-5242000.0,1.27,-78093000,,151333000.0,-200284000,,149264000,,-20625000,368000,1975000,2556544000.0,84094000.0,84094000.0,100335000,2733328000.0,,15111000,78865000.0,0.0,,,,,,,,,,
2016-09-30,7662000.0,0.0,284643000.0,0.0,12879000,19838000.0,-303241000.0,126568000,126568000,101673000,4405000,-154538000,,0.0,33781000,126568000,-35634000.0,2429448000.0,,88019000.0,-84094000,0.0,15704000,20463000.0,704633000.0,1.23,95563000.0,0,,493978000.0,16112000,-79000000.0,2521000.0,8910000.0,80599000.0,121351000,170836000,71583000.0,0,-30487000,,3685000,,155132000,900774000.0,2732689000.0,-7412000.0,1.23,-86595000,,196141000.0,-190172000,,149934000,,-52865000,84094000,997000,2733929000.0,,,99429000,2829492000.0,,15704000,80599000.0,91000000.0,,,,,,,,,,
2016-12-31,,0.0,303688000.0,-200974000.0,8044000,21259000.0,-316024000.0,157559000,157559000,167551000,120578000,-154453000,0.0,0.0,46658000,167706000,-84474000.0,2578834000.0,0.0,102020000.0,50226000,0.0,16398000,20664000.0,995294000.0,1.31,172059000.0,1024000,,985732000.0,23566000,-396240000.0,9671000.0,9562000.0,80599000.0,149117000,212173000,35830000.0,60368000,-7145000,,-17964000,,195775000,1082286000.0,2894858000.0,-4276000.0,1.31,-92208000,,86992000.0,-237903000,,135641000,,13098000,0,-5251000,2903781000.0,60368000.0,60368000.0,105704000,3075840000.0,,16398000,80599000.0,0.0,,,,,,,,,,
2017-03-31,,216000.0,237308000.0,216000.0,6009000,139236000.0,-334352000.0,143196000,143196000,161422000,-97606000,-82707000,,0.0,37766000,143196000,,2632465000.0,0.0,103284000.0,-17871000,0.0,20547000,21627000.0,996395000.0,1.36,151466000.0,1020000,,986137000.0,17480000,-50000000.0,5685000.0,10258000.0,80602000.0,145113000,203426000,43474000.0,42497000,3430000,,364000,0.0,182879000,1120348000.0,2966817000.0,-1474000.0,1.36,-97822000,,123953000.0,-81687000,,165660000,,78715000,60368000,-968000,3009009000.0,42497000.0,42497000.0,109991000,3160475000.0,,20547000,80602000.0,,,,,,,,,,,
2017-06-30,,0.0,260737000.0,0.0,6709000,137926000.0,-353504000.0,139139000,139139000,158883000,-64238000,-126646000,,0.0,36474000,139139000,,2696154000.0,0.0,106694000.0,-30967000,0.0,21400000,23271000.0,996516000.0,1.27,124825000.0,1034000,,986542000.0,15893000,-60000000.0,6601000.0,9974000.0,80603000.0,141092000,198966000,42755000.0,11530000,5053000,,2062000,0.0,177566000,1144614000.0,3049658000.0,-1598000.0,1.27,-104238000,,148098000.0,-125612000,,162492000,,32237000,42497000,369000,3094817000.0,11530000.0,11530000.0,102541000,3219642000.0,,21400000,80603000.0,40000000.0,,,,,,,,,,
2017-09-30,,0.0,339978000.0,-2257000.0,6858000,138770000.0,-375153000.0,142938000,142938000,159898000,-48712000,-118686000,,0.0,39443000,142938000,-43508000.0,2745509000.0,0.0,109871000.0,-6451000,0.0,22244000,22934000.0,1101824000.0,1.28,123172000.0,1049000,,1091947000.0,18839000,-119000000.0,8222000.0,9877000.0,80603000.0,145506000,207193000,37493000.0,5079000,1572000,,-578000,0.0,184949000,1239268000.0,3120662000.0,-831000.0,1.28,-111455000,,137444000.0,-117637000,,167750000,,41212000,11530000,-507000,3224257000.0,5079000.0,5079000.0,102808000,3347429000.0,,22244000,80603000.0,,,,,,,,,,,
2017-12-31,10167000.0,2836000.0,460546000.0,0.0,7801000,136895000.0,-396049000.0,146631000,146631000,170347000,-40837000,-76993000,,0.0,42220000,146631000,-56102000.0,2804059000.0,0.0,132108000.0,-2522000,0.0,33294000,27797000.0,1187625000.0,1.28,147327000.0,1063000,37954000.0,1167352000.0,18974000,-115000000.0,12662000.0,20273000.0,80603000.0,148997000,224511000,47040000.0,2557000,-1838000,,2973000,,191217000,1399869000.0,3200108000.0,-982000.0,1.28,-118673000,,212244000.0,-132032000,,182291000,,196802000,5079000,-7036000,3401500000.0,2557000.0,2557000.0,102973000,3548827000.0,617660000.0,33294000,80603000.0,,,,,,,,,,,
2018-03-31,10833000.0,12873000.0,546428000.0,12873000.0,9709000,135466000.0,-416957000.0,177218000,177218000,182402000,23983000,-201033000,,,31321000,177218000,-117019000.0,2864040000.0,,121136000.0,6431000,0.0,23179000,26479000.0,1325636000.0,1.61,147341000.0,1079000,,1304756000.0,13145000,-117000000.0,17217000.0,20880000.0,80607000.0,178342000,232842000,48189000.0,8988000,-8450000,,-2700000,,209663000,1489859000.0,3280997000.0,-734000.0,1.61,-125890000,,164223000.0,-199954000,-125890000.0,201521000,,-18631000,2557000,-677000,3545934000.0,8988000.0,8988000.0,129937000,3693275000.0,,23179000,80607000.0,,,,,,,,,,,
2018-06-30,20683000.0,2799000.0,1003299000.0,-199586000.0,11882000,137257000.0,-440924000.0,172619000,173472000,259244000,1851093000,-284648000,,,49025000,173472000,-1258946000.0,3922144000.0,,166684000.0,633622000,0.0,38463000,37453000.0,3475417000.0,1.09,864884000.0,1093000,37954000.0,3453975000.0,24438000,-2063500000.0,14085000.0,21442000.0,83553000.0,182273000,269761000,84969000.0,684115000,12619000,,10719000,,231298000,4085291000.0,4363068000.0,-1072000.0,1.09,-132321000,,609874000.0,-1476715000,,235328000,,-25404000,8988000,1395000,5697541000.0,684115000.0,684115000.0,91391000,6562425000.0,596887000.0,53055000,83553000.0,,,,,,,,,,,
2018-09-30,41005000.0,0.0,1300430000.0,-3954000.0,17432000,146400000.0,-518718000.0,209927000,209927000,423836000,-538153000,-576733000,,,77130000,209927000,0.0,5608358000.0,,225839000.0,-689941000,0.0,53954000,62566000.0,3508306000.0,1.14,239631000.0,1109000,1384872000.0,3477296000.0,29038000,-787500000.0,9080000.0,31010000.0,111980000.0,233500000,364584000,134026000.0,4712000,33887000,,20154000,,310630000,4208340000.0,6127076000.0,-504000.0,1.14,-270199000,,700034000.0,-575624000,,315383000,,-152897000,684115000,1475000,9026560000.0,4712000.0,4712000.0,128091000,9266191000.0,586500000.0,81883000,111980000.0,,,,,,,,,,,
2018-12-31,,1118000.0,1510289000.0,-7376000.0,-234181000,152464000.0,-560902000.0,-36107000,-36107000,321757000,389007000,-687784000,,,86019000,-36107000,-11302000.0,5806628000.0,,254390000.0,12803000,0.0,55344000,100871000.0,4120363000.0,-0.89,286814000.0,1125000,1123813000.0,4081639000.0,41361000,-300500000.0,14909000.0,38724000.0,120475000.0,243428000,384791000,207877000.0,17515000,68506000,,66788000,,329447000,4642822000.0,6367530000.0,-1985000.0,-0.89,-207735000,,522459000.0,-697961000,,298772000,,-366027000,4712000,-50239000,9169307000.0,17515000.0,17515000.0,-107740000,9456121000.0,576113000.0,55344000,120475000.0,,,,,,,,,,,
2019-03-31,49356000.0,0.0,1673325000.0,,29760000,233871000.0,-643662000.0,251931000,251931000,160973000,245708000,-351498000,,,60803000,251931000,-144763000.0,5995385000.0,,259340000.0,56324000,0.0,57452000,61467000.0,4607395000.0,1.56,296465000.0,1141000,1123813000.0,4539981000.0,32920000,-145000000.0,13286000.0,67414000.0,154259000.0,271527000,389782000,143186000.0,73839000,-115256000,,-72188000,,332330000,5034392000.0,6639047000.0,-2091000.0,1.63,-211292000,,426997000.0,-350357000,,328979000,,-190525000,17515000,-4950000,9592120000.0,23839000.0,23839000.0,251931000,9888585000.0,565726000.0,57452000,161259000.0,,,,,,,,,,,
2019-06-30,,1158313000.0,2066330000.0,,-56752000,201891000.0,-783130000.0,152438000,156471000,349270000,918464000,-477480000,,,72962000,156471000,-703862000.0,7375142000.0,,274790000.0,-57214000,0.0,70265000,111708000.0,4912916000.0,0.62,313386000.0,1157000,1237456000.0,4831823000.0,26406000,-455325000.0,21971000.0,81093000.0,200482000.0,262940000,406167000,179448000.0,16625000,81288000,,48957000,,335902000,5637158000.0,8158272000.0,-2107000.0,0.65,-229524000,,724242000.0,-1324948000,,333205000,,-128210000,73839000,1367000,11749784000.0,16625000.0,16625000.0,129459000,12063170000.0,868965000.0,70265000,207482000.0,,,,,,,,,,,
2019-09-30,,0.0,2227321000.0,,-254123000,198941000.0,-822713000.0,-10518000,-40215000,234584000,326927000,-508804000,,,66866000,-40215000,11394000.0,7608417000.0,,242186000.0,65274000,0.0,73737000,75192000.0,5494872000.0,-0.18,345120000.0,1173000,962218000.0,5415708000.0,23845000,-1655000000.0,21035000.0,79164000.0,200483000.0,267831000,408434000,172422000.0,81899000,-52668000,,-60872000,,334697000,6031138000.0,8431130000.0,-474000.0,-0.18,-255510000,,536266000.0,-496237000,,341568000,,-274220000,16625000,32605000,11808917000.0,81899000.0,81899000.0,-36019000,12154037000.0,812020000.0,73737000,200483000.0,,,,,,,,,,,
