date,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyEbitda,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2014-06-30,1152000000.0,14254000000.0,4374000000.0,,4306000000.0,350000000.0,10090000000.0,4683000000.0,145000000.0,,,18000000.0,,1401000000,6289000000.0,1188000000.0,,3228000000.0,1921000000,,,20387000000.0,14200000000.0,2255000000.0,68000000.0,24753000000.0,,70333000000.0,8146000000,38953000000.0,777000000,90720000000.0,,804000000,777000000,974000000.0,2074000000.0,7137000000.0,37421000000.0,,2608000000.0,51637000000.0,10113000000.0,2850000000.0,4600000000.0,-155000000.0,4137000000.0,6784000000.0,5538000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,1645000000.0,,,,,381000000.0,,,154000000.0,2626000000.0,,,,1982000000,,1146000000.0,,,2360000000,0.455,2626000000.0,,,2309000000.0,,,,,8868000000,,1190000000,,0.455,1221000000,1190000000,,,,,,2864000000.0,,,,,-198000000.0,4022000000.0,,6004000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,1547000000.0,14543000000.0,7341000000.0,2639000000.0,7341000000.0,166000000.0,10396000000.0,1538000000.0,159000000.0,2631600000.0,-10484000000.0,2585000000.0,20880000000.0,1663000000,131000000.0,1351000000.0,-977000000.0,11363000000.0,2326000000,0.51,2631600000.0,23437000000.0,13032000000.0,2465000000.0,9000000.0,28092000000.0,,73955000000.0,9170000000,41124000000.0,1339000000,97392000000.0,0.51,1366000000,1339000000,1133000000.0,2157000000.0,7149000000.0,39197000000.0,,3041000000.0,56120000000.0,13276000000.0,9819000000.0,4105000000.0,22000000.0,4466000000.0,16086000000.0,6129000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,1306000000.0,,,,,220000000.0,,,133000000.0,2616800000.0,,,,1783000000,,1199000000.0,,,2057000000,0.39,2616800000.0,,,2438000000.0,,,,,8890000000,,1023000000,,0.39,1055000000,1023000000,,,,,,2786000000.0,,,,,-380000000.0,4321000000.0,,6104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,1883000000.0,14401000000.0,4927000000.0,2622000000.0,4701000000.0,519000000.0,10540000000.0,3962000000.0,134000000.0,,,16000000.0,,2024000000,8368000000.0,1290000000.0,993000000.0,3969000000.0,2628000000,,,22025000000.0,16299000000.0,2648000000.0,226000000.0,24850000000.0,,75898000000.0,9461000000,41149000000.0,1302000000,97923000000.0,,1329000000,1302000000,1132000000.0,2170000000.0,7765000000.0,40661000000.0,,2938000000.0,56618000000.0,10770000000.0,4454000000.0,3742000000.0,-29000000.0,4499000000.0,7147000000.0,6523000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,1850000000.0,,,,,272000000.0,,,127000000.0,2611000000.0,,,,2222000000,,1355000000.0,,,2575000000,0.625,2611000000.0,,,2461000000.0,,,,,9680000000,,1628000000,,0.625,1651000000,1628000000,,,,,,2998000000.0,,,,,-267000000.0,4460000000.0,,6682000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,363000000.0,12026000000.0,9148000000.0,2611000000.0,9148000000.0,-218000000.0,9943000000.0,3436000000.0,172000000.0,2609800000.0,-11166000000.0,5752000000.0,21109000000.0,1328000000,1113000000.0,1364000000.0,912000000.0,13259000000.0,1230000000,0.13,2609800000.0,30680000000.0,17808000000.0,2482000000.0,13000000.0,26303000000.0,,71641000000.0,8818000000,44111000000.0,334000000,102321000000.0,0.13,553000000,334000000,1121000000.0,0.0,7386000000.0,39557000000.0,581000000.0,2865000000.0,58049000000.0,13118000000.0,10115000000.0,2895000000.0,-892000000.0,4625000000.0,15780000000.0,5953000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,1037000000.0,,,,,117000000.0,,,129000000.0,2576800000.0,,,,1654000000,,1235000000.0,,,1610000000,0.42,2576800000.0,,,2212000000.0,,,,,7928000000,,1087000000,,0.42,1013000000,1087000000,,,,,,2447000000.0,,,,,-500000000.0,3827000000.0,,5481000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,1362000000.0,11094000000.0,6076000000.0,2574000000.0,6076000000.0,380000000.0,9819000000.0,2427000000.0,112000000.0,2573600000.0,,6010000000.0,,1615000000,1186000000.0,1279000000.0,3458000000.0,12607000000.0,1907000000,0.45,2573600000.0,28345000000.0,16220000000.0,2397000000.0,130000000.0,28546000000.0,,70768000000.0,8308000000,44766000000.0,1158000000,99113000000.0,0.45,987000000,1158000000,1027000000.0,1772000000.0,7290000000.0,39420000000.0,,2523000000.0,54190000000.0,14850000000.0,10435000000.0,2774000000.0,-179000000.0,4170000000.0,16259000000.0,5785000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,2147000000.0,,,,,460000000.0,,,261000000.0,2577000000.0,,,,2475000000,,1221000000.0,,,2811000000,0.65,2577000000.0,,,2274000000.0,,,,,9295000000,,1674000000,,0.65,1693000000,1674000000,,,,,,2776000000.0,,,,,-84000000.0,4044000000.0,,6519000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1132000000.0,10879000000.0,10273000000.0,2584000000.0,10273000000.0,369000000.0,10019000000.0,1764000000.0,422000000.0,2565800000.0,-11858000000.0,6421000000.0,21877000000.0,1650000000,1393000000.0,1437000000.0,1964000000.0,14472000000.0,1966000000,0.31,2565800000.0,33108000000.0,17629000000.0,2603000000.0,31000000.0,29319000000.0,,71564000000.0,9177000000,46948000000.0,790000000,104672000000.0,0.31,793000000,790000000,1378000000.0,31000000.0,7311000000.0,40287000000.0,676000000.0,2956000000.0,57554000000.0,16815000000.0,10379000000.0,2292000000.0,-97000000.0,4571000000.0,16414000000.0,6221000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,1638000000.0,,,,,336000000.0,,,111000000.0,2524800000.0,,,,1820000000,,1309000000.0,,,2252000000,2.26,2524800000.0,,,2478000000.0,,,,,8897000000,,5701000000,,2.26,1308000000,5701000000,,,,,,2785000000.0,,,,,-119000000.0,4292000000.0,,6112000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,1315000000.0,13849000000.0,10877000000.0,,10877000000.0,274000000.0,9633000000.0,3241000000.0,107000000.0,2516400000.0,,28000000.0,,1639000000,244000000.0,1358000000.0,,13580000000.0,1909000000,0.41,2516400000.0,27099000000.0,17065000000.0,2568000000.0,,27013000000.0,,74771000000.0,8933000000,44078000000.0,1037000000,101870000000.0,0.41,1073000000,1037000000,1287000000.0,2091000000.0,6857000000.0,40964000000.0,,2885000000.0,57631000000.0,15186000000.0,10325000000.0,2128000000.0,-264000000.0,4409000000.0,16194000000.0,6048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,1901000000.0,,,,,412000000.0,,,103000000.0,2508600000.0,,,,2393000000,,1341000000.0,,,2438000000,0.625,2508600000.0,,,2314000000.0,,,,,9393000000,,1567000000,,0.625,1531000000,1567000000,,,,,,2853000000.0,,,,,-415000000.0,4147000000.0,,6540000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,676000000.0,13080000000.0,10315000000.0,2508000000.0,10315000000.0,700000000.0,9579000000.0,1275000000.0,99000000.0,2505800000.0,-12399000000.0,34000000.0,21978000000.0,1190000000,343000000.0,1464000000.0,-585000000.0,13839000000.0,1217000000,0.05,2505800000.0,26386000000.0,15457000000.0,2698000000.0,77000000.0,26111000000.0,,73440000000.0,8981000000,41568000000.0,129000000,99826000000.0,0.05,0,129000000,1026000000.0,77000000.0,7216000000.0,40264000000.0,572000000.0,3088000000.0,58089000000.0,14326000000.0,10517000000.0,1605000000.0,-441000000.0,4703000000.0,16037000000.0,5893000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,1203000000.0,,,,,187000000.0,,,95000000.0,2496400000.0,,,,1444000000,,1280000000.0,,,1756000000,0.405,2496400000.0,,,2312000000.0,,,,,8126000000,,1016000000,,0.405,1046000000,1016000000,,,,,,2545000000.0,,,,,-243000000.0,4137000000.0,,5581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,854000000.0,22436000000.0,7493000000.0,,7493000000.0,110000000.0,9470000000.0,6153000000.0,107000000.0,,,,,1493000000,721000000.0,1475000000.0,,4582000000.0,1502000000,,,25469000000.0,19878000000.0,2507000000.0,,36539000000.0,,87309000000.0,8481000000,56417000000.0,762000000,112778000000.0,,789000000,762000000,1018000000.0,2477000000.0,6602000000.0,44828000000.0,,2720000000.0,56197000000.0,22788000000.0,5245000000.0,3784000000.0,-532000000.0,4268000000.0,7364000000.0,5761000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,2608000000.0,,,,,427000000.0,,,130000000.0,2494200000.0,,,,2437000000,,1461000000.0,,,3275000000,0.91,2494200000.0,,,2310000000.0,,,,,9744000000,,2274000000,,0.91,2304000000,2274000000,,,,,,3032000000.0,,,,,277000000.0,4275000000.0,,6712000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-260000000.0,21889000000.0,6925000000.0,2495000000.0,6925000000.0,-243000000.0,9651000000.0,2633000000.0,103000000.0,2491200000.0,-13046000000.0,,22697000000.0,998000000,341000000.0,1678000000.0,-168000000.0,14402000000.0,477000000,0.1,2491200000.0,24647000000.0,17376000000.0,2730000000.0,199000000.0,34997000000.0,,86761000000.0,9326000000,52373000000.0,254000000,111408000000.0,0.1,284000000,254000000,963000000.0,,7260000000.0,44235000000.0,,3138000000.0,58876000000.0,22007000000.0,10986000000.0,3414000000.0,-1198000000.0,5190000000.0,17654000000.0,6188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,1355000000.0,,,,,255000000.0,,,106000000.0,2491600000.0,,,,1735000000,,1385000000.0,,,2018000000,0.455,2491600000.0,,,2376000000.0,,,,,8713000000,,1137000000,,0.455,1147000000,1137000000,,,,,,2618000000.0,,,,,-326000000.0,4360000000.0,,6095000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,-393000000.0,19098000000.0,6742000000.0,2504000000.0,6742000000.0,-242000000.0,10711000000.0,4411000000.0,138000000.0,,,,10711000000.0,1647000000,273000000.0,1587000000.0,271000000.0,5082000000.0,304000000,,,25384000000.0,19206000000.0,2459000000.0,,34821000000.0,,85161000000.0,8980000000,54027000000.0,-87000000,110545000000.0,,-82000000,-87000000,739000000.0,2920000000.0,7229000000.0,44418000000.0,,2767000000.0,56353000000.0,21087000000.0,4935000000.0,2938000000.0,-1944000000.0,4566000000.0,8423000000.0,6213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2052000000.0,,,,,268000000.0,,,109000000.0,2504400000.0,,,,2529000000,,1360000000.0,,,2681000000,0.705,2504400000.0,,,2311000000.0,,,,,9921000000,,1766000000,,0.705,1875000000,1766000000,,,,,,3134000000.0,,,,,-397000000.0,4258000000.0,,6787000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
