date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyCostOfRevenue,quarterlyDilutedEPS,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicEPS,quarterlyResearchAndDevelopment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyTaxProvision,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported
2006-06-30,30391000.0,14710000.0,241701000.0,82907000.0,538483000.0,38477000.0,23188000.0,693860000.0,19084000,155377000.0,106238000.0,19121000.0,,3247000.0,,113298000.0,31086000.0,2628000.0,,74766000,19084000,19084000,-100083000.0,373421000.0,,11957000.0,11270000.0,-385000.0,4020000,18884000,0.17,23597000.0,,37852000.0,107000.0,,15512000.0,47585000,31201000,450583000.0,5701000.0,-98319000.0,560801000.0,111983000.0,0.0,,-59753000.0,447597000.0,373421000.0,1416000.0,,,,-3214000.0,33912000.0,,-5838000.0,3666000.0,0.18,9108000,16474000.0,-1764000.0,4599000.0,27181000,136554000.0,,93650000,4026000.0,76801000.0,11778000,2324000.0,74176000.0,,5248000.0,,30428000,-77162000.0
2006-09-30,32235000.0,43740000.0,266918000.0,92854000.0,572632000.0,40567000.0,23188000.0,739288000.0,25217000,166656000.0,,21342000.0,-15496000.0,3410000.0,,125089000.0,40419000.0,2829000.0,,83554000,25217000,25217000,-10432000.0,412487000.0,,11104000.0,10893000.0,97000.0,-8593000,18589000,,23550000.0,,74755000.0,107000.0,,14954000.0,46906000,41389000,373421000.0,6358000.0,-44000.0,594288000.0,,0.0,,-69604000.0,485699000.0,412487000.0,1441000.0,,,7450000.0,-10520000.0,4581000.0,,29053000.0,3814000.0,,9964000,46082000.0,-2342000.0,3681000.0,36648000,146599000.0,,102143000,5719000.0,76995000.0,15917000,1201000.0,73212000.0,,1922000.0,,40058000,39066000.0
2006-12-31,32358000.0,45367000.0,296811000.0,96508000.0,611789000.0,37311000.0,24331000.0,795613000.0,29893000,183824000.0,107947000.0,21661000.0,-77765000.0,3224000.0,,128866000.0,57875000.0,8567000.0,,85413000,29893000,29893000,-64912000.0,409265000.0,,11585000.0,10697000.0,-265000.0,5427000,19029000,0.27,16886000.0,,53744000.0,108000.0,,14426000.0,46147000,44693000,412487000.0,7559000.0,54000.0,645993000.0,112767000.0,0.0,,-69604000.0,528394000.0,409265000.0,1483000.0,,,14597000.0,-552000.0,5086000.0,,17720000.0,7674000.0,0.28,8836000,47165000.0,-1798000.0,12430000.0,39266000,146783000.0,,104442000,28636000.0,77179000.0,14452000,4222000.0,119129000.0,,-3120000.0,,42490000,-3222000.0
2007-03-31,32945000.0,19845000.0,335906000.0,107960000.0,650191000.0,42525000.0,24524000.0,859302000.0,39095000,209111000.0,109055000.0,22594000.0,-106444000.0,3453000.0,,140905000.0,80943000.0,4824000.0,,108323000,39095000,39095000,-53028000.0,337401000.0,,13212000.0,10351000.0,-4009000.0,7432000,20687000,0.34,30889000.0,,55761000.0,109000.0,,14625000.0,51985000,62270000,409265000.0,10350000.0,-1260000.0,697196000.0,113412000.0,0.0,,-69604000.0,532393000.0,337401000.0,1506000.0,,,58075000.0,-866000.0,5404000.0,,-17800000.0,8441000.0,0.36,10960000,23244000.0,-3399000.0,6374000.0,56338000,149300000.0,,129010000,34939000.0,79696000.0,22776000,1909000.0,194992000.0,,-638000.0,,59791000,-22914000.0
2007-06-30,35695000.0,32570000.0,365591000.0,122911000.0,668094000.0,48430000.0,41908000.0,923700000.0,29685000,255606000.0,109692000.0,19346000.0,-123174000.0,3856000.0,,158606000.0,88198000.0,5133000.0,,100053000,29685000,29685000,-54108000.0,325909000.0,6312000.0,14091000.0,10037000.0,-2390000.0,342000,19560000,0.26,25021000.0,,73788000.0,110000.0,,33028000.0,59934000,45878000,337401000.0,11927000.0,1294000.0,743269000.0,113696000.0,0.0,,-69604000.0,536457000.0,325909000.0,1528000.0,,825000.0,100500000.0,-11971000.0,29435000.0,,12744000.0,11661000.0,0.27,11854000,35068000.0,-2498000.0,6853000.0,40119000,151061000.0,,119613000,6233000.0,81457000.0,15839000,2089000.0,210548000.0,,754000.0,,43975000,-11492000.0
2007-09-30,29058000.0,49388000.0,409749000.0,143204000.0,733418000.0,50536000.0,39364000.0,991697000.0,44158000,258279000.0,,19367000.0,-120442000.0,4272000.0,,172262000.0,85581000.0,3321000.0,,113974000,44158000,44158000,-20749000.0,368467000.0,,14883000.0,9691000.0,-3131000.0,16000,14989000,,28165000.0,,109787000.0,110000.0,,35389000.0,62745000,56575000,325909000.0,13522000.0,10000.0,797156000.0,,0.0,,-81353000.0,599684000.0,368467000.0,1563000.0,,1360000.0,107769000.0,-19730000.0,9281000.0,,7518000.0,11467000.0,,12459000,57496000.0,-8108000.0,4867000.0,51229000,166905000.0,,128963000,9051000.0,85552000.0,12064000,1926000.0,231217000.0,,21278000.0,,55501000,42558000.0
2007-12-31,63850000.0,74789000.0,457710000.0,173572000.0,629184000.0,50986000.0,258967000.0,1126631000.0,47673000,497447000.0,110592000.0,36947000.0,-66255000.0,5246000.0,,237422000.0,41842000.0,6309000.0,,132261000,47673000,47673000,-175830000.0,280246000.0,17694000.0,14585000.0,9209000.0,-462000.0,-254000,17966000,0.42,37955000.0,,127334000.0,111000.0,,93672000.0,64893000,72572000,368467000.0,18358000.0,7000.0,867178000.0,114700000.0,0.0,,-81353000.0,480973000.0,280246000.0,1571000.0,,363000.0,140610000.0,-7035000.0,11154000.0,,24507000.0,16358000.0,0.43,13907000,76266000.0,-1477000.0,11569000.0,67368000,166432000.0,,150227000,15155000.0,85079000.0,24607000,5639000.0,200727000.0,,5875000.0,,72614000,-88221000.0
2008-03-31,61946000.0,31354000.0,514488000.0,159260000.0,549429000.0,55310000.0,272542000.0,1191268000.0,56778000,641839000.0,111192000.0,34135000.0,-97169000.0,7329000.0,,221206000.0,178913000.0,5243000.0,,155311000,56778000,56778000,24015000.0,347502000.0,19001000.0,20153000.0,8810000.0,-5655000.0,-1190000,17246000,0.49,43399000.0,,124121000.0,112000.0,,93863000.0,70786000,86929000,280246000.0,24594000.0,33000.0,947670000.0,114736000.0,0.0,,-81353000.0,376407000.0,347502000.0,1591000.0,,632000.0,128766000.0,-8700000.0,6885000.0,,-28665000.0,25471000.0,0.51,15725000,34508000.0,-3154000.0,7730000.0,84525000,165918000.0,,172557000,2069000.0,84565000.0,29792000,2867000.0,28905000.0,,7766000.0,,91854000,67256000.0
2008-06-30,62785000.0,48204000.0,560936000.0,178646000.0,619986000.0,54979000.0,273552000.0,1275607000.0,46448000,655621000.0,111844000.0,35392000.0,-49604000.0,6832000.0,,241431000.0,192726000.0,6965000.0,,138301000,46448000,46448000,-38883000.0,369907000.0,18985000.0,22000000.0,8408000.0,-2757000.0,-241000,16016000,0.4,45933000.0,,134881000.0,113000.0,,90751000.0,70095000,70867000,347502000.0,30894000.0,0.0,1011477000.0,114875000.0,0.0,,-81353000.0,419459000.0,369907000.0,1607000.0,,329000.0,13756000.0,-4750000.0,8431000.0,,-2018000.0,25926000.0,0.42,15366000,51239000.0,-3035000.0,10121000.0,68206000,167128000.0,,154317000,2833000.0,85775000.0,24117000,3543000.0,49552000.0,,4727000.0,,75038000,22405000.0
2008-09-30,64122000.0,96517000.0,609495000.0,200673000.0,691869000.0,62815000.0,250356000.0,1336146000.0,48559000,644277000.0,,39585000.0,-91069000.0,5407000.0,,264795000.0,198046000.0,3229000.0,,146581000,48559000,48559000,-80640000.0,394761000.0,16755000.0,18133000.0,7782000.0,1307000.0,1440000,16549000,,27650000.0,,146788000.0,112000.0,,83060000.0,79897000,71434000,369907000.0,37344000.0,0.0,1049253000.0,,0.0,,-90638000.0,514428000.0,394761000.0,1593000.0,,802000.0,16244000.0,-1265000.0,10137000.0,,62430000.0,4739000.0,,17082000,102461000.0,-5944000.0,5476000.0,66684000,178553000.0,,163130000,4811000.0,87915000.0,22254000,2637000.0,119667000.0,,-12670000.0,,72091000,24854000.0
2008-12-31,62729000.0,88107000.0,687579000.0,191247000.0,739312000.0,54467000.0,236687000.0,1401212000.0,78095000,661900000.0,112608000.0,40615000.0,-96801000.0,6519000.0,,253976000.0,221642000.0,792000.0,,184486000,78095000,78095000,-89068000.0,402434000.0,15227000.0,16316000.0,6887000.0,-2388000.0,-1382000,4228000,0.68,23667000.0,,118028000.0,112000.0,,86714000.0,70013000,116960000,394761000.0,39481000.0,0.0,1127148000.0,114870000.0,0.0,,-90638000.0,583557000.0,402434000.0,1527000.0,,263000.0,17050000.0,6918000.0,11060000.0,,19537000.0,-3778000.0,0.69,15546000,97424000.0,-9317000.0,3394000.0,114473000,175447000.0,,180258000,21151000.0,84809000.0,38623000,2970000.0,181123000.0,,-1626000.0,,120992000,7673000.0
2009-03-31,60699000.0,30087000.0,757030000.0,147932000.0,725487000.0,53420000.0,225548000.0,1423900000.0,69451000,698413000.0,112852000.0,39905000.0,-98452000.0,8066000.0,,208631000.0,24184000.0,691000.0,244535000.0,172142000,69451000,69789000,-64072000.0,372528000.0,14341000.0,14113000.0,6453000.0,-1322000.0,-1630000,31982000,0.6,45245000.0,,109576000.0,113000.0,,79218000.0,64764000,108219000,402434000.0,25372000.0,-8321000.0,1195095000.0,115059000.0,0.0,,,566071000.0,372528000.0,1540000.0,,149000.0,36936000.0,10039000.0,10060000.0,,-60654000.0,,0.62,16244000,32643000.0,-2556000.0,2151000.0,107378000,,1384000.0,204124000,0.0,86895000.0,38430000,-1335000.0,193543000.0,,13021000.0,,116434000,-29906000.0
2009-06-30,61581000.0,59513000.0,808176000.0,148331000.0,738148000.0,55575000.0,250582000.0,1508749000.0,51146000,770601000.0,113261000.0,29205000.0,-109470000.0,6916000.0,,209912000.0,24873000.0,2065000.0,289745000.0,151494000,51146000,51517000,-87776000.0,363376000.0,15223000.0,9986000.0,6315000.0,3855000.0,322000,19750000,0.44,49817000.0,,102525000.0,113000.0,,81694000.0,72797000,79019000,372528000.0,35110000.0,0.0,1276667000.0,115528000.0,0.0,-387000.0,,574655000.0,363376000.0,1615000.0,-3477000.0,187000.0,43999000.0,2875000.0,110709000.0,10838000.0,-4844000.0,2081000.0,0.45,17222000,65197000.0,-5684000.0,9757000.0,78697000,,897000.0,171244000,0.0,90577000.0,27502000,1830000.0,211279000.0,6371000.0,3353000.0,,78697000,-9152000.0
2009-09-30,61626000.0,71953000.0,852475000.0,156584000.0,900838000.0,62514000.0,261121000.0,1581315000.0,44299000,680477000.0,,31469000.0,-68500000.0,7231000.0,,218210000.0,15450000.0,2279000.0,205938000.0,146613000,44299000,44703000,4415000.0,451678000.0,13573000.0,12975000.0,5825000.0,-3783000.0,2565000,17264000,,22981000.0,,100901000.0,113000.0,,82035000.0,86493000,67221000,363376000.0,37204000.0,0.0,1341108000.0,,0.0,-401000.0,-97633000.0,735486000.0,451678000.0,1624000.0,26491000.0,336000.0,78923000.0,-14595000.0,12921000.0,10759000.0,34488000.0,9541000.0,,18079000,77961000.0,-6008000.0,6221000.0,60120000,189811000.0,3934000.0,163877000,0.0,92178000.0,22518000,37000.0,283808000.0,6207000.0,-9850000.0,,74788000,88302000.0
2009-12-31,61195000.0,87720000.0,921561000.0,181911000.0,954341000.0,58266000.0,258868000.0,1676443000.0,69086000,722102000.0,114085000.0,32069000.0,-264913000.0,7806000.0,,243106000.0,15176000.0,4653000.0,246022000.0,185423000,69086000,69493000,-140873000.0,406238000.0,13263000.0,9493000.0,5407000.0,3490000.0,2022000,35793000,0.59,43507000.0,,111694000.0,114000.0,,77595000.0,81066000,106379000,451678000.0,28294000.0,0.0,1411038000.0,116138000.0,0.0,-398000.0,,779005000.0,406238000.0,1648000.0,-20400000.0,85000.0,134784000.0,-5629000.0,122090000.0,10456000.0,23783000.0,6858000.0,0.61,22800000,98464000.0,-10744000.0,-2148000.0,104357000,,29879000.0,221216000,0.0,98292000.0,36886000,1921000.0,372767000.0,5327000.0,69962000.0,-15661000.0,112163000,-45440000.0
2010-03-31,61364000.0,78573000.0,1007459000.0,163705000.0,975034000.0,56354000.0,259514000.0,1699460000.0,85898000,724426000.0,113985000.0,32470000.0,-111820000.0,9588000.0,,225069000.0,15496000.0,5631000.0,249633000.0,213798000,85898000,86319000,-21180000.0,417349000.0,12919000.0,10446000.0,4880000.0,-1073000.0,-109000,29623000,0.74,44427000.0,,109601000.0,113000.0,,72297000.0,81602000,133929000,406238000.0,17290000.0,171000.0,1452468000.0,115995000.0,0.0,-392000.0,,799446000.0,417349000.0,1647000.0,-1047000.0,112000.0,97914000.0,-4801000.0,10678000.0,11095000.0,-8604000.0,5568000.0,0.75,25248000,86018000.0,-7445000.0,-50403000.0,132196000,,24489000.0,243421000,0.0,100880000.0,47610000,0.0,382097000.0,7111000.0,-69567000.0,-67463000.0,143629000,11111000.0
2010-06-30,58463000.0,67451000.0,1070911000.0,171616000.0,1012238000.0,65692000.0,258853000.0,1703186000.0,63452000,690948000.0,113254000.0,29316000.0,-179439000.0,8151000.0,,230079000.0,15351000.0,6606000.0,222664000.0,190213000,63452000,63688000,100031000.0,519098000.0,12919000.0,16989000.0,4470000.0,-6504000.0,-413000,40056000,0.55,47650000.0,,126775000.0,113000.0,,69322000.0,93205000,98082000,417349000.0,12041000.0,-171000.0,1473107000.0,115282000.0,0.0,-402000.0,-100740000.0,822869000.0,519098000.0,1675000.0,-3148000.0,392000.0,287159000.0,-11352000.0,13284000.0,11758000.0,689000.0,4558000.0,0.56,27513000,74969000.0,-7518000.0,-72391000.0,97008000,196226000.0,17841000.0,230269000,0.0,95486000.0,34394000,2139000.0,303771000.0,8063000.0,336000.0,-94524000.0,106625000,101749000.0
2010-09-30,51337000.0,55247000.0,1135922000.0,165756000.0,1060413000.0,69201000.0,264580000.0,1711772000.0,65011000,651359000.0,,27015000.0,-89880000.0,9392000.0,,217093000.0,14878000.0,7749000.0,190837000.0,201464000,65011000,63327000,17665000.0,545861000.0,11547000.0,28338000.0,0.0,-11609000.0,-5743000,26343000,,54257000.0,,144608000.0,112000.0,,67019000.0,98618000,98622000,519098000.0,9647000.0,0.0,1473737000.0,,0.0,-6488000.0,-49371000.0,848130000.0,545861000.0,0.0,-6734000.0,114000.0,123586000.0,5751000.0,3606000.0,12775000.0,-16174000.0,7801000.0,,29417000,67847000.0,-12600000.0,-59832000.0,102846000,143468000.0,7895000.0,227807000,0.0,94097000.0,35295000,0.0,302269000.0,7193000.0,244000.0,-63714000.0,108128000,26763000.0
2010-12-31,43949000.0,61006000.0,1222309000.0,144330000.0,924057000.0,75259000.0,266236000.0,1760131000.0,86387000,836074000.0,112035000.0,29867000.0,-309660000.0,9539000.0,,188279000.0,15069000.0,9386000.0,367727000.0,213573000,86387000,86765000,-162210000.0,433638000.0,559000.0,27799000.0,,536000.0,1079000,29139000,0.76,68638000.0,,110928000.0,112000.0,,67340000.0,103586000,111066000,545861000.0,8065000.0,0.0,1550698000.0,113713000.0,0.0,0.0,-54356000.0,704231000.0,433638000.0,,-14789000.0,283000.0,159825000.0,-6640000.0,122111000.0,13523000.0,-23702000.0,8032000.0,0.77,28327000,70652000.0,-9646000.0,-20831000.0,109987000,153465000.0,14154000.0,242712000,0.0,99109000.0,24301000,2536000.0,270593000.0,10984000.0,-143000.0,-45966000.0,119526000,-112223000.0
2011-03-31,38220000.0,91034000.0,1304370000.0,147612000.0,1022435000.0,72700000.0,267255000.0,1825968000.0,82061000,803533000.0,112140000.0,23775000.0,-58347000.0,11506000.0,,185832000.0,6135000.0,1919000.0,347092000.0,221569000,82061000,82482000,12474000.0,520268000.0,606000.0,31382000.0,,-3574000.0,2024000,28457000,0.72,73657000.0,,128342000.0,112000.0,0.0,61804000.0,101099000,122494000,433638000.0,10575000.0,0.0,1618261000.0,113346000.0,0.0,0.0,-60666000.0,787086000.0,520268000.0,,-5429000.0,85000.0,78551000.0,6168000.0,136216000.0,13839000.0,-13879000.0,10355000.0,0.73,28399000,100940000.0,-9906000.0,-27773000.0,120470000,164256000.0,821000.0,250026000,0.0,103590000.0,40012000,0.0,266818000.0,10856000.0,83115000.0,-29158000.0,131976000,86630000.0
