date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyResearchAndDevelopment
1993-06-30,,,,2900000.0,0.0,4500000.0,,-100000.0,85700000.0,25600000.0,-9400000.0,,7.8e-05,6700000.0,7000000.0,7000000.0,,,10300000.0,,2200000.0,-1400000.0,,,2100000.0,40600000,,-8700000.0,1100000.0,2700000,60000000.0,50600000.0,7900000.0,1100000.0,871488000.0,,,7.8e-05,200000.0,,,1900000.0,4300000,,-6600000.0,7600000.0,16800000.0,49400000.0,3000000.0,,102500000.0,1800000,53100000.0,,-3000000.0,1600000.0,,16800000.0,2500000.0,100000.0,,7200000.0,871488000.0,1800000,1800000,0.0,-1500000.0,,,-3300000.0,200000.0,14400000.0,,,33400000.0,2400000.0,
1993-09-30,,,,3800000.0,0.0,6800000.0,,0.0,88100000.0,22700000.0,-15800000.0,,,6200000.0,16400000.0,16400000.0,,,58200000.0,,5700000.0,-2500000.0,,,1400000.0,50300000,,-18000000.0,81200000.0,3800000,81600000.0,65800000.0,12500000.0,1600000.0,,,,,7000000.0,,,9300000.0,6300000,80500000.0,-16600000.0,9400000.0,24400000.0,66200000.0,4300000.0,,193000000.0,2200000,126800000.0,0.0,-113200000.0,2500000.0,,104900000.0,61000000.0,1700000.0,,10600000.0,,2200000,2200000,0.0,-73000000.0,,80500000.0,-9800000.0,900000.0,24200000.0,,,39700000.0,2900000.0,
1993-12-31,,,,7900000.0,16400000.0,28200000.0,,-100000.0,95000000.0,29300000.0,-18000000.0,,0.000469,,26900000.0,26900000.0,900000.0,,66700000.0,-300000.0,3900000.0,400000.0,,,7300000.0,66000000,,-13000000.0,6200000.0,8100000,94500000.0,76500000.0,24800000.0,3100000.0,885600000.0,,,0.000469,2000000.0,,,10500000.0,10400000,80600000.0,-5700000.0,14300000.0,28700000.0,85000000.0,25900000.0,,204300000.0,4800000,119300000.0,100000.0,-56700000.0,2300000.0,,109300000.0,42800000.0,4200000.0,,36300000.0,885600000.0,4800000,4800000,0.0,-3100000.0,,80500000.0,-1000000.0,800000.0,25300000.0,,,29700000.0,3500000.0,
1994-03-31,,,,3200000.0,0.0,9100000.0,,100000.0,97800000.0,29800000.0,-18000000.0,,0.000156,,10000000.0,10000000.0,,,47200000.0,-200000.0,29100000.0,-500000.0,,,4200000.0,57400000,,-29800000.0,200000.0,3300000,121100000.0,103100000.0,0.0,1300000.0,931648000.0,,,0.000156,-700000.0,,,-16900000.0,8000000,80500000.0,-25600000.0,14300000.0,29100000.0,68500000.0,4400000.0,,207400000.0,1900000,138900000.0,0.0,-38600000.0,3000000.0,,109600000.0,35800000.0,-2200000.0,,12400000.0,931648000.0,1900000,1900000,0.0,-21100000.0,,80500000.0,300000.0,-200000.0,25000000.0,,,45000000.0,3700000.0,
1994-06-30,,,,1300000.0,0.0,8400000.0,,0.0,103000000.0,24700000.0,-18000000.0,,0.000156,13500000.0,14700000.0,14700000.0,1000000.0,,25800000.0,-200000.0,5700000.0,-8700000.0,,,-3900000.0,73000000,,-20400000.0,2800000.0,5700000,141000000.0,123000000.0,19500000.0,1100000.0,917664000.0,,,0.000156,2300000.0,,,4000000.0,10100000,80500000.0,-24300000.0,15800000.0,38700000.0,81000000.0,5000000.0,,222200000.0,100000,141200000.0,0.0,-400000.0,4400000.0,,119200000.0,18200000.0,-2000000.0,,14100000.0,917664000.0,200000,200000,0.0,5000000.0,,80500000.0,-10200000.0,-3300000.0,36900000.0,,,58900000.0,4700000.0,
1994-09-30,,,,6500000.0,0.0,110600000.0,,0.0,109900000.0,14700000.0,-30000000.0,,,,8400000.0,8400000.0,900000.0,,34100000.0,900000.0,9100000.0,-18400000.0,,,-9100000.0,80300000,,-22100000.0,1200000.0,7200000,170800000.0,140800000.0,31300000.0,2500000.0,,,,,-1000000.0,2900000.0,,-6300000.0,10000000,81100000.0,-31200000.0,20000000.0,40400000.0,84600000.0,107800000.0,,231400000.0,3700000,146800000.0,0.0,-10400000.0,2800000.0,,121500000.0,6000000.0,3700000.0,,117800000.0,,4000000,4000000,0.0,1600000.0,600000.0,80500000.0,-19200000.0,100000.0,56100000.0,,,-37500000.0,5400000.0,
1994-12-31,,,,14200000.0,8400000.0,51000000.0,,0.0,284300000.0,55400000.0,-30000000.0,,0.000625,,123900000.0,123900000.0,1000000.0,,6300000.0,,13700000.0,-1100000.0,,,12500000.0,115500000,,-25500000.0,168400000.0,14200000,191100000.0,161100000.0,40700000.0,5600000.0,1123616000.0,,,0.000625,163900000.0,100000.0,,115500000.0,19100000,81600000.0,-13000000.0,28400000.0,54400000.0,253300000.0,46100000.0,,420300000.0,8600000,167000000.0,0.0,-46200000.0,4900000.0,,136000000.0,5900000.0,0.0,,65200000.0,1123616000.0,8600000,8600000,0.0,-65400000.0,1100000.0,80500000.0,-10200000.0,1000000.0,66200000.0,,4500000.0,50300000.0,7800000.0,
1995-03-31,,,,8500000.0,0.0,50100000.0,,-100000.0,290400000.0,108700000.0,-30000000.0,,0.000313,5200000.0,34700000.0,34700000.0,900000.0,,9800000.0,,17300000.0,2000000.0,,,12700000.0,101100000,,-30500000.0,-8000000.0,7000000,216000000.0,186000000.0,27600000.0,3400000.0,1127200000.0,,,0.000313,700000.0,,,-89200000.0,12600000,82400000.0,-17800000.0,33400000.0,50100000.0,219200000.0,44800000.0,,422900000.0,5100000,203700000.0,0.0,-73100000.0,5600000.0,,132500000.0,17700000.0,-8700000.0,,57100000.0,1127200000.0,5100000,5100000,0.0,-93900000.0,1900000.0,80500000.0,-900000.0,2400000.0,67200000.0,,,44000000.0,8600000.0,
1995-06-30,,,,11300000.0,0.0,56800000.0,,100000.0,299500000.0,91200000.0,-30000000.0,,0.000469,8600000.0,24100000.0,24100000.0,900000.0,,44400000.0,-1600000.0,18000000.0,-11500000.0,,,200000.0,119200000,,-34600000.0,5100000.0,10400000,244300000.0,214300000.0,35900000.0,4500000.0,1130688000.0,,,0.000469,-700000.0,,,-10600000.0,16300000,82000000.0,-34400000.0,40700000.0,62500000.0,211500000.0,50900000.0,,444000000.0,6800000,232500000.0,-100000.0,-25800000.0,5000000.0,,144500000.0,18200000.0,5800000.0,,67200000.0,1130688000.0,6800000,6800000,0.0,-15900000.0,1600000.0,80500000.0,-20700000.0,1900000.0,87900000.0,,,52000000.0,8300000.0,
1995-09-30,,,,9100000.0,0.0,-103900000.0,,100000.0,312200000.0,50900000.0,-52200000.0,,,,20900000.0,20900000.0,1000000.0,,42000000.0,1900000.0,28700000.0,-33100000.0,,,-14000000.0,129400000,,-38800000.0,11300000.0,8500000,296900000.0,244700000.0,42300000.0,3600000.0,,,,,8300000.0,200000.0,,-3100000.0,17800000,85000000.0,-52800000.0,46600000.0,71000000.0,205700000.0,-113200000.0,,468200000.0,5500000,262500000.0,200000.0,-3700000.0,9300000.0,,156000000.0,17800000.0,3000000.0,,-95400000.0,,5500000,5500000,0.0,-400000.0,3500000.0,81300000.0,-35800000.0,1500000.0,123700000.0,,,224800000.0,10200000.0,
1995-12-31,,,,15800000.0,20900000.0,14800000.0,,-1900000.0,323000000.0,63100000.0,-59300000.0,,0.00125,,165000000.0,165000000.0,2300000.0,,36100000.0,1200000.0,20600000.0,13800000.0,,,34200000.0,169500000,,-38300000.0,163100000.0,15700000,333500000.0,274200000.0,49500000.0,6200000.0,1139264000.0,,,0.00125,1200000.0,100000.0,,144100000.0,23900000,250800000.0,-4100000.0,55700000.0,70100000.0,347000000.0,6600000.0,,643900000.0,9600000,296900000.0,0.0,-49100000.0,8200000.0,,320900000.0,22700000.0,1000000.0,,30500000.0,1139264000.0,9600000,9600000,0.0,-53200000.0,4900000.0,245900000.0,14600000.0,2300000.0,109100000.0,,,139000000.0,9800000.0,
1996-03-31,,,,16900000.0,0.0,18300000.0,,1200000.0,335700000.0,101100000.0,-68300000.0,,0.00125,,131100000.0,131100000.0,2700000.0,,23900000.0,300000.0,19800000.0,12900000.0,,,23400000.0,153600000,,-37500000.0,-100000.0,7600000,371000000.0,302700000.0,45600000.0,6500000.0,1142304000.0,,,0.00125,1500000.0,,,-33900000.0,17000000,250900000.0,-14100000.0,66000000.0,65400000.0,335100000.0,9700000.0,,652000000.0,10400000,316900000.0,0.0,-44800000.0,9400000.0,,316300000.0,14200000.0,-4100000.0,,25900000.0,1142304000.0,10400000,10400000,0.0,-57200000.0,5100000.0,245800000.0,18200000.0,12100000.0,90800000.0,,,127700000.0,12100000.0,
1996-06-30,,,,15400000.0,0.0,21300000.0,,-200000.0,430900000.0,100600000.0,-78300000.0,,0.000938,,139900000.0,139900000.0,2000000.0,,40200000.0,700000.0,23700000.0,18700000.0,,,39500000.0,177000000,,-40700000.0,9900000.0,14600000,412600000.0,334300000.0,53700000.0,6000000.0,1235024000.0,,,0.000938,7800000.0,,,8800000.0,25900000,171900000.0,-1200000.0,75600000.0,77400000.0,332500000.0,10000000.0,,680200000.0,9400000,347700000.0,0.0,-39900000.0,10500000.0,,249300000.0,13400000.0,4800000.0,,35900000.0,1235024000.0,9400000,9400000,0.0,-40600000.0,5900000.0,166000000.0,13900000.0,2800000.0,76900000.0,,,141100000.0,15100000.0,
1996-09-30,,,,20300000.0,0.0,22200000.0,,-4700000.0,451700000.0,112300000.0,-88000000.0,,,,126200000.0,126200000.0,1800000.0,,40600000.0,2200000.0,38000000.0,12200000.0,,,39600000.0,196400000,,-45300000.0,6900000.0,18900000,457500000.0,369500000.0,63100000.0,7600000.0,,,,,6000000.0,,,-13700000.0,30200000,173800000.0,-5700000.0,90400000.0,101100000.0,339500000.0,10900000.0,,726600000.0,12700000,387100000.0,0.0,-50800000.0,11300000.0,,274900000.0,17600000.0,1200000.0,,41100000.0,,12700000,12700000,0.0,-60200000.0,7100000.0,166700000.0,-6400000.0,3100000.0,83400000.0,,,155300000.0,17600000.0,
1996-12-31,,,,23400000.0,126200000.0,25400000.0,,-1700000.0,471600000.0,131300000.0,-100100000.0,,0.001563,,127800000.0,127800000.0,1800000.0,,32600000.0,1200000.0,29800000.0,17400000.0,,,46800000.0,239100000,,-36900000.0,12100000.0,21200000,494200000.0,394100000.0,76500000.0,9000000.0,1247744000.0,,,0.001563,3600000.0,-100000.0,,1500000.0,33700000,174900000.0,9900000.0,104900000.0,106300000.0,340900000.0,12900000.0,,752800000.0,14400000,411900000.0,100000.0,-51400000.0,12500000.0,,281200000.0,17800000.0,8700000.0,,46600000.0,1247744000.0,14400000,14400000,0.0,-57400000.0,8400000.0,166400000.0,20000000.0,3900000.0,63400000.0,,,192500000.0,18400000.0,
1997-03-31,,,,15600000.0,0.0,27300000.0,,1700000.0,484300000.0,133900000.0,-113300000.0,,0.000938,,90800000.0,90800000.0,1800000.0,,-22900000.0,-200000.0,41000000.0,-14500000.0,,,9900000.0,214900000,,-32700000.0,600000.0,14000000,527300000.0,414000000.0,70400000.0,6000000.0,1252272000.0,,,0.000938,2500000.0,,,-36900000.0,28100000,175200000.0,-22800000.0,113300000.0,111400000.0,327500000.0,13200000.0,,770900000.0,9600000,443400000.0,100000.0,-70300000.0,14100000.0,,286600000.0,29400000.0,-1600000.0,,41300000.0,1252272000.0,9600000,9600000,0.0,-47400000.0,8600000.0,166500000.0,-18000000.0,3500000.0,81400000.0,,,173600000.0,21400000.0,
1997-06-30,,,,23800000.0,0.0,29500000.0,,-27700000.0,504100000.0,105300000.0,-127900000.0,,0.001563,,90800000.0,90800000.0,1800000.0,,134300000.0,3500000.0,49400000.0,-13800000.0,,,20700000.0,242200000,,-42600000.0,6400000.0,23000000,569200000.0,441300000.0,73700000.0,9200000.0,1258480000.0,,,0.001563,10300000.0,,,0.0,38300000,178600000.0,-21900000.0,126400000.0,123100000.0,323600000.0,14200000.0,,805800000.0,14600000,482200000.0,0.0,-14300000.0,15300000.0,,301700000.0,40900000.0,-3500000.0,,52500000.0,1258480000.0,14600000,14600000,0.0,-27100000.0,12300000.0,166300000.0,-28600000.0,2600000.0,109900000.0,,,189700000.0,17600000.0,
1997-09-30,,,,30400000.0,0.0,33100000.0,,172700000.0,531800000.0,96500000.0,-143300000.0,,,,70100000.0,70100000.0,1800000.0,,-134700000.0,800000.0,46300000.0,-12800000.0,,,23600000.0,270700000,,-57500000.0,10800000.0,30100000,626600000.0,483300000.0,92700000.0,11700000.0,,,,,9100000.0,,,-20700000.0,46400000,179900000.0,-33900000.0,145000000.0,139000000.0,316600000.0,16800000.0,,850700000.0,18700000,534100000.0,100000.0,-35600000.0,16300000.0,,318900000.0,50800000.0,6000000.0,,63200000.0,,18700000,18700000,0.0,-55100000.0,12800000.0,167000000.0,-9600000.0,2400000.0,119500000.0,,,207500000.0,30500000.0,
1997-12-31,,,,35900000.0,70100000.0,35300000.0,,700000.0,719800000.0,92700000.0,-157900000.0,,0.002188,,104400000.0,104400000.0,700000.0,,32800000.0,,54200000.0,23300000.0,,,63000000.0,317000000,,-45100000.0,11700000.0,34600000,668300000.0,510400000.0,115200000.0,13800000.0,1382272000.0,,,0.002188,3900000.0,100000.0,,34200000.0,52100000,16600000.0,17900000.0,165400000.0,169400000.0,346500000.0,17800000.0,,905800000.0,22100000,559300000.0,0.0,-28800000.0,17500000.0,,186000000.0,48900000.0,8300000.0,,69900000.0,1382272000.0,22100000,22100000,0.0,-40400000.0,14900000.0,1700000.0,4200000.0,2200000.0,115300000.0,,,247100000.0,34100000.0,
1998-03-31,,,,24600000.0,0.0,38300000.0,,-5300000.0,744700000.0,60100000.0,-176500000.0,,0.001563,,107900000.0,107900000.0,200000.0,,57900000.0,,59400000.0,-20800000.0,,,14200000.0,289600000,,-42300000.0,-2600000.0,22500000,709000000.0,532500000.0,90600000.0,9500000.0,1382272000.0,,,0.001563,6700000.0,-200000.0,,3600000.0,41500000,16300000.0,-28100000.0,180700000.0,150000000.0,330400000.0,19300000.0,,911000000.0,15100000,580600000.0,-100000.0,-18300000.0,19000000.0,,166300000.0,48100000.0,-8700000.0,,60800000.0,1382272000.0,15100000,15100000,0.0,-8000000.0,15100000.0,1300000.0,-13000000.0,2300000.0,128300000.0,,,228800000.0,34100000.0,
1998-06-30,,,,19000000.0,0.0,42400000.0,,0.0,765700000.0,52300000.0,-198600000.0,,0.000938,,91400000.0,91400000.0,100000.0,,8200000.0,-2700000.0,60600000.0,-8400000.0,,,24300000.0,334400000,,-56500000.0,11900000.0,25900000,766100000.0,567500000.0,107200000.0,11100000.0,1430976000.0,,,0.000938,18300000.0,0.0,,-16600000.0,47700000,16000000.0,-32200000.0,182300000.0,167800000.0,329500000.0,20600000.0,,949500000.0,7900000,620000000.0,0.0,-4300000.0,21800000.0,,183800000.0,52500000.0,-6100000.0,,68300000.0,1430976000.0,7900000,7900000,0.0,-52600000.0,15000000.0,1000000.0,-23300000.0,-6700000.0,151800000.0,,,266100000.0,34000000.0,
1998-09-30,,,,39200000.0,0.0,42500000.0,,-8100000.0,794300000.0,41500000.0,-143300000.0,,,,101700000.0,101700000.0,200000.0,,18300000.0,3900000.0,54400000.0,-11100000.0,,,41400000.0,357700000,,-58000000.0,16600000.0,37500000,744100000.0,600800000.0,125100000.0,13600000.0,,,,,-3500000.0,200000.0,,10300000.0,60100000,19000000.0,-16600000.0,205100000.0,179500000.0,337300000.0,19900000.0,,992800000.0,25600000,655500000.0,0.0,0.0,22600000.0,,198500000.0,54700000.0,20700000.0,,80000000.0,,25600000,25600000,0.0,-47800000.0,19000000.0,,8600000.0,1800000.0,143100000.0,,,277700000.0,51000000.0,
1998-12-31,,,,43100000.0,101700000.0,45000000.0,,2000000.0,840000000.0,76700000.0,-241800000.0,,0.0025,36800000.0,128400000.0,128400000.0,200000.0,,11000000.0,600000.0,53000000.0,45000000.0,,,97300000.0,405600000,,-51800000.0,21500000.0,41100000,870000000.0,628200000.0,106500000.0,16400000.0,1446528000.0,,,0.0025,11700000.0,,,26700000.0,65700000,20200000.0,45500000.0,239000000.0,196300000.0,368100000.0,20400000.0,,1056500000.0,26700000,688400000.0,0.0,-53000000.0,24600000.0,,216500000.0,60200000.0,6600000.0,,86100000.0,1446528000.0,26700000,26700000,0.0,-91800000.0,20200000.0,,26400000.0,2100000.0,118000000.0,,,319500000.0,45000000.0,
1999-03-31,,13700000.0,,29000000.0,0.0,48400000.0,,-11300000.0,889300000.0,62600000.0,-267100000.0,,0.003125,34400000.0,127500000.0,127500000.0,200000.0,,48100000.0,1900000.0,54500000.0,-22000000.0,,,24300000.0,375800000,,-63700000.0,27700000.0,26700000,921300000.0,654200000.0,94500000.0,11000000.0,1460416000.0,,,0.003125,21400000.0,,,-900000.0,52700000,21600000.0,-39400000.0,256900000.0,183400000.0,357300000.0,22400000.0,,1094300000.0,18000000,737000000.0,0.0,-27500000.0,26000000.0,,205000000.0,69100000.0,9600000.0,,75100000.0,1460416000.0,18000000,18000000,0.0,-54400000.0,21600000.0,,-14900000.0,2400000.0,129200000.0,,,300700000.0,38000000.0,
1999-06-30,,13600000.0,,39700000.0,0.0,52400000.0,,-11100000.0,921900000.0,87500000.0,-302100000.0,,0.004375,39400000.0,90900000.0,90900000.0,400000.0,,19500000.0,600000.0,65800000.0,-6100000.0,,,46900000.0,423800000,,-75600000.0,12000000.0,38100000,993800000.0,691700000.0,119200000.0,15100000.0,1456456000.0,,,0.004375,22100000.0,-200000.0,,-36500000.0,65800000,22200000.0,-28700000.0,281600000.0,224400000.0,386500000.0,24700000.0,,1168500000.0,24600000,782000000.0,-100000.0,-30900000.0,27700000.0,,246600000.0,76700000.0,-10200000.0,,90500000.0,1456456000.0,24600000,24600000,0.0,-94700000.0,22300000.0,,-36000000.0,2000000.0,166600000.0,,,333300000.0,41500000.0,
1999-09-30,651000000.0,14200000.0,,52200000.0,0.0,51500000.0,,-8300000.0,961000000.0,40200000.0,-321000000.0,,,64200000.0,66400000.0,117800000.0,500000.0,,10100000.0,-2300000.0,56100000.0,-16600000.0,,-3900000.0,42100000.0,474800000,,-86300000.0,29300000.0,50500000,1081300000.0,760300000.0,131300000.0,19800000.0,,,51400000.0,,-12000000.0,300000.0,,-24500000.0,79700000,39900000.0,-44200000.0,313900000.0,251600000.0,386500000.0,22300000.0,,1252500000.0,32400000,866000000.0,0.0,-11400000.0,29200000.0,,291500000.0,91500000.0,12600000.0,,102000000.0,,32400000,32400000,66400000.0,-95400000.0,32900000.0,7000000.0,-11900000.0,2200000.0,180900000.0,,,372800000.0,47600000.0,
