date,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingCashFlow,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyGoodwill,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyResearchAndDevelopment
2015-03-31,1500000.0,547000000.0,0.0,761900000.0,1857000000.0,656500000.0,1018500000.0,-19700000.0,6008700000.0,355100000.0,-5297900000.0,,0.33,,1750400000.0,1849800000.0,16900000.0,-4800000.0,133100000.0,-40000000.0,601300000.0,-135700000.0,,-116900000.0,575700000.0,4563500000,,-314800000.0,-307100000.0,722600000,9195600000.0,3897700000.0,215500000.0,266300000.0,1500500000.0,52300000.0,99400000.0,0.33,47000000.0,19200000.0,-131400000.0,-106600000.0,1006700000,2658800000.0,260900000.0,6083000000.0,3521200000.0,4245400000.0,305900000.0,1592200000.0,12190700000.0,494900000,7945300000.0,610300000.0,-148900000.0,227900000.0,69000000.0,6180000000.0,395200000.0,17400000.0,662100000.0,1379100000.0,1516500000.0,495600000,494900000,1750400000.0,-350300000.0,,2048500000.0,-52400000.0,54900000.0,1061100000.0,790900000.0,-240100000.0,3184400000.0,655600000.0,
2015-06-30,1500000.0,525800000.0,0.0,945000000.0,1750400000.0,656600000.0,1024600000.0,-16000000.0,5856500000.0,413800000.0,-5454100000.0,,0.41,549800000.0,2080500000.0,2175200000.0,19100000.0,-17300000.0,118100000.0,-15900000.0,603200000.0,-107500000.0,,-131100000.0,778300000.0,4881200000,,-336900000.0,-21400000.0,878300000,9431800000.0,3977700000.0,1239300000.0,318500000.0,1498500000.0,52000000.0,94700000.0,0.42,35800000.0,14100000.0,-574700000.0,330100000.0,1213200000,2961300000.0,441400000.0,5945000000.0,4049200000.0,4760700000.0,288500000.0,1560600000.0,12868800000.0,626700000,8108100000.0,613900000.0,-184800000.0,249100000.0,5500000.0,7010500000.0,443300000.0,-90900000.0,749500000.0,1534900000.0,1515700000.0,626500000,626700000,2080500000.0,-419600000.0,,2347400000.0,-103900000.0,60300000.0,1166000000.0,735400000.0,-240100000.0,3346300000.0,672700000.0,
2015-09-30,1500000.0,520400000.0,0.0,896500000.0,2080500000.0,666100000.0,983800000.0,40700000.0,5818000000.0,334200000.0,-5553500000.0,,,,1530100000.0,1611400000.0,18200000.0,-51400000.0,183300000.0,-22900000.0,684200000.0,14300000.0,,-199400000.0,969900000.0,4914800000,,-360200000.0,-1259700000.0,887500000,9641800000.0,4088300000.0,1208600000.0,244000000.0,,53600000.0,81300000.0,,44900000.0,8300000.0,-515000000.0,-550400000.0,1155200000,2972800000.0,609700000.0,5974800000.0,3653500000.0,4352700000.0,303900000.0,1575400000.0,12446100000.0,652500000,8093400000.0,625300000.0,-100600000.0,240500000.0,84000000.0,6626300000.0,415900000.0,29400000.0,664500000.0,1553600000.0,,652500000,652500000,1530100000.0,-227900000.0,,2347500000.0,-143600000.0,20800000.0,1306400000.0,682400000.0,-208900000.0,3361200000.0,719000000.0,
2015-12-31,1500000.0,509100000.0,0.0,1049600000.0,1530100000.0,687200000.0,1448800000.0,1000000.0,5981500000.0,340800000.0,-5665800000.0,,0.46,399800000.0,2263500000.0,2379900000.0,16500000.0,-65100000.0,86100000.0,225200000.0,648000000.0,446000000.0,,-225100000.0,1636000000.0,5373500000,,-331800000.0,-528700000.0,993900000,9788300000.0,4122500000.0,1686300000.0,361900000.0,1485900000.0,57300000.0,116400000.0,0.46,48400000.0,17400000.0,-245800000.0,733400000.0,1313400000,2540000000.0,1304200000.0,6164000000.0,4420100000.0,4727700000.0,305500000.0,1572300000.0,12943500000.0,687600000,8215800000.0,592100000.0,-145600000.0,247300000.0,-28200000.0,6960100000.0,416900000.0,-34300000.0,656500000.0,1681100000.0,1503300000.0,687700000,687600000,2263500000.0,-360100000.0,,1947900000.0,60600000.0,64100000.0,1242600000.0,691000000.0,-297000000.0,3692400000.0,764400000.0,
2016-03-31,1500000.0,515200000.0,0.0,860400000.0,2263500000.0,717900000.0,1203500000.0,11100000.0,5094600000.0,429100000.0,-5843800000.0,,0.39,548900000.0,1294400000.0,1417600000.0,18300000.0,25300000.0,166000000.0,35000000.0,662700000.0,-342100000.0,,-189200000.0,549500000.0,4993200000,,-336400000.0,-934300000.0,798600000,10090700000.0,4246900000.0,1443900000.0,285400000.0,1464500000.0,51300000.0,123200000.0,0.392694,31200000.0,6500000.0,-1338700000.0,-969100000.0,1140700000,3071800000.0,213100000.0,5241200000.0,4351200000.0,3883500000.0,330500000.0,1625000000.0,12519400000.0,575100000,8635900000.0,624200000.0,-433400000.0,262000000.0,11000000.0,7423000000.0,401200000.0,19200000.0,937400000.0,1516500000.0,1486600000.0,575000000,575100000,1294400000.0,-592700000.0,,2447600000.0,-45300000.0,65600000.0,1293100000.0,744000000.0,-294800000.0,3476700000.0,743700000.0,
2016-06-30,1500000.0,526700000.0,0.0,1073400000.0,1294400000.0,708500000.0,1216600000.0,-8800000.0,5721800000.0,467500000.0,-5942600000.0,,0.51,399800000.0,2141800000.0,2316300000.0,21800000.0,300000.0,169300000.0,84500000.0,675700000.0,1400000.0,,-128600000.0,1081400000.0,5238000000,,-361500000.0,368900000.0,939800000,10301800000.0,4359200000.0,1455200000.0,318900000.0,1466400000.0,49800000.0,174500000.0,0.514253,41300000.0,-13800000.0,-5900000.0,847400000.0,1354100000,3864000000.0,719900000.0,5702000000.0,4245200000.0,4856200000.0,323400000.0,1705100000.0,13833200000.0,754100000,8977000000.0,661600000.0,-443700000.0,258900000.0,13500000.0,8109200000.0,391100000.0,20800000.0,1172100000.0,1648300000.0,1479300000.0,754500000,754100000,2141800000.0,-605300000.0,,3202400000.0,-31000000.0,82500000.0,1325100000.0,691300000.0,-293000000.0,3589700000.0,747300000.0,
2016-09-30,1500000.0,516300000.0,0.0,1215200000.0,2141800000.0,773200000.0,1171200000.0,21600000.0,5884000000.0,350000000.0,-6039500000.0,,0.54,400000000.0,2128800000.0,2263200000.0,24700000.0,-16100000.0,287200000.0,-79000000.0,730600000.0,247700000.0,,-108400000.0,1308200000.0,5711200000,,-410600000.0,-655900000.0,1121500000,10573300000.0,4533800000.0,1417200000.0,413500000.0,1460500000.0,59700000.0,134400000.0,0.546161,39800000.0,28900000.0,-405200000.0,-13000000.0,1501800000,3891900000.0,897600000.0,5949800000.0,4546900000.0,4760500000.0,401200000.0,1719600000.0,14329500000.0,800900000,9569000000.0,689700000.0,-563000000.0,261900000.0,50600000.0,8438800000.0,417700000.0,2700000.0,1496200000.0,1894700000.0,1478400000.0,801700000,800900000,2128800000.0,-664800000.0,,3202200000.0,-51800000.0,105900000.0,1378500000.0,754800000.0,-293200000.0,3816500000.0,768800000.0,
2016-12-31,1500000.0,470600000.0,,1132900000.0,2128800000.0,751500000.0,1578300000.0,61600000.0,5796600000.0,357000000.0,-6133200000.0,-400000000.0,0.51,0.0,2034600000.0,2175400000.0,23800000.0,-128700000.0,167700000.0,56400000.0,662500000.0,420600000.0,,-242300000.0,1495700000.0,5732900000,,-307400000.0,-1155000000.0,1048200000,10611700000.0,4478500000.0,1789900000.0,381400000.0,1457200000.0,55000000.0,140800000.0,0.515953,51200000.0,9300000.0,-408100000.0,-94200000.0,1419900000,3816900000.0,1188300000.0,5996300000.0,4397300000.0,4616200000.0,356400000.0,1599000000.0,14017300000.0,751800000,9401100000.0,631200000.0,-323400000.0,263200000.0,-34700000.0,8214200000.0,394900000.0,-34100000.0,1652000000.0,1799700000.0,1470500000.0,751500000,751800000,2034600000.0,-401500000.0,,3185700000.0,146400000.0,84400000.0,1218700000.0,768100000.0,-364000000.0,3933200000.0,865100000.0,
2017-03-31,1400000.0,467700000.0,,980400000.0,2034600000.0,715100000.0,1339700000.0,-7500000.0,5605000000.0,409900000.0,-6322800000.0,0.0,0.45,25000000.0,2163900000.0,2394900000.0,22900000.0,83100000.0,336500000.0,6400000.0,686900000.0,-474700000.0,,-206400000.0,443300000.0,5294000000,,-330500000.0,-162900000.0,851300000,10887300000.0,4564500000.0,1557600000.0,327600000.0,1453200000.0,49900000.0,231000000.0,0.45,46300000.0,-20700000.0,-638000000.0,129300000.0,1269900000,4616400000.0,112800000.0,5768900000.0,4000100000.0,4919400000.0,326800000.0,1635800000.0,14227900000.0,652800000,9308500000.0,673900000.0,-162300000.0,266600000.0,13200000.0,8616500000.0,368000000.0,17400000.0,1461300000.0,1566400000.0,1464800000.0,652800000,652800000,2163900000.0,-163800000.0,,3942500000.0,-101000000.0,84100000.0,1323600000.0,698500000.0,-363800000.0,3727600000.0,791000000.0,
2017-06-30,1400000.0,454800000.0,,1052400000.0,2163900000.0,720100000.0,1342200000.0,800000.0,5843400000.0,354800000.0,-6534100000.0,0.0,0.47,0.0,2716200000.0,3006100000.0,23500000.0,5500000.0,389200000.0,12300000.0,702200000.0,68500000.0,,-185100000.0,1150600000.0,5661500000,,-387400000.0,-504900000.0,1063400000,11233900000.0,4699800000.0,1553700000.0,361100000.0,1447700000.0,43800000.0,289900000.0,0.48,34000000.0,39600000.0,-168000000.0,552300000.0,1342500000,4646700000.0,763200000.0,5986000000.0,4026500000.0,5509300000.0,325000000.0,1549100000.0,14522700000.0,691600000,9013400000.0,711200000.0,-106800000.0,266600000.0,3200000.0,8673200000.0,365300000.0,16100000.0,1138500000.0,1783500000.0,1459400000.0,691300000,691600000,2716200000.0,-104200000.0,,3935500000.0,-26300000.0,-19200000.0,1357300000.0,736600000.0,-362000000.0,3878000000.0,791100000.0,
2017-09-30,1400000.0,441400000.0,,1151900000.0,2716200000.0,771600000.0,1288500000.0,-600000.0,5450100000.0,358100000.0,-6664500000.0,0.0,,0.0,2462300000.0,2690900000.0,22300000.0,-56700000.0,310700000.0,20000000.0,782500000.0,75300000.0,,-155600000.0,1084700000.0,5698300000,,-494100000.0,-1178800000.0,934000000,11584000000.0,4919500000.0,1503700000.0,362500000.0,,27300000.0,228600000.0,,19300000.0,-52800000.0,-828400000.0,-253900000.0,1444900000,4687900000.0,590600000.0,5563200000.0,4220700000.0,5283400000.0,385100000.0,1539200000.0,14365600000.0,788600000,9082200000.0,755300000.0,-81900000.0,270700000.0,64700000.0,8908600000.0,362800000.0,-9100000.0,1023900000.0,1705600000.0,,789400000,788600000,2462300000.0,-180500000.0,,3932600000.0,-5100000.0,88600000.0,1364000000.0,753900000.0,-360600000.0,3992700000.0,870400000.0,
2017-12-31,1400000.0,1246200000.0,,3005900000.0,2462300000.0,779500000.0,1668000000.0,-4500000.0,5752100000.0,335000000.0,-6850700000.0,0.0,1.57,349900000.0,3661400000.0,3768000000.0,25900000.0,1300000.0,337400000.0,744800000.0,852100000.0,314400000.0,,-125300000.0,1834000000.0,6073700000,,-429300000.0,-1039700000.0,1054300000,12229400000.0,5378700000.0,1878000000.0,755800000.0,1421000000.0,61400000.0,106600000.0,1.58,54300000.0,-1323000000.0,-1601000000.0,1199100000.0,3304200000,5918500000.0,1404700000.0,5834900000.0,6841100000.0,6883500000.0,379100000.0,3674800000.0,18518500000.0,2250200000,11635000000.0,1352000000.0,-35200000.0,272400000.0,28100000.0,12759600000.0,526300000.0,-63200000.0,651100000.0,1833800000.0,1434600000.0,2250100000,2250200000,3661400000.0,395000000.0,,4566500000.0,71200000.0,1889300000.0,1313200000.0,951100000.0,-428100000.0,4239900000.0,851800000.0,
2018-03-31,1400000.0,1228400000.0,,815600000.0,3661400000.0,871700000.0,1484000000.0,2200000.0,4711200000.0,,-6964800000.0,0.0,0.47,349700000.0,2142000000.0,2242500000.0,35100000.0,3900000.0,77800000.0,-12200000.0,869700000.0,-599000000.0,,32900000.0,454500000.0,6031800000,,-467400000.0,-372800000.0,854500000,12541600000.0,5576800000.0,,155800000.0,1394900000.0,55100000.0,100500000.0,0.47,52000000.0,-49600000.0,-1591100000.0,-1519400000.0,1195900000,7648800000.0,-12900000.0,4635800000.0,5187000000.0,5657000000.0,405800000.0,3793500000.0,17553500000.0,660100000,11896500000.0,1463700000.0,-16800000.0,345200000.0,-2600000.0,12835800000.0,541800000.0,-12100000.0,590700000.0,1726200000.0,1406600000.0,659800000,660100000,2142000000.0,-1633900000.0,,6185100000.0,-60900000.0,-39300000.0,1375900000.0,957100000.0,-419800000.0,4305600000.0,869600000.0,
2018-06-30,1400000.0,1122900000.0,0.0,1026800000.0,2142000000.0,946700000.0,1444600000.0,4200000.0,3990700000.0,,-7111400000.0,,0.61,649800000.0,1892100000.0,1976600000.0,45400000.0,-20100000.0,66600000.0,31100000.0,921100000.0,-70100000.0,,-202700000.0,1215900000.0,6310300000,,-511100000.0,-955200000.0,983700000,12801000000.0,5689600000.0,,174800000.0,1377100000.0,68500000.0,84500000.0,0.62,25600000.0,22900000.0,-869800000.0,-249900000.0,1416100000,7633800000.0,704800000.0,4150900000.0,5551600000.0,5583400000.0,468700000.0,3647600000.0,17182100000.0,852500000,11598700000.0,1122100000.0,-17500000.0,343900000.0,46900000.0,13185400000.0,404700000.0,1300000.0,584800000.0,1930400000.0,1388500000.0,852000000,852500000,1892100000.0,-457800000.0,362600000.0,6149100000.0,-31800000.0,57000000.0,1387400000.0,911500000.0,-412300000.0,4379900000.0,854800000.0,
2018-09-30,1300000.0,1042200000.0,0.0,931600000.0,1892100000.0,947300000.0,1642900000.0,3700000.0,1169500000.0,,-7268000000.0,,,349900000.0,8756300000.0,8937800000.0,63900000.0,145900000.0,22500000.0,-48800000.0,1179300000.0,7268400000.0,6775700000.0,-330300000.0,8433400000.0,6303600000,,-568600000.0,-875100000.0,913900000,13197100000.0,5929100000.0,,175500000.0,,65300000.0,181500000.0,,22000000.0,62300000.0,-3071600000.0,6864200000.0,1339900000,17296400000.0,7864800000.0,1457400000.0,5684200000.0,12494200000.0,505400000.0,3541600000.0,24156400000.0,755500000,11662200000.0,1430500000.0,-122400000.0,344400000.0,319200000.0,22980600000.0,412200000.0,-29900000.0,602400000.0,1861200000.0,,756100000,755500000,8756300000.0,-664800000.0,,9090200000.0,-19700000.0,45400000.0,1400500000.0,909600000.0,-483200000.0,4442400000.0,693100000.0,
2018-12-31,1200000.0,981600000.0,,965500000.0,8756300000.0,889900000.0,1554200000.0,-16600000.0,-2884900000.0,,-7429600000.0,-350000000.0,0.61,,4761600000.0,4991800000.0,75000000.0,-28800000.0,46300000.0,-354600000.0,1100500000.0,1510300000.0,6823700000.0,-343200000.0,2379000000.0,6632700000,,-431400000.0,-5858600000.0,991100000,13468900000.0,6039300000.0,,205100000.0,1242000000.0,97300000.0,230200000.0,0.61,108400000.0,6100000.0,-5114700000.0,-3994700000.0,1391300000,17432600000.0,1947600000.0,-2584000000.0,5427500000.0,7676300000.0,463300000.0,3560300000.0,19981300000.0,760600000,12305000000.0,1478200000.0,-108700000.0,350800000.0,-21300000.0,22860100000.0,472700000.0,-55600000.0,601100000.0,1881000000.0,1253400000.0,760400000,760600000,4761600000.0,-510400000.0,,9130700000.0,44800000.0,24600000.0,1354600000.0,784000000.0,-446700000.0,4751700000.0,721400000.0,
2019-03-31,1200000.0,918300000.0,,820000000.0,4761600000.0,914100000.0,1311400000.0,-20500000.0,-5036900000.0,,-7531700000.0,0.0,0.53,75000000.0,2055100000.0,2131700000.0,73900000.0,38600000.0,227100000.0,-359900000.0,1096700000.0,-421600000.0,6761900000.0,-271500000.0,390400000.0,6305900000,,-414200000.0,-2919300000.0,838400000,13667200000.0,6135500000.0,,161200000.0,1239200000.0,94800000.0,76600000.0,0.54,167300000.0,85000000.0,-2713200000.0,-2706500000.0,1266600000,17403700000.0,-23800000.0,-4807700000.0,5273400000.0,4952300000.0,475600000.0,3603500000.0,17641900000.0,663200000,12689600000.0,1500300000.0,-41500000.0,372700000.0,-62100000.0,22677100000.0,464500000.0,-600000.0,561200000.0,1752500000.0,1250700000.0,658800000,663200000,2055100000.0,-200600000.0,,9141500000.0,-95800000.0,40300000.0,1443000000.0,807800000.0,-447800000.0,4553400000.0,703600000.0,
2019-06-30,1200000.0,853200000.0,0.0,1676900000.0,2055100000.0,912900000.0,1300200000.0,-35800000.0,-4320600000.0,,-7667200000.0,0.0,1.12,,4763300000.0,4835400000.0,86400000.0,-79900000.0,65800000.0,-529000000.0,1145400000.0,462800000.0,6717900000.0,-349000000.0,1169400000.0,6823000000,,-435100000.0,1355100000.0,1083000000,13855000000.0,6187800000.0,,303700000.0,1211000000.0,63300000.0,72100000.0,1.13,82800000.0,31200000.0,-145000000.0,2708200000.0,2123400000,19317600000.0,734300000.0,-4013900000.0,5895800000.0,7734800000.0,480200000.0,3564700000.0,20894400000.0,1372800000,13159600000.0,1440600000.0,-26100000.0,360100000.0,68300000.0,25213400000.0,458000000.0,-67500000.0,562900000.0,1995900000.0,1223000000.0,1373200000,1372800000,4763300000.0,204500000.0,,11159100000.0,-89500000.0,640100000.0,1517200000.0,902400000.0,-436200000.0,4827100000.0,790600000.0,
2019-09-30,1200000.0,781800000.0,0.0,1003900000.0,4763300000.0,855500000.0,1269000000.0,16700000.0,-6232200000.0,,-7841800000.0,0.0,,,2686600000.0,2757100000.0,95700000.0,-127600000.0,18900000.0,-251900000.0,1189700000.0,97200000.0,6744400000.0,-503300000.0,1108200000.0,6747000000,1291700000.0,-525900000.0,-2634100000.0,1003300000,14273500000.0,6431700000.0,,201500000.0,,52600000.0,70500000.0,,51300000.0,65600000.0,-2249400000.0,-2076700000.0,1465300000,19281900000.0,582300000.0,-5771200000.0,6168700000.0,5653900000.0,404900000.0,3490800000.0,19219600000.0,802800000,13565700000.0,1370500000.0,-14100000.0,365700000.0,47000000.0,25450600000.0,479600000.0,-5400000.0,616000000.0,1858800000.0,,802400000,802800000,2686600000.0,-504300000.0,,11167000000.0,-32500000.0,80000000.0,1529400000.0,1545400000.0,-430600000.0,4888200000.0,879200000.0,
2019-12-31,1200000.0,739100000.0,,1143800000.0,2686600000.0,887000000.0,1694100000.0,-19900000.0,-6759900000.0,,-8033100000.0,0.0,0.74,996600000.0,3040500000.0,3108900000.0,91900000.0,-22900000.0,65900000.0,10400000.0,1085600000.0,179500000.0,6748800000.0,-387400000.0,1836100000.0,7097100000,1414000000.0,-394300000.0,-1123000000.0,1152200000,22782500000.0,14749400000.0,,258500000.0,1180400000.0,90300000.0,68400000.0,0.75,33100000.0,300000000.0,-1091400000.0,353900000.0,1604900000,25814900000.0,1441800000.0,-6414800000.0,8675500000.0,5899700000.0,434200000.0,3515900000.0,27731300000.0,885700000,21831600000.0,701200000.0,-38000000.0,369200000.0,-110300000.0,34490400000.0,484700000.0,-78400000.0,611100000.0,2039200000.0,1191000000.0,885300000,885700000,3040500000.0,-386300000.0,,10653200000.0,122800000.0,67600000.0,1408700000.0,1337600000.0,-484200000.0,5057900000.0,908100000.0,
