date,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyBasicEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherShortTermInvestments,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyChangeInInventory,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses
2017-03-31,545000000.0,401000000.0,7111000000.0,,,0.57,107000000.0,10704000000.0,0.0,0.0,-71000000.0,0.0,-500000000.0,1685000000.0,185000000.0,199000000.0,94000000.0,-3000000.0,,33000000.0,596000000.0,,22000000.0,,,134000000.0,107000000.0,2345000000.0,-178000000.0,515000000.0,,26000000.0,571000000.0,,13000000.0,1151000000,187000000.0,,2478000000.0,-247000000.0,4737000000.0,565000000.0,4294000000.0,0.57,18068000000.0,0.0,3338000000,,608000000,25669000000.0,294000000,28147000000.0,96000000.0,22805000000.0,294000000,294000000,325000000.0,541000000.0,5342000000.0,-107000000.0,-49000000.0,3905000000.0,-607000000.0,2185000000.0,1739000000.0,-365000000.0,1153000000.0,19000000.0,517000000.0,296000000.0,1906000000.0,-17000000.0,2243000000.0,446000000.0,15434000000.0,,
2017-06-30,535000000.0,713000000.0,7290000000.0,-184000000.0,-795000000.0,1.03,182000000.0,10678000000.0,0.0,0.0,-49000000.0,477000000.0,-470000000.0,2062000000.0,184000000.0,-145000000.0,92000000.0,-8000000.0,,-161000000.0,823000000.0,,-25000000.0,,,105000000.0,182000000.0,2364000000.0,-227000000.0,515000000.0,,107000000.0,715000000.0,,19000000.0,1448000000,166000000.0,,2567000000.0,-247000000.0,5059000000.0,551000000.0,4578000000.0,1.03,17579000000.0,0.0,3592000000,,856000000,25841000000.0,531000000,28408000000.0,353000000.0,22638000000.0,531000000,531000000,292000000.0,490000000.0,5770000000.0,-33000000.0,-74000000.0,3905000000.0,-687000000.0,2201000000.0,1884000000.0,-37000000.0,1391000000.0,7000000.0,516000000.0,290000000.0,1976000000.0,47000000.0,2385000000.0,361000000.0,14927000000.0,,
2017-09-30,531000000.0,655000000.0,7270000000.0,0.0,-387000000.0,0.91,188000000.0,10821000000.0,0.0,0.0,-74000000.0,0.0,-663000000.0,3520000000.0,183000000.0,43000000.0,91000000.0,-108000000.0,,-742000000.0,1377000000.0,,39000000.0,,,95000000.0,188000000.0,2589000000.0,266000000.0,515000000.0,,84000000.0,1015000000.0,,15000000.0,1382000000,188000000.0,,2714000000.0,-247000000.0,6566000000.0,544000000.0,4798000000.0,0.91,15508000000.0,0.0,3581000000,,917000000,25650000000.0,467000000,28364000000.0,714000000.0,22074000000.0,467000000,467000000,240000000.0,540000000.0,6290000000.0,67000000.0,-35000000.0,3905000000.0,-596000000.0,2133000000.0,1816000000.0,206000000.0,1448000000.0,54000000.0,516000000.0,235000000.0,2120000000.0,-74000000.0,2569000000.0,274000000.0,12655000000.0,,
2017-12-31,531000000.0,577000000.0,7244000000.0,0.0,-3000000.0,,158000000.0,11143000000.0,0.0,0.0,-35000000.0,477000000.0,-862000000.0,3347000000.0,182000000.0,-258000000.0,82000000.0,40000000.0,-18502000000.0,-373000000.0,1142000000.0,,29000000.0,,29645000000.0,62000000.0,158000000.0,2931000000.0,-15000000.0,,,133000000.0,945000000.0,,14000000.0,1305000000,193000000.0,,2972000000.0,-247000000.0,6823000000.0,546000000.0,4925000000.0,,15693000000.0,0.0,3632000000,,795000000,25891000000.0,419000000,28863000000.0,280000000.0,22516000000.0,419000000,419000000,197000000.0,21000000.0,6347000000.0,122000000.0,-6000000.0,3905000000.0,-740000000.0,2306000000.0,1515000000.0,205000000.0,1326000000.0,-78000000.0,,313000000.0,2206000000.0,-32000000.0,2561000000.0,346000000.0,12692000000.0,,
2018-03-31,544000000.0,566000000.0,7222000000.0,,-848000000.0,0.8,141000000.0,11227000000.0,,,-6000000.0,477000000.0,-611000000.0,3001000000.0,184000000.0,155000000.0,135000000.0,-32000000.0,,-189000000.0,885000000.0,,-43000000.0,,,147000000.0,141000000.0,2516000000.0,-90000000.0,515000000.0,,195000000.0,543000000.0,,,1308000000,193000000.0,,3994000000.0,-247000000.0,6188000000.0,558000000.0,6248000000.0,0.83,16720000000.0,,3633000000,,794000000,26182000000.0,425000000,30176000000.0,274000000.0,22908000000.0,425000000,425000000,435000000.0,599000000.0,7268000000.0,-128000000.0,-49000000.0,3905000000.0,-739000000.0,2295000000.0,1900000000.0,,1338000000.0,79000000.0,516000000.0,356000000.0,2517000000.0,-40000000.0,2277000000.0,329000000.0,13432000000.0,,
2018-06-30,545000000.0,738000000.0,7203000000.0,,-1761000000.0,1.04,200000000.0,11350000000.0,,,-49000000.0,477000000.0,-663000000.0,2587000000.0,174000000.0,-108000000.0,132000000.0,362000000.0,,-291000000.0,1048000000.0,,38000000.0,,,194000000.0,200000000.0,2651000000.0,-153000000.0,515000000.0,,202000000.0,429000000.0,,,1473000000,214000000.0,,3958000000.0,-247000000.0,5908000000.0,561000000.0,6539000000.0,1.04,16855000000.0,,3756000000,,959000000,26250000000.0,538000000,30208000000.0,385000000.0,22763000000.0,538000000,538000000,468000000.0,525000000.0,7445000000.0,-56000000.0,-11000000.0,3905000000.0,-719000000.0,2252000000.0,2071000000.0,,1504000000.0,-34000000.0,516000000.0,390000000.0,2592000000.0,-39000000.0,2156000000.0,274000000.0,13600000000.0,,
2018-09-30,,,7203000000.0,0.0,-255000000.0,1.15,,11506000000.0,57000000.0,57000000.0,-11000000.0,,-716000000.0,2303000000.0,,,133000000.0,14000000.0,,-488000000.0,1304000000.0,,68000000.0,,,170000000.0,,2751000000.0,77000000.0,515000000.0,,194000000.0,,,,3271000000,,,4056000000.0,-247000000.0,5614000000.0,,,1.15,16905000000.0,,3271000000,,3271000000,26252000000.0,594000000,30308000000.0,588000000.0,22519000000.0,594000000,594000000,456000000.0,564000000.0,7789000000.0,-32000000.0,57000000.0,3905000000.0,-748000000.0,,2085000000.0,,,,516000000.0,383000000.0,2713000000.0,,2124000000.0,196000000.0,13465000000.0,,
2018-12-31,564000000.0,684000000.0,7205000000.0,0.0,0.0,,182000000.0,11780000000.0,405000000.0,405000000.0,57000000.0,477000000.0,-854000000.0,3155000000.0,172000000.0,,132000000.0,26000000.0,-19622000000.0,35000000.0,1051000000.0,,348000000.0,,31402000000.0,177000000.0,182000000.0,3052000000.0,-228000000.0,,,219000000.0,520000000.0,,,1439000000,223000000.0,,4888000000.0,-247000000.0,6836000000.0,583000000.0,7182000000.0,,16903000000.0,,3938000000,,957000000,27030000000.0,502000000,31918000000.0,197000000.0,23739000000.0,502000000,502000000,436000000.0,40000000.0,8179000000.0,116000000.0,405000000.0,3905000000.0,-738000000.0,2417000000.0,1529000000.0,,1521000000.0,,,466000000.0,2910000000.0,-95000000.0,2134000000.0,233000000.0,13390000000.0,,
2019-03-31,609000000.0,530000000.0,7188000000.0,,-41000000.0,0.76,139000000.0,13327000000.0,264000000.0,264000000.0,405000000.0,475000000.0,-624000000.0,3148000000.0,185000000.0,75000000.0,134000000.0,-11000000.0,,-405000000.0,998000000.0,,-141000000.0,-136000000.0,,193000000.0,139000000.0,2693000000.0,-22000000.0,514000000.0,,273000000.0,638000000.0,,,1343000000,219000000.0,,4507000000.0,-247000000.0,6776000000.0,628000000.0,7154000000.0,0.76,18110000000.0,,3587000000,,726000000,28646000000.0,391000000,33153000000.0,374000000.0,24886000000.0,391000000,391000000,411000000.0,529000000.0,8267000000.0,-110000000.0,264000000.0,3905000000.0,-734000000.0,2252000000.0,2088000000.0,,1335000000.0,5000000.0,516000000.0,462000000.0,2863000000.0,-6000000.0,2458000000.0,282000000.0,13224000000.0,,
2019-06-30,614000000.0,777000000.0,8899000000.0,-1731000000.0,-680000000.0,1.15,186000000.0,13538000000.0,404000000.0,404000000.0,264000000.0,474000000.0,-749000000.0,2489000000.0,201000000.0,-104000000.0,150000000.0,-126000000.0,,1544000000.0,1057000000.0,,140000000.0,-69000000.0,,226000000.0,186000000.0,2773000000.0,-229000000.0,512000000.0,,181000000.0,901000000.0,,,1614000000,236000000.0,,4767000000.0,-257000000.0,6061000000.0,636000000.0,7439000000.0,1.15,20658000000.0,,3780000000,,1021000000,30766000000.0,591000000,35533000000.0,308000000.0,26719000000.0,591000000,591000000,445000000.0,416000000.0,8814000000.0,19000000.0,404000000.0,3923000000.0,-2461000000.0,2145000000.0,2193000000.0,,1635000000.0,2000000.0,514000000.0,459000000.0,2953000000.0,-40000000.0,2569000000.0,196000000.0,15663000000.0,,
2019-09-30,627000000.0,812000000.0,8893000000.0,0.0,-356000000.0,1.14,219000000.0,13661000000.0,262000000.0,262000000.0,404000000.0,473000000.0,-672000000.0,3108000000.0,206000000.0,71000000.0,207000000.0,-22000000.0,,-723000000.0,1305000000.0,,-142000000.0,-89000000.0,,129000000.0,219000000.0,2572000000.0,-83000000.0,511000000.0,,117000000.0,1483000000.0,,,1662000000,220000000.0,,4507000000.0,-256000000.0,6311000000.0,644000000.0,7687000000.0,1.16,20108000000.0,,3754000000,,1085000000,31555000000.0,593000000,36062000000.0,633000000.0,26419000000.0,593000000,593000000,472000000.0,445000000.0,9643000000.0,-52000000.0,262000000.0,3923000000.0,-724000000.0,2042000000.0,2097000000.0,,1712000000.0,66000000.0,513000000.0,393000000.0,3301000000.0,-59000000.0,2744000000.0,166000000.0,14879000000.0,,
2019-12-31,638000000.0,636000000.0,8905000000.0,0.0,-135000000.0,0.92,168000000.0,13934000000.0,494000000.0,494000000.0,262000000.0,,-822000000.0,2238000000.0,207000000.0,,275000000.0,-42000000.0,,-241000000.0,1166000000.0,,232000000.0,-361000000.0,,48000000.0,168000000.0,3033000000.0,-80000000.0,509000000.0,,191000000.0,,,,1500000000,199000000.0,,5117000000.0,-256000000.0,5964000000.0,657000000.0,,0.92,21639000000.0,,3952000000,,892000000,31902000000.0,468000000,37019000000.0,344000000.0,27603000000.0,468000000,468000000,524000000.0,614000000.0,9416000000.0,129000000.0,494000000.0,3923000000.0,-693000000.0,2422000000.0,2304000000.0,,1530000000.0,,510000000.0,460000000.0,3437000000.0,-44000000.0,2830000000.0,224000000.0,15967000000.0,,
