date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInventory,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockholdersEquity,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepaymentOfDebt,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue
2007-09-30,115458541.0,29377321.0,27685028.0,,5441050.0,18158454.0,48373617.0,,5192650.0,2499780.0,948406.0,,,23018001.0,10466394.0,2785474,2785474,-1762706.0,-41087455.0,2723614,14535980.0,,390029.0,62909597.0,3050580.0,14535980.0,-42537921.0,,,566868.0,29976025.0,0.0,2150956.0,1627148.0,0.07,0.0,,678950.0,,,,44227.0,,9094930.0,17607480.0,11620711.0,7818585.0,3243491.0,85482516.0,,,,0.07,1401528.0,4171087.0,27538652.0,1050013.0,50338921.0,,6553637,,-20377.0,29027619.0,86081220.0,1154317.0,-1466987.0,4187002.0,-39686310.0,5986769,-146571.0,44387437.0,9239825.0,-5068738.0,22800130,2297527.0,,
2007-12-31,134492800.0,29518630.0,,,1141427.0,22760141.0,52300007.0,5255669.0,6161044.0,3211252.0,1068155.0,,,23000467.0,12222972.0,5322393,5322393,-1299995.0,-3456490.0,5322393,15677407.0,,792212.0,67977414.0,9713227.0,15677407.0,-25350929.0,,428179.0,639731.0,42819661.0,0.0,-1904947.0,1677184.0,,0.0,,894163.0,22873062.0,,,44227.0,,14535980.0,20732542.0,13435315.0,4022469.0,4102691.0,91673139.0,,,,,619823.0,4143204.0,,9032.0,-3.0,,7936958,,-709957.0,41751506.0,104974170.0,1212343.0,-5720815.0,5942216.0,-34363917.0,7297227,-978623.0,5833215.0,11209883.0,-7066679.0,26893586,-926324.0,,
2008-03-31,137076568.0,49232080.0,44368011.0,1062421.0,-1729480.0,24954069.0,37921663.0,,6018281.0,3039700.0,2742205.0,,9018.0,36768981.0,14535736.0,2067677,2067677,-988715.0,-2992577.0,2067677,13947927.0,,1362800.0,51869590.0,3619514.0,13947927.0,-48626371.0,,6043172.0,707450.0,42441754.0,9018.0,5752161.0,1687578.0,0.05,0.0,,1654038.0,63604369.0,,,44228.0,,15677407.0,22822449.0,16280247.0,11125966.0,4970888.0,94634814.0,,1670766.0,,0.05,2872364.0,4732349.0,44227460.0,-61069.0,4502.0,,7249652,,-198224.0,39699549.0,87844488.0,1744511.0,4938292.0,4940041.0,-32296240.0,6542202,-1146510.0,-6203445.0,11799028.0,-7066679.0,28840730,6898671.0,,
2008-06-30,147416212.0,52222679.0,44369317.0,1204958.0,3726329.0,27693198.0,31743124.0,,6901503.0,3507800.0,3178683.0,,5959.0,37897332.0,16144958.0,2947095,2947095,-3596750.0,5081290.0,2947095,17674256.0,,958348.0,49417380.0,2667192.0,17674256.0,9541163.0,,5995849.0,813252.0,46443035.0,-9018.0,-1919030.0,2619710.0,0.07,0.0,,1557460.0,-2871920.0,,,44292.0,,13947927.0,27570005.0,17875738.0,12903962.0,8276327.0,100973177.0,,1967766.0,,0.07,2462650.0,5676382.0,44238166.0,109845.0,58352.0,,10507519,,391843.0,43264352.0,95193533.0,1730780.0,-4278161.0,5409745.0,-29349145.0,9694267,-1587953.0,-1358050.0,12743061.0,-7066679.0,34471508,-331077.0,,
2008-09-30,169124761.0,90009245.0,44379682.0,1129760.0,-7270671.0,29971864.0,20489006.0,,8153862.0,5714806.0,3717399.0,,,70685959.0,18686236.0,5875792,5875792,-2608997.0,-14215492.0,5875792,10403585.0,,1132524.0,30892591.0,18497771.0,10403585.0,-20529317.0,,9906116.0,955148.0,70254910.0,0.0,8368562.0,485237.0,0.13,-58238.0,,3035568.0,29861293.0,,,44297.0,,17674256.0,32106781.0,20430844.0,18067876.0,126000.0,98869851.0,,2587639.0,,0.13,2388763.0,5874868.0,44290540.0,576620.0,2005.0,,12631085,,-361767.0,66537511.0,79115516.0,1744608.0,2845158.0,8264555.0,-23473353.0,11675937,-1134846.0,-1981398.0,12941547.0,-7066679.0,40260643,9503408.0,,
2008-12-31,156738749.0,96437525.0,,1058848.0,7070527.0,0.0,31639400.0,8960190.0,6461529.0,6178808.0,7004883.0,9218153.0,3389915.0,65652774.0,15661652.0,7921097,7921097,6109949.0,-25499724.0,7921097,17474112.0,,4988756.0,49113512.0,14963421.0,17474112.0,-50441843.0,,7258772.0,859823.0,63314768.0,83089.0,37382219.0,8353396.0,,0.0,,2953164.0,25980825.0,,,44071.0,,10403585.0,26988210.0,17750158.0,7980983.0,-10874841.0,93423981.0,,2556120.0,,,2910465.0,5940160.0,,-325028.0,-64859.0,,10462275,,614435.0,56309885.0,60301224.0,2088506.0,36200136.0,10831562.0,-15552256.0,9238052,-1093920.0,-2109464.0,14743592.0,-8803432.0,33449739,38476139.0,,
2009-03-31,160898490.0,103624123.0,44130866.0,1116395.0,-467803.0,0.0,29354094.0,,6633986.0,6691454.0,4631162.0,13763469.0,1144606.0,63527140.0,16287552.0,5391176,5391176,1875486.0,-5090220.0,5391176,17006309.0,,2510184.0,46360403.0,18490600.0,17006309.0,-33656429.0,,7903863.0,956491.0,65371910.0,0.0,1852920.0,11686512.0,0.12,0.0,,2299824.0,31222728.0,-592602.0,,44074.0,,17474112.0,25688515.0,18920971.0,37450004.0,-14261029.0,95526580.0,,2370161.0,-57175.0,0.12,1671333.0,6730431.0,44069134.0,439545.0,3.0,17369.0,10529184,,462974.0,60740748.0,57274367.0,2633419.0,-2392999.0,7062509.0,-10161080.0,6767544,-2656519.0,-57172.0,,,32322501,4509439.0,,
2009-06-30,183219712.0,118822069.0,44132204.0,1335901.0,2368592.0,0.0,28647386.0,,8595477.0,6430542.0,6900108.0,22402035.0,642161.0,,16806893.0,6679779,6679779,-1346273.0,-3711512.0,6679779,19374901.0,,3334589.0,48022287.0,15465001.0,19374901.0,-4241232.0,,,988891.0,76791735.0,-3.0,7693053.0,12973426.0,0.15,0.0,,2448059.0,1008723.0,-682635.0,,44089.0,,17006309.0,32306322.0,19894099.0,43295419.0,-10239410.0,106427977.0,,4922046.0,-3136530.0,0.15,1653756.0,6402482.0,44078235.0,1258656.0,,105148.0,12657015,,-93599.0,69891627.0,64397643.0,3087206.0,-645877.0,8333535.0,-3481301.0,12412223,-479003.0,-3132529.0,,,40901799,8172056.0,,
2009-09-30,195484022.0,121091428.0,44138031.0,1251630.0,13957605.0,0.0,19867077.0,,10390671.0,7842202.0,7399030.0,24314404.0,868201.0,,17930819.0,9852268,9852268,-3299938.0,7695181.0,9852268,33332506.0,,3873230.0,53199583.0,6343964.0,33332506.0,-8062753.0,,,1013895.0,77074070.0,0.0,13101559.0,11938182.0,0.22,0.0,,3067597.0,16536399.0,-262126.0,,44114.0,,19374901.0,40208605.0,21226255.0,50451139.0,-8201860.0,118409952.0,,5279199.0,-9119456.0,0.22,2537257.0,6394512.0,44088936.0,-191419.0,,-68499.0,17276650,,-1389431.0,69675040.0,74392594.0,3295436.0,4614288.0,12389525.0,6370967.0,18982350,-778465.0,-9100930.0,,,50599276,13880024.0,,
2009-12-31,182614649.0,100479633.0,,1402715.0,16470896.0,0.0,14580185.0,4352728.0,10337916.0,8654179.0,7928520.0,26627357.0,1355006.0,59822746.0,17686067.0,11285570,11285570,112249.0,-1979722.0,11285570,49803402.0,,3639551.0,64383587.0,3213992.0,49803402.0,-34100495.0,,4515818.0,934475.0,68421412.0,0.0,22299605.0,667944.0,,0.0,,3068930.0,32960635.0,-1437527.0,,44120.0,,33332506.0,38682129.0,20810527.0,7230325.0,-23765418.0,114193237.0,,5170799.0,-2997473.0,,3641659.0,5948276.0,,631245.0,,22116.0,19501255,0.0,-2587236.0,60492892.0,82135016.0,3124460.0,12416160.0,14927229.0,17656537.0,17871602,-839862.0,-2991649.0,14230458.0,-8282182.0,49020045,23139467.0,,
2010-03-31,192337232.0,130442095.0,44149700.0,1123168.0,-15169103.0,0.0,7077862.0,4405229.0,9893051.0,10816958.0,10434277.0,54864792.0,,59397093.0,17315682.0,9620601,9620601,396972.0,-23040438.0,9620601,34634299.0,,2995418.0,41712161.0,0.0,34634299.0,-34354598.0,,4372195.0,946873.0,69090522.0,0.0,10045011.0,530498.0,0.22,0.0,,3279979.0,12723697.0,-3020745.0,,44126.0,,49803402.0,36044723.0,20540457.0,50814203.0,-24395084.0,123246710.0,,5971114.0,-3213878.0,0.22,4079361.0,7263001.0,44113595.0,96456.0,0.0,21265.0,17642253,,-407531.0,58656245.0,61895137.0,3224775.0,1176884.0,13699962.0,27277138.0,15504266,-1409537.0,-3211908.0,,,45937774,11454548.0,,
2010-06-30,208641730.0,141357331.0,44145255.0,1090392.0,-3065579.0,0.0,11279620.0,7110417.0,11411561.0,12403569.0,9396082.0,66112729.0,161008.0,58515626.0,18307737.0,11673963,11673963,-35478.0,-18270620.0,11673963,31568720.0,,3355921.0,42848340.0,56121.0,31568720.0,-29897781.0,,4416753.0,1240480.0,74920218.0,0.0,12127739.0,569382.0,0.26,0.0,,4919156.0,14136644.0,-1557811.0,,44129.0,,34634299.0,41098770.0,22284203.0,56907709.0,-25648895.0,133721512.0,,6413934.0,219893.0,0.26,4666593.0,7689100.0,44121087.0,1381443.0,,16552.0,20936957,,-691718.0,65524136.0,67284399.0,3976466.0,1016503.0,16340556.0,38951100.0,18814567,-2509483.0,223372.0,,,52510331,14637222.0,,
2010-09-30,240732652.0,155297483.0,44151367.0,3957452.0,12883180.0,0.0,6584453.0,9007823.0,11450919.0,15821176.0,10677260.0,65852573.0,280228.0,60449360.0,20965277.0,18790963,18790963,-354219.0,-3449576.0,18790963,44451900.0,,567969.0,51036353.0,30905.0,44451900.0,-21085782.0,,4340918.0,1406803.0,84572955.0,0.0,9249140.0,705056.0,0.43,0.0,,5742932.0,24284956.0,-1469731.0,,44131.0,,31568720.0,44500459.0,25189753.0,63937171.0,-21992853.0,156159697.0,,6439580.0,95283.0,0.43,959454.0,19062411.0,44129762.0,1058669.0,,62.0,21725189,,-5851513.0,73895695.0,85435169.0,4224476.0,492906.0,19750417.0,57742063.0,19310706,-6648750.0,108033.0,,,55951378,15897890.0,,
2010-12-31,269683023.0,168047815.0,,1651398.0,12378566.0,105387.0,5342766.0,16385971.0,13794314.0,18769691.0,9570286.0,78846281.0,2751189.0,60496314.0,23122616.0,15939493,15939493,-69722.0,-14073387.0,15939493,56830466.0,,682364.0,62173232.0,100031.0,56830466.0,-35927996.0,,4141167.0,1327494.0,97964753.0,0.0,22844070.0,771223.0,,0.0,,6867767.0,24917332.0,-1015655.0,,44131.0,,44451900.0,48521916.0,27552892.0,11527279.0,-22399039.0,171718270.0,,5167699.0,-101298.0,,6135233.0,20817712.0,,-36849246.0,,61.0,24084584,,-102268.0,88394467.0,101635208.0,4430276.0,8304389.0,22074726.0,73681556.0,20969024,-3062723.0,-101298.0,32293228.0,-11475516.0,62316230,25906793.0,,
2011-03-31,286733174.0,192508711.0,44147667.0,1905713.0,-5862208.0,0.0,3179205.0,9775513.0,14331703.0,19080174.0,9735552.0,101824319.0,2680131.0,60480828.0,22679919.0,14057634,14057634,-480311.0,-21205754.0,14057634,50968258.0,,628950.0,54147463.0,92513.0,50968258.0,-99069739.0,,3978903.0,1541143.0,103628038.0,0.0,12209418.0,710076.0,0.32,0.0,,7196704.0,80823544.0,-378620.0,,44132.0,,56830466.0,47127965.0,27836809.0,70716898.0,-21573892.0,183105136.0,,5149708.0,0.0,0.32,5998029.0,22672952.0,44131383.0,-575613.0,,0.0,22225756,,316866.0,93892486.0,94224463.0,5156890.0,-1341763.0,20055663.0,84208680.0,19291156,-2959559.0,885.0,,,61459668,15168977.0,,
2011-06-30,308525976.0,149304260.0,44152296.0,2184761.0,-6718126.0,0.0,72384019.0,10545802.0,16939118.0,22894570.0,10143394.0,50201025.0,3232601.0,61356716.0,25368753.0,14820826,14820826,-462617.0,-22052213.0,14820826,44250132.0,,880819.0,116634151.0,105498.0,44250132.0,-101926249.0,,3819064.0,1764652.0,110896806.0,-3530510.0,8166657.0,671876.0,0.34,0.0,,5964157.0,90270716.0,214064.0,,44142.0,,50968258.0,52439042.0,30887645.0,78509696.0,-18342450.0,197629170.0,,4726032.0,0.0,0.34,7637033.0,31316388.0,44138105.0,-1777621.0,,0.0,23338678,,1167347.0,100753412.0,159221716.0,5518892.0,1455302.0,22457859.0,95498168.0,21551397,-10396680.0,-3520689.0,,,69378160,18563337.0,,
2011-09-30,325343590.0,150852643.0,44151218.0,1770821.0,14833285.0,0.0,67578494.0,11722130.0,20060474.0,28673498.0,13225101.0,41002762.0,3234642.0,62861760.0,25648267.0,26295926,26296448,3276898.0,-8454432.0,26295926,59083417.0,,1052865.0,126661911.0,140107.0,59083417.0,-96574348.0,-3531337.0,6710125.0,1943373.0,117489547.0,0.0,24713938.0,5430114.0,0.6,-5468180.0,,6093323.0,97435516.0,-6125804.0,,44142.0,,44250132.0,61567670.0,31573286.0,78873056.0,-34304372.0,204443410.0,,8219638.0,0.0,0.6,8835565.0,31351966.0,44141925.0,-30763101.0,,0.0,38128251,,-310036.0,104264446.0,174490947.0,5925019.0,2516213.0,35132013.0,118262734.0,29994384,-3847420.0,-3530868.0,,,81628144,28561358.0,,
2011-12-31,355931436.0,155685881.0,,32648.0,8298260.0,60149.0,74928620.0,8036625.0,20724540.0,40670776.0,14448895.0,43933316.0,3980399.0,62093948.0,30026238.0,21605666,21621430,92929.0,-15170017.0,21605666,67381677.0,,1086100.0,142310297.0,146194.0,67381677.0,-81474059.0,-3531359.0,6494857.0,2018907.0,132752420.0,0.0,25130751.0,5794395.0,,0.0,,6863250.0,68305250.0,-2984293.0,,44142.0,,59083417.0,65741113.0,36775223.0,12154539.0,-37043346.0,219179016.0,,8670606.0,0.0,,9219854.0,30877719.0,,-1226958.0,,0.0,33946291,,-151380.0,118303525.0,200245555.0,6748985.0,806981.0,30841284.0,135726188.0,28965890,-2001208.0,-3531359.0,47587155.0,-16709436.0,86465653,27131959.0,,
2012-03-31,376569456.0,159370293.0,44147796.0,2153587.0,8493261.0,0.0,82722150.0,13145102.0,21096297.0,40302502.0,14686528.0,43084473.0,4051348.0,63935487.0,30122891.0,19634610,19637038,-1037230.0,-6802918.0,19634610,75874938.0,,77317.0,158597088.0,142687.0,75874938.0,-86658793.0,-3531362.0,6626787.0,1966624.0,134889640.0,0.0,15258393.0,6068687.0,0.45,0.0,,6394655.0,83583664.0,1803522.0,,44147.0,,67381677.0,62639709.0,37708965.0,92214490.0,-33694882.0,237679816.0,,8481593.0,,0.45,7267719.0,33117055.0,44142076.0,1035518.0,,,28948698,,-190810.0,120203112.0,217199163.0,7586074.0,-3462188.0,26904757.0,150867488.0,24930744,-3727789.0,-3531362.0,,,83736006,18986182.0,,
2012-06-30,398551733.0,165007329.0,44152133.0,2213237.0,11720792.0,0.0,83016176.0,14723722.0,23892881.0,44581635.0,14680099.0,49571882.0,3912368.0,61112402.0,26932439.0,25379192,25394824,741999.0,-21447862.0,25379192,87595730.0,,474300.0,170611906.0,146604.0,87595730.0,-118718531.0,-4812036.0,7622698.0,2090847.0,146710679.0,0.0,33515754.0,5631553.0,0.57,0.0,,7043968.0,103257523.0,-10532718.0,,44149.0,,75874938.0,64951178.0,33066258.0,102001407.0,-43921674.0,247841054.0,,8554494.0,,0.57,9740098.0,35103153.0,44147999.0,-1779738.0,,,37700069,,336780.0,132030580.0,233544404.0,6133819.0,13124746.0,35134922.0,171253118.0,31884920,-5986854.0,-4809636.0,,,88844059,39502608.0,,
2012-09-30,430624552.0,175712830.0,44157321.0,2520584.0,10576122.0,0.0,79390492.0,18022393.0,25693605.0,56246485.0,15102774.0,59418012.0,4214767.0,61357722.0,29876191.0,26043093,26067897,-373236.0,-9077053.0,26043093,98171852.0,,312860.0,177562344.0,124753.0,98171852.0,-139362461.0,-4812040.0,7535276.0,2354739.0,158518796.0,0.0,21909363.0,6046889.0,0.59,0.0,,8215671.0,133595393.0,-13830535.0,,44151.0,,87595730.0,71573179.0,37859492.0,107857971.0,-45075427.0,268105756.0,,8367423.0,,0.59,9885607.0,35217386.0,44150387.0,74710349.0,,,38621103,,-959508.0,143416022.0,254911722.0,7983301.0,-3669588.0,35953504.0,192668273.0,33713687,-3309985.0,-4808740.0,,,97266784,25219348.0,,
2012-12-31,478669276.0,203308101.0,44152895.0,2837150.0,3317150.0,3142.0,93694805.0,3329840.0,27402861.0,19837022.0,19324378.0,85955584.0,59493.0,60366063.0,30536433.0,30190403,30246389,489125.0,-47294349.0,30190403,101489002.0,,273902.0,195183807.0,84570.0,101489002.0,-194615649.0,-4812566.0,7279865.0,2547083.0,188855650.0,0.0,51069479.0,6118120.0,0.69,0.0,,11403218.0,152435072.0,14024248.0,,44151.0,,98171852.0,76351784.0,37223263.0,23976613.0,-48783128.0,289813626.0,,8975290.0,,0.69,11977955.0,37726222.0,44150920.0,-72017647.0,,,42498246,0.0,321176.0,169531272.0,275361175.0,6686830.0,22181254.0,42224344.0,218083844.0,39128521,-5113772.0,-4812566.0,37726222.0,-22316019.0,103754645,56183251.0,,
2013-03-31,503220792.0,214655733.0,44151357.0,3575796.0,20678379.0,0.0,75545528.0,23147748.0,28649167.0,20438433.0,20483396.0,94956562.0,46463.0,62818466.0,36123007.0,17480253,17522591,-6253447.0,3806347.0,17480253,122167381.0,,360352.0,197712909.0,115017.0,122167381.0,-136522055.0,-4812396.0,7167610.0,2621339.0,203212373.0,0.0,27230202.0,6328143.0,0.4,0.0,,15065592.0,146413859.0,-994003.0,,44153.0,2243694.0,101489002.0,74076580.0,45505396.0,26744961.0,-49973699.0,300008419.0,,8731036.0,,0.4,7828800.0,38017200.0,44151323.0,42338.0,,1710752.0,28333082,-3224162.0,-140238.0,182728977.0,288565059.0,9382389.0,1001564.0,25351391.0,229466188.0,28571184,-2861295.0,-4809376.0,38017200.0,,102725747,30091497.0,,
2013-06-30,529582232.0,216582620.0,44152933.0,3395767.0,9023966.0,0.0,71299941.0,19395436.0,31077211.0,21323148.0,21889013.0,59437585.0,33977.0,59558023.0,35896634.0,29978641,30021018,3602259.0,-7724073.0,29978641,131191347.0,,531668.0,202491288.0,11870676.0,131191347.0,-275452465.0,-6313869.0,6717766.0,2834684.0,220678170.0,-1012216.0,-6174418.0,5959728.0,0.67,0.0,,11393068.0,302973077.0,-7224795.0,,44153.0,10131789.0,122167381.0,81106149.0,45656854.0,31467967.0,-64412625.0,308904062.0,,8134726.0,,0.67,10701182.0,80081659.0,44152933.0,42377.0,,2586791.0,41253868,0.0,-1674763.0,198789157.0,312999612.0,9760220.0,-7148989.0,40722200.0,252781049.0,35449295,-35244685.0,-7326085.0,80081659.0,,112183360,29070267.0,,
2013-09-30,569321245.0,251572150.0,44152933.0,3783877.0,-3094353.0,0.0,91330179.0,23313366.0,34144989.0,26621654.0,24897909.0,69806906.0,23575.0,57855465.0,39436793.0,29284174,29146247,1533375.0,-74458524.0,29284174,128096994.0,,487496.0,219427173.0,18909134.0,128096994.0,-390295738.0,-6313870.0,6438684.0,3137368.0,245120704.0,13523158.0,25696752.0,6009997.0,0.66,-26167765.0,,15351008.0,353827149.0,-8920170.0,0.0,44153.0,5603351.0,131191347.0,88910442.0,51511379.0,33211973.0,-71918685.0,324200541.0,,8535181.0,,0.66,12075486.0,80000110.0,44152933.0,-137928.0,,5699671.0,44846597,0.0,-2191614.0,220222795.0,317749095.0,12074586.0,25840796.0,41221733.0,275583588.0,37399063,-37989936.0,7209288.0,80000110.0,,123055431,63686688.0,,
