date,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyOtherCurrentLiabilities,quarterlyGrossPPE,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable
2007-09-30,1752000.0,-0.52,7532000.0,-139911000.0,113891000.0,19306000.0,20001000.0,-14582000.0,3791000.0,-15595000.0,,1393000.0,135605000.0,-13639000,39307000.0,21714000.0,18673000.0,-13639000,1328000.0,-13639000,0.0,0.0,26322763.0,7583000.0,3772000.0,3343000.0,,96298000.0,-3792000.0,-2830000.0,-1027000.0,10790000.0,,104213000.0,,4572000.0,-443000.0,104213000.0,711000.0,104213000.0,-4862000.0,,27000.0,119818000.0,,20960000.0,,,-0.52,10671000.0,,754000.0,-10000.0,-2830000.0,475000.0,,0.0,0.0,25822000.0,26322763.0,,-15605000.0,-12765000.0,2231000.0,-2271000.0,,4152000.0,-10000.0,,,-13189000.0,,,,,,
2007-12-31,1095000.0,,10566000.0,-155579000.0,108752000.0,21029000.0,17437000.0,-16054000.0,4361000.0,-17957000.0,,1389000.0,130741000.0,-15668000,38466000.0,21989000.0,16006000.0,-15668000,1431000.0,-15668000,0.0,0.0,,6679000.0,4464000.0,4783000.0,,92275000.0,-2318000.0,-1749000.0,0.0,13736000.0,,94588000.0,,7990000.0,-3418000.0,94588000.0,1350000.0,94588000.0,-7311000.0,,28000.0,104213000.0,,21304000.0,,,,10671000.0,,685000.0,8332000.0,-1749000.0,716000.0,,-2717000.0,0.0,28615000.0,,,-9625000.0,-16208000.0,3170000.0,-3024000.0,-9000.0,4544000.0,11049000.0,,,-14665000.0,,,,,,
2008-03-31,1246000.0,-0.73,13762000.0,-175453000.0,90607000.0,25944000.0,16884000.0,-20012000.0,6671000.0,-19390000.0,,1416000.0,116467000.0,-19874000,42828000.0,25860000.0,13338000.0,-19874000,3546000.0,-19874000,0.0,0.0,27394322.0,9998000.0,6538000.0,7223000.0,,73639000.0,-3327000.0,-5279000.0,,16685000.0,,73035000.0,,7506000.0,484000.0,73035000.0,1337000.0,73035000.0,-7311000.0,,28000.0,94588000.0,,25225000.0,,,-0.73,10670000.0,,635000.0,-2163000.0,-5279000.0,575000.0,,9000.0,0.0,32536000.0,27394322.0,,-21553000.0,-14111000.0,2923000.0,3101000.0,,7399000.0,555000.0,,,-18596000.0,,,,,,
2008-06-30,2218000.0,-0.87,16389000.0,-199335000.0,124952000.0,15534000.0,87748000.0,-22139000.0,7417000.0,-30646000.0,,2064000.0,154573000.0,-23882000,103282000.0,29621000.0,85000000.0,-23882000,2748000.0,-23882000,0.0,0.0,27568296.0,9785000.0,7869000.0,9760000.0,,51291000.0,-2368000.0,-2545000.0,,19771000.0,,99108000.0,,13336000.0,-5830000.0,99108000.0,1681000.0,99108000.0,-7311000.0,,28000.0,73035000.0,,26244000.0,,,-0.87,,,3377000.0,56719000.0,-2545000.0,2103000.0,,-9000.0,0.0,33555000.0,27568296.0,,26073000.0,-28101000.0,3382000.0,-8501000.0,,5984000.0,559000.0,,,-20075000.0,,,,,,
2008-09-30,2022000.0,-0.75,16484000.0,-220087000.0,105964000.0,15823000.0,87861000.0,-19834000.0,10110000.0,-25040000.0,,1781000.0,135332000.0,-20752000,103684000.0,29368000.0,85000000.0,-20752000,2861000.0,-20752000,0.0,0.0,27716473.0,10197000.0,7587000.0,11842000.0,,31648000.0,-87000.0,-1617000.0,,19747000.0,,74134000.0,,16467000.0,-3131000.0,74134000.0,2271000.0,74134000.0,-7311000.0,,29000.0,99108000.0,,26080000.0,,,-0.75,,,3288000.0,66000.0,-1617000.0,1399000.0,,9000.0,0.0,33391000.0,27716473.0,,-24974000.0,-23423000.0,3263000.0,-6474000.0,,5965000.0,140000.0,,,-18053000.0,,,,,,
2008-12-31,11350000.0,,16849000.0,-248370000.0,88499000.0,16968000.0,87987000.0,-27356000.0,11861000.0,-17582000.0,,1710000.0,109229000.0,-28283000,104955000.0,20730000.0,85000000.0,-28283000,2987000.0,-28283000,0.0,0.0,,10663000.0,7300000.0,11938000.0,,4274000.0,1198000.0,-606000.0,,28554000.0,,56663000.0,,16870000.0,-403000.0,56663000.0,2377000.0,56663000.0,-8323000.0,,29000.0,74134000.0,,17564000.0,,,,,,3166000.0,111000.0,-606000.0,1168000.0,,0.0,0.0,25887000.0,,,-17471000.0,-16976000.0,3535000.0,-1753000.0,,7291000.0,159000.0,,,-25646000.0,,,,,,
2009-03-31,1359000.0,-0.71,16263000.0,-269995000.0,99987000.0,19790000.0,84605000.0,-17472000.0,12469000.0,-13136000.0,,1306000.0,119852000.0,-19645000,104395000.0,19865000.0,81446000.0,-19645000,3159000.0,-19645000,0.0,0.0,27804603.0,10474000.0,11327000.0,13291000.0,,15457000.0,1995000.0,-165000.0,,19467000.0,,68164000.0,,15147000.0,1723000.0,68164000.0,2484000.0,68164000.0,,,29000.0,56663000.0,,16423000.0,,,-0.71,,-2591000.0,3442000.0,24637000.0,-165000.0,2274000.0,,0.0,0.0,,27804603.0,,11501000.0,-12971000.0,3204000.0,1769000.0,,5979000.0,124000.0,,1201000.0,-16166000.0,,,,,,
2009-06-30,630000.0,-0.73,16342000.0,-290234000.0,80380000.0,16783000.0,86001000.0,-16445000.0,14617000.0,-16083000.0,,1325000.0,99313000.0,-20239000,102784000.0,18933000.0,83079000.0,-20239000,2922000.0,-20239000,0.0,0.0,27869159.0,11448000.0,8153000.0,15509000.0,,-3471000.0,3169000.0,-591000.0,,19614000.0,,52362000.0,,10409000.0,4738000.0,52362000.0,3050000.0,52362000.0,,,29000.0,68164000.0,,15689000.0,,,-0.73,,-2650000.0,3244000.0,281000.0,-591000.0,3875000.0,,0.0,0.0,,27869159.0,,-15802000.0,-15492000.0,3272000.0,129000.0,,5580000.0,281000.0,,1030000.0,-15120000.0,,,,,,
2009-09-30,2588000.0,-0.88,15875000.0,-314959000.0,99791000.0,18217000.0,98608000.0,-13480000.0,18735000.0,-12214000.0,,1370000.0,117128000.0,-24725000,116825000.0,17337000.0,95902000.0,-24725000,2706000.0,-24725000,0.0,0.0,28008699.0,12936000.0,9623000.0,16357000.0,,303000.0,5799000.0,-1212000.0,,19279000.0,,72694000.0,,9175000.0,1234000.0,72694000.0,3411000.0,72694000.0,,,32000.0,52362000.0,,15531000.0,,,-0.88,,-1998000.0,1806000.0,32546000.0,-1212000.0,11267000.0,,0.0,0.0,,28008699.0,,20332000.0,-11002000.0,3404000.0,988000.0,,5183000.0,27544000.0,,954000.0,-12110000.0,,,,,,
2009-12-31,2330000.0,,15945000.0,-329891000.0,154304000.0,19813000.0,98978000.0,-11962000.0,20211000.0,-11030000.0,,1221000.0,171648000.0,-14932000,118791000.0,17344000.0,96979000.0,-14932000,1999000.0,-14932000,0.0,0.0,,12877000.0,9973000.0,14962000.0,,52857000.0,7334000.0,-1172000.0,,19296000.0,,127996000.0,,10086000.0,-1852000.0,127996000.0,3970000.0,127996000.0,-13545000.0,,39000.0,72694000.0,0.0,15482000.0,,,,,267000.0,1862000.0,66332000.0,-1172000.0,3007000.0,,0.0,0.0,29027000.0,,,55302000.0,-9858000.0,3351000.0,-571000.0,,5870000.0,66468000.0,,1017000.0,-10741000.0,,,,,,
2010-03-31,1215000.0,-0.37,15268000.0,-343746000.0,142173000.0,17932000.0,100181000.0,-10730000.0,20807000.0,-10268000.0,,1438000.0,159037000.0,-13855000,118113000.0,16864000.0,98217000.0,-13855000,1964000.0,-13855000,0.0,0.0,37888258.0,12422000.0,10128000.0,15206000.0,,40924000.0,8385000.0,-1090000.0,,19115000.0,,118338000.0,,6600000.0,3486000.0,118338000.0,4527000.0,118338000.0,,,39000.0,127996000.0,,15134000.0,,,-0.37,,-1327000.0,1730000.0,610000.0,-1090000.0,3149000.0,,0.0,0.0,,37888258.0,,-9658000.0,-9178000.0,3847000.0,-525000.0,,3277000.0,610000.0,,1311000.0,-10730000.0,,,,,,
2010-06-30,910000.0,-0.36,15203000.0,-350895000.0,145602000.0,23760000.0,94249000.0,-9900000.0,22937000.0,-6776000.0,,1258000.0,161990000.0,-13711000,118009000.0,16388000.0,92292000.0,-13711000,1957000.0,-13711000,0.0,0.0,38285628.0,13051000.0,9814000.0,15801000.0,,43981000.0,9886000.0,-896000.0,,19786000.0,,118071000.0,,10231000.0,-3631000.0,118071000.0,4818000.0,118071000.0,,,41000.0,118338000.0,,13751000.0,,,-0.36,,-1196000.0,2637000.0,6509000.0,-896000.0,3847000.0,,-468000.0,0.0,,38285628.0,,-267000.0,-5880000.0,4583000.0,1517000.0,,9128000.0,6977000.0,,1374000.0,-9900000.0,,,,,,
2010-09-30,1048000.0,-0.3,16209000.0,-362995000.0,133328000.0,20442000.0,95907000.0,-8278000.0,25455000.0,-14510000.0,,1250000.0,149854000.0,-12100000,116349000.0,16526000.0,94179000.0,-12100000,1728000.0,-12100000,0.0,0.0,40155277.0,13826000.0,11462000.0,15442000.0,,33505000.0,11629000.0,-1646000.0,,19907000.0,,103918000.0,,12909000.0,-2678000.0,103918000.0,3826000.0,103918000.0,,,41000.0,118071000.0,,14147000.0,,,-0.3,,-476000.0,2379000.0,357000.0,-1646000.0,3871000.0,,468000.0,0.0,,40155277.0,,-14153000.0,-12864000.0,3698000.0,-6221000.0,,5154000.0,357000.0,,1272000.0,-7028000.0,,,,,,
2010-12-31,1923000.0,,14682000.0,-383853000.0,142457000.0,18950000.0,71052000.0,-5294000.0,27767000.0,-10620000.0,,1131000.0,156233000.0,-20858000,90002000.0,13776000.0,69433000.0,-20858000,1619000.0,-20858000,0.0,0.0,,13941000.0,9808000.0,16841000.0,,66231000.0,13826000.0,-2917000.0,,19120000.0,,113274000.0,,11430000.0,1480000.0,113274000.0,4247000.0,113274000.0,-18368000.0,,45000.0,103918000.0,-32500000.0,12522000.0,,,,,-2197000.0,1254000.0,19976000.0,-2917000.0,11192000.0,,11737000.0,0.0,30890000.0,,,9356000.0,-7703000.0,4438000.0,-2171000.0,,4895000.0,40739000.0,,1107000.0,-4163000.0,,,,,,
2011-03-31,121000.0,-0.22,16217000.0,-393701000.0,133537000.0,16797000.0,72349000.0,-7273000.0,28258000.0,-10763000.0,,1163000.0,148926000.0,-9848000,89146000.0,15389000.0,70857000.0,-9848000,1492000.0,-9848000,0.0,0.0,45583242.0,14725000.0,8742000.0,15009000.0,,59780000.0,13533000.0,-2897000.0,0.0,20806000.0,,104488000.0,,12199000.0,-770000.0,104488000.0,1842000.0,104488000.0,,,46000.0,113274000.0,,14256000.0,,,-0.22,,1465000.0,1133000.0,1977000.0,-2897000.0,2612000.0,,0.0,0.0,,45583242.0,,-8786000.0,-7866000.0,4589000.0,-3054000.0,,6213000.0,1977000.0,,1961000.0,-6110000.0,,,,,,
2011-06-30,-27155000.0,-0.42,22621000.0,-413122000.0,147834000.0,26611000.0,105480000.0,-14915000.0,32211000.0,-11745000.0,,1684000.0,226190000.0,-19423000,132091000.0,78356000.0,104177000.0,-19423000,1303000.0,-19423000,-37855000.0,0.0,46377843.0,17673000.0,13517000.0,20361000.0,26727000.0,94099000.0,14538000.0,-40518000.0,-4508000.0,29453000.0,,106746000.0,,15957000.0,-1421000.0,106746000.0,3725000.0,106746000.0,,,47000.0,104488000.0,,16125000.0,,,-0.42,,-404000.0,3103000.0,51858000.0,-2663000.0,4547000.0,32401000.0,50742000.0,1241000.0,,46377843.0,,2258000.0,-9082000.0,6832000.0,2822000.0,,9369000.0,1116000.0,,1855000.0,-14915000.0,,,,,,
2011-09-30,-13416000.0,-0.29,23691000.0,-426684000.0,137857000.0,24761000.0,107579000.0,-9768000.0,44594000.0,-4114000.0,,2836000.0,215780000.0,-13562000,132340000.0,77923000.0,106319000.0,-13562000,1260000.0,-13562000,0.0,0.0,47321989.0,26033000.0,12762000.0,17269000.0,26164000.0,83440000.0,18561000.0,-3278000.0,-3794000.0,28329000.0,,103812000.0,,13123000.0,2785000.0,103812000.0,2193000.0,103812000.0,,,47000.0,106746000.0,0.0,18295000.0,0.0,,-0.29,,2741000.0,2791000.0,1180000.0,-3278000.0,3825000.0,30673000.0,0.0,1202000.0,,47321989.0,,-2934000.0,-836000.0,4638000.0,4918000.0,,8604000.0,1254000.0,,1790000.0,-9768000.0,,,,,,
2011-12-31,-14195000.0,-0.3,24788000.0,-441023000.0,131785000.0,27995000.0,110192000.0,-10512000.0,47192000.0,-9944000.0,,2820000.0,209583000.0,-14337000,138187000.0,77798000.0,108540000.0,-14337000,1652000.0,-14337000,0.0,0.0,47424738.0,27112000.0,13064000.0,23190000.0,26647000.0,71396000.0,20080000.0,-2276000.0,-3785000.0,30592000.0,,93955000.0,,11838000.0,1285000.0,93955000.0,2582000.0,93955000.0,-22933000.0,40000.0,48000.0,103812000.0,0.0,19422000.0,0.0,-14297000.0,-0.3,,-7419000.0,2727000.0,87000.0,-2276000.0,3732000.0,29002000.0,0.0,931000.0,42355000.0,47424738.0,,-9857000.0,-7668000.0,5804000.0,-2106000.0,,11418000.0,167000.0,,2128000.0,-10512000.0,,,,,,
2012-03-31,-12328000.0,-0.31,25759000.0,-455803000.0,127369000.0,32580000.0,112484000.0,-10895000.0,47754000.0,-10602000.0,,2844000.0,203942000.0,-14780000,145064000.0,76573000.0,110844000.0,-14780000,1640000.0,-14780000,0.0,0.0,47607449.0,27458000.0,12916000.0,26197000.0,26647000.0,58878000.0,20296000.0,-1699000.0,0.0,31191000.0,,83006000.0,,14703000.0,-2865000.0,83006000.0,2631000.0,83006000.0,,46000.0,48000.0,93955000.0,,19947000.0,,-14734000.0,-0.31,,-3906000.0,2647000.0,-347000.0,-1699000.0,3867000.0,27332000.0,-980000.0,926000.0,,47607449.0,,-10949000.0,-8903000.0,5432000.0,-2927000.0,,16107000.0,633000.0,,2609000.0,-8023000.0,,,,,,
2012-06-30,-11940000.0,-0.3,26329000.0,-470279000.0,115615000.0,43140000.0,101050000.0,-10519000.0,51035000.0,-13664000.0,,2654000.0,191940000.0,-14476000,144190000.0,76325000.0,99382000.0,-14476000,1668000.0,-14476000,0.0,0.0,47824190.0,28704000.0,13535000.0,25591000.0,26647000.0,47750000.0,22331000.0,-2550000.0,0.0,32850000.0,,70144000.0,,16426000.0,-1723000.0,70144000.0,1148000.0,70144000.0,,69000.0,48000.0,83006000.0,,21422000.0,,-14407000.0,-0.3,13849000.0,19000.0,2503000.0,802000.0,-2550000.0,3912000.0,25753000.0,-207000.0,921000.0,,47824190.0,,-12862000.0,-11114000.0,6521000.0,-4961000.0,,13687000.0,1009000.0,,2546000.0,-7841000.0,,,,,,
2012-09-30,-9849000.0,-0.26,26302000.0,-482696000.0,113394000.0,49342000.0,103187000.0,-8471000.0,54752000.0,-8136000.0,,2594000.0,191642000.0,-12417000,152529000.0,78248000.0,101517000.0,-12417000,1670000.0,-12417000,0.0,0.0,48041392.0,30362000.0,17816000.0,30145000.0,26647000.0,39113000.0,24390000.0,-4687000.0,-3918000.0,32861000.0,,63443000.0,,15089000.0,1337000.0,63443000.0,1138000.0,63443000.0,,28000.0,48000.0,70144000.0,0.0,24910000.0,0.0,-12389000.0,-0.26,14134000.0,-5389000.0,2333000.0,1435000.0,-4687000.0,3949000.0,24358000.0,-65000.0,38000.0,,48041392.0,,-6701000.0,-3449000.0,6559000.0,626000.0,,16216000.0,1500000.0,,2345000.0,-8471000.0,,,,,,
2012-12-31,44329000.0,-0.21,25558000.0,-481551000.0,109936000.0,48286000.0,105597000.0,-6086000.0,57829000.0,-7648000.0,,2938000.0,198059000.0,-10194000,153883000.0,88123000.0,103730000.0,-10194000,1867000.0,-10194000,0.0,0.0,48219735.0,32510000.0,19026000.0,33294000.0,37536000.0,44176000.0,25319000.0,-2055000.0,-4039000.0,31405000.0,,57293000.0,,14867000.0,222000.0,57293000.0,5445000.0,57293000.0,-27927000.0,69000.0,48000.0,63443000.0,0.0,25422000.0,0.0,-10125000.0,-0.21,14429000.0,-4237000.0,2202000.0,1498000.0,-2055000.0,4066000.0,22963000.0,-287000.0,25000.0,53349000.0,48219735.0,,-6150000.0,-5593000.0,5847000.0,-4501000.0,,9361000.0,1785000.0,,2420000.0,-6086000.0,,,,,,
2013-03-31,2908000.0,-0.2,26965000.0,-492216000.0,194757000.0,42980000.0,108372000.0,-6206000.0,57356000.0,-2269000.0,,2904000.0,280899000.0,-10665000,151352000.0,86142000.0,106186000.0,-10665000,2186000.0,-10665000,0.0,0.0,53052400.0,32201000.0,18022000.0,31110000.0,37536000.0,129547000.0,25155000.0,-1069000.0,-4328000.0,31361000.0,,148065000.0,-1826000.0,9199000.0,5668000.0,148065000.0,1661000.0,148065000.0,,131000.0,53000.0,57293000.0,,24982000.0,,-10534000.0,-0.2,14733000.0,857000.0,2056000.0,93041000.0,-1069000.0,4355000.0,21568000.0,-1320000.0,20000.0,,53052400.0,,90772000.0,-1200000.0,4396000.0,-669000.0,,8544000.0,94361000.0,,2995000.0,-6206000.0,,,,,,
2013-06-30,3225000.0,-0.2,27481000.0,-502735000.0,197129000.0,33853000.0,113964000.0,-5822000.0,60092000.0,2746000.0,,2859000.0,286152000.0,-10519000,147817000.0,89023000.0,108670000.0,-10519000,2246000.0,-10519000,0.0,0.0,53834707.0,33259000.0,20276000.0,33650000.0,37536000.0,138335000.0,26833000.0,-1626000.0,-4579000.0,32655000.0,,150944000.0,5131000.0,5979000.0,3220000.0,150944000.0,900000.0,150944000.0,,118000.0,54000.0,148065000.0,,29334000.0,,-10401000.0,-0.2,0.0,-3781000.0,1886000.0,133000.0,-1626000.0,4616000.0,20267000.0,-1111000.0,0.0,,53834707.0,,2879000.0,4372000.0,5174000.0,3717000.0,,11441000.0,3244000.0,,3849000.0,-5822000.0,,,,,,
2013-09-30,2593000.0,-0.39,38937000.0,-524025000.0,199686000.0,48294000.0,119776000.0,-17313000.0,61103000.0,1872000.0,,3096000.0,289496000.0,-21290000,168070000.0,89810000.0,111117000.0,-21290000,2567000.0,-21290000,0.0,0.0,54458364.0,33708000.0,30017000.0,34465000.0,37536000.0,121426000.0,27395000.0,-1822000.0,0.0,44708000.0,,153905000.0,13417000.0,5395000.0,584000.0,153905000.0,567000.0,153905000.0,,5000.0,55000.0,150944000.0,-336000.0,31399000.0,,-21285000.0,-0.39,0.0,-2189000.0,1721000.0,1089000.0,-1822000.0,3999000.0,19154000.0,-134000.0,0.0,,54458364.0,,2961000.0,3694000.0,5771000.0,12454000.0,,15117000.0,1559000.0,,2956000.0,-14190000.0,,,,,,
