date,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyDepreciationAndAmortization,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfBusiness,quarterlyGoodwill
1986-09-30,,,,,,,,,,,,,120400000,,,,120400000,,,,,120400000,,,,,,,,,,,,0.1275,944313725.0,,,,,,,,,,,,,,,,1565700000,,0.1275,,,,,944313725.0,,,,,,,,,1565700000,,1565700000,,,,,,,,
1986-12-31,10863000000.0,9311000000.0,1648000000.0,2918000000.0,,,1114000000.0,,,,,,-815400000,,,5664000000.0,-769400000,344000000.0,,,,-846400000,1632000000.0,,300000000.0,300000000.0,143000000.0,,,,,1844000000.0,7455000000.0,,,275000000.0,,,,,,,,,,,3408000000.0,,,,-2752300000,7467000000.0,,,-4142000000.0,,,,2864000000.0,,,,,,,,1613700000,,-2752300000,1791000000.0,11609000000.0,1552000000.0,,,,,
1987-03-31,,,,,,,,,,,,,122000000,,,,122000000,,,,,122000000,,,,,,,,,,,,0.135,903703704.0,,,,,,,,,,,,,,,,1427000000,,0.135,,,,,903703704.0,,,,,,,,,1427000000,,1427000000,,,,,,,,
1987-06-30,,,,,,,,,,,,,143000000,,,,143000000,,,,,143000000,,,,,,,,,,,,0.1575,907936508.0,,,,,,,,,,,,,,,,1475000000,,0.1575,,,,,907936508.0,,,,,,,,,1475000000,,1475000000,,,,,,,,
1987-09-30,,,,,,,,,,,,,155000000,,,,155000000,,,,,155000000,,,,,,,,,,,,0.17,911764706.0,,,,,,,,,,,,,,,,1513000000,,0.17,,,,,911764706.0,,,,,,,,,1513000000,,1513000000,,,,,,,,
1987-12-31,10919000000.0,9523000000.0,1427000000.0,2747000000.0,,,1404000000.0,,,,,,163000000,,,5966000000.0,140000000,231000000.0,,,,132000000,1815000000.0,,165000000.0,165000000.0,138000000.0,,,,1146000000.0,464000000.0,7531000000.0,,,284000000.0,,,,,,,,,,,3388000000.0,,,,-2112000000,7913000000.0,,,-3865000000.0,,,,3205000000.0,,,,,,,,1528000000,,-2112000000,1565000000.0,11778000000.0,1396000000.0,,,,,
1988-03-31,,,,,,,,,,,,,137800000,,,,137800000,,,,,137800000,,,,,,,,,,,,0.1525,903606557.0,,,,,,,,,,,,,,,,1568500000,,0.1525,,,,,903606557.0,,,,,,,,,1568500000,,1568500000,,,,,,,,
1988-06-30,,,,,,,,,,,,,153600000,,,,153600000,,,,,153600000,,,,,,,,,,,,0.17,903529412.0,,,,,,,,,,,,,,,,1605800000,,0.17,,,,,903529412.0,,,,,,,,,1605800000,,1605800000,,,,,,,,
1988-09-30,,,,,,,,,,,,,165000000,,,,165000000,,,,,165000000,,,,,,,,,,,,0.18,916666667.0,,,,,,,,,,,,,,,,1680700000,,0.18,,,,,916666667.0,,,,,,,,,1680700000,,1680700000,,,,,,,,
1988-12-31,12228000000.0,10561000000.0,1726000000.0,3222000000.0,,,760000000.0,,,,,,187600000,,,5886000000.0,102600000,267000000.0,,,,180600000,1904000000.0,,439000000.0,439000000.0,134000000.0,,,,1528000000.0,346000000.0,7746000000.0,,,249000000.0,,,,,,,,,,,4482000000.0,,,,-3410500000,8687000000.0,,,-3851000000.0,,,,3608000000.0,,,,,,,,1165500000,,-3410500000,1860000000.0,12538000000.0,1667000000.0,,,,,
1989-03-31,,,,,,,,,,,,,138000000,,,,138000000,,,,,138000000,,,,,,,,,,,,0.1525,904918033.0,,,,,,,,,,,,,,,,1551000000,,0.1525,,,,,904918033.0,,,,,,,,,1551000000,,1551000000,,,,,,,,
1989-06-30,12194000000.0,10817000000.0,1311000000.0,3909000000.0,,,741000000.0,,,538000000.0,,,152000000,,620000000.0,6648000000.0,152000000,268000000.0,,,21000000.0,152000000,1998000000.0,87000000.0,102000000.0,102000000.0,212000000.0,,,,1484000000.0,401000000.0,8423000000.0,0.1775,856338028.0,292000000.0,,,,1087000000.0,,252000000.0,,722000000.0,,,3771000000.0,,,59000000.0,511000000,8932000000.0,0.1775,,-3915000000.0,,,856338028.0,3780000000.0,,,211000000.0,,,,,1625000000,,365000000,1775000000.0,12847000000.0,1377000000.0,,,,,
1989-09-30,12390000000.0,11071000000.0,1285000000.0,3999000000.0,70000000.0,,768000000.0,-2000000.0,,489000000.0,,154000000.0,137000000,,612000000.0,6820000000.0,137000000,273000000.0,,-380000000.0,27000000.0,137000000,2053000000.0,102000000.0,100000000.0,100000000.0,208000000.0,44000000.0,,-56000000.0,1498000000.0,490000000.0,8575000000.0,0.17,805882353.0,309000000.0,,,,1089000000.0,,262000000.0,,737000000.0,,,3815000000.0,-41000000.0,-60000000.0,82000000.0,506000000,9083000000.0,0.17,,-3985000000.0,,430000000.0,805882353.0,3862000000.0,,-47000000.0,219000000.0,-320000000.0,-12000000.0,390000000.0,,1578000000,,352000000,1755000000.0,13068000000.0,1319000000.0,,,,,
1989-12-31,12459000000.0,11204000000.0,1304000000.0,3837000000.0,304000000.0,,770000000.0,87000000.0,,598000000.0,,159000000.0,168000000,,618000000.0,6680000000.0,168000000,262000000.0,,-280000000.0,26000000.0,168000000,2073000000.0,103000000.0,187000000.0,187000000.0,199000000.0,-177000000.0,,-55000000.0,1486000000.0,473000000.0,8548000000.0,,,330000000.0,,,,1140000000.0,,365000000.0,,741000000.0,,,3911000000.0,-212000000.0,115000000.0,82000000.0,558000000,9245000000.0,,,-4113000000.0,,226000000.0,,3971000000.0,,-31000000.0,250000000.0,-295000000.0,-232000000.0,599000000.0,,1738000000,,399000000,1868000000.0,13358000000.0,1255000000.0,,,,,
1990-03-31,12536000000.0,11344000000.0,1306000000.0,3879000000.0,61000000.0,,764000000.0,-87000000.0,,584000000.0,,167000000.0,128000000,,647000000.0,6764000000.0,128000000,266000000.0,,-313000000.0,16000000.0,128000000,2121000000.0,94000000.0,100000000.0,100000000.0,213000000.0,16000000.0,,-58000000.0,1551000000.0,495000000.0,8569000000.0,0.16,800000000.0,307000000.0,,,,1142000000.0,,286000000.0,,768000000.0,187000000.0,,3967000000.0,-123000000.0,-106000000.0,76000000.0,541000000,9298000000.0,0.16,,-4208000000.0,,307000000.0,800000000.0,4041000000.0,,-17000000.0,204000000.0,-207000000.0,-42000000.0,268000000.0,,1726000000,,374000000,1805000000.0,13506000000.0,1192000000.0,,,,,
1990-06-30,12609000000.0,11434000000.0,1277000000.0,3900000000.0,11000000.0,,753000000.0,10000000.0,,615000000.0,,175000000.0,153000000,,629000000.0,6813000000.0,153000000,247000000.0,,-281000000.0,12000000.0,153000000,2160000000.0,95000000.0,110000000.0,110000000.0,199000000.0,-29000000.0,,-58000000.0,1482000000.0,501000000.0,8577000000.0,0.1925,794805195.0,315000000.0,,,,1169000000.0,,288000000.0,,760000000.0,,,4032000000.0,-48000000.0,86000000.0,85000000.0,584000000,9451000000.0,0.1925,,-4293000000.0,,400000000.0,794805195.0,4136000000.0,,-33000000.0,238000000.0,-367000000.0,-87000000.0,378000000.0,,1784000000,,409000000,1764000000.0,13744000000.0,1175000000.0,,,,,
1990-09-30,12716000000.0,11509000000.0,1275000000.0,3866000000.0,80000000.0,,744000000.0,14000000.0,,671000000.0,,181000000.0,161000000,,636000000.0,6809000000.0,161000000,241000000.0,,-262000000.0,17000000.0,161000000,2199000000.0,96000000.0,124000000.0,124000000.0,204000000.0,-40000000.0,,-58000000.0,1511000000.0,469000000.0,8576000000.0,0.2025,795061728.0,281000000.0,,,,1182000000.0,,288000000.0,,782000000.0,,,4140000000.0,-285000000.0,32000000.0,90000000.0,581000000,9529000000.0,0.2025,,-4422000000.0,,394000000.0,795061728.0,4239000000.0,,-11000000.0,251000000.0,-294000000.0,-98000000.0,374000000.0,,1853000000,,400000000,1767000000.0,13951000000.0,1207000000.0,,,,,
1990-12-31,13078000000.0,11823000000.0,1270000000.0,3883000000.0,109000000.0,,847000000.0,45000000.0,,433000000.0,,174000000.0,176000000,,633000000.0,6987000000.0,176000000,243000000.0,,-418000000.0,50000000.0,176000000,2257000000.0,95000000.0,169000000.0,169000000.0,201000000.0,74000000.0,,-58000000.0,1585000000.0,487000000.0,8801000000.0,,,298000000.0,,,,1168000000.0,,343000000.0,,750000000.0,,,4277000000.0,-241000000.0,,83000000.0,592000000,9751000000.0,,,-4605000000.0,,357000000.0,,4353000000.0,,-1000000.0,259000000.0,-338000000.0,16000000.0,447000000.0,,1601000000,,418000000,1814000000.0,14356000000.0,1255000000.0,,,,,
1991-03-31,13056000000.0,11906000000.0,1263000000.0,3948000000.0,-7000000.0,,783000000.0,-104000000.0,,582000000.0,,194000000.0,133000000,,636000000.0,6972000000.0,133000000,241000000.0,,-298000000.0,15000000.0,133000000,2241000000.0,97000000.0,65000000.0,65000000.0,160000000.0,-23000000.0,,-63000000.0,1559000000.0,498000000.0,8703000000.0,0.165,806060606.0,288000000.0,,,,1161000000.0,,308000000.0,,780000000.0,169000000.0,,4353000000.0,-197000000.0,-11000000.0,66000000.0,575000000,9849000000.0,0.165,,-4786000000.0,,341000000.0,806060606.0,4423000000.0,,,199000000.0,-287000000.0,-86000000.0,280000000.0,,1743000000,,381000000,1731000000.0,14635000000.0,1150000000.0,,,,,
1991-06-30,13155000000.0,12010000000.0,1264000000.0,3921000000.0,108000000.0,,757000000.0,75000000.0,,570000000.0,,192000000.0,153000000,,622000000.0,6948000000.0,153000000,224000000.0,,-249000000.0,30000000.0,153000000,2270000000.0,99000000.0,140000000.0,140000000.0,158000000.0,0.0,,-62000000.0,1557000000.0,534000000.0,8678000000.0,0.19,805263158.0,280000000.0,,,,1172000000.0,,308000000.0,,762000000.0,,,4477000000.0,-37000000.0,29000000.0,84000000.0,602000000,9919000000.0,0.19,,-4915000000.0,,425000000.0,805263158.0,4513000000.0,,,237000000.0,-278000000.0,-62000000.0,386000000.0,,1742000000,,410000000,1730000000.0,14834000000.0,1145000000.0,,,,,
1991-09-30,13150000000.0,12024000000.0,1392000000.0,3988000000.0,-5000000.0,,1275000000.0,-12000000.0,,562000000.0,,189000000.0,-406000000,,614000000.0,7296000000.0,-406000000,237000000.0,,-325000000.0,-842000000.0,-406000000,2033000000.0,98000000.0,128000000.0,128000000.0,126000000.0,50000000.0,,-63000000.0,1329000000.0,791000000.0,9124000000.0,-0.5025,807960199.0,270000000.0,,,,1181000000.0,,310000000.0,,756000000.0,,,4026000000.0,-15000000.0,6000000.0,-203000000.0,614000000,9904000000.0,-0.5025,,-5206000000.0,,921000000.0,807960199.0,3786000000.0,,,-609000000.0,-331000000.0,-13000000.0,326000000.0,,1743000000,,425000000,1828000000.0,15110000000.0,1126000000.0,,,,,
1991-12-31,13326000000.0,12158000000.0,1337000000.0,3913000000.0,65000000.0,,1252000000.0,16000000.0,,604000000.0,,173000000.0,184000000,,645000000.0,7295000000.0,184000000,222000000.0,,-265000000.0,49000000.0,184000000,2130000000.0,94000000.0,144000000.0,144000000.0,137000000.0,-50000000.0,,-69000000.0,1556000000.0,551000000.0,9163000000.0,,,286000000.0,,,,1197000000.0,,394000000.0,,769000000.0,,,4163000000.0,-124000000.0,,101000000.0,601000000,10051000000.0,,,-5282000000.0,,331000000.0,,3899000000.0,,,285000000.0,-335000000.0,-119000000.0,400000000.0,,1801000000,,428000000,1868000000.0,15333000000.0,1168000000.0,,,,,
1992-03-31,13444000000.0,12293000000.0,1388000000.0,4032000000.0,-81000000.0,,1155000000.0,-50000000.0,,571000000.0,,206000000.0,145000000,,629000000.0,7346000000.0,145000000,237000000.0,,-371000000.0,9000000.0,145000000,2159000000.0,87000000.0,94000000.0,94000000.0,139000000.0,120000000.0,,-69000000.0,1313000000.0,783000000.0,9201000000.0,0.1775,816901408.0,310000000.0,,,,1174000000.0,,328000000.0,,791000000.0,144000000.0,,4243000000.0,-277000000.0,-20000000.0,72000000.0,589000000,10197000000.0,0.1775,,-5444000000.0,,444000000.0,816901408.0,3975000000.0,,,217000000.0,-351000000.0,51000000.0,270000000.0,,1745000000,-46000000.0,383000000,1855000000.0,15641000000.0,1151000000.0,,,,,
1992-06-30,13689000000.0,12446000000.0,1411000000.0,4078000000.0,18000000.0,,1112000000.0,20000000.0,,548000000.0,,204000000.0,206000000,,647000000.0,7383000000.0,206000000,233000000.0,,-319000000.0,48000000.0,206000000,2193000000.0,91000000.0,114000000.0,114000000.0,151000000.0,59000000.0,,-69000000.0,1304000000.0,817000000.0,9303000000.0,0.2525,815841584.0,315000000.0,,,,1234000000.0,,358000000.0,,824000000.0,,,4386000000.0,-43000000.0,12000000.0,107000000.0,614000000,10325000000.0,0.2525,,-5562000000.0,,409000000.0,815841584.0,4112000000.0,,,313000000.0,-331000000.0,-10000000.0,349000000.0,,1782000000,-7000000.0,410000000,1920000000.0,15887000000.0,1243000000.0,,,,,
1992-09-30,13805000000.0,12585000000.0,1450000000.0,3943000000.0,136000000.0,,1127000000.0,-12000000.0,,587000000.0,,223000000.0,185000000,,658000000.0,7318000000.0,185000000,238000000.0,,-340000000.0,26000000.0,185000000,2248000000.0,90000000.0,102000000.0,102000000.0,155000000.0,-130000000.0,,-69000000.0,1296000000.0,807000000.0,9304000000.0,0.2275,813186813.0,300000000.0,,,,1264000000.0,,381000000.0,,847000000.0,,,4501000000.0,-141000000.0,51000000.0,100000000.0,640000000,10482000000.0,0.2275,,-5702000000.0,,506000000.0,813186813.0,4221000000.0,,,285000000.0,-391000000.0,-199000000.0,527000000.0,,1851000000,77000000.0,417000000,1986000000.0,16184000000.0,1220000000.0,,,,,
1992-12-31,14098000000.0,12717000000.0,1451000000.0,3989000000.0,20000000.0,,1010000000.0,143000000.0,,601000000.0,,276000000.0,192000000,,671000000.0,7375000000.0,192000000,244000000.0,,-317000000.0,63000000.0,192000000,2376000000.0,92000000.0,245000000.0,245000000.0,110000000.0,21000000.0,,-75000000.0,1513000000.0,604000000.0,9459000000.0,,,317000000.0,,,,1315000000.0,,523000000.0,,894000000.0,,,4639000000.0,-216000000.0,248000000.0,94000000.0,697000000,10600000000.0,,,-5785000000.0,,161000000.0,,4338000000.0,,-2000000.0,286000000.0,-494000000.0,-54000000.0,514000000.0,,1916000000,80000000.0,421000000,2084000000.0,16385000000.0,1381000000.0,,,,,
1993-03-31,14244000000.0,12960000000.0,1422000000.0,3928000000.0,-56000000.0,,1418000000.0,-78000000.0,,625000000.0,,235000000.0,-11000000,,651000000.0,7757000000.0,164000000,243000000.0,,-224000000.0,20000000.0,-11000000,2411000000.0,84000000.0,167000000.0,167000000.0,106000000.0,42000000.0,,-75000000.0,1284000000.0,860000000.0,9663000000.0,-0.015,733333333.0,330000000.0,,,,1205000000.0,,378000000.0,,886000000.0,245000000.0,,4581000000.0,-166000000.0,11000000.0,91000000.0,554000000,10816000000.0,-0.015,,-5961000000.0,,448000000.0,733333333.0,4227000000.0,,,255000000.0,-235000000.0,-33000000.0,179000000.0,,1830000000,-159000000.0,319000000,1906000000.0,16777000000.0,1284000000.0,,,,,
1993-06-30,14390000000.0,13167000000.0,1400000000.0,3964000000.0,38000000.0,,1422000000.0,-44000000.0,,610000000.0,,231000000.0,198000000,,644000000.0,7815000000.0,198000000,259000000.0,,-418000000.0,20000000.0,198000000,2429000000.0,84000000.0,123000000.0,123000000.0,104000000.0,30000000.0,,-76000000.0,1340000000.0,851000000.0,9685000000.0,0.24,825000000.0,326000000.0,,,,1238000000.0,,366000000.0,,875000000.0,,,4705000000.0,-187000000.0,29000000.0,101000000.0,594000000,10976000000.0,0.24,,-6153000000.0,,493000000.0,825000000.0,4349000000.0,,,299000000.0,-382000000.0,-46000000.0,420000000.0,,1848000000,-20000000.0,363000000,1870000000.0,17129000000.0,1223000000.0,,,,,
1993-09-30,14676000000.0,13399000000.0,1500000000.0,3978000000.0,65000000.0,,1437000000.0,-6000000.0,,658000000.0,,245000000.0,108000000,,680000000.0,7947000000.0,108000000,258000000.0,,-453000000.0,25000000.0,108000000,2532000000.0,79000000.0,117000000.0,117000000.0,111000000.0,12000000.0,-10000000.0,-76000000.0,1331000000.0,879000000.0,9944000000.0,0.1325,815094340.0,303000000.0,,,,1243000000.0,,386000000.0,,925000000.0,,,4732000000.0,-64000000.0,3000000.0,156000000.0,563000000,11189000000.0,0.1325,,-6300000000.0,,615000000.0,815094340.0,4376000000.0,,,264000000.0,-446000000.0,-64000000.0,511000000.0,,1901000000,68000000.0,318000000,1997000000.0,17489000000.0,1277000000.0,,,,,
1993-12-31,15001000000.0,13619000000.0,1497000000.0,4069000000.0,-58000000.0,,1282000000.0,-4000000.0,,695000000.0,,238000000.0,235000000,,658000000.0,8027000000.0,235000000,252000000.0,,-458000000.0,24000000.0,235000000,2676000000.0,77000000.0,113000000.0,113000000.0,115000000.0,83000000.0,0.0,-82000000.0,1553000000.0,625000000.0,10116000000.0,,,366000000.0,,,,1286000000.0,,477000000.0,,896000000.0,,,4885000000.0,-336000000.0,,102000000.0,628000000,11441000000.0,,,-6419000000.0,,59000000.0,,4529000000.0,,,337000000.0,-511000000.0,1000000.0,453000000.0,,1981000000,-17000000.0,390000000,2089000000.0,17860000000.0,1382000000.0,,,,,
1994-03-31,16155000000.0,14518000000.0,1211000000.0,4853000000.0,-92000000.0,,844000000.0,142000000.0,,843000000.0,,248000000.0,283000000,,172000000.0,9062000000.0,283000000,261000000.0,255000000.0,-807000000.0,172000000.0,283000000,2747000000.0,79000000.0,255000000.0,255000000.0,130000000.0,885000000.0,,-82000000.0,1313000000.0,911000000.0,11067000000.0,0.345,820289855.0,313000000.0,,,,1085000000.0,,443000000.0,,713000000.0,113000000.0,577000000.0,5088000000.0,-117000000.0,-732000000.0,144000000.0,620000000,12294000000.0,0.345,,-6374000000.0,,299000000.0,820289855.0,4730000000.0,,,427000000.0,-355000000.0,686000000.0,263000000.0,,1928000000,-24000000.0,372000000,2005000000.0,18668000000.0,1637000000.0,,,,,
1994-06-30,16117000000.0,14649000000.0,1267000000.0,4555000000.0,267000000.0,,824000000.0,-133000000.0,,893000000.0,,261000000.0,220000000,,196000000.0,8800000000.0,220000000,270000000.0,122000000.0,-378000000.0,9000000.0,220000000,2784000000.0,86000000.0,122000000.0,122000000.0,126000000.0,-226000000.0,,-82000000.0,1304000000.0,945000000.0,10890000000.0,0.2675,822429907.0,251000000.0,,,,1177000000.0,,455000000.0,,762000000.0,255000000.0,578000000.0,5227000000.0,-85000000.0,-7000000.0,106000000.0,676000000,12400000000.0,0.2675,,-6537000000.0,,643000000.0,822429907.0,4868000000.0,,,326000000.0,-371000000.0,-393000000.0,638000000.0,,2070000000,-18000000.0,415000000,2090000000.0,18937000000.0,1468000000.0,,,,,
1994-09-30,15898000000.0,14267000000.0,1262000000.0,4645000000.0,52000000.0,,801000000.0,100000000.0,,802000000.0,,224000000.0,-213000000,,193000000.0,8963000000.0,210000000,304000000.0,222000000.0,-426000000.0,10000000.0,-213000000,2864000000.0,85000000.0,222000000.0,222000000.0,102000000.0,35000000.0,,-82000000.0,947000000.0,1156000000.0,10974000000.0,-0.26,819230769.0,364000000.0,,,,1156000000.0,,425000000.0,,717000000.0,122000000.0,578000000.0,4924000000.0,61000000.0,34000000.0,108000000.0,682000000,12164000000.0,-0.26,,-6539000000.0,,300000000.0,819230769.0,4567000000.0,,,318000000.0,-460000000.0,14000000.0,512000000.0,,1958000000,-6000000.0,439000000,2011000000.0,18703000000.0,1631000000.0,,,,,
1994-12-31,15942000000.0,14120000000.0,1374000000.0,4090000000.0,85000000.0,,757000000.0,-101000000.0,,849000000.0,,272000000.0,256000000,,195000000.0,8306000000.0,235000000,315000000.0,121000000.0,-350000000.0,56000000.0,256000000,2856000000.0,91000000.0,121000000.0,121000000.0,470000000.0,39000000.0,,-88000000.0,939000000.0,910000000.0,10811000000.0,,,447000000.0,,,,1143000000.0,,463000000.0,,769000000.0,222000000.0,580000000.0,5131000000.0,-197000000.0,,100000000.0,646000000,12271000000.0,,,-6614000000.0,,746000000.0,,4734000000.0,225000000.0,,335000000.0,-411000000.0,-247000000.0,496000000.0,,1992000000,-10000000.0,374000000,2505000000.0,18885000000.0,1822000000.0,,,,,
