date,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeCommonStockholders,quarterlyRetainedEarnings,quarterlyOperatingIncome,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherInvestingChanges,quarterlyEbitda
2015-12-31,14312700000.0,33568400000.0,,57358600000.0,,99407000000.0,6878918900000.0,6158853300000.0,19.65,1708315522.0,720065600000.0,,,33568400000.0,,33568400000.0,1823451000000.0,600351000000.0,32394600000.0,50819800000.0,17251400000.0,5050200000.0,326119900000.0,83426100000.0,,,,,,715015400000.0,,19.95,1682626566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,108497700000.0,28695200000.0,290542400000.0,29300400000.0,4935700000.0,108955000000.0,7736723300000.0,6865928100000.0,,,869310200000.0,27224700000.0,58276400000.0,28695200000.0,74937900000.0,28829800000.0,1950545300000.0,522313500000.0,35679700000.0,49932000000.0,21102200000.0,5056400000.0,531198300000.0,92201900000.0,253562400000.0,5000000.0,-53344300000.0,89024000000.0,151150700000.0,161446900000.0,1878684400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,15851700000.0,32389100000.0,,58191900000.0,,105880500000.0,7551000800000.0,6787345100000.0,18.9,1713708995.0,763655700000.0,,,32389100000.0,,32389100000.0,2063390900000.0,689000500000.0,34768800000.0,49524600000.0,17135500000.0,5070100000.0,402872200000.0,87345800000.0,,,,,,758585600000.0,,19.2,1686932292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,16572100000.0,34553300000.0,322792300000.0,60245500000.0,,108945400000.0,8246333000000.0,7297842100000.0,20.1,1719069652.0,946878200000.0,335054100000.0,62716800000.0,34553300000.0,74937900000.0,34553300000.0,2093403000000.0,754016700000.0,37557000000.0,52755600000.0,18202300000.0,5091300000.0,524858400000.0,90763500000.0,244265700000.0,3500000.0,,,55400800000.0,189263700000.0,2055330400000.0,20.4,1693789216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,16886300000.0,38653300000.0,,66092500000.0,,114517600000.0,8280196900000.0,7429950000000.0,22.5,1717924444.0,850246900000.0,,,38653300000.0,,38653300000.0,2360555000000.0,721211500000.0,34903200000.0,58934700000.0,20281400000.0,5110700000.0,541023200000.0,92965100000.0,,,,,,845136200000.0,,22.8,1695320175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,117990600000.0,34934100000.0,364471900000.0,35435600000.0,,132778200000.0,9066980500000.0,8039079400000.0,,,1026053600000.0,33715200000.0,67356600000.0,34934100000.0,74937900000.0,35144900000.0,2146749300000.0,730920700000.0,38969300000.0,58750600000.0,23605700000.0,5125100000.0,566712600000.0,102684300000.0,322265600000.0,2000000.0,-60027100000.0,98996400000.0,259029900000.0,213734800000.0,2111385600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,16575100000.0,38938400000.0,,75199400000.0,,128874000000.0,8956530600000.0,8013953300000.0,22.5,1730595556.0,942577300000.0,,,38938400000.0,,38938400000.0,2161082700000.0,860117000000.0,35932100000.0,59611800000.0,20673400000.0,5147800000.0,569705900000.0,92979800000.0,,,,,,937429500000.0,,22.8,1707824561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,75523600000.0,40528400000.0,409066300000.0,49256400000.0,,139235200000.0,9972895700000.0,8873709300000.0,,,1097137700000.0,396641500000.0,80978600000.0,40528400000.0,74937900000.0,40659600000.0,2415019500000.0,920967700000.0,38143500000.0,64844000000.0,24184400000.0,5168000000.0,581300600000.0,108708000000.0,545533300000.0,1500000.0,,,67785200000.0,218206800000.0,2292864200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,16912600000.0,46426000000.0,,84512900000.0,,141835100000.0,9490794000000.0,8480168100000.0,26.55,1748625235.0,1010625900000.0,,,46426000000.0,,46426000000.0,2327235800000.0,1038667800000.0,35024500000.0,70998500000.0,24572500000.0,5180200000.0,400075100000.0,102669300000.0,,,,,,1005445700000.0,,26.85,1729087523.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,17412000000.0,47992800000.0,462876200000.0,,,148862900000.0,11367308800000.0,10190815500000.0,27.45,1748371585.0,1174163600000.0,52643500000.0,77894700000.0,47992800000.0,74937900000.0,47992800000.0,2390224900000.0,932906300000.0,38968100000.0,72945600000.0,24952800000.0,5190200000.0,719031000000.0,106633700000.0,779201700000.0,1000000.0,-68505500000.0,107473600000.0,254242300000.0,229526800000.0,2222711000000.0,27.75,1729470270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,18105100000.0,46014400000.0,,,,146316300000.0,10804090900000.0,9727390200000.0,26.25,1752929524.0,1076700700000.0,,,46014400000.0,,46014400000.0,2756786500000.0,1210243100000.0,35761500000.0,70183800000.0,24169400000.0,5208300000.0,514938600000.0,117354100000.0,,,,,,1071492400000.0,,26.55,1733122411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,25620600000.0,53224100000.0,521939200000.0,,,169492500000.0,12357250600000.0,10895310600000.0,29.4,1810343537.0,1459456400000.0,487103500000.0,92666700000.0,54171000000.0,74937900000.0,54171000000.0,2920267500000.0,1051968500000.0,40900800000.0,82579900000.0,28408900000.0,5434400000.0,538491600000.0,131752400000.0,601797500000.0,500000.0,,,78669200000.0,201805800000.0,2753865100000.0,29.7,1792057239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,19676400000.0,55858500000.0,,,,174977600000.0,,,30.6,1825441176.0,,,,55858500000.0,,55858500000.0,,,,85668900000.0,29810400000.0,,,133135100000.0,,,,,,,,30.9,1807718447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,20744000000.0,58851200000.0,587235200000.0,,,179607000000.0,13280073600000.0,11644449000000.0,32.1,1833370717.0,1632575300000.0,57816900000.0,93031700000.0,58851200000.0,74937900000.0,58851200000.0,2898864500000.0,1044553000000.0,43187800000.0,89543800000.0,30692600000.0,5446600000.0,855413900000.0,132437600000.0,654058000000.0,,-79105700000.0,122293500000.0,237989400000.0,300129900000.0,2633348400000.0,32.4,1816395062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,22173800000.0,55681600000.0,,,,182645000000.0,12652528500000.0,11096147600000.0,30.3,1837676568.0,1556380900000.0,,,55681600000.0,,55681600000.0,2985032400000.0,1008941200000.0,40262700000.0,85335800000.0,29654200000.0,5465600000.0,841679300000.0,140973400000.0,,,,,,1550915300000.0,,30.6,1819660131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,31947900000.0,66380300000.0,,,,205725200000.0,13250719800000.0,11693090500000.0,36.0,1843897222.0,1557629300000.0,,,66488000000.0,,66488000000.0,3071479500000.0,922362100000.0,41125900000.0,94289900000.0,27801900000.0,5470800000.0,734777200000.0,155584400000.0,,,,,,1552158500000.0,,36.3,1828658402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,24549600000.0,74164800000.0,,,,208421800000.0,13953356200000.0,12317448600000.0,40.2,1844895522.0,1635907600000.0,,,74164800000.0,,74164800000.0,3112941200000.0,1132772000000.0,42882900000.0,99018500000.0,24853700000.0,5477000000.0,1024061200000.0,151968200000.0,,,,,,1630430600000.0,,40.5,1831229630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
