date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2015-03-31,1185800000.0,-10184000.0,60677000,316090000.0,96752000.0,174592000.0,-16196000.0,0.92,162549000.0,64753000,10518423000.0,29850000.0,,5436053000,0.0,193590000.0,117452000,,87171000.0,106907000.0,25610000.0,73756000.0,59363000,12085159000,255230000.0,255230000.0,146353000.0,0.0,-7250000.0,717000.0,47546000.0,64394680.0,11800975000.0,21741000.0,,162100000.0,195702000.0,-50868000.0,,5784303000,0.92,282873000,12177115000.0,78250000,25635000.0,219206000,1370000.0,-6530000.0,219200000.0,-83663000.0,-286856000.0,5784303000.0,-684436000,128502000.0,64185455.0,6186707000,10545000,289727000.0,64753000.0,49734000.0,-90163000.0,-536830000.0,284184000.0,96752000.0,-1658692000.0,323334000.0,,,,,,,,,,,
2015-06-30,1165452000.0,-7793000.0,46868000,-27357000.0,25907000.0,98072000.0,-8477000.0,0.7,124499000.0,50542000,10731813000.0,15285000.0,,5369331000,0.0,-188958000.0,123280000,,90077000.0,113731000.0,219200000.0,73756000.0,45555000,12045004000,65152000.0,65152000.0,116022000.0,28762000.0,0.0,1251000.0,50802000.0,64972852.0,11923172000.0,-16817000.0,,146251000.0,206085000.0,-50152000.0,,5700364000,0.7,296162000,12490700000.0,82805000,-25970000.0,215075000,2087000.0,-4595000.0,30242000.0,-93356000.0,-288298000.0,5700364000.0,-731181000,121244000.0,64810184.0,6234052000,9549000,272534000.0,50542000.0,11809000.0,-123073000.0,-193882000.0,121832000.0,25907000.0,-1758887000.0,307203000.0,,,,,,,,,,,
2015-09-30,1169101000.0,-4753000.0,43637000,-110267000.0,12675000.0,35171000.0,-18136000.0,0.65,200860000.0,47182000,10689124000.0,6798000.0,,5317420000,0.0,5426000.0,127437000,15113000.0,94119000.0,116308000.0,30242000.0,73756000.0,42323000,12012717000,72306000.0,72306000.0,182724000.0,2011000.0,-7050000.0,5598000.0,50053000.0,65297550.0,11870900000.0,31556000.0,,177807000.0,210507000.0,-50357000.0,,5680894000,0.65,304626000,12547258000.0,83070000,36439000.0,213543000,2054000.0,-3939000.0,35668000.0,-94981000.0,-85167000.0,5680894000.0,-782801000,133058000.0,65138868.0,6221041000,11129000,304163000.0,47182000.0,-11217000.0,-21608000.0,-194132000.0,141817000.0,12675000.0,-1858134000.0,338885000.0,,,,,,,,,,,
2015-12-31,1173532000.0,-8980000.0,80938000,-70252000.0,2857000.0,24302000.0,-14468000.0,1.22,129502000.0,85762000,10623903000.0,38949000.0,,5315464000,307152000.0,-5985000.0,125344000,12974000.0,92141000.0,116477000.0,35668000.0,73756000.0,79624000,12005091000,123055000.0,123055000.0,115034000.0,11707000.0,0.0,1341000.0,50771000.0,65519438.0,11800292000.0,-46113000.0,,131415000.0,218605000.0,-42011000.0,,5668068000,1.22,310746000,12573795000.0,93261000,-43583000.0,253010000,550000.0,-4297000.0,29683000.0,-95257000.0,-65235000.0,5668068000.0,-797329000,137485000.0,65336773.0,6237733000,8867000,272634000.0,85762000.0,-47583000.0,-8759000.0,-272507000.0,204799000.0,2857000.0,-1949892000.0,307152000.0,,,,,,,,,,,
2016-03-31,1208281000.0,-6984000.0,81836000,-101370000.0,0.0,,-5688000.0,1.19,200610000.0,86907000,10720586000.0,37621000.0,4279000.0,5352802000,353489000.0,18481000.0,118889000,11457000.0,94490000.0,109707000.0,29683000.0,6000.0,77981000,12067484000,48164000.0,48164000.0,194922000.0,164282000.0,-1344000.0,5045000.0,52466000.0,65557639.0,11928867000.0,35200000.0,,170444000.0,219712000.0,-44149000.0,-134000.0,5826244000,1.19,314202000,12772388000.0,100823000,36370000.0,253359000,1490000.0,-3795000.0,48164000.0,-95476000.0,-80759000.0,5507569000.0,-824046000,138597000.0,65405654.0,6141992000,9182000,318675000.0,91186000.0,59781000.0,-50591000.0,-309903000.0,138617000.0,0.0,-2051802000.0,34814000.0,,,,,,,,,,,
2016-06-30,1255535000.0,-13091000.0,72013000,84981000.0,0.0,,-16589000.0,1.1,149743000.0,76824000,10668226000.0,14029000.0,0.0,5618286000,328798000.0,134351000.0,119371000,12336000.0,96079000.0,109673000.0,48164000.0,6000.0,72013000,12206691000,215376000.0,215376000.0,133154000.0,0.0,-15008000.0,6134000.0,52754000.0,65575378.0,11923761000.0,-25428000.0,,145217000.0,225511000.0,-43007000.0,-73895000.0,5991615000,1.1,321590000,12828066000.0,106140000,-29791000.0,239251000,1708000.0,-3803000.0,182515000.0,-106012000.0,-100373000.0,5991615000.0,-856815000,152263000.0,65451110.0,6118146000,9698000,293853000.0,76824000.0,-1638000.0,-46107000.0,-191264000.0,282930000.0,0.0,-2159840000.0,328798000.0,,,,,,,,,,,
2016-09-30,1276616000.0,-7504000.0,65561000,-133587000.0,0.0,,-18226000.0,1.0,229922000.0,70162000,10614884000.0,12216000.0,,5584687000,34172000.0,12652000.0,120114000,11762000.0,99361000.0,110467000.0,182515000.0,6000.0,65561000,12177196000,195167000.0,195167000.0,211696000.0,0.0,-6802000.0,3529000.0,56693000.0,65617551.0,11891500000.0,39967000.0,,185185000.0,229810000.0,-40095000.0,-103000.0,5993294000,1.0,329171000,12884718000.0,109696000,44236000.0,237322000,1238000.0,-3834000.0,195167000.0,-104796000.0,-83683000.0,5662968000.0,-896120000,153703000.0,65507669.0,6088618000,9647000,330326000.0,70162000.0,11003000.0,-25274000.0,-79789000.0,285696000.0,0.0,-2269834000.0,34172000.0,,,,,,,,,,,
2016-12-31,1300464000.0,-8192000.0,195569000,-105897000.0,101957000.0,,-19510000.0,2.98,132248000.0,204517000,10555265000.0,143212000.0,131000.0,5563260000,0.0,-130246000.0,124059000,11997000.0,98997000.0,111835000.0,195167000.0,6000.0,195569000,12217408000,170302000.0,170302000.0,112738000.0,,-19695000.0,15750000.0,52291000.0,65829180.0,11855729000.0,-48038000.0,,138226000.0,230041000.0,-32098000.0,-1047000.0,5925171000,2.98,329038000,12866811000.0,105982000,-51938000.0,368774000,6463000.0,-3802000.0,64921000.0,-104850000.0,-156597000.0,5925171000.0,-805409000,139189000.0,65520788.0,6192178000,12224000,284305000.0,204648000.0,-73671000.0,-62017000.0,-437170000.0,361679000.0,0.0,-2311546000.0,317227000.0,,,,,,,,,,,
2017-03-31,1210235000.0,-7509000.0,178964000,-113424000.0,0.0,,-10885000.0,2.73,223273000.0,187551000,11032369000.0,122999000.0,0.0,5602507000,374968000.0,19423000.0,126104000,,99513000.0,115503000.0,64921000.0,6000.0,178964000,12447427000,100252000.0,100252000.0,212388000.0,,-29689000.0,24903000.0,51999000.0,65859490.0,12242604000.0,42449000.0,,184778000.0,235891000.0,-29959000.0,-65000.0,6058424000,2.72,335404000,13451162000.0,109787000,38650000.0,355053000,1253000.0,-3309000.0,84344000.0,-104857000.0,-90426000.0,6058424000.0,-741204000,138977000.0,65549484.0,6264021000,10601000,340941000.0,187551000.0,90420000.0,-120816000.0,-661349000.0,204823000.0,0.0,-2418793000.0,410502000.0,,,,,,,,,,,
2017-06-30,1233079000.0,-15000000.0,70759000,34231000.0,3015000.0,,-14763000.0,1.08,149133000.0,75795000,10984341000.0,12193000.0,0.0,5663395000,0.0,99541000.0,128276000,11968000.0,98265000.0,117939000.0,84344000.0,6000.0,70759000,12524951000,199876000.0,199876000.0,134370000.0,0.0,-16676000.0,3863000.0,54281000.0,65819694.0,12217420000.0,-45736000.0,,139042000.0,240797000.0,-28341000.0,65000.0,6086924000,1.08,339062000,13518987000.0,112521000,-44617000.0,248015000,2108000.0,-1008000.0,183885000.0,-114761000.0,-83823000.0,6086924000.0,-785939000,151995000.0,65729074.0,6316773000,10337000,308435000.0,75795000.0,-128000.0,-23783000.0,-343617000.0,307531000.0,0.0,-2534646000.0,378448000.0,,,,,,,,,,,
2017-09-30,1309151000.0,-7691000.0,79723000,-166111000.0,0.0,-188000.0,-20807000.0,1.21,248881000.0,85035000,10967089000.0,19652000.0,0.0,5615222000,0.0,-137378000.0,127239000,14029000.0,104137000.0,117451000.0,183885000.0,6000.0,79723000,12512523000,63273000.0,63273000.0,228074000.0,2609000.0,-96264000.0,4611000.0,53400000.0,66078283.0,12276240000.0,54075000.0,,222122000.0,240232000.0,-24632000.0,0.0,6128629000,1.21,344369000,13618631000.0,112993000,49292000.0,255886000,1533000.0,-815000.0,46507000.0,-115492000.0,-220148000.0,6128629000.0,-821732000,184574000.0,65994896.0,6265508000,9788000,403385000.0,85035000.0,1565000.0,-86953000.0,-142298000.0,236283000.0,0.0,-2651542000.0,473363000.0,,,,,,,,,,,
2017-12-31,1345988000.0,-34899000.0,103613000,-63909000.0,0.0,8678000.0,-24531000.0,1.57,144864000.0,109662000,10935269000.0,43300000.0,0.0,5689126000,0.0,-1887000.0,128647000,,103627000.0,117988000.0,46507000.0,7000.0,103613000,12495706000,61126000.0,61126000.0,120333000.0,179000000.0,74736000.0,2104000.0,53116000.0,66103882.0,12281257000.0,-65892000.0,,127501000.0,241437000.0,-18446000.0,0.0,6098881000,1.57,345064000,13704566000.0,112790000,-67459000.0,280766000,4392000.0,-816000.0,44620000.0,-115515000.0,-82842000.0,6098881000.0,-833726000,190004000.0,66035998.0,6277406000,10659000,300691000.0,109662000.0,-52958000.0,-61811000.0,-342142000.0,214449000.0,0.0,-2769297000.0,370549000.0,,,,,,,,,,,
2018-03-31,1488702000.0,-9220000.0,90918000,-91417000.0,,,-14947000.0,1.38,268358000.0,96639000,10884315000.0,32717000.0,,5718970000,,77952000.0,133918000,,102733000.0,119105000.0,61126000.0,7000.0,90918000,12642667000,139078000.0,139078000.0,253411000.0,,-13437000.0,9579000.0,52591000.0,66082517.0,12373017000.0,52151000.0,,179641000.0,244522000.0,-14709000.0,-3841000.0,6150508000,1.38,347255000,13772445000.0,110604000,48780000.0,268335000,2090000.0,-1958000.0,139078000.0,-115603000.0,-98989000.0,6150508000.0,-743773000,197745000.0,66044022.0,6368773000,14813000,356902000.0,96639000.0,30475000.0,-56020000.0,-519580000.0,269650000.0,,-2888130000.0,390379000.0,,,,,,,,,,,
2018-06-30,1498511000.0,-9740000.0,100440000,-156646000.0,,,-16028000.0,1.52,155163000.0,106410000,,37919000.0,,5691093000,,38498000.0,130455000,,101928000.0,119330000.0,139078000.0,7000.0,100440000,12555654000,177576000.0,177576000.0,139135000.0,,-14558000.0,9396000.0,54050000.0,66096349.0,12253354000.0,-49312000.0,,132796000.0,246795000.0,-11438000.0,-286000.0,6080971000,1.52,348723000,,116340000,-51440000.0,279790000,3816000.0,-2027000.0,177576000.0,-122851000.0,39981000.0,6080971000.0,-766193000,207191000.0,66047751.0,6354185000,11125000,320124000.0,106410000.0,-3843000.0,-41806000.0,-206107000.0,302300000.0,,,353621000.0,,,,,,,,,,,
2018-09-30,1478189000.0,-7493000.0,80975000,-183750000.0,,,-23915000.0,1.23,257616000.0,86110000,,18422000.0,,5633672000,,-2950000.0,131453000,,105536000.0,120852000.0,177576000.0,7000.0,80975000,12518143000,174626000.0,174626000.0,233701000.0,,-1135000.0,3526000.0,53012000.0,66103812.0,12223427000.0,52630000.0,,185426000.0,245381000.0,-8548000.0,-130000.0,6082115000,1.22,350917000,,113928000,54783000.0,259974000,1303000.0,-1989000.0,174626000.0,-122856000.0,-76816000.0,6082115000.0,-808085000,,66052108.0,6316961000,10601000,378162000.0,86110000.0,301000.0,-2376000.0,-69800000.0,294716000.0,,,411778000.0,,,,,,,,,,,
2018-12-31,1509685000.0,-9193000.0,117820000,-244579000.0,,,-26794000.0,1.78,145417000.0,124440000,,59836000.0,,5605942000,,-23231000.0,137509000,,106199000.0,120597000.0,174626000.0,7000.0,117820000,12383596000,151395000.0,151395000.0,118623000.0,,-8822000.0,9020000.0,52132000.0,66079796.0,12120867000.0,-55614000.0,,127086000.0,246959000.0,-13217000.0,-47895000.0,5989752000,1.78,353158000,,109450000,-52296000.0,297169000,-74000.0,-2049000.0,151395000.0,-122872000.0,75931000.0,5989752000.0,-812796000,,66020487.0,6267073000,16912000,314960000.0,124440000.0,3561000.0,-62235000.0,-356872000.0,262729000.0,,,348335000.0,,,,,,,,,,,
2019-03-31,1518591000.0,-28204000.0,118858000,-63780000.0,76996000.0,,-17075000.0,1.81,255759000.0,125505000,76996000.0,49115000.0,,5735801000,,-27269000.0,134027000,,106469000.0,120568000.0,151395000.0,7000.0,118858000,12578001000,124126000.0,124126000.0,238684000.0,,-8413000.0,16847000.0,51598000.0,65783869.0,12335838000.0,,,180571000.0,249754000.0,-14817000.0,-57009000.0,6260806000,1.81,356223000,76996000.0,115727000,49619000.0,297671000,2068000.0,-895000.0,124126000.0,-122525000.0,-219248000.0,6260806000.0,-822087000,,65702788.0,6191257000,13459000,374997000.0,125505000.0,4088000.0,-126248000.0,-928004000.0,242163000.0,,,408826000.0,,,,,,,,,,,
2019-06-30,1539515000.0,-9278000.0,92275000,-131010000.0,,,-24852000.0,1.4,174074000.0,98061000,76205000.0,17267000.0,,5841251000,,-69155000.0,133392000,,103659000.0,119465000.0,124126000.0,7000.0,92275000,12671145000,54971000.0,54971000.0,149222000.0,,-31685000.0,33379000.0,52137000.0,65821815.0,12496225000.0,,,140188000.0,257976000.0,-18992000.0,-62000.0,6326029000,1.4,361635000,76205000.0,124584000,-43976000.0,269663000,3253000.0,-275000.0,54971000.0,-128161000.0,-112219000.0,6326029000.0,-857994000,,65718806.0,6154907000,13927000,334348000.0,98061000.0,1362000.0,-41030000.0,-404356000.0,174920000.0,,,369722000.0,,,,,,,,,,,
2019-09-30,1630755000.0,-10001000.0,99335000,132447000.0,,,-27421000.0,1.51,277094000.0,105700000,75478000.0,27242000.0,1457000.0,6048141000,,36755000.0,132154000,,110726000.0,120809000.0,54971000.0,7000.0,99335000,12997892000,91726000.0,91726000.0,249673000.0,,-143218000.0,6939000.0,52742000.0,65973085.0,12648089000.0,,,193341000.0,256206000.0,-19028000.0,82000.0,6582888000,1.51,366932000,75478000.0,124052000,56172000.0,280708000,1427000.0,101000.0,91726000.0,-128172000.0,-372786000.0,6582888000.0,-887521000,,65850524.0,6225100000,11345000,382047000.0,107157000.0,974000.0,-138955000.0,-733420000.0,349803000.0,,,418175000.0,,,,,,,,,,,
2019-12-31,1479532000.0,,128818000,,,,,1.95,,135182000,74744000.0,45423000.0,0.0,5808873000,,,138439000,,109740000.0,,,7000.0,128818000,12705405000,81094000.0,81094000.0,,,,,52416000.0,66191395.0,12449011000.0,,,,265625000.0,-13888000.0,,6301901000,1.95,375365000,74744000.0,127186000,,310506000,,,,,,6301901000.0,-887619000,,66085254.0,6220427000,15531000,,135182000.0,,,,256394000.0,,,378878000.0,,,,,,,,,,,
