date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,quarterlyCurrentAccruedExpenses,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
1997-03-31,,-800000.0,4900000,5200000.0,,,-51000000.0,0.39,12700000.0,4900000,433600000.0,,,217800000,,-34000000.0,-7400000,,,,46900000.0,,4900000,543000000,,,-38300000.0,,,,3400000.0,12564103.0,,,,,,,,237400000,0.39,18600000,,26000000,,26000000,,7800000.0,,-6300000.0,-51900000.0,,-33900000,,12564103.0,280400000,2000000,,,-900000.0,,-23500000.0,,,,,,,,,,,,,,,
1997-06-30,,-500000.0,6300000,35600000.0,,,-42300000.0,0.42,10200000.0,6400000,482200000.0,,,179900000,,6900000.0,-9000000,,,,,,6300000,531400000,,,-32100000.0,,,,2900000.0,15000000.0,,,,,,,,204800000,0.42,20000000,,29000000,,29000000,,3900000.0,,-7200000.0,-38800000.0,,-34100000,,15000000.0,300400000,800000,,,3500000.0,,-48100000.0,,,,,,,,,,,,,,,
1997-09-30,,-1400000.0,11000000,34700000.0,,26100000.0,-29400000.0,0.73,7900000.0,11000000,537800000.0,,,187900000,,3200000.0,-10000000,,,,,,11000000,597800000,,,-21500000.0,,,,3100000.0,15942029.0,,,,,,,,219600000,0.69,26700000,,36700000,,36700000,,-3100000.0,,-6700000.0,-39600000.0,,-30800000,,15068493.0,349800000,900000,,,-10200000.0,,-41100000.0,,,,,,,,,,,,,,,
1997-12-31,2347000.0,18425000.0,7216000,130228000.0,,70198000.0,-152608000.0,,16098000.0,7477000,700369000.0,,,276597000,,-14523000.0,70578000,,,,,3000.0,7216000,738835000,4282000.0,4282000.0,-136510000.0,,,,,,,,,12148000.0,,,,311331000,,19369000,758409000.0,-51209000,,-51209000,,-8389000.0,,-4846000.0,-132749000.0,,-31892000,,,398915000,6552000,,,6321000.0,,-51880000.0,,,-58040000.0,,,,,,,,,,,,
1998-03-31,,56200000.0,7900000,81600000.0,,,-110000000.0,0.42,13700000.0,7900000,795500000.0,,,310300000,,1300000.0,-12100000,,,,4300000.0,,7900000,845500000,,,-96300000.0,,,,3800000.0,18809524.0,,,,,,,,359900000,0.42,27800000,,39900000,,39900000,,5800000.0,,-8300000.0,-94000000.0,,-32300000,,18809524.0,398700000,2300000,,,16000000.0,,-40600000.0,,,,,,,,,,,,,,,
1998-06-30,,-59700000.0,7500000,21700000.0,,,-16600000.0,0.4,14500000.0,7500000,845000000.0,,,342500000,,-600000.0,-15000000,,,,,,7500000,903800000,,,-2100000.0,,,,5200000.0,18750000.0,,,,,,,,400500000,0.4,31700000,,46700000,,46700000,,6900000.0,,-10500000.0,-36800000.0,,-34100000,,18750000.0,397000000,1500000,,,-20200000.0,,-62200000.0,,,,,,,,,,,,,,,
1998-09-30,,1300000.0,6700000,6100000.0,,77900000.0,-26100000.0,0.35,20500000.0,7500000,865600000.0,,,360500000,,-1900000.0,-16100000,,,,,,6700000,920200000,,,-5600000.0,,,,5200000.0,19142857.0,,,,,,,,419400000,0.35,32700000,,48800000,,48800000,,13000000.0,,-12700000.0,-28500000.0,,-36500000,,19142857.0,394700000,1300000,,,-2400000.0,,-34500000.0,,,,,,,,,,,,,,,
1998-12-31,10590000.0,-12768000.0,4128000,9733000.0,,-78200000.0,-43575000.0,,10334000.0,8046000,865388000.0,,,361515000,,-534000.0,109594000,,,,,3000.0,628000,931796000,2548000.0,2548000.0,-33241000.0,35700000.0,,,5100000.0,,,,5002000.0,17456000.0,,,,411564000,,33059000,943177000.0,-76535000,,-76535000,,-15713000.0,,-3574000.0,-20601000.0,,-41481000,,,389800000,10735000,,,-2770000.0,,-145765000.0,,,-77789000.0,,,,,,,,,,,,
1999-03-31,,-3500000.0,8500000,10500000.0,,,-29700000.0,0.46,18800000.0,8500000,898400000.0,,,352800000,,-300000.0,-14000000,,,,2500000.0,,7700000,955400000,,,-10900000.0,32000000.0,,,4900000.0,16739130.0,,,,,,,,436300000,0.46,33900000,,47900000,,47900000,,10300000.0,,-9300000.0,-29600000.0,,-42500000,,16739130.0,388900000,3200000,,,100000.0,,-29700000.0,,,,,,,,,,,,,,,
1999-06-30,,-13000000.0,8900000,18000000.0,,,100000.0,0.5,19000000.0,9000000,964800000.0,,,380000000,,-500000.0,-14300000,,,,,,8900000,1016800000,,,19100000.0,60500000.0,,,5300000.0,18163265.0,,,,,,,,499700000,0.49,34900000,,49200000,,49200000,,10100000.0,,-9300000.0,-37500000.0,,-43700000,,17800000.0,381000000,2900000,,,-37600000.0,,-24800000.0,,,,,,,,,,,,,,,
1999-09-30,,-3900000.0,13100000,85900000.0,,500000.0,-106300000.0,0.72,23500000.0,13100000,1068300000.0,4700000.0,,379500000,,2600000.0,-17100000,,,,1800000.0,0.0,13000000,1129500000,,,-82800000.0,57200000.0,,,5600000.0,18309859.0,,,,,,,,506100000,0.71,42500000,,59600000,,59600000,,10400000.0,4300000.0,-10100000.0,-106900000.0,,-40800000,,18055556.0,384400000,1600000,,,-600000.0,,-102800000.0,,,,,,,,,,,,,,,
1999-12-31,47992000.0,-8530000.0,13164000,-67385000.0,,6200000.0,-27013000.0,,22266000.0,13278000,952885000.0,,,384108000,,8000000.0,121385000,,,,4300000.0,3000.0,13031000,1062313000,12348000.0,12348000.0,-4747000.0,10500000.0,,,,,,,5002000.0,15131000.0,,,,436331000,,34845000,1049490000.0,-86540000,,-86540000,,-23309000.0,12348000.0,-9934000.0,53219000.0,,-37399000,,,387693000,12332000,,,16832000.0,,-72471000.0,,,-96605000.0,,,,,,,,,,,,
2000-03-31,49037000.0,-5932000.0,12750000,-26087000.0,,1080000.0,-15074000.0,0.7,22032000.0,12633000,59410000.0,,,372917000,,10738000.0,18806000,,,,12348000.0,2000.0,12633000,1056362000,23086000.0,23086000.0,6958000.0,,,,,18499759.0,,,5002000.0,29583000.0,,,,426355000,0.69,39536000,154814000.0,20730000,,27397000,,9282000.0,23086000.0,-10044000.0,14793000.0,,-34716000,,18067694.0,391456000,4954000,,,30733000.0,,-28191000.0,,,-95404000.0,,,,,,,,,,,,
2000-06-30,51161000.0,-6528000.0,10273000,32570000.0,,777000.0,-31491000.0,0.56,14363000.0,10273000,32319000.0,,,475082000,,-17849000.0,19727000,,,,23086000.0,3000.0,10144000,1152876000,5237000.0,5237000.0,-17128000.0,,,,6467000.0,18617756.0,,,5002000.0,22007000.0,,,,522836000,0.55,42412000,134669000.0,22685000,,29635000,,4090000.0,5237000.0,-9944000.0,-64782000.0,,-35619000,,18109641.0,391330000,5125000,,,-34281000.0,,-23331000.0,,,-102350000.0,,,,,,,,,,,,
2000-09-30,50732000.0,-6322000.0,10249000,53572000.0,,1072000.0,-55954000.0,0.56,31106000.0,10249000,48757000.0,,,545113000,,1487000.0,23067000,,,,5237000.0,52000.0,10249000,1229175000,6724000.0,6724000.0,-24848000.0,,,,8345000.0,20891729.0,,,5002000.0,28086000.0,,,,599183000,0.54,47358000,159798000.0,24291000,,32980000,,20857000.0,6724000.0,-11209000.0,-83191000.0,,-36480000,,18328001.0,391541000,6380000,,,-26476000.0,,-75917000.0,,,-111041000.0,,,,,,,,,,,,
2000-12-31,65703000.0,-6640000.0,11081000,23633000.0,,415000.0,-15022000.0,,24663000.0,11200000,1075140000.0,0.0,,595535000,,-124000.0,22556000,,,,6724000.0,2000.0,11081000,1281849000,6600000.0,6600000.0,9641000.0,,,31939000.0,9764000.0,,,,5002000.0,15892000.0,,,,652044000,,49434000,1194639000.0,26878000,,35337000,,-15195000.0,6600000.0,-11227000.0,-48420000.0,,-36760000,,,391675000,5509000,,,-65337000.0,,-75565000.0,,,-119499000.0,,,,,,,,,,,,
2001-03-31,69751000.0,-2240000.0,11049000,-24115000.0,,990000.0,-14686000.0,0.6,22877000.0,11049000,50678000.0,,,583904000,,5227000.0,42614000,,,,6600000.0,2000.0,11049000,1279033000,11827000.0,11827000.0,8191000.0,,,,9424000.0,18810140.0,,,5002000.0,26873000.0,,,,638649000,0.59,50110000,179003000.0,7496000,,16322000,,11828000.0,11827000.0,-11234000.0,6465000.0,,-38629000,,18427644.0,390796000,6207000,,,20616000.0,,-83631000.0,,,-128325000.0,,,,,,,,,,,,
2001-06-30,77113000.0,-6383000.0,11527000,52421000.0,,537000.0,-16491000.0,0.62,27428000.0,11527000,62728000.0,,,661182000,,839000.0,23871000,29050000.0,,,11827000.0,2000.0,11527000,1358922000,12666000.0,12666000.0,10937000.0,,,,9637000.0,18777636.0,,,5002000.0,29040000.0,,,,718194000,0.61,51045000,200462000.0,27174000,,36101000,,15902000.0,12666000.0,-12867000.0,-79010000.0,,-40030000,,18462237.0,389932000,6124000,,,-61984000.0,,-26160000.0,,,-137734000.0,,,,,,,,,,,,
2001-09-30,92813000.0,-6159000.0,14899000,-6188000.0,,1176000.0,-20763000.0,0.81,31066000.0,14899000,79800000.0,,,672905000,,-325000.0,44317000,33085000.0,,,12666000.0,2000.0,14899000,1373999000,12341000.0,12341000.0,10303000.0,,,,,21093631.0,,,0.0,33964000.0,,,,729923000,0.79,51763000,226728000.0,7446000,,16643000,,16165000.0,12341000.0,-12928000.0,-25203000.0,,-38090000,,18491144.0,393048000,6182000,,,-4440000.0,,-45886000.0,,,-146928000.0,,,,,,,,,,,,
2001-12-31,95460000.0,-2869000.0,11069000,-57341000.0,,203000.0,-23197000.0,,17500000.0,11069000,1112187000.0,0.0,,638660000,,-5901000.0,-32702000,,,,12341000.0,2000.0,11069000,1329458000,6440000.0,6440000.0,-5697000.0,,,,9939000.0,,,,0.0,13018000.0,,,,691379000,,52717000,1268456000.0,85419000,,94764000,,-27138000.0,6440000.0,-12958000.0,33940000.0,,-39920000,,,386599000,-11015000,,,55335000.0,,-59495000.0,,,-156269000.0,,,,,,,,,,,,
2002-03-31,93582000.0,-4972000.0,11296000,-10075000.0,,878000.0,-20402000.0,0.61,26751000.0,11296000,108714000.0,,,647350000,,428000.0,23676000,,,,6440000.0,2000.0,11296000,1340493000,6868000.0,6868000.0,6349000.0,,,,8877000.0,18681096.0,,,,33302000.0,,,-499000.0,705433000,0.61,49938000,274060000.0,26262000,,35342000,,15455000.0,6868000.0,-14172000.0,-16248000.0,,-42936000,,18500117.0,383962000,5998000,,,5476000.0,,-8310000.0,,,-165346000.0,,,,,,,,,,,,
2002-06-30,90782000.0,-8597000.0,21358000,-293000.0,,1318000.0,-9800000.0,1.15,18608000.0,13225000,123280000.0,8064000.0,,667679000,,1796000.0,40125000,,,,6868000.0,2000.0,21358000,1366333000,8664000.0,8664000.0,8808000.0,,,,8652000.0,18793987.0,,,,29873000.0,,,-309000.0,722359000,1.14,50983000,296163000.0,10858000,,19972000,,-2751000.0,8664000.0,-13034000.0,-16519000.0,,-35911000,,18603394.0,392305000,5342000,,,-8041000.0,,-1671000.0,,,-172883000.0,,,,,,,,,,,,
2002-09-30,77621000.0,-6646000.0,10614000,-24602000.0,,1111000.0,-11733000.0,0.58,22533000.0,10614000,135178000.0,,,681859000,,-6517000.0,23596000,69423000.0,,,8664000.0,2000.0,10614000,1356665000,2147000.0,2147000.0,10800000.0,121959000.0,,,8621000.0,18508907.0,,,,28182000.0,,,-18907000.0,734671000,0.57,48795000,317189000.0,25199000,,34328000,,11919000.0,2147000.0,-14340000.0,-4448000.0,,-39358000,,18345664.0,370753000,5543000,,,-1389000.0,,-45320000.0,,,-182011000.0,,,,,,,,,,,,
2002-12-31,61212000.0,-6187000.0,9605000,37080000.0,,69000.0,-132288000.0,,17838000.0,9605000,1467891000.0,,,804063000,,6415000.0,26562000,,,,2147000.0,2000.0,9605000,1619734000,8562000.0,8562000.0,-114450000.0,,,,8950000.0,,,,,17912000.0,,,-309000.0,865890000,,50934000,1659712000.0,24372000,,34185000,,-15497000.0,8562000.0,-14057000.0,-48503000.0,,-43813000,,,491314000,7353000,,,84561000.0,,-65576000.0,,,-191821000.0,,,,,,,,,,,,
2003-03-31,62780000.0,-5720000.0,10231000,-12814000.0,,409000.0,-6742000.0,0.49,29678000.0,10231000,80641000.0,,,811896000,,1805000.0,32068000,30254000.0,,,8562000.0,2000.0,10231000,1628934000,10367000.0,10367000.0,22936000.0,,,-663000.0,10799000.0,21208098.0,,,,35131000.0,,,,875598000,0.48,58995000,284070000.0,26927000,,38536000,,19447000.0,10367000.0,-15336000.0,-15059000.0,,-49968000,,20995908.0,488594000,8683000,,,-7654000.0,,-19614000.0,,,-203429000.0,,,,,,,,,,,,
2003-06-30,68642000.0,-4535000.0,10650000,-5323000.0,,1595000.0,-6657000.0,0.51,20422000.0,10650000,88831000.0,,,827712000,,-1513000.0,31520000,32921000.0,,,10367000.0,2000.0,10650000,1638220000,8854000.0,8854000.0,13765000.0,165000000.0,,,10531000.0,21288824.0,,,,33334000.0,,,,889856000,0.5,58447000,303824000.0,26927000,,38483000,,9772000.0,8854000.0,-17657000.0,-16612000.0,,-55741000,,21036074.0,484175000,7282000,,,-10618000.0,,-5877000.0,,,-214993000.0,,,,,,,,,,,,
2003-09-30,88831000.0,-5835000.0,9260000,4780000.0,,3016000.0,-19810000.0,0.44,23648000.0,9260000,1473253000.0,,,827296000,,1546000.0,32845000,34873000.0,,,8854000.0,25002000.0,9260000,1659081000,10400000.0,10400000.0,3838000.0,162700000.0,,,10528000.0,21377735.0,,,,12265000.0,,,,889150000,0.43,58237000,1700553000.0,25392000,,37700000,,14388000.0,10400000.0,-17191000.0,-26882000.0,,-63006000,,21126229.0,506248000,7071000,,,-7072000.0,,-41127000.0,,,-227300000.0,,,,,,,,,,,,
2003-12-31,93395000.0,-31904000.0,7806000,53753000.0,,124687000.0,-84092000.0,,29572000.0,7806000,1544124000.0,,,832229000,,-1254000.0,35127000,,,,10400000.0,25002000.0,6650000,1728564000,9146000.0,9146000.0,-54520000.0,,,,10893000.0,,,,,11205000.0,,,,895064000,,58771000,1785359000.0,23644000,,37580000,,-23618000.0,9146000.0,-18193000.0,-84579000.0,,-74160000,,,589701000,7869000,,,78017000.0,,-203374000.0,,,-241235000.0,,,,,,,,,,,,
2004-03-31,83125000.0,-8899000.0,6450000,72851000.0,,1662000.0,-97215000.0,0.26,35956000.0,5962000,1929234000.0,,,1166492000,,2941000.0,43476000,,,,14768000.0,25002000.0,5962000,2089796000,17709000.0,17709000.0,-61259000.0,,,,14310000.0,23104929.0,,,,6983000.0,,,,1230256000,0.26,69806000,2213437000.0,26330000,,44762000,,29506000.0,17709000.0,-18326000.0,-105866000.0,,-98360000,,22843258.0,570194000,10686000,,,74420000.0,-83071000.0,-26011000.0,,,-284203000.0,,,,,,,,,,,,
2004-06-30,72186000.0,-8654000.0,5713000,2457000.0,,1995000.0,-42501000.0,0.23,23492000.0,6288000,2003179000.0,,,1253767000,,-6083000.0,41786000,,,,17709000.0,2000.0,5225000,2153304000,11626000.0,11626000.0,-19009000.0,,,,15081000.0,23128951.0,,,,20396000.0,,,,1308521000,0.23,72697000,2304950000.0,30911000,,48650000,,17792000.0,11626000.0,-18068000.0,-32032000.0,,-111288000,,22907331.0,558881000,3502000,,,-72602000.0,,-67353000.0,,,-301771000.0,,,,,,,,,,,,
2004-09-30,88357000.0,-68402000.0,35030000,-105544000.0,,55365000.0,78734000.0,1.51,28419000.0,34974000,1973597000.0,7909000.0,,1263444000,,4598000.0,51678000,,,,11626000.0,2000.0,34542000,2149125000,16224000.0,16224000.0,107153000.0,,,,,23205958.0,,,5000000.0,9888000.0,,,-49545000.0,1334859000,1.49,72432000,2290896000.0,20754000,,39027000,,-7014000.0,16224000.0,-18560000.0,81723000.0,,-94871000,,22940419.0,578459000,16044000,,,2989000.0,,-121687000.0,,,-317299000.0,,,,,,,,,,,,
2004-12-31,49712000.0,-8123000.0,32513000,29433000.0,,8541000.0,-174974000.0,,33871000.0,31393000,2088717000.0,,,1316984000,,-5580000.0,48529000,,,,16224000.0,25002000.0,32025000,2217217000,10644000.0,10644000.0,-141103000.0,,,,,,,,5000000.0,8021000.0,,,-7080000.0,1385810000,,74412000,2423959000.0,25883000,,44083000,,-79344000.0,10644000.0,-17765000.0,-68884000.0,,-80469000,,,591277000,12733000,,,25208000.0,,-72308000.0,,,-335242000.0,,,,,,,,,,,,
2005-03-31,66409000.0,-9373000.0,26877000,-25957000.0,,3938000.0,-19844000.0,1.15,38482000.0,25176000,2096552000.0,1115000.0,,1317955000,,1873000.0,50447000,,,,10644000.0,25002000.0,26389000,2230988000,12517000.0,12517000.0,18638000.0,,,,,23330358.0,,,3885000.0,13130000.0,,1165000.0,-3284000.0,1392415000,1.13,77321000,2444540000.0,26874000,,46601000,,11605000.0,12517000.0,-18470000.0,-10652000.0,,-72758000,,23044075.0,606435000,13027000,,,3944000.0,,-40361000.0,,,-347988000.0,,,,,,,,,,,,
2005-06-30,30756000.0,-7523000.0,38878000,-30106000.0,,2409000.0,4813000.0,1.66,28147000.0,12545000,2130638000.0,31190000.0,-12545000.0,1313194000,,20559000.0,52277000,,,,12517000.0,25002000.0,38390000,2246356000,33076000.0,33076000.0,32960000.0,,,,,23372873.0,,,2193000.0,38158000.0,,-1595000.0,-1182000.0,1388559000,1.64,78896000,2492515000.0,26619000,,46662000,,-10732000.0,33076000.0,-19367000.0,22518000.0,,-53063000,,23069620.0,624714000,4573000,,0.0,29124000.0,,-59479000.0,,,-361877000.0,,,,,,,,,,,,
2005-09-30,27637000.0,-7087000.0,8747000,-22651000.0,,-2204000.0,-7509000.0,0.36,40023000.0,8747000,2143633000.0,-4908000.0,1185000.0,1314239000,,-13711000.0,53392000,,,,33076000.0,25002000.0,8259000,2246325000,19365000.0,19365000.0,32514000.0,,,,,23411959.0,,,2193000.0,45024000.0,,91000.0,,1396678000,0.35,81820000,2524405000.0,28428000,,48751000,,59550000.0,19365000.0,-19195000.0,-31083000.0,,-63538000,,23106569.0,618470000,4560000,,9932000.0,-5005000.0,-17151000.0,-54973000.0,,,-380772000.0,,,,,,,,,,,,
2005-12-31,27228000.0,214951000.0,5213000,-11359000.0,,346000.0,-213107000.0,,17957000.0,5213000,2137218000.0,-3258000.0,152000.0,1129918000,,-5028000.0,56650000,,,,19365000.0,25002000.0,4725000,2239290000,14337000.0,14337000.0,-195150000.0,,,,,,,,2193000.0,32982000.0,,660000.0,,1425109000,,83332000,2537072000.0,26682000,,46715000,,-93374000.0,14337000.0,-19231000.0,-11626000.0,,-77341000,,,580967000,5574000,,5365000.0,108156000.0,,-234550000.0,,,-399854000.0,,,,,,,,,,,,
