date,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherNonCashItems,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlySaleOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyDilutedAverageShares,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyIncomeTaxPayable,quarterlyOperatingExpense,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyGrossProfit,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInInventory,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables
2011-09-30,,3122000000,1206000000.0,1132000000.0,17719000000.0,21360000000.0,3603000000.0,289000000,0.67,-150000000,921000000,2750000000.0,3641000000.0,1285000000.0,,15000000.0,113000000,6000000.0,-293000000,,1234000000,0.68,510000000,12056000000.0,-3000000.0,945000000.0,,144000000.0,,0.0,2458000000.0,245000000,754300000.0,112000000,358000000.0,358000000.0,14000000.0,757800000.0,48000000,9304000000.0,263000000.0,-104000000,27251000000.0,,804000000,258000000,128000000,,294000000,3989000000,-86000000,1213000000.0,358000000,971000000,-583000000,13685000000.0,,867000000,,2079000000.0,38000000,,-13566000000.0,-234000000,-632000000,510000000,510000000,9306000000.0,392000000.0,3624000000.0,,,,,,,
2011-12-31,1581000000.0,2984000000,251000000.0,1132000000.0,18283000000.0,22194000000.0,3527000000.0,-1000000,0.35,-151000000,952000000,3388000000.0,3911000000.0,1400000000.0,,108000000.0,137000000,4000000.0,462000000,,849000000,0.35,266000000,12788000000.0,9000000.0,96000000.0,,119000000.0,,0.0,789000000.0,358000000,754400000.0,112000000,495000000.0,495000000.0,,757100000.0,289000000,9406000000.0,329000000.0,702000000,28933000000.0,,354000000,24000000,101000000,,88000000,3991000000,131000000,1291000000.0,495000000,305000000,-671000000,15204000000.0,,1007000000,,2101000000.0,89000000,,-13729000000.0,-144000000,-953000000,266000000,266000000,9400000000.0,232000000.0,3772000000.0,,,,,,,
2012-03-31,,3629000000,1360000000.0,1132000000.0,18683000000.0,22441000000.0,5190000000.0,-243000000,0.56,-166000000,665000000,3450000000.0,3758000000.0,1660000000.0,,87000000.0,-35000000,31000000.0,-16000000,-2000000.0,1107000000,0.56,426000000,12740000000.0,0.0,149000000.0,,98000000.0,,0.0,2881000000.0,495000000,755100000.0,113000000,460000000.0,460000000.0,270000000.0,759500000.0,78000000,9701000000.0,212000000.0,400000000,29802000000.0,,594000000,94000000,-239000000,,168000000,4686000000,21000000,1309000000.0,460000000,657000000,-832000000,15678000000.0,,1057000000,,2191000000.0,93000000,,-14124000000.0,138000000,-908000000,426000000,426000000,9290000000.0,258000000.0,1909000000.0,,,,,,,
2012-06-30,,3385000000,1348000000.0,1132000000.0,19115000000.0,22770000000.0,3536000000.0,280000000,0.52,-166000000,968000000,3083000000.0,3655000000.0,1890000000.0,,23000000.0,-51000000,1000000.0,106000000,-13000000.0,1097000000,0.52,396000000,12799000000.0,1000000.0,146000000.0,,128000000.0,,0.0,2287000000.0,460000000,755700000.0,84000000,409000000.0,409000000.0,209000000.0,757900000.0,-87000000,9971000000.0,180000000.0,436000000,30643000000.0,,634000000,204000000,43000000,,238000000,4279000000,260000000,1135000000.0,409000000,458000000,-788000000,16177000000.0,,894000000,,2401000000.0,57000000,,-14466000000.0,-230000000,-688000000,396000000,396000000,9716000000.0,380000000.0,3779000000.0,,,,,,,
2012-09-30,,3250000000,1765000000.0,1132000000.0,19317000000.0,24384000000.0,4626000000.0,191000000,0.38,-166000000,1029000000,3409000000.0,5067000000.0,2013000000.0,,39000000.0,1134000000,3000000.0,87000000,,992000000,0.38,289000000,14320000000.0,0.0,84000000.0,5000000.0,83000000.0,,0.0,3136000000.0,409000000,755700000.0,120000000,1543000000.0,1543000000.0,,758000000.0,92000000,10064000000.0,234000000.0,695000000,31475000000.0,,475000000,110000000,-88000000,,186000000,4462000000,50000000,1221000000.0,1543000000,517000000,-741000000,16622000000.0,0.0,1212000000,,2494000000.0,104000000,,-14853000000.0,852000000,-838000000,289000000,289000000,10911000000.0,163000000.0,3791000000.0,,,,,,,
2012-12-31,1778000000.0,999000000,232000000.0,739000000.0,19637000000.0,24216000000.0,4679000000.0,-257000000,-0.16,-167000000,758000000,3270000000.0,4579000000.0,1728000000.0,,17000000.0,-383000000,2000000.0,-1037000000,-3000000.0,486000000,-0.16,-118000000,14410000000.0,-3000000.0,58000000.0,,95000000.0,,0.0,676000000.0,1543000000,755800000.0,4000000,1160000000.0,1160000000.0,,758300000.0,-33000000,9806000000.0,217000000.0,2623000000,32692000000.0,,73000000,66000000,61000000,31000000.0,191000000,3802000000,-21000000,1288000000.0,1160000000,180000000,-975000000,17437000000.0,,2803000000,,2568000000.0,98000000,,-15255000000.0,-168000000,-1015000000,-118000000,-118000000,11140000000.0,283000000.0,28000000.0,,,,,,,
2013-03-31,,2668000000,1840000000.0,739000000.0,19597000000.0,24473000000.0,4778000000.0,-23000000,0.23,-184000000,895000000,3567000000.0,4876000000.0,1717000000.0,,51000000.0,-182000000,18000000.0,26000000,-2000000.0,841000000,0.23,171000000,14642000000.0,0.0,50000000.0,,98000000.0,,0.0,2841000000.0,1160000000,756000000.0,92000000,978000000.0,978000000.0,,758400000.0,16000000,9831000000.0,275000000.0,1093000000,33041000000.0,,294000000,39000000,-76000000,,123000000,4377000000,-226000000,1239000000.0,978000000,616000000,-903000000,17479000000.0,,1709000000,,2613000000.0,83000000,,-15562000000.0,-166000000,-918000000,171000000,171000000,11075000000.0,422000000.0,166000000.0,,,,,,,
2013-06-30,,3153000000,1720000000.0,739000000.0,19762000000.0,24490000000.0,4948000000.0,121000000,0.24,-183000000,828000000,3463000000.0,4728000000.0,1713000000.0,,41000000.0,-153000000,1000000.0,114000000,-4000000.0,851000000,0.24,179000000,14584000000.0,0.0,63000000.0,,158000000.0,,0.0,2733000000.0,978000000,755800000.0,91000000,825000000.0,825000000.0,,757100000.0,-92000000,9906000000.0,269000000.0,1012000000,33682000000.0,,280000000,40000000,-43000000,,101000000,4594000000,-48000000,1378000000.0,825000000,429000000,-803000000,17686000000.0,,1441000000,,2686000000.0,82000000,,-15996000000.0,-183000000,-707000000,179000000,179000000,11121000000.0,388000000.0,164000000.0,,,,,,,
2013-09-30,,3532000000,1855000000.0,739000000.0,19812000000.0,24705000000.0,4830000000.0,96000000,0.49,-182000000,840000000,3663000000.0,4893000000.0,1901000000.0,,22000000.0,199000000,4000000.0,55000000,,1067000000,0.49,370000000,14599000000.0,-3000000.0,65000000.0,3000000.0,150000000.0,,0.0,2963000000.0,825000000,755800000.0,95000000,1024000000.0,1024000000.0,,757200000.0,49000000,10106000000.0,261000000.0,1013000000,34283000000.0,,542000000,132000000,-92000000,,172000000,5195000000,29000000,1477000000.0,1024000000,650000000,-451000000,17864000000.0,-825000000.0,1663000000,,2800000000.0,103000000,,-16419000000.0,-190000000,-744000000,370000000,370000000,10936000000.0,124000000.0,176000000.0,,,,,,,
2013-12-31,2486000000.0,3329000000,1874000000.0,739000000.0,19614000000.0,25224000000.0,4997000000.0,76000000,-0.08,-183000000,976000000,3779000000.0,5610000000.0,1660000000.0,10000000.0,136000000.0,1428000000,5000000.0,219000000,,537000000,-0.08,-58000000,15278000000.0,0.0,68000000.0,1489000000.0,210000000.0,,0.0,102000000.0,1024000000,755900000.0,91000000,2452000000.0,2452000000.0,,757200000.0,33000000,9946000000.0,268000000.0,1162000000,35652000000.0,,-22000000,33000000,141000000,25000000.0,36000000,4827000000,-259000000,1259000000.0,2452000000,336000000,638000000,18807000000.0,0.0,1498000000,32000000.0,2862000000.0,81000000,233000000.0,-16845000000.0,-187000000,-900000000,-58000000,-58000000,11499000000.0,10000000.0,37000000.0,,,,,,,
2014-03-31,,3136000000,2200000000.0,739000000.0,20331000000.0,24989000000.0,5196000000.0,-372000000,0.33,-202000000,457000000,4020000000.0,4658000000.0,1705000000.0,2000000.0,117000000.0,-1637000000,22000000.0,50000000,-1579000000.0,905000000,0.33,247000000,14890000000.0,0.0,66000000.0,,272000000.0,,0.0,3113000000.0,2452000000,756400000.0,93000000,815000000.0,815000000.0,439000000.0,757300000.0,10000000,10099000000.0,351000000.0,1343000000,36800000000.0,,358000000,36000000,-447000000,,111000000,5115000000,-150000000,1597000000.0,815000000,636000000,-2397000000,19513000000.0,,1979000000,,2931000000.0,109000000,,-17287000000.0,246000000,-829000000,247000000,247000000,10870000000.0,31000000.0,149000000.0,,,,,,,
2014-06-30,,3505000000,2192000000.0,739000000.0,20507000000.0,25124000000.0,5018000000.0,417000000,0.81,-201000000,1109000000,3708000000.0,4617000000.0,2119000000.0,4000000.0,113000000.0,-55000000,4000000.0,62000000,0.0,1380000000,0.81,615000000,14696000000.0,-1000000.0,65000000.0,,164000000.0,,0.0,3154000000.0,815000000,756900000.0,70000000,760000000.0,760000000.0,152000000.0,758000000.0,-39000000,10428000000.0,289000000.0,1296000000,37448000000.0,,824000000,216000000,-80000000,,209000000,5560000000,142000000,1647000000.0,760000000,759000000,-692000000,19691000000.0,,2055000000,,3114000000.0,102000000,,-17757000000.0,-471000000,-692000000,615000000,615000000,10988000000.0,3000000.0,161000000.0,,,,,,,
2014-09-30,,3320000000,1810000000.0,739000000.0,20803000000.0,25447000000.0,5271000000.0,342000000,0.47,-201000000,1092000000,3296000000.0,4644000000.0,2272000000.0,3000000.0,13000000.0,396000000,2000000.0,55000000,-2000000.0,1079000000,0.47,354000000,14704000000.0,-1000000.0,66000000.0,,307000000.0,,0.0,2787000000.0,760000000,757100000.0,71000000,1156000000.0,1156000000.0,133000000.0,758800000.0,54000000,10743000000.0,363000000.0,1177000000,37918000000.0,,533000000,144000000,107000000,,179000000,5094000000,37000000,1580000000.0,1156000000,597000000,-463000000,19978000000.0,0.0,1774000000,,3305000000.0,80000000,,-17940000000.0,-232000000,-750000000,354000000,354000000,11408000000.0,55000000.0,176000000.0,,,,,,,
2014-12-31,2228000000.0,3491000000,1582000000.0,242000000.0,20500000000.0,24695000000.0,5458000000.0,81000000,-0.62,-201000000,868000000,2957000000.0,4195000000.0,1599000000.0,6000000.0,12000000.0,-273000000,0.0,107000000,-2000000.0,84000000,-0.62,-472000000,14509000000.0,0.0,70000000.0,,407000000.0,,0.0,51000000.0,1156000000,757100000.0,73000000,883000000.0,883000000.0,,757100000.0,-10000000,10186000000.0,357000000.0,1146000000,38716000000.0,,-520000000,-37000000,467000000,0.0,-48000000,4338000000,-115000000,1224000000.0,883000000,-299000000,-798000000,20188000000.0,0.0,847000000,36000000.0,3302000000.0,67000000,,-18528000000.0,-340000000,-787000000,-472000000,-472000000,11552000000.0,478000000.0,31000000.0,,,,,,,
2015-03-31,,2255000000,1367000000.0,242000000.0,21074000000.0,25850000000.0,5973000000.0,-254000000,-0.86,-138000000,275000000,2426000000.0,4776000000.0,709000000.0,7000000.0,16000000.0,921000000,1449000000.0,39000000,,-202000000,-0.86,-668000000,14721000000.0,0.0,68000000.0,2000000.0,678000000.0,,0.0,2134000000.0,883000000,778900000.0,80000000,1804000000.0,1804000000.0,,778900000.0,-132000000,11129000000.0,276000000.0,1088000000,39845000000.0,,-781000000,-27000000,-220000000,,-113000000,3165000000,-493000000,1250000000.0,1804000000,-178000000,-643000000,20763000000.0,,910000000,,3350000000.0,72000000,,-19082000000.0,1292000000,-529000000,-668000000,-668000000,12295000000.0,340000000.0,146000000.0,,,,,,,
2015-06-30,,2465000000,1358000000.0,242000000.0,19800000000.0,25167000000.0,5875000000.0,-22000000,0.15,-125000000,335000000,2335000000.0,5367000000.0,612000000.0,7000000.0,15000000.0,-214000000,0.0,80000000,-2000000.0,742000000,0.15,126000000,14072000000.0,-1000000.0,75000000.0,,634000000.0,,0.0,1992000000.0,1804000000,828600000.0,79000000,1590000000.0,1590000000.0,,828600000.0,-65000000,11095000000.0,328000000.0,1014000000,38971000000.0,,180000000,-261000000,-142000000,,54000000,3779000000,-7000000,1291000000.0,1590000000,300000000,-424000000,19483000000.0,,1314000000,,3074000000.0,73000000,,-19488000000.0,-126000000,-357000000,126000000,126000000,11737000000.0,1113000000.0,149000000.0,,,,,,,
2015-09-30,,2434000000,1113000000.0,242000000.0,19785000000.0,26725000000.0,6312000000.0,141000000,2.16,-133000000,542000000,1940000000.0,6940000000.0,2280000000.0,6000000.0,7000000.0,2811000000,0.0,56000000,0.0,2577000000,2.16,1801000000,13712000000.0,-1000000.0,71000000.0,,875000000.0,,0.0,1799000000.0,1590000000,833300000.0,84000000,4401000000.0,4401000000.0,,833300000.0,-424000000,13013000000.0,134000000.0,1048000000,39489000000.0,-80000000.0,2020000000,163000000,98000000,,219000000,3308000000,2310000000,1132000000.0,4401000000,-174000000,2424000000,19457000000.0,,874000000,,2922000000.0,75000000,,-20032000000.0,-134000000,-401000000,1801000000,1801000000,11772000000.0,294000000.0,165000000.0,,,,,,,
2015-12-31,1552000000.0,2615000000,61000000.0,242000000.0,19318000000.0,25791000000.0,6525000000.0,-105000000,,-132000000,322000000,1858000000.0,6473000000.0,1507000000.0,7000000.0,23000000.0,-296000000,0.0,148000000,,-138000000,,-641000000,13400000000.0,0.0,76000000.0,3000000.0,1020000000.0,,0.0,68000000.0,4401000000,,85000000,4105000000.0,4105000000.0,,,-40000000,12391000000.0,133000000.0,1112000000,39630000000.0,-4000000.0,-882000000,-139000000,47000000,,-241000000,2955000000,5000000,810000000.0,4105000000,-772000000,-469000000,18910000000.0,,340000000,46000000.0,2816000000.0,115000000,,-20720000000.0,-138000000,-427000000,-641000000,-641000000,11542000000.0,301000000.0,36000000.0,,,,,,,
2016-03-31,,1925000000,1110000000.0,242000000.0,18467000000.0,24500000000.0,6113000000.0,-141000000,-0.14,-41000000,182000000,1852000000.0,6033000000.0,1348000000.0,18000000.0,26000000.0,-222000000,0.0,52000000,,295000000,-0.14,-118000000,12526000000.0,0.0,84000000.0,1000000.0,757000000.0,,0.0,1700000000.0,4105000000,833300000.0,88000000,3883000000.0,3883000000.0,,833300000.0,-47000000,11974000000.0,126000000.0,981000000,39336000000.0,,-335000000,-190000000,156000000,,-217000000,2265000000,419000000,858000000.0,3883000000,-641000000,-369000000,18140000000.0,,340000000,,2583000000.0,60000000,,-21196000000.0,-41000000,-323000000,-118000000,-118000000,10674000000.0,176000000.0,148000000.0,,,,,,,
2016-06-30,,2028000000,1419000000.0,242000000.0,18484000000.0,24714000000.0,6132000000.0,-39000000,-0.32,-42000000,205000000,2155000000.0,6230000000.0,1039000000.0,7000000.0,103000000.0,-103000000,0.0,88000000,-1000000.0,103000000,-0.32,-267000000,13037000000.0,-1000000.0,100000000.0,,764000000.0,,0.0,1927000000.0,3883000000,833300000.0,83000000,3780000000.0,3780000000.0,,833300000.0,-25000000,11677000000.0,125000000.0,934000000,39712000000.0,,-348000000,-52000000,-235000000,,-81000000,3043000000,-314000000,988000000.0,3780000000,81000000,-270000000,18142000000.0,,1015000000,,2529000000.0,94000000,,-21570000000.0,-43000000,-244000000,-267000000,-267000000,10882000000.0,37000000.0,185000000.0,,,,,,,
2016-09-30,,2616000000,1371000000.0,242000000.0,18263000000.0,24475000000.0,6184000000.0,102000000,-0.3,-41000000,310000000,2003000000.0,6212000000.0,747000000.0,5000000.0,87000000.0,70000000,0.0,63000000,,337000000,-0.3,-251000000,13044000000.0,0.0,78000000.0,,805000000.0,,0.0,1809000000.0,3780000000,833300000.0,84000000,3850000000.0,3850000000.0,,833300000.0,4000000,11431000000.0,107000000.0,953000000,40117000000.0,0.0,-406000000,-111000000,-112000000,,-155000000,3279000000,-21000000,972000000.0,3850000000,-290000000,-196000000,17893000000.0,,663000000,,2423000000.0,71000000,,-22224000000.0,-41000000,-208000000,-251000000,-251000000,11041000000.0,13000000.0,192000000.0,,,,,,,
2016-12-31,2051000000.0,2057000000,29000000.0,242000000.0,18436000000.0,25258000000.0,6332000000.0,-95000000,0.11,-42000000,164000000,2671000000.0,6822000000.0,796000000.0,6000000.0,293000000.0,-130000000,0.0,22000000,-1000000.0,248000000,0.11,91000000,13668000000.0,-1000000.0,56000000.0,,910000000.0,,0.0,105000000.0,3850000000,833300000.0,86000000,3720000000.0,3720000000.0,50000000.0,833300000.0,16000000,11590000000.0,112000000.0,1090000000,40192000000.0,0.0,162000000,144000000,-371000000,,71000000,3695000000,-269000000,1237000000.0,3720000000,548000000,-244000000,18011000000.0,,1638000000,35000000.0,2585000000.0,101000000,,-22181000000.0,-43000000,-259000000,91000000,91000000,10997000000.0,21000000.0,33000000.0,,,,,,,
2017-03-31,,2677000000,1749000000.0,242000000.0,16268000000.0,25125000000.0,6277000000.0,15000000,0.25,-41000000,328000000,2902000000.0,8857000000.0,966000000.0,4000000.0,705000000.0,-172000000,,25000000,,708000000,0.25,211000000,13408000000.0,-11000000.0,64000000.0,0.0,864000000.0,,0.0,2072000000.0,3720000000,833300000.0,85000000,3548000000.0,3548000000.0,,833300000.0,27000000,11717000000.0,125000000.0,1135000000,30754000000.0,-173000000.0,260000000,71000000,5000000,,49000000,3942000000,233000000,1232000000.0,3548000000,130000000,-459000000,15808000000.0,,1265000000,,2648000000.0,43000000,,-14946000000.0,-52000000,-313000000,211000000,211000000,10506000000.0,2308000000.0,35000000.0,,,,,,,
