date,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyCurrentDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2016-03-31,3405100000.0,942100000.0,26800000.0,-63600000.0,300600000.0,606400000,681400000.0,-58300000,5833100000.0,3955100000.0,76000000,,29700000,50100000.0,0.12,30600000,53700000.0,3850900000.0,29700000,-43300000,-8000000,219100000,166800000.0,419500000.0,,251900000,543400000.0,419500000,1177200000.0,-1800000,-16600000,4632100000.0,458300000.0,237100000.0,0.0,-3000000.0,0.13,-26500000.0,-7500000,419800000.0,355200000,237200000.0,485000000,1134100000.0,419500000.0,-255500000.0,-7200000,14600000,179300000,-517100000.0,10200000,241600000.0,-2400000,-103100000.0,12600000,,-40300000,-2300000.0,-18000000,2100000,,,961600000,1894600000.0,103300000,0.0,781200000.0,1878000000.0,,-142000000,1377500000.0,45200000,,,,,
2016-06-30,3298100000.0,931100000.0,28500000.0,67000000.0,350000000.0,649000000,838600000.0,172800000,5835800000.0,3874000000.0,78600000,,48500000,47800000.0,0.2,50100000,55100000.0,3730900000.0,48500000,-24300000,-32800000,237700000,160900000.0,480100000.0,,272100000,519700000.0,480100000,1152800000.0,100000,20600000,4581000000.0,431600000.0,237700000.0,0.0,200000.0,0.2,-63200000.0,20900000,438200000.0,423100000,237900000.0,419500000,1186500000.0,480100000.0,-268900000.0,-112000000,20300000,171300000,-558200000.0,11400000,242400000.0,-4400000,-54600000.0,14100000,,-24500000,-106000000.0,197300000,5100000,,,1072100000,1916700000.0,151000000,0.0,850100000.0,1961800000.0,,25200000,1358500000.0,70400000,,,,,
2016-09-30,3428100000.0,1015900000.0,31900000.0,50000000.0,386200000.0,630400000,871300000.0,110100000,6142500000.0,4069900000.0,81200000,,-10700000,42900000.0,-0.04,-9500000,54200000.0,3895600000.0,-10700000,-137500000,-87400000,242300000,192300000.0,528300000.0,,278500000,545600000.0,528300000,1239900000.0,-79800000,10000000,4811700000.0,441800000.0,238500000.0,0.0,400000.0,-0.04,-14100000.0,-13300000,469200000.0,398700000,238900000.0,480100000,1210500000.0,528300000.0,-252900000.0,-1263500000,-600000,201400000,-602500000.0,10000000,238500000.0,-7200000,-65300000.0,14900000,,-34400000,43000000.0,144500000,-3000000,,,1029100000,1974800000.0,120200000,0.0,916100000.0,2072600000.0,-103500000.0,-13500000,1372300000.0,-10100000,,,,,
2016-12-31,3236000000.0,961000000.0,32200000.0,16300000.0,417600000.0,641800000,801900000.0,198500000,5854800000.0,3934800000.0,86300000,4400000.0,-36500000,37400000.0,-0.15,-34400000,27900000.0,3677500000.0,-36500000,-51900000,-72400000,263400000,160200000.0,535400000.0,,301100000,529700000.0,538100000,1130300000.0,-8000000,18300000,4597200000.0,527800000.0,239300000.0,0.0,-3600000.0,-0.15,36000000.0,-1800000,474200000.0,392800000,239300000.0,528300000,1136100000.0,535400000.0,-350400000.0,-381600000,16300000,178000000,-617300000.0,9500000,239300000.0,-200000,-47100000.0,16100000,,-37000000,-167300000.0,235500000,11700000,,23300000.0,1034600000,1933000000.0,91700000,1300000.0,919700000.0,1920000000.0,-11300000.0,75600000,1315700000.0,-18100000,,,,,
2017-03-31,3278300000.0,1016100000.0,32900000.0,-98700000.0,365800000.0,641100000,735200000.0,-37000000,5960400000.0,4025000000.0,82400000,,64100000,35800000.0,0.26,65900000,29000000.0,3725100000.0,64100000,-89400000,1600000,225300000,161900000.0,439100000.0,,262600000,559100000.0,442000000,1151500000.0,-6100000,-800000,4576600000.0,523000000.0,239800000.0,0.0,-200000.0,0.27,-62500000.0,-11200000,456700000.0,372600000,240400000.0,538100000,1260000000.0,439100000.0,-309800000.0,-7300000,9900000,192400000,-670700000.0,10400000,246100000.0,0,17000000.0,15600000,,-32300000,-4600000.0,-4700000,1800000,,,1013700000,2005100000.0,110000000,0.0,851500000.0,1935400000.0,-56900000.0,-161500000,1334400000.0,75800000,,,,,
2017-06-30,3823400000.0,1219300000.0,33200000.0,34800000.0,456200000.0,690000000,840600000.0,73700000,6657100000.0,4562100000.0,84900000,,-20800000,35600000.0,-0.09,-18900000,35500000.0,4284000000.0,-20800000,-505900000,-92100000,246100000,164500000.0,482100000.0,,286300000,580100000.0,485000000,1436500000.0,-7100000,-5500000,5265600000.0,535600000.0,240900000.0,0.0,-100000.0,-0.09,-66400000.0,6100000,489900000.0,404600000,241500000.0,442000000,1266200000.0,482100000.0,-278500000.0,-3200000,9500000,203200000,-727600000.0,10900000,240900000.0,-12900000,-14800000.0,16400000,,-25100000,441900000.0,98800000,5200000,,,1094600000,2098300000.0,118300000,0.0,981600000.0,2095000000.0,-480700000.0,-58200000,1370700000.0,-9400000,,,,,
2017-09-30,3865200000.0,1258300000.0,32500000.0,104300000.0,447500000.0,702500000,766600000.0,182000000,6812600000.0,4638500000.0,88600000,,54900000,37700000.0,0.22,56300000,37800000.0,4347900000.0,54900000,-51400000,-7900000,246400000,162100000.0,588900000.0,,289800000,624400000.0,592000000,1445900000.0,-4600000,40500000,5378300000.0,548200000.0,240700000.0,0.0,4900000.0,0.23,84400000.0,-32500000,545100000.0,393800000,242100000.0,485000000,1309400000.0,588900000.0,-256300000.0,-8900000,2100000,192600000,-761800000.0,9200000,245800000.0,-8800000,40100000.0,16600000,-50100000.0,-30300000,-56600000.0,212300000,6000000,,,1096300000,2147900000.0,104000000,0.0,1030400000.0,2174100000.0,-26000000.0,55000000,1386100000.0,58400000,,,,,
2017-12-31,3877900000.0,1271200000.0,32300000.0,177300000.0,489600000.0,746000000,870200000.0,196300000,6832200000.0,4516600000.0,91600000,5200000.0,-61500000,37900000.0,-0.26,-55600000,37700000.0,4342200000.0,-61500000,-42900000,1800000,279900000,152900000.0,769800000.0,,325500000,608600000.0,772900000,1428200000.0,-800000,5600000,5424400000.0,428600000.0,240300000.0,0.0,-500000.0,-0.26,29300000.0,17700000,554900000.0,426400000,242400000.0,592000000,1276100000.0,769800000.0,-241000000.0,-44700000,120400000,129800000,-805000000.0,8000000,240300000.0,113400000,-21400000.0,16700000,0.0,-37300000,-13400000.0,233600000,-600000,,22200000.0,1172400000,2193600000.0,100900000,3300000.0,1082200000.0,2315600000.0,-5100000.0,78600000,1388600000.0,64800000,,,,,
2018-03-31,3919500000.0,1304400000.0,30700000.0,-179900000.0,407700000.0,776000000,940900000.0,-60500000,6947400000.0,4644500000.0,91900000,,69900000,39400000.0,0.28,71000000,41800000.0,4403500000.0,69900000,-144600000,2200000,227800000,167100000.0,600400000.0,,276000000,641800000.0,603300000,1484200000.0,-1000000,33900000,5423000000.0,448100000.0,240900000.0,,,0.29,-52300000.0,-42900000,570000000.0,396000000,243300000.0,772900000,1421400000.0,600400000.0,-192700000.0,-16200000,11800000,211900000,-862500000.0,8400000,245800000.0,-4900000,61400000.0,19300000,-3300000.0,-39500000,-14300000.0,-21000000,-3400000,,,1172000000,2270300000.0,120000000,,1019500000.0,2302900000.0,-105100000.0,-182700000,1407800000.0,82800000,,,,,
2018-06-30,3842200000.0,1241600000.0,30600000.0,-30800000.0,416300000.0,793800000,974500000.0,106900000,6696200000.0,4438500000.0,90200000,,74900000,39300000.0,0.31,77100000,39900000.0,4296400000.0,74900000,-29800000,-8100000,224600000,155900000.0,551100000.0,,271900000,599900000.0,553800000,1409100000.0,-10400000,3100000,5290300000.0,447500000.0,240300000.0,,,0.31,-81200000.0,11100000,537700000.0,418400000,244500000.0,603300000,1303500000.0,551100000.0,-299600000.0,-505300000,22000000,236700000,-863800000.0,9700000,244600000.0,8900000,136300000.0,18000000,-100500000.0,-35100000,-143000000.0,142000000,10800000,,,1212200000,2204100000.0,146500000,,993900000.0,2257700000.0,0.0,-70500000,1340300000.0,99100000,,,,,
2018-09-30,3852000000.0,1248000000.0,111100000.0,39200000.0,455300000.0,759100000,958200000.0,89600000,6760800000.0,4464600000.0,92800000,,-13100000,39800000.0,-0.05,-11600000,42500000.0,4383400000.0,-13100000,-30100000,-5500000,293400000,149300000.0,588100000.0,,339100000,618600000.0,590900000,1388100000.0,-500000,8400000,5414700000.0,503500000.0,238700000.0,,-100000.0,-0.05,14000000.0,-20000000,533500000.0,386900000,245100000.0,553800000,1243400000.0,588100000.0,-312400000.0,-17400000,14100000,140600000,-901400000.0,9400000,238700000.0,-5800000,123200000.0,17000000,-44000000.0,-34900000,-55200000.0,124500000,-11400000,,,1146000000,2226400000.0,47800000,,1031300000.0,2296200000.0,-1000000.0,41000000,1325000000.0,2500000,,,,,
2018-12-31,3821800000.0,1230800000.0,100100000.0,110200000.0,475600000.0,777400000,860800000.0,216700000,6675700000.0,4366100000.0,94200000,1700000.0,75400000,41100000.0,0.32,76800000,42200000.0,4324600000.0,75400000,-11600000,-3600000,213300000,140800000.0,693600000.0,,260600000,613000000.0,696400000,1348000000.0,-5900000,4100000,5365200000.0,489100000.0,236000000.0,,-100000.0,0.32,97200000.0,3700000,522800000.0,388400000,245300000.0,590900000,1205100000.0,693600000.0,-336100000.0,-17100000,6300000,222000000,-920600000.0,9800000,239000000.0,7900000,198600000.0,18800000,-106000000.0,-33900000,-128800000.0,250600000,1700000,,15200000.0,1165800000,2218800000.0,127800000,,1040600000.0,2309600000.0,-3600000.0,58000000,1298200000.0,83100000,,,,,
2019-03-31,3809000000.0,1216100000.0,167200000.0,-178500000.0,447100000.0,751300000,920500000.0,-78400000,6673400000.0,4411800000.0,91600000,,43400000,,0.18,44100000,43500000.0,4372300000.0,43400000,-18800000,-4200000,217500000,138500000.0,501100000.0,,264200000,626800000.0,518700000,1310800000.0,-28900000,35400000,5393800000.0,610500000.0,234100000.0,,-100000.0,0.19,-90400000.0,-22200000,530900000.0,368000000,247000000.0,696400000,1206200000.0,501100000.0,-335700000.0,-18600000,14200000,195400000,-950400000.0,6700000,236600000.0,400000,241300000.0,18200000,-65700000.0,-20500000,-101800000.0,-57900000,-1600000,,,1119300000,2224800000.0,103800000,,1021500000.0,2261600000.0,-1700000.0,-205200000,1274400000.0,58300000,,,,,
2019-06-30,3812400000.0,1220500000.0,184000000.0,65700000.0,444700000.0,748400000,872100000.0,100000000,6692900000.0,4380800000.0,88700000,,98400000,,0.42,99900000,43700000.0,4389000000.0,98400000,-14900000,2200000,206200000,133600000.0,577300000.0,,252500000,610900000.0,584600000,1287300000.0,-5400000,-14700000,5385800000.0,613900000.0,233300000.0,,,0.42,-62500000.0,20800000,508400000.0,409100000,248200000.0,518700000,1252500000.0,577300000.0,-356000000.0,-15600000,17900000,245300000,-989400000.0,-1400000,235400000.0,-2000000,336000000.0,17900000,-39600000.0,-26700000,-46100000.0,126700000,-1800000,,,1157500000,2248500000.0,156600000,,996800000.0,2312100000.0,-200000.0,-57500000,1259100000.0,117800000,,,,,
2019-09-30,3772300000.0,1183700000.0,178700000.0,198600000.0,497200000.0,707400000,935700000.0,194300000,6690000000.0,4256900000.0,87000000,,65500000,,0.28,66400000,42400000.0,4315400000.0,65500000,-25300000,2400000,231500000,115800000.0,767200000.0,,277100000,597300000.0,770100000,1236000000.0,-1900000,9200000,5350300000.0,620500000.0,233900000.0,,,0.28,24000000.0,-2600000,495300000.0,399600000,249600000.0,584600000,1285700000.0,767200000.0,-411800000.0,-15300000,18300000,150700000,-983700000.0,4200000,235500000.0,-4000000,401500000.0,17400000,0.0,-26700000,2900000.0,221000000,-4400000,,,1107000000,2200400000.0,122500000,,1034900000.0,2433100000.0,-200000.0,73600000,1216700000.0,84700000,,,,,
2019-12-31,3790200000.0,1208900000.0,144600000.0,235000000.0,545300000.0,710800000,830100000.0,244700000,6818000000.0,4244600000.0,85700000,,41700000,,0.18,42200000,43900000.0,4335500000.0,41700000,-34900000,600000,204900000,115500000.0,1017500000.0,,278900000,591600000.0,1020500000,1223900000.0,-100000,-11700000,5408400000.0,588800000.0,234500000.0,,1200000.0,0.18,118800000.0,14800000,483700000.0,387600000,249900000.0,770100000,1354200000.0,1017500000.0,-395500000.0,-17600000,27000000,194400000,,6200000,235700000.0,21300000,443200000.0,16700000,0.0,-38600000,-13400000.0,283300000,1800000,,,1098400000,,108700000,,1072900000.0,2573400000.0,-1200000.0,104000000,1223000000.0,69200000,,,,,
