date,quarterlyBasicEPS,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalAssets,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,quarterlyCurrentDeferredRevenue
2004-03-31,0.65,882800000,1700000.0,89400000,653200000.0,,-53900000.0,188600000,281600000,88500000.0,1000000.0,89400000,,-34900000.0,66600000,592900000,84761905.0,-2600000.0,-691200000,-56000000.0,0,91400000.0,1389200000,715000000,63100000,,,1257200000,9700000,,698000000,531600000.0,,66600000,-17900000.0,20700000,900000.0,,800000.0,56500000.0,,436900000.0,289500000,1511200000,437700000.0,1170600000,2768400000,865900000,216100000,53400000,53400000,,0.63,304700000,88700000,6700000,11900000.0,89400000.0,-32800000.0,303400000,3200000,449300000,,53400000,1885600000,,160000000,82153846.0,,236800000,,,,,,,
2004-06-30,0.48,775400000,4500000.0,84200000,675700000.0,,-65300000.0,195500000,207000000,89400000.0,1000000.0,84200000,,-23000000.0,69300000,651900000,84130435.0,8600000.0,-693500000,-59900000.0,468700000,76600000.0,1383200000,816500000,56100000,,,1323000000,17400000,,689700000,568400000.0,,69300000,-134300000.0,16700000,-1600000.0,,9600000.0,53600000.0,,567700000.0,325000000,1518000000,,1249100000,2841000000,921500000,240900000,38700000,38700000,,0.46,327600000,152300000,7600000,-14800000.0,87800000.0,-17600000.0,326900000,-5600000,460500000,,38700000,2065600000,,152600000,80625000.0,,257600000,,,,,,,
2004-09-30,,582200000,1200000.0,109100000,669400000.0,,-60500000.0,220500000,175800000,87800000.0,1000000.0,109100000,2400000.0,-44800000.0,82400000,756200000,,86600000.0,-715100000,-99000000.0,0,159400000.0,1420700000,907900000,73100000,,,1376700000,12800000,,705600000,625800000.0,,82400000,-262800000.0,20500000,21300000.0,,3400000.0,114600000.0,,628500000.0,387000000,1539000000,505100000.0,1425600000,2915700000,1059600000,266300000,60300000,60300000,,,366000000,182300000,9300000,0.0,109100000.0,-40800000.0,369200000,0,459700000,,60300000,2333500000,,164000000,,,286800000,,,,,,,
2004-12-31,1.68,675200000,-900000.0,125500000,692600000.0,,-7300000.0,167300000,189500000,109100000.0,1000000.0,125500000,8300000.0,-18400000.0,187000000,875900000,75123457.0,-84800000.0,-748600000,-30900000.0,0,61100000.0,1463600000,914200000,179100000,,,1503100000,57400000,,715000000,740500000.0,,187000000,-93500000.0,16500000,16400000.0,,-2900000.0,42700000.0,,752400000.0,430500000,1575300000,553200000.0,1489000000,3078400000,1108900000,241900000,121700000,121700000,,1.62,380100000,193700000,11000000,0.0,125500000.0,-18900000.0,445400000,3100000,432100000,,121700000,2403200000,,167700000,72440476.0,,258400000,,,,,,,
2005-03-31,0.81,688200000,1500000.0,132700000,678200000.0,,-37200000.0,161900000,206000000,125500000.0,1000000.0,132700000,19300000.0,-21700000.0,86200000,629000000,73846154.0,26800000.0,-758700000,-76200000.0,0,105900000.0,1455200000,756600000,73400000,,,1370100000,15800000,,696500000,780700000.0,,86200000,-56400000.0,17900000,7200000.0,,-9300000.0,84200000.0,,556600000.0,309800000,1540700000,432100000.0,1466000000,2910800000,1101100000,215100000,57600000,57600000,,0.78,364900000,162600000,12400000,0.0,132700000.0,-19400000.0,319200000,-400000,471100000,,57600000,2222600000,,166000000,71111111.0,,233000000,,,,,,,
2005-06-30,0.76,664300000,-300000.0,175600000,662500000.0,,-72300000.0,184800000,206600000,132700000.0,1000000.0,175600000,8600000.0,-24800000.0,82500000,691200000,73698630.0,-10700000.0,-770000000,-3100000.0,0,72000000.0,1448400000,850300000,71600000,,,1462100000,17800000,,678400000,827700000.0,,82500000,-57900000.0,17000000,42900000.0,,3100000.0,47200000.0,,572600000.0,352000000,1503400000,438000000.0,1450900000,2965500000,1082000000,239700000,53800000,53800000,,0.73,368900000,227500000,13500000,-1200000.0,175600000.0,-21800000.0,339200000,2600000,502500000,,53800000,2301200000,,162500000,70789474.0,,256700000,,,,,,,
2005-09-30,,453100000,200000.0,84500000,664000000.0,,-88900000.0,231800000,27100000,175600000.0,1000000.0,84500000,3500000.0,-38100000.0,92100000,793700000,,-12100000.0,-786600000,-132000000.0,153900000,77800000.0,1469100000,838100000,73600000,,,1464000000,20300000,,682500000,878500000.0,,92100000,-253400000.0,18500000,-91100000.0,,14900000.0,39700000.0,,677300000.0,419800000,1496300000,336200000.0,1669100000,2960300000,1295000000,263300000,53300000,53300000,,,374100000,116200000,15500000,1200000.0,84500000.0,-37000000.0,373900000,-3000000,491000000,,53300000,2507200000,,149800000,,,281800000,,,,,,,
2005-12-31,1.83,401000000,500000.0,108100000,658400000.0,,-94800000.0,160100000,214200000,84500000.0,1000000.0,108100000,2600000.0,-14300000.0,192700000,882400000,68079096.0,-50100000.0,-806100000,-57900000.0,537900000,96200000.0,1472900000,938200000,174700000,,,1524100000,54200000,,666800000,950000000.0,,192700000,-191700000.0,15500000,23600000.0,,-12300000.0,81900000.0,,758200000.0,451000000,1487800000,,1672700000,3011900000,1317000000,223200000,120500000,120500000,,1.77,355700000,240200000,16500000,1500000.0,108100000.0,-13400000.0,431400000,-1500000,443600000,,120500000,2610900000,,162600000,65846995.0,,238700000,,,,,,,
2006-03-31,0.81,395800000,-1900000.0,82200000,663600000.0,,-82000000.0,178800000,213600000,108100000.0,1000000.0,82200000,1900000.0,-22400000.0,89700000,629500000,64102564.0,63200000.0,-830300000,-152900000.0,446300000,149800000.0,1494000000,816900000,72400000,,,1373900000,22400000,,663700000,998100000.0,,89700000,-83500000.0,17500000,-25900000.0,,-1400000.0,127400000.0,,566800000.0,321700000,1489500000,,1650700000,2863400000,1288000000,200600000,50000000,50000000,,0.78,362700000,191800000,18100000,-3500000.0,82200000.0,-24400000.0,307800000,800000,511300000,,50000000,2467600000,,162200000,61728395.0,,218100000,,,,,,,
2006-06-30,0.86,227300000,-100000.0,66000000,306400000.0,,-64200000.0,184600000,224900000,82200000.0,1000000.0,66000000,4100000.0,-22800000.0,82800000,734900000,61807229.0,-68900000.0,-857300000,-14900000.0,471000000,18500000.0,1522000000,811700000,61900000,,,1470000000,10600000,,664700000,1046300000.0,,82800000,-243700000.0,21700000,-16200000.0,,127100000.0,-4300000.0,363500000.0,639200000.0,377500000,1496600000,,1927600000,2966600000,1550000000,252900000,51300000,51300000,,0.83,377600000,156100000,19800000,1100000.0,66000000.0,-22900000.0,357400000,-1100000,539900000,,51300000,2739300000,,162000000,59651163.0,,274600000,,,,,,,
2006-09-30,,212400000,-25800000.0,134300000,306700000.0,,-57800000.0,246600000,16200000,66000000.0,1000000.0,134300000,12800000.0,-35400000.0,70600000,830100000,,37300000.0,-864600000,14200000.0,198200000,108500000.0,1524500000,926900000,47600000,,,1635100000,8500000,,659900000,1073200000.0,,70600000,-81800000.0,19500000,68300000.0,,-88000000.0,73100000.0,364500000.0,699600000.0,445900000,1497500000,333500000.0,1993300000,3132600000,1625000000,294100000,39100000,39100000,,,368300000,148600000,23500000,9100000.0,134300000.0,-54900000.0,384200000,500000,553900000,,39100000,2920200000,,88100000,,,313600000,,,,,,,
2006-12-31,2.16,318200000,1500000.0,141300000,309700000.0,,-35400000.0,168300000,250600000,134300000.0,1000000.0,141300000,5400000.0,-12600000.0,198700000,959200000,58798077.0,-79400000.0,-890600000,-72000000.0,597100000,87700000.0,1539400000,969700000,177200000,,,1732600000,54900000,,648800000,1192200000.0,,198700000,-53000000.0,16000000,7000000.0,,43300000.0,75100000.0,369100000.0,861900000.0,505000000,1495900000,,1940600000,3228500000,1553000000,239500000,122300000,122300000,,2.08,387600000,204300000,23800000,4900000.0,141300000.0,-10300000.0,454200000,2300000,478800000,,122300000,2910300000,,168300000,56620370.0,,255500000,,,,,,,
2007-03-31,1.18,391700000,1200000.0,278600000,309600000.0,,-44400000.0,174200000,250300000,141300000.0,1000000.0,278600000,7000000.0,-19300000.0,116400000,730900000,58421053.0,74000000.0,-910400000,-25100000.0,555600000,178600000.0,1552000000,927200000,96600000,,,1765600000,30000000,,641600000,1252800000.0,,116400000,0.0,17600000,137300000.0,,38300000.0,159300000.0,370500000.0,713300000.0,384600000,1488800000,,1935500000,3254400000,1528000000,212300000,66600000,66600000,,1.14,407500000,197400000,23000000,5700000.0,278600000.0,-17300000.0,346300000,3200000,523400000,,66600000,2862700000,,167100000,56440678.0,,229900000,,,,,,,
2007-06-30,1.1,497900000,-900000.0,340300000,311200000.0,,-27500000.0,195200000,263500000,278600000.0,1000000.0,340300000,13400000.0,-20700000.0,94100000,800000000,58962264.0,-27700000.0,-923100000,5500000.0,553300000,75900000.0,1558900000,972200000,76600000,,,1899400000,14100000,,635800000,1307100000.0,,94100000,0.0,17400000,61700000.0,,36400000.0,55200000.0,373100000.0,743800000.0,421500000,1483900000,,1913200000,3383300000,1482000000,267000000,62500000,62500000,,1.06,431200000,223700000,22600000,10000000.0,340300000.0,-21000000.0,378500000,5100000,551800000,,62500000,2885400000,,163800000,56818182.0,,284400000,,,,,,,
2007-09-30,,653900000,900000.0,363200000,310400000.0,,46800000.0,255600000,10800000,340300000.0,1000000.0,363200000,9900000.0,-36000000.0,101700000,875000000,,21100000.0,-930600000,-45800000.0,207300000,103100000.0,1580500000,1122900000,83800000,,,2011400000,13800000,,649900000,1362700000.0,,101700000,0.0,19700000,22900000.0,,-76200000.0,67100000.0,380100000.0,788300000.0,449300000,1541600000,407000000.0,1776200000,3553000000,1372000000,304300000,70000000,70000000,,,404200000,253000000,21800000,15600000.0,363200000.0,-33700000.0,425700000,3900000,582300000,,70000000,2899100000,,201200000,,,324000000,,,,,,,
2007-12-31,1.79,786200000,46800000.0,83300000,1678500000.0,,68600000.0,248000000,13700000,363200000.0,1000000.0,83300000,1100000.0,-21000000.0,195400000,1189900000,58965517.0,-79900000.0,-966200000,1508600000.0,297400000,69300000.0,1765100000,1503200000,148300000,,,2020800000,45700000,,798900000,1464500000.0,,195400000,,21400000,-279900000.0,,45500000.0,48300000.0,1216200000.0,1009800000.0,653700000,3898200000,498300000.0,3629600000,5919000000,2694000000,319400000,102600000,102600000,,1.74,428100000,459500000,46700000,2500000.0,83300000.0,-1856100000.0,536200000,-400000,647100000,,102600000,5132800000,507500000.0,204600000,57318436.0,,340800000,,,,,,,
2008-03-31,1.06,914500000,-500000.0,115800000,1683500000.0,,127000000.0,246400000,13600000,83300000.0,1000000.0,115800000,1600000.0,-36900000.0,142900000,951000000,59126214.0,64100000.0,-1008200000,-101600000.0,354500000,161200000.0,1825100000,1396800000,88200000,,,1975600000,27300000,,816900000,1523900000.0,,142900000,,22800000,32500000.0,,42200000.0,124300000.0,1225300000.0,857400000.0,493200000,3931600000,434400000.0,3595900000,5907200000,2692500000,292100000,60900000,60900000,,1.03,393400000,361500000,47000000,2100000.0,115800000.0,-37000000.0,457800000,-7700000,717500000,,60900000,4992700000,510000000.0,205900000,57452830.0,,314900000,,,,,,,
2008-06-30,1.16,994100000,0.0,97400000,1680000000.0,,129400000.0,230500000,13300000,115800000.0,1000000.0,97400000,700000.0,-39500000.0,145400000,1066700000,59100000.0,-50200000.0,-1027400000,-26400000.0,366200000,54600000.0,1849500000,1499400000,101500000,,,2039300000,34800000,,822100000,1587000000.0,,145400000,,23100000,-18400000.0,,41000000.0,15100000.0,1225500000.0,937800000.0,557700000,3934900000,476600000.0,3480700000,5974200000,2591000000,340500000,66700000,66700000,,1.13,380800000,426100000,44300000,-4600000.0,97400000.0,-39200000.0,509000000,400000,708700000,,66700000,4980100000,508900000.0,207300000,57600000.0,,363600000,,,,,,,
2008-09-30,,996300000,100000.0,171200000,1663200000.0,,7900000.0,262400000,15300000,97400000.0,1000000.0,171200000,9500000.0,-62600000.0,181500000,1123400000,,20700000.0,-1028100000,-40500000.0,281600000,181400000.0,1863600000,1361700000,135200000,,,2026800000,36100000,,835500000,1671800000.0,,181500000,,24400000,73800000.0,,-89500000.0,118800000.0,1206400000.0,923200000.0,588700000,3789900000,447300000.0,3458700000,5816700000,2589500000,328800000,99100000,99100000,,,869200000,370400000,43300000,16500000.0,171200000.0,-62200000.0,534700000,-3000000,674600000,,99100000,4820400000,,84800000,,,353200000,,,,,,,
2008-12-31,1.9,1080300000,100000.0,127900000,1655500000.0,,-22300000.0,253200000,29900000,171200000.0,1000000.0,127900000,100000.0,-31500000.0,222500000,1042500000,59042553.0,-120100000.0,-1044400000,-25700000.0,219800000,24000000.0,1876600000,1469900000,162600000,,,2025000000,51600000,,832200000,1782600000.0,,222500000,,19900000,-43300000.0,,62900000.0,-7500000.0,1199200000.0,909800000.0,529000000,3767600000,455400000.0,3242400000,5792600000,2388000000,271100000,111000000,111000000,,1.88,358100000,541500000,39000000,300000.0,127900000.0,-31100000.0,513500000,-20900000,708500000,,111000000,4712300000,496300000.0,80700000,58300000.0,,291000000,,,,,,,
2009-03-31,1.32,1130000000,-200000.0,130700000,1646900000.0,,-54900000.0,208200000,34000000,127900000.0,1000000.0,130700000,300000.0,-44200000.0,154400000,880400000,59100000.0,-13000000.0,-1049600000,-52100000.0,240800000,102200000.0,1881600000,1278200000,113000000,,,1882000000,36000000,,832000000,1859300000.0,,148700000,,21500000,2800000.0,,8400000.0,58000000.0,1193100000.0,731300000.0,466800000,3751100000,339400000.0,3224900000,5633100000,2386500000,237700000,77000000,77000000,,1.3,63000000,489800000,35700000,100000.0,130700000.0,-44100000.0,413600000,-5700000,723000000,,77000000,4503100000,496200000.0,0,58300000.0,,259200000,,,,,,,
