date,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyStockholdersEquity,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,quarterlyCapitalExpenditure,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingExpense,quarterlyOperatingCashFlow,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,quarterlyChangeInAccountPayable,quarterlyGoodwill,quarterlyResearchAndDevelopment
2005-12-31,269412000.0,,,64188000,434289000.0,-159696000.0,19630000,-3857000,120029000,,2382388000,,,,2764386000,269779000,684542000,,,,-11843000.0,-395161000,,1562895000,,-522237000.0,149383000,80879000,88468000,-9360000.0,2090846000,-3857000,-3857000,71338000,0.0,,2112609000,2546000,-137224000.0,24473000.0,39274000,,536391000,-21008000.0,,39884000,7316000.0,-100516000,6778000,,,-118591000.0,100399000,33789000.0,,2663870000,,-368000.0,84659000.0,3260741000,,3945283000,-103435000.0,434289000,,60480000.0,44558000.0,79768000,-15784000.0,434289000,552880000.0,993000,,,,,
2006-03-31,277225000.0,,3919000.0,66294000,477027000.0,-92022000.0,14157000,-11434000,119731000,98736000.0,2437357000,4949000.0,,,2863108000,241606000,693533000,,,-0.12,-5978000.0,-406595000,,1572030000,98736000.0,23391000.0,157494000,65305000,84891000,-8351000.0,2194696000,-11434000,-11434000,60860000,0.0,-15863000.0,2195751000,1055000,-115413000.0,24798000.0,35943000,-0.12,434392000,0.0,,47317000,101428000.0,-136100000,1920000,5395000.0,38348000.0,42738000.0,105574000,33332000.0,,2727008000,-11434000.0,,16774000.0,3315854000,,4009387000,-82081000.0,477027000,,57634000.0,41785000.0,66082000,,477027000,434289000.0,1001000,,,,,
2006-06-30,273370000.0,,,66719000,378952000.0,-219083000.0,18711000,-20070000,113775000,99830000.0,2531698000,16753000.0,,,2985424000,230682000,602057000,,,-0.2,-21841000.0,-426665000,,1569767000,99830000.0,80028000.0,159595000,77918000,65772000,-3196000.0,2279617000,-20070000,-20070000,52657000,0.0,,2301016000,21399000,-183698000.0,15696000.0,35307000,-0.2,615541000,-2302000.0,,49951000,112882000.0,-171419000,-14647000,,,-98075000.0,95064000,8126000.0,309000.0,2814005000,-19761000.0,,61990000.0,3499408000,,4101465000,-175572000.0,378952000,,69862000.0,48008000.0,75078000,-229000.0,378952000,477027000.0,1007000,,,,,
2006-09-30,318092000.0,,,32442000,1402279000.0,810641000.0,-18709000,715656000,126903000,111702000.0,2944274000,15036000.0,,,3267430000,507519000,1705148000,,,7.12,191686000.0,288990000,,2292494000,100480000.0,1030218000.0,191189000,218897000,101902000,-5136000.0,2363378000,715656000,715656000,103630000,0.0,,2436755000,16737000,-219577000.0,23219000.0,36969000,6.43,405841000,6758000.0,44856000.0,60580000,83982000.0,-210400000,880382000,,,1023327000.0,145612000,128704000.0,120397000.0,3057030000,836053000.0,1166000.0,133577000.0,3531620000,,5236768000,-90873000.0,1402279000,,68749000.0,51151000.0,131826000,-1212000.0,1402279000,378952000.0,1015000,,,,,
2006-12-31,563570000.0,,,-763275000,789407000.0,-97727000.0,-821214000,-55423000,229135000,,3014595000,37513000.0,,,3415258000,511087000,1095791000,,137007000.0,,-93768000.0,-377747000,,1645585000,,86401000.0,334435000,100958000,140232000,-4578000.0,2380537000,-55423000,-55423000,100982000,0.0,,2503508000,25907000,-184128000.0,13548000.0,39799000,,339132000,-608299000.0,97064000.0,64368000,-585749000.0,-257636000,-60182000,,,-612872000.0,1050349000,70604000.0,49795000.0,3157622000,-5628000.0,15836000.0,280969000.0,3564389000,,4660180000,-113524000.0,789407000,,67635000.0,57939000.0,115612000,-94000.0,789407000,1402279000.0,1018000,,,,,
2007-03-31,635317000.0,,,163753000,801633000.0,-93152000.0,108179000,58405000,260260000,112348000.0,2990192000,12833000.0,,,3553888000,514963000,1085613000,,23569000.0,0.58,10628000.0,-321387000,,1704840000,101402000.0,92490000.0,375057000,103806000,129427000,-2101000.0,2327036000,58405000,58405000,101012000,0.0,,2475229000,32919000,-187274000.0,7457000.0,37673000,0.54,288123000,0.0,115274000.0,66442000,-68393000.0,-296524000,-177000,,,12226000.0,152081000,175414000.0,23569000.0,3257364000,81974000.0,1865000.0,257784000.0,3609419000,,4695032000,-11860000.0,801633000,,63932000.0,55574000.0,145916000,-3737000.0,801633000,789407000.0,1020000,,,,,
2007-06-30,687541000.0,,,184188000,838539000.0,-146745000.0,126153000,89550000,280109000,112111000.0,3179293000,16909000.0,,,3799923000,521816000,1091719000,,13072000.0,0.88,-28403000.0,-231837000,,1678210000,101214000.0,104296000.0,407432000,94953000,124969000,-5237000.0,2473889000,89550000,89550000,102566000,0.0,,2657477000,49619000,-251041000.0,3505000.0,35460000,0.82,246853000,-19002000.0,133969000.0,65418000,22145000.0,-343543000,2846000,,,36906000.0,153956000,161767000.0,13885000.0,3456380000,103435000.0,2397000.0,268208000.0,3765784000,,4857503000,-89274000.0,838539000,,62551000.0,58035000.0,155150000,-3998000.0,838539000,801633000.0,1021000,,,,,
2007-09-30,653386000.0,,,147622000,829060000.0,-310824000.0,86296000,44740000,252065000,110881000.0,3179552000,15140000.0,-55884000.0,,4113876000,596405000,1093647000,,9084000.0,0.42,49643000.0,-187097000,,1906557000,107632000.0,-6211000.0,401321000,134273000,134202000,4484000.0,2400705000,44740000,44740000,85100000,0.0,,2583147000,46191000,-304676000.0,9830000.0,34743000,0.41,209728000,4125000.0,136251000.0,66973000,92654000.0,-392598000,-28875000,,,-9479000.0,165769000,205116000.0,9383000.0,3721278000,54123000.0,3307000.0,279426000.0,3992462000,,5086109000,-99560000.0,829060000,,61456000.0,61326000.0,172876000,1983000.0,829060000,838539000.0,1119000,,,,,
2007-12-31,711275000.0,,,173081000,1275120000.0,-772018000.0,108775000,65453000,270020000,,4351123000,15912000.0,0.0,,4377331000,585183000,1581991000,,22427000.0,,-60369000.0,-143899000,,1948159000,,-484309000.0,441255000,123942000,179059000,-4711000.0,3533339000,65453000,65453000,91604000,0.0,,3765940000,79648000,-307595000.0,9011000.0,35901000,,717238000,-695467000.0,152953000.0,73291000,1105533000.0,-437352000,-12798000,,,446060000.0,161245000,116875000.0,22248000.0,3939979000,87701000.0,665736000.0,269512000.0,4717291000,,6299282000,-190720000.0,1275120000,,60074000.0,64306000.0,182718000,-2905000.0,1275120000,829060000.0,1162000,,,,,
2008-03-31,778706000.0,,3418000.0,150005000,1239269000.0,-293881000.0,90603000,46717000,273709000,113648000.0,4448054000,24267000.0,-244135000.0,1052000.0,4651760000,563485000,1528174000,,-5754000.0,0.42,-25234000.0,-96275000,,1757481000,112413000.0,-10491000.0,504997000,65303000,156224000,-7339000.0,3661848000,46717000,46717000,108852000,0.0,-3935000.0,3884569000,76953000,-283390000.0,3078000.0,45268000,0.41,383832000,240754000.0,145768000.0,75702000,117899000.0,-495110000,-14404000,5520000.0,141046000.0,-35851000.0,183106000,138342000.0,-4712000.0,4156650000,42005000.0,,34831000.0,4677361000,,6205535000,-145048000.0,1239269000,,52354000.0,62732000.0,173953000,-873000.0,1239269000,1275120000.0,1162000,,,,,
2008-06-30,825157000.0,,5136000.0,238633000,1333828000.0,-338660000.0,144351000,271993000,306416000,112365000.0,4854907000,5298000.0,-216445000.0,1256000.0,4968864000,886281000,1644147000,,-138377000.0,2.45,9498000.0,175749000,,1674146000,111128000.0,-15638000.0,518741000,29565000,153596000,-2995000.0,3896120000,271993000,271993000,97092000,0.0,-1254000.0,3968626000,72506000,-323022000.0,2714000.0,40982000,2.42,152005000,215238000.0,0.0,80042000,234828000.0,-554368000,24082000,4956000.0,152735000.0,94559000.0,162065000,200458000.0,-138121000.0,4414496000,133872000.0,,45664000.0,4884906000,,6529053000,-122564000.0,1333828000,,51240000.0,63779000.0,320534000,-3311000.0,1333828000,1239269000.0,1165000,,,,,
2008-09-30,769186000.0,,5436000.0,140071000,1713669000.0,-351238000.0,77759000,51130000,280504000,104270000.0,5886340000,1623000.0,-479550000.0,1173000.0,5316921000,928777000,1979930000,,-15881000.0,0.5,-2621000.0,226969000,,1401162000,103266000.0,-14243000.0,488682000,56086000,138858000,-14467000.0,4914691000,51130000,51130000,100905000,0.0,-3464000.0,4957563000,42872000,-336995000.0,3050000.0,40263000,0.49,165579000,37904000.0,0.0,95977000,574967000.0,-613935000,-5963000,4744000.0,169252000.0,379841000.0,202745000,149975000.0,-16866000.0,4702986000,34264000.0,,77290000.0,5307572000,,7287502000,-187020000.0,1713669000,,50127000.0,65544000.0,179162000,2101000.0,1713669000,1333828000.0,1168000,,,,,
2008-12-31,614275000.0,,6338000.0,56115000,1133904000.0,-355220000.0,-212000,-159634000,188387000,,5150093000,1396000.0,500068000.0,1283000.0,5780246000,723775000,1411091000,,97190000.0,,-2902000.0,67400000,,1592522000,,71424000.0,425888000,37305000,125196000,-24616000.0,4290424000,-159634000,-159634000,117413000,0.0,-597358000.0,4426318000,131461000,-433364000.0,2685000.0,46180000,,106429000,-507251000.0,4433000.0,120944000,-260122000.0,-674773000,-15868000,4696000.0,209906000.0,-579765000.0,188599000,34408000.0,98776000.0,5105473000,-60858000.0,,84667000.0,5331524000,,6742615000,-398956000.0,1133904000,,49049000.0,70793000.0,232136000,2614000.0,1133904000,1713669000.0,1248000,,,,,
2009-03-31,739955000.0,,5429000.0,140580000,1718722000.0,-187764000.0,27149000,-33814000,242489000,112568000.0,5491899000,16485000.0,0.0,1337000.0,5876971000,604994000,1992922000,,15831000.0,-0.3,-7010000.0,-50950000,,1820539000,112568000.0,0.0,497466000,66409000,123485000,3883000.0,4753835000,-33814000,-33814000,109978000,0.0,-81321000.0,4886905000,133070000,-187942000.0,2675000.0,57032000,-0.3,83485000,31004000.0,0.0,119311000,711716000.0,-772987000,11649000,4065000.0,181104000.0,584818000.0,215340000,60721000.0,15894000.0,5103984000,-17920000.0,209760000.0,54657000.0,5319516000,,7312438000,-127221000.0,1718722000,,47999000.0,101468000.0,160275000,2626000.0,1718722000,1133904000.0,1359000,,,,,
2009-06-30,723256000.0,,6365000.0,201446000,1090182000.0,-114084000.0,76860000,25479000,266671000,122386000.0,4795570000,-5938000.0,0.0,1192000.0,5966710000,554117000,1351620000,,16489000.0,0.21,-30065000.0,-25435000,,1853156000,122161000.0,9313000.0,456585000,39185000,118553000,7942000.0,4124390000,25479000,25479000,83145000,0.0,-651658000.0,4241453000,117063000,-119170000.0,2675000.0,53689000,0.21,79542000,-10202000.0,0.0,113153000,-625461000.0,-868143000,21331000,4032000.0,218142000.0,-628540000.0,189811000,110942000.0,19547000.0,5098567000,45026000.0,0.0,45472000.0,5297106000,,6648726000,-8228000.0,1090182000,,46886000.0,102731000.0,122815000,2354000.0,1090182000,1718722000.0,1359000,,,,,
2009-09-30,773071000.0,,6903000.0,176428000,1296078000.0,-131109000.0,80224000,34210000,276557000,122610000.0,4966768000,725000.0,0.0,1114000.0,6052048000,653410000,1558397000,,-10029000.0,0.28,125702000.0,8775000,,1895290000,122200000.0,-7039000.0,496514000,74067000,122258000,2976000.0,4188747000,34210000,34210000,89276000,0.0,-4000000.0,4313358000,124611000,-124070000.0,2675000.0,50140000,0.28,91862000,-358000.0,0.0,111793000,61512000.0,-964882000,-6110000,3904000.0,284674000.0,205896000.0,196333000,275509000.0,-9829000.0,5087166000,24381000.0,0.0,29492000.0,5303661000,,6862058000,151439000.0,1296078000,,45773000.0,101907000.0,115335000,2354000.0,1296078000,1090182000.0,1359000,,,,,
2009-12-31,809329000.0,,5639000.0,145584000,1991830000.0,-118123000.0,45517000,-5221000,270560000,,4421406000,17186000.0,0.0,1176000.0,6122069000,725585000,2282956000,,-22947000.0,,24461000.0,-89559000,,3034338000,,-9483000.0,538769000,44271000,152879000,-11536000.0,3566428000,13232000,-5221000,119874000,0.0,-1118174000.0,3695821000,129393000,-109747000.0,2675000.0,50524000,,99380000,-579702000.0,0.0,107005000,667748000.0,-1060010000,-4869000,4102000.0,318755000.0,695752000.0,225043000,146784000.0,-22613000.0,5062059000,-9381000.0,1862038000.0,9546000.0,5298813000,,7581769000,37037000.0,1991830000,,44659000.0,104441000.0,135501000,2446000.0,1991830000,1296078000.0,1361000,,,,,
2010-03-31,908918000.0,,6927000.0,216754000,1757015000.0,-89457000.0,116729000,26988000,317624000,122982000.0,4064534000,1881000.0,,1222000.0,6199582000,633898000,2050722000,,4795000.0,0.22,-51148000.0,-62571000,,3068615000,122411000.0,-394000.0,591294000,81981000,157860000,1842000.0,3279055000,57859000,26988000,89312000,0.0,-286866000.0,3430636000,132969000,-89259000.0,2675000.0,49261000,0.22,91128000,318000.0,18612000.0,107158000,-285726000.0,-1157387000,-4828000,3896000.0,252724000.0,-234815000.0,200895000,141096000.0,5069000.0,5042195000,62928000.0,0.0,11107000.0,5239440000,,7290162000,51837000.0,1757015000,,43545000.0,104565000.0,120385000,1852000.0,1757015000,1991830000.0,1361000,,,,,
2010-06-30,1032643000.0,,7039000.0,245789000,1858422000.0,-107910000.0,148146000,52405000,361660000,123816000.0,4070004000,2966000.0,,1152000.0,6280940000,694359000,2140798000,,1703000.0,0.43,66199000.0,-41020000,,3106056000,122521000.0,-8983000.0,670983000,48995000,157560000,10692000.0,3231013000,88917000,52405000,105309000,0.0,-106075000.0,3375645000,125910000,-99304000.0,2675000.0,53598000,0.42,91381000,-2312000.0,18722000.0,97887000,-70694000.0,-1249155000,-4281000,4011000.0,286880000.0,101407000.0,213514000,281494000.0,1921000.0,5031785000,90838000.0,0.0,12710000.0,5228377000,,7369175000,182190000.0,1858422000,,42431000.0,101353000.0,143338000,-100000.0,1858422000,1757015000.0,1363000,,,,,
2010-09-30,1005949000.0,,6755000.0,166647000,1922338000.0,-42995000.0,131949000,-33508000,352791000,122771000.0,4059988000,2578000.0,,1134000.0,6302822000,742992000,2186143000,-30691000.0,8784000.0,-0.27,55343000.0,-105441000,,3075858000,122771000.0,-2045000.0,653158000,82925000,141379000,2377000.0,3176408000,-2054000,-33508000,120642000,0.0,-1677990000.0,3316996000,117012000,-41014000.0,2675000.0,60341000,-0.27,90169000,-63592000.0,23576000.0,95344000,-133422000.0,-1326552000,-65596000,4048000.0,323783000.0,63916000.0,220842000,238543000.0,9019000.0,4976270000,6965000.0,0.0,10655000.0,5175740000,,7361883000,197529000.0,1922338000,,41319000.0,99341000.0,130752000,2900000.0,1922338000,1858422000.0,1367000,,,,,
2010-12-31,1237188000.0,,6447000.0,336274000,1258499000.0,-55761000.0,230309000,114242000,453008000,,4293912000,2845000.0,,1163000.0,6300734000,887929000,1561136000,-1130804000.0,3593000.0,,102280000.0,9042000,,2237948000,,-1612000.0,784180000,87373000,187464000,7258000.0,3264854000,171874000,114242000,108825000,0.0,-480630000.0,3405983000,64248000,-54251000.0,2675000.0,59663000,,85802000,4102000.0,76881000.0,86847000,-1002794000.0,-1379475000,4980000,4232000.0,368621000.0,-663839000.0,222699000,396179000.0,4438000.0,4921259000,176312000.0,0.0,12266000.0,5113361000,,6674497000,341928000.0,1258499000,,40205000.0,100299000.0,168135000,889000.0,1258499000,1922338000.0,1374000,,,,,
