date,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetPPE,quarterlyInventory,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyGrossProfit,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyEbitda,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyDilutedEPS,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyAccumulatedDepreciation
2016-09-30,0.0,,3423782989.0,21194107763.06,30000000.0,-142781210.12,51308187.22,,34237829.89,8321565989.38,13975294915.13,13041317.44,7435441871.37,-1301637142.63,14672775.36,,3740187353.84,31036553035.14,5019034717.77,7664132250,8954765220.21,0.01,514761120.71,19481053857.9,92658610231.63,34237829.89,9802133947.06,309643048.23,9787461171.7,5758662361.7,-5564522.37,,10608339.25,54277181226.93,,13139773167.56,330270244.41,1358856689.68,402965637.57,5099044043.52,8321565989.38,7653128077.58,18546416.22,,3423782989.0,,-1319669324.83,373992552.89,1.0,73177556373.73,64349504.66,31649137869.11,22628043357.82,955891052.11,15116208308.51,538648454.76,933879879.73,37377477968.37,-9836891039.2,2139487098.13,86634499.33,14212851213.4,331923717.08,0.01,,,,,,,,,,,,,
2016-12-31,90034545.49,,,23084525208.51,761684.06,-64424849.18,-123957502.83,,-131413117.53,8069019527.78,12770071738.4,20408199.09,5063045738.12,-1078465299.27,132464361.98,,4724129096.26,30116268197.79,4883327074.83,7664132250,7653128077.58,,1748466053.15,20221253313.53,89141023453.16,-131413117.53,8326150797.83,621262470.45,8193686435.85,4911543099.49,-1175264118.89,,400249646.58,51346062946.46,,12190809214.93,325995540.38,1195550430.78,-167806675.1,5919679527.04,8069019527.78,6574662778.31,-320373702.55,,,,-838431181.22,517713166.71,-125099754.42,68919770139.63,-103549303.74,26899210169.32,24446852777.14,1363357105.88,14963558535.38,537127627.25,1231426022.65,36813562701.24,-2771529422.0,2116469682.98,474128983.25,13933200337.91,265229298.58,,,,,,,,,,,,,,
2017-03-31,0.0,,7688039032.0,24571826450.86,785678.85,-143791003.44,101307780.76,,84568429.35,7893689103.0,13452399537.38,6082995.59,5841433953.05,3087251607.08,3071925.72,,3871607399.67,31461825420.22,4848094350.57,7664132250,6574662778.31,0.011,-43663746.83,20022360887.12,94175172622.55,84568429.35,11346697405.67,350060336.7,11343625479.95,6254678586.51,-171953419.97,,21561523.94,56214608816.07,,13807634460.4,325382177.88,1403304907.77,524540887.01,5274912307.44,7893689103.0,9661914385.39,-371733644.7,,7688039032.0,,-159080027.53,457451113.05,-16668920.77,74152811735.43,107390776.35,30326415898.49,25888192917.58,878764020.76,15048126964.73,515116573.3,817026173.86,36956037441.29,-684572848.29,2127751945.13,-62687437.02,14250654528.3,265229298.58,0.011,,,,,,,,,,,,,
2017-06-30,-149902160.0,,,23951266954.13,750820.07,-219808707.48,973768558.31,,1046990741.64,6654854701.35,9616922873.53,-6826028.98,1612185034.38,941309164.53,164685.6,,6427665092.77,23510840464.97,4193391048.45,7664132250,9661914385.39,,376996570.31,21671582838.84,90762462373.56,1046990741.64,11766218426.45,417104510.26,11766053740.85,5507228033.68,16153419.97,,77428444.01,52924848843.6,,12733780415.09,316482685.89,1087563542.43,-510306431.76,7515228635.2,6654854701.35,10603223549.92,6004169759.22,,,,-338413335.82,1384047039.59,,69090879534.72,966942529.33,27962890147.7,24961958695.9,1597869974.19,14951324631.77,475255547.08,1513746349.12,37153623955.34,-7290005052.64,2121920454.64,282393063.63,13130491257.45,316482685.89,,,,,,,,,,,,,,
2017-09-30,-0.02,,7538677424.0,21135109354.65,743368.5,-88742672.43,152388020.33,,150773548.47,6648345256.03,9832021444.39,-52078213.04,2308282773.76,-1690123226.59,3653747854.71,0.0,3734410117.48,23486367564.54,3991537272.94,7625287164,10603223549.92,0.02,312548835.45,21608851213.83,86117168799.21,150773548.47,13732668868.97,0.0,10078921014.26,5499149499.22,-3959655997.92,,0.0,48112738299.1,,11373869102.74,485417242.14,1335720216.66,472306541.73,5070130334.14,6648345256.03,8913100323.33,1803430583.98,,7538677424.0,,-1434017945.03,100309807.29,,64508317585.38,100309807.29,25801354513.92,22311383785.18,863413674.93,15102098180.24,473756369.22,821053835.07,37320037658.89,-7171291400.53,2134922372.7,-2990500.0,13193684311.73,485417242.14,0.02,,,,,,,,,,,,,
2017-12-31,495241956.13,,,19295494376.47,1112809.96,-311403101.2,20518305.5,,49590995.81,6273906525.31,8885788940.46,46260150.7,4098618096.16,-1764964149.95,6322873585.85,365756306.23,4270441324.56,21631335419.02,4184700359.43,7794048075,8913100323.33,,1441459326.45,21107506233.6,83149067653.62,49590995.81,14578789496.46,119626441.42,8255915910.61,5417347146.79,-2502782787.98,,-29804518.18,44921774005.83,,9122444978.94,441740634.39,1142181130.02,119184729.52,5412622454.58,6273906525.31,7148136173.38,-3798302604.71,,,,-737116323.89,186404897.62,,62041561420.02,66778456.2,24470074837.41,20451699168.42,1022996400.5,15128581147.39,485190609.26,1068264420.07,37578261818.0,-2730704671.92,2124813228.84,58040953.7,13035320876.61,441740634.39,,,,,,,,,,,,,,
2018-03-31,,,7535278810.0,20150214168.39,2354836091.5,-159344939.16,371097805.09,,376763940.5,6225101989.32,8548800263.29,78092554.25,4921328747.5,-901959615.31,8623472885.59,,4749408662.64,22687429013.66,4111831668.01,7794048075,7148136173.38,0.05,294361237.72,21213876789.29,85673771587.94,376763940.5,15979207155.15,260818830.14,7355734269.56,5566832695.57,-5879894212.83,,3506037415.75,46962143385.15,,9550505277.57,437336825.14,1611055721.44,600711932.14,6360464384.08,6225101989.32,6246176558.07,-2531181301.13,,7535278810.0,,-189695770.28,710009189.48,,64459894798.65,449190359.34,25659209617.84,21302933767.31,1010343789.3,15505345087.89,463425564.36,1001535800.15,38068262508.41,-2183748019.91,2109325198.47,-1780000.0,12906051332.96,,0.05,,,,,,,,,,,,,
2018-06-30,,,,18469564446.28,13643056.6,-32772835.59,482169649.18,,487453977.39,6130806136.27,7688500612.75,139358953.28,6968762158.79,979902720.44,8751559021.31,,6203853470.05,23351491018.78,4075664629.9,7794048075,6246176558.07,,1108217098.38,22282114884.44,87317966006.73,487453977.39,16935189777.43,485814029.16,8183630756.12,4909850305.75,-9042391155.0,,9189078021.01,49719802913.54,,10688406321.97,442598381.39,2155965764.21,930838982.03,8359819234.26,6130806136.27,7226079278.51,287677191.35,,,,-289743061.34,1107342631.62,,65035851122.29,621528602.46,30052427007.04,19667375906.5,1225126782.18,14372977815.84,475889057.3,1018902667.53,36980958176.05,-3148826087.17,2098452961.31,152008259.52,12707978128.57,,,,,,,,,,,,,,,
2018-09-30,-4231205.0,176712234.38,7311197792.0,19065645828.62,105494574.2,-190150235.91,433570148.49,,438671867.55,6121713869.55,8745570245.03,80516467.26,5378540812.69,-1476857085.33,10609432438.36,0.0,4535270596.62,22982521039.2,4075717720.33,7810578433,7226079278.51,0.06,1268881945.32,22999813860.02,86905112732.0,438671867.55,17165624099.85,273887109.43,6556191661.49,5460627043.38,-6289497041.2,,5543992415.93,48798114188.65,,11464186865.09,493138218.02,1779582407.28,605680100.86,6314853003.9,6121713869.55,5749222193.18,-724608404.14,,7311197792.0,,-1457526492.2,787973725.18,,63905298871.98,514086615.75,28469015457.68,20329098730.97,1173902306.42,14800816030.81,481812927.64,969930484.87,37493621345.5,-2349781942.49,2163409643.29,150582009.4,11647888460.92,,0.06,,,,,,,,,,,,,
2018-12-31,-58001230.58,207641252.81,,13645436529.07,113327595.04,-148282663.87,669793151.25,,716967216.26,6076433092.93,9550646747.91,383925226.63,16057614188.65,3005105651.97,13787191861.94,38012619.64,5434550619.99,22944173509.4,4095777670.68,7808536633,5749222193.18,,1862108269.06,23087739020.52,93456651846.14,716967216.26,23855203552.91,549510418.39,10068011690.97,8325497271.42,-17295067225.39,,13317418035.29,54688183653.89,,10810646005.03,498047509.43,2226855667.76,1168992771.2,7661406287.75,6076433092.93,8754327845.15,-4620896132.08,,,,-798523520.58,1603228796.27,,70368912825.62,1053718377.88,39628374058.49,15059809595.4,1057862896.56,15142232215.86,429307047.1,848310950.7,38201194804.37,-6574391150.2,2082499191.97,-506714377.51,11139575457.6,198670877.52,,,,,,,,,,,,,,
2019-03-31,,115699487.16,7708550922.0,11491144268.0,147227231.42,-46364200.0,981432278.4,,1002111619.87,6036013698.09,10358774980.93,162240147.8,17798041457.8,-590624278.73,18450742243.88,,6310895956.89,23590839931.48,4247326695.95,7808536633,8754327845.15,0.13,1820915929.19,23110644635.3,98387417697.38,1002111619.87,27737348723.2,404528449.41,9286606479.32,11494048170.93,-7525743856.25,,2927137348.34,58668111356.14,,12013493288.26,493179402.07,2705859453.16,1385606484.62,9016755410.05,6036013698.09,8163703566.42,-4438455751.56,,7708550922.0,,-377247480.27,1548200875.61,,75276773062.08,1143672426.2,45763157191.95,12904954164.19,1320252968.54,16144343835.73,421615164.57,1149000618.99,39172712294.83,-5190029785.22,2030640460.67,190902884.77,10828968371.8,198670877.52,0.13,,,,,,,,,,,,,
2019-06-30,,344803212.61,,11618336908.35,142582583.63,-250111203.86,1589151223.9,,1574177364.37,6456010798.93,10355744489.7,377615963.55,14935800399.26,-2018660127.61,17442595160.46,,9273124115.55,27012426120.82,4072244330.5,7844572191,8163703566.42,,1457690474.07,24600456322.53,101518535378.33,1574177364.37,25047470527.13,463843605.25,7604875366.67,12263352906.62,-9917474893.5,,11197390000.13,63946951667.42,,15379501216.68,589005440.05,3972225739.38,2051651706.66,13245349854.93,6456010798.93,6145043438.81,577161528.79,,,,-368097572.15,2430610792.7,,76918079055.8,1966767187.45,50348717735.84,13598233931.58,1920574032.72,15811285508.43,460868719.71,1542420652.0,37010015804.97,-14749717414.55,2076983541.21,-336343707.22,10773994044.21,167774008.91,,,,,,,,,,,,,,
2019-09-30,16904984.65,270125547.09,8213939624.0,12394991753.65,188759753.83,-203690569.23,889196523.78,,903533358.69,6413625168.67,11528797072.61,245044363.26,14118172522.68,1853717495.83,15865122187.97,,6702046224.0,25938948204.09,4314450008.32,7844572191,6145043438.81,0.11,1183692345.61,25449988424.26,103463330059.27,903533358.69,25186857709.29,300723943.78,9321735521.32,11744525342.49,-500302492.27,,2586476965.16,65070177461.42,,17065979562.0,636759048.12,2790819381.65,1239394932.08,9492865605.65,6413625168.67,7998760934.64,1900258920.27,,8213939624.0,,-1730305854.92,1434964830.82,0.0,78013341635.01,1134240887.04,50641781248.7,14428396212.72,1551424449.57,16714684523.65,455276724.64,1222432417.99,37845921526.81,-5195764192.19,2065589809.09,16675800.32,10879932324.58,164098641.65,0.11,,,,,,,,,,,,,
