date,quarterlyTotalNonCurrentAssets,quarterlyCostOfRevenue,quarterlyTotalAssets,quarterlyDilutedEPS,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyBasicAverageShares,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyBeginningCashPosition,quarterlyNetPPE,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue
2016-06-30,5202567000.0,422062000,6687987000.0,-0.044402,142509000.0,400679000.0,2174639000.0,988372000.0,-71051000.0,-5675000,-5675000,46352000.0,82062000.0,15187000.0,1234078000.0,,127817000.0,455771000.0,-75001000.0,433034000.0,-5675000,0.0,163644000.0,143595000.0,-2808000.0,65038000.0,1654411000.0,26000000.0,276475000,-500000,270734000,0.0,-79501000.0,127817000.0,5033576000.0,-30270000.0,-4141000.0,1775937000.0,172920000.0,446907000.0,433034000.0,,43863000.0,263478000.0,5483200000.0,-0.044402,425881000.0,1160953000.0,51871000,30594000.0,698537000,23154000.0,-130440000.0,-779610000.0,-9668000,0.0,1940563000.0,420333000.0,1485420000.0,-117498000.0,59389000.0,5741000,14346000.0,7153000.0,13873000.0,-132649000.0,119735000.0,2509000.0,25962000.0,-3993000,-445483000.0,117137000.0,,,,,
2016-09-30,5169086000.0,547899000,6751622000.0,0.09,212220000.0,491489000.0,2174918000.0,988625000.0,130019000.0,11847000,11847000,50825000.0,82249000.0,15554000.0,1217801000.0,,126995000.0,437135000.0,-111977000.0,469219000.0,11847000,-469000.0,146927000.0,138583000.0,-11902000.0,63058000.0,1775246000.0,34902000.0,316799000,-311000,271406000,-4710000.0,-91419000.0,132329000.0,4976376000.0,18581000.0,-3730000.0,1656158000.0,13873000.0,469219000.0,469219000.0,,48092000.0,323696000.0,5413742000.0,0.09263,433034000.0,1240050000.0,96099000,26042000.0,864698000,-102187000.0,-119979000.0,-820306000.0,29720000,-91400000.0,2060356000.0,557445000.0,1582536000.0,-675000.0,249998000.0,45393000,21529000.0,36185000.0,0.0,51057000.0,123662000.0,-15819000.0,1115000.0,17873000,-433636000.0,126078000.0,,,,,
2016-12-31,5136994000.0,515705000,6624911000.0,-0.62,136999000.0,421100000.0,2173914000.0,988886000.0,83826000.0,-78638000,-78638000,56109000.0,85060000.0,14464000.0,1213199000.0,,126835484.0,404617000.0,-136407000.0,495811000.0,-78638000,0.0,139253000.0,130672000.0,-292000.0,58482000.0,1761795000.0,34733000.0,310642000,-2609000,249261000,89000.0,70546000.0,126852000.0,4863116000.0,30840000.0,-3554000.0,1534098000.0,0.0,495811000.0,495811000.0,,46017000.0,287953000.0,5378944000.0,-0.62,469219000.0,1335767000.0,115114000,16655000.0,826347000,-56043000.0,-136536000.0,-871441000.0,44541000,-67091000.0,2207208000.0,548596000.0,1487917000.0,40000.0,220362000.0,61381000,123644000.0,26592000.0,0.0,106981000.0,122535000.0,-6072000.0,11340000.0,123179000,-512274000.0,111951000.0,,,,,
2017-03-31,5060718000.0,411396000,6522323000.0,0.43,170584000.0,357948000.0,2173914000.0,989154000.0,81324000.0,55908000,55908000,551291000.0,86108000.0,13674000.0,1206773000.0,,126464000.0,430454000.0,-167102000.0,545463000.0,55908000,0.0,131511000.0,132738000.0,-435000.0,58815000.0,1625601000.0,35494000.0,231596000,333000,256052000,-1355000.0,63501000.0,131001000.0,4896722000.0,-25593000.0,-4306000.0,1400563000.0,0.0,545463000.0,545463000.0,0.0,26264000.0,216246000.0,5357394000.0,0.442126,495811000.0,1391932000.0,527677000,15554000.0,642992000,-30570000.0,-165747000.0,-981328000.0,-37288000,-50866000.0,2373260000.0,418828000.0,1461605000.0,0.0,247071000.0,-24456000,31998000.0,49652000.0,0.0,-4492000.0,-364223000.0,-8645000.0,20731000.0,-93196000,-456366000.0,115670000.0,,,,,
2017-06-30,4975480000.0,404454000,6442696000.0,-0.240786,130839000.0,373711000.0,2173889000.0,989420000.0,-20792000.0,-30624000,-30624000,42827000.0,89398000.0,12271000.0,1168097000.0,,127225000.0,470880000.0,-117392000.0,512631000.0,-30624000,,89279000.0,139431000.0,-8427000.0,59362000.0,1530015000.0,36248000.0,236377000,-934000,264206000,7036000.0,-15901000.0,127225000.0,4912681000.0,-40036000.0,-3587000.0,1265876000.0,0.0,512631000.0,512631000.0,,31808000.0,215033000.0,5365373000.0,-0.240786,545463000.0,1440105000.0,14830000,21126000.0,640831000,-19826000.0,-124428000.0,-1020744000.0,-40268000,-31925000.0,2460849000.0,361918000.0,1467216000.0,0.0,103636000.0,-27829000,16046000.0,-32832000.0,,-61069000.0,134390000.0,-4728000.0,20526000.0,-9644000,-449105000.0,116499000.0,,,,,
2017-09-30,4869872000.0,500561000,6478080000.0,0.27,184185000.0,459761000.0,2173889000.0,989692000.0,152067000.0,35919000,35919000,43440000.0,86642000.0,14778000.0,1150502000.0,,127137000.0,461005000.0,-97855000.0,575223000.0,35919000,,74168000.0,138867000.0,-15578000.0,56470000.0,1573504000.0,66085000.0,321022000,-192000,271458000,-30064000.0,-86318000.0,130778000.0,4904576000.0,10250000.0,-3979000.0,1130036000.0,0.0,574873000.0,574873000.0,,28712000.0,212750000.0,5321741000.0,0.282522,512631000.0,1443392000.0,93870000,23458000.0,821583000,-60237000.0,-67791000.0,-1061360000.0,35652000,-57000000.0,2504752000.0,423002000.0,1608208000.0,0.0,219858000.0,49564000,26067000.0,62276000.0,,-10429000.0,136620000.0,-12562000.0,12341000.0,-267000,-413186000.0,111398000.0,,,,,
2017-12-31,4712481000.0,508812000,6526647000.0,-0.261574,140395000.0,448848000.0,2173889000.0,1088730000.0,224629000.0,-33082000,-33082000,46612000.0,173442000.0,16338000.0,1321051000.0,,126473000.0,422907000.0,-31124000.0,841681000.0,-33082000,,58879000.0,126555000.0,-2241000.0,65066000.0,1705569000.0,62756000.0,336927000,-757000,256607000,14315000.0,11168000.0,127034000.0,4821078000.0,36760000.0,-3082000.0,993629000.0,0.0,841326000.0,841326000.0,,29056000.0,192046000.0,5270428000.0,-0.261574,575223000.0,1417141000.0,128390000,13715000.0,845739000,27003000.0,-45439000.0,-875942000.0,65440000,-80010000.0,2293083000.0,384518000.0,1814166000.0,0.0,270068000.0,80320000,52077000.0,266458000.0,,116431000.0,137030000.0,-19367000.0,9254000.0,98522000,-446268000.0,106411000.0,,,,,
2018-03-31,4537714000.0,412743000,6381519000.0,-0.1,167182000.0,345957000.0,2173889000.0,983290000.0,226781000.0,-12501000,-12501000,581336000.0,118302000.0,16161000.0,1164676000.0,,126322000.0,472292000.0,-31038000.0,926402000.0,-12501000,,63084000.0,122898000.0,-378000.0,65612000.0,1605955000.0,63765000.0,252640000,1277000,284413000,1139000.0,103957000.0,126531000.0,4775564000.0,-48861000.0,-2752000.0,860336000.0,0.0,926037000.0,926037000.0,,30815000.0,213193000.0,5237085000.0,-0.098961,841681000.0,1374112000.0,553818000,9859000.0,665383000,-143788000.0,-32177000.0,-911910000.0,-43679000,-50972000.0,2286022000.0,441279000.0,1843805000.0,0.0,258958000.0,-31773000,60904000.0,84721000.0,,45762000.0,-406182000.0,4409000.0,15291000.0,-31178000,-458769000.0,110795000.0,,,,,
2018-06-30,4414626000.0,455937000,5782332000.0,-0.24,133605000.0,360857000.0,2173889000.0,558280000.0,31695000.0,-29993000,-29993000,43451000.0,105428000.0,14353000.0,700863000.0,,125598000.0,501578000.0,-109960000.0,334384000.0,-29993000,-132729000.0,37155000.0,135930000.0,-7016000.0,63396000.0,1104227000.0,79515000.0,236733000,-31955000,255948000,-8667000.0,-14849000.0,126198000.0,4678105000.0,-29587000.0,-4936000.0,729238000.0,75000000.0,392049000.0,334039000.0,-458172000.0,34550000.0,219143000.0,5167311000.0,-0.238802,926402000.0,1368588000.0,-4325000,19345000.0,692670000,-555303000.0,-43564000.0,-950018000.0,-62129000,-100004000.0,2318606000.0,403364000.0,1367706000.0,,75259000.0,-19215000,50616000.0,-592018000.0,58010000.0,-94758000.0,166174000.0,-26684000.0,9889000.0,-32136000,-484270000.0,110903000.0,,,,,
2018-09-30,4327291000.0,530929000,5947061000.0,0.25,181505000.0,491183000.0,2173889000.0,735098000.0,144435000.0,32084000,32084000,313471000.0,95511000.0,9689000.0,852541000.0,,125046000.0,474532000.0,-22795000.0,558268000.0,32084000,0.0,21932000.0,139507000.0,-24222000.0,64782000.0,1314924000.0,90903000.0,353514000,-49532000,263037000,-10825000.0,-131025000.0,128550000.0,4632137000.0,30143000.0,-5008000.0,595852000.0,58132000.0,557924000.0,557924000.0,-496573000.0,30845000.0,229009000.0,5089331000.0,0.256578,334384000.0,1401865000.0,355996000,20905000.0,884443000,32344000.0,-70102000.0,-1130891000.0,32836000,-86678000.0,2532756000.0,462383000.0,1619770000.0,,214537000.0,90477000,51869000.0,223884000.0,,-52185000.0,-83635000.0,-16278000.0,8517000.0,752000,-452186000.0,116748000.0,,,,,
2018-12-31,4190755000.0,493967000,5806291000.0,0.55,137573000.0,420903000.0,2173889000.0,714402000.0,261262000.0,69517000,69517000,185286000.0,93659000.0,9562000.0,815039000.0,,124308000.0,464949000.0,-72707000.0,650064000.0,69517000,0.0,6978000.0,125604000.0,-867000.0,65222000.0,1228971000.0,90696000.0,338363000,-3520000,257206000,-746000.0,71030000.0,126842000.0,4577320000.0,6918000.0,-6070000.0,463359000.0,0.0,649711000.0,649711000.0,-22753000.0,34113000.0,229266000.0,4966059000.0,0.56,558268000.0,1397589000.0,265737000,18624000.0,832330000,-168567000.0,-71961000.0,-1159495000.0,70889000,-151993000.0,2557084000.0,413932000.0,1615536000.0,,333223000.0,81157000,47093000.0,91796000.0,,53080000.0,-77445000.0,-15254000.0,7046000.0,1372000,-382669000.0,109985000.0,,,,,
2019-03-31,4123183000.0,414309000,5808024000.0,0.5,160516000.0,378172000.0,2173889000.0,919270000.0,152035000.0,61517000,61517000,120889000.0,93128000.0,10359000.0,1012731000.0,,119063000.0,511793000.0,-42092000.0,711382000.0,61517000,-3000.0,333000.0,75033000.0,-2444000.0,76785000.0,1448345000.0,97786000.0,266573000,-6675000,202526000,-6779000.0,42725000.0,124057000.0,4359679000.0,-47064000.0,-6624000.0,408210000.0,0.0,711035000.0,711035000.0,-73182000.0,36141000.0,233307000.0,4687455000.0,0.516676,650064000.0,1366513000.0,181444000,12706000.0,680882000,-85138000.0,-35310000.0,-1218507000.0,50196000,-299399000.0,2585020000.0,435614000.0,1684841000.0,,187345000.0,64047000,41791000.0,61318000.0,,-2219000.0,-7000.0,-11953000.0,15837000.0,-11321000,-321152000.0,112846000.0,,,,,
2019-06-30,4369548000.0,481309000,5926381000.0,0.33,168643000.0,326714000.0,2300912000.0,1018614000.0,206823000.0,39541000,39541000,122270000.0,118278000.0,11864000.0,1136892000.0,1732000.0,117943000.0,517755000.0,-342132000.0,629950000.0,39541000,0.0,,88979000.0,-5440000.0,153016000.0,1589038000.0,97990000.0,294289000,-1111000,239063000,-2236000.0,57298000.0,121123000.0,4337343000.0,6371000.0,-6681000.0,508159000.0,1950000.0,629599000.0,629599000.0,0.0,34365000.0,224735000.0,4625566000.0,0.335255,711382000.0,1309471000.0,179331000,24953000.0,775598000,3866000.0,-50295000.0,-1271785000.0,45197000,-100073000.0,2581256000.0,452146000.0,1556833000.0,-291551000.0,257118000.0,55226000,57036000.0,-81432000.0,,76969000.0,4400000.0,-11015000.0,9379000.0,5656000,-281542000.0,118920000.0,,,,,
2019-09-30,4296757000.0,483116000,5848571000.0,0.7,172345000.0,405108000.0,2305136000.0,1016063000.0,135369000.0,83038000,83038000,111189000.0,117385000.0,12693000.0,1133448000.0,4233000.0,116294000.0,485284000.0,-45171000.0,587241000.0,83038000,0.0,,88274000.0,-15937000.0,146181000.0,1583077000.0,97549000.0,323582000,-300000,210815000,994000.0,-78288000.0,119429000.0,4265494000.0,35503000.0,-7658000.0,451788000.0,0.0,586794000.0,586794000.0,0.0,33205000.0,213936000.0,4471656000.0,0.714035,629950000.0,1296103000.0,225948000,20876000.0,806698000,-170143000.0,-38043000.0,-1322103000.0,102066000,-165032000.0,2618206000.0,449629000.0,1551814000.0,-8122000.0,173412000.0,112767000,59115000.0,-42709000.0,,-43942000.0,753000.0,1498000.0,10826000.0,19028000,-198504000.0,115614000.0,,,,,
2019-12-31,4451831000.0,500962000,6519503000.0,1.36,187017000.0,409835000.0,2415802000.0,1568554000.0,260055000.0,161356000,161356000,116785000.0,120367000.0,16900000.0,1688921000.0,5302000.0,115738000.0,479885000.0,-235797000.0,1098180000.0,161356000,,,81205000.0,-5888000.0,120838000.0,2180126000.0,40896000.0,368111000,44148000,215042000,-21000.0,-4176000.0,118455000.0,4339377000.0,2989000.0,-6843000.0,595307000.0,0.0,1097724000.0,1097724000.0,,36488000.0,239180000.0,4383368000.0,1.394149,587241000.0,1278988000.0,316876000,16381000.0,869073000,445425000.0,-40666000.0,-1374455000.0,183191000,-125012000.0,2653443000.0,491205000.0,2067672000.0,-195110000.0,300721000.0,153069000,59706000.0,510939000.0,,37957000.0,1883000.0,8310000.0,17325000.0,21835000,-37148000.0,122851000.0,,,,,
