date,quarterlyDilutedEPS,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyResearchAndDevelopment,quarterlyGrossPPE,quarterlyNetOtherFinancingCharges,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCurrentAccruedExpenses,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyChangeInAccountPayable,quarterlyBasicEPS,quarterlyOtherNonCurrentLiabilities,quarterlyInvestingCashFlow,quarterlyOtherCurrentAssets,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyRepaymentOfDebt,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyNonCurrentDeferredRevenue
2016-12-31,-0.01,322900000.0,0.0,-37200000.0,3233300000.0,422600000.0,714100000.0,2800000.0,422600000.0,-37100000.0,460500000.0,43000000.0,82500000.0,-439600000.0,-23500000.0,110200000.0,-120400000.0,383600000.0,7164300000.0,-674500000.0,23100000.0,580900000.0,-1500000.0,400000.0,42400000.0,0.0,116100000.0,86000000.0,238000000.0,,,-14000000.0,-460000000.0,136200000.0,-291500000.0,288000000.0,-573500000.0,87400000.0,2071200000.0,1082700000.0,6081600000.0,36100000.0,262500000.0,10054100000.0,-1800000.0,7982900000.0,185300000.0,208800000.0,73000000.0,950000000.0,395900000.0,280000000.0,-10500000.0,-0.01,221700000.0,-37200000.0,106100000.0,416400000.0,-24200000.0,12800000.0,1054800000.0,554100000.0,104500000.0,422600000.0,-3314100000.0,5122900000.0,4178900000.0,-100000.0,-1800000.0,299800000.0,2736100000.0,663200000.0,,,,,
2017-03-31,-0.09,279100000.0,,-4900000.0,3241100000.0,366400000.0,422600000.0,2800000.0,366400000.0,18700000.0,456400000.0,-120100000.0,79000000.0,80000000.0,-14900000.0,126800000.0,-134000000.0,410400000.0,7300000000.0,-498400000.0,21600000.0,590400000.0,0.0,-14200000.0,-195000000.0,,207700000.0,89400000.0,0.0,,,-12900000.0,,170400000.0,-56200000.0,284500000.0,-597900000.0,85900000.0,2255500000.0,1200900000.0,6099100000.0,12800000.0,503800000.0,10349900000.0,-24400000.0,8094400000.0,-135300000.0,-120400000.0,99300000.0,861800000.0,378400000.0,284500000.0,32900000.0,-0.09,215700000.0,-25400000.0,104600000.0,516700000.0,-14800000.0,2400000.0,1189500000.0,483400000.0,-83900000.0,366400000.0,-9000000.0,5141800000.0,4270100000.0,-23600000.0,-24400000.0,257500000.0,2907000000.0,668200000.0,,,,,
2017-06-30,-0.21,309500000.0,,-48900000.0,3184600000.0,427100000.0,366400000.0,2800000.0,427100000.0,11100000.0,455800000.0,25300000.0,56900000.0,-32700000.0,-13800000.0,128800000.0,-150600000.0,432600000.0,7434000000.0,-533800000.0,25100000.0,606400000.0,-3500000.0,-5700000.0,1000000.0,,188800000.0,85000000.0,0.0,,,-5200000.0,,123100000.0,60700000.0,286100000.0,-659000000.0,87000000.0,2342400000.0,1204900000.0,6229100000.0,28400000.0,526600000.0,10386300000.0,-61100000.0,8043900000.0,93400000.0,107200000.0,90400000.0,941100000.0,399900000.0,286100000.0,8200000.0,-0.21,218800000.0,-22600000.0,143000000.0,536600000.0,-54300000.0,-7600000.0,1168200000.0,541200000.0,-2600000.0,427100000.0,-1937700000.0,5271100000.0,4274700000.0,-60000000.0,-61100000.0,284400000.0,2822700000.0,665700000.0,,,,,
2017-09-30,-0.24,287600000.0,,-28800000.0,3193600000.0,390900000.0,427100000.0,2900000.0,390900000.0,37500000.0,452400000.0,60200000.0,73700000.0,-116600000.0,-12700000.0,128500000.0,-173600000.0,427400000.0,7419700000.0,-410000000.0,23400000.0,626000000.0,-8200000.0,-17300000.0,37800000.0,,90000000.0,85600000.0,0.0,,,-7700000.0,,149300000.0,-36200000.0,286700000.0,-728200000.0,92500000.0,2296600000.0,1120400000.0,6299300000.0,10700000.0,529300000.0,10438600000.0,-69200000.0,8142000000.0,84000000.0,96700000.0,83500000.0,904300000.0,371100000.0,286700000.0,-10900000.0,-0.24,224000000.0,-25300000.0,160500000.0,556700000.0,-26700000.0,-15200000.0,1133900000.0,533200000.0,-13200000.0,390900000.0,-8800000.0,5332700000.0,4367500000.0,-66300000.0,-69200000.0,264200000.0,2890500000.0,671100000.0,,,,,
2017-12-31,-0.49,331500000.0,-200000.0,-206400000.0,3137300000.0,477800000.0,390900000.0,2900000.0,477800000.0,-60700000.0,452300000.0,-18500000.0,73100000.0,1900000.0,-18000000.0,121000000.0,-185200000.0,461800000.0,7392400000.0,-422000000.0,28300000.0,637500000.0,-18900000.0,-89400000.0,42400000.0,500000.0,38900000.0,81600000.0,225500000.0,,,-14700000.0,0.0,-36000000.0,86900000.0,287400000.0,-869700000.0,88800000.0,2340600000.0,1091800000.0,6300600000.0,38000000.0,292500000.0,10252400000.0,-141500000.0,7911800000.0,80600000.0,98600000.0,108100000.0,1068700000.0,439600000.0,287200000.0,19600000.0,-0.49,211400000.0,-19300000.0,173500000.0,490500000.0,-232900000.0,10700000.0,1156000000.0,629100000.0,69400000.0,477800000.0,-2166600000.0,5440600000.0,4201200000.0,-145700000.0,-141500000.0,303200000.0,2743100000.0,579600000.0,,,,,
2018-03-31,0.13,300500000.0,,103000000.0,3126600000.0,412600000.0,483900000.0,2900000.0,412600000.0,65000000.0,451000000.0,-133900000.0,,74200000.0,-10000000.0,141100000.0,-212100000.0,498100000.0,7580200000.0,-356900000.0,23500000.0,663100000.0,-100000.0,-22300000.0,-197800000.0,,116300000.0,78200000.0,,25000000.0,,-13200000.0,,272900000.0,-66000000.0,293800000.0,-833700000.0,91700000.0,2552100000.0,1235300000.0,6344900000.0,-3200000.0,620900000.0,10547200000.0,37300000.0,7995100000.0,-171100000.0,-161100000.0,104200000.0,964100000.0,404700000.0,287900000.0,33100000.0,0.13,210300000.0,6800000.0,190100000.0,611600000.0,77000000.0,5000000.0,1289400000.0,559400000.0,-105200000.0,417900000.0,-200000.0,5495200000.0,4276400000.0,38000000.0,37300000.0,277000000.0,2855800000.0,569300000.0,,,,,
2018-06-30,0.04,305900000.0,,-2800000.0,2896700000.0,442400000.0,417900000.0,2900000.0,442400000.0,-14600000.0,429700000.0,-19900000.0,,29000000.0,-14300000.0,106400000.0,-213700000.0,464400000.0,7374000000.0,-697300000.0,25900000.0,643400000.0,-2600000.0,900000.0,-94400000.0,,138800000.0,79500000.0,,0.0,,-7100000.0,,168500000.0,29000000.0,298000000.0,-821700000.0,91800000.0,2501800000.0,1185600000.0,6188400000.0,14600000.0,582400000.0,9978400000.0,12000000.0,7476600000.0,55100000.0,69400000.0,117000000.0,1022500000.0,422900000.0,288200000.0,-8800000.0,0.04,195800000.0,-39500000.0,185200000.0,583800000.0,-40300000.0,30000000.0,1243100000.0,599600000.0,-7100000.0,446900000.0,-200000.0,5402000000.0,4043800000.0,11800000.0,12000000.0,280000000.0,2532400000.0,524900000.0,,,,,
2018-09-30,-1.42,150000000.0,21800000.0,-23100000.0,1054500000.0,252200000.0,446900000.0,2900000.0,252200000.0,-18800000.0,270100000.0,138100000.0,,-104000000.0,,3412300000.0,-120800000.0,112700000.0,7280200000.0,-780000000.0,10500000.0,390900000.0,2300000.0,8600000.0,208100000.0,,,77900000.0,842400000.0,0.0,,,,54800000.0,-39300000.0,288200000.0,-1230600000.0,-65000000.0,2467300000.0,1126600000.0,6153600000.0,6800000.0,171500000.0,9391500000.0,-408900000.0,6924300000.0,33000000.0,28300000.0,59600000.0,488500000.0,209600000.0,288200000.0,-19500000.0,-1.42,158600000.0,-17800000.0,,210200000.0,-4800000.0,-31900000.0,400300000.0,278900000.0,81500000.0,407600000.0,0.0,5389900000.0,2187400000.0,-4300000.0,-408900000.0,139500000.0,2046200000.0,145300000.0,,,,,
2018-12-31,0.12,131400000.0,0.0,-11500000.0,1024800000.0,233600000.0,407600000.0,2900000.0,233600000.0,2700000.0,266900000.0,16600000.0,29600000.0,-600000.0,-8800000.0,3445300000.0,-124100000.0,100900000.0,7220400000.0,-756900000.0,11200000.0,391000000.0,-4900000.0,-41900000.0,54500000.0,1400000.0,25300000.0,77600000.0,888000000.0,0.0,,,,104300000.0,8000000.0,288400000.0,-1195400000.0,38200000.0,2482200000.0,1142500000.0,6077900000.0,-14200000.0,98700000.0,9401500000.0,35200000.0,6919600000.0,45900000.0,54700000.0,70800000.0,478400000.0,202200000.0,288400000.0,-10300000.0,0.12,128500000.0,-24500000.0,42500000.0,188100000.0,-4700000.0,500000.0,382400000.0,276200000.0,12000000.0,415500000.0,-22100000.0,5350700000.0,2182600000.0,-14200000.0,35200000.0,120200000.0,2109200000.0,133000000.0,,,,,
2019-03-31,0.09,153200000.0,,-13900000.0,1000000000.0,230400000.0,415500000.0,2600000.0,230400000.0,-10400000.0,263000000.0,2800000.0,,-4240500000.0,-6700000.0,116200000.0,-132400000.0,110000000.0,2317000000.0,-240100000.0,10800000.0,395400000.0,-50300000.0,-2000000.0,-107600000.0,,128000000.0,38100000.0,80100000.0,0.0,,,-433600000.0,62900000.0,-185100000.0,268200000.0,-1605500000.0,38700000.0,1001700000.0,456100000.0,1860900000.0,75400000.0,138000000.0,4572200000.0,23200000.0,3570600000.0,-154600000.0,-147900000.0,45100000.0,459800000.0,198300000.0,268200000.0,9500000.0,0.09,167300000.0,4189100000.0,53600000.0,202400000.0,-20900000.0,8500000.0,380300000.0,261500000.0,-14300000.0,230400000.0,-4601000000.0,1516500000.0,2191400000.0,-3500000.0,23200000.0,142400000.0,2256700000.0,128500000.0,,,,,
2019-06-30,0.01,137500000.0,,7900000.0,967500000.0,247600000.0,230400000.0,2600000.0,247600000.0,-6800000.0,256700000.0,2600000.0,,-81700000.0,-4700000.0,112400000.0,-139300000.0,106100000.0,2209100000.0,-258400000.0,11100000.0,396000000.0,2000000.0,-8800000.0,-36200000.0,,57800000.0,18200000.0,57900000.0,0.0,,,-11500000.0,64900000.0,17200000.0,259600000.0,-1604000000.0,38800000.0,926300000.0,338000000.0,1871100000.0,4400000.0,116200000.0,4440300000.0,1500000.0,3514500000.0,13200000.0,17900000.0,55500000.0,456700000.0,193000000.0,257300000.0,-4100000.0,0.01,186900000.0,84200000.0,69100000.0,201600000.0,-29400000.0,-600000.0,374700000.0,263700000.0,400000.0,247600000.0,-2000000.0,1515300000.0,2177900000.0,14700000.0,1500000.0,126400000.0,2232800000.0,120300000.0,,,,,
2019-09-30,-0.03,138800000.0,0.0,51200000.0,918000000.0,200300000.0,247600000.0,2600000.0,200300000.0,57200000.0,250000000.0,-2700000.0,,-102800000.0,-6800000.0,129400000.0,-143900000.0,102700000.0,2152600000.0,-313500000.0,10000000.0,393900000.0,200000.0,10700000.0,48500000.0,,7800000.0,17400000.0,38200000.0,,,,-51000000.0,106900000.0,-47300000.0,254400000.0,-1610900000.0,38300000.0,850300000.0,289800000.0,1862800000.0,4500000.0,141100000.0,4273100000.0,-6900000.0,3423200000.0,210300000.0,217100000.0,66900000.0,464700000.0,205700000.0,254400000.0,-1500000.0,-0.03,175100000.0,-157100000.0,54800000.0,198000000.0,1700000.0,-1200000.0,367200000.0,259000000.0,-1300000.0,200300000.0,-2000000.0,1514200000.0,2125800000.0,-6000000.0,-6900000.0,128800000.0,2122100000.0,126500000.0,,,,,
