date,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyTaxProvision,quarterlyBeginningCashPosition,quarterlyBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyChangesInAccountReceivables,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments
2016-06-30,1444000000.0,2292000000.0,-6000000.0,73000000,-82000000.0,149000000,,25000000,11000000,1000000.0,1383000000,76000000,3929000000.0,,59000000,-18000000,6221000000.0,6052000000.0,-0.1,-18000000,26000000.0,583000000.0,533000000.0,165000000.0,153000000.0,10000000.0,849000000.0,4608000000.0,1116000000,383000000,-68000000,44000000,-67000000.0,157000000.0,67000000,892000000.0,267000000,3823000000.0,-18000000,174000000,202000000.0,,191000000,-41000000,-86000000.0,8000000.0,0.0,2890000000.0,-23000000,435000000,-0.1,383000000.0,181477672.0,2000000.0,383000000.0,,36000000.0,,0,-52000000,-92000000,511000000.0,-79000000,-5444000000.0,90000000,181477672.0,,8334000000.0,,-46000000,875000000.0,-529000000.0,,17000000,0.0,-52000000,
2016-09-30,1436000000.0,2757000000.0,-5000000.0,73000000,117000000.0,248000000,,69000000,131000000,-1000000.0,1398000000,175000000,3532000000.0,,23000000,204000000,6289000000.0,5908000000.0,1.11,204000000,0.0,558000000.0,569000000.0,377000000.0,153000000.0,557000000.0,805000000.0,4472000000.0,1056000000,957000000,487000000,-34000000,110000000.0,169000000.0,28000000,846000000.0,342000000,3713000000.0,204000000,148000000,201000000.0,,167000000,234000000,-117000000.0,18000000.0,-2000000.0,2825000000.0,30000000,383000000,1.12,957000000.0,181596161.0,2000000.0,957000000.0,,32000000.0,,0,29000000,-122000000,150000000.0,-67000000,-5393000000.0,198000000,183528556.0,,8218000000.0,,7000000,835000000.0,-523000000.0,,19000000,0.0,574000000,
2016-12-31,1771000000.0,2553000000.0,-6000000.0,72000000,-114000000.0,-201000000,,39000000,167000000,-11000000.0,1322000000,-201000000,3507000000.0,5000000.0,462000000,-230000000,6060000000.0,5956000000.0,-1.26,-230000000,0.0,524000000.0,872000000.0,100000000.0,153000000.0,1000000.0,807000000.0,4185000000.0,1023000000,902000000,-112000000,360000000,-16000000.0,136000000.0,34000000,767000000.0,299000000,3529000000.0,-230000000,480000000,132000000.0,76000000.0,500000000,-273000000,-169000000.0,17000000.0,1000000.0,2784000000.0,-43000000,957000000,-1.26,902000000.0,182125428.0,2000000.0,902000000.0,,15000000.0,,-2000000,68000000,-166000000,417000000.0,-103000000,-5213000000.0,270000000,186036526.0,,7997000000.0,39000000.0,-82000000,884000000.0,-577000000.0,,20000000,138000000.0,-55000000,
2017-03-31,1735000000.0,2711000000.0,-5000000.0,71000000,31000000.0,266000000,,13000000,-28000000,-3000000.0,1437000000,195000000,3571000000.0,,-176000000,150000000,6282000000.0,5924000000.0,0.79,151000000,0.0,511000000.0,780000000.0,353000000.0,,9000000.0,921000000.0,4189000000.0,1079000000,898000000,-63000000,-42000000,29000000.0,149000000.0,-31000000,822000000.0,358000000,3538000000.0,150000000,144000000,140000000.0,23000000.0,163000000,173000000,-4000000.0,169000000.0,,2833000000.0,22000000,902000000,0.82,898000000.0,183408309.0,2000000.0,898000000.0,,14000000.0,51000000.0,0,-103000000,11000000,420000000.0,-69000000,-5290000000.0,41000000,189149930.0,,8123000000.0,40000000.0,5000000,941000000.0,-488000000.0,,19000000,116000000.0,-4000000,
2017-06-30,1750000000.0,3440000000.0,-6000000.0,71000000,186000000.0,334000000,,9000000,114000000,,1588000000,263000000,3612000000.0,,-83000000,161000000,7052000000.0,6480000000.0,0.84,161000000,0.0,515000000.0,751000000.0,567000000.0,,29000000.0,994000000.0,4730000000.0,1147000000,1529000000,-35000000,-4000000,17000000.0,158000000.0,-12000000,848000000.0,441000000,4056000000.0,161000000,157000000,159000000.0,8000000.0,178000000,225000000,-16000000.0,168000000.0,,2902000000.0,64000000,898000000,0.87,1529000000.0,185069436.0,2000000.0,1529000000.0,,14000000.0,,-6000000,-67000000,472000000,384000000.0,-69000000,-5386000000.0,183000000,191126639.0,,8288000000.0,41000000.0,33000000,985000000.0,-441000000.0,,21000000,134000000.0,631000000,
2017-09-30,1570000000.0,3433000000.0,-5000000.0,62000000,388000000.0,361000000,,17000000,4000000,,1584000000,299000000,3687000000.0,,-180000000,207000000,7120000000.0,6315000000.0,1.08,207000000,0.0,489000000.0,546000000.0,800000000.0,,1000000.0,942000000.0,4745000000.0,1117000000,1535000000,-104000000,-192000000,6000000.0,166000000.0,-48000000,877000000.0,467000000,4081000000.0,207000000,148000000,175000000.0,9000000.0,168000000,250000000,-4000000.0,167000000.0,,2950000000.0,43000000,1529000000,1.12,1535000000.0,185431036.0,2000000.0,1535000000.0,,14000000.0,,-10000000,60000000,-15000000,404000000.0,-108000000,-5462000000.0,112000000,191637814.0,3000000.0,8412000000.0,55000000.0,15000000,1010000000.0,-420000000.0,,20000000,150000000.0,6000000,
2017-12-31,1648000000.0,3493000000.0,-6000000.0,69000000,579000000.0,379000000,,18000000,138000000,,1575000000,310000000,3800000000.0,6000000.0,-27000000,228000000,7293000000.0,6428000000.0,,228000000,0.0,68000000.0,37000000.0,860000000.0,153000000.0,0.0,847000000.0,4780000000.0,1088000000,1556000000,-168000000,68000000,7000000.0,173000000.0,-117000000,935000000.0,487000000,4097000000.0,228000000,158000000,208000000.0,8000000.0,177000000,263000000,-3000000.0,13000000.0,0.0,3008000000.0,35000000,1535000000,,1556000000.0,,2000000.0,1556000000.0,,15000000.0,,-2000000,22000000,-115000000,153000000.0,-165000000,-5503000000.0,303000000,,-3000000.0,8511000000.0,58000000.0,30000000,1008000000.0,-442000000.0,,19000000,188000000.0,21000000,
2018-03-31,1622000000.0,3584000000.0,-31000000.0,70000000,876000000.0,444000000,,11000000,94000000,0.0,1730000000,374000000,3900000000.0,5000000.0,-192000000,297000000,7484000000.0,6482000000.0,1.58,297000000,,475000000.0,487000000.0,997000000.0,,39000000.0,1083000000.0,4860000000.0,1193000000,1434000000,-58000000,-13000000,59000000.0,166000000.0,-29000000,992000000.0,537000000,4141000000.0,297000000,143000000,244000000.0,5000000.0,163000000,381000000,-4000000.0,,,3105000000.0,84000000,1556000000,1.63,1434000000.0,182069982.0,2000000.0,1434000000.0,-240000000.0,14000000.0,52000000.0,-1000000,-150000000,-271000000,464000000.0,-102000000,-5614000000.0,196000000,188333197.0,5000000.0,8719000000.0,68000000.0,35000000,1121000000.0,-366000000.0,-240000000.0,20000000,142000000.0,-122000000,
2018-06-30,1622000000.0,3397000000.0,-30000000.0,72000000,1127000000.0,448000000,,6000000,217000000,-6000000.0,1816000000,376000000,3941000000.0,5000000.0,-44000000,281000000,7338000000.0,6313000000.0,1.53,282000000,,476000000.0,434000000.0,1019000000.0,,2000000.0,1095000000.0,4691000000.0,1259000000,1217000000,-172000000,48000000,-5000000.0,172000000.0,-67000000,1013000000.0,557000000,3960000000.0,281000000,161000000,255000000.0,5000000.0,181000000,323000000,-697000000.0,,,3105000000.0,41000000,1434000000,1.58,1217000000.0,177798484.0,2000000.0,1217000000.0,-154000000.0,13000000.0,,-17000000,-25000000,-370000000,475000000.0,-126000000,-5613000000.0,343000000,183821241.0,-11000000.0,8718000000.0,77000000.0,3000000,1175000000.0,-469000000.0,-154000000.0,20000000,131000000.0,-217000000,
2018-09-30,1698000000.0,3448000000.0,-45000000.0,71000000,1358000000.0,365000000,,1000000,226000000,,1628000000,294000000,4064000000.0,8000000.0,40000000,275000000,7512000000.0,6366000000.0,1.51,275000000,,463000000.0,561000000.0,1140000000.0,,5000000.0,998000000.0,4668000000.0,1151000000,1275000000,-97000000,42000000,22000000.0,179000000.0,-90000000,1086000000.0,477000000,3985000000.0,275000000,163000000,220000000.0,5000000.0,183000000,269000000,-3000000.0,,0.0,3207000000.0,-6000000,1217000000,1.56,1275000000.0,176489881.0,2000000.0,1275000000.0,,14000000.0,,-10000000,88000000,-182000000,491000000.0,-116000000,-5678000000.0,342000000,181877125.0,,8885000000.0,86000000.0,-35000000,1123000000.0,-440000000.0,-126000000.0,20000000,163000000.0,58000000,
2018-12-31,1709000000.0,3293000000.0,-42000000.0,71000000,1466000000.0,259000000,,14000000,105000000,,1464000000,188000000,4069000000.0,7000000.0,-10000000,142000000,7362000000.0,6342000000.0,,142000000,,64000000.0,97000000.0,1014000000.0,153000000.0,0.0,790000000.0,4633000000.0,1064000000,1201000000,-160000000,-33000000,41000000.0,160000000.0,-111000000,1147000000.0,400000000,3959000000.0,142000000,191000000,217000000.0,6000000.0,212000000,182000000,-4000000.0,28000000.0,0.0,3291000000.0,40000000,1275000000,,1201000000.0,,2000000.0,1201000000.0,,13000000.0,,-1000000,134000000,-170000000,217000000.0,-154000000,-5701000000.0,259000000,,-6000000.0,8992000000.0,87000000.0,20000000,1111000000.0,-564000000.0,-124000000.0,21000000,171000000.0,-74000000,
2019-03-31,1572000000.0,2847000000.0,-42000000.0,76000000,1517000000.0,194000000,8000000.0,7000000,-177000000,-1000000.0,1376000000,118000000,4478000000.0,6000000.0,-210000000,94000000,7325000000.0,6509000000.0,0.55,94000000,,495000000.0,517000000.0,810000000.0,,,847000000.0,4937000000.0,1080000000,697000000,-134000000,-177000000,40000000.0,166000000.0,-49000000,1218000000.0,296000000,3965000000.0,94000000,156000000,212000000.0,7000000.0,178000000,107000000,-3000000.0,,,3702000000.0,13000000,1201000000,0.56,697000000.0,167866468.0,2000000.0,697000000.0,,13000000.0,,-30000000,16000000,-324000000,430000000.0,-133000000,-5710000000.0,-44000000,172060900.0,,9412000000.0,63000000.0,-7000000,1042000000.0,-543000000.0,-255000000.0,22000000,133000000.0,-504000000,
2019-06-30,1448000000.0,2832000000.0,-41000000.0,78000000,1571000000.0,246000000,6000000.0,-1000000,-118000000,1000000.0,1408000000,168000000,4601000000.0,5000000.0,-163000000,96000000,7433000000.0,6604000000.0,0.57,96000000,,487000000.0,474000000.0,823000000.0,,,879000000.0,5156000000.0,1085000000,630000000,-122000000,-110000000,17000000.0,177000000.0,-21000000,1250000000.0,323000000,4190000000.0,96000000,136000000,214000000.0,8000000.0,155000000,133000000,-3000000.0,,,3813000000.0,37000000,697000000,0.58,630000000.0,164118816.0,2000000.0,630000000.0,,18000000.0,,0,-32000000,41000000,433000000.0,-124000000,-5768000000.0,6000000,166941626.0,,9581000000.0,57000000.0,9000000,956000000.0,-531000000.0,-67000000.0,19000000,144000000.0,-67000000,
2019-09-30,1643000000.0,2827000000.0,-41000000.0,78000000,1606000000.0,222000000,4000000.0,11000000,160000000,,1390000000,144000000,4629000000.0,5000000.0,154000000,76000000,7456000000.0,6613000000.0,0.46,76000000,,501000000.0,546000000.0,837000000.0,,7000000.0,832000000.0,4970000000.0,1096000000,694000000,-131000000,82000000,,184000000.0,24000000,1223000000.0,294000000,4007000000.0,76000000,130000000,208000000.0,8000000.0,150000000,91000000,-161000000.0,,-10000000.0,3827000000.0,15000000,630000000,0.46,694000000.0,163815483.0,2000000.0,694000000.0,,149000000.0,,125000000,48000000,-77000000,442000000.0,-128000000,-5754000000.0,288000000,165140863.0,,9581000000.0,62000000.0,-19000000,948000000.0,-556000000.0,0.0,20000000,162000000.0,64000000,
