date,quarterlyOtherShortTermInvestments,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyLongTermDebt,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyBasicEPS,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyCommonStockIssuance,quarterlyDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyEbitda,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyRepurchaseOfCapitalStock
2006-09-30,60018000.0,,45476000,,51869000,1077197000,881431000,464169000,-8542000,105773000,6680000,13939000,13939000,35609000.0,10446000,596966000,33425000,8347000,23800000.0,32372000,13939000,-27759000,5880000,,19856000,0,,69452000.0,732403000,27024000,561000,0.39,-1424000.0,35588000.0,344730000,,-9349000.0,45801000,7506000,-763000,,19856000,79874000,,31000.0,68626000.0,2359000,0.0,24736000,35000,0.0,0.39,-3422000,-34843000,35312000,77848000,24866000,-88439000.0,-896000.0,26301000,-4880000,135437000,195766000,,847347000.0,82256000,4342000,17094000,,758908000,-2253000,3294000,,,826000.0,33386000.0,
2006-12-31,96486000.0,,52180000,31921000.0,47679000,1160102000,917510000,380314000,-26832000,109093000,7166000,4221000,4221000,,10887000,511081000,49536000,7420000,-36203000.0,14502000,4221000,-91566000,7403000,,20254000,-15015000,,68088000.0,719244000,21674000,1135000,,-1424000.0,,440794000,,-8631000.0,50086000,7660000,-1523000,,20254000,116740000,,,44327000.0,2304000,1459000.0,19856000,38000,92626000.0,,74157000,-44639000,17729000,66682000,6842000,-126204000.0,5493000.0,17807000,398000,208163000,242592000,,919368000.0,85053000,-2009000,1705000,,793164000,5351000,-4266000,,,494000.0,82379000.0,
2007-03-31,52434000.0,,55646000,,47764000,1138517000,941894000,371083000,-22800000,112554000,7733000,-5841000,-5841000,38109000.0,11341000,498938000,34961000,7782000,,6101000,-5841000,19725000,8572000,,22244000,-7000000,,68237000.0,705689000,15301000,867000,-0.15,-2673000.0,38109000.0,432764000,,6898000.0,49319000,8437000,-1169000,,22244000,74678000,,44055000.0,88936000.0,2255000,1067000.0,20254000,38000,302000.0,-0.153271,-26163000,-31228000,9005000,61747000,-2336000,-126204000.0,761000.0,8428000,1990000,206751000,196623000,,944842000.0,76211000,-1995000,-9067000,,818638000,5789000,-3176000,,,704000.0,82854000.0,
2007-06-30,48098000.0,,59542000,,60570000,1197603000,968772000,346719000,-33021000,110396000,8984000,8547000,8547000,38255000.0,11854000,473056000,46640000,7070000,,24510000,8547000,-58607000,9671000,,24904000,59952000,,65080000.0,687997000,15941000,1218000,0.22,-1907000.0,38123000.0,440511000,,-23779000.0,49656000,10045000,-1099000,,24904000,73002000,,4447000.0,85492000.0,2096000,0.0,22244000,38000,67000.0,0.22,55013000,-39275000,26319000,84052000,14465000,-126204000.0,1737000.0,6254000,2660000,214941000,228831000,,974582000.0,82851000,1992000,9053000,,848378000,-18256000,562000,,,1061000.0,82809000.0,
2007-09-30,8640000.0,,50501000,,56547000,1187983000,1020306000,395802000,-46898000,107708000,7022000,15762000,15762000,38251000.0,12094000,519960000,70461000,6984000,,28966000,15762000,-19930000,10460000,,20331000,-57000,,61733000.0,664881000,16450000,1603000,0.41,-1900000.0,38125000.0,455405000,,16586000.0,48779000,7974000,-789000,,20331000,28971000,,39168000.0,74460000.0,2010000,0.0,24904000,38000,34000.0,0.41,-13429000,-75684000,33086000,79467000,20992000,-126204000.0,1524000.0,28786000,-4573000,144921000,167677000,,1030387000.0,96713000,2300000,15330000,,904183000,-3988000,1019000,,,952000.0,0.0,
2007-12-31,13489000.0,,51045000,13842000.0,50512000,1274909000,1106081000,314530000,-56064000,109743000,8322000,8908000,8908000,,12507000,444953000,34142000,5147000,,19608000,8908000,-57499000,10312000,,47227000,-15065000,,67905000.0,591444000,20680000,-3435000,,-2076000.0,,618083000,,22770000.0,47989000,7248000,148000,,47227000,60716000,,-8948000.0,66812000.0,1388000,0.0,20331000,41000,155084000.0,,69138000,-71321000,24867000,70653000,12360000,-171811000.0,3919000.0,15257000,26896000,146491000,168828000,,1149571000.0,103545000,-475000,5258000,,977760000,-4166000,-3335000,,,946000.0,31695000.0,
2008-03-31,,,46726000,,51678000,1338286000,1190357000,305898000,-47804000,112129000,9546000,10064000,10064000,42271000.0,13263000,439356000,33558000,3603000,,22661000,10064000,-72314000,13184000,,30722000,-7000000,,69018000.0,615043000,21329000,-260000,0.24,-2106000.0,42163000.0,660066000,,-3313000.0,47209000,9914000,-2872000,,30722000,30722000,,12619000.0,110154000.0,1039000,0.0,47227000,42000,33315000.0,0.24,21993000,-81620000,26010000,69387000,12747000,-171811000.0,1639000.0,33816000,-16505000,175687000,147929000,,1233963000.0,111503000,2071000,9391000,,1062152000,11313000,970000,,,696000.0,31975000.0,
2008-06-30,,,57210000,,54021000,1530495000,1267209000,286938000,-80477000,114030000,7945000,12161000,12161000,43978000.0,13235000,423293000,28139000,2867000,,23011000,12161000,-95063000,13391000,,137767000,53479000,,388874000.0,586489000,22325000,-642000,0.28,-2271000.0,43828000.0,820700000,,1252000.0,46429000,8730000,-207000,,137767000,137767000,,-30000.0,103187000.0,829000,668000.0,30722000,45000,149871000.0,0.28,186300000,-96285000,27516000,80221000,14281000,-171811000.0,1759000.0,15808000,107045000,163196000,263286000,,991829000.0,121393000,2613000,11416000,,820018000,-8219000,964000,,,785000.0,31870000.0,
2008-09-30,,,68472000,,81906000,1579434000,1381463000,275657000,-80393000,123724000,10234000,15911000,15911000,45483000.0,15806000,424566000,28234000,859000,,31254000,15911000,-136325000,12196000,,38143000,182920000,,498821000.0,622529000,25185000,-4767000,0.35,-2267000.0,45337000.0,836565000,,-17093000.0,45641000,10083000,1195000,,38143000,38143000,,1434000.0,115706000.0,1600000,5333000.0,137767000,45000,-182639000.0,0.35,-3572000,-120666000,36977000,99726000,21171000,-171811000.0,4757000.0,40273000,-99624000,197963000,197971000,,996880000.0,135037000,3187000,15810000,,825069000,5002000,2259000,,,1894000.0,54023000.0,
2008-12-31,24439000.0,,70400000,527000.0,56821000,1637691000,1472012000,369474000,-90983000,108930000,9098000,11696000,11696000,,15139000,511635000,43377000,348000,,25099000,11696000,-95289000,13724000,,34393000,-199310000,,68507000.0,674018000,33231000,-7946000,,-2268000.0,,846428000,,24175000.0,44853000,8496000,-1528000,,34393000,58832000,,-1429000.0,98294000.0,645000,0.0,38143000,45000,183025000.0,,64565000,-118035000,31742000,95499000,16603000,-223684000.0,4578000.0,27052000,-3750000,162383000,165679000,,1568371000.0,144465000,91000,8286000,,1344687000,-4498000,2652000,,,1220000.0,20185000.0,
2009-03-31,,,68127000,,57393000,1728194000,1530288000,433044000,-31261000,128442000,11836000,14585000,14506000,45405000.0,16132000,690478000,31601000,3290000,-17233000.0,31762000,14585000,-91225000,12724000,,42711000,-1281000,34616000.0,18798000.0,862227000,38351000,1458000,0.32,-3175000.0,45353000.0,859015000,,-227000.0,44057000,12637000,1000000,,42711000,42711000,-28590000.0,30000.0,,528000,12849000.0,34393000,45000,0.0,0.32,56986000,-73795000,36867000,99889000,19125000,,1072000.0,42534000,8318000,171749000,197906000,,1398533000.0,155875000,3489000,17445000,,1398533000,8481000,3041000,74338000.0,1262000.0,801000.0,30245000.0,
2009-06-30,,,72200000,,53323000,1772757000,1577537000,489500000,-61020000,126651000,8797000,16051000,15974000,45451000.0,15061000,748845000,38186000,4415000,6600000.0,28035000,16051000,-67177000,14609000,,46028000,-3608000,35478000.0,20192000.0,890632000,41431000,7485000,0.35,-2722000.0,45369000.0,875250000,,-191000.0,43297000,11284000,-1885000,,46028000,46028000,-555959000.0,232000.0,,-59000,14622000.0,42711000,46000,0.0,0.35,57533000,-73818000,39573000,100235000,16751000,,755000.0,12798000,3317000,141787000,195220000,,1441502000.0,170409000,4478000,20097000,,1441502000,-19144000,3579000,73809000.0,1466000.0,2487000.0,14584000.0,
2009-09-30,,,80174000,,55332000,1831482000,1622145000,529795000,-42305000,124946000,9830000,23526000,23446000,45564000.0,17601000,790980000,42791000,4358000,-25586000.0,39654000,23526000,-90479000,14193000,,20343000,-12000,36276000.0,21719000.0,926522000,44524000,5435000,0.52,-2725000.0,45413000.0,898165000,,-224000.0,42507000,13693000,416000,,20343000,20343000,-312100000.0,0.0,,293000,23955000.0,46028000,46000,0.0,0.52,42400000,-64669000,49154000,119828000,25961000,,733000.0,22364000,-25685000,135542000,209337000,,1485521000.0,191210000,4340000,27195000,,1485521000,-19854000,3461000,73254000.0,1525000.0,3863000.0,5494000.0,
2009-12-31,,,72105000,12502000.0,53423000,1855001000,1659746000,572201000,-25265000,95773000,10533000,14689000,14627000,,12897000,803703000,62259000,4178000,,23187000,14689000,-37155000,15486000,,46307000,-19165000,36179000.0,20826000.0,943306000,44530000,13425000,,-2725000.0,,906972000,,-16152000.0,41981000,13884000,-1293000,,46307000,46307000,-271644000.0,1380000.0,46410000.0,622000,14640000.0,20343000,46000,0.0,,30117000,-58341000,35679000,95292000,9303000,-284495000.0,-9850000.0,33076000,25964000,139603000,195255000,2589000.0,1801783000.0,196950000,4617000,18604000,,1517288000,16607000,-6124000,72867000.0,1502000.0,3351000.0,3351000.0,
2010-03-31,,,66960000,,49904000,1896700000,1703534000,594266000,-28252000,94285000,10222000,1838000,-1995000,45457000.0,20449000,832748000,49198000,9714000,-11599000.0,15694000,1838000,-64981000,20014000,,43111000,-22000,30408000.0,21023000.0,987336000,52130000,2214000,0.04,-5455000.0,45431000.0,904694000,,0.0,41203000,13489000,-4528000,,43111000,43111000,-28178000.0,3516000.0,,545000,3112000.0,46307000,46000,,0.04,13545000,-76492000,25065000,82654000,2205000,,923000.0,48240000,-3196000,154588000,193166000,,1560259000.0,193333000,-2557000,-5098000,,1560259000,29554000,-856000,72590000.0,1416000.0,3267000.0,7681000.0,
2010-06-30,,,77613000,,47057000,1940759000,1751458000,650789000,-51985000,93875000,9682000,-1437000,-2064000,45431000.0,19880000,882804000,48992000,9426000,10911000.0,18653000,-1437000,-44033000,15175000,,54195000,-25000,31172000.0,20505000.0,1033680000,47375000,-1934000,-0.03,-2269000.0,45431000.0,902466000,,0.0,40413000,13296000,4839000,,54195000,54195000,-38178000.0,7735000.0,,469000,12633000.0,43111000,46000,,-0.03,44423000,-62679000,23398000,96266000,5357000,,3786000.0,10694000,11084000,150876000,189301000,,1609665000.0,189627000,-3365000,-5908000,,1609665000,-8175000,-4509000,72193000.0,1554000.0,3614000.0,11546000.0,
2010-09-30,,,76294000,,59223000,1964709000,1745938000,672328000,-35920000,97388000,9113000,32459000,32401000,45450000.0,24132000,886198000,48511000,10961000,-23410000.0,25183000,32459000,-44006000,14615000,,49240000,-446000,3329000.0,22602000.0,1025894000,24969000,40418000,0.71,-2271000.0,45431000.0,934260000,,107411000.0,40206000,10365000,560000,,49240000,49240000,-506914000.0,-7735000.0,,1101000,771000.0,54195000,46000,,0.71,18341000,-56630000,79508000,101477000,14818000,,766000.0,20710000,-4955000,139696000,218771000,,1630644000.0,219122000,11931000,44415000,,1630644000,-9408000,11082000,71673000.0,1667000.0,1252000.0,4771000.0,
2010-12-31,,,74736000,6383000.0,54495000,2043328000,1838674000,740649000,-67225000,81656000,11872000,4458000,4536000,,22300000,960379000,36010000,10372000,20748000.0,18097000,4458000,-50800000,12538000,,82815000,-3945000,5531000.0,23093000.0,1098101000,30878000,3596000,,-2269000.0,,939132000,,21052000.0,40274000,13859000,2077000,2903000.0,82815000,82815000,-592975000.0,-3516000.0,51915000.0,1044000,6146000.0,49240000,46000,,,62616000,-88984000,30045000,92833000,4238000,-365194000.0,-7416000.0,21759000,33575000,137722000,204654000,5305000.0,1790661000.0,221311000,-7107000,-2627000,-100000.0,1425467000,9581000,-15856000,,2740000.0,1987000.0,21727000.0,
2011-03-31,24149000.0,,82827000,,70491000,2093947000,1862967000,775259000,-41986000,79322000,9667000,-8975000,-8965000,45431000.0,23370000,1011360000,35657000,13080000,,14993000,-8975000,-107924000,14554000,,40675000,-3917000,3832000.0,22086000.0,1153911000,30608000,1859000,-0.2,-2290000.0,45431000.0,931861000,,-29920000.0,39479000,11874000,-2016000,,40675000,64824000,-152734000.0,,,968000,3531000.0,82815000,46000,,-0.2,52718000,-55052000,28483000,97820000,3119000,,27000.0,13066000,-42140000,142551000,230980000,,1723415000.0,210046000,586000,-7967000,0.0,1426485000,-2959000,145000,70324000.0,1727000.0,2207000.0,30151000.0,
2011-06-30,23097000.0,,71461000,,72185000,2110813000,1895388000,788342000,-28122000,78863000,11204000,8133000,8238000,45443000.0,24635000,1017970000,34926000,17442000,,33153000,8133000,-27817000,14408000,,44338000,-5495000,4068000.0,22989000.0,1163096000,28997000,4652000,0.18,-1817000.0,45431000.0,939659000,,26114000.0,38676000,13779000,146000,,44338000,67435000,-107609000.0,,,729000,570000.0,40675000,46000,,0.178971,5040000,-54562000,49377000,104614000,19374000,,-752000.0,26440000,3663000,145126000,215425000,,,216362000,-1007000,7300000,-305000.0,1417931000,-10119000,-1137000,,1721000.0,2575000.0,33593000.0,
2011-09-30,21189000.0,,75078000,,53084000,2210721000,1962049000,852205000,-12149000,77970000,9209000,866000,1003000,45440000.0,23256000,1074940000,34107000,23909000,1553000.0,35763000,866000,-102445000,17899000,,59077000,-6909000,3997000.0,21481000.0,1262616000,28244000,32000,0.02,-1817000.0,45431000.0,940096000,,-33078000.0,37864000,11555000,-3491000,,59077000,80266000,-152959000.0,,,565000,3518000.0,44338000,46000,,0.02,58176000,-71157000,47934000,110841000,24208000,,-514000.0,59008000,14739000,187676000,248672000,,,215411000,-305000,769000,305000.0,1422450000,26911000,-813000,,1552000.0,2346000.0,54207000.0,
2011-12-31,18521000.0,,90743000,9273000.0,51274000,2314718000,2022533000,969456000,-56472000,79083000,14012000,-43080000,-43000000,,25137000,1214304000,35011000,15028000,2278000.0,32991000,-43080000,-102816000,12541000,,99886000,-302000,3757000.0,22194000.0,1408074000,54665000,4252000,,0.0,,898718000,,-13730000.0,38781000,15685000,5358000,4900000.0,99886000,118407000,-503828000.0,,69894000.0,595000,3966000.0,59077000,46000,,,109405000,-90692000,46833000,123734000,17306000,-454794000.0,-299000.0,34220000,40809000,193770000,292185000,1464000.0,1973326000.0,172331000,49261000,6668000,-672000.0,1518532000,21628000,39866000,,1672000.0,1673000.0,59731000.0,
2012-03-31,15719000.0,,92558000,,43545000,2327769000,2052296000,978174000,-23556000,78751000,12236000,7895000,8025000,45437000.0,24744000,1224078000,35859000,14878000,,39794000,7895000,-62333000,17200000,,84580000,-4595000,3732000.0,22940000.0,1411732000,59399000,1602000,0.17,0.0,45431000.0,908193000,,376000.0,37963000,13284000,-4659000,,84580000,100299000,-172893000.0,,,518000,8618000.0,99886000,46000,,0.17,5153000,-65430000,53244000,132352000,26510000,,-298000.0,41874000,-15306000,187654000,275473000,,,180226000,5457000,13622000,-115000.0,1505543000,3355000,4460000,,1657000.0,1048000.0,52802000.0,
2012-06-30,5221000.0,,89771000,,42315000,2294100000,2018637000,930405000,-34244000,78187000,11459000,8641000,8722000,45438000.0,25013000,1171569000,46137000,14263000,,40066000,8641000,-4695000,18119000,,66684000,-4172000,3783000.0,25477000.0,1369889000,59755000,-28000,0.19,-1819000.0,45431000.0,916449000,,49605000.0,37145000,12923000,-919000,,66684000,71905000,-938528000.0,,,482000,0.0,84580000,46000,,0.19,-43406000,-64449000,52464000,129837000,27143000,-1479345000.0,-691000.0,30205000,-17896000,198320000,275463000,,3039472000.0,187048000,4309000,13188000,-208000.0,1560127000,-7091000,796000,67686000.0,1470000.0,1464000.0,45919000.0,
2012-09-30,3008000.0,,103596000,,80166000,2258363000,1991841000,910340000,-66148000,77047000,9653000,-582000,-515000,45431000.0,26055000,1146039000,39353000,15400000,,32541000,-582000,13417000,17786000,,37524000,-4401000,3476000.0,27416000.0,1335209000,58758000,-4123000,-0.01,-1817000.0,45431000.0,915975000,,68443000.0,36319000,11089000,333000,,37524000,40532000,-1078968000.0,,,697000,7704000.0,66684000,46000,,-0.01,-32882000,-56453000,43664000,136137000,21452000,,-412000.0,-9695000,-29160000,189170000,266522000,,1859173000.0,184649000,1479000,2209000,-937000.0,1491411000,-45330000,638000,67051000.0,1710000.0,1436000.0,53301000.0,
2012-12-31,0.0,,94055000,31240000.0,55680000,2094114000,1817880000,962595000,-19601000,12428000,11041000,-222384000,-222248000,,26528000,1179782000,68333000,-39404000,-318000.0,22027000,-222384000,-47179000,20669000,,66628000,-5412000,2591000.0,36187000.0,1391916000,45059000,-235635000,,0.0,,695102000,,-241000.0,35492000,3074000,-2883000,35000000.0,66628000,66628000,-978091000.0,198000.0,51303000.0,651000,9613000.0,37524000,46000,,,49196000,-46688000,-248889000,116082000,18953000,-544670000.0,238000.0,27087000,29104000,212134000,276234000,1467000.0,2167569000.0,-37735000,-14745000,-236013000,-130000.0,1622899000,10266000,-19819000,66398000.0,1557000.0,2160000.0,65510000.0,
2013-03-31,3015000.0,,93978000,,42779000,2143568000,1843755000,998932000,-31345000,12712000,18221000,-1982000,-1897000,45431000.0,23137000,1242840000,73662000,20000,-130000.0,27732000,-1982000,-98244000,18258000,-14765000.0,57627000,-3830000,2789000.0,39670000.0,1437049000,45118000,3099000,-0.04,,45431000.0,694621000,10571000.0,-48350000.0,34681000,15689000,2411000,21749000.0,57627000,57627000,-599533000.0,,78406000.0,609000,10135000.0,66628000,46000,,-0.04,71027000,-49561000,22477000,121710000,12043000,,-1222000.0,18216000,-9001000,194209000,299813000,,1646711000.0,-39717000,1217000,-680000,-203000.0,1646711000,-8783000,50000,65696000.0,1543000.0,1000000.0,50509000.0,
