date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyBasicAverageShares,quarterlyNetPPE,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGrossProfit,quarterlyDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyBasicEPS,quarterlyRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyIncomeTaxPayable
2004-06-30,,-3578254.506684,17454775.160947,13014191.84494,344894836.328723,13014191.84494,-3947962.297804,10103813.495754,-14260140.459708,486813.285727,-11148699.330913,48276000.0,747530678.988268,,,,8558612.619641,3322931.981158,3621470.791203,-753327.596565,4803307.400783,,20839370.967496,,13506812.863144,13014191.84494,788735035.554622,757634492.484023,20023853.100903,,0.270035,20023853.100903,6264814.425875,,43793693.180113,459816.056498,10695640.433256,25201026.133397,48276000.0,419186744.276756,,-579414.466054,,33759638.753038,792655795.253383,24649704.46158,-3947962.297804,20023853.100903,9606614.801566,-10681885.953025,,29533589.366618,0.270035,,58110804.404573,31100543.070599,551321.671817,361075939.872183,,13501005.130667,,16181103.543461,551321.671817,369548291.277866,-45125116.265114,0.0,,-113775080.09401,,,,,,,,,
2004-09-30,,-280860.420227,20405693.261378,7505609.781238,374447942.02301,7505609.781238,-7701246.101297,10254600.813517,-13102782.525058,688238.885497,-11645350.819464,48276000.0,782589459.161585,,,,8061434.042452,3277063.725529,3828130.575092,-398335.364977,5635212.618316,,20023853.100903,,12704447.160081,7505609.781238,823193174.700085,792844059.975103,19837613.682316,,0.15858,19837613.682316,6563642.27436,,29951077.95019,808091.28709,15108746.50132,20311769.043522,48276000.0,440964485.922026,,4884958.132276,,28373203.085974,830289647.079346,19839199.4862,-7701246.101297,19837613.682316,11270425.236633,-12723471.917809,,25474412.104516,0.15858,,48887955.026602,30349114.724982,472569.557323,392076530.895424,,8193848.666735,,,472569.557323,382228688.778059,-47700187.91776,0.0,,-21962787.749884,17628588.872414,,,,,,,,
2004-12-31,,-805009.127195,6356236.851809,4682079.495994,343969920.308783,4682079.495994,-9178574.591796,4872144.675329,-3820471.143917,-1604855.579842,,,813836158.850051,,,,10079337.250927,4670837.007337,4016171.161429,-6642808.883904,6175250.325176,,19837613.682316,5846240.870448,-2822337.739987,4682079.495994,848238973.830003,824554544.395827,13387791.771341,,,13387791.771341,7836529.273914,,83188314.173058,-1604855.579842,4016171.161429,-139822954.275299,,461889630.159549,,-2896237.389519,,-129743617.024371,881987122.964047,-162192111.829061,-9178574.591796,13387791.771341,,-13739930.067674,,-156016861.503885,,,101368393.032426,23684429.434176,22369157.553762,360521237.127123,,3077223.916152,,16551316.818341,859183.673848,386349343.670454,-68150964.113997,0.0,,-4762380.858801,,,,,,,,,
2005-03-31,,-705960.15541,15822931.305282,8933619.905762,373026370.174423,8933619.905762,-6199884.268827,10810944.862363,-9617260.477804,884516.822353,,48276000.0,858731917.004216,,,,9170868.810449,4759031.164752,37110027.279491,5786.558651,5566669.422171,,15107877.986278,,9623047.036455,8933619.905762,896228817.062082,869542861.866578,15113664.544928,,0.181863,15113664.544928,8020170.290155,,52335289.741258,884516.822353,18187153.839795,24272960.238076,48276000.0,528188807.142267,,264528.39547,,33443829.048524,926456972.803174,18011903.777796,-6199884.268827,15113664.544928,11133338.844342,-12217905.265768,,23578573.199967,0.181863,,107632470.860544,26685955.195503,6261056.460279,420556336.281723,,9818136.728114,,,694387.038109,381499545.34182,-67725055.798958,0.0,,,47529966.107299,,,,,,,,
2005-06-30,,-76055.125723,4301309.535833,4467609.220923,329581074.903677,4467609.220923,-5144235.106867,10838829.752498,-273845.118748,1478319.075296,-20188728.531313,48276000.0,851556683.863384,,,,8846241.755371,5117383.922158,39910533.533599,421954.576332,5831325.745334,,15113664.544928,,-842925.571034,4467609.220923,891125187.748971,862395513.615882,15346437.667341,,0.089793,15346437.667341,7452817.867172,,102037484.490302,1467243.12018,13803630.901848,26500359.171945,48276000.0,533833997.257232,,-5839040.248144,,35346600.927317,918433683.79808,26111800.431006,-3605509.840753,15346437.667341,11662651.490668,-11961713.35893,,32012832.23405,0.089793,,155751648.925749,28729674.13309,388558.740939,378082348.331483,,5945928.296219,,,388558.740939,370703813.75302,-66876999.934696,0.0,,,48501273.427806,,,,,,,,
2005-09-30,,-2711727.461738,20718661.150026,3098094.869479,447254117.748248,3098094.869479,-7818999.361673,13692856.835677,-15949861.160426,3440.41629,-14415344.256655,48276000.0,885649163.548789,,,,9555756.246506,6739775.512837,44660043.865308,-2967628.46135,6443143.610287,0.0,15346437.667341,,12899661.788352,3098094.869479,920949554.896142,899342020.384467,13179374.704339,,0.060207,13179374.704339,7897475.594547,,,129640.306898,17910807.207672,17603750.053757,48276000.0,560133316.131252,-30719477.056724,10063395.007536,,27159506.300262,956114909.904098,17173698.01746,-7736428.45095,13179374.704339,12886287.220575,-14046846.777616,,23616841.627747,0.060207,-87642884.789059,62570851.07298,21607534.511676,430052.036296,497562465.058272,,3101535.28577,,,430052.036296,374742183.80424,-70465746.355309,0.0,,-5017245.07823,50308347.310025,,,,,,,,
2005-12-31,,-2356093.661468,11001423.822532,7068517.079787,533838470.81109,7068517.079787,-10839464.352008,15388324.436025,36698552.429442,1667041.286647,48781873.867286,,892115550.198037,,,,9541521.761088,8550886.860685,4208713.621491,36645277.372862,6008525.420589,0.0,13179374.704339,,161959.470525,7068517.079787,973614603.065266,907503874.634062,49841570.51834,,,49841570.51834,6057446.783504,,3619769.244016,1667041.286647,4208713.621491,-138894027.246696,,618192698.467367,-30797313.58705,-3709651.193436,,-129352505.485607,949291372.481488,-163193108.042498,-10837719.371621,49841570.51834,,-12796437.990144,,-157184582.621909,,-93313242.638195,32506457.723437,66110728.431204,24299080.795802,585686240.74393,,8735558.366434,,,449416.597421,369524711.55502,-57175822.283451,0.0,,-142003739.667929,,,,,,,,,
2006-03-31,,-193858.294733,22123005.661348,13805112.369189,532895865.500086,13805112.369189,-1498541.773889,14993137.759478,-12944758.963802,1685537.828101,,48276000.0,886565448.618974,,,,10508663.578658,6200892.091268,7884714.359238,7820380.854349,6044776.119403,0.0,49653456.853663,,20624463.887459,13805112.369189,973813690.16984,901558586.378453,57473837.708012,,0.283067,57473837.708012,8959512.780923,,,1685537.828101,23436266.941156,31331274.661177,48276000.0,617636815.920398,-29700634.757248,301938.582947,,41839938.239835,943525476.067936,24735803.739921,-1498541.773889,57473837.708012,12089552.238806,-12750900.669068,,30780579.859324,0.283067,-91992623.091439,31320981.300395,72255103.791388,6595470.921256,586315834.620003,,15490650.197289,,,550694.801853,370078915.765998,-56960027.448962,0.0,,,53419969.119918,,,,,,,,
2006-06-30,,-240534.094425,23954897.76712,16488960.689284,551965535.810447,16488960.689284,-6317828.716149,15034105.187579,-14263103.17944,-1055465.805062,-18341410.87776,48276000.0,917826243.044337,,,,10660563.6331,5831089.570993,8249865.37426,2861722.897222,6574143.284654,0.0,57473837.708012,,17637069.050972,16488960.689284,1008178962.484294,932860348.231915,62635074.49291,,0.341052,62635074.49291,9318793.753366,,,-977406.433378,21540118.470652,33039849.219171,48276000.0,636121881.170346,-35944175.192964,-147567.733908,,43700412.852271,977424160.832885,32410698.25884,-6317828.716149,62635074.49291,13148286.569307,-14022569.085015,,38984841.543494,0.341052,-93196015.078083,29789983.844911,75318614.252378,629150.96033,606331897.325435,,15433494.884222,,,629150.96033,385406569.736134,-59597917.788548,0.0,,,54366361.514988,,,,,,,,
2006-09-30,,-355505.515194,22409468.951972,4891635.321512,550779150.994089,4891635.321512,-54041053.833803,29137560.45137,-13736074.808218,396740.103887,-16613827.691205,48276000.0,948847393.874261,,,,11374708.937847,4849543.256314,8268851.871754,-45366861.050514,7244057.490086,0.0,62635074.49291,,-31631584.881831,4891635.321512,1003110334.94537,977984954.325631,17156546.659502,,0.098513,17156546.659502,9133082.572094,,,395218.058976,26903098.692459,22358946.802794,48276000.0,640562421.637113,-35935876.768762,9843837.99925,,33733655.740641,1008317212.967938,21797420.741537,-54041053.833803,17156546.659502,14488114.980172,-13380569.293024,,29068601.110514,0.098513,-101578900.23285,35171950.564213,25125380.619738,561526.061257,605390471.0729,,5288375.425399,,,561526.061257,375926025.434354,-59469819.093677,0.0,,,54611320.078811,,,,,,,,
2006-12-31,,247687.883762,5892346.219422,5309566.674055,557695607.412491,5309566.674055,-10541340.260923,21441317.776253,16715213.547204,1242223.641703,,,925528483.184626,,,,10015254.908426,6808510.638298,4314516.129032,12259396.969499,6351848.088699,0.0,17156546.659502,5914550.446122,-4648994.041501,5309566.674055,993965339.73919,952884351.407001,27236616.334935,,,27236616.334935,5323812.138796,,7208304.735758,1242223.641703,4314516.129032,-164150637.887272,,649038263.555251,-30085792.724777,-6481565.059683,,-154135382.978846,1005622855.181881,-190901281.386492,-10541340.260923,27236616.334935,,-11842357.658452,,-184549433.297793,,-103439430.336307,37397906.657515,41080988.332189,26750643.49922,611640356.897735,,6551790.315758,,,535818.516378,358331331.503089,-80094371.997255,0.0,,,,,,,,,,,
2007-03-31,,-13332177.531207,18676317.614424,12929091.539528,549650658.807212,12929091.539528,-5647538.14147,15929264.909847,-14025658.807212,1639216.366158,,48276000.0,931506588.072122,,,,10168169.209431,5215846.047157,8870492.371706,-1035887.656033,7070041.608877,0.0,27519937.586685,,13028779.472954,12929091.539528,987342233.009709,947435852.981969,26484049.930652,,0.268724,26484049.930652,9328190.01387,,2860610.263523,1639216.366158,22923023.578363,31586338.418863,48276000.0,640170769.764216,,-2822468.793343,,41754507.628294,1012434119.278779,23756934.81276,-5647538.14147,26484049.930652,14140083.217753,,,30826976.421637,0.268724,-104157420.249653,34654126.213592,39906380.027739,7829403.606103,605516643.550624,,14568307.905687,,,759361.997226,360984743.411928,-80927531.206657,4172156.726768,,-693481.276006,55865984.743412,,,,,,,,
