date,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,quarterlyCurrentLiabilities,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyTaxProvision,quarterlyCashAndCashEquivalents,quarterlyNetPPE,quarterlyBeginningCashPosition,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedEPS,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyOperatingExpense,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyResearchAndDevelopment
2013-06-30,95863000,96331000,302969000.0,123846000.0,117471000.0,,0.0,3657353000.0,1236000.0,-173955000.0,206000,174089000.0,-4141000.0,4566306000.0,-2443000.0,,129014000.0,248661000.0,1162772000.0,131248000,42179000.0,-270000.0,97357000.0,908953000.0,111751000.0,180000.0,8074000.0,356414000.0,306058000.0,35385000,297984000.0,3238255000.0,174138000.0,243205000,7665000.0,,,,0.39,,106522000.0,600044000.0,85244000.0,,44343000.0,-39183000.0,-430000.0,-5366000.0,129192000,1034810000,1963004000.0,96331000,,159061000,244806000.0,103180000,0.0,800232000.0,746557000,225763000.0,64180000.0,297984000.0,0.39,-176100000.0,2580206000.0,85602000.0,-1445000.0,28525000.0,-1929000.0,,-3226000.0,34411000.0,288253000,22335000.0,226759000.0,1248000,
2013-09-30,126931000,124919000,350297000.0,55819000.0,129678000.0,,0.0,3874714000.0,1230000.0,-266770000.0,198000,183111000.0,621000.0,4856016000.0,6658000.0,,83527000.0,249679000.0,1235005000.0,173568000,57119000.0,-31030000.0,98577000.0,981302000.0,120333000.0,181000.0,12388000.0,481332000.0,366191000.0,46637000,353803000.0,3445462000.0,297984000.0,294099000,8920000.0,,20101000.0,,0.5,,111926000.0,630217000.0,98188000.0,,38899000.0,-39497000.0,-4314000.0,9520000.0,171073000,1146666000,2109361000.0,124919000,,152379000,245222000.0,99941000,-60000000.0,874356000.0,823214000,236073000.0,64180000.0,353803000.0,0.51,-300814000.0,2721913000.0,76306000.0,1300000.0,28437000.0,3284000.0,,-963000.0,31195000.0,323452000,22335000.0,266904000.0,399000,
2013-12-31,59958000,58540000,345841000.0,43632000.0,147565000.0,18834000.0,0.0,4142664000.0,0.0,-289368000.0,197000,184013000.0,5981000.0,5185052000.0,23559000.0,-1463547000.0,56473000.0,250748000.0,1402809000.0,87306000,41709000.0,,101845000.0,1042388000.0,126700000.0,182000.0,0.0,539872000.0,397435000.0,27348000,397435000.0,3634039000.0,353803000.0,214203000,6211000.0,4314000.0,26053000.0,,0.23,5097586000.0,118818000.0,677305000.0,116979000.0,-22619000.0,147535000.0,-39384000.0,-50000000.0,1379000.0,85202000,1120214000,2357261000.0,58540000,,158299000,246162000.0,125853000,-1256000.0,954452000.0,876713000,249185000.0,64842000.0,397435000.0,0.24,-325908000.0,2815753000.0,74646000.0,13460000.0,90517000.0,-2817000.0,,7913000.0,34013000.0,243501000,26071000.0,297284000.0,-18000,
2014-03-31,-13114000,-13334000,130202000.0,79276000.0,160039000.0,6451000.0,0.0,4240542000.0,300000000.0,-335360000.0,408000,186619000.0,4238000.0,5379549000.0,310689000.0,,-205158000.0,247955000.0,1532541000.0,-15905000,42677000.0,-4972000.0,103942000.0,1139007000.0,132085000.0,182000.0,,526538000.0,476711000.0,-2791000,476711000.0,3697214000.0,397435000.0,116588000,6932000.0,,,,-0.05,,125111000.0,527496000.0,106777000.0,,-32104000.0,-38782000.0,-30000000.0,-15849000.0,-19845000,1034019000,2547425000.0,-13334000,,136882000,247955000.0,92738000,,1014884000.0,916982000,265112000.0,64842000.0,476711000.0,-0.05,-362217000.0,2820683000.0,90774000.0,8115000.0,120517000.0,3043000.0,,990000.0,30970000.0,117037000,26071000.0,330728000.0,-305000,
2014-06-30,120722000,124244000,427294000.0,205561000.0,174017000.0,484000.0,0.0,4412019000.0,300000000.0,-154504000.0,320000,193670000.0,-2605000.0,5807396000.0,-2121000.0,,272790000.0,252082000.0,1739254000.0,168350000,46216000.0,-8458000.0,103116000.0,1395377000.0,136972000.0,182000.0,2871000.0,650782000.0,685143000.0,47628000,682272000.0,3788550000.0,476711000.0,305642000,6915000.0,82785000.0,25163000.0,,0.49,,134600000.0,604051000.0,137233000.0,,120000000.0,-11652000.0,-126275000.0,-1986000.0,158250000,1246971000,2820219000.0,124244000,,159861000,248339000.0,115532000,,1080965000.0,928860000,272854000.0,64842000.0,682272000.0,0.5,-219659000.0,2979627000.0,91893000.0,-13207000.0,194433000.0,1584000.0,,1739000.0,29386000.0,318111000,26071000.0,399564000.0,5582000,
2014-09-30,147425000,149599000,439047000.0,167250000.0,189888000.0,,0.0,4527074000.0,300000000.0,-226827000.0,631000,190372000.0,6912000.0,6181912000.0,8339000.0,,212220000.0,253608000.0,1844729000.0,206937000,35514000.0,-460000.0,101962000.0,1654838000.0,145568000.0,183000.0,60900000.0,800380000.0,910422000.0,59512000,849522000.0,3860165000.0,682272000.0,353136000,15891000.0,1135000.0,45636000.0,,0.59,,147068000.0,641216000.0,171339000.0,,82878000.0,20543000.0,-75499000.0,-10057000.0,202111000,1387501000,2988462000.0,149599000,,202131000,249552000.0,153130000,,1143733000.0,983259000,288798000.0,64842000.0,849522000.0,0.6,-280107000.0,3183886000.0,101196000.0,4060000.0,242325000.0,-3373000.0,,11243000.0,32758000.0,404242000,26071000.0,459361000.0,-341000,
2014-12-31,47358000,46841000,457472000.0,-40657000.0,215762000.0,12624000.0,0.0,4586242000.0,,-224653000.0,173000,197233000.0,-7848000.0,6182906000.0,-295224000.0,-2008882000.0,232819000.0,253906000.0,1720761000.0,56113000,58172000.0,-2160000.0,104537000.0,1596664000.0,156096000.0,184000.0,26615000.0,847221000.0,835480000.0,8755000,808865000.0,3907343000.0,849522000.0,212382000,2199000.0,59844000.0,59630000.0,,0.18,5916225000.0,155395000.0,640691000.0,160582000.0,-42391000.0,221639000.0,-12008000.0,-34499000.0,9119000.0,48848000,1296237000,2964193000.0,46841000,,198463000,249642000.0,168164000,-300000000.0,1243432000.0,1048926000,313017000.0,64654000.0,808865000.0,0.19,-201202000.0,3216965000.0,89243000.0,-734000.0,229005000.0,2876000.0,,4045000.0,29882000.0,247311000,37778000.0,514268000.0,-434000,
2015-03-31,-7216000,-6993000,184941000.0,-145715000.0,235302000.0,2000000.0,0.0,4665092000.0,,-294351000.0,173000,202981000.0,161000.0,6129457000.0,2161000.0,,-109410000.0,251042000.0,1582202000.0,-8150000,32979000.0,-13316000.0,112786000.0,1464365000.0,160213000.0,184000.0,40408000.0,840227000.0,703558000.0,-934000,663150000.0,3934551000.0,808865000.0,152236000,12376000.0,3514000.0,22712000.0,,-0.03,,162347000.0,548633000.0,152179000.0,-7476000.0,-7379000.0,8509000.0,-26500000.0,-2232000.0,-10769000,1210370000,2883581000.0,-6993000,,162515000,251042000.0,123770000,,1301379000.0,1058624000,373674000.0,64654000.0,663150000.0,-0.03,-330905000.0,3245145000.0,90318000.0,-252000.0,266650000.0,795000.0,,21390000.0,29087000.0,151746000,37778000.0,514579000.0,-879000,
2015-06-30,150971000,149186000,473962000.0,230326000.0,251486000.0,,0.0,4611979000.0,99489000.0,-104772000.0,168000,201986000.0,616000.0,6561233000.0,107838000.0,,369190000.0,257161000.0,1787776000.0,207403000,27400000.0,-1744000.0,112631000.0,1949254000.0,166535000.0,184000.0,271385000.0,989413000.0,1164861000.0,56432000,893476000.0,3855014000.0,663150000.0,374106000,13311000.0,4474000.0,50119000.0,,0.58,,168312000.0,534108000.0,145908000.0,,108533000.0,16222000.0,-250497000.0,-2256000.0,199662000,1457759000,3134823000.0,149186000,,169938000,251338000.0,139974000,-511000.0,1347047000.0,1088159000,349547000.0,64654000.0,893476000.0,0.59,-351790000.0,3424857000.0,94023000.0,749000.0,294224000.0,1716000.0,,-7620000.0,27371000.0,369600000,37778000.0,583661000.0,152000,
2015-09-30,224787000,223649000,512495000.0,-94248000.0,262057000.0,1917000.0,0.0,4557218000.0,594812000.0,-129354000.0,1908000,201991000.0,-827000.0,7214340000.0,369554000.0,,383141000.0,256083000.0,2319989000.0,292077000,37482000.0,-460000.0,110162000.0,2657122000.0,165302000.0,185000.0,471863000.0,1213062000.0,1271091000.0,67290000,799228000.0,3795565000.0,893476000.0,459287000,12938000.0,4892000.0,44795000.0,-107331000.0,0.87,,176485000.0,535183000.0,143869000.0,,38216000.0,-50346000.0,-280353000.0,4159000.0,281681000,1600180000,3720893000.0,223649000,,151740000,249956000.0,143809000,-13581000.0,1400904000.0,1166759000,375795000.0,64654000.0,799228000.0,0.89,-982002000.0,3491230000.0,89516000.0,-579227000.0,301376000.0,1553000.0,,-7763000.0,25818000.0,433421000,37778000.0,629748000.0,6027000,
2015-12-31,70838000,70760000,578272000.0,438610000.0,275954000.0,,0.0,4731543000.0,324680000.0,-120562000.0,1606000,195446000.0,11183000.0,7693521000.0,-247271000.0,-2582184000.0,457710000.0,256546000.0,2790938000.0,144580000,32440000.0,-3633000.0,144812000.0,2961978000.0,169355000.0,186000.0,533215000.0,1007559000.0,1771053000.0,73742000,1237838000.0,3805886000.0,799228000.0,315541000,13909000.0,47116000.0,102810000.0,,0.28,6388070000.0,180861000.0,585347000.0,167995000.0,-42673000.0,297453000.0,59596000.0,-36168000.0,-5419000.0,130582000,1506315000,4252773000.0,70760000,0.0,177129000,249674000.0,175024000,-269424000.0,1461835000.0,1198604000,576160000.0,108344000.0,1237838000.0,0.28,114340000.0,3430109000.0,93956000.0,225087000.0,356578000.0,1888000.0,,8187000.0,24529000.0,307711000,59828000.0,705607000.0,6597000,
2016-03-31,67141000,69388000,324895000.0,176922000.0,291649000.0,4251000.0,0.0,5791084000.0,600892000.0,-183308000.0,3067000,199814000.0,40078000.0,8926210000.0,49786000.0,,141587000.0,275949000.0,2716328000.0,91563000,30547000.0,3762000.0,220016000.0,3135126000.0,170478000.0,202000.0,446995000.0,1076947000.0,1861755000.0,27713000,1414760000.0,3884909000.0,1237838000.0,265108000,14863000.0,94969000.0,83685000.0,,0.25,,183452000.0,470243000.0,198195000.0,0.0,53927000.0,47239000.0,-79252000.0,-22211000.0,70754000,1437985000,4233453000.0,69388000,-276262000.0,166772000,269131000.0,139662000,0.0,1517125000.0,1200459000,594697000.0,550363000.0,1414760000.0,0.26,-196380000.0,4651196000.0,119179000.0,-32551000.0,815505000.0,2731000.0,,-3321000.0,22627000.0,237526000,59828000.0,811513000.0,14075000,
2016-06-30,310366000,315500000,660104000.0,1051592000.0,299401000.0,990000.0,0.0,5735258000.0,616702000.0,-106796000.0,3541000,199404000.0,415000.0,9523966000.0,1405000.0,,553308000.0,284009000.0,3028954000.0,390969000,22088000.0,-20667000.0,487848000.0,3788708000.0,174952000.0,203000.0,46295000.0,1392447000.0,2512647000.0,77457000,2466352000.0,3876258000.0,1414760000.0,569462000,16232000.0,456625000.0,119543000.0,,1.11,,185259000.0,502419000.0,166912000.0,-3789000.0,203308000.0,-9718000.0,-77822000.0,-20809000.0,263388000,1656919000,4585568000.0,315500000,0.0,173090000,276496000.0,154932000,0.0,1556614000.0,1220441000,725369000.0,170280000.0,2466352000.0,1.14,380246000.0,4929053000.0,137477000.0,-3442000.0,837098000.0,1590000.0,,23867000.0,21162000.0,436478000,94572000.0,863716000.0,115650000,
2016-09-30,289485000,293869000,620186000.0,535479000.0,309686000.0,,0.0,5686595000.0,287145000.0,-113841000.0,2158000,205854000.0,2521000.0,9690458000.0,-326735000.0,,506345000.0,285426000.0,2855789000.0,381412000,20923000.0,-2926000.0,495889000.0,4003863000.0,175637000.0,203000.0,44751000.0,1686316000.0,3046582000.0,94204000,3001831000.0,3792742000.0,2466352000.0,559207000,11813000.0,9954000.0,173299000.0,0.0,1.03,,177587000.0,500712000.0,195395000.0,6426000.0,68101000.0,-870000.0,-20150000.0,-4114000.0,351039000,1773806000,4437816000.0,293869000,,170808000,277169000.0,154497000,-332555000.0,1582027000.0,1251959000,889697000.0,167505000.0,3001831000.0,1.06,240584000.0,5249606000.0,143545000.0,367547000.0,913105000.0,-565000.0,,-1107000.0,21759000.0,521847000,98737000.0,828911000.0,13377000,
