date,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyInventory,quarterlyNetPPE,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,quarterlyBasicEPS,quarterlyTotalNonCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyFreeCashFlow,quarterlyRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyCurrentAssets,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyChangeInInventory,quarterlyLongTermDebt,quarterlyOtherCurrentAssets,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyOperatingExpense,quarterlyNetIncome,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity
2010-01-31,,,,-11000000.0,46000000,,518000000,,85000000.0,946000000,323000000.0,337000000,15000000.0,-3000000,87000000,144000000.0,269000000.0,-141000000.0,126000000,-34000000,245000000,-168000000,547000000,4778000000,0.36,2862000000,144000000.0,-318000000.0,609000000.0,-250000000.0,24000000,313000000,0.0,8000000.0,159000000,114000000,337000000,-54000000,,38000000.0,-162000000.0,209000000,68000000,-52000000.0,2522000000,150000000,211000000,2869000000,2000000.0,73000000,,1354000000,314000000.0,1916000000,837000000,,2000000.0,,1168000000.0,313000000.0,162000000,468000000.0,135000000.0,170000000.0,92000000.0,675000000,47000000.0,1168000000.0,0.35,80000000,525000000,114000000,1853000000.0,139000000,511000000.0,277000000,2256000000
2010-04-30,,,,-10000000.0,302000000,,518000000,,176000000.0,1929000000,323000000.0,430000000,15000000.0,5000000,91000000,141000000.0,252000000.0,0.0,878000000,-34000000,1044000000,-19000000,462000000,5427000000,1.83,2850000000,313000000.0,264000000.0,1499000000.0,-200000000.0,93000000,337000000,0.0,11000000.0,166000000,576000000,430000000,-934000000,,34000000.0,-1169000000.0,948000000,55000000,5000000.0,2569000000,898000000,1010000000,3445000000,-39000000.0,406000000,,1407000000,314000000.0,2577000000,1607000000,,283000000.0,,1162000000.0,275000000.0,157000000,204000000.0,186000000.0,164000000.0,92000000.0,1450000000,7000000.0,1162000000.0,1.78,576000000,552000000,576000000,1853000000.0,-166000000,310000000.0,411000000,2858000000
2010-07-31,-882000000.0,,,30000000.0,-30000000,,510000000,,114000000.0,1622000000,,214000000,15000000.0,4000000,91000000,147000000.0,256000000.0,-77000000.0,-78000000,-43000000,-151000000,-32000000,390000000,5198000000,,2903000000,1399000000.0,69000000.0,1408000000.0,-150000000.0,-216000000,430000000,3000000.0,11000000.0,143000000,-48000000,214000000,-31000000,,36000000.0,-1310000000.0,-5000000,58000000,8000000.0,2377000000,-95000000,-194000000,3397000000,5000000.0,-203000000,,1221000000,,2295000000,537000000,1392000000.0,14000000.0,,998000000.0,0.0,152000000,135000000.0,21000000.0,158000000.0,91000000.0,385000000,-23000000.0,1156000000.0,,-48000000,480000000,-48000000,1914000000.0,0,387000000.0,291000000,2821000000
2010-10-31,,,,5000000.0,-41000000,,547000000,,154000000.0,1174000000,316000000.0,112000000,15000000.0,-1000000,99000000,156000000.0,242000000.0,,-111000000,-54000000,-211000000,-177000000,493000000,4943000000,-0.22,2933000000,798000000.0,-12000000.0,1062000000.0,-330000000.0,-102000000,214000000,0.0,12000000.0,158000000,-70000000,112000000,285000000,,35000000.0,-454000000.0,-40000000,56000000,5000000.0,2328000000,-104000000,-265000000,3327000000,25000000.0,-267000000,,1136000000,316000000.0,2010000000,532000000,,1000000.0,,1192000000.0,363000000.0,159000000,147000000.0,124000000.0,194000000.0,89000000.0,373000000,5000000.0,1192000000.0,-0.22,-70000000,477000000,-70000000,1911000000.0,-5000000,360000000.0,310000000,2615000000
2011-01-31,,,,3000000.0,29000000,,576000000,,64000000.0,892000000,318000000.0,433000000,15000000.0,11000000,109000000,158000000.0,222000000.0,0.0,102000000,-84000000,258000000,-455000000,504000000,4979000000,0.24,2955000000,864000000.0,-333000000.0,459000000.0,-530000000.0,321000000,112000000,0.0,11000000.0,199000000,73000000,433000000,519000000,,38000000.0,-295000000.0,178000000,61000000,6000000.0,2707000000,111000000,174000000,3400000000,7000000.0,87000000,,1504000000,308000000.0,2024000000,878000000,,1000000.0,,998000000.0,337000000.0,180000000,481000000.0,21000000.0,205000000.0,89000000.0,698000000,41000000.0,1203000000.0,0.23,73000000,587000000,73000000,1911000000.0,34000000,564000000.0,418000000,2272000000
2011-04-30,,,,4000000.0,364000000,,565000000,500000000.0,70000000.0,1828000000,313000000.0,1369000000,15000000.0,49000000,111000000,164000000.0,203000000.0,0.0,1052000000,-31000000,1138000000,-184000000,601000000,5567000000,2.27,2923000000,114000000.0,215000000.0,459000000.0,-303000000.0,936000000,433000000,0.0,15000000.0,196000000,688000000,1369000000,-24000000,,39000000.0,-80000000.0,1128000000,61000000,3000000.0,2746000000,1061000000,1107000000,4088000000,77000000.0,336000000,,2044000000,303000000.0,2644000000,1848000000,,209000000.0,,702000000.0,383000000.0,164000000,266000000.0,201000000.0,204000000.0,81000000.0,1684000000,-4000000.0,702000000.0,2.2,688000000,623000000,688000000,1910000000.0,-27000000,337000000.0,444000000,2821000000
2011-07-31,-963000000.0,,,-33000000.0,-20000000,,561000000,500000000.0,50000000.0,1421000000,,722000000,15000000.0,10000000,111000000,156000000.0,180000000.0,0.0,-77000000,-59000000,-172000000,-190000000,467000000,5110000000,,2856000000,230000000.0,94000000.0,699000000.0,-250000000.0,-647000000,1369000000,3000000.0,15000000.0,129000000,-57000000,722000000,-283000000,,41000000.0,-454000000.0,1000000,63000000,5000000.0,2494000000,-31000000,-231000000,4031000000,19000000.0,-261000000,,1805000000,,2254000000,593000000,1524000000.0,0.0,,499000000.0,0.0,164000000,171000000.0,21000000.0,190000000.0,63000000.0,429000000,-66000000.0,689000000.0,,-57000000,460000000,-57000000,1886000000.0,0,406000000.0,293000000,2616000000
2011-10-31,,,,9000000.0,-34000000,,560000000,500000000.0,45000000.0,1372000000,300000000.0,333000000,15000000.0,29000000,106000000,167000000.0,151000000.0,,-98000000,-44000000,-110000000,-226000000,448000000,4683000000,-0.21,2803000000,177000000.0,5000000.0,1039000000.0,-255000000.0,-389000000,722000000,0.0,9000000.0,168000000,-64000000,333000000,-50000000,-45000000.0,40000000.0,-197000000.0,-11000000,72000000,-70000000.0,2322000000,-94000000,-154000000,3917000000,25000000.0,-148000000,,1636000000,300000000.0,1880000000,594000000,,1000000.0,,499000000.0,0.0,168000000,166000000.0,7000000.0,187000000.0,59000000.0,426000000,39000000.0,686000000.0,-0.21,-64000000,520000000,-64000000,1886000000.0,14000000,379000000.0,328000000,2361000000
2012-01-31,,,,1000000.0,61000000,,564000000,500000000.0,61000000.0,1289000000,306000000.0,277000000,16000000.0,14000000,104000000,168000000.0,134000000.0,,179000000,-48000000,260000000,-300000000,588000000,4962000000,0.4,2788000000,262000000.0,-426000000.0,1012000000.0,-331000000.0,-56000000,333000000,0.0,9000000.0,212000000,118000000,277000000,-15000000,-44000000.0,43000000.0,-146000000.0,256000000,61000000,126000000.0,2739000000,192000000,212000000,3991000000,3000000.0,41000000,,2053000000,297000000.0,2174000000,1019000000,,,,499000000.0,0.0,206000000,592000000.0,21000000.0,187000000.0,59000000.0,813000000,45000000.0,686000000.0,0.39,118000000,621000000,118000000,1886000000.0,-83000000,586000000.0,439000000,2223000000
2012-04-30,,-500000000.0,,7000000.0,370000000,,555000000,0.0,54000000.0,1847000000,303000000.0,859000000,12000000.0,19000000,102000000,167000000.0,138000000.0,,1104000000,-33000000,1278000000,-679000000,543000000,5116000000,2.49,2786000000,81000000.0,297000000.0,988000000.0,-207000000.0,582000000,277000000,0.0,29000000.0,209000000,734000000,859000000,-17000000,-45000000.0,37000000.0,-149000000.0,1168000000,52000000,735000000.0,2281000000,1107000000,1245000000,4677000000,37000000.0,436000000,,1587000000,295000000.0,2330000000,1945000000,,257000000.0,,499000000.0,0.0,198000000,294000000.0,3000000.0,195000000.0,90000000.0,1747000000,-4000000.0,694000000.0,2.42,734000000,640000000,734000000,1883000000.0,84000000,368000000.0,467000000,2835000000
2012-07-31,-925000000.0,0.0,,-2000000.0,-20000000,,567000000,0.0,4000000.0,1034000000,294000000.0,393000000,8000000.0,8000000,100000000,179000000.0,213000000.0,-392000000.0,-52000000,-71000000,-182000000,-139000000,144000000,4684000000,0.01,3161000000,498000000.0,114000000.0,641000000.0,-107000000.0,-466000000,859000000,3000000.0,25000000.0,157000000,4000000,393000000,-143000000,-44000000.0,49000000.0,-177000000.0,13000000,57000000,7000000.0,1940000000,-45000000,-253000000,4612000000,-55000000.0,-236000000,,1265000000,294000000.0,1523000000,651000000,1492000000.0,,,499000000.0,0.0,191000000,183000000.0,10000000.0,176000000.0,75000000.0,460000000,-61000000.0,675000000.0,0.01,-32000000,505000000,4000000,2200000000.0,-1000000,733000000.0,320000000,2744000000
2012-10-31,,,,1000000.0,-24000000,,595000000,,73000000.0,767000000,296000000.0,216000000,8000000.0,44000000,98000000,178000000.0,201000000.0,,-75000000,-70000000,-145000000,-33000000,142000000,4494000000,-0.06,3160000000,102000000.0,-1000000.0,551000000.0,-100000000.0,-177000000,393000000,3114000000.0,29000000.0,167000000,-19000000,216000000,0,-50000000.0,49000000.0,-87000000.0,-13000000,54000000,4000000.0,1749000000,-69000000,-215000000,4543000000,97000000.0,-233000000,,1074000000,296000000.0,1334000000,647000000,,,,499000000.0,0.0,182000000,184000000.0,3000000.0,176000000.0,75000000.0,465000000,12000000.0,675000000.0,-0.06,-51000000,534000000,-19000000,2191000000.0,-5000000,630000000.0,349000000,2745000000
2013-01-31,,,,1000000.0,16000000,,599000000,,68000000.0,962000000,303000000.0,399000000,7000000.0,12000000,112000000,179000000.0,187000000.0,,87000000,-45000000,256000000,-71000000,267000000,5089000000,0.24,3177000000,183000000.0,-357000000.0,563000000.0,-100000000.0,183000000,216000000,3186000000.0,29000000.0,213000000,71000000,399000000,-2000000,-51000000.0,47000000.0,-123000000.0,152000000,58000000,5000000.0,2297000000,93000000,211000000,4563000000,7000000.0,80000000,,1596000000,296000000.0,1912000000,968000000,,,,499000000.0,284000000.0,208000000,541000000.0,10000000.0,202000000.0,88000000.0,760000000,46000000.0,701000000.0,0.23,71000000,667000000,71000000,2191000000.0,-17000000,933000000.0,481000000,2792000000
2013-04-30,,0.0,,-46000000.0,420000000,,588000000,,44000000.0,2179000000,304000000.0,1412000000,8000000.0,9000000,110000000,177000000.0,165000000.0,,1242000000,-32000000,1449000000,-90000000,223000000,5810000000,2.77,3110000000,159000000.0,229000000.0,767000000.0,-92000000.0,1013000000,399000000,3245000000.0,29000000.0,231000000,822000000,1412000000,-345000000,-51000000.0,46000000.0,-465000000.0,1307000000,57000000,3000000.0,2240000000,1293000000,1417000000,5334000000,13000000.0,471000000,,1546000000,297000000.0,2700000000,2178000000,,274000000.0,,499000000.0,0.0,187000000,312000000.0,3000000.0,195000000.0,88000000.0,1991000000,18000000.0,694000000.0,2.71,822000000,698000000,822000000,2159000000.0,-7000000,607000000.0,514000000,3570000000
2013-07-31,-945000000.0,0.0,,46000000.0,-21000000,,555000000,,0.0,1896000000,298000000.0,1009000000,7000000.0,3000000,1057000000,182000000.0,149000000.0,-8000000.0,-67000000,-60000000,-194000000,-68000000,193000000,5486000000,-0.05,3090000000,117000000.0,141000000.0,887000000.0,0.0,-403000000,1412000000,3000000.0,20000000.0,137000000,-16000000,1009000000,-138000000,-51000000.0,53000000.0,-194000000.0,3000000,63000000,7000000.0,1955000000,-60000000,-254000000,5262000000,-35000000.0,-262000000,,1280000000,298000000.0,2396000000,634000000,1500000000.0,2000000.0,,499000000.0,44000000.0,127000000,130000000.0,10000000.0,167000000.0,83000000.0,507000000,-72000000.0,675000000.0,-0.05,-46000000,567000000,-16000000,1246000000.0,7000000,730000000.0,371000000,3531000000
2013-10-31,,,,4000000.0,-23000000,,563000000,,72000000.0,1344000000,288000000.0,417000000,8000000.0,33000000,102000000,176000000.0,158000000.0,-9000000.0,-80000000,-47000000,-190000000,-1350000000,155000000,4068000000,-0.04,2118000000,150000000.0,-11000000.0,927000000.0,-1400000000.0,-592000000,1009000000,2995000000.0,19000000.0,168000000,-11000000,417000000,949000000,-55000000.0,47000000.0,-163000000.0,-22000000,50000000,5000000.0,1844000000,-77000000,-237000000,5196000000,110000000.0,-318000000,,1153000000,288000000.0,1950000000,622000000,,,,499000000.0,0.0,143000000,137000000.0,3000000.0,192000000.0,45000000.0,479000000,32000000.0,691000000.0,-0.04,-57000000,556000000,-11000000,1250000000.0,-7000000,702000000.0,376000000,2224000000
2014-01-31,,,,-1000000.0,-17000000,,573000000,,53000000.0,1621000000,284000000.0,625000000,8000000.0,10000000,106000000,186000000.0,158000000.0,-57000000.0,-54000000,-46000000,332000000,5000000,260000000,4718000000,-0.13,2177000000,142000000.0,-297000000.0,996000000.0,-2000000.0,208000000,417000000,3376000000.0,10000000.0,225000000,-37000000,625000000,-121000000,-56000000.0,52000000.0,-157000000.0,4000000,50000000,6000000.0,2483000000,-46000000,286000000,5103000000,-1000000.0,272000000,,1790000000,284000000.0,2541000000,782000000,,,,499000000.0,0.0,176000000,435000000.0,10000000.0,194000000.0,45000000.0,606000000,56000000.0,693000000.0,-0.13,-37000000,652000000,-37000000,1295000000.0,-3000000,1123000000.0,461000000,2235000000
2014-04-30,,,,1000000.0,505000000,,566000000,,36000000.0,2906000000,290000000.0,1574000000,8000000.0,9000000,107000000,186000000.0,155000000.0,-24000000.0,1489000000,-38000000,1388000000,-32000000,226000000,5610000000,3.47,2172000000,244000000.0,160000000.0,1332000000.0,-23000000.0,949000000,625000000,3471000000.0,12000000.0,193000000,984000000,1574000000,-409000000,-54000000.0,49000000.0,-597000000.0,1544000000,47000000,5000000.0,2372000000,1494000000,1350000000,6033000000,5000000.0,307000000,,1683000000,284000000.0,3438000000,2388000000,,277000000.0,,499000000.0,0.0,170000000,277000000.0,3000000.0,190000000.0,31000000.0,2218000000,-32000000.0,689000000.0,3.39,984000000,724000000,984000000,1313000000.0,6000000,772000000.0,533000000,3238000000
2014-07-31,-987000000.0,,,21000000.0,-18000000,,606000000,,4000000.0,2203000000,284000000.0,849000000,7000000.0,29000000,109000000,210000000.0,199000000.0,-381000000.0,-57000000,-78000000,-76000000,-174000000,168000000,5207000000,-0.14,2580000000,403000000.0,143000000.0,1354000000.0,-152000000.0,-725000000,1574000000,3000000.0,-2000000.0,176000000,-39000000,849000000,-476000000,-55000000.0,56000000.0,-417000000.0,0,50000000,8000000.0,2139000000,-73000000,-154000000,5949000000,55000000.0,-155000000,,1437000000,284000000.0,2627000000,714000000,1593000000.0,,,499000000.0,289000000.0,179000000,134000000.0,10000000.0,203000000.0,31000000.0,535000000,-22000000.0,702000000.0,-0.14,-39000000,608000000,-39000000,1635000000.0,-3000000,815000000.0,392000000,3068000000
2014-10-31,,,,-2000000.0,-37000000,,629000000,,47000000.0,1947000000,286000000.0,542000000,7000000.0,18000000,116000000,200000000.0,186000000.0,-9000000.0,-121000000,-55000000,-118000000,-123000000,154000000,5038000000,-0.29,2601000000,376000000.0,-4000000.0,1405000000.0,-114000000.0,-307000000,849000000,3687000000.0,-7000000.0,198000000,-84000000,542000000,-61000000,-74000000.0,61000000.0,-365000000.0,-60000000,54000000,12000000.0,2111000000,-114000000,-173000000,5791000000,12000000.0,-155000000,52000000.0,1360000000,286000000.0,2437000000,672000000,,,,499000000.0,0.0,175000000,140000000.0,3000000.0,200000000.0,31000000.0,497000000,32000000.0,751000000.0,-0.29,-84000000,611000000,-84000000,1639000000.0,-8000000,869000000.0,405000000,2927000000
2015-01-31,,,,0.0,-37000000,,643000000,,54000000.0,1721000000,285000000.0,482000000,7000000.0,20000000,114000000,200000000.0,187000000.0,-67000000.0,-103000000,-61000000,365000000,-435000000,165000000,5245000000,-0.23,2667000000,410000000.0,-323000000.0,1239000000.0,-440000000.0,-60000000,542000000,3822000000.0,-22000000.0,273000000,-66000000,482000000,26000000,-69000000.0,61000000.0,-254000000.0,-39000000,57000000,7000000.0,2891000000,-98000000,304000000,5652000000,10000000.0,316000000,83000000.0,2109000000,285000000.0,2578000000,808000000,,,,499000000.0,354000000.0,206000000,459000000.0,10000000.0,200000000.0,35000000.0,602000000,84000000.0,782000000.0,-0.23,-66000000,700000000,-66000000,1688000000.0,-2000000,1242000000.0,494000000,2354000000
2015-04-30,,,57000000.0,-263000000.0,399000000,,671000000,,28000000.0,2414000000,282000000.0,1193000000,7000000.0,13000000,110000000,217000000.0,183000000.0,-19000000.0,900000000,-67000000,1475000000,-708000000,235000000,5295000000,1.81,2428000000,154000000.0,251000000.0,1221000000.0,-680000000.0,711000000,482000000,3925000000.0,-20000000.0,286000000,501000000,1193000000,-60000000,-69000000.0,62000000.0,-166000000.0,913000000,59000000,-22000000.0,2974000000,1169000000,1408000000,6082000000,26000000.0,599000000,145000000.0,2126000000,277000000.0,2867000000,2194000000,,230000000.0,,499000000.0,0.0,219000000,210000000.0,3000000.0,204000000.0,32000000.0,1975000000,9000000.0,848000000.0,1.78,501000000,806000000,501000000,1432000000.0,38000000,1126000000.0,583000000,2321000000
2015-07-31,-1061000000.0,,,-34000000.0,-36000000,,682000000,,-22000000.0,2034000000,277000000.0,808000000,6000000.0,33000000,346000000,215000000.0,87000000.0,0.0,-138000000,-78000000,-218000000,-71000000,243000000,4968000000,0.05,2408000000,155000000.0,100000000.0,1226000000.0,-11000000.0,-385000000,1193000000,3000000.0,-30000000.0,190000000,14000000,808000000,-87000000,-71000000.0,73000000.0,-154000000.0,-71000000,61000000,7000000.0,2636000000,-96000000,-296000000,6027000000,-63000000.0,-310000000,152000000.0,1744000000,277000000.0,2560000000,696000000,1743000000.0,,,500000000.0,26000000.0,176000000,91000000.0,10000000.0,172000000.0,27000000.0,520000000,-90000000.0,892000000.0,0.05,-102000000,616000000,14000000,1266000000.0,-10000000,1028000000.0,398000000,2332000000
2015-10-31,,,,-4000000.0,-9000000,,701000000,350000000.0,24000000.0,821000000,272000000.0,474000000,7000000.0,9000000,326000000,213000000.0,77000000.0,0.0,-40000000,-70000000,-197000000,-952000000,238000000,3833000000,-0.11,2406000000,1004000000.0,-28000000.0,347000000.0,-1253000000.0,-334000000,808000000,4114000000.0,-32000000.0,178000000,-31000000,474000000,816000000,-82000000.0,69000000.0,-117000000.0,22000000,55000000,10000000.0,2782000000,-29000000,-267000000,5914000000,7000000.0,-298000000,157000000.0,1887000000,272000000.0,1427000000,713000000,,,,500000000.0,17000000.0,166000000,124000000.0,3000000.0,184000000.0,28000000.0,547000000,-6000000.0,895000000.0,-0.11,-31000000,576000000,-31000000,1274000000.0,-1000000,982000000.0,361000000,1051000000
2016-01-31,,,,-5000000.0,-1000000,,980000000,245000000.0,32000000.0,707000000,266000000.0,334000000,9000000.0,11000000,318000000,205000000.0,67000000.0,0.0,28000000,-324000000,306000000,-113000000,132000000,4349000000,0.09,2882000000,64000000.0,-403000000.0,373000000.0,-472000000.0,-140000000,474000000,4226000000.0,-42000000.0,286000000,24000000,334000000,-323000000,-79000000.0,68000000.0,-64000000.0,95000000,58000000,0.0,3708000000,42000000,-18000000,5857000000,2000000.0,165000000,153000000.0,2349000000,263000000.0,1467000000,923000000,,,,1000000000.0,30000000.0,199000000,512000000.0,11000000.0,138000000.0,28000000.0,724000000,109000000.0,1359000000.0,0.09,29000000,682000000,24000000,1278000000.0,1000000,1334000000.0,476000000,641000000
2016-04-30,,,,1000000.0,429000000,,989000000,500000000.0,33000000.0,1985000000,260000000.0,1289000000,10000000.0,5000000,108000000,228000000.0,57000000.0,0.0,1277000000,-55000000,1602000000,-749000000,199000000,4940000000,4.0,2629000000,82000000.0,306000000.0,696000000.0,-465000000.0,955000000,334000000,4334000000.0,-26000000.0,270000000,1026000000,1289000000,85000000,-77000000.0,63000000.0,-408000000.0,1349000000,62000000,1000000.0,3692000000,1285000000,1547000000,6805000000,61000000.0,753000000,174000000.0,2865000000,257000000.0,2311000000,2304000000,,442000000.0,,500000000.0,0.0,216000000,214000000.0,228000000.0,153000000.0,28000000.0,2088000000,-26000000.0,827000000.0,3.94,848000000,803000000,1026000000,1282000000.0,466000000,1226000000.0,572000000,1248000000
2016-07-31,-1209000000.0,0.0,,1000000.0,-22000000,,1031000000,512000000.0,0.0,1384000000,257000000.0,638000000,9000000.0,28000000,112000000,235000000.0,44000000.0,0.0,-62000000,-73000000,-310000000,-126000000,161000000,4250000000,-0.16,2636000000,202000000.0,105000000.0,746000000.0,-74000000.0,-651000000,1289000000,3000000.0,-32000000.0,184000000,-40000000,638000000,-207000000,-80000000.0,81000000.0,-345000000.0,-47000000,63000000,6000000.0,3089000000,-56000000,-383000000,6687000000,59000000.0,-450000000,204000000.0,2251000000,257000000.0,1614000000,754000000,2240000000.0,,,488000000.0,0.0,171000000,108000000.0,11000000.0,146000000.0,28000000.0,583000000,-100000000.0,838000000.0,-0.16,-40000000,639000000,-40000000,1282000000.0,9000000,1105000000.0,398000000,1161000000
2016-10-31,,,,-3000000.0,-42000000,,1047000000,625000000.0,43000000.0,931000000,258000000.0,360000000,9000000.0,-45000000,113000000,246000000.0,39000000.0,,-72000000,-86000000,-205000000,-166000000,190000000,3933000000,-0.12,2671000000,320000000.0,-14000000.0,571000000.0,-175000000.0,-278000000,638000000,4540000000.0,-37000000.0,165000000,-30000000,360000000,98000000,-89000000.0,89000000.0,-125000000.0,-8000000,55000000,1000000.0,2997000000,-61000000,-291000000,6564000000,-9000000.0,-311000000,197000000.0,2181000000,258000000.0,1262000000,778000000,,,,475000000.0,326000000.0,183000000,121000000.0,4000000.0,144000000.0,28000000.0,595000000,-2000000.0,816000000.0,-0.12,-30000000,656000000,-30000000,1293000000.0,-11000000,1065000000.0,409000000,936000000
2017-01-31,,,,-2000000.0,-3000000,,1047000000,687000000.0,43000000.0,961000000,260000000.0,392000000,11000000.0,-6000000,120000000,243000000.0,34000000.0,,10000000,-46000000,292000000,-209000000,254000000,4373000000,0.05,2694000000,75000000.0,-399000000.0,569000000.0,-208000000.0,32000000,360000000,4660000000.0,-34000000.0,258000000,13000000,392000000,-55000000,-88000000.0,81000000.0,-76000000.0,78000000,57000000,6000000.0,3588000000,22000000,246000000,6488000000,-22000000.0,157000000,178000000.0,2803000000,257000000.0,1679000000,1016000000,,,,463000000.0,324000000.0,206000000,521000000.0,11000000.0,144000000.0,28000000.0,810000000,95000000.0,785000000.0,0.05,13000000,788000000,13000000,1293000000.0,-8000000,1400000000.0,545000000,785000000
2017-04-30,,,,1000000.0,475000000,,1041000000,50000000.0,64000000.0,1916000000,260000000.0,1350000000,8000000.0,-10000000,141000000,246000000.0,27000000.0,,1439000000,-46000000,1802000000,-774000000,222000000,4969000000,3.76,2714000000,87000000.0,275000000.0,566000000.0,-90000000.0,958000000,392000000,4787000000.0,-36000000.0,269000000,964000000,1350000000,-65000000,-88000000.0,71000000.0,-85000000.0,1509000000,62000000,2000000.0,3272000000,1444000000,1756000000,7363000000,-5000000.0,708000000,178000000.0,2494000000,256000000.0,2255000000,2541000000,,435000000.0,,450000000.0,323000000.0,237000000,245000000.0,1000000.0,150000000.0,28000000.0,2304000000,11000000.0,778000000.0,3.7,964000000,860000000,964000000,1294000000.0,-21000000,1278000000.0,613000000,1697000000
2017-07-31,-1389000000.0,-12000000.0,,-1000000.0,-34000000,,1030000000,50000000.0,76000000.0,1149000000,261000000.0,529000000,3000000.0,-93000000,143000000,263000000.0,22000000.0,,-10000000,-52000000,-290000000,-483000000,178000000,4068000000,0.09,2653000000,60000000.0,143000000.0,620000000.0,-366000000.0,-821000000,1350000000,3000000.0,-22000000.0,157000000,24000000,529000000,-63000000,-88000000.0,85000000.0,-66000000.0,55000000,62000000,4000000.0,2714000000,-10000000,-342000000,7297000000,44000000.0,-509000000,202000000.0,1944000000,257000000.0,1415000000,842000000,2419000000.0,,,438000000.0,372000000.0,183000000,103000000.0,0.0,130000000.0,31000000.0,659000000,-104000000.0,770000000.0,0.09,24000000,669000000,24000000,1295000000.0,-5000000,1259000000.0,406000000,1354000000
2017-10-31,,-13000000.0,,1000000.0,-42000000,,1016000000,450000000.0,83000000.0,1096000000,256000000.0,529000000,5000000.0,-39000000,146000000,293000000.0,18000000.0,,-59000000,-50000000,-78000000,158000000,43000000,4064000000,-0.07,2649000000,84000000.0,-14000000.0,567000000.0,-168000000.0,0,529000000,4999000000.0,-28000000.0,220000000,-17000000,529000000,-75000000,-105000000.0,97000000.0,-86000000.0,11000000,65000000,2000000.0,2861000000,-57000000,-128000000,7180000000,-11000000.0,-214000000,191000000.0,2117000000,256000000.0,1415000000,886000000,,,,425000000.0,319000000.0,196000000,116000000.0,146000000.0,128000000.0,31000000.0,690000000,61000000.0,744000000.0,-0.07,-17000000,747000000,-17000000,1294000000.0,-23000000,1118000000.0,453000000,1203000000
2018-01-31,,-172000000.0,,3000000.0,40000000,,984000000,690000000.0,67000000.0,1148000000,256000000.0,478000000,6000000.0,-10000000,162000000,286000000.0,75000000.0,,19000000,-27000000,252000000,100000000,47000000,4898000000,-0.08,2996000000,50000000.0,-414000000.0,670000000.0,-85000000.0,-51000000,529000000,5151000000.0,-20000000.0,343000000,-21000000,478000000,-411000000,-100000000.0,94000000.0,-51000000.0,87000000,62000000,5000000.0,3741000000,20000000,225000000,7057000000,10000000.0,102000000,170000000.0,3032000000,256000000.0,1902000000,1165000000,,,,413000000.0,422000000.0,246000000,532000000.0,206000000.0,126000000.0,28000000.0,919000000,115000000.0,709000000.0,-0.08,-21000000,899000000,-21000000,1615000000.0,-21000000,1542000000.0,612000000,1157000000
