date,quarterlyBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyRepurchaseOfCapitalStock,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyEbitda,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicEPS,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherShortTermInvestments
2013-09-30,595000000.0,22000000,189000000.0,,110000000.0,,0.0,1164000000,13000000,1486000000,-489000000.0,1460000000.0,601000000,4853000000.0,0,497000000,678000000.0,0.83,-15000000,1231000000,-158000000,1881000000.0,1231000000.0,600000000.0,-300000000.0,1231000000.0,,4000000.0,92000000,255000000.0,18273000000.0,2632000000.0,346000000,1000000,9975000000.0,696000000.0,18291000000.0,23126000000.0,583000000.0,1106000000.0,2908000000,67000000,435000000.0,15374000000.0,11301000000.0,601000000,500000000,500000000,-1000000.0,-3851000000.0,246000000,4103000000.0,18000000,30000000,,977000000,-146000000,191000000,0.84,,746000000,980000000.0,,4394000000,7954000000.0,4835000000.0,2899000000.0,885000000,-288000000,-162000000,508000000,,,,,,
2013-12-31,,197000000,198000000.0,,36000000.0,,0.0,1231000000,94000000,1932000000,-499000000.0,1548000000.0,409000000,5187000000.0,0,931000000,662000000.0,,-9000000,1686000000,-160000000,1616000000.0,1686000000.0,,-313000000.0,1686000000.0,,,97000000,391000000.0,17961000000.0,2229000000.0,741000000,-2000000,9976000000.0,483000000.0,18240000000.0,23148000000.0,685000000.0,1048000000.0,2663000000,455000000,428000000.0,14551000000.0,11505000000.0,409000000,931000000,931000000,-1000000.0,-3707000000.0,459000000,4115000000.0,15000000,64000000,,1523000000,387000000,216000000,,,1390000000,1281000000.0,,4595000000,7822000000.0,4908000000.0,3410000000.0,1523000000,-301000000,-183000000,924000000,,,,,,
2014-03-31,596000000.0,-243000000,201000000.0,,-149000000.0,-113000000.0,0.0,1686000000,37000000,1560000000,-518000000.0,1598000000.0,658000000,5307000000.0,0,513000000,644000000.0,0.85,2000000,1482000000,-76000000,1909000000.0,1482000000.0,601000000.0,-313000000.0,1482000000.0,,,96000000,399000000.0,18054000000.0,2235000000.0,175000000,10000000,9998000000.0,765000000.0,18204000000.0,23361000000.0,575000000.0,1204000000.0,2802000000,-204000000,398000000.0,14520000000.0,11464000000.0,658000000,513000000,513000000,,-3761000000.0,275000000,4106000000.0,29000000,5000000,,902000000,-329000000,-14000000,0.86,,788000000,1481000000.0,,4362000000,7867000000.0,5157000000.0,3534000000.0,902000000,-376000000,-76000000,251000000,,,,,,
2014-06-30,595000000.0,-106000000,192000000.0,,-2000000.0,-123000000.0,0.0,1482000000,7000000,1521000000,-483000000.0,1606000000.0,647000000,5463000000.0,-2000000,482000000,653000000.0,0.8,0,1370000000,-110000000,2024000000.0,1370000000.0,600000000.0,-315000000.0,1370000000.0,,1404000000.0,95000000,359000000.0,17882000000.0,2235000000.0,279000000,7000000,8604000000.0,557000000.0,18234000000.0,23345000000.0,577000000.0,1186000000.0,3226000000,-112000000,376000000.0,13086000000.0,11510000000.0,647000000,482000000,482000000,,-3821000000.0,259000000,4130000000.0,23000000,26000000,,874000000,-289000000,52000000,0.81,,741000000,1648000000.0,,4747000000,7951000000.0,5111000000.0,4796000000.0,874000000,-393000000,-110000000,389000000,,,,,,
2014-09-30,593000000.0,-31000000,209000000.0,,134000000.0,-237000000.0,0.0,1370000000,-35000000,1292000000,-561000000.0,1561000000.0,566000000,5585000000.0,0,446000000,656000000.0,0.74,0,935000000,-140000000,2044000000.0,935000000.0,598000000.0,-313000000.0,935000000.0,,1404000000.0,92000000,324000000.0,17218000000.0,2234000000.0,100000000,4000000,8615000000.0,610000000.0,18181000000.0,22803000000.0,385000000.0,1086000000.0,3108000000,-435000000,315000000.0,12927000000.0,11454000000.0,566000000,446000000,446000000,,-3832000000.0,161000000,4169000000.0,20000000,-15000000,,726000000,-365000000,36000000,0.75,,607000000,2094000000.0,,4400000000,8001000000.0,4622000000.0,4291000000.0,726000000,-531000000,-140000000,240000000,,,,,,
2014-12-31,,327000000,259000000.0,,-5000000.0,-267000000.0,0.0,935000000,36000000,472000000,-562000000.0,1537000000.0,1085000000,4365000000.0,0,-398000000,340000000.0,,-1000000,1293000000,-209000000,1775000000.0,1293000000.0,,-325000000.0,1293000000.0,,1405000000.0,102000000,326000000.0,18582000000.0,2234000000.0,931000000,4000000,8627000000.0,641000000.0,18156000000.0,22947000000.0,511000000.0,1080000000.0,4224000000,358000000,338000000.0,13809000000.0,11404000000.0,1085000000,-398000000,-398000000,,-3851000000.0,-332000000,4192000000.0,23000000,51000000,,-613000000,433000000,-435000000,,,-730000000,1045000000.0,,4696000000,8043000000.0,4791000000.0,4773000000.0,-613000000,-566000000,-209000000,1140000000,,,,,,
2015-03-31,588000000.0,-198000000,339000000.0,,-129000000.0,-7000000.0,0.0,1293000000,89000000,1333000000,-634000000.0,1629000000.0,593000000,4517000000.0,-3000000,428000000,292000000.0,0.72,-214000000,1178000000,-142000000,1886000000.0,1178000000.0,593000000.0,-324000000.0,1178000000.0,,1406000000.0,102000000,385000000.0,18617000000.0,2238000000.0,195000000,12000000,8626000000.0,748000000.0,18130000000.0,23134000000.0,500000000.0,1219000000.0,3019000000,-115000000,335000000.0,13733000000.0,11313000000.0,593000000,429000000,429000000,,-3921000000.0,204000000,4194000000.0,16000000,7000000,,842000000,-246000000,-51000000,0.73,,633000000,1148000000.0,,4352000000,8115000000.0,5004000000.0,4884000000.0,740000000,-293000000,-139000000,334000000,,,,,,
2015-06-30,592000000.0,190000000,195000000.0,,-13000000.0,0.0,0.0,1178000000,-179000000,1543000000,-622000000.0,1441000000.0,620000000,4878000000.0,25000000,549000000,258000000.0,0.92,-248000000,408000000,-92000000,1703000000.0,408000000.0,597000000.0,-327000000.0,408000000.0,,156000000.0,86000000,377000000.0,17196000000.0,2238000000.0,607000000,26000000,8625000000.0,721000000.0,18173000000.0,22074000000.0,529000000.0,1223000000.0,2972000000,-770000000,345000000.0,13681000000.0,11338000000.0,620000000,551000000,551000000,,-3988000000.0,248000000,4220000000.0,20000000,11000000,,923000000,57000000,-1000000,0.93,,799000000,1370000000.0,,4515000000,8208000000.0,3901000000.0,3515000000.0,923000000,-1402000000,-117000000,724000000,,,,,,
2015-09-30,1142000000.0,31000000,1380000000.0,,423000000.0,,8332000000.0,408000000,-7000000,1628000000,-613000000.0,2719000000.0,1229000000,67131000000.0,-78000000,-303000000,19684000000.0,-0.27,-108000000,4437000000,-9167000000,2981000000.0,4437000000.0,1142000000.0,-526000000.0,4437000000.0,460000000.0,,214000000,1506000000.0,54455000000.0,56693000000.0,-422000000,-136000000,25250000000.0,1484000000.0,111381000000.0,121792000000.0,732000000.0,1613000000.0,4492000000,3024000000,734000000.0,48709000000.0,46750000000.0,1229000000,-120000000,-123000000,-10905000000.0,-613000000.0,-49000000,6432000000.0,62000000,205000000,,291000000,334000000,-510000000,-0.27,,-169000000,-196000000.0,410000000.0,6120000000,7045000000.0,10411000000.0,5746000000.0,399000000,12886000000,-110000000,-312000000,,,,,,
2015-12-31,1214000000.0,2000000,871000000.0,7000000.0,135000000.0,,8332000000.0,4437000000,-22000000,2404000000,-671000000.0,2844000000.0,1117000000,66005000000.0,-20000000,285000000,21497000000.0,0.23,9000000,4837000000,-303000000,2618000000.0,4837000000.0,1225000000.0,-1025000000.0,4837000000.0,266000000.0,,338000000,1498000000.0,56760000000.0,62120000000.0,1439000000,12000000,25151000000.0,1324000000.0,113193000000.0,122973000000.0,1257000000.0,1454000000.0,4720000000,400000000,752000000.0,49828000000.0,43051000000.0,1117000000,648000000,645000000,-6000000.0,-906000000.0,382000000,6524000000.0,35000000,133000000,0.0,1296000000,522000000,245000000,0.23,0.0,1030000000,0.0,417000000.0,7124000000,7430000000.0,9780000000.0,6932000000.0,1287000000,-1008000000,-282000000,1721000000,,,,,,
2016-03-31,1215000000.0,-273000000,977000000.0,,-260000000.0,,8332000000.0,4837000000,59000000,2378000000,-560000000.0,2773000000.0,865000000,66363000000.0,-22000000,896000000,21659000000.0,0.73,8000000,4199000000,-325000000,2892000000.0,4199000000.0,1225000000.0,-667000000.0,4199000000.0,249000000.0,,363000000,1436000000.0,56694000000.0,62049000000.0,-33000000,46000000,25167000000.0,1291000000.0,113461000000.0,123273000000.0,1133000000.0,1744000000.0,4192000000,-638000000,737000000.0,49964000000.0,43542000000.0,865000000,900000000,896000000,-6000000.0,,372000000,6434000000.0,13000000,-111000000,,1521000000,-703000000,27000000,0.74,,1272000000,193000000.0,575000000.0,6570000000,,9812000000.0,6730000000.0,1513000000,-627000000,-303000000,270000000,,,,,,
2016-06-30,1217000000.0,17000000,969000000.0,,471000000.0,,12000000.0,4199000000,31000000,2531000000,-933000000.0,2960000000.0,895000000,57826000000.0,-57000000,770000000,20900000000.0,0.63,-6000000,4237000000,-191000000,2881000000.0,4237000000.0,1227000000.0,-847000000.0,4237000000.0,264000000.0,2751000000.0,357000000,1511000000.0,63637000000.0,59762000000.0,1623000000,-3000000,30002000000.0,1263000000.0,112337000000.0,121684000000.0,1260000000.0,1260000000.0,4262000000,38000000,801000000.0,54044000000.0,44641000000.0,895000000,955000000,950000000,-1313000000.0,,411000000,6423000000.0,13000000,-2000000,,1630000000,608000000,-24000000,0.63,,1366000000,263000000.0,368000000.0,6793000000,,9347000000.0,9593000000.0,1636000000,-1562000000,-211000000,1834000000,,,,,,
2016-09-30,1218000000.0,-225000000,852000000.0,7000000.0,196000000.0,0.0,12000000.0,4237000000,390000000,2218000000,-1229000000.0,3456000000.0,805000000,57642000000.0,89000000,842000000,20706000000.0,0.69,3000000,3920000000,-226000000,3108000000.0,3920000000.0,1228000000.0,-789000000.0,3920000000.0,311000000.0,2700000000.0,290000000,1509000000.0,63212000000.0,59620000000.0,440000000,13000000,29980000000.0,1164000000.0,112137000000.0,121080000000.0,1019000000.0,1063000000.0,4049000000,-317000000,745000000.0,53798000000.0,44518000000.0,805000000,843000000,842000000,-2415000000.0,,262000000,6490000000.0,12000000,-27000000,,1416000000,-86000000,-31000000,0.69,,1105000000,374000000.0,142000000.0,6267000000,,8943000000.0,9414000000.0,1413000000,-835000000,-322000000,762000000,,,,,,
2016-12-31,,351000000,967000000.0,7000000.0,127000000.0,0.0,12000000.0,3920000000,463000000,2459000000,-1628000000.0,3996000000.0,879000000,57358000000.0,33000000,944000000,20848000000.0,,10000000,4204000000,-371000000,2684000000.0,4204000000.0,,-1461000000.0,4204000000.0,310000000.0,2691000000.0,327000000,1617000000.0,62906000000.0,59297000000.0,1961000000,-125000000,29713000000.0,1199000000.0,111727000000.0,120480000000.0,1164000000.0,898000000.0,4398000000,284000000,806000000.0,53405000000.0,44125000000.0,879000000,944000000,944000000,-2395000000.0,-1830000000.0,336000000,6688000000.0,8000000,6000000,0.0,1590000000,1210000000,-1000000,,0.0,1280000000,588000000.0,255000000.0,6857000000,8518000000.0,8753000000.0,9501000000.0,1580000000,-1597000000,-411000000,2372000000,,,,,,
2017-03-31,1217000000.0,-492000000,1008000000.0,,-576000000.0,,12000000.0,4255000000,62000000,2301000000,-1449000000.0,3936000000.0,750000000,57732000000.0,38000000,893000000,20910000000.0,0.73,12000000,3282000000,-330000000,3151000000.0,3242000000.0,1229000000.0,-736000000.0,3242000000.0,313000000.0,2932000000.0,262000000,1604000000.0,62858000000.0,59330000000.0,-519000000,-25000000,29748000000.0,989000000.0,111927000000.0,120802000000.0,945000000.0,1474000000.0,4063000000,-973000000,801000000.0,53475000000.0,44300000000.0,750000000,891000000,893000000,-2068000000.0,,359000000,6693000000.0,11000000,16000000,,1563000000,-1343000000,105000000,0.73,,1250000000,750000000.0,424000000.0,6364000000,,8875000000.0,9383000000.0,1551000000,-505000000,-368000000,-151000000,,,,,,
2017-06-30,1218000000.0,61000000,1164000000.0,,47000000.0,,12000000.0,3282000000,22000000,2681000000,-1308000000.0,3888000000.0,760000000,58333000000.0,6000000,1159000000,20887000000.0,0.94,-24000000,1518000000,-316000000,3065000000.0,1445000000.0,1229000000.0,-698000000.0,1445000000.0,307000000.0,1109000000.0,255000000,1535000000.0,60870000000.0,59400000000.0,720000000,44000000,29979000000.0,1149000000.0,112308000000.0,119416000000.0,900000000.0,1434000000.0,3996000000,-1764000000,673000000.0,53514000000.0,44565000000.0,760000000,1160000000,1159000000,-3741000000.0,,430000000,6808000000.0,13000000,-39000000,,1897000000,-416000000,164000000,0.95,,1590000000,1178000000.0,153000000.0,6677000000,,7108000000.0,7356000000.0,1921000000,-2506000000,-322000000,1042000000,,,,,,
2017-09-30,1218000000.0,-149000000,1234000000.0,,-1532000000.0,0.0,12000000.0,1518000000,39000000,2314000000,-1085000000.0,3947000000.0,653000000,58759000000.0,1636000000,944000000,20898000000.0,0.77,4000000,1549000000,1370000000,3188000000.0,1441000000.0,1228000000.0,-727000000.0,1441000000.0,306000000.0,3210000000.0,273000000,1531000000.0,61080000000.0,59500000000.0,-1141000000,7000000,28299000000.0,1115000000.0,112823000000.0,120051000000.0,788000000.0,1365000000.0,4000000000,31000000,688000000.0,51693000000.0,44858000000.0,653000000,943000000,944000000,-2536000000.0,,416000000,6934000000.0,12000000,-53000000,,1665000000,-2040000000,223000000,0.78,,1359000000,1360000000.0,169000000.0,6314000000,,7228000000.0,9387000000.0,1661000000,-478000000,-266000000,-875000000,,,,,,
2017-12-31,,329000000,966000000.0,,-568000000.0,,12000000.0,1549000000,341000000,2302000000,-1054000000.0,4449000000.0,780000000,66034000000.0,687000000,8003000000,14076000000.0,,117000000,1769000000,432000000,2815000000.0,1629000000.0,,-727000000.0,1629000000.0,308000000.0,3203000000.0,246000000,1573000000.0,53991000000.0,59449000000.0,250000000,-10000000,28333000000.0,1178000000.0,112966000000.0,120232000000.0,1099000000.0,1274000000.0,4542000000,220000000,1017000000.0,43859000000.0,44824000000.0,780000000,7996000000,8003000000,-548000000.0,-2094000000.0,-6665000000,7120000000.0,10000000,154000000,,1639000000,404000000,-6959000000,,,1331000000,8589000000.0,152000000.0,6844000000,9214000000.0,7266000000.0,10132000000.0,1522000000,-737000000,-261000000,511000000,,,,,,
2018-03-31,1219000000.0,-312000000,775000000.0,,-712000000.0,,12000000.0,1769000000,-69000000,2245000000,-975000000.0,4241000000.0,764000000,66248000000.0,442000000,993000000,14085000000.0,0.81,90000000,1800000000,4000000,3144000000.0,1794000000.0,1228000000.0,-897000000.0,1794000000.0,317000000.0,3743000000.0,234000000,1640000000.0,54332000000.0,59600000000.0,190000000,3000000,28561000000.0,1142000000.0,113350000000.0,120787000000.0,912000000.0,1574000000.0,4059000000,31000000,949000000.0,44003000000.0,44843000000.0,764000000,993000000,993000000,-1006000000.0,,261000000,7267000000.0,7000000,-12000000,,1571000000,-698000000,-47000000,0.81,-215000000.0,1254000000,8718000000.0,291000000.0,6304000000,,7437000000.0,10329000000.0,1481000000,-376000000,-223000000,413000000,,,,,,
2018-06-30,1219000000.0,-128000000,807000000.0,,-1289000000.0,,12000000.0,1800000000,212000000,2365000000,-1557000000.0,4326000000.0,1036000000,65677000000.0,790000000,756000000,14230000000.0,0.62,35000000,3375000000,575000000,3161000000.0,3369000000.0,1219000000.0,-762000000.0,3369000000.0,318000000.0,2788000000.0,242000000,1766000000.0,56031000000.0,59101000000.0,-399000000,-6000000,31380000000.0,1011000000.0,112395000000.0,121896000000.0,878000000.0,1987000000.0,4321000000,1575000000,929000000.0,46940000000.0,44270000000.0,1036000000,755000000,756000000,-969000000.0,,291000000,7258000000.0,20000000,53000000,,1364000000,-1530000000,105000000,0.62,0.0,1046000000,8710000000.0,88000000.0,6686000000,,9501000000.0,9091000000.0,1329000000,1254000000,-215000000,-184000000,,,,,,
2018-09-30,1219000000.0,-223000000,710000000.0,,-153000000.0,,12000000.0,3375000000,2000000,2107000000,-1732000000.0,4312000000.0,1037000000,65385000000.0,95000000,630000000,14215000000.0,0.51,71000000,1367000000,-94000000,3287000000.0,1366000000.0,1226000000.0,-762000000.0,1366000000.0,327000000.0,1378000000.0,260000000,1889000000.0,54158000000.0,58727000000.0,514000000,-32000000,30998000000.0,978000000.0,112140000000.0,119730000000.0,809000000.0,2032000000.0,4271000000,-2008000000,964000000.0,46577000000.0,44308000000.0,1037000000,628000000,630000000,-2702000000.0,,186000000,7216000000.0,17000000,-24000000,,1141000000,-466000000,38000000,0.52,-33000000.0,814000000,8576000000.0,104000000.0,6378000000,,7590000000.0,7581000000.0,1070000000,-2536000000,-156000000,670000000,,,,,,
