date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNetPPE,quarterlyEbitda,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax
2002-09-30,6490000000.0,,32885000000.0,13103000000.0,16073000000.0,19000000.0,,68000000.0,-142000000.0,209000000.0,-27510000000.0,-1611000000.0,2218000000.0,-2371000000.0,4632000000.0,-2524000000.0,,,62682000000.0,5415000000.0,456000000.0,-0.18,2970000000.0,-742000000,2688000000.0,-4796000000.0,16444000000.0,,,1822000000.0,35172000000.0,1913000000,155439000000.0,-186000000.0,45362000000.0,,5741000000.0,3269000000.0,16812000000.0,9096000000.0,230364000000.0,130257000000.0,39580000000,-533000000.0,3804000000.0,275726000000.0,-330000000.0,285696000000.0,80925000000.0,-326000000.0,-326000000,51916000000.0,3929000000.0,1772000000.0,7504000000.0,57000000.0,-17000000.0,16073000000.0,2070000000.0,26021000000.0,31941000000.0,,9970000000.0,10781000000.0,1822000000.0,,-0.18,161997000000.0,,8381000000.0,7639000000.0,,,,,,
2002-12-31,6617000000.0,,30521000000.0,16073000000.0,12250000000.0,19000000.0,,-22000000.0,194000000.0,,-25000000000.0,-533000000.0,2020000000.0,-1394000000.0,-4207000000.0,-6531000000.0,,,62935000000.0,343000000.0,2302000000.0,,-3802000000.0,10163000000,56276000000.0,4991000000.0,18981000000.0,,,,37935000000.0,10163000000,194269000000.0,-188000000.0,100345000000.0,,-19023000000.0,18696000000.0,18271000000.0,8659000000.0,177752000000.0,95088000000.0,41684000000,-2172000000.0,-190000000.0,278097000000.0,-134000000.0,289357000000.0,35323000000.0,-130000000.0,132000000,969000000.0,57673000000.0,81062000000.0,6980000000.0,-2931000000.0,17000000.0,12250000000.0,2065000000.0,25088000000.0,28097000000.0,,5590000000.0,14561000000.0,,,,162222000000.0,,3424000000.0,13587000000.0,,,,,,
2003-03-31,6726000000.0,,37175000000.0,12250000000.0,19237000000.0,19000000.0,,336000000.0,1337000000.0,,-25000000000.0,-1496000000.0,1957000000.0,-4313000000.0,-953000000.0,-6119000000.0,-22000000.0,,63151000000.0,7805000000.0,681000000.0,0.45,6987000000.0,803000000,55697000000.0,,20480000000.0,,,1991111111.0,38151000000.0,3370000000,195821000000.0,-183000000.0,103453000000.0,2567000000.0,4339000000.0,4112000000.0,17938000000.0,9371000000.0,173469000000.0,93503000000.0,40888000000,-715000000.0,6309000000.0,276922000000.0,896000000.0,289324000000.0,33422000000.0,896000000.0,899000000,89000000.0,55632000000.0,22889000000.0,7953000000.0,3362000000.0,21000000.0,19237000000.0,2296000000.0,27276000000.0,31084000000.0,,6732000000.0,14370000000.0,1832000000.0,,0.49,159010000000.0,,9001000000.0,9804000000.0,,,,,,
2003-06-30,6930000000.0,,38015000000.0,19237000000.0,17684000000.0,19000000.0,,195000000.0,718000000.0,,-25000000000.0,-2037000000.0,1827000000.0,-1451000000.0,996000000.0,-5065000000.0,19000000.0,,64634000000.0,6017000000.0,1788000000.0,0.22,-1553000000.0,2339000000,57547000000.0,,21832000000.0,,,1895454545.0,39634000000.0,2339000000,212619000000.0,-183000000.0,108496000000.0,,8170000000.0,6647000000.0,20331000000.0,9606000000.0,183940000000.0,93570000000.0,40670000000,-3859000000.0,3980000000.0,292436000000.0,417000000.0,306189000000.0,31686000000.0,417000000.0,425000000,27000000.0,54399000000.0,9936000000.0,8448000000.0,-6401000000.0,72000000.0,17684000000.0,2438000000.0,29117000000.0,31684000000.0,,8084000000.0,14475000000.0,1832000000.0,,0.23,169438000000.0,,6647000000.0,8986000000.0,,,,,,
2003-09-30,7053000000.0,,48378000000.0,17684000000.0,27887000000.0,19000000.0,,141000000.0,423000000.0,,-25000000000.0,-2306000000.0,1925000000.0,1760000000.0,-40000000.0,-4756000000.0,-40000000.0,,67077000000.0,5721000000.0,2256000000.0,-0.01,10203000000.0,1948000000,56922000000.0,,20742000000.0,,,1831000000.0,42077000000.0,4043000000,217232000000.0,-183000000.0,106777000000.0,,,4408000000.0,20491000000.0,9398000000.0,194772000000.0,93096000000.0,36888000000,-3272000000.0,3415000000.0,301549000000.0,-25000000.0,310328000000.0,29569000000.0,-25000000.0,237000000,24000000.0,46841000000.0,17783000000.0,10085000000.0,2663000000.0,-45000000.0,27887000000.0,2755000000.0,29113000000.0,28437000000.0,,8190000000.0,14512000000.0,1831000000.0,,-0.01,180236000000.0,,6503000000.0,8451000000.0,,,,,,
2003-12-31,7262000000.0,,39309000000.0,27887000000.0,21770000000.0,19000000.0,,-537000000.0,-1108000000.0,29573000000.0,-30112000000.0,-1910000000.0,1981000000.0,-1128000000.0,-22000000.0,-414000000.0,,,72105000000.0,652000000.0,4657000000.0,,-6088000000.0,704000000,124000000.0,,20420000000.0,-19832000000.0,,,41993000000.0,2544000000,172168000000.0,-184000000.0,82288000000.0,,,4590000000.0,17539000000.0,8421000000.0,221322000000.0,143752000000.0,45750000000,-2228000000.0,-1258000000.0,303610000000.0,-793000000.0,315920000000.0,82405000000.0,-793000000.0,-640000000,57678000000.0,6839000000.0,-48773000000.0,9181000000.0,-5949000000.0,26000000.0,21770000000.0,2721000000.0,32171000000.0,38616000000.0,,11651000000.0,13413000000.0,,,,150231000000.0,,6430000000.0,7134000000.0,,,,,,
2004-03-31,7173000000.0,,36877000000.0,21770000000.0,18190000000.0,19000000.0,,829000000.0,2889000000.0,879000000.0,-30112000000.0,-1280000000.0,1842000000.0,-8744000000.0,-849000000.0,-913000000.0,-60000000.0,,71280000000.0,7038000000.0,1576000000.0,0.94,-3580000000.0,2025000000,29000000.0,,26545000000.0,,,2024468085.0,41168000000.0,3756000000,174032000000.0,-183000000.0,60330000000.0,,5063000000.0,4331000000.0,18687000000.0,10190000000.0,238957000000.0,138877000000.0,44691000000,-1344000000.0,5758000000.0,299287000000.0,1903000000.0,312909000000.0,79618000000.0,1952000000.0,1975000000,55448000000.0,10806000000.0,188000000.0,10193000000.0,-1801000000.0,56000000.0,18190000000.0,3020000000.0,32877000000.0,34071000000.0,,12882000000.0,12942000000.0,1832000000.0,,1.07,170567000000.0,,8595000000.0,10620000000.0,,,,,,
2004-06-30,7186000000.0,,33658000000.0,18190000000.0,15648000000.0,19000000.0,,268000000.0,1502000000.0,,-30112000000.0,-1510000000.0,1734000000.0,112000000.0,842000000.0,-1209000000.0,-41000000.0,,72437000000.0,5981000000.0,4127000000.0,0.57,-2542000000.0,3206000000,0.0,,21879000000.0,,,1959649123.0,42325000000.0,3206000000,207797000000.0,-183000000.0,54652000000.0,,4839000000.0,5762000000.0,18010000000.0,11171000000.0,224615000000.0,85816000000.0,42802000000,-4682000000.0,4471000000.0,279267000000.0,1117000000.0,293613000000.0,36305000000.0,1165000000.0,1162000000,51678000000.0,32412000000.0,28405000000.0,10614000000.0,-8563000000.0,-98000000.0,15648000000.0,3016000000.0,32773000000.0,33834000000.0,,13561000000.0,4836000000.0,1831000000.0,,0.64,168101000000.0,,5762000000.0,8968000000.0,,,,,,
2004-09-30,7014000000.0,,31330000000.0,15648000000.0,17416000000.0,19000000.0,,210000000.0,752000000.0,,-30112000000.0,-4851000000.0,1867000000.0,-5301000000.0,-4000000.0,-794000000.0,-26000000.0,,73016000000.0,4944000000.0,1582000000.0,0.15,1772000000.0,2179000000,0.0,,22399000000.0,,,1829000000.0,42904000000.0,2179000000,204914000000.0,-183000000.0,54248000000.0,,,5860000000.0,13914000000.0,11255000000.0,219548000000.0,83764000000.0,38996000000,-1571000000.0,93000000.0,273796000000.0,216000000.0,288678000000.0,33846000000.0,266000000.0,480000000,49783000000.0,34597000000.0,-29521000000.0,10981000000.0,1990000000.0,57000000.0,17416000000.0,3340000000.0,31849000000.0,30957000000.0,,14069000000.0,5058000000.0,1829000000.0,,0.15,164707000000.0,,5860000000.0,8039000000.0,,,,,,
2004-12-31,7271000000.0,,34076000000.0,17416000000.0,23511000000.0,19000000.0,,-380000000.0,-318000000.0,,-31013000000.0,-1596000000.0,1635000000.0,4068000000.0,-110000000.0,1258000000.0,-24000000.0,,75564000000.0,6551000000.0,1129000000.0,,4653000000.0,779000000,0.0,,21489000000.0,-20001000000.0,,,44551000000.0,779000000,210156000000.0,-183000000.0,52676000000.0,,,7264000000.0,10565000000.0,11175000000.0,223056000000.0,82498000000.0,45262000000,-873000000.0,4955000000.0,275732000000.0,104000000.0,292654000000.0,30676000000.0,104000000.0,-1000000,43912000000.0,43764000000.0,-5137000000.0,10766000000.0,-6477000000.0,58000000.0,23511000000.0,5971000000.0,31187000000.0,37219000000.0,,16045000000.0,6171000000.0,,,,172973000000.0,,7264000000.0,8043000000.0,,,,,,
2005-03-31,7011000000.0,,34323000000.0,23510000000.0,23345000000.0,19000000.0,,314000000.0,1549000000.0,,-31013000000.0,-2844000000.0,1964000000.0,-9428000000.0,-21000000.0,-150000000.0,-14000000.0,,74408000000.0,5176000000.0,1931000000.0,0.6,-165000000.0,3303000000,0.0,,24169000000.0,3964000000.0,,2020000000.0,43395000000.0,3303000000,195390000000.0,-183000000.0,55561000000.0,,,6280000000.0,10978000000.0,12205000000.0,208511000000.0,85198000000.0,45136000000,-1922000000.0,2332000000.0,264072000000.0,1212000000.0,280588000000.0,31866000000.0,1212000000.0,1177000000,43385000000.0,32475000000.0,7020000000.0,11482000000.0,4224000000.0,57000000.0,23345000000.0,,31392000000.0,35553000000.0,,15670000000.0,3864000000.0,1836363636.0,,0.66,161262000000.0,,6280000000.0,9583000000.0,,,,,,
2005-06-30,6679000000.0,,39481000000.0,23345000000.0,30133000000.0,19000000.0,,-301000000.0,726000000.0,,-31013000000.0,-728000000.0,1719000000.0,-944000000.0,15000000.0,-2611000000.0,,,73294000000.0,9160000000.0,464000000.0,0.47,6788000000.0,1725000000,0.0,,23853000000.0,8214000000.0,,2012765957.0,42281000000.0,1725000000,194265000000.0,-184000000.0,97764000000.0,,,6110000000.0,9348000000.0,12966000000.0,164061000000.0,82569000000.0,44548000000,-529000000.0,8432000000.0,261825000000.0,946000000.0,276834000000.0,29042000000.0,946000000.0,943000000,15000000.0,33859000000.0,29671000000.0,11550000000.0,-1039000000.0,69000000.0,30133000000.0,,73911000000.0,36713000000.0,,14203000000.0,5605000000.0,1854901961.0,,0.51,158441000000.0,,6110000000.0,7835000000.0,,,,,,
2005-09-30,6072000000.0,,37393000000.0,30133000000.0,28200000000.0,19000000.0,,-140000000.0,-377000000.0,,-31013000000.0,-1890000000.0,1976000000.0,-6951000000.0,1000000.0,-2454000000.0,,,72900000000.0,5767000000.0,1468000000.0,-0.15,-1254000000.0,1159000000,0.0,66000000.0,22991000000.0,6051000000.0,,1853000000.0,41887000000.0,1159000000,173544000000.0,-185000000.0,94373000000.0,,,6165000000.0,9193000000.0,12497000000.0,158877000000.0,94751000000.0,40856000000,-2292000000.0,3877000000.0,253250000000.0,-284000000.0,268295000000.0,42181000000.0,-284000000.0,-291000000,12522000000.0,27422000000.0,16789000000.0,11687000000.0,-220000000.0,133000000.0,28200000000.0,,71382000000.0,33532000000.0,,13987000000.0,4617000000.0,1853000000.0,,-0.15,141738000000.0,,6165000000.0,7324000000.0,,,,,,
2005-12-31,5945000000.0,,42543000000.0,28200000000.0,31499000000.0,19000000.0,,-385000000.0,98000000.0,,-32617000000.0,-2055000000.0,1984000000.0,-3328000000.0,-121000000.0,-3562000000.0,,,73324000000.0,1576000000.0,2291000000.0,,2620000000.0,1306000000,0.0,75000000.0,22813000000.0,-19866000000.0,,,40707000000.0,1306000000,200142000000.0,-186000000.0,95790000000.0,,,6102000000.0,11044000000.0,12461000000.0,159607000000.0,69334000000.0,46549000000,-1535000000.0,-479000000.0,255397000000.0,150000000.0,269476000000.0,22682000000.0,150000000.0,399000000,0.0,26950000000.0,-44288000000.0,10271000000.0,4492000000.0,638000000.0,31499000000.0,,72977000000.0,39141000000.0,,12957000000.0,5275000000.0,,,,154332000000.0,,6102000000.0,7408000000.0,,,,,,
2006-03-31,,,39071000000.0,28410000000.0,21179000000.0,18000000.0,,-843000000.0,-1971000000.0,,-32617000000.0,-1838000000.0,346000000.0,-3355000000.0,126000000.0,-3156000000.0,,,73558000000.0,-194000000.0,4501000000.0,-0.64,-7231000000.0,-1919000000,0.0,42000000.0,24005000000.0,993000000.0,,1854687500.0,40941000000.0,-1919000000,194194000000.0,-186000000.0,99517000000.0,,,4627000000.0,17892000000.0,11088000000.0,156388000000.0,74882000000.0,41055000000,-6735000000.0,-2032000000.0,255905000000.0,-1187000000.0,269076000000.0,21102000000.0,-1187000000.0,-1187000000,0.0,30351000000.0,291000000.0,11962000000.0,-3731000000.0,79000000.0,21179000000.0,112810000000.0,75512000000.0,38347000000.0,6072000000.0,12049000000.0,5284000000.0,1854687500.0,,-0.64,151104000000.0,,4627000000.0,2708000000.0,,,,,,
2006-06-30,,,40618000000.0,21179000000.0,27985000000.0,19000000.0,,-320000000.0,-557000000.0,,-32617000000.0,-1565000000.0,2178000000.0,939000000.0,-37000000.0,-262000000.0,,,74256000000.0,10654000000.0,6746000000.0,-0.14,6810000000.0,1106000000,0.0,192000000.0,23595000000.0,10901000000.0,,1814285714.0,41639000000.0,1106000000,201516000000.0,-188000000.0,102068000000.0,,,4692000000.0,12633000000.0,10646000000.0,159207000000.0,75432000000.0,41965000000,-4435000000.0,9089000000.0,261275000000.0,-254000000.0,276948000000.0,20522000000.0,-254000000.0,-256000000,0.0,33034000000.0,23722000000.0,12116000000.0,-4975000000.0,205000000.0,27985000000.0,106554000000.0,78473000000.0,36167000000.0,6392000000.0,14619000000.0,5729000000.0,1814285714.0,,-0.14,153478000000.0,,4692000000.0,5798000000.0,,,,,,
2006-09-30,861000000.0,,40627000000.0,27985000000.0,25511000000.0,19000000.0,,-1157000000.0,-6357000000.0,,-32617000000.0,-1839000000.0,1936000000.0,1617000000.0,-123000000.0,-785000000.0,-42000000.0,,101404000000.0,6517000000.0,3949000000.0,-2.79,-2478000000.0,-5037000000,0.0,121000000.0,22738000000.0,12069000000.0,,1881003584.0,68787000000.0,-5037000000,168386000000.0,-94000000.0,100103000000.0,,,4593000000.0,15116000000.0,5608000000.0,157184000000.0,99079000000.0,37110000000,-6301000000.0,4678000000.0,257287000000.0,-5248000000.0,267465000000.0,19699000000.0,-5248000000.0,-5248000000,0.0,0.0,-35861000000.0,11997000000.0,-10609000000.0,61000000.0,25511000000.0,114689000000.0,77365000000.0,37554000000.0,5535000000.0,9163000000.0,2774000000.0,1881003584.0,,-2.79,154410000000.0,,4593000000.0,-444000000.0,,,,,,
2006-12-31,1098000000.0,,55622000000.0,25511000000.0,28894000000.0,19000000.0,,-147000000.0,-5688000000.0,27676000000.0,-38518000000.0,-1606000000.0,2453000000.0,16072000000.0,-305000000.0,-7846000000.0,-44000000.0,,77023000000.0,-7366000000.0,3260000000.0,,3383000000.0,-3468000000,0.0,76000000.0,23549000000.0,-25155000000.0,,,38505000000.0,-3468000000,182835000000.0,0.0,80220000000.0,,,5257000000.0,26728000000.0,-17000000.0,200640000000.0,95719000000.0,40318000000,-6207000000.0,-8972000000.0,280860000000.0,-5625000000.0,278554000000.0,45327000000.0,-5625000000.0,-5625000000,53523000000.0,0.0,53671000000.0,11578000000.0,-5549000000.0,-165000000.0,28894000000.0,106863000000.0,24287000000.0,38529000000.0,5839000000.0,-3465000000.0,2744000000.0,,4708000000.0,,144373000000.0,,5257000000.0,1789000000.0,,,,,,
2007-03-31,,,50020000000.0,28883000000.0,26867000000.0,19000000.0,,182000000.0,-44000000.0,,-38518000000.0,-1296000000.0,2718000000.0,-5387000000.0,-51000000.0,-9106000000.0,-31000000.0,,76156000000.0,984000000.0,6768000000.0,-0.15,-2016000000.0,2273000000,0.0,27000000.0,24480000000.0,1261000000.0,,1880000000.0,37638000000.0,2273000000,180256000000.0,,104098000000.0,,,5972000000.0,23153000000.0,956000000.0,170689000000.0,91954000000.0,43019000000,-2229000000.0,-312000000.0,274787000000.0,-282000000.0,272210000000.0,44066000000.0,-282000000.0,-284000000,249000000.0,0.0,-798000000.0,12525000000.0,2478000000.0,72000000.0,26867000000.0,106048000000.0,79618000000.0,34774000000.0,6308000000.0,-3710000000.0,3261000000.0,1880000000.0,,-0.15,167179000000.0,,5972000000.0,8245000000.0,,,,,,
2007-06-30,,,53194000000.0,26867000000.0,32000000000.0,19000000.0,,123000000.0,926000000.0,,-38518000000.0,-1341000000.0,2759000000.0,1357000000.0,0.0,-8146000000.0,0.0,,75821000000.0,4249000000.0,5320000000.0,0.31,5120000000.0,2987000000,0.0,24000000.0,25495000000.0,3532000000.0,,2419354839.0,37303000000.0,2987000000,186250000000.0,,106466000000.0,,,4952000000.0,21194000000.0,1707000000.0,173447000000.0,92968000000.0,44242000000,-2491000000.0,2908000000.0,279913000000.0,750000000.0,279218000000.0,45068000000.0,750000000.0,718000000,14000000.0,0.0,-3094000000.0,12614000000.0,-648000000.0,139000000.0,32000000000.0,108179000000.0,80971000000.0,36303000000.0,6344000000.0,-1946000000.0,3397000000.0,1875000000.0,,0.4,170036000000.0,,4952000000.0,7939000000.0,,,,,,
2007-09-30,1151000000.0,,80689000000.0,32000000000.0,27437000000.0,22000000.0,,162000000.0,-156000000.0,,,-1578000000.0,2949000000.0,-6677000000.0,220000000.0,-7272000000.0,0.0,,,8025000000.0,3422000000.0,-0.19,-4561000000.0,2936000000,0.0,101000000.0,25898000000.0,,,1882000000.0,37831000000.0,2793000000,214030000000.0,,107228000000.0,,,4904000000.0,53252000000.0,1326000000.0,166378000000.0,62133000000.0,41078000000,-4365000000.0,6447000000.0,273606000000.0,-380000000.0,276163000000.0,11051000000.0,-380000000.0,-318000000,0.0,0.0,-3608000000.0,12886000000.0,-5902000000.0,-143000000.0,27437000000.0,120455000000.0,81330000000.0,33238000000.0,5336000000.0,1163000000.0,3165000000.0,1882000000.0,,-0.19,163213000000.0,2661000000.0,4904000000.0,7840000000.0,,,,,,
2007-12-31,2069000000.0,-55689000000.0,73786000000.0,27437000000.0,35283000000.0,22000000.0,-6974000000.0,-1761000000.0,-4472000000.0,28275000000.0,-36561000000.0,-1807000000.0,2717000000.0,5465000000.0,-231000000.0,-558000000.0,0.0,,72800000000.0,3842000000.0,3150000000.0,,7846000000.0,323000000,19277000000.0,98000000.0,20832000000.0,,1989000000.0,,36239000000.0,-1755000000,212090000000.0,0.0,76779000000.0,,,5341000000.0,38503000000.0,-1485000000.0,195436000000.0,67174000000.0,44116000000,-2338000000.0,2035000000.0,272215000000.0,-2811000000.0,279264000000.0,22513000000.0,-2811000000.0,-2711000000,32075000000.0,0.0,54273000000.0,10121000000.0,-2411000000.0,-2567000000.0,35283000000.0,117263000000.0,971000000.0,38452000000.0,2069000000.0,5628000000.0,3034000000.0,,4093000000.0,,140255000000.0,2853000000.0,5341000000.0,5664000000.0,,,,,,
2008-03-31,,,49090000000.0,35283000000.0,33751000000.0,22000000.0,,97000000.0,320000000.0,,-36561000000.0,-1490000000.0,2542000000.0,-687000000.0,-115000000.0,657000000.0,,,73568000000.0,1056000000.0,13527000000.0,0.05,-1532000000.0,2634000000,0.0,63000000.0,23964000000.0,926000000.0,,2000000000.0,37007000000.0,2634000000,178232000000.0,,96822000000.0,,,5081000000.0,15339000000.0,-1372000000.0,177514000000.0,104681000000.0,43513000000,-13531000000.0,-434000000.0,274336000000.0,100000000.0,282913000000.0,62279000000.0,100000000.0,101000000,5408000000.0,0.0,-315000000.0,11721000000.0,-1873000000.0,136000000.0,33751000000.0,108858000000.0,72858000000.0,35798000000.0,2064000000.0,7111000000.0,2901000000.0,2000000000.0,,0.05,169205000000.0,,5081000000.0,7715000000.0,,,,,,
2008-06-30,,,49938000000.0,33751000000.0,30066000000.0,23000000.0,,-444000000.0,-9030000000.0,,-36561000000.0,-1638000000.0,2412000000.0,-3155000000.0,-152000000.0,131000000.0,,,68710000000.0,1120000000.0,14863000000.0,-3.88,-3685000000.0,-5788000000,0.0,81000000.0,24216000000.0,9802000000.0,,2237000000.0,32149000000.0,-5788000000,178817000000.0,,96597000000.0,,,7305000000.0,19872000000.0,-10040000000.0,168924000000.0,86480000000.0,41512000000,-19484000000.0,-518000000.0,265521000000.0,-8667000000.0,265297000000.0,49036000000.0,-8667000000.0,-8675000000,0.0,0.0,23409000000.0,12987000000.0,-2147000000.0,-638000000.0,30066000000.0,106928000000.0,72381000000.0,39995000000.0,2044000000.0,-1683000000.0,2899000000.0,2237000000.0,,-3.88,166025000000.0,,7305000000.0,1517000000.0,,,,,,
2008-09-30,466000000.0,,70980000000.0,30066000000.0,24894000000.0,24000000.0,,-462000000.0,-540000000.0,,,-1747000000.0,2626000000.0,-5651000000.0,-264000000.0,-571000000.0,,,,1093000000.0,21215000000.0,-0.06,-5172000000.0,2472000000,0.0,519000000.0,20358000000.0,,,2279000000.0,30253000000.0,2086000000,191594000000.0,,83289000000.0,,,4574000000.0,46086000000.0,-10169000000.0,159307000000.0,50471000000.0,32045000000,-16866000000.0,-654000000.0,242596000000.0,-129000000.0,242065000000.0,12316000000.0,-129000000.0,-78000000,0.0,0.0,-28252000000.0,12048000000.0,-9000000.0,-386000000.0,24894000000.0,108566000000.0,62931000000.0,24999000000.0,1339000000.0,-1989000000.0,2514000000.0,2279000000.0,,-0.06,156793000000.0,3065000000.0,4574000000.0,7046000000.0,,,,,,
2008-12-31,1593000000.0,-44562000000.0,65198000000.0,24894000000.0,22049000000.0,24000000.0,-13531000000.0,874000000.0,-5150000000.0,21759000000.0,-38237000000.0,-1821000000.0,2754000000.0,389000000.0,-73000000.0,-10085000000.0,0.0,,66802000000.0,-3448000000.0,14974000000.0,,-2845000000.0,-1917000000,14927000000.0,93000000.0,14772000000.0,,1767000000.0,,28565000000.0,-2396000000,173465000000.0,,68926000000.0,,,4456000000.0,43149000000.0,-16145000000.0,165518000000.0,44863000000.0,29192000000,-14873000000.0,-5269000000.0,234444000000.0,-5976000000.0,218328000000.0,10005000000.0,-5976000000.0,-6024000000,16772000000.0,0.0,46607000000.0,8618000000.0,886000000.0,-479000000.0,22049000000.0,99649000000.0,11336000000.0,26653000000.0,1593000000.0,-17311000000.0,2035000000.0,,3667000000.0,,132929000000.0,1592000000.0,4456000000.0,2539000000.0,,,,,,
2009-03-31,189000000.0,-6032000000.0,63368000000.0,22049000000.0,21093000000.0,24000000.0,-16395000000.0,-204000000.0,-1620000000.0,17715000000.0,,-1366000000.0,1936000000.0,-4850000000.0,-50000000.0,-10624000000.0,,,,4161000000.0,20380000000.0,-0.6,-956000000.0,-1013000000,0.0,0.0,,,,2397000000.0,23779000000.0,316000000,159341000000.0,,85026000000.0,,,3727000000.0,42275000000.0,-17782000000.0,134585000000.0,43793000000.0,24778000000,-22151000000.0,2795000000.0,219611000000.0,-1427000000.0,203134000000.0,15233000000.0,-1427000000.0,-1416000000,4651000000.0,0.0,9708000000.0,6575000000.0,705000000.0,1216000000.0,21093000000.0,,54429000000.0,21662000000.0,38000000.0,-17577000000.0,1706000000.0,2397000000.0,,-0.6,128228000000.0,1736000000.0,4129000000.0,3116000000.0,,,,,,
2009-06-30,193000000.0,-7290000000.0,61942000000.0,21093000000.0,24011000000.0,33000000.0,-17556000000.0,25000000.0,2371000000.0,16564000000.0,,-1022000000.0,1686000000.0,-8341000000.0,-471000000.0,-9005000000.0,,,,5618000000.0,18704000000.0,0.69,2918000000.0,159000000,0.0,1651000000.0,,,,3351000000.0,24801000000.0,4057000000,155484000000.0,,86333000000.0,,,3165000000.0,37931000000.0,-15521000000.0,123275000000.0,44706000000.0,27189000000,-15215000000.0,4596000000.0,209608000000.0,2261000000.0,200190000000.0,14913000000.0,2261000000.0,2346000000,4628000000.0,0.0,9815000000.0,6603000000.0,4997000000.0,3711000000.0,24011000000.0,,55798000000.0,23446000000.0,42000000.0,-10743000000.0,1788000000.0,3001000000.0,,0.75,116859000000.0,1742000000.0,3584000000.0,3743000000.0,,,,,,
2009-09-30,182000000.0,-7892000000.0,67169000000.0,24011000000.0,25798000000.0,33000000.0,-12121000000.0,139000000.0,1215000000.0,17533000000.0,,-1003000000.0,1748000000.0,-1380000000.0,-222000000.0,-8704000000.0,,,,5851000000.0,18294000000.0,0.29,1787000000.0,2640000000,0.0,619000000.0,,,,3584000000.0,24812000000.0,2963000000,156638000000.0,,87893000000.0,,,3076000000.0,41371000000.0,-14524000000.0,122483000000.0,46468000000.0,30892000000,-24095000000.0,4848000000.0,210376000000.0,997000000.0,203106000000.0,16223000000.0,997000000.0,1076000000,4709000000.0,0.0,11581000000.0,6560000000.0,-2906000000.0,192000000.0,25798000000.0,,55151000000.0,25176000000.0,43000000.0,-8675000000.0,2644000000.0,3259000000.0,,0.31,115130000000.0,1544000000.0,3076000000.0,5716000000.0,,,,,,
2009-12-31,209000000.0,-5178000000.0,60098000000.0,25798000000.0,21441000000.0,34000000.0,-15822000000.0,109000000.0,1060000000.0,17714000000.0,-35404000000.0,-1170000000.0,637000000.0,-8388000000.0,-2827000000.0,-10864000000.0,,,60182000000.0,412000000.0,18944000000.0,,-4357000000.0,2427000000,12330000000.0,180000000.0,14594000000.0,,1656000000.0,,24778000000.0,1697000000,150131000000.0,,50773000000.0,,,3290000000.0,38657000000.0,-13599000000.0,150592000000.0,44719000000.0,35449000000,-17328000000.0,-758000000.0,201365000000.0,886000000.0,194850000000.0,14742000000.0,886000000.0,951000000,3157000000.0,0.0,8403000000.0,5450000000.0,3673000000.0,-6139000000.0,21441000000.0,84583000000.0,570000000.0,29732000000.0,,-7820000000.0,2375000000.0,,3162000000.0,,115373000000.0,1550000000.0,3290000000.0,5717000000.0,,,,,,
