date,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,quarterlyRepaymentOfDebt,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyNetPPE,quarterlyEbitda,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentAssets,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherNonCurrentAssets,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyDeferredIncomeTax
1990-12-31,,,6767800000.0,0.0,6767800000.0,800000000.0,,-478900000.0,-997400000.0,50187500000.0,-18486800000.0,-26011200000.0,2460600000.0,3619000000.0,529100000.0,,,,40694600000.0,2000000000.0,108581100000.0,,1196900000.0,-118200000,26418700000.0,,10897200000.0,,,,22207800000.0,2402100000,28984300000.0,-460100000.0,87503400000.0,2520300000.0,-3084300000.0,3128000000.0,,21175500000.0,62121200000.0,144678400000.0,24190800000,-95650000000.0,-24011200000.0,149624600000.0,-518500000.0,173662700000.0,122470600000.0,-518500000.0,-518500000,13686200000.0,11564100000.0,7788600000.0,7115400000.0,-4618400000.0,1612100000.0,0.0,,,18660700000.0,,24038100000.0,3103200000.0,,,,45331800000.0,,5648300000.0,5530100000.0,,,,,,
1991-03-31,,,7479900000.0,6767800000.0,7479900000.0,800000000.0,,-294300000.0,-1178700000.0,3277400000.0,-19422000000.0,-1401100000.0,2430500000.0,-1951100000.0,-36600000.0,,,,40945900000.0,1462200000.0,12403300000.0,-0.94,712100000.0,1187100000,12788900000.0,,6540600000.0,,,940851064.0,21523900000.0,1553800000,29656900000.0,-703200000.0,22606900000.0,366700000.0,1979900000.0,1448800000.0,,19937900000.0,122847800000.0,137988200000.0,21341000000,-12461500000.0,61100000.0,145454700000.0,-884400000.0,167645100000.0,116464300000.0,-884400000.0,-884400000,30820000000.0,12374100000.0,2954900000.0,6646400000.0,1495600000.0,87100000.0,0.0,,,18338400000.0,,22190400000.0,2770100000.0,940851064.0,,-0.94,89257700000.0,,1815500000.0,3002600000.0,,,,,,
1991-06-30,,,6894300000.0,0.0,6894300000.0,800000000.0,,15700000.0,-307800000.0,2621200000.0,-19422000000.0,-1236800000.0,2270900000.0,-1296400000.0,-338700000.0,,,,40484700000.0,2687300000.0,18959300000.0,-0.35,-585600000.0,1869300000,13817300000.0,,6627400000.0,,,924285714.0,21062700000.0,2231200000,29936500000.0,-189200000.0,23065900000.0,361900000.0,2648900000.0,1524000000.0,,19425200000.0,122184800000.0,136693600000.0,23846700000,-18768500000.0,1450500000.0,145250700000.0,-323500000.0,166630100000.0,115630900000.0,-323500000.0,-323500000,31007300000.0,12445900000.0,-883100000.0,5605600000.0,-1929100000.0,107200000.0,0.0,,,20091500000.0,,21379400000.0,2708000000.0,924285714.0,,-0.35,88469500000.0,,1885900000.0,3755200000.0,,,,,,
1991-09-30,,,6282400000.0,0.0,6282400000.0,800000000.0,,70600000.0,-503800000.0,1745300000.0,-19422000000.0,-1540800000.0,2249700000.0,1715200000.0,-5792100000.0,,,,40834600000.0,1455100000.0,,-0.61,-611900000.0,1576000000,12368400000.0,,7414700000.0,,,941639344.0,21412600000.0,1945900000,23820900000.0,-291800000.0,21528400000.0,369900000.0,1659600000.0,1433700000.0,,18659000000.0,128286800000.0,147238000000.0,21116700000,,-85700000.0,149815200000.0,-574400000.0,171058900000.0,125825400000.0,-574400000.0,-574400000,32597300000.0,6404700000.0,-2195400000.0,6276600000.0,-3868800000.0,167400000.0,0.0,,,17737100000.0,,21243700000.0,2732000000.0,941639344.0,,-0.61,92957500000.0,,1803600000.0,3379600000.0,,,,,,
1991-12-31,,,8133200000.0,0.0,8133200000.0,800000000.0,,-187400000.0,-663100000.0,47194700000.0,-19422000000.0,-1668600000.0,2268100000.0,3002400000.0,-475400000.0,,,,41944300000.0,2515800000.0,,,1850800000.0,1351700000,27187300000.0,,10296700000.0,,,,22522300000.0,6031500000,26249900000.0,257500000.0,84678700000.0,4679800000.0,-3557200000.0,1746100000.0,,17990800000.0,66260400000.0,148179500000.0,21981900000,,847200000.0,150939100000.0,-497700000.0,174429400000.0,125657200000.0,-475700000.0,-475700000,13212400000.0,8658700000.0,-15687400000.0,6215300000.0,-3880800000.0,157500000.0,0.0,,,14204300000.0,,23490300000.0,2829700000.0,,,,50218300000.0,,6425900000.0,7777600000.0,,,,,,
1992-03-31,,,9063700000.0,8133200000.0,9063700000.0,800000000.0,,343300000.0,681200000.0,1661400000.0,-19991000000.0,-1253900000.0,2159900000.0,-1839600000.0,-5313900000.0,,,,41918300000.0,4901500000.0,15081700000.0,0.29,930500000.0,2755600000,34048600000.0,,8092600000.0,,,998620690.0,21927300000.0,3220000000,21309700000.0,-248000000.0,43802600000.0,464400000.0,4099200000.0,1374700000.0,,18080700000.0,107333000000.0,152971700000.0,24557500000,-17238000000.0,3647600000.0,151135600000.0,289600000.0,174281400000.0,131044400000.0,337900000.0,337900000,10261900000.0,2814500000.0,1703700000.0,6151700000.0,-1654500000.0,104300000.0,0.0,,,19962800000.0,,23145800000.0,2887700000.0,998620690.0,,0.29,94183400000.0,,1839100000.0,4594700000.0,,,,,,
1992-06-30,,,7516200000.0,0.0,7516200000.0,1081300000.0,,636700000.0,1139100000.0,1282300000.0,-19991000000.0,-1248200000.0,2014800000.0,-729200000.0,3700400000.0,,,,42635900000.0,4176800000.0,17285300000.0,0.47,-1547500000.0,3003300000,28687400000.0,,8399600000.0,,,966170213.0,22644900000.0,3484200000,40944600000.0,-242400000.0,38369300000.0,480900000.0,3193500000.0,1504700000.0,,18340500000.0,116372000000.0,138155600000.0,26842700000,-15792000000.0,2928600000.0,154741300000.0,454100000.0,179100200000.0,115510700000.0,502400000.0,502400000,18225000000.0,24348400000.0,-5594600000.0,5939600000.0,-5349500000.0,180100000.0,0.0,,,21853800000.0,,24358900000.0,3632200000.0,966170213.0,,0.47,94514800000.0,,1985600000.0,4988900000.0,,,,,,
1992-09-30,,,6459700000.0,0.0,6459700000.0,1082000000.0,,-114300000.0,-273200000.0,1316400000.0,-19991000000.0,-1499700000.0,1906200000.0,-1413800000.0,-1034900000.0,,,,42821200000.0,-420600000.0,19055700000.0,-0.23,-1056500000.0,1444800000,13173900000.0,98000000.0,8426900000.0,,,900869565.0,22830200000.0,1979100000,26051000000.0,-243500000.0,22917200000.0,534300000.0,-796000000.0,1495000000.0,,17938300000.0,129785100000.0,150751600000.0,23325300000,-116655300000.0,-1920300000.0,152702300000.0,-207200000.0,176802600000.0,127921400000.0,-158900000.0,-158900000,31007000000.0,8250100000.0,99327000000.0,6462100000.0,486400000.0,214700000.0,0.0,,,19851200000.0,,24100300000.0,3888800000.0,900869565.0,,-0.23,94889300000.0,,2029300000.0,3474100000.0,,,,,,
1992-12-31,,,6686100000.0,0.0,6686100000.0,1082600000.0,,-571000000.0,-1754200000.0,49068000000.0,-19991000000.0,-1787700000.0,1835600000.0,4098400000.0,-706700000.0,,,,42151000000.0,2858000000.0,10374900000.0,,226400000.0,-82600000,10301100000.0,1325500000.0,9575100000.0,,,,22160000000.0,5193500000,131162300000.0,-243500000.0,68944200000.0,5276100000.0,-5935100000.0,1855200000.0,,9628400000.0,95765600000.0,49382900000.0,25406800000,86371500000.0,1070300000.0,164709800000.0,-8130900000.0,180545200000.0,27222900000.0,-8066400000.0,-1183200000,41866300000.0,8629200000.0,-101255800000.0,5451300000.0,-6293100000.0,169600000.0,0.0,,,18358100000.0,,15835400000.0,2949300000.0,,,,50950000000.0,,7131300000.0,7048700000.0,,,,,,
1993-03-31,,,8936000000.0,6686000000.0,8936000000.0,1256000000.0,,468000000.0,1040000000.0,1050000000.0,-20691000000.0,-1289000000.0,1856000000.0,1795000000.0,-657000000.0,,,,42970000000.0,4664000000.0,60308000000.0,0.49,2250000000.0,2790000000,27695000000.0,173000000.0,8702000000.0,,,1020408163.0,22279000000.0,3464000000,21087000000.0,-276000000.0,37447000000.0,674000000.0,3418000000.0,1491000000.0,,9924000000.0,129287000000.0,165446000000.0,26763000000,-25503000000.0,3375000000.0,166734000000.0,500000000.0,186533000000.0,143167000000.0,572000000.0,572000000,26418000000.0,3254000000.0,-37745000000.0,5872000000.0,-4229000000.0,132000000.0,0.0,,,21808000000.0,,19799000000.0,3049000000.0,1000000000.0,,0.5,99820000000.0,,2165000000.0,4955000000.0,,,,,,
1993-06-30,,,9149000000.0,0.0,9149000000.0,1257000000.0,,570000000.0,1345000000.0,763000000.0,-20691000000.0,-1743000000.0,1813000000.0,3943000000.0,-479000000.0,,,,43205000000.0,4343000000.0,58328000000.0,0.66,213000000.0,3042000000,26311000000.0,1000000.0,8924000000.0,,,1065151515.0,22514000000.0,3748000000,21648000000.0,-269000000.0,35998000000.0,706000000.0,2862000000.0,1681000000.0,,10430000000.0,138930000000.0,170220000000.0,29419000000,-21077000000.0,2600000000.0,174928000000.0,703000000.0,191868000000.0,147706000000.0,775000000.0,775000000,31380000000.0,3348000000.0,-43836000000.0,5298000000.0,-8328000000.0,165000000.0,0.0,,,23990000000.0,,16940000000.0,3025000000.0,963013699.0,,0.73,104525000000.0,,2387000000.0,5429000000.0,,,,,,
1993-09-30,,,6810000000.0,0.0,6810000000.0,1457000000.0,,32000000.0,495000000.0,749000000.0,-20691000000.0,-1746000000.0,1840000000.0,410000000.0,1335000000.0,,,,43434000000.0,2604000000.0,66485000000.0,0.4,-2339000000.0,2106000000,14229000000.0,201000000.0,8606000000.0,,,977500000.0,22743000000.0,2933000000,35773000000.0,-269000000.0,23584000000.0,827000000.0,1314000000.0,1495000000.0,,10624000000.0,154429000000.0,159524000000.0,24498000000,-151071000000.0,858000000.0,178013000000.0,391000000.0,195297000000.0,136781000000.0,463000000.0,463000000,31221000000.0,17823000000.0,80280000000.0,5565000000.0,-5323000000.0,260000000.0,0.0,,,20070000000.0,,17284000000.0,3390000000.0,977500000.0,,0.4,119818000000.0,,2322000000.0,4428000000.0,,,,,,
1993-12-31,,,8222000000.0,0.0,8222000000.0,1458000000.0,,280000000.0,999000000.0,56992000000.0,-20691000000.0,-2036000000.0,1780000000.0,4796000000.0,-3322000000.0,,,,43750000000.0,2396000000.0,-70768000000.0,,1412000000.0,2664000000,12951000000.0,394000000.0,10650000000.0,,,,23059000000.0,3521000000,22482000000.0,-272000000.0,80593000000.0,857000000.0,820000000.0,1824000000.0,,11071000000.0,101313000000.0,176456000000.0,27841000000,83417000000.0,360000000.0,181906000000.0,647000000.0,198938000000.0,153397000000.0,719000000.0,719000000,42953000000.0,5586000000.0,-16345000000.0,5538000000.0,-5577000000.0,133000000.0,0.0,,,22496000000.0,,17032000000.0,3376000000.0,,,,54984000000.0,,2681000000.0,5345000000.0,,,,,,
1994-03-31,,,7263000000.0,8222000000.0,7263000000.0,1562000000.0,,825000000.0,1729000000.0,835000000.0,-22738000000.0,-1700000000.0,1774000000.0,4177000000.0,241000000.0,,,,46430000000.0,4157000000.0,43988000000.0,0.83,-959000000.0,3820000000,13404000000.0,84000000.0,9953000000.0,,,1002409639.0,23692000000.0,4723000000,26749000000.0,-272000000.0,24192000000.0,903000000.0,2350000000.0,1503000000.0,,11704000000.0,156046000000.0,171684000000.0,30402000000,-51279000000.0,2457000000.0,180238000000.0,832000000.0,198433000000.0,147992000000.0,904000000.0,904000000,36093000000.0,10085000000.0,-294000000.0,5976000000.0,-9285000000.0,-280000000.0,0.0,,,24176000000.0,,18195000000.0,3573000000.0,1002409639.0,,0.83,116380000000.0,,2406000000.0,6226000000.0,,,,,,
1994-06-30,,,10856000000.0,0.0,10856000000.0,1466000000.0,,1161000000.0,2872000000.0,156000000.0,-22738000000.0,-1901000000.0,1831000000.0,5940000000.0,-145000000.0,,,,47416000000.0,7410000000.0,-37506000000.0,1.44,3593000000.0,4534000000,14952000000.0,211000000.0,10373000000.0,,,1138194444.0,24678000000.0,5731000000,29915000000.0,-297000000.0,25481000000.0,1197000000.0,4502000000.0,1821000000.0,,13117000000.0,164710000000.0,180164000000.0,33772000000,44771000000.0,5509000000.0,190191000000.0,1639000000.0,210079000000.0,155486000000.0,1711000000.0,1711000000,36204000000.0,10982000000.0,-15624000000.0,5704000000.0,-10260000000.0,205000000.0,0.0,,,26220000000.0,,19888000000.0,3761000000.0,1005521472.0,,1.63,124745000000.0,,3018000000.0,7552000000.0,,,,,,
1994-09-30,,,9235000000.0,0.0,9235000000.0,1659000000.0,,737000000.0,1861000000.0,96000000.0,-22738000000.0,-2477000000.0,1964000000.0,2195000000.0,304000000.0,,0.0,,48727000000.0,3219000000.0,2740000000.0,0.94,-1621000000.0,3650000000,15521000000.0,282000000.0,10954000000.0,,,1119148936.0,25989000000.0,5040000000,30333000000.0,-300000000.0,26571000000.0,1390000000.0,,1592000000.0,,13941000000.0,166604000000.0,184486000000.0,30622000000,-3123000000.0,742000000.0,193175000000.0,1052000000.0,214819000000.0,158497000000.0,1124000000.0,1124000000,36511000000.0,12152000000.0,-4290000000.0,6394000000.0,-7150000000.0,210000000.0,0.0,,,23990000000.0,,21644000000.0,3900000000.0,1011538462.0,,1.04,126193000000.0,,2982000000.0,6632000000.0,,,,,,
1994-12-31,,,13822000000.0,0.0,6220000000.0,2898000000.0,,606000000.0,2327000000.0,155000000.0,,-3392000000.0,-4848000000.0,5260000000.0,-9000000.0,189000000.0,0.0,316000000.0,,1843000000.0,938000000.0,,-3015000000.0,3191000000,0.0,138000000.0,10777000000.0,,7669000000.0,,27048000000.0,3352000000,28602000000.0,-336000000.0,27832000000.0,5846000000.0,,215000000.0,7602000000.0,15174000000.0,169863000000.0,190752000000.0,33643000000,-1469000000.0,-1549000000.0,197695000000.0,1498000000.0,219354000000.0,19543000000.0,1569000000.0,1721000000,26795000000.0,2006000000.0,-6378000000.0,6487000000.0,-10071000000.0,-6485000000.0,6220000000.0,,11599000000.0,28817000000.0,,21659000000.0,3906000000.0,,,,130816000000.0,9659000000.0,1635000000.0,4826000000.0,,,,,,
