date,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyFreeCashFlow,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyChangeInInventory,quarterlyCashAndCashEquivalents,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyCommonStockIssuance,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyEbitda,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyBasicEPS,quarterlyGrossPPE,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyResearchAndDevelopment,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable
2003-12-31,49499310.37,1268917594.0,-220688372.0,878361678.85,,29842232.37,4707039445.98,1483993361.99,8787145.4,107180000.0,286533515.38,9616021.1,5000000.0,162690680.65,5342790.38,0.0,0.0,664230000.0,,8787145.4,360097862.9,-141634008.62,2110829368.12,,1067439529.1,816439041.14,66639113.54,-326822.37,,2429476382.41,291958811.28,93715205.21,-197456748.28,816439041.14,1727585.9,,865938351.51,10325834.5,857414116.07,810900000.0,-13985604.47,906600239.1,-57000000.0,0.0,1629015456.9,68139051.62,104540221.39,-118873407.97,-101814964.03,9129024.7,,1286997903.15,30000000.0,-87735319.34,82558496.93,48452546.54,,1948138687.47,3223046083.99,,1286997903.15,-177983435.76,58068567.64,,,,,,,,,,,,,,
2004-03-31,49149660.37,1709578534.55,171465645.67,1087690759.22,,22637182.46,4845574365.59,1510238027.83,28367978.92,127180000.0,292862525.2,32611696.19,5000000.0,180344823.5,8997329.9,-940000.0,0.0,644790000.0,0.034983,28367978.92,374592507.32,-55761000.16,2209954335.0,,853174660.86,948486234.59,-32724378.17,-11141051.57,,2457844361.33,300749482.17,94228073.38,203568456.69,948486234.59,2862247.64,,997635894.96,9487053.51,943867142.56,810900000.0,30121.25,825342474.56,-170830000.0,840000.0,2084171041.87,73843025.15,93773124.44,-57744544.26,229210189.93,15736665.62,0.034983,1312417059.71,30000000.0,123143760.03,110926475.85,29526915.89,,2029609511.5,3335336337.76,,1312417059.71,143363177.54,62138612.08,,,,,,,,,,,,,,
2004-06-30,18840000.0,1562687593.14,-182034943.84,1152103215.38,,25345824.38,4887994454.22,1553988056.46,3440665.79,127180000.0,316244083.55,5503118.67,5000000.0,180492797.06,11654776.19,-13599719.82,0.0,689120000.0,,3440665.79,362223649.39,-61703350.13,2281826883.89,,846378572.62,861013185.38,84309647.62,-22887635.39,,2413697962.22,322051426.09,102199284.92,635896.91,861013185.38,36932972.32,,879853185.38,5359580.42,892465773.66,810900000.0,-7944740.57,948486234.59,-151130491.0,1937406.37,1924911242.53,40172223.3,65915447.04,-77414966.49,-104619977.35,17298970.26,,1347131550.06,20000000.0,-78569615.79,65713141.64,23411727.8,,2101334086.83,3334006397.76,,1347131550.06,-171170890.61,28914846.47,,,,,,,,,,,,,,
2004-09-30,18840000.0,1654334501.25,25254728.56,1210482802.89,,25152346.35,4987408076.83,1613383131.01,9225607.89,157180000.0,291656790.57,11142779.93,5000000.0,216617203.65,9812240.45,-4686091.4,0.0,722120000.0,0.011377,9225607.89,340244727.7,-71016892.01,2369858186.29,,823979103.61,857986673.1,-50761786.4,-53089992.15,,2423136737.03,296798185.0,101313511.4,22305932.52,857986673.1,5767800.1,,876826673.1,5082251.95,986154886.17,810900000.0,5290429.76,861013185.38,-70500000.0,-10000.0,1994579228.95,43446542.7,67186379.71,-77589129.18,102843857.74,12734195.12,0.011377,1406182243.83,20000000.0,-3026512.28,74938749.53,21079012.98,,2153240982.64,3374024945.82,,1406182243.83,50856283.54,32221792.91,,,,,,,,,,,,,,
2004-12-31,18562000.0,1385460887.76,-122833530.16,967659441.43,,35667333.97,5182878025.71,1688612027.42,14257348.17,109500000.0,289439794.53,14815247.44,196260508.34,148330184.47,10375357.43,2726005.83,0.0,937458830.03,,14257348.17,358198923.05,-67390256.97,2546387812.26,,1077924756.16,880824597.9,45254347.3,1280505.42,,2440229705.11,294367078.27,103345329.75,-261451298.01,880824597.9,9643180.49,,899386597.9,2224155.35,985681306.28,810900000.0,15725994.75,857986673.1,-374218325.4,2247389.1,1743659810.81,63831844.78,106188497.22,-95941657.84,-26891872.32,7433458.19,,1491439975.47,47680000.0,22837924.8,22505890.5,29551872.08,,2398057627.79,3494265998.29,,1491439975.47,-88127217.76,44367119.52,,,,,,,,,,,,,,
2005-03-31,18562000.0,1941660096.12,44991628.47,1366163037.6,,30688850.68,5516630863.87,1631928283.27,52170866.8,109500000.0,307148410.65,57023171.22,189312273.08,147422950.56,12793270.66,,0.0,933120605.28,0.064337,52170866.8,417460017.14,-38514699.06,2815007832.98,,923360269.57,981624099.36,65161232.64,-10438291.47,,2512310757.81,314855688.97,100686926.95,154564486.59,981624099.36,,,1000186099.36,2619707.95,1223670274.69,810900000.0,0.0,880824597.9,-172680000.0,62626946.09,2359120113.26,102604328.17,132389781.02,-38711764.07,83703392.54,10076712.4,0.064337,1439457469.31,20000000.0,100799501.46,84593300.36,31884488.46,,2667584882.42,3884702580.6,,1439457469.31,-4163880.32,88907659.68,,,,,,,,,,,,,,
2005-06-30,13110000.0,1839452137.84,-769292.34,1258719485.68,,33653131.36,5352578615.19,1632406912.27,51419572.43,30000000.0,313627786.61,53677173.24,182573259.56,79607005.72,12029336.53,,0.0,906057161.23,,51419572.43,418641347.72,-30336273.16,2625004720.04,,1048905034.23,791377006.53,-86966578.17,-16617343.82,,2545000635.59,319521687.89,100067373.36,-114861731.94,791377006.53,,,804487006.53,2926620.31,1070467721.84,810900000.0,184981.59,981624099.36,-204567866.81,0.0,2258093485.56,99119659.83,133676189.02,-30714172.65,29944880.31,11079162.7,,1442154247.33,99500000.0,-190247092.83,115740372.81,28120082.46,,2545397714.32,3720171702.92,,1442154247.33,-82778431.96,81797255.7,,,,,,,,,,,,,,
2005-09-30,13110000.0,1925942188.32,-8993525.09,1270449610.73,,26281793.62,5376625825.57,1622778593.19,43082172.13,,302142283.7,45909001.75,185564935.35,51307937.67,9738917.04,,0.0,813870675.14,0.053129,43082172.13,389016421.18,-15896557.26,2602910938.96,,1115393429.73,698659150.99,70192036.11,-36935027.37,,2588149951.26,307995846.8,98973051.66,-65855939.45,698659150.99,6042548.94,,711769150.99,3615971.1,1147365480.45,810900000.0,4056774.37,791377006.53,-313800000.0,0.0,2314958609.5,81020574.38,106957526.24,-22625256.89,13631731.8,19165113.15,0.053129,1435737885.79,94500000.01,-92717855.54,158822544.94,25027813.83,,2551603001.29,3753847232.38,,1435737885.79,-76406631.36,70936815.58,,,,,,,,,,,,,,
2005-12-31,10902520.0,1765919909.89,-13262247.39,959776870.53,,28418027.32,5098094541.36,1641391546.2,37808936.67,,297723047.11,37519764.78,185499251.78,54826077.59,8536947.34,,0.0,867785368.6,,37808936.67,371549846.7,-33287974.74,2291158537.46,,1148568922.06,616982949.0,-58203973.83,-10560807.86,,2621436752.12,302882215.22,98677683.8,-21129688.91,616982949.0,-2631399.49,,627885469.0,3361927.18,955704122.5,810900000.0,843405.26,698659150.99,-384467651.4,0.0,2137469756.59,68667631.48,103626965.99,-32304818.47,19042571.08,-16008352.67,,1457486538.54,50000000.0,-81676201.99,93839656.29,27579288.72,,2236332459.87,3456702995.16,,1457486538.54,-23936346.51,65099053.5,,,,,,,,,,,,,,
2006-03-31,11950520.0,2165076752.85,-58192613.4,1418021557.46,,30043744.64,5449943396.87,1620442162.82,60024013.86,,348710390.89,65680552.52,191175489.62,47533023.21,12080231.74,-15220682.5,0.0,857081945.67,0.074021,60024013.86,465348357.1,-26265464.62,2577219297.05,,1113419077.86,534991748.68,-8704400.47,-8818928.88,,2681548610.2,356578886.81,98463810.41,35191650.21,534991748.68,10016000.0,,546942268.68,4031914.56,1210421264.05,810900000.0,-165247.62,616982949.0,-111000000.0,,2630425109.95,108769470.29,141385675.82,-20990207.05,-37202406.35,8629642.0,0.074021,1429203462.12,30000000.0,-81991200.32,155750458.72,33581146.92,,2529686273.84,3829501234.05,,1429203462.12,-141550066.54,99261699.44,,,,,,,,,,,,,,
2006-06-30,1950520.0,2110145985.21,73557136.48,1469007743.95,,29567065.58,5466565284.24,1604543922.55,60024611.8,,372956985.71,62692921.17,182224758.13,53123611.37,9714577.12,-15.0,0.0,841448832.77,,60024611.8,477745705.03,28944315.46,2599295670.45,,1088649891.63,612939623.84,18418155.08,-13975057.74,,2685044855.66,379765436.74,97132125.62,18952126.82,612939623.84,41501007.01,,614890143.84,4424069.87,1127113034.04,810900000.0,6213297.95,534991748.68,-85586050.0,,2587891690.24,97980268.29,124974872.98,-22648491.21,96205627.69,16416339.46,,1443581914.96,30000000.0,77947875.16,159012070.52,29853702.56,,2546172059.08,3862021361.69,,1443581914.96,-19343179.94,92546623.73,,,,,,,,,,,,,,
2006-09-30,1950520.0,2191730204.81,-70825849.5,1575681251.24,,24055166.18,5656339847.94,1583184198.45,48912463.25,,357357736.83,50366978.81,163687770.29,52626075.16,9959520.8,-18298476.84,0.0,867768027.32,0.060319,48912463.25,451096009.94,-35216426.91,2758568002.25,,1210669126.64,465359714.35,42356585.16,-60916531.63,,2734084075.4,363794657.33,100323042.43,-121060857.22,465359714.35,51610.17,,467310234.35,3937390.78,1310507308.64,810900000.0,-506631.38,612939623.84,-208000000.0,,2642826214.75,87301352.61,108296543.33,-16401673.14,-54424176.36,20118573.29,0.060319,1420714489.09,47119023.81,-147579909.49,207924533.77,23914877.54,,2705941927.09,4073155649.49,,1420714489.09,-149372625.53,74281856.35,,,,,,,,,,,,,,
2006-12-31,0.0,2005275021.51,3891600.85,1356441652.87,,39338175.89,5409413035.71,1594701535.05,58366657.83,,293555212.57,60795878.56,166089379.65,71153853.25,15096907.3,-10000000.0,0.0,888199069.88,,58366657.83,416093459.97,-23430588.08,2455235708.43,,1326443190.41,489127579.61,-10388684.89,-39590366.63,,2788087947.63,298032327.22,111397998.07,-113526279.66,489127579.61,14913494.17,,489127579.61,4611755.34,1067798497.68,810900000.0,-123280.27,465359714.35,-406579844.58,,2421368481.48,118061132.75,158707379.92,-30409787.84,34301388.69,23430647.54,,1397970327.73,13393292.08,23767865.26,175904623.97,43476418.17,,2384081855.18,3814711500.66,,1397970327.73,-89288248.65,104272296.73,,,,,,,,,,,,,,
2007-03-31,0.0,2632375475.85,-17641475.38,1644898597.26,0.0,,5887687500.23,1776801323.9,75357902.32,0.0,326262183.75,81403936.11,56056545.37,116671567.36,12229851.24,0.0,0.0,970443540.87,0.09,75357902.32,459436490.06,-23575528.85,2849546263.15,837310026.0,1239149916.81,497125795.45,11155063.49,-13247891.46,837310026.0,2865722488.42,335497171.93,133031506.81,,497125795.45,0.0,53191062.43,497125795.45,0.0,1266191901.34,810900000.0,-278873.89,409140480.58,-230000000.0,0.0,3091811965.91,123939318.13,128367795.6,-23306826.84,,,0.09,1293084096.69,49724210.98,87985314.87,274045024.07,34734008.25,,2732874695.79,4110886176.33,0.0,1293084096.69,,116137944.36,,,,,,,,,,,,,,
2007-06-30,,2435296446.37,92824554.33,1797114849.98,,,6134317005.91,1755316186.55,82439716.62,,339757750.65,86616649.87,53632481.51,111838125.7,11877867.25,,0.0,971630606.41,,82439716.62,488594556.87,13127100.58,3081680643.27,,1173336004.08,525037338.09,-42336623.29,-27180987.66,,2880046605.01,350272503.08,131751555.78,,525037338.09,32354957.86,,525037338.09,0.0,1447981809.54,810900000.0,-280528.77,497125795.45,-133510521.62,,2923891003.24,138322053.79,148832678.64,-19026316.52,,,,1248486821.94,52915622.7,27911542.64,317031660.56,50338161.52,,2969842517.57,4379000819.36,,1248486821.94,,136954811.39,50812531.9,,,,,,,,,,,,,
2007-09-30,0.0,2625421462.33,-4559771.54,1874149993.89,0.0,,6149961160.27,1788681850.48,56337771.16,0.0,356625823.74,60278986.92,51105463.04,110684276.25,0.0,,0.0,977917196.75,0.07,56337771.16,456037787.69,-41591848.48,3045511845.17,804825302.0,1300682695.12,447057850.47,-20068351.85,-90824398.94,804825302.0,2936384376.17,365488931.76,130628923.11,,447057850.47,27313.71,0.0,447057850.47,0.0,1495918035.84,810900000.0,-291423.93,525037338.09,-229477798.61,,3081459250.02,90548855.93,85356630.37,-41387746.85,,,0.07,1262418911.57,48034540.59,-77979487.62,376514487.61,25077643.45,,2934827568.92,4361279309.79,,1262418911.57,,85356630.37,52246169.94,,,,,,,,,,,,,
2007-12-31,5511375.3,2558641583.27,182431487.5,1636713922.51,,,6206944098.78,1632668814.66,121011857.11,,504898998.64,116356145.73,52378911.91,124773801.34,69331557.62,,0.0,956487544.48,,121011857.11,664973077.87,-48646983.74,2912733348.43,,1418814313.47,719433938.24,18439639.1,-29578421.84,,3060348448.69,513275795.21,135703762.76,,753173534.25,-10091388.07,1343179.12,758684909.55,0.0,1556403649.7,810900000.0,83262.14,447057850.47,-387226168.47,100860137.0,3223614661.14,151697282.66,203144723.02,-38965976.09,,,,1333918038.05,-66288499.87,191936905.63,480833148.53,17457019.67,,2787959547.09,4574275284.12,,1333918038.05,,133813165.4,66288499.87,,,,,,,,,,,,,
2008-03-31,3233431.56,2051117397.12,-133266288.53,1225650794.42,0.0,,5327289804.35,1634956088.0,113618046.11,0.0,356535067.65,121154828.69,46528874.59,119612864.42,10629501.34,-17944010.0,0.0,468546900.86,0.14,113618046.11,464530673.31,-10368513.62,2027797808.73,811557472.0,1038881772.81,541395184.41,30323172.17,-8088637.56,811557472.0,3159526212.71,365374630.69,122723340.63,,592221509.71,47425657.6,1031505.36,595454941.27,0.0,1070565241.07,810900000.0,774663.04,719433938.24,-309817960.48,47328101.46,2515648070.43,99156042.62,164440161.88,-40642073.26,,,0.14,1278545625.9,49666598.87,-178038753.83,632529235.9,32655831.85,,1908184944.31,3692333716.35,0.0,1278545625.9,,153810660.54,67281412.98,,,,,,,,,,,,,
2008-06-30,3369088.68,1862615568.86,-37456970.8,1289975173.32,0.0,,5417797338.4,1620627360.32,53004767.35,0.0,344648980.27,52149823.19,44202914.46,116772500.13,12025581.76,-16840000.0,0.0,652054435.33,,53004767.35,433446470.38,-26843327.55,2174030311.76,,1109006344.53,611454353.47,-8106331.7,-72530379.72,,3110203546.89,351850455.69,121199009.79,,675565210.47,48679928.09,801888.04,678934299.15,75000000.0,996591307.39,810900000.0,701013.31,541395184.41,-47284350.18,5000000.0,2296062039.24,81596014.69,73751670.45,-59534859.82,,,,1315089292.5,63287223.17,70059169.06,579626216.18,9576265.5,,2057257811.63,3797169978.08,,1315089292.5,,61726088.69,67012605.46,,,,,,,,,,,,,
2008-09-30,2526707.58,483418543.23,16465701.6,351684777.78,,,4162410304.59,2236145773.38,-22835432.92,30000000.0,228865430.24,-27996932.61,37667919.94,138683553.41,2828755.41,-18279674.67,0.0,259181098.44,-0.028,-22835432.92,174970358.55,12703540.79,954389238.66,815551176.0,721172057.27,238488408.92,-24398862.48,-29233758.22,815551176.0,3086605083.14,233211081.79,98467756.99,,274669507.36,45853755.2,310585.02,277196214.94,150000000.0,371669266.12,810900000.0,4179278.79,611454353.47,177450329.58,,658388901.78,-58240723.24,-33277416.8,-19039669.31,,,-0.028,1201199792.18,41110476.43,50994632.73,631504295.43,-8109239.6,,815705685.25,1926264531.21,,1201199792.18,,-36106172.21,65848902.56,,,,,,,,,,,,,
2008-12-31,3008354.28,490291155.52,33379117.22,455127008.17,0.0,,4130903742.02,2244875547.27,37778353.32,30000000.0,240388970.73,26767772.13,42749434.38,154582315.47,4191920.3,-1500000.0,0.0,243275483.51,,37778353.32,275331264.5,-200210245.31,905993470.33,,633059499.43,365858279.07,24046134.51,-1586418.37,,3124842279.18,246505394.29,104036342.09,,381133762.58,-15422990.88,1312227.11,384142116.86,150000000.0,329196606.9,810900000.0,-176804283.03,238488408.92,-85905614.93,,765622420.02,28825870.21,43482435.73,-7765317.65,,,,1202397190.64,17742760.27,-162202789.93,632344256.55,12522743.3,,751411154.86,1886028194.75,,1202397190.64,,39290515.43,76047581.86,,,,,,,,,,,,,
2009-03-31,3632388.48,804429775.24,64621698.47,448940727.63,,,4158372312.08,2262474260.01,37795348.63,30000000.0,207524311.86,36600213.42,39971319.96,149816286.73,2555504.54,-6680000.0,0.0,208344734.9,0.047,37795348.63,231261189.99,-81996566.32,896279526.13,804156354.0,591284877.19,332607885.14,20443381.42,-2553949.82,804156354.0,3163210822.52,214052287.02,103373899.59,,345904099.73,5726112.44,1915317.61,349536488.21,150000000.0,355572720.09,810900000.0,-61105403.58,347394166.57,-91982908.61,,1035690965.23,17208902.97,45130041.96,-20115423.43,,,0.047,1190589890.14,17835703.7,-14786281.43,670139605.18,5974324.0,,746463239.4,1895898052.07,,1190589890.14,,42574537.42,73468754.95,,,,,,,,,,,,,
2009-06-30,4010312.46,638946399.96,145293255.29,420399869.49,0.0,,4198294538.23,2267402455.36,78768076.32,10000000.0,242054119.34,77991460.14,37312753.18,130569054.79,1984932.91,6680000.0,0.0,141280327.17,,78768076.32,269659892.09,89877711.58,890915839.18,,567589550.73,495698260.39,-12396065.08,-2128989.16,,3210277336.04,250233104.26,102755331.32,,519331599.48,28354472.85,2118173.23,523341911.94,120000000.0,389679669.09,810900000.0,66886750.4,332607885.14,-154292574.9,,908606292.05,19426787.83,83610195.65,-12107405.93,,,,1158140125.83,14900002.27,144626262.75,716471681.5,3633802.6,,760346784.39,1930892082.87,,1158140125.83,,81625262.74,76694024.32,,,,,,,,,,,,,
