date,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyOperatingExpense,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyPretaxIncome,quarterlyTotalAssets,quarterlyOtherCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBasicAverageShares,quarterlyNetIncomeCommonStockholders,quarterlyBasicEPS,quarterlyEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,quarterlyNetIncome,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,quarterlyStockBasedCompensation,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyOtherNonCashItems,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital
2011-12-31,,-61834000000.0,,1264000000.0,631000000.0,23634000000.0,8992000000.0,8044000000.0,2322000000.0,7459000000.0,,,11343000000.0,2200000000.0,,,,96083000000.0,2280000000.0,77548000000.0,8151000000.0,,10596000000.0,,,,,66491000000.0,,948000000.0,1246000000.0,,,18535000000.0,26172000000.0,85468000000.0,2284000000.0,1907000000.0,34192000000.0,,4905000000.0,,1829000000.0,8058000000.0,,40319000000.0,,27340000000.0,,27573000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,1221000000.0,575000000.0,23493000000.0,7402000000.0,7162000000.0,2316000000.0,,,,12028000000.0,174000000.0,,0.0,,90981000000.0,8989000000.0,75461000000.0,7489000000.0,,10596000000.0,,,0.0,,61948000000.0,,240000000.0,-5000000.0,,,15520000000.0,23584000000.0,,1939000000.0,33460000000.0,,,4865000000.0,,1783000000.0,7981000000.0,,38364000000.0,,27282000000.0,,27381000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,-63634000000.0,,1102000000.0,586000000.0,23662000000.0,8462000000.0,8321000000.0,2198000000.0,7331000000.0,,,11818000000.0,209000000.0,,,,89980000000.0,1396000000.0,73853000000.0,7697000000.0,,10596000000.0,,,,,63596000000.0,,141000000.0,-3080000000.0,,,16127000000.0,24917000000.0,87296000000.0,670000000.0,1042000000.0,31883000000.0,,4635000000.0,,1948000000.0,7590000000.0,,38679000000.0,,25773000000.0,,24306000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,1065000000.0,574000000.0,23070000000.0,6127000000.0,5795000000.0,2097000000.0,6315000000.0,,,11564000000.0,322000000.0,,0.0,,86085000000.0,2707000000.0,72423000000.0,7138000000.0,,10596000000.0,,,0.0,,59883000000.0,,332000000.0,-3051000000.0,,,13662000000.0,23097000000.0,23070000000.0,1571000000.0,873000000.0,29973000000.0,,4702000000.0,,1821000000.0,7046000000.0,,36786000000.0,,25439000000.0,,24335000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,-64218000000.0,,954000000.0,637000000.0,23157000000.0,6129000000.0,5916000000.0,1974000000.0,7100000000.0,,,11744000000.0,118000000.0,,,,85833000000.0,1561000000.0,71751000000.0,7540000000.0,,10596000000.0,,,,,59499000000.0,,213000000.0,-3037000000.0,,,14082000000.0,22156000000.0,87375000000.0,769000000.0,846000000.0,30295000000.0,,4360000000.0,,2009000000.0,6620000000.0,,37343000000.0,,24988000000.0,,24349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,944000000.0,662000000.0,22879000000.0,6395000000.0,5945000000.0,1910000000.0,4121000000.0,,,11834000000.0,147000000.0,,0.0,,85549000000.0,1718000000.0,71482000000.0,7141000000.0,,10596000000.0,,,0.0,,56976000000.0,,450000000.0,-722000000.0,,,14067000000.0,19039000000.0,22879000000.0,680000000.0,795000000.0,30661000000.0,,4395000000.0,,1829000000.0,6577000000.0,,37937000000.0,,24768000000.0,,26664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,-65285000000.0,,957000000.0,709000000.0,23314000000.0,7003000000.0,6758000000.0,1956000000.0,4891000000.0,,,11811000000.0,76000000.0,,,,88404000000.0,1463000000.0,68216000000.0,5775000000.0,,10596000000.0,,,,,56703000000.0,,245000000.0,2173000000.0,,,20188000000.0,20015000000.0,88599000000.0,677000000.0,677000000.0,29482000000.0,,4612000000.0,,1984000000.0,4835000000.0,,36688000000.0,,24784000000.0,,29559000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,1003000000.0,706000000.0,23429000000.0,6200000000.0,4861000000.0,1989000000.0,4368000000.0,,,11836000000.0,84000000.0,,0.0,,88463000000.0,1599000000.0,68746000000.0,5747000000.0,,10596000000.0,,,0.0,,56363000000.0,,1339000000.0,2657000000.0,,,19717000000.0,19515000000.0,23429000000.0,641000000.0,776000000.0,30109000000.0,,4627000000.0,,2014000000.0,4479000000.0,,36848000000.0,,24745000000.0,,30043000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,-68065000000.0,,879000000.0,763000000.0,25123000000.0,5752000000.0,4469000000.0,2136000000.0,4536000000.0,,,14327000000.0,85000000.0,,,,91430000000.0,1826000000.0,71330000000.0,6227000000.0,,10596000000.0,,,,,58163000000.0,,1283000000.0,3521000000.0,,,20100000000.0,21626000000.0,93188000000.0,983000000.0,792000000.0,29528000000.0,,4876000000.0,,2214000000.0,997000000.0,,36537000000.0,,27071000000.0,,30907000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,822000000.0,779000000.0,25307000000.0,7428000000.0,5817000000.0,2051000000.0,6187000000.0,,,14548000000.0,87000000.0,,0.0,,89791000000.0,1572000000.0,73845000000.0,6016000000.0,,10640000000.0,,,0.0,,56220000000.0,,1611000000.0,-1875000000.0,,,15946000000.0,22409000000.0,25307000000.0,932000000.0,635000000.0,26838000000.0,,4869000000.0,,2070000000.0,3590000000.0,,33811000000.0,,26995000000.0,,31422000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,-68274000000.0,,658000000.0,819000000.0,25912000000.0,8217000000.0,6355000000.0,5980000000.0,4759000000.0,,,14602000000.0,106000000.0,,,,94668000000.0,1580000000.0,75844000000.0,6211000000.0,,10640000000.0,,,,,61494000000.0,518000000.0,1862000000.0,-2614000000.0,,,18824000000.0,25386000000.0,94186000000.0,1073000000.0,608000000.0,28909000000.0,,4964000000.0,,2266000000.0,4012000000.0,,36108000000.0,,27156000000.0,,30688000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,631000000.0,772000000.0,26115000000.0,8741000000.0,6807000000.0,5809000000.0,4936000000.0,,,14481000000.0,108000000.0,,0.0,,93790000000.0,1755000000.0,74862000000.0,6252000000.0,,10640000000.0,,,0.0,,61189000000.0,512000000.0,1934000000.0,-3106000000.0,,,18928000000.0,25667000000.0,26115000000.0,1043000000.0,571000000.0,28362000000.0,,4999000000.0,,2203000000.0,3432000000.0,,35522000000.0,,27123000000.0,,30196000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,-70427000000.0,,611000000.0,827000000.0,26665000000.0,8675000000.0,5810000000.0,6741000000.0,6311000000.0,,,14339000000.0,110000000.0,,,,94714000000.0,1969000000.0,74035000000.0,6522000000.0,,10640000000.0,,,,,61772000000.0,,2865000000.0,-2814000000.0,,,20679000000.0,29036000000.0,97092000000.0,1101000000.0,521000000.0,26293000000.0,,5175000000.0,,2448000000.0,3788000000.0,,32736000000.0,,27095000000.0,,30488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,642000000.0,866000000.0,26818000000.0,7755000000.0,5406000000.0,100000000.0,5239000000.0,,,14042000000.0,114000000.0,,0.0,,94926000000.0,9150000000.0,73702000000.0,6238000000.0,,10640000000.0,,,0.0,,62189000000.0,,2349000000.0,-2976000000.0,,,21223000000.0,28254000000.0,26818000000.0,1043000000.0,521000000.0,27862000000.0,,5216000000.0,,,4035000000.0,,33935000000.0,,26850000000.0,,30326000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,-72206000000.0,,631000000.0,965000000.0,27693000000.0,8443000000.0,5634000000.0,58000000.0,7270000000.0,,,14073000000.0,186000000.0,,,,96592000000.0,8758000000.0,74701000000.0,6736000000.0,,10640000000.0,,,,,63343000000.0,,2809000000.0,-2633000000.0,,,21891000000.0,30296000000.0,99899000000.0,1152000000.0,462000000.0,26749000000.0,,5295000000.0,,,3946000000.0,,33047000000.0,,27174000000.0,,30669000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,-74012000000.0,,636000000.0,951000000.0,33792000000.0,11843000000.0,5960000000.0,114000000.0,5889000000.0,,,14518000000.0,133000000.0,,0.0,,103941000000.0,8403000000.0,80933000000.0,6486000000.0,-2991000000.0,10640000000.0,,,0.0,,71163000000.0,,5883000000.0,-2991000000.0,,,23009000000.0,29134000000.0,107804000000.0,1660000000.0,421000000.0,30125000000.0,,5527000000.0,,,3502000000.0,,42029000000.0,,27252000000.0,,30311000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
