date,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyNetIncome,quarterlyTaxProvision,quarterlyNetPPE,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDepreciationAndAmortization,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyChangeInInventory,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,quarterlyPurchaseOfInvestment,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment
2003-09-30,34236000.0,-5520000.0,-63956000.0,5611000.0,84285000.0,113322000.0,45164000,-19736000.0,45164000,28268000.0,707309000.0,1102565000.0,44121000.0,,-2509000.0,456089000.0,306868000.0,3784000.0,0.41,460579000.0,92828000.0,214649000.0,23875000.0,64549000.0,46074000.0,4000.0,45164000,2011249000.0,49858000.0,49858000.0,24233000.0,5935000.0,741545000.0,,,606343000.0,6803000.0,,4444000.0,388744000.0,0.4,-1001000.0,1413962000.0,849323000,81876000,1084648000.0,-22596000.0,,,,105751000,49858000.0,-16545000.0,,110475000.0,-46612000.0,524616000.0,597287000.0,73432000.0,1269704000.0,306868000.0,0.0,,,889346000.0,24453000.0,,-377339000.0,68527000.0,,,,,,,,
2003-12-31,43915000.0,2589000.0,-6767000.0,972000.0,-4296000.0,,31624000,-30846000.0,31272000,19796000.0,712702000.0,1113781000.0,58547000.0,,-1682000.0,422780000.0,308684000.0,-38371000.0,,404990000.0,84799000.0,173818000.0,23476000.0,-35142000.0,49858000.0,7000.0,31272000,1983071000.0,11487000.0,11487000.0,53305000.0,4892000.0,756617000.0,,,568275000.0,16797000.0,,-78236000.0,366678000.0,,-529000.0,1351827000.0,771668000,57994000,1107729000.0,-11216000.0,,,,81470000,11487000.0,-27308000.0,,,-15340000.0,497882000.0,631244000.0,51420000.0,1226454000.0,308684000.0,0.0,,,853945000.0,16387000.0,,-395027000.0,75102000.0,,,,,,,,
2004-03-31,47356000.0,35902000.0,-30152000.0,3089000.0,61040000.0,113817091.0,51343000,-32005000.0,51291000,32143000.0,710503000.0,1174001000.0,66658000.0,,-219000.0,374385000.0,430632000.0,1380000.0,0.46023,602020000.0,94299000.0,187646000.0,31743000.0,29035000.0,11487000.0,7000.0,51291000,2063280000.0,12867000.0,12867000.0,32557000.0,6317000.0,757859000.0,,,635674000.0,3077000.0,,-29070000.0,520898000.0,0.45356,-350000.0,1374388000.0,1122918000,90266000,1128127000.0,-60220000.0,,,,122009000,12867000.0,-29508000.0,,110932534.0,35951000.0,451853000.0,688892000.0,83486000.0,1305421000.0,430876000.0,0.0,,,922535000.0,24254000.0,,-417624000.0,77468000.0,,,,,,,,
2004-06-30,45622000.0,4334000.0,-43658000.0,7115000.0,102725000.0,114368816.0,53229000,-55088000.0,53235000,33329000.0,743945000.0,1189567000.0,114981000.0,,-158000.0,317976000.0,331055000.0,6950000.0,0.47357,486110000.0,99262000.0,198957000.0,24369000.0,47637000.0,12867000.0,7000.0,53235000,2125947000.0,19817000.0,19817000.0,28533000.0,4531000.0,789567000.0,,,629915000.0,6095000.0,,9420000.0,422302000.0,0.4669,255000.0,1366199000.0,908412000,91247000,1181717000.0,-15566000.0,,,,115616000,19817000.0,-52117000.0,,111829085.0,89186000.0,393813000.0,759748000.0,86558000.0,1336380000.0,331055000.0,0.0,,,972386000.0,27734000.0,,-437772000.0,75837000.0,,,,,,,,
2004-09-30,41965000.0,-14399000.0,-9562000.0,267000.0,54084000.0,113139000.0,51399000,-38201000.0,51393000,32180000.0,754374000.0,1194943000.0,76012000.0,,67000.0,350976000.0,328673000.0,7662000.0,0.46,473646000.0,100109000.0,210312000.0,24970000.0,15883000.0,19817000.0,7000.0,51393000,2146022000.0,27479000.0,27479000.0,35870000.0,4330000.0,796339000.0,,,636954000.0,46000.0,,-23277000.0,416515000.0,0.453333,366000.0,1383449000.0,890161000,87842000,1208994000.0,-5376000.0,,,,112812000,27479000.0,-36860000.0,,110952000.0,140579000.0,424301000.0,762573000.0,83579000.0,1349683000.0,328673000.0,0.0,,,959148000.0,27152000.0,,-454620000.0,73325000.0,,,,,,,,
2004-12-31,38323000.0,27550000.0,31234000.0,9999000.0,45945000.0,,32056000,-54472000.0,32069000,20069000.0,786212000.0,1201450000.0,122814000.0,,-2631000.0,438300000.0,334009000.0,28842000.0,,455150000.0,101969000.0,198479000.0,24877000.0,-8527000.0,27479000.0,8000.0,32069000,2201962000.0,56321000.0,56321000.0,51884000.0,4891000.0,824535000.0,,,587948000.0,-2710000.0,,-25051000.0,393656000.0,,814000.0,1479647000.0,848806000,59647000,1261032000.0,-6507000.0,,,-96373000.0,84524000,56321000.0,-48337000.0,,,172648000.0,518522000.0,722315000.0,52125000.0,1377427000.0,334009000.0,0.0,,,961125000.0,17687000.0,,-474820000.0,80222000.0,,,,,,,,
2005-03-31,37539000.0,39939000.0,-756000.0,6999000.0,134206000.0,109100450.0,68647000,-59497000.0,68647000,42976000.0,810342000.0,1309297000.0,165532000.0,,320000.0,430125000.0,480717000.0,75367000.0,0.64032,657433000.0,91233000.0,240146000.0,35203000.0,74709000.0,56321000.0,8000.0,68647000,2406383000.0,131688000.0,131688000.0,53538000.0,8911000.0,847881000.0,,,676626000.0,-2640000.0,,27757000.0,600931000.0,0.62698,452000.0,1646895000.0,1258364000,120214000,1315532000.0,-107847000.0,805000.0,,-42978000.0,155417000,131688000.0,-58083000.0,,107206897.0,241295000.0,511053000.0,759488000.0,111623000.0,1558502000.0,480717000.0,0.0,,,1135842000.0,26284000.0,,-505190000.0,80928000.0,,,,,,,,
2005-06-30,36717000.0,23990000.0,46221000.0,19785000.0,56799000.0,110292354.0,65929000,-60280000.0,65929000,40061000.0,843034000.0,1327332000.0,75053000.0,,1045000.0,421950000.0,369530000.0,44200000.0,0.60697,541096000.0,94380000.0,243140000.0,27610000.0,-3481000.0,131688000.0,8000.0,65929000,2508731000.0,175888000.0,175888000.0,57761000.0,7575000.0,879751000.0,,,764511000.0,-3657000.0,,-58443000.0,482050000.0,0.6003,648000.0,1638314000.0,1023146000,112520000,1372539000.0,-18035000.0,,,0.0,140130000,175888000.0,-58820000.0,,108722639.0,307224000.0,497849000.0,870417000.0,105990000.0,1628980000.0,369530000.0,0.0,,,1140465000.0,31380000.0,,-529505000.0,75899000.0,,,,,,,,
2005-09-30,33357000.0,-3136000.0,-66097000.0,792000.0,138883000.0,110941000.0,60793000,-39614000.0,60793000,37360000.0,869114000.0,1374866000.0,41279000.0,,933000.0,413775000.0,375999000.0,-63184000.0,0.56,538321000.0,83877000.0,280622000.0,28358000.0,99269000.0,175888000.0,11000.0,60793000,2562574000.0,112704000.0,112704000.0,56676000.0,8196000.0,956815000.0,54344000.0,,778582000.0,,,42150000.0,481415000.0,0.55,2271000.0,1649515000.0,1019736000,105416000,1420684000.0,-12311000.0,,,-19574000.0,133774000,112704000.0,-135970000.0,,109306000.0,368017000.0,492356000.0,913059000.0,98153000.0,1605759000.0,375999000.0,-99300000.0,,,1157159000.0,34312000.0,,-551570000.0,78581000.0,,,,,,,,
2005-12-31,28264000.0,1662000.0,-17337000.0,1120000.0,-4677000.0,,39356000,-56823000.0,39356000,23801000.0,898851000.0,1367099000.0,44498000.0,,517000.0,406040000.0,379740000.0,-71921000.0,,513643000.0,94689000.0,265437000.0,29387000.0,-61500000.0,112704000.0,11000.0,39356000,2542149000.0,40783000.0,40783000.0,82930000.0,7702000.0,994209000.0,67094000.0,,748599000.0,,,-79071000.0,450082000.0,,3090000.0,1622378000.0,963725000,70342000,1463409000.0,7767000.0,,,-39042000.0,99729000,40783000.0,-49907000.0,,,407373000.0,480914000.0,919771000.0,63157000.0,1547940000.0,379740000.0,0.0,,,1141464000.0,45369000.0,,-564558000.0,74874000.0,,,,,,,,
2006-03-31,26305000.0,8745000.0,-78884000.0,8576000.0,166294000.0,109255000.0,74081000,-77954000.0,74081000,42674000.0,932455000.0,1420889000.0,46786000.0,,620000.0,395343000.0,538870000.0,14567000.0,0.69,727842000.0,84779000.0,282916000.0,40026000.0,88340000.0,40783000.0,11000.0,74081000,2615728000.0,55350000.0,55350000.0,57184000.0,10163000.0,1025968000.0,,,821992000.0,-1163000.0,,50795000.0,665168000.0,0.68,4530000.0,1676223000.0,1393010000,126298000,1532295000.0,-53790000.0,,,-53327000.0,166324000,55350000.0,-72843000.0,-6479000.0,107879000.0,474975000.0,467345000.0,939505000.0,116755000.0,1589760000.0,538870000.0,0.0,67208000.0,,1208878000.0,28742000.0,,-599840000.0,72002000.0,,,,,,,,
2006-06-30,26136000.0,3971000.0,-68468000.0,-576000.0,91130000.0,106793000.0,62936000,-54061000.0,62936000,38737000.0,954620000.0,1433126000.0,44628000.0,,-21000.0,392651000.0,416913000.0,-42222000.0,0.6,580498000.0,70691000.0,291278000.0,31172000.0,37069000.0,55350000.0,11000.0,62936000,2622720000.0,13128000.0,13128000.0,76064000.0,8752000.0,1047964000.0,,,817238000.0,-6262000.0,,-1079000.0,527359000.0,0.59,5003000.0,1689624000.0,1107857000,110446000,1580726000.0,-12237000.0,,,-84233000.0,141618000,13128000.0,-64884000.0,-6360000.0,105650000.0,531551000.0,460416000.0,933096000.0,101673000.0,1574756000.0,416913000.0,-12500000.0,67208000.0,,1229208000.0,41088000.0,,-626106000.0,67765000.0,,,,,,,,
2006-09-30,18297000.0,11989000.0,28111000.0,6100000.0,39579000.0,106051000.0,58947000,-68769000.0,58947000,35482000.0,983609000.0,1462067000.0,48953000.0,,1140000.0,450859000.0,427685000.0,859000.0,0.56,569280000.0,67886000.0,257334000.0,33440000.0,-29190000.0,13128000.0,11000.0,58947000,2661585000.0,13987000.0,13987000.0,36756000.0,9232000.0,1063591000.0,27920000.0,,810456000.0,5093000.0,,-64465000.0,530206000.0,0.56,662000.0,1671131000.0,1099486000,102521000,1634587000.0,-24939000.0,5497000.0,,0.0,135961000,13987000.0,-66831000.0,-6314000.0,105112000.0,584184000.0,517632000.0,990454000.0,94429000.0,1597994000.0,427685000.0,0.0,33765000.0,,1153499000.0,38207000.0,,-650978000.0,66773000.0,,,,,,,,
2006-12-31,14087000.0,-446086000.0,14624000.0,3103000.0,36601000.0,,35354000,-57802000.0,35354000,21704000.0,994977000.0,1463340000.0,174585000.0,,818000.0,477173000.0,414346000.0,-2859000.0,,537719000.0,97046000.0,252975000.0,35319000.0,-21201000.0,13987000.0,11000.0,35354000,2682681000.0,11128000.0,11128000.0,34273000.0,7845000.0,1070708000.0,27926000.0,,651587000.0,-4230000.0,,-34130000.0,478431000.0,,3472000.0,1651827000.0,1016150000,64085000,1665548000.0,-1273000.0,3705000.0,,0.0,99404000,11128000.0,-54084000.0,0.0,,613218000.0,538407000.0,1030854000.0,57058000.0,1611973000.0,414346000.0,0.0,33718000.0,,1113420000.0,40459000.0,,-670571000.0,61234000.0,,,,,,,,
2007-03-31,11747000.0,-5651000.0,-108570000.0,11262000.0,186875000.0,106645000.0,76101000,-75940000.0,76101000,47660000.0,1016046000.0,1556052000.0,47173000.0,,342000.0,404150000.0,574710000.0,5855000.0,0.72,758717000.0,89754000.0,254859000.0,45495000.0,110935000.0,11128000.0,11000.0,76101000,2781314000.0,16983000.0,16983000.0,5769000.0,11274000.0,1089107000.0,27596000.0,,886867000.0,-6087000.0,,66205000.0,709403000.0,0.71,2846000.0,1663355000.0,1468120000,134693000,1722777000.0,-92712000.0,1791000.0,,,180188000,16983000.0,-72450000.0,-12682000.0,105694000.0,680682000.0,468687000.0,1117959000.0,123761000.0,1692207000.0,574710000.0,3251000.0,33718000.0,,1194668000.0,29418000.0,,-706731000.0,64537000.0,,,,,,,,
2007-06-30,15903000.0,16440000.0,11356000.0,21337000.0,93109000.0,107470000.0,68424000,-39712000.0,68424000,42502000.0,1019252000.0,1560507000.0,44420000.0,,508000.0,350332000.0,445051000.0,65664000.0,0.64,606998000.0,90689000.0,298097000.0,34061000.0,53397000.0,16983000.0,11000.0,68424000,2875389000.0,82647000.0,82647000.0,170534000.0,7392000.0,1096418000.0,27345000.0,,736563000.0,-7298000.0,,-701000.0,562861000.0,0.64,5435000.0,1663364000.0,1169859000,117810000,1746397000.0,-4455000.0,-1997000.0,,,151871000,82647000.0,-38801000.0,-6411000.0,106486000.0,742695000.0,413750000.0,1212025000.0,110926000.0,1778971000.0,445051000.0,0.0,33918000.0,,1249614000.0,45128000.0,,-727145000.0,63418000.0,,,,,,,,
2007-09-30,12752000.0,811000.0,-138733000.0,7112000.0,97794000.0,103181000.0,59040000,-30868000.0,59040000,33724000.0,1016712000.0,1540666000.0,40121000.0,,353000.0,433774000.0,454734000.0,-67811000.0,0.58,602930000.0,76982000.0,304810000.0,34021000.0,66926000.0,82647000.0,10000.0,59040000,2766566000.0,14836000.0,14836000.0,154334000.0,7968000.0,1090277000.0,27095000.0,,708095000.0,-7756000.0,,4014000.0,555113000.0,0.57,2308000.0,1701176000.0,1158043000,100379000,1753201000.0,19841000.0,3391000.0,,-207799000.0,134400000,14836000.0,-26872000.0,-6059000.0,102546000.0,795676000.0,493816000.0,1065390000.0,92764000.0,1676289000.0,454734000.0,3385000.0,33718000.0,,1207360000.0,43805000.0,,-736489000.0,60042000.0,,,,,,,,
2007-12-31,14235000.0,-580000.0,31074000.0,2836000.0,32764000.0,,34752000,-64080000.0,34752000,20431000.0,1047944000.0,1529469000.0,51385000.0,,-189000.0,505062000.0,430045000.0,-182000.0,,554790000.0,84983000.0,301414000.0,33923000.0,-31316000.0,14836000.0,10000.0,34752000,2805566000.0,14654000.0,14654000.0,184159000.0,8175000.0,1122741000.0,26844000.0,,688970000.0,606000.0,,-41579000.0,493592000.0,,-701000.0,1781771000.0,1048382000,63547000,1800968000.0,11197000.0,3070000.0,,-71685000.0,97470000,14654000.0,-64020000.0,0.0,,824471000.0,555843000.0,1023795000.0,55183000.0,1682825000.0,430045000.0,0.0,33718000.0,,1225928000.0,53719000.0,,-753024000.0,50781000.0,,,,,,,,
2008-03-31,14382000.0,-6463000.0,-152631000.0,2926000.0,213601000.0,95683000.0,82086000,-58863000.0,82086000,49895000.0,1047667000.0,1618320000.0,200613000.0,,28000.0,553836000.0,599173000.0,4474000.0,0.86,782681000.0,84083000.0,311561000.0,44731000.0,154738000.0,14654000.0,10000.0,82086000,2873127000.0,19128000.0,19128000.0,2544000.0,12325000.0,1124026000.0,28259000.0,,801214000.0,-2182000.0,,84824000.0,743451000.0,0.86,-3783000.0,1922464000.0,1526132000,144278000,1829659000.0,-88851000.0,5388000.0,,-158308000.0,189009000,19128000.0,-56496000.0,-11659000.0,94987000.0,900855000.0,606532000.0,950663000.0,131981000.0,1749101000.0,599173000.0,-1750000.0,33718000.0,,1315932000.0,27570000.0,,-781992000.0,52696000.0,,,,,,,,
2008-06-30,15186000.0,10554000.0,-87338000.0,15240000.0,136423000.0,95770000.0,75386000,-47120000.0,75386000,45231000.0,1058273000.0,1686443000.0,205709000.0,,-92000.0,452266000.0,472879000.0,331000.0,0.79,634945000.0,90146000.0,339142000.0,34152000.0,89303000.0,19128000.0,10000.0,75386000,2973980000.0,19459000.0,19459000.0,675000.0,7250000.0,1136247000.0,28185000.0,,884946000.0,355000.0,,24684000.0,600838000.0,0.79,-1437000.0,1935381000.0,1235783000,127959000,1851375000.0,-67677000.0,-10000.0,,-4121000.0,162111000,19459000.0,-48754000.0,-5738000.0,95008000.0,970503000.0,504909000.0,1038599000.0,120617000.0,1837733000.0,472879000.0,-1663000.0,34603000.0,,1430472000.0,41685000.0,,-793102000.0,52643000.0,,,,,,,,
2008-09-30,13160000.0,33283000.0,4794000.0,16367000.0,25820000.0,95859000.0,56155000,-30971000.0,56155000,32847000.0,1053789000.0,1717656000.0,232489000.0,,-223000.0,470494000.0,481222000.0,1848000.0,0.59,610833000.0,93778000.0,335454000.0,34691000.0,-5151000.0,19459000.0,10000.0,56155000,3008259000.0,21307000.0,21307000.0,680000.0,6672000.0,1129440000.0,27888000.0,,853839000.0,362000.0,,-65083000.0,577119000.0,0.59,-3251000.0,1950748000.0,1187952000,95897000,1871139000.0,-31213000.0,-967000.0,,-57000000.0,130588000,21307000.0,-28766000.0,-5758000.0,95019000.0,1020900000.0,528286000.0,1057511000.0,89002000.0,1878819000.0,481222000.0,0.0,34603000.0,,1422462000.0,46078000.0,,-817350000.0,57792000.0,,,,,,,,
2008-12-31,22864000.0,-44832000.0,-39251000.0,687000.0,102895000.0,,24411000,-48032000.0,24411000,14681000.0,1071405000.0,1623088000.0,43177000.0,,-219000.0,455161000.0,494863000.0,16051000.0,,650732000.0,97203000.0,372510000.0,33366000.0,54863000.0,21307000.0,10000.0,24411000,2964065000.0,37358000.0,37358000.0,157977000.0,7482000.0,1156439000.0,27567000.0,,791330000.0,-1237000.0,,3662000.0,541656000.0,,-9349000.0,1888899000.0,1192388000,46793000,1888833000.0,57084000.0,41733000.0,,0.0,80159000,37358000.0,-47593000.0,-26000.0,,1039628000.0,523905000.0,1075166000.0,39092000.0,1807626000.0,494863000.0,0.0,34603000.0,,1364994000.0,49977000.0,,-817428000.0,68744000.0,,,,,,,,
