date,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,quarterlyTaxProvision,quarterlyNetPPE,quarterlyDilutedEPS,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyDilutedAverageShares,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyStockBasedCompensation,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGoodwill,quarterlyOtherShortTermInvestments,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccountsReceivable,quarterlyLongTermDebt,quarterlyChangeInAccountPayable
2016-09-30,1809897000000.0,44952000000.0,14994000000,14917000000,-84200000000.0,-10064000000.0,3930000000,104180000000.0,0.2,-114155000000.0,,74585000000.0,74263000000.0,361403000000.0,2146000000.0,-94264000000.0,8091810000000.0,14917000000,-161190000000.0,59788000000.0,38773000000,576797000000.0,7472932000000.0,82638000000.0,18550000000.0,43932000000,104180000000.0,0.2,74585000000.0,-109820000000.0,247248000000.0,-24931000000.0,92996000000.0,,18924000000,18982000000,615819000000.0,-74052000000.0,17575000000.0,17599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1967362000000.0,0.0,14734000000,14632000000,343264000000.0,-13670000000.0,3955000000,114425000000.0,,69148000000.0,,,74263000000.0,247248000000.0,2188000000.0,329594000000.0,8403166000000.0,14632000000,-269790000000.0,107479000000.0,39987000000,1639179000000.0,7770759000000.0,79635000000.0,18496000000.0,45800000000,114425000000.0,,,-175719000000.0,316396000000.0,1518000000.0,100698000000.0,,18689000000,18718000000,629142000000.0,159693000000.0,16748000000.0,12347000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,2031816000000.0,0.0,19450000000,19323000000,47254000000.0,-4432000000.0,4562000000,116600000000.0,0.26,-7406000000.0,,74319230769.0,74263000000.0,316396000000.0,2275000000.0,42822000000.0,8733711000000.0,19323000000,-151007000000.0,104288000000.0,44771000000,621353000000.0,8081553000000.0,86590000000.0,23978000000.0,54855000000,116600000000.0,0.26,74319230769.0,-51071000000.0,308990000000.0,-1154000000.0,119897000000.0,,24012000000,23048000000,648789000000.0,-21030000000.0,12741000000.0,17170000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,2066900000000.0,1969000000.0,19772000000,19652000000,-1104000000.0,-7776000000.0,3571000000,121666000000.0,,-9083000000.0,,,74263000000.0,308990000000.0,2378000000.0,-8880000000.0,8930838000000.0,19652000000,-147767000000.0,115088000000.0,46902000000,1647533000000.0,8282430000000.0,88757000000.0,23219000000.0,48782000000,121666000000.0,,,-40103000000.0,299907000000.0,-395000000.0,100556000000.0,,23343000000,18501000000,643250000000.0,-3026000000.0,14279000000.0,25233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2118483000000.0,0.0,15570000000,15444000000,-17481000000.0,-6571000000.0,3011000000,125781000000.0,0.21,-66114000000.0,,73542857143.0,74263000000.0,299907000000.0,2489000000.0,-24052000000.0,8935790000000.0,15444000000,-121991000000.0,106098000000.0,48478000000,697252000000.0,8272291000000.0,93533000000.0,18210000000.0,46042000000,125781000000.0,0.21,73542857143.0,-22282000000.0,233793000000.0,-25797000000.0,115988000000.0,,18581000000,20853000000,658244000000.0,-4850000000.0,17188000000.0,19843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2177907000000.0,-25000000.0,15899000000,15804000000,-17942000000.0,-10492000000.0,1430000000,132492000000.0,,-4874000000.0,,,134139000000.0,233793000000.0,3162000000.0,-28434000000.0,9038254000000.0,15804000000,-109484000000.0,109976000000.0,50001000000,1653762000000.0,8361983000000.0,92579000000.0,17666000000.0,46077000000,132492000000.0,,,-9503000000.0,228919000000.0,-4716000000.0,124514000000.0,,17329000000,19067000000,671143000000.0,-489000000.0,16197000000.0,18151000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,349255000000.0,,20232000000,20091000000,13920000000.0,-4470000000.0,3153000000,134395000000.0,0.27,-34829000000.0,,74411111111.0,134139000000.0,228919000000.0,3235000000.0,9450000000.0,9266797000000.0,20091000000,-157603000000.0,112254000000.0,54959000000,691082000000.0,8598296000000.0,99540000000.0,,49022000000,134395000000.0,0.27,74411111111.0,-49579000000.0,194090000000.0,-666000000.0,116164000000.0,,23385000000,18729000000,663336000000.0,-4895000000.0,13395000000.0,17409000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,350314000000.0,,20762000000,20680000000,62287000000.0,-7715000000.0,3323000000,140056000000.0,,56959000000.0,,,134139000000.0,194090000000.0,3092000000.0,54572000000.0,9322707000000.0,20680000000,-370380000000.0,357812000000.0,54929000000,1594266000000.0,8652646000000.0,101728000000.0,,52692000000,140056000000.0,,,-20221000000.0,251049000000.0,-1769000000.0,103913000000.0,,24085000000,19020000000,663653000000.0,0.0,15178000000.0,24836000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,359742000000.0,0.0,16679000000,16533000000,50081000000.0,-10448000000.0,2378000000,147249000000.0,0.23,-53726000000.0,,71882608696.0,134139000000.0,251049000000.0,3089000000.0,39633000000.0,9391537000000.0,16533000000,-238410000000.0,169326000000.0,54875000000,660638000000.0,8702452000000.0,106953000000.0,,55932000000,147249000000.0,0.23,71882608696.0,-78813000000.0,197323000000.0,-21714000000.0,120321000000.0,,19057000000,23490000000,682458000000.0,-10000000000.0,18993000000.0,20803000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,2856292000000.0,0.0,16492000000,16326000000,-2396000000.0,-8710000000.0,3048000000,153286000000.0,,46169000000.0,,,134139000000.0,197323000000.0,3178000000.0,-11106000000.0,9531171000000.0,16326000000,72224000000.0,-14765000000.0,53193000000,1568595000000.0,8825863000000.0,,,54766000000,153286000000.0,,,48473000000.0,243492000000.0,-11894000000.0,129161000000.0,,19540000000,21381000000,698405000000.0,-5437000000.0,16474000000.0,18625000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,3008140000000.0,,21347000000,21071000000,-7298000000.0,-13191000000.0,3175000000,159464000000.0,0.28,-67194000000.0,,75253571429.0,134139000000.0,243492000000.0,3131000000.0,-20489000000.0,9785747000000.0,21071000000,-198061000000.0,133292000000.0,55167000000,670789000000.0,9059865000000.0,,,61948000000,159464000000.0,0.28,75253571429.0,-73328000000.0,176298000000.0,-584000000.0,149418000000.0,,24522000000,26879000000,718715000000.0,-6060000000.0,16763000000.0,18535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,473364000000.0,,21801000000,21678000000,10243000000.0,-6263000000.0,2636000000,165727000000.0,,5003000000.0,,,134139000000.0,176298000000.0,3073000000.0,3980000000.0,9886608000000.0,21678000000,-236966000000.0,240146000000.0,56633000000,1549242000000.0,9162860000000.0,,,55808000000,165727000000.0,,,-5760000000.0,181301000000.0,-2365000000.0,143365000000.0,,24437000000,20597000000,716490000000.0,-4348000000.0,15942000000.0,25642000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,455398000000.0,,17578000000,17398000000,60921000000.0,-6410000000.0,2449000000,169001000000.0,0.23,54861000000.0,,75643478261.0,134139000000.0,181301000000.0,3082000000.0,54511000000.0,9932879000000.0,17398000000,-157285000000.0,137091000000.0,56574000000,730682000000.0,9150055000000.0,,,58045000000,169001000000.0,0.23,75643478261.0,-26701000000.0,236162000000.0,-28531000000.0,160664000000.0,,20027000000,22810000000,775337000000.0,0.0,17908000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
