date,quarterlyPurchaseOfInvestment,quarterlyEndCashPosition,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyNetPPE,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,quarterlyDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicEPS,quarterlyAccountsPayable,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyCurrentAssets,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyEbitda,quarterlyOtherCurrentAssets,quarterlyOperatingExpense,quarterlyDilutedAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
1994-09-30,-7298000000.0,0.0,,-1737000000.0,1957000000,653000000.0,160203000000,428000000,-129000000.0,,,314000000.0,25000000.0,,6186000000,1888000000.0,,,10709000000,1001000000.0,184000000.0,7782000000,431000000,431000000,,-177000000.0,21661000000,-79000000.0,1395000000,37971000000,12000000.0,160000000.0,,2763000000.0,653000000,,1186000000.0,,222000000,2391000000,170912000000,2684000000.0,5456000000.0,1635000000.0,101000000.0,112000000,11659000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,3137000000.0,0.0,,1509000000.0,1919000000,588000000.0,158593000000,403000000,-140000000.0,,,-196000000.0,140000000.0,,6451000000,-697000000.0,,,11011000000,1408000000.0,-5186000000.0,11007000000,405000000,405000000,,-2727000000.0,5640000000,-102000000.0,1618000000,35766000000,-24000000.0,-606000000.0,,-213000000.0,588000000,,690000000.0,,183000000,2439000000,169604000000,-315000000.0,3660000000.0,1712000000.0,107000000.0,111000000,11741000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,-9408000000.0,0.0,,-8041000000.0,2034000000,674000000.0,172508000000,441000000,-140000000.0,,,329000000.0,60000000.0,,6753000000,-3864000000.0,,,11346000000,1256000000.0,-4299000000.0,9816000000,443000000,443000000,,-95000000.0,9209000000,-80000000.0,1763000000,43121000000,-83000000.0,9369000000.0,,-2935000000.0,674000000,,-1607000000.0,,231000000,2451000000,183854000000,-3015000000.0,5746000000.0,1507000000.0,98000000.0,110000000,10725000000,,9582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,-11714000000.0,0.0,,-2055000000.0,2070000000,711000000.0,172684000000,465000000,-138000000.0,,,-319000000.0,59000000.0,,7083000000,840000000.0,,,11504000000,1576000000.0,-5223000000.0,10716000000,467000000,467000000,,-255000000.0,9846000000,-85000000.0,2055000000,42119000000,89000000.0,942000000.0,,1145000000.0,711000000,,32000000.0,,244000000,2463000000,184188000000,1060000000.0,14967000000.0,1483000000.0,102000000.0,109000000,10361000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,-3291000000.0,0.0,,4269000000.0,2170000000,818000000.0,170197000000,528000000,-137000000.0,,,92000000.0,0.0,,7476000000,3264000000.0,,,11941000000,1732000000.0,-5481000000.0,15741000000,530000000,530000000,,-650000000.0,7795000000,-67000000.0,2007000000,41643000000,-36000000.0,-2620000000.0,,-2269000000.0,818000000,,-620000000.0,,288000000,2458000000,182138000000,-2336000000.0,13108000000.0,1451000000.0,99000000.0,107000000,9352000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-3726000000.0,0.0,,-355000000.0,2262000000,788000000.0,174497000000,508000000,-160000000.0,,,-82000000.0,73000000.0,,7826000000,-7705000000.0,,,12801000000,1597000000.0,-4515000000.0,17775000000,510000000,510000000,,-1061000000.0,6916000000,-75000000.0,1948000000,42714000000,30000000.0,2290000000.0,,-874000000.0,788000000,,1061000000.0,,278000000,2508000000,187298000000,-949000000.0,7961000000.0,1514000000.0,100000000.0,105000000,9744000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,-4669000000.0,0.0,,4220000000.0,2456000000,789000000.0,180818000000,509000000,-178000000.0,,,-118000000.0,43000000.0,,8353000000,-5055000000.0,,,13557000000,1478000000.0,-4143000000.0,18659000000,513000000,513000000,,-2095000000.0,7200000000,-79000000.0,2016000000,41444000000,-2000000.0,-673000000.0,,-4530000000.0,789000000,,-983000000.0,,276000000,2634000000,194375000000,-4609000000.0,13111000000.0,1814000000.0,101000000.0,176000000,8491000000,,8448000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,-2538000000.0,0.0,,3267000000.0,2498000000,931000000.0,178283000000,601000000,-179000000.0,,,-246300000.0,42000000.0,,8779000000,4068300000.0,,,14025000000,1461000000.0,2787000000.0,20527000000,605000000,605000000,,-6734000000.0,6674000000,-140000000.0,1855000000,40670000000,10000000.0,-7758000000.0,,4583000000.0,931000000,,92000000.0,,326000000,2721000000,192308000000,4443000000.0,3158000000.0,1891000000.0,108000000.0,176000000,8783000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,-3057000000.0,0.0,,6762000000.0,2507000000,956000000.0,174367000000,622000000,-172000000.0,,,470300000.0,43000000.0,,9235000000,89700000.0,,,13304000000,1216000000.0,-9567000000.0,22034000000,625000000,625000000,,-3377000000.0,5423000000,-86000000.0,1828000000,36078000000,-7000000.0,-6768000000.0,,1315000000.0,956000000,,1309000000.0,,331000000,2752000000,187671000000,1229000000.0,19472000000.0,2002000000.0,113000000.0,174000000,10419000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,-3447000000.0,0.0,,1625000000.0,2581000000,958000000.0,172085000000,628000000,-193000000.0,,,-116000000.0,176000000.0,,9673000000,-343000000.0,,,13709000000,1159000000.0,-3347000000.0,22985000000,632000000,632000000,,-1488000000.0,4623000000,-43000000.0,1768000000,33076000000,1103000000.0,-1994000000.0,,436000000.0,958000000,,67000000.0,,326000000,2712000000,185794000000,393000000.0,8462000000.0,2030000000.0,120000000.0,171000000,10776000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,-9523000000.0,0.0,,2438000000.0,3108000000,1108000000.0,218299000000,705000000,-249000000.0,,,91000000.0,98000000.0,,10135000000,-5227000000.0,,,20659000000,1399000000.0,-4602000000.0,25086000000,709000000,709000000,,-325000000.0,5407000000,-112000000.0,2077000000,47391000000,539000000.0,3797000000.0,,-4160000000.0,1108000000,,2075000000.0,,399000000,3467000000,238958000000,-4272000000.0,16675000000.0,8566000000.0,212000000.0,173000000,13073000000,,8933000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,-5230000000.0,0.0,,-549000000.0,3182000000,1190000000.0,220392000000,759000000,-240000000.0,,,-214000000.0,141000000.0,,10656000000,-2418000000.0,,,19970000000,1540000000.0,-7535000000.0,25474000000,762000000,762000000,,-736000000.0,5257000000,,2121000000,48216000000,371000000.0,1111000000.0,,-1546000000.0,1190000000,,-984000000.0,,428000000,3138000000,240362000000,-1434000000.0,12104000000.0,8570000000.0,212000000.0,101000000,11548000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,-14118000000.0,0.0,,-4537000000.0,3215000000,1232000000.0,222120000000,786000000,-234000000.0,,,-37000000.0,104000000.0,,11209000000,1693000000.0,,,20317000000,1576000000.0,13637000000.0,26245000000,788000000,788000000,,-612000000.0,4029000000,,2183000000,59799000000,-1011000000.0,1042000000.0,,2744000000.0,1232000000,,-751000000.0,,444000000,3144000000,242437000000,2744000000.0,-4056000000.0,8404000000.0,215000000.0,95000000,11343000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-12-31,-21540000000.0,0.0,,-16506000000.0,3550000000,1266000000.0,243225000000,816000000,-273000000.0,,,-22000000.0,71000000.0,,11754000000,2197000000.0,,,21337000000,,-20888000000.0,27204000000,818000000,818000000,,-602000000.0,6922000000,,2300000000,70881000000,1004000000.0,14591000000.0,,3228000000.0,1266000000,,1313000000.0,,448000000,3225000000,264562000000,3103000000.0,26047000000.0,9380000000.0,226000000.0,94000000,12981000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-03-31,-17602000000.0,0.0,,-5312000000.0,3553000000,836000000.0,289283000000,493000000,-364000000.0,,,2769000000.0,167000000.0,,14724000000,-655000000.0,,,25220000000,,-4628000000.0,29547000000,497000000,497000000,1326000000.0,-1796000000.0,10422000000,-104000000.0,2739000000,75050000000,28000000.0,2045000000.0,,2907000000.0,836000000,,-360000000.0,,339000000,4272000000,314503000000,2803000000.0,17022000000.0,9612000000.0,281000000.0,91000000,15262000000,,13781000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,-16281000000.0,0.0,,956000000.0,4908000000,2135000000.0,281315000000,1407000000,-366000000.0,,,-2625000000.0,181000000.0,,15767000000,494000000.0,,,26670000000,,-4945000000.0,31513000000,1408000000,1408000000,1348000000.0,-595000000.0,12605000000,46000000.0,2679000000,67654000000,43000000.0,-1344000000.0,,-465000000.0,2135000000,,-853000000.0,,727000000,4010000000,307985000000,-419000000.0,22136000000.0,10193000000.0,276000000.0,85000000,14248000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,-31895000000.0,0.0,,-25868000000.0,7129000000,416000000.0,547366000000,372000000,-1096000000.0,,,1658000000.0,-26000000.0,,30615000000,-204000000.0,,,47307000000,3838000000.0,-9593000000.0,47552000000,374000000,374000000,2389000000.0,-3937000000.0,28372000000,-64000000.0,5164000000,106648000000,-825000000.0,19105000000.0,,4208000000.0,416000000,,-2555000000.0,,42000000,7249000000,594673000000,4144000000.0,15684000000.0,17037000000.0,944000000.0,84000000,31407000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,-34635000000.0,0.0,,-17019000000.0,7668000000,1871000000.0,571741000000,1161000000,-778000000.0,,,-1865000000.0,-422000000.0,,30998000000,5273000000.0,,,45938000000,3734000000.0,-9643000000.0,45888000000,1162000000,1162000000,2436000000.0,-2481000000.0,31491000000,-315000000.0,5029000000,120189000000,231000000.0,16325000000.0,,4241000000.0,1871000000,,3547000000.0,,709000000,7289000000,617679000000,3926000000.0,27574000000.0,14708000000.0,497000000.0,83000000,35027000000,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,-16595000000.0,25925000000.0,,-4766000000.0,7953000000,2990000000.0,567414000000,1912000000,-784000000.0,,,6000000.0,-82000000.0,,32128000000,-6014000000.0,,,46831000000,3620000000.0,-6116000000.0,55853000000,1914000000,1914000000,2480000000.0,-929000000.0,39745000000,-1594000000.0,4601000000,120851000000,39000000.0,6218000000.0,,-3813000000.0,2990000000,,-2361000000.0,,1076000000,7129000000,614245000000,-5407000000.0,19539000000.0,14593000000.0,493000000.0,15909000000,31540000000,-1206000000.0,28277000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,-20236000000.0,24197000000.0,,-10485000000.0,8186000000,3019000000.0,568471000000,1914000000,-787000000.0,,,95000000.0,-460000000.0,,33256000000,3549000000.0,,,45631000000,3478000000.0,-1947000000.0,60014000000,1915000000,1915000000,2408000000.0,-2181000000.0,41649000000,-145000000.0,4594000000,111938000000,11000000.0,3243000000.0,,5534000000.0,3019000000,,-1708000000.0,,1104000000,7012000000,614102000000,5389000000.0,11843000000.0,14616000000.0,487000000.0,14513000000,29547000000,-2138000000.0,25925000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,-11439000000.0,25414000000.0,,-961000000.0,8322000000,3346000000.0,574763000000,2149000000,-776000000.0,,,-198000000.0,-740000000.0,,34631000000,3284000000.0,,,45889000000,3838000000.0,2317000000.0,59307000000,2151000000,2151000000,2481000000.0,-2518000000.0,40719000000,202000000.0,4744000000,118487000000,6000000.0,-2762000000.0,,4923000000.0,3346000000,,1200000000.0,,1195000000,6728000000,620652000000,5125000000.0,7959000000.0,14214000000.0,470000000.0,13616000000,30260000000,-2358000000.0,24197000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-11429000000.0,26989000000.0,,-15109000000.0,8085000000,2860000000.0,588142000000,1901000000,-852000000.0,,,-2336000000.0,3380000000.0,,35681000000,2022000000.0,,,44432000000,3777000000.0,-14989000000.0,60441000000,1902000000,1902000000,2476000000.0,-2135000000.0,47671000000,-140000000.0,5147000000,121529000000,-44000000.0,11214000000.0,,5421000000.0,2860000000,,1526000000.0,,958000000,6713000000,632574000000,5281000000.0,11449000000.0,13992000000.0,467000000.0,11748000000,31827000000,-2997000000.0,25414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,-12958000000.0,27259000000.0,,-11161000000.0,8576000000,3533000000.0,610814000000,2239000000,-833000000.0,,,-2401000000.0,524000000.0,,37089000000,-6333000000.0,,,45299000000,3870000000.0,-10030000000.0,67014000000,2240000000,2240000000,2653000000.0,-3718000000.0,46052000000,-133000000.0,5562000000,131172000000,328000000.0,16976000000.0,,-5520000000.0,3533000000,,295000000.0,,1293000000,6607000000,656113000000,-5653000000.0,11960000000.0,13795000000.0,456000000.0,10905000000,30509000000,-2695000000.0,26989000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,-5499000000.0,27493000000.0,,-21058000000.0,8137000000,3254000000.0,633677000000,2061000000,-825000000.0,,,-1317000000.0,543000000.0,,38330000000,-894000000.0,,,45861000000,4083000000.0,-20662000000.0,74200000000,2063000000,2063000000,2443000000.0,-3010000000.0,50026000000,-140000000.0,6106000000,131119000000,611000000.0,20468000000.0,,840000000.0,3254000000,,250000000.0,,1191000000,6514000000,679538000000,700000000.0,5267000000.0,13578000000.0,451000000.0,10263000000,31887000000,-2732000000.0,27259000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,873000000.0,24395000000.0,,4361000000.0,8249000000,2854000000.0,624866000000,1828000000,-821000000.0,,,-3021000000.0,262000000.0,,39338000000,7979000000.0,,,46859000000,4620000000.0,-4201000000.0,74367000000,1829000000,1829000000,2445000000.0,-1890000000.0,55601000000,-161000000.0,6672000000,128301000000,-1279000000.0,-14914000000.0,,7476000000.0,2854000000,,-3077000000.0,,1025000000,6450000000,671725000000,7315000000.0,7826000000.0,17386000000.0,438000000.0,9471000000,29862000000,-1950000000.0,27493000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,-2233000000.0,27513000000.0,,30748000000.0,7994000000,2147000000.0,594563000000,1383000000,-909000000.0,,,-2165000000.0,-681000000.0,,39815000000,3493000000.0,,,47628000000,4432000000.0,6938000000.0,72502000000,1385000000,1385000000,2480000000.0,-2460000000.0,42198000000,-208000000.0,6476000000,108879000000,122000000.0,-30096000000.0,,2469000000.0,2147000000,,3121000000.0,,762000000,6433000000,642191000000,2261000000.0,26251000000.0,13142000000.0,439000000.0,8685000000,32961000000,-872000000.0,24395000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,-9859000000.0,23333000000.0,,31714000000.0,8411000000,2922000000.0,560869000000,1869000000,-901000000.0,,,-779000000.0,162000000.0,,40785000000,-5599000000.0,,,48886000000,3855000000.0,8644000000.0,71999000000,1870000000,1870000000,2578000000.0,-5554000000.0,36266000000,-147000000.0,5602000000,95659000000,546000000.0,-31948000000.0,,-3901000000.0,2922000000,,-4135000000.0,,1052000000,6366000000,609755000000,-4048000000.0,33466000000.0,13452000000.0,437000000.0,7943000000,28882000000,158000000.0,27513000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,-23621000000.0,25405000000.0,,-7748000000.0,8764000000,3143000000.0,576223000000,2022000000,-898000000.0,,,3608000000.0,151000000.0,,41912000000,-16600000000.0,,,49302000000,3593000000.0,3041000000.0,68198000000,2023000000,2023000000,2708000000.0,-6605000000.0,35504000000,-220000000.0,4895000000,105317000000,-543000000.0,20194000000.0,,-10373000000.0,3143000000,,2073000000.0,,1120000000,6371000000,625525000000,-10593000000.0,13079000000.0,13256000000.0,438000000.0,7697000000,29857000000,-307000000.0,23333000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,-66491000000.0,23280000000.0,,-780000000.0,8730000000,1568000000.0,589954000000,839000000,-896000000.0,,,5210000000.0,-41000000.0,,41857000000,5895000000.0,,,50151000000,3355000000.0,9052000000.0,66168000000,841000000,841000000,2469000000.0,-6080000000.0,22940000000,-213000000.0,4118000000,129435000000,-21000000.0,-13610000000.0,,12239000000.0,1568000000,,-2151000000.0,,727000000,6372000000,640105000000,12026000000.0,56872000000.0,12358000000.0,431000000.0,6558000000,27909000000,1736000000.0,25405000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,-27103000000.0,26837000000.0,,14366000000.0,9208000000,2484000000.0,573244000000,2057000000,-937000000.0,,,-32114000000.0,-835000000.0,,42980000000,20067000000.0,,,48520000000,2800000000.0,7450000000.0,68026000000,2058000000,2058000000,2756000000.0,-2380000000.0,22217000000,-255000000.0,3388000000,132843000000,80000000.0,19000000.0,,-10791000000.0,2484000000,,3594000000.0,,426000000,6414000000,621764000000,-11046000000.0,34274000000.0,12148000000.0,426000000.0,5141000000,32769000000,399000000.0,23280000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,-38703000000.0,22444000000.0,,-4954000000.0,8637000000,3303000000.0,571752000000,2178000000,-926000000.0,,,8748000000.0,-141000000.0,,44245000000,236000000.0,,,48169000000,,-573000000.0,65566000000,2179000000,2179000000,2616000000.0,-6337000000.0,21992000000,-551000000.0,2718000000,133912000000,-4000000.0,-10626000000.0,,11250000000.0,3303000000,,-4330000000.0,,1124000000,6748000000,619921000000,10699000000.0,34983000000.0,12206000000.0,272000000.0,4011000000,29500000000,-87000000.0,26837000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,-55674000000.0,21309000000.0,,-10427000000.0,8668000000,3290000000.0,590684000000,2220000000,-920000000.0,,,-887000000.0,106000000.0,,45546000000,4437000000.0,,,47764000000,,-9828000000.0,64711000000,2221000000,2221000000,2556000000.0,-5856000000.0,32973000000,20000000.0,2890000000,146629000000,-7000000.0,3181000000.0,,6062000000.0,3290000000,,-1184000000.0,,1069000000,6755000000,638448000000,6082000000.0,55055000000.0,12134000000.0,278000000.0,1559000000,27616000000,659000000.0,22444000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
