date,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyNetPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyAccountsPayable,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyNetIncome,quarterlyChangeInWorkingCapital,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlyEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,quarterlyEbitda,quarterlyChangeInInventory
2014-12-31,-433561000.0,22541806000,1502390000,51215340000,51215340000,0.0,19634031000,,350937056000,,,48259847000.0,23081493000.0,135910025000,100602115000.0,284021307000,1935951000.0,66915749000,214129361000,1428682000.0,0.0,6197112000,,133333583000,78219336000,109021000,196448638000,5489683000,71990467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,10210605000,1506253000,78610721000,78610721000,0.0,62434116000,,433989594000,,,56657878000.0,18159274000.0,140114036000,111745085000.0,348480486000,1506253000.0,85509108000,242010807000,235261217000.0,0.0,7532405000,,186961316000,101896771000,64525000,235332574000,7113427000,93444407000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,-433773000.0,7269470000,1350292000,102445644000,102445644000,166555000.0,62434116000,,427236669000,,,49358606000.0,20517457000.0,113692937000,123435479000.0,341550346000,1784065000.0,85686323000,230623724000,206341101000.0,0.0,8484142000,,191557525000,116930787000,64525000,206401405000,7505566000,108186785000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,13478706000,1295746000,117973995000,117973995000,0.0,62434116000,,423380384000,,,41501950000.0,20688765000.0,111145741000,139070736000.0,336104462000,1295746000.0,87275922000,216369522000,185771479000.0,0.0,7285531000,,201543701000,105223781000,64525000,185827582000,8354359000,95835594000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-1512297000.0,40286290000,4454380000,157161732000,157161732000,0.0,90420438000,,571289277000,0.0,,85143204000.0,28398717000.0,199604474000,151494073000.0,474913305000,5966677000.0,96375972000,343865918000,269321039000.0,869939000.0,7782633000,,222248442000,144261444000,64525000,269409750000,9857255000,133534250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,29569048000,4451212000,119504929000,119504929000,0.0,90420438000,,588123013000,,,82375698000.0,31447748000.0,195999377000,166955750000.0,463461169000,4451212000.0,124661844000,338748770000,286250733000.0,0.0,8264329000,,243442082000,142749393000,64525000,286346611000,12748570000,129188057000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-1698953000.0,30423797000,4473406000,104050615000,104050615000,,90420438000,,645404785000,,,,34166578000.0,206542566000,,501790506000,6172359000.0,143614279000,371861355000,,,8826281000,,265694287000,165318789000,64525000,359930353000,13704348000,147814640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,31911543000,4352269000,127931163000,127931163000,,90420438000,,715841797000,,,101096586000.0,29586421000.0,236093394000,,561762214000,4352269000.0,154079583000,429194845000,1386078000.0,,7509903000,,275879467000,193101451000,64525000,387170717000,15978724000,173536954000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-1754322000.0,30904378000,4197885000,100555356000,100555356000,,90420438000,,725340658000,,,,41912967000.0,249136163000,,567032152000,5952207000.0,158308506000,431734416000,,,7471116000,,283481070000,182598253000,64525000,411627891000,15540652000,165044598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,29928029000,4736340000,112035811000,112035811000,,90420438000,,784001455000,,,,42693518000.0,264230681000,230806473000.0,612539916000,4736340000.0,171461539000,470939114000,,,9443207000,,302389344000,206708433000,64525000,442324573000,17287618000,187954833000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
