date,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid
2017-09-30,108735000,14967000.0,-120066000,362613000,385267000,-144702000.0,515665000.0,82555000,-190000.0,292488000,,10486000.0,1101003000.0,461369000.0,1.03,3595000.0,-15000000.0,98763000,316454000.0,17048000.0,-11626000.0,301117000.0,321328000.0,64615000.0,-1827000.0,149617000.0,92779000,1181958000.0,,-2093000.0,169524000,82555000,82555000,8921000.0,,81789000.0,54296000.0,0.0,,-48105000.0,,5204000.0,,111717000.0,25400000.0,1.01,241576000.0,3750000.0,13875000.0,36941000.0,193725000,-12764000.0,4431000,118125000,0.0,24201000,6329000.0,18344000.0,102513000.0,295901000.0,-32399000.0,596620000.0,80163000.0,70020000,1697623000.0,25455000.0,9972000.0,87332000.0,358182000,679067000.0,8000.0,362613000.0,788000.0,45942000.0,,,
2017-12-31,109606000,14830000.0,-19693000,449511000,421323000,-33316000.0,627486000.0,10264000,3955000.0,317917000,484601000.0,12405000.0,1157003000.0,497816000.0,0.13,4415000.0,-50000000.0,109606000,272031000.0,100471000.0,23053000.0,263356000.0,322825000.0,64614000.0,-12830000.0,194198000.0,103406000,1150370000.0,,5228000.0,182141000,10264000,10264000,15579000.0,,81863000.0,129670000.0,0.0,,-69545000.0,,-56464000.0,-135808000.0,94554000.0,38379000.0,0.13,266842000.0,2581000.0,-7075000.0,31688000.0,208311000,0.0,86898000,162326000,0.0,26170000,611000.0,103654000.0,112187000.0,348793000.0,-6553000.0,620853000.0,80080000.0,92781000,1777856000.0,24454000.0,11024000.0,95998000.0,362613000,721542000.0,8000.0,449511000.0,571000.0,36776000.0,,,
2018-03-31,98192000,15830000.0,109269000,498619000,436924000,,655271000.0,95866000,5599000.0,327408000,,17134000.0,1168776000.0,517985000.0,1.2,-18534000.0,-100000000.0,98192000,164740000.0,-52118000.0,4069000.0,267336000.0,361459000.0,64621000.0,30462000.0,180093000.0,109516000,1127460000.0,,-4002000.0,199625000,95866000,95866000,17937000.0,,81628000.0,137286000.0,,,-57578000.0,,-139822000.0,,63041000.0,17233000.0,1.17,296011000.0,177000.0,-47842000.0,35866000.0,229216000,0.0,48494000,77332000,,29591000,8020000.0,2902000.0,100545000.0,400528000.0,-36026000.0,613955000.0,80036000.0,77332000,1782731000.0,23008000.0,11434000.0,136385000.0,450125000,662743000.0,8000.0,498003000.0,1484000.0,41881000.0,,,
2018-06-30,122691000,16890000.0,-55266000,548581000,490259000,,697630000.0,106105000,5144000.0,365582000,,7764000.0,1260999000.0,566646000.0,1.32,33684000.0,0.0,122691000,164629000.0,-3206000.0,-402000.0,373441000.0,374371000.0,64180000.0,206000.0,196754000.0,124677000,1218959000.0,,-11584000.0,212087000,106105000,106105000,15283000.0,,81471000.0,130984000.0,,,-57717000.0,,-30923000.0,,57189000.0,19302000.0,1.3,321148000.0,-7099000.0,-31488000.0,47252000.0,242891000,,49962000,139789000,,30804000,565000.0,7703000.0,117509000.0,447933000.0,-8240000.0,655590000.0,80216000.0,139789000,1916589000.0,21127000.0,12632000.0,80650000.0,498619000,712622000.0,8000.0,547993000.0,911000.0,48744000.0,,,
2018-09-30,125208000,19198000.0,-78024000,421449000,505289000,-71617000.0,735422000.0,100872000,-5701000.0,371781000,,4111000.0,1224182000.0,618209000.0,1.26,-4607000.0,-150002000.0,125208000,184297000.0,-44256000.0,-1620000.0,328432000.0,420276000.0,64072000.0,-64000.0,219035000.0,133508000,1192983000.0,,-1606000.0,213873000,100872000,100872000,21558000.0,,81359000.0,117213000.0,,,-53738000.0,,-144406000.0,,56087000.0,25464000.0,1.24,356109000.0,-837000.0,-2426000.0,48858000.0,246573000,,-127132000,96265000,,32700000,8022000.0,24601000.0,126605000.0,491630000.0,-45577000.0,704223000.0,80111000.0,96265000,1928405000.0,19535000.0,14119000.0,52395000.0,548581000,605157000.0,8000.0,420860000.0,-728000.0,43065000.0,,,
2018-12-31,120473000,18845000.0,30948000,637566000,534020000,-30169000.0,799567000.0,97392000,20003000.0,383096000,693056000.0,5752000.0,1302479000.0,692073000.0,1.22,5889000.0,-50000000.0,120473000,98460000.0,118271000.0,-17727000.0,378143000.0,439009000.0,64029000.0,161000.0,234679000.0,150924000,1252891000.0,,-6917000.0,226819000,97392000,97392000,29486000.0,,80943000.0,107494000.0,,,-54279000.0,,-54283000.0,-171727000.0,55025000.0,26987000.0,1.2,393138000.0,-730000.0,-4311000.0,55641000.0,262623000,0.0,216117000,241295000,,35804000,28000.0,22517000.0,121992000.0,521329000.0,-19381000.0,749979000.0,79891000.0,241295000,2052458000.0,17920000.0,16542000.0,115235000.0,421449000,735359000.0,8000.0,636899000.0,-2774000.0,64256000.0,,,
2019-03-31,117483000,21044000.0,-74418000,588682000,548971000,-125823000.0,978726000.0,71848000,1470000.0,402096000,631651000.0,2255000.0,1439113000.0,804884000.0,0.9,5101000.0,-50000000.0,117483000,186509000.0,-47467000.0,7586000.0,402021000.0,479281000.0,64007000.0,-2367000.0,252754000.0,146875000,1255704000.0,,-13280000.0,247110000,71848000,71848000,21072000.0,,80687000.0,173842000.0,,,-35261000.0,,-92762000.0,,0.0,26186000.0,0.89,433518000.0,-35528000.0,-52371000.0,68489000.0,284613000,,-48884000,117207000,15592000.0,37503000,9609000.0,8796000.0,84588000.0,631651000.0,-42743000.0,795317000.0,79860000.0,117207000,2234430000.0,16322000.0,22678000.0,89033000.0,637566000,774510000.0,8000.0,588001000.0,-2281000.0,62512000.0,,,
2019-06-30,125490000,22467000.0,-246602000,424193000,600697000,-228172000.0,972335000.0,147142000,377000.0,432289000,656880000.0,4407000.0,1457374000.0,789046000.0,1.84,7687000.0,-49504000.0,125490000,297422000.0,-9268000.0,-1980000.0,501275000.0,520094000.0,,-12135000.0,245634000.0,168408000,1373682000.0,,-13401000.0,267948000,147142000,147142000,25967000.0,,80590000.0,183289000.0,,,-45337000.0,,-95619000.0,,44969000.0,48892000.0,1.83,481462000.0,64892000.0,-347000.0,81124000.0,306799000,,-164489000,177354000,16144000.0,38851000,5000.0,43121000.0,193847000.0,656880000.0,-46312000.0,888643000.0,79943000.0,177354000,2346017000.0,,23491000.0,32444000.0,588682000,720922000.0,8000.0,423500000.0,-1876000.0,61950000.0,,,
2019-09-30,120360000,24176000.0,30687000,491065000,607341000,-234810000.0,1044831000.0,102524000,-504000.0,437554000,660504000.0,5885000.0,1505579000.0,870144000.0,1.29,11446000.0,-200000000.0,120360000,292011000.0,89497000.0,-4136000.0,415159000.0,531816000.0,63755000.0,440000.0,286132000.0,169787000,1305549000.0,,-14094000.0,277514000,102524000,102524000,29408000.0,0.0,79825000.0,174687000.0,,,-26559000.0,,-194782000.0,,0.0,44135000.0,1.28,520712000.0,4581000.0,-3075000.0,94795000.0,317194000,,66872000,234532000,,39680000,8293000.0,25895000.0,128419000.0,660504000.0,-6511000.0,844801000.0,79332000.0,234532000,2350380000.0,13257000.0,11025000.0,285029000.0,424193000,782373000.0,8000.0,490362000.0,-1927000.0,63300000.0,,,
2019-12-31,151150000,,-60111000,551134000,649787000,,1154533000.0,121262000,,471958000,687974000.0,,1633419000.0,970970000.0,1.54,,,151150000,318202000.0,,,,550291000.0,,,319958000.0,177829000,1346169000.0,,,279481000,121262000,121262000,37306000.0,,79137000.0,183563000.0,,,,,,,0.0,39610000.0,1.53,563762000.0,1741000.0,,112051000.0,320808000,,60069000,218177000,,41327000,,34535000.0,155797000.0,687974000.0,,867283000.0,78578000.0,325334000,2500702000.0,,,,491065000,868627000.0,,550425000.0,,87250000.0,,,
