date,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyGrossPPE,quarterlyIncomeTaxPayable,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingIncome,quarterlyOtherShortTermInvestments,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyRetainedEarnings,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyStockholdersEquity,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyInterestExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,quarterlyBasicAverageShares,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashDividendsPaid
2003-06-30,-2329000,,-6488000,31715000,29225000,,36031000.0,-7759000,,15956000,43121000.0,,65764000.0,33185000.0,-0.13,,,-8186000,3392000.0,6848000.0,,298900000.0,18573000.0,,-215000.0,16058000.0,13269000,55764000.0,2500000.0,101000.0,20430000,-7759000,-7759000,0.0,,57489000.0,2846000.0,1043000.0,2089000.0,-2881000.0,,399000.0,-19389000.0,,2299000.0,-0.13,13166000.0,,0.0,1661000.0,24142000,,-2282000,3807000,0.0,3712000,495000.0,,,23732000.0,,26031000.0,57489000.0,926000,91795000.0,,5857000.0,0.0,33997000,35107000.0,6000.0,31715000.0,-11868000.0,1872000.0,,,
2003-09-30,3612000,,652000,37250000,34038000,-1998000.0,37763000.0,-2144000,,20592000,41720000.0,,71559000.0,35415000.0,-0.04,,-1000.0,-1748000,1998000.0,481000.0,,-301044000.0,20794000.0,,193000.0,18319000.0,13446000,58087000.0,2083000.0,83000.0,19227000,-2144000,-2144000,0.0,,57948000.0,2348000.0,768000.0,2040000.0,-985000.0,,550000.0,-19389000.0,,1960000.0,-0.04,13301000.0,-396000.0,591000.0,1578000.0,22340000,,5535000,4333000,0.0,3113000,1079000.0,,,22331000.0,,24291000.0,57948000.0,3348000,95850000.0,,5360000.0,3400000.0,31715000,39248000.0,6000.0,37250000.0,-8401000.0,1755000.0,,,
2003-12-31,5230000,,-386000,44939000,36502000,-2294000.0,39226000.0,452000,,23576000,49058000.0,,77114000.0,37377000.0,,,-14000.0,470000,2292000.0,1991000.0,,-300592000.0,21265000.0,,2974000.0,19180000.0,12926000,62976000.0,1667000.0,399000.0,19804000,452000,452000,0.0,,,1849000.0,2687000.0,1989000.0,-3089000.0,,846000.0,-25937000.0,,1967000.0,,13113000.0,-101000.0,-591000.0,1395000.0,23106000,,7689000,7229000,0.0,3302000,1081000.0,,,23121000.0,,25088000.0,,4140000,102202000.0,,4760000.0,2000000.0,37250000,47231000.0,6000.0,44939000.0,-5236000.0,3095000.0,,,
2004-03-31,3101000,,605000,47816000,39205000,,34932000.0,557000,,25812000,48523000.0,,79112000.0,33584000.0,0.01,,,917000,80000.0,-5304000.0,,-300035000.0,23256000.0,,48000.0,16216000.0,13393000,68772000.0,1250000.0,123000.0,21549000,557000,557000,0.0,,64559000.0,1348000.0,1015000.0,1994000.0,-1655000.0,,2528000.0,-25937000.0,,2006000.0,0.01,13067000.0,-227000.0,0.0,1272000.0,24895000,,2877000,-256000,0.0,3346000,3007000.0,133000.0,690000.0,22586000.0,,24592000.0,59091000.0,-1911000,103704000.0,,2184000.0,2212000.0,44939000,47896000.0,6000.0,47816000.0,-3122000.0,2307000.0,,,
2004-06-30,6508000,,-2303000,56099000,44204000,,38787000.0,3772000,,29954000,49111000.0,,89868000.0,37856000.0,0.06,,,4341000,,1392000.0,,-296263000.0,25737000.0,,163000.0,19496000.0,14250000,76169000.0,931000.0,-87000.0,22055000,3772000,3772000,0.0,,64461000.0,931000.0,1042000.0,1914000.0,-3397000.0,,1351000.0,-25937000.0,,1914000.0,0.06,13132000.0,-175000.0,0.0,1359000.0,25613000,,8283000,9235000,0.0,3558000,1848000.0,394000.0,4166000.0,23174000.0,,25088000.0,59692000.0,5838000,114956000.0,,2167000.0,80000.0,47816000,56099000.0,6000.0,56099000.0,-1448000.0,3314000.0,,,
2004-09-30,6128000,,-3149000,63215000,45766000,,41790000.0,3318000,,30844000,49241000.0,,99683000.0,41362000.0,0.06,,,3851000,519000.0,1132000.0,,-292945000.0,27663000.0,,-283000.0,21733000.0,14922000,83394000.0,428000.0,148000.0,22147000,3318000,3318000,0.0,,64055000.0,428000.0,0.0,1932000.0,-2347000.0,217000.0,1755000.0,-25937000.0,,2197000.0,0.05,13798000.0,0.0,0.0,2150000.0,26993000,,7116000,8510000,0.0,4846000,2240000.0,316000.0,3634000.0,23304000.0,,25501000.0,60319000.0,6163000,125184000.0,,2277000.0,0.0,56099000,63734000.0,6000.0,63215000.0,-195000.0,3899000.0,,,
2004-12-31,8714000,,-1137000,69659000,43655000,0.0,44973000.0,1121000,,28694000,54738000.0,,106834000.0,44948000.0,,,,656000,,2712000.0,,-291824000.0,28809000.0,,-1000.0,23481000.0,14961000,85739000.0,25000.0,-492000.0,24032000,1121000,1121000,0.0,,,25000.0,992000.0,1849000.0,-1662000.0,-348000.0,508000.0,-33036000.0,,2176000.0,,16257000.0,-445000.0,0.0,2852000.0,28038000,,6444000,7073000,0.0,4006000,1020000.0,151000.0,1272000.0,21702000.0,,23878000.0,,5411000,130712000.0,,8058000.0,519000.0,63215000,69659000.0,6000.0,69659000.0,-2000.0,3361000.0,,,
2005-03-31,4908000,,-4261000,68988000,51155000,-250000.0,45965000.0,1863000,,35677000,55141000.0,,110927000.0,45930000.0,0.03,,,2129000,250000.0,-3369000.0,,-289961000.0,31875000.0,,2000.0,23567000.0,15478000,90706000.0,,-219000.0,28645000,1863000,1863000,,,63148000.0,35000.0,0.0,1349000.0,-3157000.0,,2097000.0,-33036000.0,,2183000.0,0.03,17996000.0,-60000.0,0.0,3071000.0,33548000,,-671000,1493000,0.0,4903000,2597000.0,206000.0,2069000.0,22105000.0,,25744000.0,61246000.0,-1664000,136671000.0,1456000.0,2779000.0,,69659000,69238000.0,6000.0,68988000.0,14000.0,3018000.0,,,
2005-06-30,3925000,,-2568000,73014000,53940000,0.0,53365000.0,538000,,37320000,55186000.0,,119605000.0,53322000.0,0.01,,,1193000,,2916000.0,,-289423000.0,35207000.0,,-36000.0,28023000.0,16620000,91870000.0,,-54000.0,30772000,538000,538000,,,62953000.0,43000.0,7857000.0,847000.0,-2782000.0,,60000.0,-33036000.0,,2111000.0,0.01,20196000.0,-238000.0,0.0,3125000.0,36127000,,4026000,6534000,0.0,5355000,544000.0,417000.0,955000.0,22150000.0,,25630000.0,61484000.0,3752000,145235000.0,1369000.0,2732000.0,,68988000,73014000.0,6000.0,73014000.0,18000.0,4256000.0,,,
2005-09-30,723000,,-6125000,77354000,50866000,-1990000.0,52699000.0,-1516000,,35891000,57362000.0,,117397000.0,52645000.0,-0.02,,,-1539000,1990000.0,8175000.0,,-290939000.0,29155000.0,,240000.0,28870000.0,14975000,92315000.0,,-469000.0,33030000,-1516000,-1516000,,,61788000.0,54000.0,0.0,417000.0,-4375000.0,,1481000.0,-33036000.0,,2008000.0,-0.02,19705000.0,0.0,0.0,3594000.0,37430000,,4340000,8984000,0.0,4400000,1929000.0,303000.0,-1213000.0,24326000.0,,27617000.0,61788000.0,4609000,145014000.0,1283000.0,2262000.0,,73014000,79344000.0,6000.0,77354000.0,41000.0,3653000.0,,,
2005-12-31,3341000,,-2310000,74219000,51164000,14000.0,48672000.0,528000,,34453000,65676000.0,,111586000.0,48608000.0,,,,663000,,-4349000.0,,-290411000.0,29305000.0,,-813000.0,29372000.0,16711000,93438000.0,,529000.0,29863000,528000,528000,,,,64000.0,0.0,,-3487000.0,,98000.0,-39249000.0,,2900000.0,,16747000.0,-1525000.0,0.0,2930000.0,33790000,,-3135000,-923000,0.0,3927000,515000.0,390000.0,918000.0,26427000.0,,30524000.0,,-4410000,142110000.0,1197000.0,2678000.0,1976000.0,77354000,74219000.0,6000.0,74219000.0,7000.0,2489000.0,,,
2006-03-31,-2944000,,-2115000,71783000,48908000,,48811000.0,-4764000,,34611000,67271000.0,,113532000.0,48559000.0,-0.08,,,-5213000,,-5335000.0,,-295175000.0,32057000.0,478000.0,30000.0,30545000.0,14297000,96177000.0,,-164000.0,35130000,-4764000,-4764000,,,62518000.0,252000.0,0.0,,-2145000.0,,5299000.0,-39249000.0,,2323000.0,-0.08,15122000.0,0.0,0.0,3094000.0,39824000,,-2436000,-5620000,0.0,4694000,5299000.0,249000.0,-4515000.0,28022000.0,,31456000.0,62518000.0,-7765000,144988000.0,633000.0,2269000.0,,74219000,71783000.0,6000.0,71783000.0,6000.0,2892000.0,,,
2006-06-30,-768000,,-14278000,57486000,53221000,,45042000.0,-2610000,,36729000,65859000.0,,111923000.0,44663000.0,-0.04,,,-3291000,12268000.0,-2679000.0,,-297785000.0,32790000.0,478000.0,108000.0,26600000.0,16492000,96715000.0,,361000.0,35995000,-2610000,-2610000,,,62966000.0,379000.0,0.0,,-2623000.0,,895000.0,-39249000.0,,2200000.0,-0.04,13250000.0,0.0,0.0,2733000.0,40020000,,-14297000,-914000,0.0,4025000,895000.0,160000.0,-2450000.0,26610000.0,,29834000.0,62966000.0,-3537000,141757000.0,546000.0,2523000.0,,71783000,69754000.0,6000.0,57486000.0,-6000.0,4813000.0,,,
2006-09-30,-8694000,,-2453000,74034000,49034000,-4201000.0,66467000.0,-10320000,,32245000,66585000.0,,126664000.0,66171000.0,-0.16,2424000.0,,-10965000,11898000.0,7763000.0,,-308105000.0,32607000.0,478000.0,22000.0,31891000.0,16789000,90424000.0,,68000.0,38403000,-10320000,-10320000,,,63230000.0,296000.0,0.0,15000000.0,-2709000.0,,16741000.0,-39249000.0,,1881000.0,-0.16,12143000.0,0.0,15000000.0,2665000.0,43210000,,16548000,2260000,0.0,4807000,1741000.0,209000.0,-10111000.0,27336000.0,,30227000.0,63230000.0,-449000,156891000.0,532000.0,2271000.0,,57486000,85932000.0,6000.0,74034000.0,4000.0,7137000.0,,,
2006-12-31,-14859000,,-13905000,55113000,55191000,-2085000.0,68002000.0,-17269000,,37994000,73883000.0,,108089000.0,67783000.0,,1879000.0,,-18067000,8931000.0,2251000.0,,-325374000.0,33635000.0,478000.0,-314000.0,40307000.0,17197000,83556000.0,,-425000.0,51113000,-17269000,-17269000,,,,219000.0,0.0,11500000.0,-16551000.0,,4740000.0,-46979000.0,,2263000.0,,10942000.0,518000.0,0.0,3090000.0,56061000,,-18921000,-9756000,0.0,4948000,8240000.0,210000.0,-17059000.0,26904000.0,,43469000.0,,-26307000,151558000.0,13824000.0,3208000.0,5046000.0,74034000,64044000.0,6000.0,55113000.0,3000.0,5034000.0,,,
2007-03-31,10397000,,-2093000,56209000,63761000,-5817000.0,58051000.0,6978000,,46232000,73187000.0,,115240000.0,57818000.0,0.11,2522000.0,,7000000,9384000.0,-12189000.0,,-318396000.0,38203000.0,478000.0,122000.0,31831000.0,17529000,98988000.0,,-637000.0,35335000,6978000,6978000,,,69331000.0,233000.0,0.0,8000000.0,-1762000.0,,2337000.0,-46979000.0,,2134000.0,0.1,11226000.0,1796000.0,-195000.0,3725000.0,39232000,,1096000,737000,0.0,5693000,6032000.0,477000.0,7455000.0,26208000.0,,41799000.0,65433000.0,-1025000,157039000.0,12979000.0,3397000.0,5364000.0,55113000,65593000.0,7000.0,56209000.0,98000.0,6761000.0,,,
2007-06-30,17053000,,-8437000,65594000,76603000,-11769000.0,54025000.0,13618000,,56356000,73654000.0,,138425000.0,53836000.0,0.2,2456000.0,,13448000,13551000.0,-6708000.0,,-304778000.0,47237000.0,478000.0,180000.0,35949000.0,20247000,128330000.0,,337000.0,36233000,13618000,13618000,,,71207000.0,189000.0,0.0,,-1664000.0,,4791000.0,-46979000.0,,4744000.0,0.19,12159000.0,0.0,339000.0,3388000.0,42908000,,9385000,12970000,0.0,6675000,12452000.0,510000.0,14128000.0,26675000.0,,43930000.0,66696000.0,11306000,182355000.0,12033000.0,3605000.0,4816000.0,56209000,79145000.0,7000.0,65594000.0,166000.0,5728000.0,,,
2007-09-30,11731000,,-8434000,87969000,71451000,-14065000.0,56187000.0,9460000,,53319000,72993000.0,,167147000.0,55992000.0,0.14,3458000.0,,8395000,22022000.0,5827000.0,,-295318000.0,46002000.0,478000.0,135000.0,36706000.0,18132000,150707000.0,,-168000.0,38175000,9460000,9460000,,,72230000.0,195000.0,0.0,,-2879000.0,,9155000.0,-46979000.0,,1931000.0,0.13,12942000.0,0.0,-182000.0,3542000.0,44924000,,22375000,22076000,0.0,6749000,9337000.0,43000.0,9503000.0,26014000.0,,39747000.0,67970000.0,19197000,206894000.0,11324000.0,3336000.0,8375000.0,65594000,109991000.0,7000.0,87969000.0,540000.0,6344000.0,,,
2007-12-31,8059000,,-17815000,89119000,72517000,-33035000.0,61607000.0,5668000,,53390000,79079000.0,,184517000.0,61459000.0,,3372000.0,,5012000,38771000.0,4906000.0,,-289650000.0,44850000.0,478000.0,102000.0,39875000.0,19127000,161154000.0,,654000.0,41768000,5668000,5668000,,,,148000.0,0.0,,-1124000.0,,1226000.0,-53759000.0,,1831000.0,,12362000.0,-758000.0,54000.0,2910000.0,48378000,,1150000,16994000,0.0,6610000,1172000.0,196000.0,5864000.0,25320000.0,,38244000.0,,15870000,222761000.0,10615000.0,3047000.0,16242000.0,87969000,127890000.0,7000.0,89119000.0,657000.0,9222000.0,,,
2008-03-31,7688000,,15235000,113680000,74776000,-10725000.0,54117000.0,5304000,,55168000,81521000.0,,191150000.0,53958000.0,0.08,3872000.0,,4626000,18683000.0,-9202000.0,,-284346000.0,47475000.0,478000.0,108000.0,30563000.0,19608000,176933000.0,,-93000.0,43247000,5304000,5304000,,,70860000.0,159000.0,0.0,,-5192000.0,,6122000.0,-53759000.0,,1754000.0,0.07,13295000.0,0.0,-125000.0,3010000.0,50542000,,24540000,3162000,0.0,7295000,6247000.0,288000.0,5592000.0,27762000.0,,39900000.0,69053000.0,-2030000,231050000.0,9906000.0,3062000.0,30859000.0,89140000,132363000.0,7000.0,113680000.0,999000.0,10100000.0,,,
2008-06-30,7031000,,-33353000,64339000,79902000,-34423000.0,57950000.0,4030000,,59659000,83284000.0,,174384000.0,57817000.0,0.06,4676000.0,,3872000,45723000.0,-1479000.0,,-288430000.0,51173000.0,478000.0,62000.0,34708000.0,20243000,159219000.0,,-7000.0,48786000,4030000,4030000,,,69916000.0,133000.0,0.0,,-4442000.0,,-26439000.0,-53759000.0,,3585000.0,0.06,14144000.0,0.0,-27000.0,3017000.0,55787000,,-49341000,10470000,0.0,7001000,1274000.0,285000.0,4315000.0,29525000.0,,42785000.0,68581000.0,6028000,217169000.0,9197000.0,3159000.0,5450000.0,113680000,110062000.0,7000.0,64339000.0,919000.0,8965000.0,,,
2008-09-30,11151000,,7587000,79756000,75173000,-19946000.0,56866000.0,5157000,,56407000,83327000.0,,173554000.0,56742000.0,0.08,4851000.0,-11746000.0,7880000,34499000.0,4084000.0,,-286726000.0,48872000.0,478000.0,102000.0,33877000.0,18766000,159654000.0,,-9000.0,42609000,5157000,5157000,,,68704000.0,124000.0,0.0,,-2727000.0,,-9323000.0,-53759000.0,,4432000.0,0.08,15380000.0,-2189000.0,-278000.0,3015000.0,48527000,,15417000,17359000,0.0,5918000,2701000.0,798000.0,5955000.0,29568000.0,,42966000.0,67367000.0,14632000,216520000.0,8488000.0,3271000.0,30154000.0,64339000,114255000.0,7000.0,79756000.0,447000.0,7485000.0,,,
2008-12-31,4021000,,9476000,87100000,74125000,-9956000.0,60801000.0,65496000,,53892000,88342000.0,,177907000.0,60572000.0,,-13328000.0,-10706000.0,5367000,23066000.0,-1714000.0,,-221230000.0,52362000.0,478000.0,-58000.0,38282000.0,20233000,218540000.0,,1052000.0,42574000,65496000,65496000,,,,229000.0,0.0,,-1973000.0,,-10715000.0,-61363000.0,,4493000.0,,16710000.0,-5508000.0,114000.0,1965000.0,48525000,,7365000,8755000,0.0,5951000,284000.0,-64282000.0,1214000.0,26979000.0,,101434000.0,,6782000,279341000.0,7788000.0,3299000.0,21463000.0,79756000,110166000.0,7000.0,87100000.0,269000.0,5580000.0,,,
2009-03-31,9337000,3715000.0,-3534000,97051000,70132000,-13977000.0,61578000.0,2636000,738000.0,52707000,,,193005000.0,61374000.0,0.04,201000.0,,6194000,27633000.0,339000.0,563000.0,-218594000.0,51665000.0,478000.0,36000.0,35656000.0,17425000,227699000.0,,-117000.0,41322000,2636000,2636000,,-136000.0,66447000.0,204000.0,0.0,,-1886000.0,,3009000.0,,,1573000.0,0.04,19654000.0,-962000.0,-107000.0,2068000.0,46513000,,9951000,10603000,0.0,5191000,3252000.0,2796000.0,5432000.0,26000000.0,-81000.0,96272000.0,65983000.0,8717000,289277000.0,7088000.0,3143000.0,12293000.0,87100000,124684000.0,7000.0,97051000.0,-68000.0,6064000.0,,,
