date,quarterlyCommonStockIssuance,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,quarterlyEbitda,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,quarterlyStockholdersEquity,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue
1997-03-31,,2500000.0,,-9300000.0,-23300000.0,10300000.0,-301200000.0,300000.0,2000000.0,92800000.0,-200000.0,,48000000.0,15500000.0,0.39,16800000.0,695200000.0,,42000000.0,7800000.0,,,,705500000.0,778900000.0,24700000.0,24900000.0,24900000.0,70985915.0,,19500000.0,21400000.0,,,9400000.0,0.355,,,64200000,44700000,87900000,25200000.0,-23200000.0,72100000.0,0.0,,134000000.0,,996400000.0,29200000.0,-1600000.0,73400000.0,,,104700000.0,-8500000.0,11800000.0,64615385.0,495400000.0,,,15800000.0,,0.0,,27400000.0,100000.0,,12000000.0,25200000.0,2600000.0,25200000.0,3800000.0,104800000.0,,,
1997-06-30,,2400000.0,,-400000.0,-28600000.0,11200000.0,-321500000.0,400000.0,2100000.0,99200000.0,-200000.0,,45800000.0,17900000.0,0.23,9900000.0,702200000.0,,24700000.0,4900000.0,,,,713400000.0,801100000.0,17200000.0,42800000.0,42800000.0,67272727.0,,20600000.0,24600000.0,,,0.0,0.22,,,47900000,27300000,69700000,14800000.0,-27400000.0,55200000.0,0.0,,142000000.0,,1023700000.0,29500000.0,-1600000.0,87700000.0,,,117900000.0,3800000.0,6400000.0,64347826.0,509600000.0,,,14500000.0,,0.0,,27900000.0,,,13300000.0,14800000.0,3600000.0,14800000.0,3500000.0,112500000.0,,,
1997-09-30,2300000.0,2500000.0,,2000000.0,-39500000.0,14300000.0,-341600000.0,-700000.0,2200000.0,104500000.0,-100000.0,,35200000.0,-4900000.0,0.255,10900000.0,721200000.0,,27200000.0,2600000.0,,,,735500000.0,820700000.0,-4300000.0,37900000.0,37900000.0,69361702.0,,20300000.0,23100000.0,,,0.0,0.235,,,50100000,29800000,72900000,16300000.0,-42100000.0,57100000.0,0.0,,144600000.0,100000.0,1062800000.0,25700000.0,-1600000.0,85200000.0,,,132600000.0,-6600000.0,5300000.0,63921569.0,526600000.0,,,15800000.0,,-2700000.0,,27300000.0,,,14400000.0,16300000.0,3000000.0,16300000.0,2900000.0,118900000.0,,,
1997-12-31,500000.0,2500000.0,,3200000.0,-39100000.0,15400000.0,-365500000.0,6300000.0,2400000.0,101500000.0,-100000.0,,39700000.0,4200000.0,,8400000.0,737800000.0,,27300000.0,9700000.0,,,,753200000.0,846400000.0,600000.0,42100000.0,42100000.0,,,24900000.0,21100000.0,,,0.0,,,,54800000,29900000,82700000,18900000.0,-38600000.0,63200000.0,0.0,,153300000.0,,1103300000.0,30800000.0,-1600000.0,93200000.0,,,149900000.0,-1200000.0,-2700000.0,,543600000.0,,,19500000.0,,200000.0,,33300000.0,-200000.0,,21000000.0,18900000.0,3700000.0,18900000.0,1200000.0,122500000.0,,,
1998-03-31,,2400000.0,,3600000.0,-39500000.0,13200000.0,-386900000.0,5200000.0,2700000.0,104600000.0,-100000.0,,39300000.0,3600000.0,0.155,5700000.0,757300000.0,,15800000.0,5600000.0,,,,770500000.0,861800000.0,-200000.0,45700000.0,45700000.0,65161290.0,,21700000.0,23300000.0,,,42100000.0,0.155,,,40000000,18300000,64900000,10100000.0,-39300000.0,46300000.0,0.0,,159700000.0,,1144200000.0,28900000.0,-1600000.0,91300000.0,,,158500000.0,4500000.0,3000000.0,65161290.0,552600000.0,,,18600000.0,,0.0,,28000000.0,-300000.0,,26200000.0,10100000.0,3300000.0,10100000.0,2900000.0,130800000.0,,,
1998-06-30,,2400000.0,,-1200000.0,-49700000.0,13100000.0,-409500000.0,400000.0,2300000.0,105900000.0,0.0,,28300000.0,-22600000.0,0.12,3600000.0,780200000.0,,11200000.0,2400000.0,,,,793300000.0,863200000.0,-21400000.0,23100000.0,23100000.0,63333333.0,,23300000.0,22100000.0,,,0.0,0.12,,,37000000,13600000,62500000,7600000.0,-49400000.0,44000000.0,0.0,,157100000.0,,1189700000.0,24500000.0,-1600000.0,69900000.0,,,164500000.0,-4400000.0,1700000.0,63333333.0,556600000.0,,,18500000.0,,0.0,,30400000.0,400000.0,,26700000.0,7600000.0,3500000.0,7600000.0,2100000.0,132600000.0,,,
1998-09-30,,2600000.0,,-1300000.0,-52700000.0,13800000.0,-558800000.0,300000.0,2300000.0,67600000.0,-253800000.0,,30800000.0,-15900000.0,-1.285,-37100000.0,672400000.0,,-120200000.0,2800000.0,,,,686200000.0,737300000.0,-21900000.0,7200000.0,7200000.0,64669261.0,,23200000.0,20800000.0,,,0.0,-1.285,,,32500000,9300000,57100000,-83100000.0,-45200000.0,38900000.0,0.0,,118500000.0,126600000.0,1231200000.0,23600000.0,-1600000.0,51100000.0,,,79800000.0,2000000.0,-37900000.0,64669261.0,469300000.0,,,18200000.0,,0.0,,29600000.0,0.0,,27300000.0,-83100000.0,3200000.0,-83100000.0,1600000.0,94900000.0,,,
1998-12-31,,15100000.0,,56500000.0,-233600000.0,14900000.0,-1509600000.0,900000.0,2800000.0,33200000.0,102400000.0,,93200000.0,12000000.0,,12200000.0,1100900000.0,,17200000.0,28000000.0,,,,1115800000.0,1226400000.0,-140400000.0,19200000.0,19200000.0,,,55600000.0,52700000.0,,,0.0,,,,109200000,53600000,185200000,5000000.0,-138100000.0,127000000.0,0.0,,553900000.0,-126600000.0,2610500000.0,80700000.0,-2500000.0,110600000.0,,,-242900000.0,5400000.0,10000000.0,,523000000.0,,,58200000.0,,40500000.0,405300000.0,73400000.0,1000000.0,,34700000.0,5000000.0,13700000.0,5000000.0,4700000.0,473200000.0,,,
1999-03-31,1700000.0,6700000.0,,14900000.0,-82800000.0,14300000.0,-1556400000.0,400000.0,2800000.0,36200000.0,3200000.0,,57100000.0,-5700000.0,0.06,5200000.0,1152100000.0,,11200000.0,21300000.0,,,,1166400000.0,1267500000.0,-25700000.0,13400000.0,13400000.0,96940000.0,,33600000.0,73900000.0,,,19200000.0,0.06,,,50700000,17100000,87300000,6000000.0,-77600000.0,59900000.0,13500000.0,,588200000.0,-200000.0,2708500000.0,95200000.0,-2400000.0,101100000.0,,,-239400000.0,17600000.0,3300000.0,96940000.0,529800000.0,78900000.0,,27400000.0,,100000.0,422300000.0,42800000.0,,,34500000.0,6000000.0,6200000.0,6000000.0,6000000.0,493000000.0,,,
1999-06-30,8500000.0,7100000.0,,28400000.0,-57100000.0,14800000.0,-1616200000.0,700000.0,2600000.0,44100000.0,5600000.0,,28800000.0,500000.0,0.165,10900000.0,1185600000.0,,27100000.0,27500000.0,,,,1200400000.0,1305200000.0,-28300000.0,14000000.0,14000000.0,98181818.0,,35700000.0,46200000.0,,,13500000.0,0.165,,,66800000,31000000,104300000,16200000.0,-56800000.0,77200000.0,14000000.0,,600500000.0,100000.0,2801800000.0,73700000.0,-2500000.0,104800000.0,,,-225600000.0,-26100000.0,8500000.0,98181818.0,555200000.0,,,27100000.0,,500000.0,448000000.0,46200000.0,,,34700000.0,16200000.0,7000000.0,16200000.0,4500000.0,526800000.0,,,
1999-09-30,381400000.0,21500000.0,200000000.0,314000000.0,-107200000.0,719100000.0,-1702300000.0,1000000.0,16800000.0,691700000.0,-2100000.0,,106700000.0,366300000.0,0.195,14100000.0,3859600000.0,,38600000.0,185000000.0,,,,4578700000.0,5175300000.0,-500000.0,380300000.0,380300000.0,128947368.0,,85500000.0,156400000.0,,9500000.0,14000000.0,0.19,,,147700000,62200000,219900000,24500000.0,-54600000.0,174100000.0,380300000.0,,3207200000.0,-100000.0,5561900000.0,541400000.0,,596600000.0,,,-205900000.0,-12200000.0,9500000.0,125641026.0,1818600000.0,,,45800000.0,,0.0,1022700000.0,111900000.0,-1200000.0,,951400000.0,24500000.0,19300000.0,24500000.0,11800000.0,2665800000.0,,,
1999-12-31,30600000.0,31700000.0,,-161900000.0,-84900000.0,727300000.0,-1818900000.0,11400000.0,13400000.0,390900000.0,23100000.0,,13000000.0,-213100000.0,,35000000.0,3155900000.0,,83000000.0,93700000.0,,,322800000.0,4206000000.0,4623200000.0,-71900000.0,167200000.0,167200000.0,,,114300000.0,133700000.0,-66500000.0,10100000.0,380300000.0,,,,205500000,91200000,304100000,44300000.0,-64700000.0,236400000.0,167200000.0,,2597700000.0,100000.0,4974800000.0,227400000.0,,417200000.0,,,-164700000.0,-164500000.0,19200000.0,,2025500000.0,,,67700000.0,,100000.0,1787100000.0,145200000.0,-2000000.0,,192300000.0,48000000.0,21300000.0,48000000.0,27200000.0,2370300000.0,,,
2000-03-31,11186000.0,25276000.0,,-182871000.0,-118555000.0,770695000.0,-1917742000.0,-4522000.0,14787000.0,424184000.0,-2408000.0,,181370000.0,-117379000.0,0.34,47093000.0,3161944000.0,,108180000.0,111688000.0,,,314955000.0,4247594000.0,4561157000.0,62815000.0,49788000.0,49788000.0,172416000.0,,117861000.0,133453000.0,-41750000.0,10152000.0,167167000.0,0.34,,,253725000,135864000,347711000,58653000.0,-115411000.0,280795000.0,49788000.0,,2445322000.0,,5079686000.0,245141000.0,-6751000.0,313563000.0,,,-110362000.0,-17210000.0,17246000.0,172416000.0,2115835000.0,,,66916000.0,,96000.0,1602317000.0,144931000.0,-1347000.0,,173680000.0,61087000.0,16650000.0,61087000.0,20698000.0,2200181000.0,,,
2000-06-30,16240000.0,25675000.0,,194874000.0,-185272000.0,720052000.0,-2010128000.0,-2079000.0,14462000.0,431882000.0,0.0,,200172000.0,249183000.0,0.51,62635000.0,3179761000.0,,153369000.0,120125000.0,,,299481000.0,4199294000.0,4827936000.0,14900000.0,298971000.0,298971000.0,176762000.0,,122603000.0,152420000.0,-80159000.0,10198000.0,49788000.0,0.499542,,,301647000,179044000,400843000,88300000.0,-145566000.0,329140000.0,298971000.0,,2650316000.0,,5189889000.0,272545000.0,-6780000.0,628642000.0,,,-26408000.0,-42208000.0,28977000.0,173512000.0,2177620000.0,,,71703000.0,,90000.0,1785827000.0,150096000.0,339000.0,,160062000.0,90734000.0,16123000.0,90734000.0,18604000.0,2377771000.0,,,
2000-09-30,35011000.0,40445000.0,,-247467000.0,-644147000.0,730840000.0,-4611753000.0,-43201000.0,54966000.0,483155000.0,-114466000.0,,751848000.0,-126324000.0,0.635,106150000.0,4755529000.0,,271062000.0,240723000.0,,,299661000.0,5786030000.0,6570516000.0,107701000.0,178647000.0,178647000.0,268788000.0,,298247000.0,370665000.0,-84809000.0,14326000.0,298971000.0,0.604488,,,666987000,368740000,714846000,162479000.0,-630357000.0,718543000.0,178647000.0,,3606835000.0,,9367282000.0,611388000.0,-8850000.0,784486000.0,,,-510400000.0,74728000.0,112547000.0,255714000.0,2963681000.0,467393000.0,,3697000.0,,-186000.0,2202137000.0,349803000.0,-15017000.0,,310155000.0,164912000.0,25304000.0,164912000.0,83480000.0,2995447000.0,,,
2000-12-31,14050000.0,32933000.0,,-154107000.0,-332158000.0,727316000.0,-4799816000.0,-1977000.0,47272000.0,626826000.0,-8688000.0,,485642000.0,49403000.0,,129960000.0,4909536000.0,,436869000.0,191793000.0,,,289489000.0,5926341000.0,6860478000.0,153484000.0,228050000.0,228050000.0,,,195961000.0,437194000.0,-85397000.0,14364000.0,178647000.0,,,,668903000,472942000,880903000,304475000.0,-282067000.0,724736000.0,228050000.0,,3582874000.0,,9709352000.0,628987000.0,-9574000.0,934137000.0,0.0,,-214708000.0,-150880000.0,122075000.0,,3277604000.0,598248000.0,,156167000.0,,5200000.0,2048836000.0,251794000.0,7703000.0,,278225000.0,306909000.0,18831000.0,306909000.0,60567000.0,2953887000.0,,,
2001-03-31,32403000.0,34538000.0,,-50359000.0,-345926000.0,749213000.0,-4799816000.0,-5163000.0,40256000.0,728552000.0,-14042000.0,,756730000.0,381652000.0,1.54,226015000.0,5041209000.0,,576830000.0,265162000.0,,,286227000.0,6076649000.0,7326752000.0,410804000.0,609702000.0,609702000.0,270722000.0,,193339000.0,431631000.0,-109528000.0,14441000.0,228050000.0,1.469526,,,818749000,625410000,1023587000,397833000.0,-323711000.0,883535000.0,609702000.0,,3662203000.0,,9841025000.0,696793000.0,-8905000.0,1250103000.0,-13337000.0,,176654000.0,112879000.0,81919000.0,258060000.0,3664549000.0,555967000.0,,140052000.0,,0.0,1229916000.0,258125000.0,7044000.0,,1006942000.0,400267000.0,22262000.0,350815000.0,35199000.0,2965410000.0,,,
2001-06-30,7271000.0,34402000.0,,166818000.0,-672833000.0,774621000.0,-5225784000.0,5103000.0,40193000.0,1010384000.0,-146424000.0,,369988000.0,-131881000.0,0.515,103674000.0,5640137000.0,,240064000.0,67662000.0,,,277767000.0,6692525000.0,7804038000.0,-302845000.0,477822000.0,477822000.0,270806000.0,,195205000.0,421528000.0,-43800000.0,14463000.0,609702000.0,0.494657,,,539153000,343948000,725162000,133956000.0,-669108000.0,591288000.0,477822000.0,,3946797000.0,,10865921000.0,587837000.0,-8914000.0,1111513000.0,0.0,,304130000.0,-140607000.0,104878000.0,258976000.0,3857241000.0,550661000.0,,133874000.0,98647000.0,0.0,2081148000.0,247340000.0,1044000.0,,267428000.0,136390000.0,24628000.0,136390000.0,33858000.0,3358960000.0,,,
2001-09-30,-8742000.0,35885000.0,,-294795000.0,-332733000.0,899760000.0,-5387568000.0,60000.0,42618000.0,1112822000.0,-19084000.0,,373790000.0,-238556000.0,0.325,55281000.0,5743523000.0,,140013000.0,29004000.0,,,,6912588000.0,7732490000.0,41057000.0,239265000.0,239265000.0,263146000.0,,215909000.0,452708000.0,-29948000.0,14477000.0,477822000.0,0.31275,,,399980000,184071000,586715000,82299000.0,-317278000.0,445821000.0,239265000.0,,3963485000.0,,11131091000.0,561798000.0,-8813000.0,819902000.0,-177050000.0,,380049000.0,-20418000.0,80960000.0,252670000.0,3769005000.0,491099000.0,269305000.0,140894000.0,80086000.0,0.0,1984777000.0,261750000.0,-2365000.0,,304088000.0,84732000.0,26977000.0,84732000.0,37941000.0,3401687000.0,,,
2001-12-31,17068000.0,115175000.0,,3548336000.0,-3974508000.0,869000000.0,-6570000000.0,0.0,41000000.0,2142000000.0,-1857450000.0,,385492000.0,-46215000.0,,-354970000.0,9028000000.0,,-872907000.0,211000000.0,,,2206000000.0,12103000000.0,13184000000.0,-3589016000.0,193000000.0,193000000.0,,,331547000.0,635000000.0,-28000000.0,14000000.0,239265000.0,,,,501118000,169571000,739536000,-521088000.0,-3974903000.0,540356000.0,193000000.0,,9925000000.0,,15598000000.0,919000000.0,-8368000.0,1081000000.0,-13613000.0,,-147000000.0,-31854000.0,-308757000.0,,3259000000.0,537000000.0,,199180000.0,73000000.0,0.0,6589000000.0,370785000.0,9277000.0,,275000000.0,-518389000.0,37133000.0,-517937000.0,310000000.0,9006000000.0,,,
2002-03-31,9000000.0,124000000.0,,1762000000.0,-2190000000.0,969000000.0,-6877000000.0,0.0,53000000.0,2943000000.0,-10000000.0,,372000000.0,174000000.0,0.205,22000000.0,12263000000.0,,84000000.0,109000000.0,,,3575000000.0,16807000000.0,17977000000.0,-1818000000.0,367000000.0,367000000.0,300000000.0,,320000000.0,776000000.0,-197000000.0,17000000.0,193000000.0,0.2,,,538000000,218000000,938000000,60000000.0,-1961000000.0,730000000.0,367000000.0,,13286000000.0,,19140000000.0,1061000000.0,-10000000.0,1170000000.0,,,-95000000.0,-60000000.0,21000000.0,296000000.0,4691000000.0,680000000.0,,208000000.0,176000000.0,2000000.0,8236000000.0,512000000.0,3000000.0,,1046000000.0,62000000.0,174000000.0,62000000.0,47000000.0,12225000000.0,,,
2002-06-30,9000000.0,148000000.0,,-875000000.0,-388000000.0,955000000.0,-7718000000.0,0.0,43000000.0,2645000000.0,-1256000000.0,,524000000.0,66000000.0,-0.34,-227000000.0,11087000000.0,,-430000000.0,128000000.0,,,3670000000.0,15712000000.0,16873000000.0,136000000.0,425000000.0,425000000.0,326000000.0,,323000000.0,682000000.0,2000000.0,17000000.0,367000000.0,-0.34,,,650000000,323000000,1165000000,-107000000.0,419000000.0,961000000.0,425000000.0,,12088000000.0,,18805000000.0,1059000000.0,-11000000.0,1161000000.0,,,-210000000.0,98000000.0,-316000000.0,314000000.0,4785000000.0,636000000.0,,204000000.0,249000000.0,-2000000.0,8032000000.0,638000000.0,11000000.0,,352000000.0,-104000000.0,276000000.0,-203000000.0,50000000.0,11029000000.0,,,
2002-09-30,1000000.0,130000000.0,,-410000000.0,-471000000.0,792000000.0,-7624000000.0,0.0,33000000.0,2529000000.0,6000000.0,,280000000.0,-335000000.0,0.19,38000000.0,10799000000.0,,150000000.0,187000000.0,,,3590000000.0,15181000000.0,16017000000.0,-191000000.0,88000000.0,88000000.0,316000000.0,,299000000.0,606000000.0,-301000000.0,17000000.0,425000000.0,0.185,,,573000000,274000000,1032000000,60000000.0,-207000000.0,841000000.0,88000000.0,,11484000000.0,,18423000000.0,989000000.0,-9000000.0,836000000.0,,,-158000000.0,-52000000.0,2000000.0,312000000.0,4533000000.0,569000000.0,,191000000.0,196000000.0,-12000000.0,7646000000.0,567000000.0,-8000000.0,,320000000.0,62000000.0,259000000.0,112000000.0,144000000.0,10495000000.0,,,
2002-12-31,13000000.0,131000000.0,,-76000000.0,-377000000.0,754000000.0,-7934000000.0,0.0,26000000.0,2627000000.0,-369000000.0,,578000000.0,204000000.0,,-22000000.0,10852000000.0,,73000000.0,172000000.0,,,3555000000.0,15161000000.0,16225000000.0,201000000.0,292000000.0,292000000.0,,,269000000.0,637000000.0,-270000000.0,17000000.0,88000000.0,,,,690000000,397000000,1228000000,81000000.0,-297000000.0,1038000000.0,292000000.0,,11572000000.0,,18786000000.0,1042000000.0,-11000000.0,1064000000.0,,,-84000000.0,-163000000.0,77000000.0,,4653000000.0,639000000.0,,190000000.0,233000000.0,9000000.0,7562000000.0,641000000.0,4000000.0,,341000000.0,84000000.0,317000000.0,95000000.0,51000000.0,10530000000.0,,,
2003-03-31,3000000.0,130000000.0,211000000.0,-7000000.0,-512000000.0,732000000.0,-8338000000.0,0.0,31000000.0,2862000000.0,48000000.0,,827000000.0,342000000.0,1.38,200000000.0,11760000000.0,,620000000.0,233000000.0,,,3699000000.0,16191000000.0,17828000000.0,315000000.0,634000000.0,634000000.0,326000000.0,,296000000.0,862000000.0,-13000000.0,17000000.0,292000000.0,1.335,,,991000000,695000000,1671000000,434000000.0,-486000000.0,1465000000.0,634000000.0,,12490000000.0,,20098000000.0,1456000000.0,-10000000.0,1637000000.0,,,341000000.0,-41000000.0,165000000.0,314000000.0,5338000000.0,910000000.0,,206000000.0,150000000.0,0.0,7375000000.0,770000000.0,-6000000.0,,797000000.0,436000000.0,405000000.0,420000000.0,51000000.0,11034000000.0,,,
2003-06-30,35000000.0,130000000.0,575000000.0,-306000000.0,-588000000.0,856000000.0,-9006000000.0,-330000000.0,71000000.0,4076000000.0,19000000.0,,939000000.0,90000000.0,0.835,233000000.0,17592000000.0,,589000000.0,428000000.0,,,5324000000.0,23772000000.0,25611000000.0,351000000.0,724000000.0,724000000.0,442000000.0,,427000000.0,929000000.0,248000000.0,25000000.0,634000000.0,0.81,,,1118000000,691000000,1813000000,353000000.0,-571000000.0,1539000000.0,724000000.0,,15959000000.0,,26598000000.0,2210000000.0,-11000000.0,1839000000.0,,,688000000.0,49000000.0,144000000.0,424000000.0,9652000000.0,965000000.0,,274000000.0,278000000.0,12000000.0,8499000000.0,848000000.0,-1000000.0,,1174000000.0,356000000.0,370000000.0,356000000.0,68000000.0,13749000000.0,,,
2003-09-30,13000000.0,120000000.0,340000000.0,-191000000.0,-705000000.0,871000000.0,-9520000000.0,0.0,77000000.0,4326000000.0,-16000000.0,,1014000000.0,116000000.0,0.88,206000000.0,17848000000.0,,618000000.0,208000000.0,,,5341000000.0,24060000000.0,25967000000.0,309000000.0,840000000.0,840000000.0,482000000.0,,508000000.0,964000000.0,368000000.0,25000000.0,724000000.0,0.855,,,1252000000,744000000,1948000000,410000000.0,-708000000.0,1653000000.0,840000000.0,,15777000000.0,,27368000000.0,1706000000.0,-14000000.0,1907000000.0,,,1085000000.0,-79000000.0,165000000.0,464000000.0,10190000000.0,896000000.0,,295000000.0,194000000.0,-12000000.0,8581000000.0,909000000.0,-6000000.0,,1109000000.0,412000000.0,347000000.0,412000000.0,83000000.0,14071000000.0,,,
2003-12-31,104000000.0,122000000.0,338000000.0,90000000.0,-782000000.0,987000000.0,-10212000000.0,1000000.0,72000000.0,4370000000.0,-75000000.0,,988000000.0,433000000.0,,-125000000.0,18334000000.0,,418000000.0,231000000.0,,,5477000000.0,24798000000.0,27162000000.0,206000000.0,1273000000.0,1273000000.0,,,562000000.0,1174000000.0,537000000.0,25000000.0,840000000.0,,,,1205000000,643000000,1920000000,540000000.0,-667000000.0,1617000000.0,1273000000.0,,16106000000.0,,28546000000.0,2071000000.0,-14000000.0,2364000000.0,,,1614000000.0,-61000000.0,-153000000.0,,11056000000.0,946000000.0,,303000000.0,272000000.0,-24000000.0,7903000000.0,974000000.0,5000000.0,56000000.0,1762000000.0,543000000.0,359000000.0,543000000.0,62000000.0,14035000000.0,,,
2004-03-31,108000000.0,118000000.0,763000000.0,-129000000.0,-890000000.0,1002000000.0,-10727000000.0,0.0,70000000.0,4334000000.0,22000000.0,,1223000000.0,208000000.0,1.03,282000000.0,18450000000.0,,776000000.0,573000000.0,,,5440000000.0,24892000000.0,27577000000.0,333000000.0,1481000000.0,1481000000.0,494000000.0,,572000000.0,1119000000.0,379000000.0,25000000.0,1273000000.0,1.0,,,1446000000,874000000,2238000000,492000000.0,-879000000.0,1928000000.0,1481000000.0,,16047000000.0,,29177000000.0,2690000000.0,-26000000.0,2685000000.0,,,2082000000.0,57000000.0,79000000.0,478000000.0,11530000000.0,1063000000.0,,310000000.0,193000000.0,0.0,7907000000.0,1054000000.0,2000000.0,42000000.0,1116000000.0,494000000.0,420000000.0,494000000.0,71000000.0,13357000000.0,,,
2004-06-30,80000000.0,134000000.0,412000000.0,-707000000.0,-765000000.0,1041000000.0,-11193000000.0,0.0,68000000.0,4332000000.0,-5000000.0,,1137000000.0,-334000000.0,1.035,270000000.0,18511000000.0,,772000000.0,580000000.0,,,5388000000.0,24940000000.0,27304000000.0,372000000.0,1147000000.0,1147000000.0,498000000.0,,552000000.0,1108000000.0,257000000.0,25000000.0,1481000000.0,1.01,,,1463000000,911000000,2219000000,499000000.0,-756000000.0,1913000000.0,1147000000.0,,15341000000.0,,29704000000.0,2381000000.0,-27000000.0,2364000000.0,,,2557000000.0,-48000000.0,72000000.0,482000000.0,11963000000.0,1104000000.0,,306000000.0,253000000.0,0.0,6811000000.0,1002000000.0,2000000.0,28000000.0,1817000000.0,502000000.0,379000000.0,502000000.0,34000000.0,12960000000.0,,,
2004-09-30,32000000.0,109000000.0,685000000.0,4000000.0,-747000000.0,1148000000.0,-11988000000.0,0.0,,4502000000.0,-9000000.0,,1332000000.0,614000000.0,1.06,300000000.0,18896000000.0,,817000000.0,929000000.0,,,5525000000.0,25569000000.0,28590000000.0,585000000.0,1761000000.0,1761000000.0,500000000.0,,572000000.0,1110000000.0,426000000.0,26000000.0,1147000000.0,1.035,,,1507000000,935000000,2267000000,515000000.0,-747000000.0,1944000000.0,1761000000.0,,15935000000.0,,30884000000.0,2966000000.0,-27000000.0,3021000000.0,,,3047000000.0,61000000.0,133000000.0,484000000.0,12655000000.0,1102000000.0,,323000000.0,242000000.0,0.0,6582000000.0,1009000000.0,,,1885000000.0,517000000.0,389000000.0,517000000.0,158000000.0,12969000000.0,,,
2004-12-31,48000000.0,114000000.0,933000000.0,-169000000.0,-701000000.0,1170000000.0,-12768000000.0,0.0,,4800000000.0,14000000.0,,1124000000.0,-268000000.0,,255000000.0,19346000000.0,,928000000.0,668000000.0,967000000.0,,5637000000.0,26153000000.0,29736000000.0,423000000.0,1152000000.0,2119000000.0,,,594000000.0,1202000000.0,845000000.0,49000000.0,1761000000.0,,,,1622000000,1028000000,2465000000,670000000.0,-1252000000.0,2124000000.0,1152000000.0,,16062000000.0,,32114000000.0,3100000000.0,-27000000.0,3583000000.0,,,3693000000.0,-116000000.0,71000000.0,,13674000000.0,1320000000.0,,341000000.0,297000000.0,-626000000.0,6339000000.0,1096000000.0,,,1823000000.0,673000000.0,429000000.0,673000000.0,144000000.0,12962000000.0,,,
2005-03-31,57000000.0,118000000.0,932000000.0,-538000000.0,-867000000.0,1208000000.0,-13316000000.0,0.0,,5081000000.0,74000000.0,,1388000000.0,347000000.0,1.17,350000000.0,19479000000.0,,913000000.0,1058000000.0,1033000000.0,,5624000000.0,26311000000.0,30676000000.0,521000000.0,1499000000.0,2532000000.0,496000000.0,1081000000.0,579000000.0,1388000000.0,780000000.0,48000000.0,1152000000.0,1.14,,-1147000000.0,1536000000,957000000,2351000000,561000000.0,-501000000.0,2003000000.0,1499000000.0,,17042000000.0,,32795000000.0,3760000000.0,-38000000.0,4365000000.0,-557000000.0,,4218000000.0,319000000.0,-2000000.0,480000000.0,13634000000.0,1364000000.0,,348000000.0,382000000.0,0.0,6312000000.0,1046000000.0,,,1889000000.0,563000000.0,389000000.0,563000000.0,152000000.0,13282000000.0,,,
