date,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyDilutedEPS,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyLongTermDebt,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyBasicEPS,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyChangeInInventory
2015-03-31,-190903000.0,36393000.0,54142000.0,3493000.0,970624000.0,3867000.0,51102000.0,88382000.0,2684661000.0,7203000,2596279000.0,2439000.0,99854000.0,,54022000.0,,7203000,100821000.0,28093000.0,1021726000.0,7768000,0.12,-36292000.0,4388000.0,-542000.0,847948000.0,37954000.0,12109000.0,-17349000.0,-425000.0,148852000.0,5052000.0,40751000.0,0.0,22822000.0,220172000.0,1662935000.0,-38496000.0,-417000.0,0.0,-20129000.0,54188500.0,4388000.0,4388000.0,,7677000.0,0.0,1314000.0,,,-14000.0,,51102000.0,-37844000.0,38241000.0,2439000.0,22822000.0,91976000,-31063000.0,13271000,31737000.0,0.0,49122000,0.12,11608000.0,,0.0,,,-8707000.0,4388000.0,,,,,,
2015-06-30,-200279000.0,33988000.0,54157500.0,5936000.0,970937000.0,3867000.0,59832000.0,171051000.0,2685466000.0,7951000,2514415000.0,42626000.0,97875000.0,,56516000.0,,7951000,103665000.0,26963000.0,1030769000.0,7957000,0.16,-29562000.0,1972000.0,-343000.0,849772000.0,41387000.0,13299000.0,-17328000.0,-3018000.0,135690000.0,6772000.0,41532000.0,4388000.0,23290000.0,220256000.0,1654697000.0,-18175000.0,537000.0,0.0,-21512000.0,54191500.0,1972000.0,1972000.0,,7869000.0,0.0,7850000.0,,,14000.0,,56700000.0,-35500000.0,-15480000.0,42626000.0,23290000.0,97903000,5646000.0,14984000,34089000.0,0.0,49520000,0.16,12577000.0,,3132000.0,,,-5624000.0,-2416000.0,,,,,,
2015-09-30,-163994000.0,33233000.0,54065250.0,2971000.0,896128000.0,3740000.0,68892000.0,133150000.0,2637607000.0,53620000,2504457000.0,57975000.0,92426000.0,,56815000.0,,53620000,103470000.0,24244000.0,965020000.0,53614000,1.0,51242000.0,5331000.0,-194000.0,779570000.0,41331000.0,9513000.0,-17334000.0,-4043000.0,128118000.0,12753000.0,36195000.0,1972000.0,24132000.0,220256000.0,1672587000.0,-225103000.0,1322000.0,0.0,-22375000.0,54093500.0,5331000.0,5331000.0,,7673000.0,0.0,127334000.0,,,-18320000.0,,66049000.0,-78040000.0,-105858000.0,57975000.0,24132000.0,98146000,14439000.0,20620000,35658000.0,0.0,53659000,1.0,13283000.0,,2843000.0,-1000.0,,-6503000.0,3359000.0,,,,,,
2015-12-31,-124435000.0,31848000.0,,4597000.0,841302000.0,3647000.0,73086000.0,91743000.0,2597803000.0,56744000,2506060000.0,48621000.0,90221000.0,,58133000.0,,56744000,102577000.0,24845000.0,914388000.0,56876000,,53094000.0,2003000.0,-322000.0,721293000.0,35485000.0,10828000.0,-17185000.0,-2499000.0,120968000.0,12942000.0,37365000.0,5331000.0,29788000.0,220256000.0,1683415000.0,-145177000.0,-849000.0,0.0,-22572000.0,,2003000.0,2003000.0,,7504000.0,-111000.0,88809000.0,,,-29470000.0,,71739000.0,-33604000.0,-105043000.0,48621000.0,29788000.0,93618000,4512000.0,20768000,36095000.0,0.0,52298000,,13523000.0,,1347000.0,0.0,,-4218000.0,-3328000.0,,,,,,
2016-03-31,-118557000.0,31969000.0,52726000.0,8492000.0,885431000.0,3626000.0,48693000.0,97132000.0,2610408000.0,22796000,2513276000.0,5508000.0,87661000.0,,55642000.0,,22796000,111046000.0,18515000.0,934124000.0,22796000,0.44,-20255000.0,5464000.0,-125000.0,767811000.0,35609000.0,12635000.0,-16918000.0,-16224000.0,114103000.0,6772000.0,41331000.0,2003000.0,29959000.0,220436000.0,1675526000.0,-67231000.0,-625000.0,0.0,-23320000.0,52743500.0,5464000.0,5464000.0,,7414000.0,0.0,21088000.0,,,-13743000.0,,48693000.0,-26172000.0,18208000.0,5508000.0,29959000.0,91251000,-31202000.0,14311000,37932000.0,,46155000,0.44,14612000.0,,0.0,,,-4418000.0,3461000.0,,,,,,
2016-06-30,-127602000.0,32381000.0,52532250.0,4691000.0,896894000.0,3626000.0,56971000.0,95516000.0,2622995000.0,7765000,2527479000.0,54586000.0,85251000.0,,54007000.0,,7765000,114455000.0,18029000.0,953865000.0,7765000,0.16,-53309000.0,946000.0,-2576000.0,777485000.0,38681000.0,13656000.0,-16810000.0,-6057000.0,107640000.0,6227000.0,37870000.0,5464000.0,34158000.0,220501000.0,1667657000.0,-38058000.0,-251000.0,0.0,-24168000.0,52590500.0,946000.0,946000.0,,7334000.0,1473000.0,,,,0.0,,56971000.0,-49422000.0,-5795000.0,54586000.0,34158000.0,92688000,17542000.0,16137000,38255000.0,,45942000,0.16,14087000.0,,0.0,,,-4539000.0,-4518000.0,,,,,,
2016-09-30,-132766000.0,31842000.0,52542500.0,4368000.0,904521000.0,3626000.0,190776000.0,379044000.0,2760734000.0,11657000,2381690000.0,59157000.0,80539000.0,,56959000.0,,11657000,116933000.0,10653000.0,1095297000.0,11657000,0.24,-57839000.0,97241000.0,-2113000.0,789378000.0,37760000.0,12215000.0,-16821000.0,-2637000.0,101389000.0,10130000.0,37006000.0,946000.0,34604000.0,220499000.0,1662912000.0,-176750000.0,-8490000.0,0.0,-22994000.0,52581500.0,97241000.0,97241000.0,,7710000.0,-552000.0,,,,0.0,,84641000.0,-46763000.0,94977000.0,59157000.0,34604000.0,94719000,21028000.0,19953000,33778000.0,,49683000,0.24,10784000.0,418000.0,106135000.0,,,-5946000.0,96295000.0,,,,,,
2016-12-31,-1214114000.0,49101000.0,95913500.0,8291000.0,1548089000.0,1674000.0,109278000.0,111266000.0,4171607000.0,36891000,4060341000.0,-7969000.0,133865000.0,,-4304000.0,,36891000,179397000.0,18330000.0,1657367000.0,18723000,0.4,592342000.0,35687000.0,-30525000.0,1380920000.0,-15143000.0,24176000.0,-192754000.0,-3613000.0,243855000.0,-49865000.0,10843000.0,97241000.0,33304000.0,410614000.0,2455557000.0,-1300061000.0,25355000.0,0.0,-23135000.0,97853250.0,35687000.0,35687000.0,1380920000.0,4193000.0,-287112000.0,601555000.0,,,0.0,,109278000.0,-71177000.0,-645927000.0,-7969000.0,33304000.0,-19447000,-25961000.0,-15147000,38908000.0,0.0,3429000,0.4,15773000.0,581000.0,0.0,0.0,,-8039000.0,-61554000.0,,,,,,
2017-03-31,-1257697000.0,54884000.0,100695250.0,6182000.0,1273279000.0,1674000.0,250494000.0,159627000.0,4206289000.0,4751000,4046662000.0,23119000.0,124112000.0,-1535000.0,78353000.0,,4751000,128589000.0,15681000.0,1523773000.0,4858000,0.04,-74008000.0,35755000.0,-2334000.0,1113766000.0,41526000.0,25426000.0,-23603000.0,-1535000.0,239096000.0,4347000.0,61931000.0,35687000.0,35401000.0,436093000.0,2625604000.0,-230107000.0,-7941000.0,0.0,-22420000.0,102796500.0,35755000.0,35755000.0,1113766000.0,9741000.0,-158000.0,0.0,,,0.0,,119803000.0,-70711000.0,50957000.0,23119000.0,35401000.0,119879000,-21336000.0,16422000,36897000.0,,68972000,0.04,14477000.0,489000.0,130691000.0,211825000.0,,-16081000.0,68000.0,,,,,,
2017-06-30,-1114662000.0,50040000.0,104850500.0,8618000.0,1177597000.0,1674000.0,128772000.0,95481000.0,4136046000.0,168089000,4040565000.0,103118000.0,123235000.0,-6731000.0,77534000.0,,168089000,101532000.0,10083000.0,1306369000.0,170945000,1.6,121923000.0,16420000.0,1347000.0,1019619000.0,41501000.0,20530000.0,-25212000.0,-6731000.0,224186000.0,10793000.0,59565000.0,35755000.0,34743000.0,437164000.0,2778165000.0,-680619000.0,7215000.0,0.0,-23206000.0,106795000.0,16420000.0,16420000.0,1019619000.0,8523000.0,-2540000.0,167118000.0,,,0.0,,128772000.0,-80439000.0,-244376000.0,103118000.0,34743000.0,119035000,14381000.0,17969000,37471000.0,,69356000,1.6,14265000.0,1490000.0,0.0,-5000.0,,-10924000.0,-19335000.0,,,,,,
2017-09-30,-1127813000.0,47622000.0,104999500.0,7193000.0,1246779000.0,1674000.0,160101000.0,141705000.0,4224200000.0,12067000,4082495000.0,68676000.0,115684000.0,-5596000.0,72471000.0,,12067000,109222000.0,3914000.0,1406880000.0,12285000,0.12,-73797000.0,62167000.0,683000.0,1095177000.0,40688000.0,16291000.0,-25135000.0,-5596000.0,210112000.0,9857000.0,55710000.0,16420000.0,35918000.0,437217000.0,2765300000.0,-306348000.0,6262000.0,0.0,-24008000.0,106825000.0,62167000.0,62167000.0,1095177000.0,7587000.0,273000.0,4198000.0,,,0.0,,160101000.0,-78661000.0,50868000.0,68676000.0,35918000.0,113159000,19812000.0,16761000,38857000.0,,65066000,0.12,14849000.0,507000.0,0.0,-222000.0,,-8917000.0,45747000.0,,,,,,
2017-12-31,-1121647000.0,44199000.0,,5530000.0,1241599000.0,1674000.0,137909000.0,225409000.0,4204619000.0,31368000,3979210000.0,16736000.0,110988000.0,-6218000.0,73945000.0,,31368000,101414000.0,60314000.0,1379508000.0,31871000,,137992000.0,205745000.0,-895000.0,1093228000.0,40167000.0,13955000.0,-25201000.0,-6218000.0,184532000.0,14788000.0,50589000.0,62167000.0,37383000.0,437217000.0,2771973000.0,-2139000.0,-12335000.0,0.0,-21925000.0,,148929000.0,148929000.0,1093228000.0,7673000.0,633000.0,212142000.0,,,0.0,,137909000.0,-90164000.0,-26784000.0,16736000.0,37383000.0,114112000,-6990000.0,23356000,34166000.0,,66660000,,12241000.0,508000.0,0.0,-77000.0,,-6627000.0,127944000.0,,,,,,
2018-03-31,-1110590000.0,45093000.0,105038500.0,6809000.0,1235431000.0,1674000.0,87964000.0,199158000.0,4159310000.0,16043000,3960152000.0,20906000.0,106278000.0,,77011000.0,,16043000,145465000.0,4945000.0,1323395000.0,16406000,0.16,-82813000.0,109337000.0,-496000.0,1091258000.0,40191000.0,16668000.0,-25169000.0,-21613000.0,173485000.0,13893000.0,52844000.0,205745000.0,,437440000.0,2782813000.0,-2161000.0,-1267000.0,,-22721000.0,106923750.0,108152000.0,108152000.0,,9778000.0,-7171000.0,,,,,,87964000.0,,-34501000.0,20906000.0,37895000.0,117202000,-31827000.0,24167000,35636000.0,,68764000,0.16,12915000.0,542000.0,,0.0,,-9444000.0,-96408000.0,,,,,,
2018-06-30,-1116640000.0,45675000.0,105073500.0,8071000.0,1235346000.0,1674000.0,98562000.0,201026000.0,4166252000.0,21276000,3965226000.0,83810000.0,106198000.0,,75897000.0,,21276000,143201000.0,5164000.0,1333908000.0,21749000,0.2,-51563000.0,110560000.0,-181000.0,1089264000.0,40731000.0,12364000.0,-27349000.0,-8810000.0,163079000.0,11396000.0,54606000.0,109337000.0,,437601000.0,2777535000.0,-2183000.0,-4951000.0,,-23542000.0,106875250.0,110232000.0,110232000.0,,9714000.0,-1492000.0,,,,,,98562000.0,,-31024000.0,83810000.0,39884000.0,116628000,23729000.0,21291000,36494000.0,,66785000,0.2,12952000.0,1722000.0,,,,-7044000.0,1223000.0,,,,,,
2018-09-30,-1124518000.0,45068000.0,105096250.0,3913000.0,1204915000.0,1674000.0,114229000.0,174599000.0,4143599000.0,19485000,3969000000.0,73321000.0,99868000.0,,77127000.0,,19485000,154070000.0,7973000.0,1319144000.0,19859000,0.2,-48026000.0,83125000.0,,1065012000.0,41579000.0,10400000.0,-27324000.0,-12853000.0,153351000.0,17640000.0,49936000.0,110560000.0,,437592000.0,2770218000.0,-24375000.0,-2472000.0,,-24350000.0,106880000.0,82706000.0,82706000.0,,9551000.0,-1031000.0,,,,,,114229000.0,,-52730000.0,73321000.0,40035000.0,118706000,11717000.0,27191000,37531000.0,,72259000,0.2,13181000.0,561000.0,,,,-5732000.0,-27435000.0,,,,,,
2018-12-31,-1129445000.0,45546000.0,105096250.0,3247000.0,1214981000.0,1674000.0,110159000.0,104571000.0,4146296000.0,22360000,4041725000.0,50997000.0,111145000.0,,80499000.0,,22360000,161907000.0,13358000.0,1325140000.0,22751000,0.2,-102082000.0,2695000.0,-119000.0,1062570000.0,42177000.0,13368000.0,-27325000.0,-7657000.0,144209000.0,20175000.0,49818000.0,83125000.0,,437592000.0,2765865000.0,-10683000.0,-3629000.0,,-25193000.0,106871500.0,2547000.0,2547000.0,,10387000.0,663000.0,,,,,,110159000.0,,-29345000.0,50997000.0,41266000.0,122676000,-9234000.0,30681000,40135000.0,,76108000,0.2,14942000.0,574000.0,,0.0,,-7764000.0,-80430000.0,,,,,,
2019-03-31,-1124596000.0,45861000.0,105127500.0,11460000.0,1331487000.0,1674000.0,91477000.0,115225000.0,4251193000.0,35341000,4135968000.0,44501000.0,159939000.0,,89246000.0,,35341000,167429000.0,15637000.0,1422964000.0,36005000,0.32,-70698000.0,3626000.0,15832000.0,1116474000.0,43487000.0,10558000.0,-27326000.0,-5566000.0,145320000.0,36005000.0,58253000.0,2695000.0,,437794000.0,2770417000.0,-106310000.0,-23000.0,,-26057000.0,106901750.0,3456000.0,3456000.0,,10820000.0,764000.0,,,,,,91477000.0,,27128000.0,44501000.0,55074000.0,132733000,-13175000.0,30993000,41068000.0,,92686000,0.32,15011000.0,607000.0,,,,-11318000.0,931000.0,,,,,,
2019-06-30,-1189567000.0,50904000.0,112926000.0,8374000.0,2118717000.0,1674000.0,188337000.0,170555000.0,6676672000.0,-22409000,6506117000.0,33290000.0,224791000.0,,95315000.0,,-22409000,176169000.0,29772000.0,2307054000.0,-22582000,-0.2,33452000.0,14067000.0,-45513000.0,1837449000.0,46705000.0,24139000.0,-30491000.0,-6683000.0,281465000.0,-22582000.0,60325000.0,3626000.0,,151065000.0,4305673000.0,-1351135000.0,85954000.0,,-27009000.0,114670000.0,11885000.0,11885000.0,,12059000.0,-1675000.0,,,,,,,,-56301000.0,33290000.0,56477000.0,142020000,17179000.0,34990000,46133000.0,,40381000,-0.2,19124000.0,1987000.0,,,,-10760000.0,10441000.0,,,,,,
2019-09-30,-1211752000.0,82012000.0,146762000.0,5852000.0,2129410000.0,1674000.0,225632000.0,181197000.0,6704120000.0,20374000,6522923000.0,120574000.0,221182000.0,,122677000.0,,20374000,186079000.0,41688000.0,2355042000.0,20692000,0.14,-91367000.0,14664000.0,1869000.0,1850817000.0,65646000.0,28792000.0,-42555000.0,-9227000.0,253939000.0,20692000.0,89154000.0,14067000.0,,151064000.0,4284104000.0,-53762000.0,-13000.0,,-28082000.0,148530000.0,12396000.0,12396000.0,,14700000.0,707000.0,,,,,,,,-28610000.0,120574000.0,57411000.0,188323000,25745000.0,33523000,45437000.0,,117404000,0.14,17355000.0,615000.0,,,,-7365000.0,597000.0,,,,,,
