date,quarterlySaleOfInvestment,quarterlyGrossPPE,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyStockholdersEquity,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyInventory,quarterlyCashAndCashEquivalents,quarterlyCashDividendsPaid,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyAccumulatedDepreciation
2008-09-30,5100000.0,6797630797.89,2578329.55,10845191379.19,0.0,,644537309.79,8068574944.16,1414572807.13,3976211882.2,767494543.78,0.044922,-503332804.76,7946529784.0,757714385.0,68823561.25,121720489.04,4754733783.6,575988162.59,21244594642.51,6797630797.89,17571376104.2,1086542739.14,,-902950916.37,647078263.35,7453331321.73,-458221320.45,,1861683562.61,914977178.93,356973017.65,454267673.55,65701668.96,-58725992.55,,0.044922,8585300.0,,6038758514.6,4102464222.25,538016278.33,5775544964.07,3986011882.2,-247152214.79,3986011882.2,520653552.0,4034937874.75,7946529784.0,17514436.45,175345.93,68549147.2,-52679131.42,843889932.89,356973017.65,18657918843.34,630654832.04,40323540.51,30197291904.6,8952697262.09,,,,,,,,,,,,,,,,,
2008-12-31,3172887.79,7136431966.28,443713.01,10627951281.69,-9160140.9,,-242180866.42,7997753842.37,731003602.64,3356359181.39,781740815.81,,-327502331.4,,754535269.18,46975983.72,-171587912.23,4625923673.12,-303570530.76,19945177969.92,7136431966.28,16719924864.63,1221332353.24,,-720935931.86,-50737213.17,4695706825.56,-352306159.98,,1770010438.55,772200000.0,-86471064.06,-131982618.53,365278669.52,-619852700.81,,,11939.64,,3964703222.92,2934299119.61,538016278.33,5850616531.58,5863946619.27,1646452.18,5863946619.27,833045683.0,3976211882.2,,-797567926.35,3709841.39,61389664.34,30000000.0,1246076002.01,-86471064.06,17941257217.87,577466427.8,-91111734.96,29267735079.54,9322557109.62,,,,,,,,,,,,,,,,,
2009-03-31,,7199471684.83,453835.22,11388721097.94,0.0,,519863779.28,8435976897.2,1212078966.11,3746816805.41,580139429.71,0.044792,-376668911.96,8065628728.0,555340369.43,46240422.98,76481295.95,4987196626.51,484527426.12,21492374397.88,7199471684.83,17751902077.35,1439760811.95,,-1535350000.0,631939536.4,6165982561.53,-373663820.88,,992100335.56,975939237.3,361272953.42,408046130.17,370649241.67,390457624.02,,0.044792,,,4953903595.42,4985634984.08,538059356.22,5653104932.97,6245191617.08,-77276242.56,6245191617.08,833045683.0,3356359181.39,8065628728.0,336716441.29,6662724.21,35336353.16,-3654800.0,1941340971.69,361272953.42,19191662889.3,571359519.94,16713131.92,30906752309.86,9414377911.98,,,,,,,,,,,,,,,,,
2009-06-30,,7639301884.13,2313289.57,13522469714.58,7556878.33,,1275188649.5,9259177813.23,2188039958.72,3563364316.08,921083965.5,,-253993090.98,,879353138.11,56859856.97,170010305.99,5739658578.08,1183595630.27,24339241555.27,7639301884.13,19809327549.98,1781722380.3,,-697580400.0,1266955993.22,9631283142.04,-255679777.01,,958415153.61,1272200000.0,860757890.33,1013585324.28,415676403.33,-183452489.33,,,,,7443243183.32,4778262992.67,538016278.33,4998606037.95,8193763438.5,-38348561.74,8193763438.5,833045683.0,3746816805.41,,-136595546.71,156474.86,91593019.23,-6260889.02,1688008994.71,860757890.33,21591049930.28,575410714.63,3345855.04,34275060019.76,9935818464.49,,,,,,,,,,,,,,,,,
2009-09-30,0.0,7710558955.07,6843232.45,13965669116.72,-301998.87,,1623311708.85,10443807568.97,2635083662.46,3498489130.18,857267964.54,0.144792,-403131026.54,8012337011.0,813089501.48,61577690.99,235026208.43,6899778207.75,1578236451.19,26945422512.97,7710558955.07,19566812286.04,3356226995.91,0.0,-1391435800.0,1777815697.92,9638236897.24,-403154751.03,,25930641.71,2776780000.0,1160119629.68,1343210242.76,457828974.92,-64875185.9,,0.144792,,,7003153234.78,5547562444.55,538016278.33,5160253847.54,7639325730.48,-234952364.07,7639325730.48,833045683.0,3563364316.08,8012337011.0,-69655039.58,12979.3,45075257.66,0.0,1417307029.03,1160119629.68,22923039281.95,569723971.06,-68033071.16,36984812123.94,10039389610.97,,,,,,,,,,,,,,,,,
2009-12-31,1935634.0,8225710252.36,1990097.42,11857049359.16,3.55,,1543423437.6,11754617799.84,2622504278.8,3869058240.98,1234970288.19,,-306430089.31,,1189014777.39,73816354.08,250862310.53,7641604533.76,1433530819.08,25123167601.65,8225710252.36,17672436423.94,2884400035.08,-4993376.9,-1067086800.0,1387533990.61,10089679881.59,-314531356.46,,516091464.85,2223869323.78,1025268478.87,1182668508.55,504746657.22,370569110.8,,,67661029.49,,7467175602.79,3320801077.73,538016278.33,5806642424.91,6578271206.1,8569525.96,6578271206.1,833045683.0,3498489130.18,,961798707.38,3675715.86,109892618.52,0.0,1041583872.39,1025268478.87,20556836459.02,911633159.24,86882775.45,36218151152.79,11094983551.14,,,,,,,,,,,,,,,,,
2010-03-31,,8519463317.96,4907610.72,14962829222.84,0.0,,2305902329.14,13386812991.79,3809576103.29,4504337744.93,1324371391.08,0.202083,-392595824.26,8012871629.0,1231527039.76,75726165.71,336231187.99,9260872342.02,2264881767.83,32456455644.5,8519463317.96,23404416302.87,3161092464.15,,-386667536.12,2485204712.21,15173412696.73,-295073843.53,,609625370.74,2298826316.62,1619267808.26,1928650579.84,704514561.82,635279503.95,,0.202083,85301887.04,,11363836593.44,6437184420.95,538016278.33,5977154744.16,7170632056.79,-54586566.9,7170632056.79,833045683.0,3869058240.98,8012871629.0,153217979.73,1313117.28,41020561.31,-101400000.0,1554239793.76,1619267808.26,26565508767.02,905854376.76,45640602.99,44018292486.95,11561836842.45,,,,,,,,,,,,,,,,,
2010-06-30,,8683707505.2,4175815.08,16820928123.72,3601061.44,,2343915882.88,14725603597.72,3968732181.69,4879117712.78,1611649884.76,,-503680724.33,,1526319760.94,67800653.69,338486492.7,10476331410.25,2274679746.27,36112305499.57,8683707505.2,25753302537.2,3170051611.77,,-1416120966.09,2357082296.93,18050993753.23,-393299286.83,,107966892.73,2254703309.46,1615320996.07,1936193253.57,765464508.62,374779967.85,,,2884700.0,,14082261571.54,4888303861.6,538016278.33,5768571529.86,7717021344.72,-9728797.66,7717021344.72,833045683.0,4504337744.93,,1647479817.66,0.0,69236136.61,-135760650.0,950668270.5,1615320996.07,28923354148.97,895535493.24,35943308.78,48063364994.77,11951059495.2,,,,,,,,,,,,,,,,,
2010-09-30,128639000.0,9144299105.39,4956308.78,14598244101.25,19040.0,,2137190817.78,16353148521.94,3321960622.33,5426204900.3,1020183312.36,0.195833,-253953785.99,7998372767.0,965906307.94,77340087.71,300993691.88,12042679410.4,2119336684.81,34427537360.97,9144299105.39,22809885702.55,3191856840.22,,-552076541.0,2301777309.97,13690959343.73,-380726574.65,,96337319.52,2255595793.88,1566348000.17,1818342992.93,776780098.63,547087187.52,,0.195833,0.0,3379000.0,10368998721.4,6557935735.45,538016278.33,6343808585.97,7492330701.15,-469760139.46,7495709701.15,833045683.0,4879117712.78,7998372767.0,1202868603.01,11440604.63,17854132.97,-11439000.0,618605565.47,1566348000.17,26001742542.77,894608856.15,56983915.75,47021293305.52,12593755944.55,,,,,,,,,,,,,,,,,
2010-12-31,-36563724.11,10264388618.44,4505306.72,17247314015.29,103879960.0,,2850107463.88,18514918995.08,4475241632.41,9102653535.75,1848334652.43,,-857156277.36,,1785736585.52,89944991.07,421841926.52,13445984645.13,2737759432.11,37688806208.62,10264388618.44,25359023130.92,3430698915.68,,-164562727.0,2626906979.98,16364198596.22,-743528963.79,,94667468.71,2239966534.49,1981208635.15,2315917505.59,1008819690.12,3676448635.45,,,1833700.0,3672000.0,11888956963.81,4577505700.52,538016278.33,8793347227.21,11158565486.77,-19138310.25,11162237486.77,1666091366.0,5426204900.3,,3886468991.54,19584000.0,112348031.77,-186705000.0,545176001.5,1981208635.15,28789722046.6,918559035.39,12324073.34,52159850642.13,14471044433.51,,,,,,,,,,,,,,,,,
2011-03-31,14021000.0,11091868192.24,566259.71,21378780606.84,-175938.74,,2621151872.14,20320931019.79,4249287780.58,7877649034.24,1496269958.67,0.23125,-695611213.36,7997640567.0,1389987227.04,86944425.09,392982037.68,15295439026.24,2616332771.92,44767367770.86,11091868192.24,30875320147.95,3550248293.08,,-263235591.83,2753017821.91,18454800917.06,-708407910.09,,32106357.22,2272880001.49,1849454381.11,2223350734.24,1098420121.05,-1294704501.51,,0.23125,29537200.0,,14205513136.48,8462127500.75,538016278.33,10729364509.91,10375407193.62,-21076432.63,10375407193.62,1666091366.0,9172353535.75,7997640567.0,-1343417701.52,26624000.0,4819100.22,-8829998.0,607244617.43,1849454381.11,34425568441.03,887389557.1,38493801.8,60005147104.51,15237779333.65,,,,,,,,,,,,,,,,,
2011-06-30,5604392.73,13461175324.02,470355139.3,18116755807.4,62258485.64,,2304430979.46,21077253998.42,3645267113.56,7892725276.72,1635323124.39,,-799099958.69,,1576385214.0,68118914.38,363588732.99,16231271925.46,2225454480.89,41468830672.54,13461175324.02,30187887352.54,2154463017.79,,-200014000.0,2009943989.17,18172612878.4,-443208085.94,,1539619558.31,1941813468.49,1652252186.6,1861865747.9,74660844.02,15076242.48,,,63502800.0,,14527345764.84,5985095511.29,538016278.33,8711821008.39,9940373874.42,-41379845.91,9940373874.42,1666091366.0,7877649034.24,,-155782402.82,0.0,78976498.57,-432027100.0,1192420171.0,1652252186.6,32342350370.33,1100533347.88,78740249.37,59014952234.79,17546121562.25,,,,,,,,,,,,,,,,,
2011-09-30,0.0,14081548128.23,328490614.5,15180761565.02,29894833.33,,1276801563.79,22005869958.83,2354670988.31,9949238820.37,1189627454.09,0.135417,-1449830393.06,7972779516.0,1171932928.54,60588348.39,129585107.62,17310919151.52,1269059653.89,38741118097.93,14081548128.23,25853043620.48,3455935214.69,,-589127566.5,1165043534.22,10552960378.79,-1735483454.65,,1558699060.08,3249446324.72,1079647226.06,1139474546.27,64414705.23,2056513543.65,,0.135417,55394110.0,,8198289390.48,6692303804.16,538016278.33,8584638233.54,12395337677.11,-767694968.23,12395337677.11,1666091366.0,7892725276.72,7972779516.0,1045948315.52,0.0,7741909.9,246539433.87,1296625644.88,1079647226.06,29308978835.17,1093205643.26,27060553.43,56997481775.6,18256363677.67,,,,,,,,,,,,,,,,,
2011-12-31,29600000.0,14769812855.22,737579223.78,19044734969.48,-94754354.98,,1522205972.37,22903443260.09,2963432617.0,13317360195.54,1829920010.6,,-695777274.54,,1790825917.34,50837782.39,212354736.76,17813666654.13,1307659367.28,42708748577.26,14769812855.22,29413337259.43,3228447348.71,,-323393968.97,1133512606.4,12838890929.33,-534005286.7,,1698201870.63,3039725615.22,1015573373.11,1095304630.52,78506251.1,3437821375.17,,,490000000.0,,9875458312.33,4737509830.84,538016278.33,10357553534.02,16612740784.48,-36921875.47,16612740784.48,1666091366.0,9949238820.37,,2984827833.19,0.0,214546605.09,27154365.72,1541238008.87,1015573373.11,32641784608.14,1158484687.27,500520088.4,61544547420.24,18835798842.98,,,,,,,,,,,,,,,,,
2012-03-31,14225120.0,15053388903.1,397137937.23,19264377260.11,14225120.0,,1387572373.92,23886401660.02,2654939301.47,9440474446.65,1259241975.5,0.129167,-910514864.93,7936078604.0,1198421827.63,56283866.37,230399822.16,18838743473.82,1384529520.95,43391582330.76,15053388903.1,29456081213.25,3207155032.01,,-430835401.79,1395697325.97,13535816783.95,-644705115.67,,1791643444.05,3037140263.73,1025076819.69,1154129698.79,85230901.91,-3876885748.89,,0.129167,27722945.0,,10880877482.48,7205560912.8,538016278.33,9844941191.28,12859853682.48,-41521643.15,12859853682.48,1666091366.0,13317360195.54,7936078604.0,-3496483316.99,99868.28,3042852.97,-300323000.0,1403669827.39,1025076819.69,32663236245.26,1145165431.66,45575576.42,62573965918.46,19182383587.7,,,,,,,,,,,,,,,,,
2012-06-30,132108750.0,15637706267.15,1116059178.14,17449986835.28,34938525.59,,1120998312.43,24584290058.55,2534558157.62,10288159465.46,1533620277.03,,-275753398.7,,1480735950.81,57649950.35,188856621.28,19544310125.73,1123569573.6,41032098947.8,15637706267.15,27066000943.5,3112411954.23,,-823686034.47,1000937880.59,13523858835.92,-672174382.01,,1886195143.72,2910809458.24,872175788.51,934712952.32,95452545.64,847685018.81,,,0.0,,10989300678.3,5572766817.95,537908504.02,8538571012.83,13007409424.51,-33780649.59,13007409424.51,1666091366.0,9440474446.65,,1074937090.32,100388.88,-2571261.17,-65999492.11,1172660032.06,872175788.51,30178412897.73,1168661181.92,-1265000.0,60908502523.59,19876403575.79,,,,,,,,,,,,,,,,,
2012-09-30,134433213.04,15901344507.27,420644872.09,15405724997.85,0.0,,684737713.11,24867932562.67,1738349482.45,10597659019.85,1204052958.24,0.065,-266148148.15,7869481428.0,1172636287.58,51036034.34,147309134.61,19522677181.68,669778266.38,37993411084.63,15901344507.27,24221514214.62,2950431320.61,,-693896502.27,534296524.21,9208182614.96,-351164639.01,,1434416465.99,2712479223.13,511516292.85,522469131.77,106667663.14,309499554.39,,0.065,0.0,,7469833132.51,6109934602.1,537908504.02,8000747091.02,13281874263.73,-324275973.7,13281874263.73,1999309639.0,10288159465.46,7869481428.0,535973569.28,100644.42,14959446.73,17485524.88,1562644835.02,511516292.85,27171945535.23,1156362760.79,94000.0,58110049849.68,20116638765.05,,,,,,,,,,,,,,,,,
2012-12-31,67629226.61,16705082285.14,487991597.21,15206731080.24,36504630.9,,1084401660.95,24869351223.95,2462503786.3,14099151353.22,1856458415.52,,-6539384985.39,,1814350822.05,168154335.44,158981662.0,19737619540.81,781936427.8,39160133935.98,16705082285.14,23923775261.96,10997351811.23,,-602574208.12,606045370.78,11897536614.8,-550800484.25,,1205465125.92,9035739231.96,582228033.86,622954765.8,1744958243.83,3501492333.37,,,52249354.59,137050693.51,9435032828.5,4168525397.14,1443114787.31,7509902216.33,16726970096.0,-214959412.47,16864020789.51,1999309639.0,10597659019.85,,2422896626.53,100706.28,302465233.15,-4105908051.25,2742091634.05,582228033.86,34921127073.19,2591949553.14,52249354.59,66320362850.69,27160228914.71,,,,,,,,,,,,,,,,,
2013-03-31,114067880.0,16831345566.91,441307749.41,18217128366.12,74459338.87,,1022839909.53,25580402250.06,2770202828.03,12356505706.12,1564048186.38,0.1025,-501518820.4,7935323560.0,1493095814.51,141700839.81,143960799.03,20550990205.7,1011177358.02,44066646571.87,16831345566.91,27778194357.09,11369171591.45,,-842146208.0,1206154641.65,13156331910.03,-422065161.46,,1198948349.65,9371713592.39,813370664.89,867216558.99,1807257159.25,-1742645647.1,,0.1025,,132448613.74,10386129082.0,8339346368.88,1389036364.34,8580747492.19,14776880673.12,-40230256.37,14909329286.86,1999309639.0,14099151353.22,7935323560.0,-1688224116.02,23947.26,11662551.51,-268238450.0,2453003448.95,813370664.89,39147365948.54,2649599722.48,-69938.67,71306316019.54,27239669447.67,,,,,,,,,,,,,,,,,
2013-06-30,59211060.0,16533425949.27,608676362.09,21531429943.23,43318778.2,,1967983445.84,26427879621.8,3511429136.62,12824988817.4,1862098372.52,,-3179254296.71,,1791735857.57,188799495.73,320085712.69,21362745738.87,1742330691.41,48171830156.99,16533425949.27,30581292686.61,14135553368.49,,-1318047281.31,1649330764.1,17765287123.92,-386056697.36,,1226129130.01,12111255941.05,1271596750.14,1422244978.72,1776997931.71,468483111.28,,,,267379520.0,14253857987.3,6132041642.75,1392104692.5,8087758275.29,14818038689.14,-74361469.69,15085418209.14,1999309639.0,12356505706.12,,1614792078.88,23602.7,225652754.43,-2896637328.0,1450500846.69,1271596750.14,44716846055.1,2701138667.59,529438.67,77881122247.51,29709292090.52,,,,,,,,,,,,,,,,,
2013-09-30,266964660.73,16468469182.0,309786008.02,20464057083.42,21683.42,,825873644.67,27111565359.73,2467687204.09,12328558151.63,1629001488.28,0.0775,-58703652.87,7998816958.0,1575631919.63,154428641.27,94903543.67,21982654053.03,741061934.03,48466380913.36,16468469182.0,29735469287.29,14721739577.07,,-468018641.44,838685715.81,12411050920.93,-276904137.02,,940516441.47,12625861894.68,619908314.23,646158390.36,1882949041.12,-496430665.77,,0.0775,,275503560.0,9943363716.84,7753509327.48,1418058527.72,8201962128.74,14197993846.12,-669571655.42,14473497406.12,1999309639.0,12824988817.4,7998816958.0,-302219853.42,23485.42,84811710.64,-50413492.9,1607609810.19,619908314.23,44457208864.36,2719613743.37,45027999.9,78387918134.93,29921537221.57,,,,,,,,,,,,,,,,,
2013-12-31,25220000.0,16434550520.65,471818015.98,20159827150.66,173532834.16,,1477513872.89,27723173631.62,3274617194.67,16596941296.2,2226378878.97,,-250331544.73,,2148619310.77,146119914.93,232159629.7,22264536818.92,1114175777.13,48050208285.03,16434550520.65,29298324424.11,14896172936.71,,-639212651.55,1048238315.7,14979043475.43,-383353719.01,,1380681561.53,12639898431.28,865915655.36,882016147.43,2048307110.16,4268383144.57,,,22881888.1,51077466.3,11704426280.76,4440534339.82,1430849833.51,8573263068.43,19580127632.91,-292916602.93,19631205099.21,1999309639.0,12328558151.63,,4675682937.64,259807862.57,363338095.76,-66924196.11,1245568357.29,865915655.36,44194497360.82,2770850171.83,10968042.07,78521808732.21,30471600447.18,,,,,,,,,,,,,,,,,
