date,quarterlyDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyOtherCurrentAssets,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyInventory,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyStockBasedCompensation,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyEbitda,quarterlyBasicEPS,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,quarterlyChangeInInventory
2014-03-31,3.06,331546000.0,3691727000.0,4735407000.0,,72000.0,,,33701000,218063000,115791000.0,,1379000.0,,,,59252000.0,,26312000.0,,183567000,0.0,183567000,0.0,204757000.0,1585000.0,92074000.0,316984000,,2104326000.0,,78894000.0,,2461538000.0,,,,-8683000,349343000,144342000,674431000.0,4967207000.0,,,63515000,2471069000.0,-691130000.0,666327000,205001000,60442973.0,,183567000,3145500000.0,,5249826000.0,282619000.0,67370000.0,,57157398.0,,,,9531000.0,81710000,,0.0,,66536000.0,5703000.0,,,1043680000.0,219442000,3.21,,,
2014-06-30,3.71,373052000.0,920426000.0,4950490000.0,,72000.0,,,37356000,258267000,149574000.0,,18003000.0,,,,56632000.0,,30926000.0,,221871000,0.0,221871000,0.0,286743000.0,1585000.0,129076000.0,424753000,,2362712000.0,,100828000.0,,2461538000.0,,,,-6001000,416285000,177657000,807687000.0,5304357000.0,,,72039000,2474238000.0,-469259000.0,841038000,238628000,59854610.0,,221871000,3281925000.0,,5644637000.0,340280000.0,67100000.0,,57387988.0,,,,12700000.0,107454000,,0.0,,74813000.0,5704000.0,,,4030064000.0,276270000,3.87,,,
2014-09-30,4.77,357301000.0,802365000.0,4922144000.0,,73000.0,,,54147000,341064000,189243000.0,,18615000.0,,,,314925000.0,,31620000.0,,286237000,0.0,286237000,4119779000.0,330441000.0,4112000.0,116799000.0,482918000,,2685133000.0,,159630000.0,,2461528000.0,,,,1188000,517447000,208563000,869495000.0,5333331000.0,,,83209000,2479101000.0,-183022000.0,1000365000,308884000,60055585.0,,286237000,3348596000.0,,6033729000.0,700398000.0,74617000.0,,57967199.0,,,,17573000.0,126599000,,0.0,,97497000.0,5657000.0,,,4119779000.0,359679000,4.94,,,
2014-12-31,6.15,390277000.0,475028000.0,4689604000.0,,73000.0,,,29079000,397086000,234228000.0,,18610000.0,,,,560971000.0,-158761000.0,154034000.0,,372797000,183000000.0,372797000,16952000.0,478703000.0,300382000.0,257436000.0,624494000,,3090164000.0,,186654000.0,26709000.0,2447980000.0,,1445000.0,,40810000,546144000,219853000,1090558000.0,5425133000.0,,,106783000,2682072000.0,173963000.0,1170638000,326291000,63684904.0,,372797000,3772630000.0,,6862794000.0,1437661000.0,89161000.0,,58081100.0,392989000.0,,,24383000.0,115425000,,0.0,,101525000.0,15670000.0,,,4214576000.0,415696000,6.42,,,
2015-03-31,3.83,396368000.0,676232000.0,3884551000.0,,69000.0,,,44474000,266059000,743002000.0,,18185000.0,,,,72681000.0,,180967000.0,,226586000,42175000.0,226962000,0.0,407435000.0,447774000.0,139421000.0,672735000,,2311491000.0,,256653000.0,28991000.0,2457002000.0,,2858000.0,,-7249000,477527000,233302000,1038087000.0,4490441000.0,,,111074000,2843328000.0,400925000.0,1150262000,244225000,59291664.0,,226962000,3881415000.0,,6192906000.0,1702465000.0,73262000.0,,57532882.0,,,,22689000.0,122988000,,0.0,,102397000.0,19741000.0,,,3208319000.0,284244000,3.94,,,
2015-06-30,5.1,486594000.0,670893000.0,3021976000.0,,71000.0,,,36430000,323579000,752245000.0,,21941000.0,,,,110375000.0,,161011000.0,,289468000,40952000.0,290691000,2351083000.0,451293000.0,337071000.0,160709000.0,833281000,,2613853000.0,,411258000.0,25487000.0,2444988000.0,,18816000.0,,3213000,523900000,215477000,1182785000.0,4734935000.0,,,126922000,2711697000.0,691616000.0,1357181000,308423000,60544579.0,,290691000,3894482000.0,,6508335000.0,1773400000.0,91357000.0,,55629042.0,,,,17794000.0,120125000,,0.0,,93095000.0,19771000.0,,,2351083000.0,345520000,5.23,,,
2015-09-30,2.75,408719000.0,573794000.0,2451413000.0,,70000.0,,,45862000,168739000,795484000.0,,24983000.0,,,1148500000.0,1875635000.0,,135418000.0,,126444000,60767000.0,156374000,1877619000.0,524115000.0,151619000.0,185875000.0,905489000,,2823515000.0,,533578000.0,17364000.0,2544529000.0,,8999000.0,,-54068000,584473000,367238000,2271963000.0,4248554000.0,,,231386000,2639583000.0,847990000.0,1489962000,217235000,56884168.0,,156374000,4911546000.0,,7741838000.0,3493284000.0,77480000.0,,55918954.0,,,,16923000.0,153008000,,0.0,,85940000.0,20444000.0,,,1877619000.0,193722000,2.8,,,
2015-12-31,6.24,440386000.0,928934000.0,2823880000.0,,70000.0,,,51561000,404135000,2703974000.0,,32016000.0,,,,35206000.0,-269318000.0,146437000.0,,355807000,61833000.0,359216000,9316000.0,651509000.0,151638000.0,132353000.0,1168239000,,3239159000.0,,567557000.0,16817000.0,2597403000.0,,14385000.0,,2946000,731605000,324585000,1384414000.0,3629880000.0,,,201962000,2696805000.0,1207168000.0,1899844000,407020000,60655008.0,,359216000,4081219000.0,,7328038000.0,3698158000.0,107403000.0,,55976338.0,2973292000.0,,,20752000.0,152678000,,0.0,,129819000.0,20122000.0,,,1894946000.0,436151000,6.42,,,
2016-03-31,3.65,444772000.0,592980000.0,3309731000.0,,70000.0,,,49622000,250168000,2745730000.0,,20394000.0,,,,85550000.0,,136065000.0,,206320000,59814000.0,208339000,2716751000.0,617987000.0,151633000.0,170704000.0,1060531000,,3501780000.0,,615482000.0,16271000.0,2563815000.0,,13484000.0,,237000,588787000,332111000,1325561000.0,3765371000.0,,,161368000,2666035000.0,1415507000.0,1649318000,256676000,57137915.0,,208339000,3991596000.0,,7503479000.0,3738108000.0,81839000.0,,56063449.0,2745730000.0,,,26135000.0,179648000,,0.0,,160388000.0,20472000.0,,,2716751000.0,270562000,3.72,,,
2016-06-30,5.97,471754000.0,679139000.0,3813850000.0,,70000.0,,,75179000,411266000,2730980000.0,,19576000.0,,,,87495000.0,,111313000.0,,336059000,43390000.0,343286000,3134711000.0,635195000.0,132304000.0,160160000.0,1208340000,,4062357000.0,,806018000.0,15162000.0,2636867000.0,,3357000.0,,-22922000,772437000,328575000,1351236000.0,4272029000.0,,,178854000,2721464000.0,1758793000.0,1980777000,443862000,57137915.0,,343286000,4072700000.0,,8145686000.0,3873657000.0,94688000.0,,56063449.0,2730980000.0,,,26045000.0,172228000,,0.0,,122286000.0,196165000.0,,,3134711000.0,430842000,6.1,,,
2016-09-30,6.9,470582000.0,746454000.0,4377723000.0,,70000.0,,,69909000,469663000,2725526000.0,,20357000.0,,,2661536000.0,126779000.0,,120822000.0,,397887000,58458000.0,400039000,3631269000.0,797931000.0,132311000.0,145919000.0,1275002000,,4505146000.0,,840663000.0,14645000.0,0.0,,3453000.0,,-16000,814803000,341929000,4181446000.0,4845645000.0,,,211758000,99265000.0,2158832000.0,2089805000,472874000,60814662.0,,400039000,4280711000.0,,8797249000.0,3951604000.0,108468000.0,,56560174.0,2725526000.0,,,26162000.0,163236000,,0.0,,106025000.0,208957000.0,,,3631269000.0,490020000,7.07,,,
2016-12-31,9.74,486835000.0,1579743000.0,5331262000.0,,70000.0,,,85804000,652714000,2711144000.0,,20758000.0,,,2768469000.0,101933000.0,-455938000.0,58926000.0,,571310000,9272000.0,572254000,10447000.0,990582000.0,14300000.0,169571000.0,1559557000,,5046495000.0,,918602000.0,8058000.0,0.0,,2266000.0,,136169000,924593000,413770000,4690448000.0,5970385000.0,,,317725000,42789000.0,2728736000.0,2484150000,510823000,60914063.0,,572254000,4733237000.0,,9785792000.0,3815407000.0,140754000.0,,56613257.0,3167082000.0,,,25459000.0,160118000,,18779000.0,,137107000.0,151923000.0,,,3751519000.0,673472000,10.11,,,
2017-03-31,9.25,480982000.0,2043177000.0,3257384000.0,,70000.0,,,89073000,625427000,2665917000.0,,21268000.0,,,3374748000.0,216064000.0,,46476000.0,,540289000,11179000.0,543154000,1200137000.0,797841000.0,14295000.0,170542000.0,1376995000,,5655102000.0,,1176409000.0,7839000.0,6894000.0,,1254000.0,,36696000,889963000,310995000,4985022000.0,6494431000.0,,,165254000,54164000.0,3271890000.0,2266958000,578968000,60975038.0,,543154000,5039186000.0,,10726410000.0,4231979000.0,187630000.0,,56675919.0,2665917000.0,,,28252000.0,165561000,,0.0,,102116000.0,194778000.0,,,1214207000.0,646695000,9.58,,,
2017-06-30,9.28,571955000.0,1349141000.0,3253211000.0,,71000.0,,,100531000,668812000,2770001000.0,,3459000.0,,,609756000.0,73192000.0,,35050000.0,,573007000,12687000.0,573708000,1890000000.0,1051400000.0,14277000.0,218558000.0,1563445000,,6210248000.0,,1105771000.0,7620000.0,6775000.0,,1223000.0,,45580000,1045546000,446172000,2504792000.0,4704970000.0,,,308979000,55412000.0,3845598000.0,2608991000,599374000,57488989.0,,573708000,2560204000.0,,8814365000.0,4109395000.0,121871000.0,,56832278.0,2770001000.0,,,28330000.0,167359000,,0.0,,108700000.0,154248000.0,,,1904070000.0,672271000,9.38,,,
2017-09-30,10.51,697654000.0,1129024000.0,7692300000.0,,80000.0,,,74684000,704965000,2761726000.0,,3651000.0,,,597213000.0,71334000.0,,37488000.0,,637087000,522426000.0,635967000,6474206000.0,1275704000.0,14257000.0,167551000.0,1889313000,,9752826000.0,,1076111000.0,17282000.0,6636000.0,,332000.0,,-251000,1202992000,541630000,2792658000.0,9093481000.0,,,394158000,595566000.0,4471612000.0,3092305000,661362000,60503529.0,,635967000,3388224000.0,,13196034000.0,4102553000.0,90389000.0,,60008235.0,2761726000.0,,,49222000.0,166139000,,0.0,,102242000.0,119528000.0,,,6563276000.0,708616000,10.6,,,
2017-12-31,11.53,838450000.0,2617432000.0,8742086000.0,,80000.0,,,151523000,891974000,2849737000.0,,3744000.0,,,588235000.0,144275000.0,-609952000.0,37481000.0,,758008000,524997000.0,740406000,23449000.0,1399770000.0,11716000.0,153944000.0,2196649000,,10611155000.0,,1153019000.0,10810000.0,6536000.0,,315000.0,,-2878000,1429889000,605824000,3145799000.0,10129474000.0,,,367531000,600061000.0,5218110000.0,3626538000,824065000,64224006.0,,740406000,3745860000.0,,14458719000.0,4329245000.0,146298000.0,,63686056.0,3459689000.0,,,57718000.0,282827000,,22140000.0,,76351000.0,53121000.0,,,6124654000.0,895718000,11.63,,,
2018-03-31,10.78,850578000.0,4086517000.0,12954518000.0,-569166000.0,80000.0,3617432000.0,0.0,148245000,1107979000,2907285000.0,,2019000.0,,2695180000.0,,118622000.0,,34812000.0,3264346000.0,968913000,3029437000.0,933422000,,1689490000.0,11681000.0,161339000.0,2015797000,18749000.0,11424128000.0,,1247317000.0,62725000.0,6289000.0,-2943377000.0,269000.0,4086517000.0,421398000,1233134000,636725000,3689801000.0,13899592000.0,,,399634000,3159022000.0,5750050000.0,3248931000,596409000,64713421.0,-5679378000.0,444138000,6848823000.0,780276000.0,18337074000.0,4437482000.0,156554000.0,2717252000.0,63694535.0,2907285000.0,532079000.0,780276000.0,60571000.0,249465000,,899116000.0,,68010000.0,-154397000.0,,,8868001000.0,1109998000,10.99,,,
2018-06-30,-2.14,787336000.0,3562329000.0,13752687000.0,,80000.0,,,147419000,-218056000,2954043000.0,,1548000.0,,,720053000.0,166652000.0,,61580000.0,,-276483000,,-136887000,,1622057000.0,11728000.0,188389000.0,2313772000,,16598864000.0,,4218457000.0,68991000.0,,,269000.0,,-1059130000,1459458000,745686000,3421737000.0,15315496000.0,,,483662000,138263000.0,5613163000.0,3773230000,713772000,63839293.0,,-136887000,3560000000.0,,22836975000.0,7521479000.0,182692000.0,,63839293.0,2954043000.0,,,69272000.0,295946000,,,,85346000.0,132924000.0,,,10190358000.0,-216508000,-2.14,,,
2018-09-30,10.01,794772000.0,4921114000.0,14472990000.0,,80000.0,,,74929000,775703000,2985004000.0,,4910000.0,,,6878000.0,197061000.0,,74671000.0,,680817000,,650690000,,1978000000.0,11765000.0,206060000.0,2674502000,,17690810000.0,,4565401000.0,25166000.0,,,0.0,,28598000,1425970000,815065000,3045033000.0,15780521000.0,,,550577000,105113000.0,6263853000.0,4100472000,610905000,64829757.0,,650690000,3150146000.0,,23655855000.0,7875334000.0,134964000.0,,64301796.0,2985004000.0,,,79947000.0,314128000,,,,109656000.0,412772000.0,,,9551876000.0,780613000,10.12,,,
2018-12-31,10.54,1053306000.0,6004231000.0,14310280000.0,,80000.0,,,107114000,868845000,3080958000.0,,139000.0,,,6863000.0,223859000.0,-783081000.0,74685000.0,,742450000,,688623000,58386000.0,2116776000.0,11763000.0,310489000.0,3013063000,,18520292000.0,,4591524000.0,27505000.0,,,0.0,,26979000,1627861000,909257000,3853026000.0,16489629000.0,,,598668000,537888000.0,6913469000.0,4640924000,718604000,64609000.0,,684017000,4390914000.0,,25768045000.0,9278416000.0,235561000.0,,64307569.0,3864039000.0,,,91710000.0,332513000,,82771000.0,,114589000.0,437877000.0,,,8306049000.0,868984000,10.64,,,
2019-03-31,44.6,1300912000.0,8936229000.0,15246028000.0,0.0,104000.0,6004231000.0,-1387840000.0,123971000,3266797000,3737116000.0,,6219000.0,,1379037000.0,1289250000.0,246938000.0,,3533432000.0,100436000.0,3149982000,172138000.0,3120433000,90354000.0,2710656000.0,12497140000.0,697082000.0,3160325000,7585000.0,29402813000.0,,1436281000.0,350981000.0,,1502650000.0,,9837268000.0,2651176000,1620259000,1146708000,6594871000.0,18133234000.0,,,810660000,1073520000.0,10024537000.0,4780584000,473551000,69640885.0,-3324309000.0,3104338000,7668391000.0,966079000.0,39921809000.0,21788575000.0,307124000.0,6207214000.0,69097090.0,3737116000.0,3847766000.0,966079000.0,129876000.0,404736000,,100004000.0,,235556000.0,330114000.0,,,6309799000.0,3273016000,45.0,,,
2019-06-30,0.27,1432875000.0,11010997000.0,24520341000.0,,104000.0,,,143896000,244368000,4037532000.0,,12268000.0,,,281588000.0,276233000.0,,3411719000.0,,107419000,,42077000,,3855975000.0,12758974000.0,629508000.0,4173841000,,32379964000.0,,1534593000.0,326025000.0,4736225000.0,,,,28092000,2121406000,2049481000,6334766000.0,27186497000.0,,,1435467000,5842617000.0,10057138000.0,6295247000,71925000,81167679.0,,25790000,12177383000.0,,49549737000.0,22363240000.0,403005000.0,,79682966.0,4037532000.0,,,153948000.0,655421000,,,,215254000.0,701942000.0,,,13509344000.0,256636000,0.32,,,
2019-09-30,1.16,1375376000.0,3979081000.0,24910196000.0,,103000.0,,,86571000,243117000,4175952000.0,,123456000.0,,,288574000.0,399738000.0,,3315171000.0,,177807000,1239000.0,109928000,,3835738000.0,13126509000.0,820933000.0,4713175000,,32983071000.0,,1646836000.0,291719000.0,4974947000.0,,,,3148000,2169039000,2008751000,6261108000.0,27575251000.0,,,1488411000,6069572000.0,10157351000.0,6882214000,160288000,80973447.0,,93231000,12330680000.0,,50565922000.0,22990671000.0,410639000.0,,80033607.0,4175952000.0,,,173547000.0,673058000,,,,193364000.0,1264652000.0,,,20931115000.0,366573000,1.16,,,
