date,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyFreeCashFlow,quarterlySaleOfInvestment,quarterlyDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyBasicEPS,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyNetPPE,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInInventory,quarterlyInventory,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,quarterlyCashDividendsPaid,quarterlyResearchAndDevelopment
1996-06-30,10800000,12600000,12600000,,42600000,-2500000.0,178300000.0,39000000,,96923077.0,,,900000,,,,37200000,65900000,3100000,,107900000,107900000,0,,114900000,2300000.0,,,233600000,19000000,357800000,12600000,15700000.0,0.13,3900000,,96923077.0,,61300000.0,,47700000.0,34900000.0,,,,24300000,,124200000,0,18800000,0.0,,58400000,0.13,-4900000.0,22100000,,242900000,34100000,228300000,,5300000,30000000,51400000,,9500000,97400000,-6900000.0,21200000,-31300000.0,13200000,,,,,,
1996-09-30,25400000,-19400000,-19400000,,-11100000,3100000.0,230900000.0,42800000,,,,,-33800000,,,,43200000,93100000,3900000,,96800000,96800000,0,,133900000,,,,293900000,8000000,444100000,-19400000,6100000.0,,22000000,,,,68900000.0,,60500000.0,69600000.0,,,,27900000,,150200000,0,-43500000,-28600000.0,,67200000,,,-9700000,,310200000,39300000,291400000,,2500000,32800000,32000000,,9700000,110000000,-3400000.0,24000000,-36100000.0,7000000,,,,,,
1996-12-31,9200000,19000000,19000000,,26900000,5200000.0,198200000.0,50500000,,100000000.0,,,1300000,,,,43300000,91800000,4100000,,123700000,123700000,96800000,,133000000,,,,276500000,7500000,458900000,19000000,7600000.0,0.19,6300000,9800000.0,100000000.0,,69800000.0,,75400000.0,60500000.0,,,,35700000,,182400000,0,5200000,-1700000.0,,74900000,0.19,-13900000.0,32800000,,325900000,39200000,273600000,,2900000,33700000,51100000,,13800000,125400000,-2900000.0,31600000,-36100000.0,12800000,,,,,,
1997-03-31,32000000,18200000,18200000,,19800000,5900000.0,237900000.0,45300000,,101111111.0,,,1800000,,,,44300000,94600000,4200000,,143500000,143500000,0,,145200000,,,,313400000,14600000,524000000,18200000,5000000.0,0.18,26400000,-6400000.0,101111111.0,,76100000.0,,73300000.0,68100000.0,,,,33700000,,210600000,0,-21400000,-9400000.0,,73800000,0.18,9600000.0,31400000,,378800000,40100000,311200000,,2200000,36000000,69300000,,13200000,119100000,-5600000.0,29500000,-40100000.0,10900000,,,,,,
1997-06-30,21700000,18500000,18500000,,18300000,2600000.0,231500000.0,48500000,,102777778.0,,,2200000,,,,49100000,97100000,4500000,,161800000,161800000,0,,167200000,,,,304400000,31100000,550400000,18500000,13600000.0,0.18,15900000,-1500000.0,102777778.0,,82100000.0,,66800000.0,58800000.0,,,,33300000,,246000000,0,-19900000,-12600000.0,,77800000,0.18,-1300000.0,31000000,,383200000,44500000,298300000,,6100000,39000000,87700000,,12500000,126300000,-5800000.0,28700000,-43100000.0,16200000,,,,,,
1997-09-30,24300000,17400000,17400000,,-19300000,42900000.0,286800000.0,58500000,,,,,2100000,,,,55200000,132200000,5400000,,142400000,142400000,0,,219700000,,,,375400000,43400000,645300000,17400000,-38200000.0,,17100000,,,,101800000.0,,85400000.0,77400000.0,,,,32100000,,269900000,0,-48200000,-25900000.0,,81900000,,5700000.0,28600000,,425600000,49800000,372200000,,3200000,44100000,105100000,,11200000,140400000,-7200000.0,26700000,-57700000.0,4700000,,,,,,
1997-12-31,-10300000,25600000,25600000,,4900000,16200000.0,259100000.0,66400000,,98461538.0,,,2200000,,,,55100000,136300000,6100000,,147300000,147300000,142400000,-800000.0,237200000,,,,342000000,56000000,676600000,25600000,24100000.0,0.25,-14700000,,102400000.0,,95700000.0,,79000000.0,76000000.0,,,,47300000,,334600000,0,-24700000,-19500000.0,,96300000,0.26,-42000000.0,43300000,,439400000,49000000,338100000,,3900000,44900000,130800000,,17700000,162700000,-4400000.0,41200000,-50800000.0,40300000,,,,,,
1998-03-31,22600000,20100000,20100000,,-8600000,12700000.0,276300000.0,52200000,,100500000.0,,,-6700000,,,,57200000,139400000,6700000,,138700000,138700000,0,-48200000.0,277200000,11200000.0,,,373100000,88900000,751400000,20100000,-24100000.0,0.19,-700000,,105789474.0,,103600000.0,,82500000.0,91900000.0,,,,46900000,,378300000,0,-54500000,17000000.0,,97400000,0.2,-4200000.0,33500000,,474200000,50500000,370000000,,3100000,48900000,150900000,,13400000,149600000,-23300000.0,40200000,-54700000.0,23500000,,,,,,
1998-06-30,50000000,23000000,23000000,,1500000,6700000.0,269500000.0,62900000,,100000000.0,,,2200000,,,,62700000,151600000,7100000,,140200000,140200000,0,-14600000.0,317300000,,,,358300000,115200000,773300000,23000000,25400000.0,0.22,36400000,,104545455.0,,107100000.0,,86800000.0,102100000.0,,,,42500000,,415000000,0,-45200000,-17000000.0,,98100000,0.23,19900000.0,37700000,,456000000,55600000,356300000,,2000000,50500000,173900000,,14700000,161000000,-13600000.0,35400000,-56600000.0,-2800000,,,,,,
1998-09-30,35500000,19600000,19600000,,17500000,53300000.0,318600000.0,66500000,,,,,2500000,,,,68200000,155800000,7400000,,157700000,157700000,0,5400000.0,321800000,,,,418000000,115200000,832900000,19600000,-37500000.0,,7100000,,,,110000000.0,,96200000.0,114200000.0,,,,41500000,,414900000,0,-20800000,-2800000.0,,102300000,,,36600000,,511100000,60800000,414800000,,3200000,50800000,193500000,,17000000,168800000,-28400000.0,34100000,-59200000.0,1900000,,,,,,
1998-12-31,6100000,30100000,30100000,,-14600000,9100000.0,278200000.0,79400000,,100333333.0,,,2500000,,,,65300000,180300000,7400000,,143100000,143100000,157700000,,328300000,,,,387400000,94200000,840200000,30100000,-8400000.0,0.29,-19200000,6700000.0,103793103.0,-1200000.0,113000000.0,-8700000.0,108300000.0,124800000.0,,,,53100000,,452800000,0,-20900000,-2300000.0,,111000000,0.3,,48200000,,511900000,57900000,386500000,,900000,53800000,223600000,,18100000,190400000,-25300000.0,45700000,-59200000.0,-500000,,,,,,
1999-03-31,34000000,28800000,28800000,,41900000,3300000.0,310700000.0,60400000,,102857143.0,,,-1800000,,,,66900000,199700000,7800000,,185100000,185100000,0,,346800000,,,,397400000,91000000,896400000,28800000,8400000.0,0.27,19500000,12300000.0,106666667.0,0.0,124600000.0,-31200000.0,85800000.0,116200000.0,,,,51800000,,499000000,0,-2800000,-600000.0,,110900000,0.28,,42200000,,549600000,59100000,396500000,,900000,56100000,252400000,,13400000,171300000,-14500000.0,44000000,-68500000.0,11700000,,,,,,
1999-06-30,29000000,26400000,26400000,,26200000,4600000.0,297600000.0,74400000,,105600000.0,,,-1500000,,,,71600000,208200000,8100000,100000.0,280700000,211200000,0,,348900000,,,,372100000,82000000,905600000,26400000,4600000.0,0.25,6200000,12800000.0,105600000.0,0.0,132300000.0,2200000.0,74000000.0,37800000.0,-400000.0,,-16700000.0,47800000,,533500000,211200000,-11400000,2800000.0,,111300000,0.25,,40700000,,556700000,63500000,371600000,,500000,58700000,278800000,69500000.0,14300000,185700000,-22800000.0,39700000,-73600000.0,9200000,,,,,,
1999-09-30,59700000,3000000,3000000,5300000.0,-122300000,5800000.0,377700000.0,74900000,,,,,-24200000,,250000000.0,,80200000,223100000,8300000,100000.0,88900000,88900000,211200000,-9800000.0,371200000,,,,728900000,84500000,803400000,3000000,-5300000.0,,32800000,72800000.0,,-344600000.0,142500000.0,-25200000.0,95900000.0,61300000.0,8200000.0,,-12100000.0,40000000,,74500000,88900000,36200000,100000.0,,111900000,,,8200000,,432200000,71900000,473600000,,255300000,63600000,156700000,,5200000,186800000,-26900000.0,31700000,-78900000.0,-219100000,,,,,,
1999-12-31,6100000,16500000,16500000,5200000.0,-18400000,1300000.0,304600000.0,97400000,,88537000.0,,,-6000000,,310000000.0,,88400000,248900000,8900000,100000.0,70400000,70400000,88900000,-8100000.0,419900000,,5000000.0,,745400000,104700000,808700000,16500000,-6100000.0,0.18,-35600000,,90672000.0,-29900000.0,143500000.0,39400000.0,125600000.0,49200000.0,400000.0,,-14200000.0,46000000,,63300000,70400000,-49800000,0.0,,125500000,0.19,-100000.0,26000000,,388800000,79500000,430200000,,315200000,66300000,173200000,,9500000,222900000,-41700000.0,37100000,-77200000.0,25300000,,,,,,
2000-03-31,27659000,2788000,2788000,5147000.0,-1008000,7603000.0,360691000.0,80634000,,87040000.0,,,1618000,,360000000.0,,90888000,326092000,10741000,59000.0,69486000,69486000,70400000,-11290000.0,518195000,,6192000.0,,863464000,118145000,938430000,2788000,-739000.0,0.03,-60807000,,90512000.0,-10000.0,157229000.0,-29236000.0,137626000.0,55036000.0,-299000.0,,-12286000.0,32612000,,74966000,69486000,-83857000,15899000.0,,112759000,0.03,,17773000,,420235000,80147000,498317000,,365147000,73958000,175989000,,14985000,193393000,-88466000.0,21871000,-83271000.0,55916000,,,,,,
2000-06-30,22755000,2382000,2382000,6792000.0,-16182000,-133000.0,350672000.0,111879000,,86291000.0,,,5111000,,302686000.0,,104246000,316910000,17731000,59000.0,113853000,53304000,69486000,,456178000,35000000.0,7397000.0,,859987000,59549000,944126000,2382000,-1419000.0,0.03,117596000,,88757000.0,-19968000.0,170407000.0,11409000.0,164837000.0,96526000.0,1660000.0,,12645000.0,24117000,,84139000,53304000,8148000,-36251000.0,,110632000,0.03,,5413000,,487948000,86515000,550509000,,309478000,79719000,178372000,60549000.0,3031000,222511000,94841000.0,6386000,-90688000.0,-45582000,,,,,,
2000-09-30,19051000,5643000,3914000,33552000.0,8394000,4338000.0,385932000.0,99282000,,,,326359000.0,11451000,,307254000.0,,120155000,315197000,28304000,59000.0,97102000,61698000,53304000,,490097000,,6320000.0,,928145000,83641000,1002965000,3914000,-3935000.0,,-1519000,15274000.0,,1000.0,188921000.0,-48176000.0,201407000.0,89407000.0,-12235000.0,,-6452000.0,28737000,,74820000,61698000,25541000,35925000.0,,120588000,,,6936000,,512868000,91851000,587339000,,340806000,91259000,182286000,35404000.0,1293000,219870000,-20570000.0,433000,-97662000.0,-34596000,,,,,,
2000-12-31,-46322000,3897000,3897000,32326000.0,-37378000,641000.0,350840000.0,135075000,,86048000.0,,,3618000,,311909000.0,,112372000,311524000,19033000,59000.0,39356000,24320000,61698000,,488215000,30000000.0,5511000.0,,881998000,79311000,951583000,3897000,0.0,0.04,-68867000,8604000.0,86816000.0,-3002000.0,195042000.0,-37933000.0,156923000.0,83616000.0,765000.0,,-14128000.0,31681000,,69585000,24320000,-13941000,0.0,,125020000,0.05,,11133000,,463368000,93339000,537763000,,344235000,97380000,186183000,15036000.0,7236000,260095000,-22545000.0,12648000,-97662000.0,22639000,,,,,,
2001-03-31,25056000,-1382000,-53580000,16228000.0,7120000,4032000.0,0.0,114175000,,86551000.0,,312555000.0,-3835000,,316587000.0,360091000.0,103585000,235971000,5560000,59000.0,35476000,31440000,24320000,,394341000,20000000.0,5861000.0,,823531000,58510000,836092000,-53580000,0.0,-0.62,19677000,2191000.0,86870000.0,7000.0,197522000.0,19366000.0,110625000.0,50495000.0,-196000.0,,-24284000.0,15748000,,12561000,31440000,-12030000,-8842000.0,,110581000,-0.62,,-2194000,,441751000,94833000,490716000,,332815000,99860000,132601000,4036000.0,-812000,224756000,-5379000.0,6996000,-97662000.0,-5640000,,,,,,
2001-06-30,39951000,-10219000,-8454000,15877000.0,7851000,1575000.0,0.0,112701000,,86341000.0,,279862000.0,-43137000,,321381000.0,332047000.0,138324000,230111000,14060000,59000.0,39299000,39291000,31440000,,384558000,5000000.0,5520000.0,,799073000,51046000,793839000,-8454000,-15321000.0,-0.1,23742000,2681000.0,86341000.0,-2485000.0,201063000.0,45094000.0,124768000.0,54949000.0,-161000.0,,-19819000.0,10601000,,-5234000,39291000,-13528000,0.0,,134865000,-0.1,,-20774000,,409281000,93180000,461815000,,337258000,103401000,124149000,8000.0,-10555000,247566000,-16209000.0,-3459000,-97662000.0,-16231000,,,,,,
2001-09-30,20580000,-6316000,-8066000,19806000.0,-2163000,2847000.0,0.0,94960000,,,,300306000.0,-32695000,,326200000.0,351263000.0,121374000,222233000,14587000,59000.0,40378000,37128000,39291000,,390181000,15000000.0,5499000.0,,873520000,67660000,839002000,-8066000,9936000.0,,7167000,961000.0,,-32413000.0,205860000.0,-10442000.0,161251000.0,34822000.0,-35381000.0,,-20106000.0,22358000,,-34518000,37128000,-5120000,0.0,,129145000,,,-14515000,,448821000,91308000,527514000,,346006000,100288000,116083000,3250000.0,-8199000,224105000,-13413000.0,7771000,-105572000.0,-19630000,,,,,,
2001-12-31,6904000,19043000,19043000,20635000.0,-9697000,5286000.0,0.0,113640000,,83883000.0,,315194000.0,443000,,331138000.0,325808000.0,99619000,221970000,10426000,59000.0,27506000,27431000,37128000,,382162000,,5604000.0,,839160000,65652000,829406000,19043000,0.0,0.17,1844000,,129578000.0,-1047000.0,200112000.0,-7341000.0,161579000.0,39704000.0,822000.0,,-19109000.0,44373000,,-9754000,27431000,-5060000,0.0,,133566000,0.23,,29297000,,447244000,89193000,487387000,,351773000,94540000,135126000,75000.0,10254000,247206000,-5060000.0,33947000,-105572000.0,-10761000,,,,,,
2002-03-31,48505000,-4316000,-4316000,21202000.0,51349000,10903000.0,0.0,88341000,,84613000.0,,,-13817000,,336102000.0,332917000.0,96879000,218658000,10847000,60000.0,78827000,78780000,27431000,,370274000,,5631000.0,,830874000,65250000,817745000,-4316000,2559000.0,-0.05,44652000,,84613000.0,-12153000.0,191938000.0,7245000.0,140653000.0,35366000.0,-145000.0,,-20896000.0,23355000,,-13129000,78780000,1631000,5484000.0,,109387000,-0.05,,-6640000,,447471000,86032000,473570000,,357304000,86366000,130810000,47000.0,-2324000,197728000,-3853000.0,12508000,-105572000.0,1309000,,,,,,
2002-06-30,57383000,18255000,18255000,44737000.0,31108000,3833000.0,0.0,106045000,,83719000.0,,,1409000,,341188000.0,301143000.0,95434000,224219000,11022000,60000.0,109906000,109888000,78780000,,368251000,,5740000.0,,817101000,62710000,805867000,18255000,-2797000.0,0.16,52595000,-239000.0,132299000.0,-20910000.0,186894000.0,57793000.0,130033000.0,31934000.0,-520000.0,,-18933000.0,45700000,,-11234000,109888000,-8649000,0.0,,130112000,0.22,,27316000,,437616000,84412000,431176000,,385925000,81322000,149065000,18000.0,9061000,236157000,-4788000.0,34678000,-105572000.0,-19874000,,,,,,
2002-09-30,32760000,15596000,15596000,46098000.0,14905000,2144000.0,0.0,93503000,,,,,-11753000,,346300000.0,306978000.0,97903000,225158000,12158000,60000.0,124793000,124793000,109888000,,369817000,,5894000.0,,829740000,68498000,824850000,15596000,0.0,,26822000,2000.0,,-12937000.0,205686000.0,-47986000.0,130364000.0,26366000.0,3909000.0,,-17552000.0,41279000,,-4890000,124793000,-7342000,-1508000.0,,127024000,,,23630000,,455033000,85745000,437342000,,392398000,76161000,164661000,,8034000,220527000,-5938000.0,29121000,-129525000.0,-10793000,,,,,,
2002-12-31,1153000,-14418000,-14418000,46688000.0,-15136000,1045000.0,0.0,108600000,,81379000.0,,,-33995000,,351539000.0,305887000.0,134100000,226114000,17362000,60000.0,109657000,109657000,124793000,,368138000,,5942000.0,,856104000,71018000,827403000,-14418000,-13880000.0,-0.18,1153000,,81379000.0,,209843000.0,249000.0,151990000.0,25016000.0,-7383000.0,,-14461000.0,4476000,,-28701000,109657000,-5866000,-5866000.0,,121214000,-0.18,,-20022000,,459265000,90306000,457877000,,398227000,71006000,150243000,,-5604000,229814000,,-12886000,-138837000.0,-12835000,,,,,,
2003-03-31,33726000,-1512000,-1512000,46474000.0,25774000,2021000.0,0.0,102333000,,80492000.0,,,-4860000,,356805000.0,301361000.0,99160000,225513000,10230000,60000.0,135431000,135431000,109657000,,360232000,,6047000.0,,845451000,69898000,810906000,-1512000,0.0,-0.02,30369000,,80492000.0,-6808000.0,194346000.0,18961000.0,140811000.0,23319000.0,5000.0,,-14006000.0,13019000,,-34545000,135431000,-3357000,0.0,,101949000,-0.02,,-2257000,,450674000,83504000,442172000,,403279000,64821000,148731000,,-745000,204282000,-3357000.0,2789000,-129525000.0,-4787000,,,,,,
2003-06-30,44448000,12854000,12854000,48556000.0,31254000,554000.0,0.0,103440000,,79234000.0,,,5452000,,362201000.0,287645000.0,90032000,228447000,9302000,60000.0,166685000,166685000,135431000,,363907000,,6136000.0,,831628000,72000000,799799000,12854000,-220000.0,0.13,38040000,,127959000.0,-16696000.0,192985000.0,21501000.0,133226000.0,22167000.0,63000.0,,-7874000.0,29148000,,-31829000,166685000,-2444000,3964000.0,,109878000,0.16,,19756000,,435892000,80730000,420871000,,410757000,63460000,161585000,,6902000,213318000,-6408000.0,19846000,-129525000.0,-16362000,,,,,,
2003-09-30,37754000,5474000,5474000,48927000.0,40252000,18381000.0,0.0,94378000,,78026000.0,,,-46000,,367625000.0,301681000.0,88535000,227777000,9366000,61000.0,206937000,206937000,166685000,,361078000,,6305000.0,,852789000,71850000,837358000,5474000,-350000.0,0.07,31118000,,128934000.0,-8876000.0,190976000.0,15198000.0,134556000.0,23267000.0,20000.0,,-7879000.0,23357000,,-15431000,206937000,-6643000,-1507000.0,,102526000,0.07,,8171000,,476280000,79169000,436237000,,416552000,61451000,167059000,,2697000,196904000,-6636000.0,13991000,-129525000.0,9155000,,,,,,
2003-12-31,20409000,6877000,6877000,,23025000,20699000.0,0.0,110515000,,,,,-25061000,,,315524000.0,122592000,231372000,8422000,72000.0,229962000,229962000,206937000,,367787000,,914000.0,,541518000,69874000,917264000,6877000,-612000.0,,7882000,,,-11054000.0,234366000.0,5320000.0,175609000.0,27751000.0,-4655000.0,,-316000.0,19257000,,375746000,229962000,-12980000,1507000.0,,133427000,,,9886000,,549477000,89880000,491133000,,50385000,66541000,173936000,,3009000,243942000,-12527000.0,10835000,-167825000.0,9033000,,,,,,
