date,quarterlyGrossPPE,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyBasicAverageShares,quarterlyOperatingIncome,quarterlyOtherCurrentAssets,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyStockBasedCompensation,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,quarterlyBasicEPS,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyResearchAndDevelopment,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsPayable
1997-12-31,,,,,,-78873000,,-13004000.0,,-73073000,2344000.0,326780000.0,,,,-36201000.0,,-4200000.0,83303000.0,,,7206000.0,1220000.0,,,-25663000.0,634737000.0,,,2211000.0,,25541000,-36352000.0,30961000.0,,11327000,5655000,,462000.0,5702000.0,,,19300000.0,,,,-26800000.0,,264264000.0,,,-8748000.0,2198000.0,5800000.0,2198000.0,166000.0,,-2300000.0,-2193000.0,,4100000.0,,32298000.0,281882000.0,-30650000.0,690914000.0,5655000,,,,,,,,,,
1998-03-31,,,,,16590909.0,44900000,,11400000.0,,50800000,4900000.0,318500000.0,,,,-39500000.0,,5000000.0,-14500000.0,,,-5400000.0,1300000.0,0.43,,-34400000.0,695900000.0,,,-200000.0,,30400000,-39100000.0,28900000.0,,7300000,7300000,,8600000.0,19200000.0,,,15300000.0,,,,500000.0,,326900000.0,,16976744.0,-8300000.0,,5900000.0,,,2200000.0,700000.0,-5300000.0,0.44,5600000.0,,-100000.0,359500000.0,-19900000.0,760800000.0,7300000,,,,,,,,,,
1998-06-30,,,,,17105263.0,44200000,,-3200000.0,,50300000,-200000.0,317500000.0,,,,-25800000.0,,1000000.0,-14400000.0,,,3500000.0,1400000.0,0.38,,-36300000.0,708300000.0,,,-12300000.0,,29800000,-16900000.0,3900000.0,,6500000,6500000,,-8900000.0,12900000.0,,,15500000.0,,,,800000.0,,343800000.0,,17105263.0,-9900000.0,,6100000.0,,,,-2600000.0,-8700000.0,0.38,6100000.0,,-2700000.0,376900000.0,-4000000.0,777000000.0,6500000,,,,,,,,,,
1998-09-30,,,,,16800000.0,47300000,,3600000.0,,53400000,-5400000.0,317700000.0,,,,-10600000.0,,4300000.0,-14800000.0,,,-3500000.0,1400000.0,0.49,,-36200000.0,714700000.0,,,11800000.0,,32500000,-24800000.0,6400000.0,,8400000,8400000,,10300000.0,14600000.0,,,15900000.0,,,2100000.0,0.0,,360400000.0,,17142857.0,,,6100000.0,,,,-2500000.0,-1200000.0,0.5,6200000.0,,-27600000.0,397700000.0,-10200000.0,798000000.0,8400000,,,,,,,,,,
1998-12-31,,,,0.0,,-104901000,,-15630000.0,,-97401000,21637000.0,340364000.0,,,,-29819000.0,,-3200000.0,107242000.0,,,9436000.0,-761000.0,,,-32345000.0,732212000.0,,,-200000.0,,27988000,-24468000.0,21380000.0,,9199000,3896000,,-2552000.0,5887000.0,,,26700000.0,,,,26100000.0,,365164000.0,26355000.0,,,9646000.0,7500000.0,9646000.0,172000.0,,-4600000.0,-26988000.0,,6400000.0,26000000.0,17667000.0,389852000.0,-18581000.0,821439000.0,3896000,,,,,,,,,,
1999-03-31,,,,,16904762.0,49700000,,1000000.0,,56600000,-22400000.0,330400000.0,,,,-37000000.0,,3000000.0,-16600000.0,,,900000.0,900000.0,0.41,,-42500000.0,752900000.0,,,-700000.0,,33100000,-14600000.0,13500000.0,,7100000,7100000,,-7600000.0,15900000.0,,,32300000.0,,,,,,350800000.0,,17317073.0,-9800000.0,,6900000.0,,,9600000.0,-2500000.0,,0.42,6700000.0,50000000.0,23300000.0,438700000.0,1300000.0,858600000.0,7100000,,,,,,,,,,
1999-06-30,,,,,17500000.0,49000000,,-12000000.0,,56500000,3400000.0,338500000.0,,,,-12300000.0,,-5000000.0,-16400000.0,,,6900000.0,1000000.0,0.4,,-35500000.0,762200000.0,,,-300000.0,,32600000,-15700000.0,4100000.0,,7000000,7000000,,1200000.0,9400000.0,,,58600000.0,,,,,,350500000.0,,17500000.0,-10300000.0,,7500000.0,,,,-1000000.0,,0.4,6500000.0,64000000.0,14400000.0,437200000.0,-6300000.0,866300000.0,7000000,,,,,,,,,,
1999-09-30,,,,,17073171.0,50700000,,5400000.0,,58300000,9000000.0,336700000.0,,,,-18700000.0,16000000.0,8900000.0,-16700000.0,,,-1600000.0,1600000.0,0.4,,-37400000.0,770800000.0,,,-300000.0,,34000000,-27700000.0,13100000.0,,7000000,7000000,,12700000.0,18400000.0,,,,,,,50800000.0,,350200000.0,,17500000.0,-10300000.0,,7600000.0,,,3200000.0,-6200000.0,,0.41,7000000.0,38000000.0,300000.0,419900000.0,-9300000.0,897600000.0,7000000,,,,,,,,,,
1999-12-31,,,,,,-111294000,,2180000.0,,-103794000,-40949000.0,338358000.0,,,,-22311000.0,11355000.0,-4800000.0,118910000.0,,,-759000.0,-1118000.0,,,-38265000.0,773600000.0,,,-400000.0,,34916000,-18062000.0,-166000.0,,7989000,7989000,,-4591000.0,17786000.0,,,94100000.0,,,,1800000.0,,405473000.0,773633000.0,,-10222000.0,11355000.0,7500000.0,11355000.0,174000.0,16000000.0,5900000.0,,,6800000.0,47000000.0,-24444000.0,432391000.0,-276000.0,911083000.0,7989000,,,,,,,,,,
2000-03-31,,,,,17286000.0,10430000,,2164000.0,,17976000,-18166000.0,337172000.0,,,28708000.0,-28099000.0,12549000.0,2925000.0,18278000.0,,,76000.0,1051000.0,0.42,,-39805000.0,756665000.0,,,-710000.0,,35880000,-8090000.0,11974000.0,,7357000,7357000,,1219000.0,17344000.0,,,95062000.0,7172000.0,,,33000.0,,423854000.0,37382000.0,17516667.0,-10270000.0,12549000.0,7546000.0,12549000.0,175000.0,11330000.0,-1843000.0,-1843000.0,0.43,6694000.0,70000000.0,-789000.0,453055000.0,9254000.0,927846000.0,7357000,,,,,,,,,,
2000-06-30,,,,,17310000.0,10396000,,-8858000.0,,18074000,403000.0,335477000.0,,,29361000.0,-28369000.0,6706000.0,-3132000.0,18965000.0,,,5564000.0,1001000.0,0.42,,-41769000.0,781133000.0,,,-353000.0,,36064000,-27475000.0,10721000.0,,7305000,7305000,,-5843000.0,11805000.0,,,106945000.0,6703000.0,,,,,445501000.0,26422000.0,17310000.0,-10705000.0,6706000.0,7678000.0,6706000.0,175000.0,12549000.0,-1297000.0,-1297000.0,0.42,7306000.0,92000000.0,-274000.0,471570000.0,-15670000.0,947470000.0,7305000,,,,,,,,,,
2000-09-30,,,,,17312000.0,10200000,,3962000.0,,18046000,18377000.0,337510000.0,,,29509000.0,9000.0,21088000.0,5737000.0,19309000.0,,,-4875000.0,928000.0,0.64,,-39901000.0,785791000.0,,,-45937000.0,,37013000,-14612000.0,-4018000.0,,11117000,11117000,,14382000.0,18391000.0,,,116797000.0,7504000.0,,,,,452884000.0,7163000.0,17404000.0,-10667000.0,21088000.0,7846000.0,21088000.0,175000.0,6706000.0,-3756000.0,-3756000.0,0.64,7503000.0,,45298000.0,484690000.0,3779000.0,963372000.0,11117000,,,,,,,,,,
2000-12-31,,,,,,10477000,,-14494000.0,,18078000,-4381000.0,336034000.0,,,30222000.0,-12620000.0,18466000.0,-6663000.0,19745000.0,,,37959000.0,1099000.0,,,-41688000.0,751820000.0,,,12000000.0,,37435000,-7655000.0,860000.0,,7515000,7515000,,-2622000.0,9138000.0,,,,7213000.0,,,125000.0,,464508000.0,7930000.0,,-10732000.0,18466000.0,-22127000.0,18466000.0,175000.0,21088000.0,-584000.0,-35044000.0,,7995000.0,12000000.0,-12533000.0,489651000.0,1483000.0,966628000.0,7515000,,,,,,,,,,
2001-03-31,,-6163000.0,,,17365000.0,11264000,,9950000.0,,19118000,36362000.0,332020000.0,,,31680000.0,16533000.0,18465000.0,5172000.0,20416000.0,,,-6791000.0,1142000.0,0.64,,-39874000.0,751936000.0,,,-12000000.0,,39091000,-19632000.0,-38924000.0,,11104000,11104000,,-1000.0,22390000.0,,,,7411000.0,,,77000.0,,442384000.0,8802000.0,17474000.0,-10714000.0,18465000.0,7854000.0,18465000.0,176000.0,18466000.0,-197000.0,-197000.0,0.64,,,-22124000.0,472699000.0,2758000.0,945920000.0,11104000,,,,,,,,,,
2001-06-30,,97000.0,,,17203000.0,10885000,,-734000.0,,19101000,551000.0,331050000.0,,,31173000.0,-24296000.0,7665000.0,-1421000.0,20288000.0,,,891000.0,1200000.0,0.48,,-41173000.0,783735000.0,,,-63514000.0,,38148000,-21744000.0,-3448000.0,,8320000,8320000,,-10800000.0,16944000.0,,,,6975000.0,,758000.0,,,462494000.0,11230000.0,17375000.0,-11078000.0,7665000.0,8216000.0,7665000.0,177000.0,18465000.0,1054000.0,-3103000.0,0.48,7886000.0,73000000.0,7630000.0,491388000.0,-4800000.0,968074000.0,8320000,,,,,,,,,,
2001-09-30,,479000.0,,,17210000.0,11149000,,-2918000.0,,19321000,-10301000.0,330102000.0,,,30699000.0,-24595000.0,3945000.0,99000.0,19550000.0,,,2674000.0,1178000.0,0.45,,-42917000.0,788762000.0,,,-606000.0,,38309000,-11839000.0,4793000.0,,7877000,7877000,,-3720000.0,16082000.0,,,,7610000.0,,,,,477888000.0,12984000.0,17516000.0,-11080000.0,3945000.0,8172000.0,3945000.0,177000.0,7665000.0,-1558000.0,-2455000.0,0.46,7232000.0,89000000.0,-606000.0,506881000.0,4243000.0,982375000.0,7877000,,,,,,,,,,
2001-12-31,,-1385000.0,,,,9673000,,-13398000.0,,18947000,33819000.0,329641000.0,,,30848000.0,-2477000.0,4587000.0,-2521000.0,21175000.0,,,7706000.0,1107000.0,,,-45939000.0,813334000.0,,,-479000.0,,38006000,-17116000.0,-7336000.0,,6609000,6609000,,642000.0,10455000.0,,,,7158000.0,,,,,495198000.0,38856000.0,,-11090000.0,4587000.0,9274000.0,4587000.0,178000.0,3945000.0,-4178000.0,-36511000.0,,7518000.0,93000000.0,-80670000.0,521810000.0,-6661000.0,994449000.0,6609000,,,,,,,,,,
2002-03-31,,,,,17322000.0,10929000,,1008000.0,,20042000,24063000.0,330296000.0,,,32512000.0,-27316000.0,4725000.0,1775000.0,21583000.0,,,683000.0,1319000.0,0.46,,-47484000.0,856892000.0,,,-14227000.0,,40683000,-42728000.0,8569000.0,,7834000,8114000,,138000.0,18885000.0,,,,8171000.0,,,1891000.0,,519784000.0,47845000.0,17538000.0,-11095000.0,4725000.0,9113000.0,4725000.0,179000.0,4587000.0,-1271000.0,-8651000.0,0.47,7846000.0,125000000.0,-46227000.0,548171000.0,-23843000.0,1025746000.0,8114000,,,,,,,,,,
2002-06-30,,,,,17544000.0,9982000,,-11236000.0,,19337000,-11655000.0,339406000.0,,,31344000.0,-29051000.0,11080000.0,-1555000.0,21362000.0,,,6651000.0,1151000.0,0.39,,-50737000.0,865009000.0,,,-45435000.0,,39061000,-15751000.0,23327000.0,,7002000,7002000,,6355000.0,12079000.0,,,,7717000.0,,,11951000.0,,544109000.0,65222000.0,17788000.0,-11756000.0,11080000.0,9355000.0,11080000.0,182000.0,4725000.0,-4063000.0,-1645000.0,0.4,7722000.0,48000000.0,30372000.0,570941000.0,-3672000.0,1057158000.0,7002000,,,,,,,,,,
2002-09-30,,,,,17739000.0,8599000,,4528000.0,,18260000,-52987000.0,334737000.0,,,30774000.0,-80061000.0,1948000.0,-1681000.0,22175000.0,,,-1418000.0,1130000.0,0.32,,-55368000.0,872094000.0,,,26246000.0,,39386000,-14931000.0,52028000.0,,5802000,5802000,,-9132000.0,18901000.0,,,,8612000.0,,,904000.0,,608023000.0,75635000.0,17921000.0,-11936000.0,1948000.0,9661000.0,1948000.0,183000.0,11080000.0,3945000.0,-12143000.0,0.33,8266000.0,75000000.0,-1608000.0,633174000.0,3970000.0,1114065000.0,5802000,,,,,,,,,,
2002-12-31,,,-1851000.0,,,10235000,,-30308000.0,,20631000,26744000.0,319532000.0,,,34279000.0,-32445000.0,2664000.0,-570000.0,24044000.0,,,27983000.0,1620000.0,,,-73774000.0,999360000.0,,,-15072000.0,,43166000,-13873000.0,32067000.0,,-7326000,-7326000,,716000.0,1094000.0,,,,8887000.0,,,-945000.0,,667373000.0,67719000.0,,-11984000.0,2664000.0,10396000.0,2664000.0,183000.0,1948000.0,-14584000.0,-48604000.0,,8541000.0,63000000.0,-190501000.0,691954000.0,-12779000.0,1163976000.0,-7326000,,,,,,,,,,
2003-03-31,,,-2290000.0,,17789000.0,9552000,,-5432000.0,,20321000,1377000.0,315241000.0,,,34480000.0,-12013000.0,3339000.0,-971000.0,24928000.0,,,3626000.0,1619000.0,0.35,,-77934000.0,997193000.0,,,-4370000.0,,44697000,-6708000.0,-2936000.0,,6343000,6343000,,675000.0,15624000.0,,,,10217000.0,,,,,672333000.0,72405000.0,17915000.0,-11983000.0,3339000.0,10769000.0,3339000.0,183000.0,2664000.0,-1745000.0,-6682000.0,0.36,8760000.0,76500000.0,-17953000.0,695943000.0,8916000.0,1167041000.0,6343000,,,,,,,,,,
2003-06-30,,,-4231000.0,,17902000.0,6586000,,-1230000.0,,17582000,2263000.0,313547000.0,,,33553000.0,-24334000.0,1703000.0,1987000.0,26967000.0,,,1265000.0,1801000.0,0.25,,-84459000.0,995420000.0,,,-133561000.0,,43156000,-7431000.0,6747000.0,,4539000,4539000,,-1636000.0,15951000.0,,,,9603000.0,,,,,687272000.0,88719000.0,18091000.0,-12622000.0,1703000.0,10996000.0,1703000.0,186000.0,3339000.0,-2602000.0,-19166000.0,0.25,10447000.0,75000000.0,-121931000.0,712869000.0,8520000.0,1181076000.0,4539000,,,,,,,,,,
2003-09-30,,,-2198000.0,,18504000.0,9013000,,-11830000.0,,20049000,3797000.0,330670000.0,,,32919000.0,-35743000.0,17184000.0,-708000.0,23906000.0,,,6775000.0,1898000.0,0.34,,-89349000.0,992586000.0,,,121363000.0,,43010000,-6004000.0,38735000.0,,6088000,6421000,,15481000.0,12489000.0,,,,10091000.0,,,18910000.0,,777419000.0,116724000.0,18683000.0,-12132000.0,17184000.0,10721000.0,17184000.0,191000.0,1703000.0,-5207000.0,-33536000.0,0.35,7352000.0,102500000.0,154457000.0,802308000.0,6485000.0,1228627000.0,6421000,,,,,,,,,,
2003-12-31,,,,,,36961000,,7734000.0,,48595000,39117000.0,326610000.0,,,35700000.0,13202000.0,24058000.0,-1122000.0,-1261000.0,,,-7309000.0,12863000.0,,,-94479000.0,1010484000.0,,,,,59776000,-30167000.0,-25532000.0,,-2583000,6411000,,6874000.0,19204000.0,,,,24076000.0,17236000.0,,1012000.0,,773328000.0,50667000.0,,-12416000.0,24058000.0,11634000.0,24058000.0,192000.0,17184000.0,4004000.0,-18247000.0,,10121000.0,99000000.0,-52854000.0,798161000.0,-10963000.0,1221574000.0,6411000,,,,,,,,,,
