date,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyChangeInWorkingCapital,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyFreeCashFlow,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlySaleOfInvestment,quarterlyOtherIntangibleAssets,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyCommonStockIssuance,quarterlyInventory,quarterlyNetPPE,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyLongTermDebt,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyIncomeTaxPayable,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables
2014-09-30,-31000000.0,11127000000,403000000,-563000000,-152000000,35000000,16000000,0.319556,14239000000.0,864000000,79000000,13857000000.0,5569000000.0,5161000000.0,-25000000,19000000.0,525000000,23000000,5000000,-194000000,17765000000.0,22926000000.0,,,,,28000000,97000000,51070856.0,88000000,35000000.0,976000000.0,35000000.0,211000000.0,1314000000.0,11986000000.0,-342000000,582000000.0,25000000,259000000,16000000,-506000000,-1871000000.0,2716000000.0,312000000,461000000,340000000,-39000000,29000000,423000000.0,7000000,2481000000.0,-18000000,3522000000.0,10263000000,8670000000.0,51070856.0,0.319556,8144000000.0,0.0,311000000,-339000000.0,290000000.0,526000000.0,,,,,,,,,,,,,
2014-12-31,-1148000000.0,9459000000,526000000,-1632000000,-95000000,404000000,25000000,,14602000000.0,975000000,71000000,14219000000.0,4756000000.0,4181000000.0,-26000000,87000000.0,661000000,8000000,253000000,214000000,19802000000.0,23983000000.0,,366000000.0,,,35000000,100000000,,95000000,404000000.0,1287000000.0,404000000.0,193000000.0,891000000.0,12292000000.0,-356000000,1735000000.0,35000000,1281000000,25000000,-508000000,-1927000000.0,1212000000.0,722000000,449000000,466000000,-1148000000,96000000,482000000.0,369000000,2465000000.0,24000000,2615000000.0,8484000000,9846000000.0,,,9298000000.0,0.0,370000000,317000000.0,271000000.0,548000000.0,,,,,,,,,,,,,
2015-03-31,-65000000.0,5942000000,367000000,-666000000,343000000,460000000,31000000,0.372815,13448000000.0,792000000,79000000,14477000000.0,3532000000.0,3455000000.0,-42000000,-8000000.0,508000000,19000000,15000000,288000000,20141000000.0,23596000000.0,,,,,404000000,108000000,79610452.0,104000000,460000000.0,553000000.0,460000000.0,1099000000.0,929000000.0,12504000000.0,-348000000,1784000000.0,33000000,-2000000,31000000,-441000000,-1973000000.0,1568000000.0,729000000,425000000,296000000,-129000000,34000000,488000000.0,56000000,2435000000.0,-96000000,1817000000.0,5150000000,9916000000.0,79610452.0,0.372815,9322000000.0,0.0,262000000,-734000000.0,249000000.0,594000000.0,,,,,,,,,,,,,
2015-06-30,,6663000000,208000000,-677000000,-303000000,30000000,30000000,0.372815,14740000000.0,705000000,80000000,15118000000.0,4475000000.0,3946000000.0,-50000000,32000000.0,371000000,17000000,-2000000,-665000000,20808000000.0,24754000000.0,,,,,460000000,110000000,84116704.0,107000000,30000000.0,915000000.0,30000000.0,0.0,941000000.0,13048000000.0,-369000000,1841000000.0,53000000,318000000,30000000,-590000000,-2070000000.0,1629000000.0,-75000000,497000000,154000000,-54000000,51000000,442000000.0,-430000000,2442000000.0,-33000000,2688000000.0,5958000000,10265000000.0,84116704.0,0.372815,9697000000.0,0.0,103000000,585000000.0,287000000.0,568000000.0,,,,,,,,,,,,,
2015-09-30,,5551000000,332000000,-726000000,208000000,25000000,32000000,0.372815,14562000000.0,740000000,60000000,15492000000.0,3480000000.0,2961000000.0,-51000000,24000000.0,482000000,-9000000,0,-27000000,21127000000.0,24088000000.0,,,,,30000000,109000000,84492225.0,110000000,25000000.0,681000000.0,25000000.0,0.0,837000000.0,13369000000.0,-382000000,1954000000.0,41000000,164000000,32000000,-586000000,-2123000000.0,1538000000.0,559000000,408000000,263000000,-134000000,35000000,434000000.0,-5000000,2417000000.0,-6000000,1844000000.0,4811000000,11082000000.0,84492225.0,0.372815,10529000000.0,0.0,228000000,-400000000.0,255000000.0,553000000.0,,,,,,,,,,,,,
2015-12-31,,4996000000,350000000,-461000000,-362000000,30000000,25000000,,14908000000.0,755000000,62000000,15695000000.0,3409000000.0,2972000000.0,-52000000,50000000.0,505000000,0,84000000,-342000000,21170000000.0,24142000000.0,,283000000.0,,,25000000,106000000,,121000000,30000000.0,999000000.0,30000000.0,0.0,916000000.0,13493000000.0,-381000000,2027000000.0,49000000,347000000,25000000,-462000000,-2202000000.0,1118000000.0,120000000,405000000,278000000,-41000000,62000000,370000000.0,5000000,2405000000.0,42000000,1785000000.0,4241000000,11499000000.0,,,10932000000.0,0.0,216000000,-27000000.0,241000000.0,567000000.0,,,,,,,,,,,,,
2016-03-31,-75000000.0,4111000000,281000000,-287000000,318000000,40000000,36000000,0.372815,13520000000.0,649000000,68000000,15916000000.0,3066000000.0,2784000000.0,-55000000,9000000.0,447000000,4000000,7000000,259000000,21441000000.0,24225000000.0,,,,,30000000,114000000,95006813.0,116000000,40000000.0,715000000.0,40000000.0,1570000000.0,877000000.0,13689000000.0,-376000000,2097000000.0,52000000,-338000000,36000000,-372000000,-2227000000.0,1343000000.0,631000000,368000000,217000000,-160000000,40000000,371000000.0,10000000,2405000000.0,245000000,1549000000.0,3462000000,10454000000.0,95006813.0,0.372815,9744000000.0,0.0,177000000,-1511000000.0,318000000.0,710000000.0,,,,,,,,,,,,,
2016-06-30,-45000000.0,4950000000,145000000,-235000000,-500000000,37000000,42000000,0.399445,14786000000.0,521000000,73000000,15890000000.0,4031000000.0,3605000000.0,-62000000,1000000.0,416000000,22000000,2000000,-579000000,21470000000.0,25075000000.0,,,,,40000000,206000000,234325104.0,118000000,37000000.0,1302000000.0,37000000.0,-1000000.0,1085000000.0,13617000000.0,-372000000,2161000000.0,65000000,484000000,42000000,-327000000,-2273000000.0,1403000000.0,-252000000,376000000,92000000,-45000000,10000000,395000000.0,-3000000,2396000000.0,137000000,2014000000.0,4429000000,10755000000.0,100264107.0,0.426075,10077000000.0,0.0,82000000,667000000.0,469000000.0,678000000.0,,,,,,,,,,,,,
2016-09-30,-51000000.0,5170000000,348000000,-332000000,-82000000,34000000,24000000,0.239667,15037000000.0,708000000,71000000,16144000000.0,4079000000.0,3776000000.0,-62000000,11000000.0,443000000,14000000,7000000,-80000000,21635000000.0,25411000000.0,,,,,37000000,32000000,100639628.0,116000000,34000000.0,1384000000.0,34000000.0,283000000.0,1258000000.0,13829000000.0,-377000000,2216000000.0,63000000,78000000,24000000,-331000000,-2315000000.0,1351000000.0,251000000,360000000,295000000,-248000000,16000000,414000000.0,-3000000,2353000000.0,247000000,1946000000.0,4462000000,10958000000.0,100639628.0,0.239667,10236000000.0,0.0,279000000,52000000.0,538000000.0,722000000.0,,,,,,,,,,,,,
2016-12-31,-130000000.0,5951000000,216000000,-419000000,-223000000,50000000,-8000000,,15396000000.0,575000000,70000000,16261000000.0,4666000000.0,4275000000.0,-55000000,-28000000.0,408000000,20000000,12000000,-223000000,21828000000.0,26103000000.0,,242000000.0,,,34000000,143000000,,131000000,50000000.0,1715000000.0,50000000.0,513000000.0,1343000000.0,13890000000.0,-325000000,2343000000.0,49000000,354000000,-8000000,-304000000,-2371000000.0,1132000000.0,81000000,359000000,134000000,-130000000,12000000,361000000.0,16000000,2344000000.0,15000000,2279000000.0,5376000000,10730000000.0,,,10124000000.0,0.0,122000000,-506000000.0,603000000.0,606000000.0,,,,,,,,,,,,,
2017-03-31,-123000000.0,6667000000,589000000,-1491000000,177000000,41000000,41000000,0.34,14681000000.0,952000000,75000000,16509000000.0,4158000000.0,4214000000.0,-57000000,96000000.0,759000000,12000000,10000000,540000000,23294000000.0,27508000000.0,,,,,50000000,122000000,120000000.0,129000000,41000000.0,1341000000.0,41000000.0,1664000000.0,1219000000.0,14077000000.0,-188000000,2469000000.0,48000000,667000000,41000000,-275000000,-2432000000.0,1931000000.0,815000000,363000000,508000000,-1377000000,106000000,342000000.0,-9000000,2596000000.0,161000000,2218000000.0,5715000000,10523000000.0,120000000.0,0.34,9879000000.0,0.0,402000000,-901000000.0,736000000.0,644000000.0,,,,,,,,,,,,,
2017-06-30,-127000000.0,6078000000,256000000,-163000000,288000000,50000000,24000000,0.16,14505000000.0,629000000,69000000,16890000000.0,3759000000.0,3531000000.0,-84000000,23000000.0,454000000,11000000,39000000,370000000,23704000000.0,27235000000.0,,,,,41000000,129000000,153000000.0,127000000,50000000.0,1114000000.0,50000000.0,0.0,936000000.0,14338000000.0,-316000000,2626000000.0,69000000,-473000000,24000000,-274000000,-2552000000.0,1930000000.0,644000000,373000000,198000000,-154000000,24000000,294000000.0,9000000,2596000000.0,244000000,2088000000.0,5449000000,10746000000.0,153000000.0,0.16,10040000000.0,0.0,174000000,51000000.0,457000000.0,706000000.0,,,,,,,,,,,,,
2017-09-30,-106000000.0,5873000000,43000000,-309000000,305000000,36000000,4000000,0.03,15205000000.0,394000000,68000000,16906000000.0,4018000000.0,4018000000.0,-84000000,-43000000.0,274000000,10000000,5000000,227000000,23692000000.0,27710000000.0,0.0,,,,50000000,152000000,154000000.0,134000000,36000000.0,918000000.0,36000000.0,0.0,884000000.0,14285000000.0,-395000000,2671000000.0,79000000,-162000000,4000000,-229000000,-2621000000.0,1928000000.0,456000000,351000000,-12000000,-107000000,-43000000,385000000.0,-14000000,2598000000.0,27000000,2287000000.0,5479000000,11187000000.0,154000000.0,0.03,10489000000.0,0.0,31000000,335000000.0,811000000.0,698000000.0,,,,,,,,,,,,,
2017-12-31,-60000000.0,7605000000,260000000,393000000,172000000,40000000,-800000000,-5.16,14395000000.0,634000000,67000000,16901000000.0,4533000000.0,4003000000.0,-46000000,833000000.0,549000000,8000000,-9000000,335000000,22750000000.0,26753000000.0,0.0,844000000.0,,,36000000,225000000,155000000.0,120000000,40000000.0,737000000.0,40000000.0,788000000.0,713000000.0,14105000000.0,-218000000,2756000000.0,64000000,-972000000,-800000000,-246000000,-2796000000.0,1093000000.0,581000000,374000000,204000000,-58000000,852000000,337000000.0,4000000,2566000000.0,697000000,3029000000.0,6971000000,9862000000.0,155000000.0,-5.16,9183000000.0,0.0,-648000000,-1525000000.0,221000000.0,679000000.0,,,,,,,,,,,,,
2018-03-31,-40000000.0,8398000000,380000000,-221000000,-4000000,26000000,37000000,0.23,14388000000.0,752000000,80000000,16976000000.0,4602000000.0,3965000000.0,-47000000,62000000.0,581000000,17000000,11000000,254000000,22847000000.0,26812000000.0,,,,,40000000,127000000,157000000.0,106000000,26000000.0,774000000.0,26000000.0,,620000000.0,14129000000.0,-107000000,2882000000.0,74000000,-310000000,37000000,-266000000,-2847000000.0,1920000000.0,520000000,372000000,348000000,-40000000,75000000,256000000.0,-14000000,2543000000.0,85000000,3023000000.0,7646000000,9786000000.0,157000000.0,0.23,9050000000.0,0.0,273000000,-506000000.0,296000000.0,736000000.0,,,,,,,,,,,,,
2018-06-30,-176000000.0,8080000000,86000000,-285000000,333000000,37000000,7000000,0.05,14877000000.0,479000000,81000000,17215000000.0,5124000000.0,3855000000.0,-47000000,-21000000.0,242000000,19000000,2000000,35000000,23237000000.0,27092000000.0,,,,,26000000,49000000,157000000.0,111000000,37000000.0,943000000.0,37000000.0,,636000000.0,14273000000.0,-234000000,3116000000.0,107000000,-197000000,7000000,-458000000,-2942000000.0,1936000000.0,493000000,393000000,82000000,-176000000,-14000000,624000000.0,11000000,2535000000.0,340000000,2824000000.0,7601000000,9753000000.0,157000000.0,0.05,8966000000.0,0.0,96000000,173000000.0,358000000.0,787000000.0,,,,,,,,,,,,,
2018-09-30,-84000000.0,8792000000,492000000,322000000,-365000000,33000000,111000000,0.7,14579000000.0,893000000,75000000,17751000000.0,4658000000.0,4131000000.0,-48000000,9000000.0,940000000,23000000,4000000,-181000000,23159000000.0,27290000000.0,,,,,37000000,131000000,158000000.0,110000000,33000000.0,429000000.0,33000000.0,,824000000.0,14692000000.0,-287000000,2539000000.0,317000000,-605000000,111000000,-460000000,-3059000000.0,2041000000.0,279000000,401000000,699000000,-84000000,23000000,615000000.0,-4000000,2540000000.0,865000000,2954000000.0,7899000000,9921000000.0,158000000.0,0.7,9140000000.0,0.0,676000000,-209000000.0,320000000.0,781000000.0,,,,,,,,,,,,,
2018-12-31,,8786000000,1200000000,-629000000,-97000000,69000000,180000000,,13511000000.0,1617000000,85000000,17905000000.0,3458000000.0,3536000000.0,-47000000,186000000.0,1597000000,20000000,16000000,862000000,23294000000.0,26830000000.0,,772000000.0,2705000000.0,,33000000,214000000,,104000000,69000000.0,66000000.0,69000000.0,0.0,640000000.0,14802000000.0,-235000000,2702000000.0,183000000,-641000000,180000000,-450000000,-3103000000.0,1193000000.0,1312000000,417000000,1279000000,-168000000,218000000,687000000.0,36000000,2521000000.0,-11000000,2454000000.0,7169000000,10053000000.0,,,9143000000.0,0.0,1061000000,-359000000.0,373000000.0,910000000.0,,,,,,,,,,,,,
2019-03-31,,8375000000,717000000,-429000000,182000000,472000000,147000000,0.92,14626000000.0,1120000000,77000000,18594000000.0,4184000000.0,4250000000.0,-48000000,49000000.0,1230000000,17000000,7000000,752000000,24398000000.0,28648000000.0,,,3454000000.0,,69000000,136000000,159000000.0,101000000,439000000.0,149000000.0,439000000.0,,498000000.0,15380000000.0,-149000000,3263000000.0,377000000,-197000000,147000000,-280000000,-3214000000.0,1979000000.0,1032000000,403000000,993000000,-125000000,79000000,581000000.0,403000000,2529000000.0,-24000000,3001000000.0,7255000000,10442000000.0,159000000.0,0.92,9177000000.0,0.0,914000000,0.0,279000000.0,882000000.0,,,,,,,,,,,,,
2019-06-30,,8253000000,445000000,-549000000,-131000000,470000000,66000000,0.4,14691000000.0,861000000,76000000,18966000000.0,4301000000.0,4291000000.0,-57000000,-27000000.0,674000000,7000000,1000000,74000000,24742000000.0,29033000000.0,,,3049000000.0,,472000000,148000000,164000000.0,103000000,428000000.0,470000000.0,428000000.0,,558000000.0,15623000000.0,-150000000,3377000000.0,81000000,111000000,66000000,-362000000,-3343000000.0,1949000000.0,436000000,416000000,423000000,-181000000,-3000000,782000000.0,-2000000,2537000000.0,-6000000,2835000000.0,7392000000,10390000000.0,162000000.0,0.41,9176000000.0,0.0,426000000,,428000000.0,844000000.0,,,,,,,,,,,,,
2019-09-30,,7886000000,483000000,-389000000,-302000000,670000000,70000000,0.41,15267000000.0,874000000,75000000,19172000000.0,4873000000.0,4678000000.0,-60000000,43000000.0,758000000,7000000,25000000,29000000,25012000000.0,29690000000.0,,,3034000000.0,,470000000,157000000,168000000.0,108000000,611000000.0,1084000000.0,611000000.0,,816000000.0,15712000000.0,-335000000,3485000000.0,118000000,285000000,70000000,-277000000,-3460000000.0,1982000000.0,306000000,391000000,493000000,-108000000,62000000,755000000.0,200000000,2532000000.0,-4000000,2912000000.0,7012000000,10394000000.0,168000000.0,0.41,9173000000.0,0.0,431000000,,280000000.0,873000000.0,,,,,,,,,,,,,
