date,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyBasicEPS,quarterlyCashAndCashEquivalents,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyNetPPE,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,quarterlyCashDividendsPaid,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares
2014-12-31,16765000000.0,0,,18893000000,11413000000,,10977000000,163325000000,101998000000,17301000000,147381000000,26204000000,114863000000.0,1094000000.0,765000000.0,-45383000000.0,,3129000000,200948000000,227152000000,10614000000,,20085000000,,46369000000,1365000000,18893000000,546000000.0,26728000000,63670000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,0.0,0,0.0,14353000000,13630000000,,10960000000,167152000000,112200000000,23870000000,112200000000,24454000000,118379000000.0,1142000000.0,1109000000.0,,,5725000000,213584000000,238038000000,10590000000,,18583000000,0.0,46813000000,1443000000,14353000000,418000000.0,27265000000,70683000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,0.0,0,,12318000000,16905000000,,11209000000,170055000000,116623000000,24183000000,164545000000,21601000000,121144000000.0,994000000.0,743000000.0,-47922000000.0,,4283000000,219502000000,241103000000,10564000000,,18764000000,,46749000000,1373000000,12318000000,1649000000.0,27783000000,70932000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,0.0,0,0.0,25182000000,19237000000,,11328000000,145076000000,117897000000,57877000000,117897000000,33155000000,95621000000.0,1043000000.0,998000000.0,,61000000.0,2505000000,222818000000,255973000000,10534000000,,25073000000,0.0,52857000000,1550000000,25182000000,2106000000.0,27819000000,110734000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,0.0,0,,20290000000,20913000000,,12125000000,149461000000,121097000000,41170000000,171758000000,29774000000,99392000000.0,31908000000.0,721000000.0,-50661000000.0,57000000.0,2902000000,227566000000,257340000000,10507000000,,38238000000,,66614000000,1484000000,20290000000,1350000000.0,28296000000,107784000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,0.0,0,0.0,26008000000,13791000000,,12104000000,152581000000,117494000000,42175000000,117494000000,36603000000,102005000000.0,950000000.0,1042000000.0,,62000000.0,3044000000,225888000000,262491000000,10485000000,,39417000000,0.0,67621000000,1556000000,26008000000,3169000000.0,28835000000,109796000000,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,0,,18354000000,18662000000,,12760000000,166304000000,117699000000,29722000000,171799000000,30869000000,,,3946000000.0,-54100000000.0,63000000.0,3187000000,232899000000,263768000000,10470000000,,41368000000,,67620000000,1540000000,18354000000,329000000.0,29823000000,97342000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,0,0.0,13837000000,13719000000,,12797000000,168242000000,117626000000,33490000000,117626000000,25889000000,,,,,58000000.0,2709000000,236925000000,262814000000,10439000000,,34538000000,0.0,60906000000,1624000000,13837000000,3961000000.0,30122000000,94396000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,0,,18022000000,12603000000,,12979000000,180447000000,117616000000,29379000000,175027000000,32728000000,,,2116000000.0,-57411000000.0,58000000.0,3217000000,241959000000,274687000000,10409000000,,35477000000,,64689000000,1673000000,18022000000,4424000000.0,30499000000,94068000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,0,,21617000000,14141000000,,13015000000,180294000000,117273000000,38789000000,117273000000,37104000000,,,1807000000.0,,56000000.0,3461000000,245612000000,282716000000,10378000000,,34298000000,,63403000000,1841000000,21617000000,2996000000.0,30848000000,102192000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
