date,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyBasicEPS,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetPPE,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyGrossProfit,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyChangesInAccountReceivables,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable
2005-12-31,22084000.0,60718000,63272000,21902000.0,672000.0,-510985000.0,,-2599000.0,,35643000.0,-140186000.0,66919000.0,66919000.0,35304000.0,,-1549000.0,15903000,,0.0,-1625000.0,6554000.0,60330000.0,-7997000.0,-5679000.0,32308000.0,-753000.0,457399000,56646000,271641000.0,24165000,67784000,131455000.0,,45324000.0,24380000.0,,,45017000.0,-777906000.0,11138000.0,60718000,754674000.0,,217385000.0,221346000.0,461074000.0,39107000,239728000.0,24311000.0,,52316000.0,,117364000,39107000,,47532000.0,972059000.0,39107000,18835000.0,66919000.0,22084000.0,24231000.0,,702358000.0,,340035000,76427000.0,74437000.0,-13387000.0,,,,,,,,
2006-03-31,22063000.0,40404000,42181000,66919000.0,619000.0,-631860000.0,,347000.0,67672576.0,26390000.0,-145029000.0,16372000.0,16372000.0,310000.0,0.39,-250000.0,12065000,,-145000000.0,757000.0,6601000.0,50974000.0,-4161000.0,-75400000.0,28669000.0,-7456000.0,347654000,53891000,273620000.0,16029000,62355000,128591000.0,,9468000.0,4924000.0,,,-50547000.0,-759173000.0,8464000.0,40404000,854662000.0,,164093000.0,154070000.0,386895000.0,26152000,232825000.0,24508000.0,66219407.0,53774000.0,,94295000,26152000,,44260000.0,1018755000.0,26152000,-3814000.0,16372000.0,0.0,19726000.0,,800888000.0,0.39,253359000,103341000.0,70705000.0,,,,,,,,,
2006-06-30,18663000.0,42366000,33623000,16372000.0,621000.0,-609112000.0,,815000.0,62835897.0,23946000.0,-147976000.0,23712000.0,23712000.0,316000.0,0.4,3666000.0,12899000,,0.0,-3025000.0,7294000.0,52278000.0,-5286000.0,-13530000.0,25255000.0,-5660000.0,327741000,46399000,274358000.0,9117000,54489000,126382000.0,,33350000.0,277000.0,,,7340000.0,-742123000.0,8090000.0,42366000,844251000.0,21908000.0,159889000.0,164042000.0,395028000.0,24506000,230986000.0,19969000.0,61265000.0,55805000.0,,88765000,24506000,,23075000.0,1004140000.0,24506000,-4471000.0,23712000.0,0.0,20207000.0,,788446000.0,0.39,238976000,73945000.0,69243000.0,,,,,,,,,
2006-09-30,17771000.0,35066000,37494000,23712000.0,623000.0,-592435000.0,,-1089000.0,62882051.0,23060000.0,-148292000.0,11043000.0,11043000.0,279000.0,0.39,446000.0,13600000,,0.0,-302000.0,3438000.0,55301000.0,-5347000.0,-55370000.0,36192000.0,6082000.0,326669000,50713000,269154000.0,12970000,59117000,120862000.0,,32566000.0,1706000.0,,1322000.0,-12669000.0,-725064000.0,8404000.0,35066000,794255000.0,21343000.0,157829000.0,137838000.0,359649000.0,24524000,221811000.0,30845000.0,62882051.0,53599000.0,,85779000,24524000,,20601000.0,952084000.0,24524000,6538000.0,11043000.0,0.0,19108000.0,,740656000.0,0.39,240890000,69683000.0,66553000.0,-7456000.0,,,,,,,,
2006-12-31,16142000.0,52498000,47126000,11043000.0,625000.0,-564893000.0,,-170000.0,,18880000.0,-152464000.0,38222000.0,38222000.0,1477000.0,,963000.0,16447000,,0.0,1955000.0,2066000.0,55036000.0,-5410000.0,-11457000.0,42887000.0,-3033000.0,435254000,63194000,269608000.0,16081000,73882000,117144000.0,,27859000.0,2636000.0,,1078000.0,27179000.0,-701520000.0,10688000.0,52498000,789895000.0,21319000.0,155201000.0,166305000.0,380203000.0,31045000,213898000.0,37477000.0,,49775000.0,,115692000,31045000,,19311000.0,945096000.0,31045000,-4185000.0,38222000.0,0.0,22803000.0,,740120000.0,,319562000,70829000.0,65697000.0,-14966000.0,,,,,,,,
2007-03-31,15067000.0,40338000,13545000,38222000.0,626000.0,-561184000.0,,543000.0,64076179.0,17162000.0,-157636000.0,67106000.0,67106000.0,619000.0,0.13,-21088000.0,24443000,,-67000.0,-198000.0,-7841000.0,55160000.0,-3566000.0,25012000.0,6908000.0,-21156000.0,339321000,50732000,271681000.0,5147000,68196000,114045000.0,,26300000.0,2823000.0,,1511000.0,28884000.0,-693208000.0,17464000.0,40338000,837505000.0,21087000.0,144360000.0,183634000.0,420681000.0,8398000,237047000.0,3342000.0,62569414.0,52444000.0,,91070000,8398000,,37958000.0,981865000.0,8398000,-3023000.0,67106000.0,-13294000.0,21289000.0,,785061000.0,0.13,248251000,62281000.0,62970000.0,,,,,,,,,
2007-06-30,14079000.0,48568000,2243000,67106000.0,628000.0,-1434074000.0,,230000.0,57925000.0,17099000.0,-161972000.0,93300000.0,93300000.0,299000.0,0.04,-16097000.0,44776000,,0.0,-1224000.0,-6618000.0,54570000.0,-5162000.0,13761000.0,17311000.0,-17394000.0,340289000,43299000,273771000.0,-74000,73517000,111799000.0,,26405000.0,2228000.0,,3076000.0,26194000.0,-1446918000.0,30218000.0,48568000,1761033000.0,20935000.0,147103000.0,233620000.0,474062000.0,2317000,240442000.0,12149000.0,57925000.0,51050000.0,,91867000,2317000,,44932000.0,1908136000.0,2317000,-4932000.0,93300000.0,0.0,21595000.0,,1709983000.0,0.04,248422000,65829000.0,69329000.0,,,,,,,,,
2007-09-30,12255000.0,40167000,18247000,93300000.0,621000.0,-1434259000.0,,-831000.0,64652941.0,24490000.0,-166166000.0,114917000.0,114917000.0,304000.0,0.18,216000.0,26513000,,-18011000.0,-3108000.0,-6347000.0,48683000.0,-3948000.0,-18885000.0,42000000.0,22481000.0,337318000,43761000,275000000.0,7256000,52592000,108834000.0,,33936000.0,4020000.0,,1482000.0,21617000.0,-1435927000.0,8831000.0,40167000,1753492000.0,20772000.0,177934000.0,260148000.0,497167000.0,10991000,237019000.0,38052000.0,61061111.0,48618000.0,,83928000,10991000,,43999000.0,1931426000.0,10991000,-1462000.0,114917000.0,0.0,23513000.0,,1704874000.0,0.17,253390000,95011000.0,68035000.0,-1000.0,,,,,,,,
2007-12-31,43269000.0,55871000,21525000,114917000.0,597000.0,-1450139000.0,,-80350000.0,,20683000.0,-164946000.0,11344000.0,11344000.0,15312000.0,,-1255000.0,34641000,,-36470000.0,-1034000.0,-5798000.0,60411000.0,-29739000.0,-21502000.0,17969000.0,-11846000.0,445942000,56118000,287836000.0,5348000,69393000,122890000.0,,29817000.0,1322000.0,,4694000.0,-103573000.0,-1444938000.0,13275000.0,55871000,1747795000.0,20772000.0,175508000.0,226882000.0,473164000.0,16177000,246282000.0,-11770000.0,,43024000.0,,111989000,16177000,,13541000.0,1923303000.0,16177000,-100052000.0,11344000.0,0.0,24931000.0,,1704771000.0,,333953000,69968000.0,68446000.0,0.0,,,,,,,,
2008-03-31,7967000.0,38685000,23532000,11344000.0,585000.0,-1450551000.0,,-1283000.0,60085730.0,20574000.0,-163212000.0,3325000.0,3325000.0,319000.0,0.24,97000.0,26708000,,-18427000.0,1777000.0,-5683000.0,57338000.0,-3479000.0,-31787000.0,20272000.0,-3045000.0,339012000,49350000,281225000.0,9413000,58676000,118013000.0,,30701000.0,1618000.0,,2065000.0,-8019000.0,-1445453000.0,9326000.0,38685000,1743462000.0,19771000.0,159961000.0,217969000.0,452872000.0,14119000,234903000.0,16793000.0,59403681.0,38770000.0,,88035000,14119000,,44498000.0,1903423000.0,14119000,3458000.0,3325000.0,0.0,22128000.0,,1704692000.0,0.23,250977000,71603000.0,69333000.0,,,,,,,,,
2008-06-30,4990000.0,34207000,28624000,3325000.0,578000.0,-1438255000.0,,10069000.0,58531250.0,27023000.0,-162221000.0,37042000.0,37042000.0,324000.0,0.32,-49000.0,25577000,,-9844000.0,2680000.0,-5371000.0,58878000.0,-3516000.0,-8643000.0,23343000.0,-3294000.0,334347000,53552000,275686000.0,9894000,61667000,113465000.0,,37037000.0,1302000.0,,1742000.0,33717000.0,-1433462000.0,8115000.0,34207000,1738559000.0,18405000.0,165451000.0,243612000.0,465755000.0,18730000,222143000.0,19827000.0,58531250.0,33921000.0,,87759000,18730000,,42777000.0,1904010000.0,18730000,18888000.0,37042000.0,0.0,22243000.0,,1704638000.0,0.32,246588000,69212000.0,72111000.0,,,,,,,,,
2008-09-30,3003000.0,38483000,14559000,37042000.0,569000.0,-1437386000.0,,1488000.0,58042743.0,19781000.0,-165628000.0,20126000.0,20126000.0,331000.0,0.18,26000.0,26125000,,-12859000.0,143000.0,-5260000.0,53588000.0,-6147000.0,-11634000.0,-4702000.0,-26926000.0,323588000,40237000,277868000.0,4463000,48847000,112240000.0,,30342000.0,1277000.0,,2155000.0,-16916000.0,-1432695000.0,8610000.0,38483000,1737497000.0,18206000.0,140735000.0,225123000.0,440846000.0,10096000,215723000.0,-10849000.0,57079022.0,32940000.0,,78720000,10096000,,40606000.0,1878232000.0,10096000,-511000.0,20126000.0,0.0,25235000.0,,1704557000.0,0.17,244868000,56474000.0,69437000.0,,,,,,,,,
2008-12-31,3672000.0,56854000,16156000,20126000.0,0.0,-1424623000.0,,21229000.0,,20377000.0,-166346000.0,45372000.0,45372000.0,340000.0,,-806000.0,36495000,,-1846000.0,-2554000.0,-5341000.0,56906000.0,-6269000.0,-1467000.0,36344000.0,10004000.0,428166000,51891000,274776000.0,5130000,56963000,108430000.0,,30433000.0,255000.0,,1752000.0,25246000.0,-1421705000.0,2326000.0,56854000,1738863000.0,17675000.0,149554000.0,254251000.0,463794000.0,11026000,209543000.0,30075000.0,,20369000.0,,108745000,11026000,1258000.0,9260000.0,1888417000.0,11026000,-9743000.0,45372000.0,0.0,24342000.0,,1704444000.0,,319421000,61875000.0,69390000.0,,,,,,,,,
2009-03-31,3481000.0,43899000,39591000,45372000.0,573000.0,-1396704000.0,-25164000.0,13083000.0,57351475.0,32468000.0,-170913000.0,67851000.0,67851000.0,25347000.0,0.42,169000.0,26968000,,,7568000.0,-5084000.0,46580000.0,-3278000.0,476000.0,12271000.0,-9580000.0,321828000,44918000,276514000.0,15821000,72346000,105601000.0,2645000.0,42512000.0,1047000.0,,390000.0,22479000.0,-1397935000.0,5787000.0,43899000,1692539000.0,17675000.0,177594000.0,277153000.0,473429000.0,23770000,196276000.0,8993000.0,57027733.0,20290000.0,,88817000,23770000,,12187000.0,1870133000.0,23770000,9805000.0,67851000.0,21174000.0,28937000.0,,1657450000.0,0.41,233011000,63155000.0,66461000.0,,,,,,,,,
2009-06-30,3310000.0,-45655000,27323000,67851000.0,576000.0,-1372676000.0,-12117000.0,-14123000.0,57737247.0,20424000.0,-172210000.0,88284000.0,61695000.0,46941000.0,0.253236,-187000.0,25919000,,,3054000.0,-4548000.0,39979000.0,-6129000.0,-10362000.0,16867000.0,-3489000.0,316632000,131614000,277035000.0,12796000,53242000,104825000.0,7193000.0,0.0,975000.0,26589000.0,1194000.0,-6156000.0,-1383408000.0,5490000.0,45655000,1675757000.0,17592000.0,158892000.0,271910000.0,461973000.0,14527000,190063000.0,10738000.0,57027733.0,0.0,,85959000,14527000,,85238000.0,1834649000.0,14527000,-12313000.0,61695000.0,12938000.0,25185000.0,,1637392000.0,0.25,230673000,71972000.0,64856000.0,,,,,,,,,
2009-09-30,3071000.0,42701000,30212000,61695000.0,584000.0,-1350120000.0,-57591000.0,-4826000.0,57981137.0,0.0,-173955000.0,70330000.0,48729000.0,52887000.0,0.31,-86000.0,24631000,,,5594000.0,-4328000.0,45751000.0,-4132000.0,-21780000.0,25674000.0,4979000.0,302715000,40450000,276569000.0,12383000,60349000,102614000.0,,0.0,1169000.0,21601000.0,14069000.0,-12966000.0,-1365579000.0,5506000.0,42701000,1636869000.0,17568000.0,156995000.0,263676000.0,443744000.0,17829000,180068000.0,21542000.0,57499085.0,0.0,,83151000,17829000,,11360000.0,1793864000.0,17829000,-16897000.0,48729000.0,14290000.0,26319000.0,,1619695000.0,0.31,219564000,58357000.0,64870000.0,,,,,,,,,
2009-12-31,3233000.0,65212000,38397000,48729000.0,586000.0,-1320994000.0,-41807000.0,-4155000.0,,0.0,-176940000.0,67508000.0,42392000.0,87518000.0,,-142000.0,33315000,,0.0,3260000.0,-4106000.0,64120000.0,-9331000.0,-39130000.0,46462000.0,12095000.0,462882000,63837000,279716000.0,14779000,78993000,102776000.0,,0.0,1185000.0,25116000.0,3143000.0,-6337000.0,-1341961000.0,7281000.0,65212000,1555332000.0,17606000.0,219423000.0,278668000.0,453761000.0,23618000,175093000.0,37131000.0,,0.0,,129049000,23618000,1406000.0,9024000.0,1774755000.0,23618000,-13486000.0,42392000.0,7873000.0,25890000.0,,1537590000.0,,333833000,67785000.0,76273000.0,,,,,,,,,
2010-03-31,4384000.0,50453000,39562000,42392000.0,589000.0,-1289952000.0,-54024000.0,396000.0,59731959.0,22180000.0,-176246000.0,50295000.0,27990000.0,22817000.0,0.41696,2744000.0,24123000,5133000.0,,675000.0,-3497000.0,55067000.0,-5146000.0,-48419000.0,32590000.0,2471000.0,381131000,57541000,276167000.0,15043000,69188000,99921000.0,3344000.0,0.0,1336000.0,22305000.0,-556000.0,-14402000.0,-1317442000.0,5503000.0,50453000,1550251000.0,17410000.0,167321000.0,260104000.0,427620000.0,24519000,167516000.0,27444000.0,58804238.0,0.0,,107994000,24519000,,67595000.0,1717572000.0,24519000,1460000.0,27990000.0,6144000.0,26575000.0,,1515017000.0,0.41,273137000,89437000.0,75046000.0,,,,,,,,,
2010-06-30,5633000.0,45787000,34320000,27990000.0,590000.0,-1263086000.0,-18944000.0,13242000.0,60760689.0,0.0,-179094000.0,49984000.0,28980000.0,43760000.0,0.39,191000.0,21770000,,,3490000.0,-3236000.0,56025000.0,-5912000.0,-17205000.0,17050000.0,-16955000.0,362405000,54549000,277533000.0,11695000,61581000,98439000.0,2557000.0,0.0,958000.0,21004000.0,1375000.0,990000.0,-1294817000.0,5491000.0,45787000,1515189000.0,17391000.0,166474000.0,254451000.0,418577000.0,22625000,164126000.0,11138000.0,58221492.0,0.0,,100336000,22625000,,13153000.0,1681663000.0,22625000,1120000.0,28980000.0,1493000.0,27675000.0,,1499172000.0,0.37,262069000,66689000.0,76565000.0,,,,,,,,,
2010-09-30,7010000.0,45929000,27208000,28980000.0,592000.0,-1241867000.0,-19209000.0,692000.0,60688791.0,0.0,-182996000.0,64387000.0,39195000.0,758000.0,0.28,-558000.0,22021000,,,54000.0,-3077000.0,52701000.0,-5224000.0,-17888000.0,32626000.0,6494000.0,347388000,48224000,280005000.0,10608000,54660000,97009000.0,,25192000.0,1104000.0,25192000.0,1162000.0,10215000.0,-1278217000.0,5431000.0,45929000,1508258000.0,17391000.0,159289000.0,263414000.0,425680000.0,16600000,162266000.0,27402000.0,58466720.0,0.0,,94153000,16600000,,12729000.0,1667547000.0,16600000,-4532000.0,39195000.0,938000.0,25444000.0,,1474936000.0,0.27,253235000,80638000.0,75836000.0,,,,,,,,,
2010-12-31,7788000.0,68720000,37856000,39195000.0,601000.0,-1210651000.0,-24583000.0,-10026000.0,,0.0,-188431000.0,84079000.0,47945000.0,835000.0,,1439000.0,28865000,,,1808000.0,-2740000.0,56602000.0,-9139000.0,-20755000.0,46059000.0,4454000.0,479971000,67388000,285815000.0,13683000,74348000,97384000.0,,49901000.0,1150000.0,36134000.0,-9726000.0,8750000.0,-1254044000.0,7627000.0,68720000,1485362000.0,17356000.0,186126000.0,305038000.0,460837000.0,24173000,155799000.0,36920000.0,,17438000.0,,136108000,24173000,1193000.0,8490000.0,1671488000.0,24173000,-16428000.0,47945000.0,-765000.0,26998000.0,,1451321000.0,,343863000,78788000.0,80410000.0,,,,,,,,,
2011-03-31,7767000.0,46494000,43735000,47945000.0,617000.0,-1167746000.0,-226000.0,915000.0,62340128.0,0.0,-188050000.0,119851000.0,92584000.0,28096000.0,0.46,5453000.0,21457000,,-5839000.0,9033000.0,-2654000.0,63305000.0,-3870000.0,16650000.0,27809000.0,-17305000.0,389186000,65112000,282015000.0,16624000,70798000,93965000.0,,0.0,435000.0,27267000.0,3564000.0,44639000.0,-1226933000.0,5606000.0,46494000,1484026000.0,16935000.0,171149000.0,339039000.0,487429000.0,27111000,148390000.0,23939000.0,59410513.0,0.0,,111606000,27111000,,12804000.0,1655175000.0,27111000,294000.0,92584000.0,0.0,29643000.0,,1451103000.0,0.43,277580000,79748000.0,83848000.0,,,,,,,,,
2011-06-30,8328000.0,48648000,41076000,92584000.0,607000.0,-1171365000.0,-191000.0,4599000.0,63226096.0,0.0,-190217000.0,110494000.0,78639000.0,32679000.0,0.42,4780000.0,21044000,,-41474000.0,-295000.0,-2623000.0,58688000.0,-4514000.0,-31003000.0,16603000.0,-17826000.0,384933000,62046000,282539000.0,15828000,67582000,92322000.0,,0.0,139000.0,31855000.0,3755000.0,-13945000.0,-1201685000.0,5462000.0,48648000,1486002000.0,16935000.0,172352000.0,340231000.0,486989000.0,25248000,146758000.0,12089000.0,60428350.0,0.0,,110694000,25248000,,13100000.0,1658354000.0,25248000,486000.0,78639000.0,0.0,28647000.0,,1450919000.0,0.4,274239000,80985000.0,84326000.0,,,,,,,,,
