date,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyGoodwill,quarterlyInventory,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,quarterlyCapitalStock,quarterlyAccountsPayable,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyAccumulatedDepreciation,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,quarterlyDilutedEPS,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2014-12-31,12989649000,44076673000,267694000,515845000.0,0.0,,162998000,,7145117000,10926399000,8794112000,8794112000,3425950000,265801000,28042155000,0.0,6072895000.0,0,20880430000,16905916000,162998000,4452987000,7357378000.0,27879157000,31087024000,5563639000.0,-2904391000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,13258414000,42912290000,417241000,0.0,0.0,976309000.0,159401000,,7145117000,9785346000,11692287000,10715978000,1523494000,254082000,26073249000,0.0,4296495000.0,0,20375192000,17872354000,159401000,4752954000,4752954000.0,25913848000,29653876000,6252878000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,14439543000,41587785000,189439000,448289000.0,0.0,1029142000.0,159623000,,7145117000,10176004000,8466859000,7437717000,971512000,242363000,24899423000,0.0,3880903000.0,0,19290931000,17825949000,159623000,5542912000,8851459000.0,24739800000,27148242000,6370269000.0,-3308547000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,23809726000,57440273000,247907000,0.0,0.0,1029201000.0,6481262000,5912290000.0,14132986000,11340671000,12355302000,11326101000,502187000,501209000,35972247000,0.0,4870143000.0,0,24103379000,22766630000,451241000,7943603000,7943603000.0,29490985000,33630547000,6494128000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,25109585000,61802129000,162908000,610920000.0,0.0,1333529000.0,10762633000,10319535000.0,14324966000,11605958000,14570281000,13236752000,520164000,432403000,40826902000,0.0,5382804000.0,0,23898406000,22486159000,443098000,7898740000,12539747000.0,30064269000,36692544000,6368588000.0,-4641007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,25998737000,65985431000,310375000,0.0,0.0,566171000.0,13136031000,12646393000.0,14324966000,12253499000,15042442000,14476271000,3354457000,409408000,47150189000,0.0,7448745000.0,0,24237168000,20792519000,451032000,8975803000,8975803000.0,34014158000,39986694000,6358302000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,26651215000,63224019000,186370000,520484000.0,,3748709000.0,10354127000,8262734000.0,14110000000,11255447000,12992553000,9243844000,6974649000,388522000,45697793000,,,0,22838893000,19913125000,460765000,7697169000,13083174000.0,35343666000,36572804000,5912632000.0,-5386005000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,26864234000,63875492000,205403000,,,3436858000.0,6617048000,4505223000.0,14110000000,10119629000,12948435000,9511577000,12990608000,365577000,47493353000,,,0,22997892000,19032752000,439819000,8631933000,8631933000.0,40876305000,37011258000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,23533264000,60741791000,145404000,81467000.0,,1462624000.0,9053581000,6931552000.0,11924919000,8221237000,11605963000,10143339000,14124049000,342632000,49658027000,,69059000.0,0,21350182000,14077647000,450023000,7924180000,13806667000.0,40604446000,37208527000,1145285000.0,-5882487000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,37301588000,78362653000,1692357000,,,1194480000.0,17656248000,7073619000.0,11987128000,9310329000,11300187000,10105707000,18657502000,368866000,67832150000,222253000.0,,0,24044267000,13764115000,485140000,20735149000,20735149000.0,50175902000,41061065000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
