date,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyStockholdersEquity,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,quarterlySaleOfInvestment,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAssets,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,quarterlyFreeCashFlow,quarterlyLongTermDebt,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyGrossProfit,quarterlyCashDividendsPaid,quarterlyOtherNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyInventory,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments
2013-09-30,1256000.0,-273000.0,1358569097.0,-9693981.0,,,0.16,12124194.0,12124194.0,26072000.0,160880.0,0.0,73852000.0,4939000.0,60455721,-150666149.0,-30251000.0,1815000.0,53617864,266228000.0,110869927.0,25665954.0,,-296500000.0,1606430914.0,73852217.0,45319000.0,-4038000.0,44828816,0.0,154757902.0,-13948000.0,140466000.0,12766000.0,-246865083.0,,23228722.0,1455764765.0,2452279969.0,98745733.0,458253.0,0.16,45319000.0,1086972647.0,2563149896.0,9073000.0,25665954,25648052,6379604,20527213.0,1130728582.0,12124000.0,-19162862.0,-325495000.0,-145000.0,15830000,23228722.0,1204580799.0,13039000.0,403512336.0,25648052,155968954.0,-2095000.0,15168652,59997468.0,-30082000.0,224352868.0,,,,,,,,,,
2013-12-31,254000.0,-3995000.0,1344208341.0,-8940646.0,74949000.0,,0.11,45979648.0,45979648.0,12124000.0,161310.0,0.0,94311000.0,79936000.0,67679485,-159776091.0,21970000.0,2813000.0,57843640,293311000.0,150307954.0,13774356.0,,-283422000.0,1865454628.0,94311177.0,39237000.0,-7964000.0,46692302,0.0,161142567.0,33235000.0,12000.0,18820000.0,-264804113.0,464219.0,23786819.0,1705678537.0,2754262415.0,104328306.0,934118.0,0.11,39237000.0,1421680749.0,2904570369.0,11818000.0,13310137,17838740,8901727,20583283.0,1466050851.0,45979000.0,-32917946.0,-299313000.0,-2301000.0,20850000,23786819.0,1560362028.0,17783000.0,431024228.0,17838740,161839544.0,-5836000.0,20053065,66745367.0,-32381000.0,228909650.0,,,,,,,,,,
2014-03-31,-916000.0,-4674000.0,1430980769.0,-8247617.0,,,0.04,50309266.0,50309266.0,45979000.0,170213.0,0.0,74184000.0,-68000.0,73088654,-173474957.0,-27925000.0,2287000.0,63391559,129876000.0,161505730.0,7250943.0,,-115000000.0,2008422070.0,74183992.0,18282000.0,-2273000.0,49701957,0.0,163973178.0,4317000.0,112583000.0,-24315000.0,-293595304.0,-57324.0,25418580.0,1834947113.0,2865086750.0,111196464.0,738305.0,0.04,18282000.0,1472045474.0,3026592480.0,13972000.0,7308267,7241294,8958790,23963665.0,1521427719.0,50309000.0,-42451014.0,-143841000.0,-2385000.0,21612000,25418580.0,1595611711.0,-19641000.0,432657330.0,7241294,164548581.0,3139000.0,22648392,72350349.0,-35778000.0,208832307.0,,,,,,,,,,
2014-06-30,2144000.0,-4390000.0,1412954004.0,-7689227.0,,,-0.001182,197022616.0,197022616.0,50309000.0,171551.0,0.0,84231000.0,-205064000.0,76560467,-178261853.0,,2146000.0,68392488,139929000.0,294568636.0,-162584.0,,0.0,2026258946.0,84230814.0,31973000.0,-13221000.0,55950711,0.0,171718449.0,146812000.0,15749000.0,735000.0,-330074847.0,40434.0,27424937.0,1847997093.0,2895475552.0,97546020.0,37906.0,-0.001182,31973000.0,1640353618.0,3190044188.0,12743000.0,-203018,-203018,8205885,25080815.0,1692859370.0,197023000.0,-56113295.0,-25090000.0,-3216000.0,24362000,27424937.0,1777090184.0,5125000.0,434310776.0,-203018,172368987.0,-9725000.0,20647662,76598373.0,-36031000.0,228067539.0,,,,,,,,,,
2014-09-30,-1949000.0,-3893000.0,1407105579.0,-7872309.0,,,0.16,132811984.0,132811984.0,197023000.0,171626.0,0.0,85426000.0,104935000.0,80777118,-191282358.0,,2138000.0,71405068,-30636000.0,239454512.0,28912033.0,,-67982000.0,2061182727.0,85426139.0,45489000.0,3847000.0,58051201,0.0,171893007.0,-62272000.0,-62000.0,-2848000.0,-337816524.0,248851.0,30830430.0,1869900369.0,2929685786.0,106642528.0,700335.0,0.16,45489000.0,1618981006.0,3169140298.0,13688000.0,28663182,28536732,8671715,26797144.0,1676608580.0,132812000.0,-29139168.0,-77125000.0,-3501000.0,25481000,30830430.0,1762034719.0,1045000.0,436385781.0,28536732,172639224.0,5708000.0,22025582,80076783.0,-36217000.0,238305817.0,,,,,,,,,,
2014-12-31,-796000.0,9101000.0,1382047231.0,-21914067.0,87699000.0,,0.08,144541257.0,144541257.0,132812000.0,172743.0,0.0,112623000.0,-69000.0,82105402,-202627286.0,-5331000.0,2594000.0,70217596,563394000.0,244805510.0,15138225.0,,-584714000.0,2172774427.0,112623187.0,54699000.0,-5754000.0,55765033,0.0,172411250.0,14126000.0,9903000.0,29060000.0,-361330051.0,108407.0,27206612.0,1970147141.0,3502530312.0,100264253.0,449926.0,0.08,54699000.0,2201654334.0,3747335822.0,14759000.0,15029818,14947719,11437880,23804458.0,2252665404.0,144541000.0,-40626808.0,-603967000.0,-3680000.0,26701000,27206612.0,2365288591.0,19680000.0,439516173.0,14947719,172603919.0,-5726000.0,25890443,81655476.0,-36339000.0,695273179.0,,,,,,,,,,
2015-03-31,-78835000.0,667000.0,1795701000.0,-80922000.0,,,0.17,33548000.0,33548000.0,144541000.0,207000.0,0.0,111187000.0,-285071000.0,95961000,-216629000.0,-46511000.0,2825000.0,78091000,140989000.0,739559000.0,36351000.0,,-165700000.0,2287024000.0,111187000.0,42026000.0,-6245000.0,69949000,8480000.0,202958000.0,-108031000.0,479966000.0,-5604000.0,-371459000.0,375000.0,25362000.0,2070395000.0,3083490000.0,104054000.0,351000.0,0.18,42026000.0,1882319000.0,3823049000.0,15074000.0,35976000,35897000,10905000,8480000.0,1916161000.0,33548000.0,-6932000.0,-291046000.0,-80301000.0,26666000,25362000.0,2027348000.0,-6271000.0,453423000.0,35897000,203615000.0,-15445000.0,25661000,95610000.0,-38461000.0,122081000.0,,,,,,,,,,
2015-06-30,86019000.0,-16352000.0,1795877000.0,-59885000.0,,,0.107396,45904000.0,45904000.0,33548000.0,208000.0,0.0,130505000.0,284931000.0,99801000,-231909000.0,-39542000.0,2820000.0,65432000,319757000.0,720488000.0,23052000.0,,-396933000.0,2720011000.0,130505000.0,45418000.0,-6627000.0,73673000,0.0,208071000.0,14719000.0,-64000.0,11246000.0,-395078000.0,563000.0,27541000.0,2488102000.0,3505637000.0,125719000.0,530000.0,0.11,45418000.0,2262861000.0,4226125000.0,15490000.0,22489000,22407000,10642000,9341000.0,2299743000.0,45904000.0,-23731000.0,-350456000.0,-267467000.0,26890000,27541000.0,2430248000.0,27598000.0,455020000.0,22407000,208640000.0,330000.0,25598000,99271000.0,-46026000.0,124928000.0,,,,,,,,,,
2015-09-30,336854000.0,10214000.0,2107603000.0,-59731000.0,,,0.1,332235000.0,332235000.0,45904000.0,236000.0,0.0,123888000.0,-70000.0,114570000,-239950000.0,-39450000.0,2738000.0,75431000,1382409000.0,1163440000.0,23203000.0,,-1457565000.0,3206056000.0,123888000.0,44740000.0,-1882000.0,82049000,0.0,223948000.0,286163000.0,337631000.0,631000.0,-423874000.0,80000.0,21594000.0,2966106000.0,4469883000.0,121129000.0,1727000.0,0.1,44740000.0,3364119000.0,5633323000.0,20585000.0,23123000,23057000,10778000,11119000.0,3396832000.0,332235000.0,-23123000.0,-1140986000.0,-6234000.0,31643000,21594000.0,3520720000.0,-9583000.0,618493000.0,23057000,223948000.0,-5504000.0,30794000,112843000.0,-46354000.0,122700000.0,,,,,,,,,,
2015-12-31,73746000.0,-128000.0,2102268000.0,-72884000.0,231697000.0,,0.24,195541000.0,195541000.0,332235000.0,237000.0,0.0,137356000.0,-73000.0,131545000,-257928000.0,-20869000.0,2739000.0,115424000,-42465000.0,1016485000.0,58823000.0,,-198671000.0,3297705000.0,137356000.0,74812000.0,-15347000.0,98908000,0.0,237011000.0,-130786000.0,-144000.0,8404000.0,-418650000.0,485000.0,29358000.0,3039777000.0,4592866000.0,129094000.0,1184000.0,0.24,74812000.0,3322541000.0,5609351000.0,20678000.0,58338000,58237000,11314000,12831000.0,3364730000.0,195541000.0,-4113000.0,-163133000.0,1000.0,35923000,29358000.0,3502086000.0,14796000.0,129337000.0,58237000,237011000.0,-3232000.0,31453000,130361000.0,-52139000.0,39175000.0,,,,,,,,,,
2016-03-31,1954000.0,-3453000.0,2131110000.0,-51482000.0,,,0.24,206410000.0,206410000.0,195541000.0,237000.0,0.0,139443000.0,-455074000.0,134999000,-280099000.0,-55301000.0,2020000.0,119612000,-12278000.0,1010927000.0,58545000.0,,0.0,3395836000.0,139443000.0,69336000.0,-12172000.0,101485000,0.0,237510000.0,3711000.0,0.0,-431000.0,-413108000.0,319000.0,21585000.0,3115737000.0,4699468000.0,141258000.0,901000.0,0.24,69336000.0,3396604000.0,5710395000.0,21694000.0,58226000,57927000,11471000,16615000.0,3434804000.0,206410000.0,-3567000.0,-53347000.0,0.0,39373000,21585000.0,3574247000.0,3022000.0,630482000.0,57927000,237819000.0,-4802000.0,32613000,134098000.0,-52402000.0,195671000.0,,,,,,,,,,
2016-06-30,607043000.0,710000.0,2162262000.0,-65340000.0,,,0.22,181561000.0,181561000.0,206410000.0,240000.0,0.0,148218000.0,-620073000.0,126300000,-278590000.0,-52764000.0,2132000.0,119265000,-622223000.0,584577000.0,54288000.0,,-109991000.0,3482199000.0,148218000.0,67954000.0,-12570000.0,90639000,0.0,238082000.0,-20816000.0,44306000.0,7232000.0,-414657000.0,364000.0,20997000.0,3203609000.0,4533356000.0,143687000.0,784000.0,0.23,67954000.0,2758635000.0,5117933000.0,23476000.0,53924000,53724000,12045000,22845000.0,2802477000.0,181561000.0,5150000.0,533453000.0,-146504000.0,41501000,20997000.0,2950695000.0,6522000.0,528747000.0,53724000,239008000.0,5930000.0,34877000,125516000.0,-52386000.0,188589000.0,,,,,,,,,,
2016-09-30,92903000.0,-10047000.0,3161053000.0,-60036000.0,,0.0,0.28,1094917000.0,1094917000.0,181561000.0,310000.0,0.0,149190000.0,-540074000.0,126555000,-301262000.0,-31271000.0,1680000.0,135845000,865775000.0,1418668000.0,71033000.0,,-103109000.0,3652215000.0,149190000.0,30999000.0,10916000.0,90467000,0.0,246230000.0,912198000.0,979782000.0,-31994000.0,-402632000.0,490000.0,24528000.0,3350953000.0,4676669000.0,157967000.0,93000.0,0.29,30999000.0,2728549000.0,6095337000.0,24550000.0,70543000,70358000,12305000,27104000.0,2780181000.0,1094917000.0,43363000.0,15424000.0,-52701000.0,40262000,24528000.0,2929371000.0,-21947000.0,533491000.0,70358000,247468000.0,-18661000.0,36181000,126648000.0,-55272000.0,242107000.0,,,,,,,,,,
2016-12-31,95830000.0,-457000.0,3248378000.0,-92903000.0,263837000.0,0.0,0.13,83240000.0,83240000.0,1094917000.0,321000.0,0.0,207711000.0,1039922000.0,153283000,-325125000.0,-31873000.0,2110000.0,101588000,321289000.0,457805000.0,35242000.0,,-1469309000.0,4317866000.0,207711000.0,96394000.0,-3146000.0,112549000,0.0,319833000.0,-1004391000.0,149563000.0,26300000.0,-434114000.0,-8003000.0,19933000.0,3992741000.0,5960731000.0,174559000.0,1120000.0,0.13,96394000.0,2909341000.0,6418536000.0,27881000.0,43245000,43039000,13090000,28323000.0,2957597000.0,83240000.0,-38842000.0,-1422074000.0,-16722000.0,38465000,19933000.0,3165308000.0,53986000.0,177430000.0,43039000,319994000.0,137000.0,39614000,152163000.0,-58333000.0,82058000.0,,,,,,,,,,
2017-03-31,1823000.0,-4208000.0,3246781000.0,-86611000.0,,,0.21,446948000.0,446948000.0,83240000.0,321000.0,0.0,194311000.0,-675201000.0,156397000,-351462000.0,-30593000.0,1971000.0,136035000,282983000.0,792771000.0,69052000.0,,-9004000.0,4310407000.0,194311000.0,64271000.0,-3907000.0,114286000,0.0,321057000.0,373815000.0,,-24636000.0,-443315000.0,867000.0,19411000.0,3958945000.0,5987959000.0,191791000.0,1328000.0,0.21,64271000.0,3277986000.0,6780730000.0,28954000.0,68185000,67970000,13197000,32451000.0,3329848000.0,446948000.0,6424000.0,26561000.0,-1410000.0,38029000,19411000.0,3524159000.0,-20428000.0,650388000.0,67970000,321423000.0,-12575000.0,40783000,155069000.0,-74521000.0,318229000.0,,,,,,,,,,
2017-06-30,-209000.0,-6578000.0,3817310000.0,-52591000.0,,,0.21,236364000.0,236364000.0,446948000.0,364000.0,0.0,219527000.0,-39989000.0,166807000,-384826000.0,-5409000.0,2406000.0,143763000,343604000.0,605624000.0,73182000.0,,-591777000.0,4976129000.0,219527000.0,90613000.0,-19184000.0,121082000,0.0,349856000.0,-230279000.0,,2724000.0,-457419000.0,-614000.0,20108000.0,4591303000.0,6722213000.0,216292000.0,1153000.0,0.21,90613000.0,3221054000.0,7327837000.0,30871000.0,73796000,73415000,15079000,34943000.0,3276105000.0,236364000.0,-7439000.0,-664496000.0,-2164000.0,39710000,20108000.0,3495632000.0,9302000.0,693243000.0,73415000,350319000.0,2701000.0,44572000,165654000.0,-77171000.0,375109000.0,,,,,,,,,,
2017-09-30,-13428000.0,-3827000.0,3826444000.0,-35165000.0,,0.0,0.21,188224000.0,188224000.0,236364000.0,364000.0,0.0,180631000.0,26969000.0,176580000,-418880000.0,-16951000.0,2771000.0,154150000,1469771000.0,611892000.0,77411000.0,,-1551288000.0,5795286000.0,180631000.0,65062000.0,-15473000.0,128135000,0.0,364315000.0,-53688000.0,-8000.0,-33079000.0,-468473000.0,530000.0,18906000.0,5376406000.0,8315148000.0,271959000.0,1519000.0,0.21,65062000.0,4832264000.0,8927040000.0,33980000.0,76881000,76464000,15011000,54035000.0,4905205000.0,188224000.0,-3551000.0,-1588521000.0,-6881000.0,42759000,18906000.0,5085836000.0,-29252000.0,695829000.0,76464000,365046000.0,-24760000.0,46926000,175061000.0,-87519000.0,465358000.0,,,,,,,,,,
2017-12-31,956000.0,-6503000.0,3820633000.0,-26049000.0,394277000.0,0.0,0.19,171472000.0,171472000.0,188224000.0,364000.0,0.0,211188000.0,-350000000.0,204961000,-455712000.0,-20859000.0,2801000.0,168904000,-26081000.0,641419000.0,74274000.0,,-94719000.0,5944220000.0,211188000.0,143155000.0,-4286000.0,151726000,0.0,364382000.0,-18536000.0,-270000.0,29867000.0,-485932000.0,1898000.0,18178000.0,5488508000.0,8378869000.0,264562000.0,1811000.0,0.19,143155000.0,4898667000.0,9020288000.0,38174000.0,72376000,71944000,15312000,57050000.0,4973895000.0,171472000.0,-7216000.0,-135610000.0,-20988000.0,56456000,18178000.0,5185083000.0,42872000.0,288398000.0,71944000,364977000.0,16381000.0,51424000,203150000.0,-87518000.0,124920000.0,,,,,,,,,,
2018-03-31,-147346000.0,-3678000.0,3838795000.0,-9961000.0,,,0.25,138314000.0,138314000.0,172247000.0,365000.0,,206891000.0,-33590000.0,205046000,,,1856000.0,187099000,-123337000.0,571438000.0,92218000.0,,0.0,,206891000.0,94797000.0,-24145000.0,149242000,,364882000.0,-35476000.0,,-16407000.0,-484804000.0,1175000.0,15549000.0,,8460402000.0,284282000.0,2184000.0,0.25,94797000.0,4898364000.0,9031840000.0,37858000.0,91043000,90601000,17818000,57847000.0,4971760000.0,139545000.0,-1000.0,-6936000.0,-149080000.0,57023000,15549000.0,5178651000.0,-12729000.0,,90406000,365343000.0,-344000.0,53620000,202862000.0,-89403000.0,473481000.0,,,,,,,,,,
2018-06-30,240773000.0,-3607000.0,3831249000.0,-42353000.0,,,0.3,146569000.0,146569000.0,139545000.0,365000.0,,,28972000.0,201902000,,,4869000.0,208289000,-92423000.0,594902000.0,113580000.0,,-273728000.0,,204505000.0,101682000.0,-33390000.0,145964000,,364897000.0,14550000.0,,-1481000.0,-464784000.0,1563000.0,14133000.0,,8361922000.0,300478000.0,1920000.0,0.3,101682000.0,4864261000.0,8956824000.0,36583000.0,112017000,111567000,19552000,28470000.0,4906864000.0,147844000.0,25742000.0,5291000.0,-20355000.0,58126000,14133000.0,5111369000.0,2126000.0,,111244000,365541000.0,-29985000.0,54018000,199982000.0,-91410000.0,470604000.0,,,,,,,,,,
2018-09-30,263851000.0,-2873000.0,4472490000.0,-50569000.0,,,2.0,710965000.0,710965000.0,147844000.0,365000.0,,,-813498000.0,196996000,,,4970000.0,827822000,-143598000.0,1476686000.0,738540000.0,,-892890000.0,,202033000.0,102644000.0,-30329000.0,143346000,,365024000.0,569512000.0,,2343000.0,179703000.0,2064000.0,11162000.0,,7297830000.0,283268000.0,2719000.0,2.01,102644000.0,4043849000.0,8774516000.0,32067000.0,736476000,736034000,20982000,30964000.0,4085975000.0,712520000.0,652409000.0,610466000.0,-42680000.0,57215000,11162000.0,4288008000.0,,,735744000,366467000.0,1712000.0,50931000,194277000.0,-91547000.0,684681000.0,,,,,,,,,,
2018-12-31,316637000.0,56656000.0,4547108000.0,-58202000.0,,,0.21,820868000.0,820868000.0,712520000.0,371000.0,,,6398000.0,180578000,,,4810000.0,160960000,13488000.0,1502526000.0,75066000.0,,-264377000.0,,204325000.0,149965000.0,-9135000.0,123564000,,366655000.0,118810000.0,94239000.0,38541000.0,162768000.0,-3875000.0,13467000.0,,7341117000.0,246703000.0,2414000.0,0.21,149965000.0,4037389000.0,8843643000.0,34984000.0,78941000,78483000,21734000,27524000.0,4078380000.0,822425000.0,2412000.0,-44643000.0,-75361000.0,50910000,,4282705000.0,,520058000.0,79291000,367732000.0,4397000.0,54600000,178164000.0,-91546000.0,120209000.0,,,,,,,,,,
2019-03-31,-765000.0,-1193000.0,4876822000.0,-67892000.0,,,0.2,995548000.0,995548000.0,822425000.0,392000.0,,,,180454000,,,6715000.0,157861000,270708000.0,1629294000.0,73958000.0,,-6492000.0,11419000.0,188956000.0,86924000.0,-22220000.0,120585000,,380551000.0,189639000.0,354030000.0,-11133000.0,141427000.0,-2333000.0,9979000.0,11419000.0,7602159000.0,268344000.0,3066000.0,0.2,86924000.0,4023568000.0,9231453000.0,34675000.0,76291000,75822000,23451000,35029000.0,4152021000.0,1000614000.0,3924000.0,-167993000.0,-1185000.0,50551000,,4340977000.0,,506123000.0,75822000,381675000.0,3000000.0,56803000,177388000.0,-95419000.0,301532000.0,,,,,,,,,,
2019-06-30,-1807000.0,928000.0,4910169000.0,-66530000.0,,,0.2,451652000.0,451652000.0,1000614000.0,394000.0,,,,192549000,,,6317000.0,165948000,780332000.0,1115287000.0,79646000.0,,-1395823000.0,10651000.0,192948000.0,111182000.0,-14346000.0,128011000,,394574000.0,-547404000.0,45323000.0,3983000.0,121772000.0,-274000.0,10449000.0,10651000.0,9007924000.0,293004000.0,8290000.0,0.2,111182000.0,4878310000.0,10123211000.0,34755000.0,79920000,79438000,22272000,34979000.0,5006628000.0,456610000.0,3961000.0,-1438918000.0,,52326000,,5199576000.0,,799058000.0,79438000,395692000.0,-8947000.0,56248000,184259000.0,-97163000.0,284761000.0,,,,,,,,,,
2019-09-30,-30657000.0,793000.0,5973540000.0,-50186000.0,,,0.2,461622000.0,461622000.0,456610000.0,460000.0,,,,224756000,,,9087000.0,194874000,2281941000.0,1308666000.0,89522000.0,,-2300777000.0,10261000.0,249642000.0,129271000.0,-27832000.0,156599000,,439581000.0,18397000.0,1108010000.0,12091000.0,51702000.0,-745000.0,16377000.0,10261000.0,11143487000.0,325646000.0,4038000.0,0.2,129271000.0,6096232000.0,12452153000.0,41637000.0,90267000,89786000,23286000,27441000.0,6215693000.0,466412000.0,1401000.0,-2392815000.0,-47610000.0,64519000,,6465335000.0,,777102000.0,89786000,440933000.0,-26589000.0,64119000,220718000.0,-99093000.0,279297000.0,,,,,,,,,,
