date,quarterlyOtherIntangibleAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyBasicEPS,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyGrossPPE,quarterlyAccountsPayable,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyAccountsReceivable,quarterlyInventory,quarterlyCostOfRevenue,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyInterestExpense,quarterlyResearchAndDevelopment,quarterlyTaxProvision,quarterlyEbitda,quarterlyNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyOperatingIncome,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
2014-12-31,,846072000,35676308000,-18245855000.0,19148646000,,102560000,4559399000,4559399000,10575259000,36676655000.0,2771886000,18430800000,0.0,,,37496824000,20562376000,13097176000,25922348000.0,2288149000,38135918000,75632742000,0.0,33659552000,12251104000,732430000.0,5824256000,21949650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,859125000,36379791000,,20181887000,,102560000,4017764000,4017764000,10684612000,17644224000.0,2635767000,17644224000,0.0,,,37916583000,20123853000,12739623000,26496577000.0,2288149000,37582525000,75499108000,0.0,32863476000,11880498000,732671000.0,5932196000,22691986000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,805518000,35246168000,-18605959000.0,19228370000,,102560000,5063871000,4853792000,6651141000,35179215000.0,2406369000,16573256000,3192521000.0,210079000.0,,36496205000,16305460000,15274810000,27035034000.0,2288149000,36424792000,72920997000,0.0,31580270000,14469292000,689670000.0,5705197000,21515488000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,801155000,35854954000,,17815709000,,102560000,4574454000,4574454000,6911888000,15519094000.0,2517661000,15519094000,0.0,,,35334076000,18385821000,12205570000,28177643000.0,2288149000,37136036000,72470112000,0.0,30591391000,11404415000,676040000.0,5748639000,19883554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,759988000,37587004000,-19055131000.0,645931000,,103840000,6472614000,6472614000,8019812000,33474901000.0,2582459000,14419770000,0.0,,,34869439000,22693329000,9774552000,31381085000.0,2288149000,41551114000,76420553000,6365668000.0,32467881000,9014564000,90940000.0,5237066000,17589292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,846466000,40836071000,,665720000,0.0,103840000,6534187000,6534187000,5069089000,14529854000.0,2203509000,14529854000,0.0,,0.0,36660728000,19047737000,12463944000,32391539000.0,2288149000,42907917000,79568645000,0.0,31511681000,11617478000,358838000.0,5629436000,18157478000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,783418000,46039519000,-21179625000.0,15637824000,,106645000,8892742000,8113756000,5982579000,36640187000.0,2698445000,15460562000,,778986000.0,,45173791000,19989648000,14581015000,35103751000.0,2288149000,43120592000,88294383000,,34570663000,13797597000,691213000.0,6276643000,17753381000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,746909000,48132844000,,21788748000,0.0,106645000,7899387000,7048965000,6614211000,16567305000.0,2781361000,16567305000,,850422000.0,0.0,46358409000,19113177000,20768476000,,2499291000,49038472000,95396881000,,39881653000,20021567000,685318000.0,6988953000,24449374000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,27000000.0,731036000,47332985000,-20621294000.0,659429000,,108315000,7551519000,7473324000,7767166000,37040843000.0,3213519000,16419549000,,78195000.0,,44309039000,18806951000,20990117000,,2467076000,50121300000,94430339000,,39797068000,20259081000,,10861284000,22979252000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,27000000.0,762125000,48638422000,,656835000,,108315000,7152269000,7031615000,9204415000,16717488000.0,2745747000,16717488000,,120654000.0,,43996576000,22062019000,19934565000,,2467076000,54080987000,98077563000,,41996584000,19159764000,,6020009000,25029340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
