date,quarterlyPurchaseOfInvestment,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyGrossPPE,quarterlyCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyFreeCashFlow,quarterlyOtherShortTermInvestments,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,quarterlyDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyBeginningCashPosition,quarterlyCapitalStock
2004-06-30,-863083000.0,61340000.0,556634000,170380000,-548724000.0,456373000.0,117277000.0,504772000.0,,2113262000.0,,,0.19,2782554000.0,749836000.0,1354794000.0,,795588000.0,624520000.0,-59986000.0,198234000,-554000.0,,,2570177000.0,100261000.0,,0.0,250202000.0,170485000.0,285993000.0,434000.0,967157000.0,599976000.0,735852000.0,212217000.0,103439000.0,117277000,,68915000.0,758468000.0,,-18913000.0,42132000.0,-17854000.0,5291000.0,-2002000.0,14747000.0,117277000.0,,0.0,30588000.0,-370557000.0,0.165,55053000.0,229586000.0,-334390000.0,,55128000.0,379279000.0,117277000.0,72884000.0,143406000.0,210673000.0,1833956000.0,,1491018000.0,4683439000.0,1900885000.0,504772000.0,2338728000.0,629340000.0,27854000.0,126322000.0,73746000.0,839162000.0,3136000.0
2004-09-30,-184702000.0,29781000.0,618313000,194033000,-147354000.0,509094000.0,135623000.0,588574000.0,,2241831000.0,,,0.215,3085222000.0,765790000.0,1482184000.0,,888287000.0,629730000.0,-59967000.0,227048000,-58000.0,,,2750430000.0,109219000.0,,0.0,328166000.0,195521000.0,315061000.0,-5781000.0,1055956000.0,599923000.0,736538000.0,229464000.0,102967000.0,135623000,,81339000.0,759647000.0,,-20127000.0,49138000.0,-10829000.0,5291000.0,-2051000.0,20687000.0,135623000.0,,0.0,28396000.0,-392579000.0,0.19,56757000.0,239711000.0,83802000.0,,61926000.0,373211000.0,197549000.0,83816000.0,140485000.0,219584000.0,1956303000.0,,1505432000.0,4992261000.0,1907039000.0,588574000.0,2544877000.0,90009000.0,33015000.0,144130000.0,90222000.0,504772000.0,3163000.0
2004-12-31,-517705000.0,170530000.0,695224000,229287000,-333454000.0,573726000.0,163577000.0,657290000.0,,1829428000.0,,,0.24,3497280000.0,808110000.0,1658638000.0,,1003122000.0,679032000.0,-59992000.0,256877000,-3212000.0,,,3614677000.0,121498000.0,,0.0,324488000.0,204282000.0,344439000.0,-579000.0,1181350000.0,,742446000.0,256487000.0,117776000.0,163577000,,65801000.0,170790000.0,,-27372000.0,49704000.0,-10288000.0,1741000.0,-1204000.0,21884000.0,163577000.0,,0.0,48904000.0,-422018000.0,0.22,53014000.0,383984000.0,68716000.0,,76105000.0,386092000.0,239682000.0,85289000.0,190132000.0,356612000.0,2286712000.0,,1511829000.0,5444105000.0,1946825000.0,657290000.0,2944002000.0,306291000.0,27590000.0,232333000.0,82874000.0,588574000.0,7078000.0
2005-03-31,-2294943000.0,107147000.0,712678000,280716000,366373000.0,640441000.0,119682000.0,1091433000.0,,1908768000.0,,,,3688282000.0,815954000.0,1701023000.0,,1114533000.0,,-11971000.0,334214000,64685000.0,,,3705453000.0,72237000.0,,-800000.0,285325000.0,231576000.0,359725000.0,2305000.0,1215537000.0,,,260975000.0,119132000.0,119682000,,79973000.0,207745000.0,,-25124000.0,18952000.0,6981000.0,0.0,-4868000.0,19118000.0,119682000.0,,0.0,19679000.0,-433265000.0,,88613000.0,354178000.0,712443000.0,,128810000.0,382689000.0,248492000.0,90277000.0,179225000.0,329054000.0,2115154000.0,,1523571000.0,5614221000.0,1925939000.0,1091433000.0,3206587000.0,2688182000.0,43499000.0,170868000.0,74685000.0,657290000.0,7105000.0
2005-06-30,-1097716000.0,-13955000.0,699942000,246805000,-357136000.0,594160000.0,198633000.0,948384000.0,,1795374000.0,-1549000.0,,0.28,3790108000.0,829765000.0,1604315000.0,,1310383000.0,711324000.0,-4672000.0,277185000,-8620000.0,,,3918685000.0,105782000.0,,0.0,241248000.0,85194000.0,347355000.0,3267000.0,1155107000.0,,737211000.0,241497000.0,116735000.0,198633000,,84697000.0,191059000.0,,-27576000.0,38416000.0,33744000.0,,-13575000.0,15346000.0,198633000.0,,0.0,139823000.0,-447279000.0,0.27,74324000.0,211724000.0,-143049000.0,,56443000.0,382486000.0,255076000.0,91233000.0,276055000.0,184148000.0,2402765000.0,,1401642000.0,5714059000.0,1923951000.0,948384000.0,3351149000.0,786113000.0,30380000.0,144923000.0,87959000.0,1091433000.0,7138000.0
2005-09-30,-560049000.0,224500000.0,1055864000,156577000,2658512000.0,871894000.0,-251328000.0,1806406000.0,,3778997000.0,,,-0.21,5233941000.0,1371603000.0,2896614000.0,,1012157000.0,1172130000.0,-1820371000.0,393249000,-94764000.0,,,15088415000.0,183970000.0,,0.0,444120000.0,569492000.0,715317000.0,1365000.0,1379403000.0,,1172130000.0,461053000.0,173473000.0,-251328000,,196160000.0,882383000.0,502000000.0,-54157000.0,42239000.0,-2269594000.0,7503000.0,-290705000.0,14024000.0,-251328000.0,,-491462000.0,45588000.0,-508387000.0,-0.21,708910000.0,462383000.0,858022000.0,,25441000.0,863216000.0,-225887000.0,187313000.0,283031000.0,408226000.0,2626926000.0,,12724667000.0,18867412000.0,13633471000.0,1806406000.0,4433332000.0,2131907000.0,236672000.0,98052000.0,162688000.0,948384000.0,11171000.0
2005-12-31,-63610000.0,147799000.0,1149026000,220263000,1275703000.0,965584000.0,90734000.0,1839245000.0,,4074952000.0,,,0.08,3933862000.0,1484334000.0,3195089000.0,,1049186000.0,1069123000.0,-1649164000.0,410623000,-77380000.0,,,13601919000.0,183442000.0,,0.0,697067000.0,502030000.0,745321000.0,-22467000.0,1666067000.0,,1096609000.0,494847000.0,238931000.0,90734000,,173972000.0,879863000.0,507400000.0,-120544000.0,49409000.0,-1599755000.0,6843000.0,-17751000.0,36349000.0,90734000.0,,0.0,37177000.0,-558522000.0,0.08,640932000.0,375745000.0,32839000.0,,44609000.0,925812000.0,135343000.0,187533000.0,330005000.0,255201000.0,1000295000.0,,12780020000.0,17676871000.0,13743009000.0,1839245000.0,2839540000.0,1697723000.0,190360000.0,104567000.0,189587000.0,1806406000.0,10422000.0
2006-03-31,-11241000.0,166522000.0,1238560000,-23736000,42526000.0,729885000.0,118813000.0,2315622000.0,,4244712000.0,,,,3907932000.0,1558289000.0,3477567000.0,,1128157000.0,,-153958000.0,142468000,-21913000.0,,,13668471000.0,508675000.0,10331045000.0,0.0,670937000.0,463052000.0,753621000.0,-11993000.0,1915179000.0,,,548567000.0,273189000.0,118813000,,190673000.0,767145000.0,512800000.0,-72144000.0,79499000.0,-74459000.0,3650000.0,-6113000.0,48687000.0,118813000.0,,0.0,48605000.0,-612072000.0,,493956000.0,487044000.0,476377000.0,,79378000.0,946217000.0,198191000.0,198549000.0,419401000.0,414900000.0,550180000.0,,2679384000.0,17913183000.0,14005251000.0,2315622000.0,2865802000.0,469295000.0,166204000.0,103215000.0,167135000.0,1839245000.0,10409000.0
2006-06-30,-12683000.0,60674000.0,1259086000,147519000,296000.0,958313000.0,94791000.0,3685517000.0,,6050963000.0,48345000.0,,0.09,5003796000.0,1703038000.0,3416139000.0,,1199996000.0,1028820000.0,-891361000.0,340763000,-42781000.0,,,12937768000.0,300773000.0,10338263000.0,0.0,538775000.0,435533000.0,810794000.0,8979000.0,1938407000.0,2100000000.0,1048833000.0,543918000.0,297218000.0,94791000,,188368000.0,2634824000.0,518200000.0,-132640000.0,366583000.0,952387000.0,6678000.0,-13258000.0,40919000.0,94791000.0,,1893000.0,70824000.0,-667800000.0,0.09,237606000.0,353773000.0,1369895000.0,,60426000.0,1035238000.0,155217000.0,216262000.0,362061000.0,221133000.0,413880000.0,,2540610000.0,18988731000.0,13984935000.0,3685517000.0,4099397000.0,147265000.0,193244000.0,175057000.0,161938000.0,2315622000.0,9875000.0
2006-09-30,-29809000.0,-104600000.0,1262073000,142536000,79806000.0,957838000.0,123434000.0,2607786000.0,,5466743000.0,39233000.0,,0.13,3872345000.0,1710728000.0,2774702000.0,,1275049000.0,966757000.0,-974957000.0,340334000,17924000.0,,,12221300000.0,304235000.0,10335004000.0,0.0,561831000.0,439187000.0,815302000.0,346000.0,1906148000.0,2100000000.0,987916000.0,542917000.0,343341000.0,123434000,,190077000.0,2692041000.0,,-73048000.0,77501000.0,-1413455000.0,8053000.0,-6220000.0,40451000.0,123434000.0,,4001000.0,81331000.0,-718910000.0,0.12,248700000.0,260270000.0,-1077731000.0,,55395000.0,991818000.0,178829000.0,221906000.0,262523000.0,187222000.0,346437000.0,,2407545000.0,17688043000.0,13815698000.0,2607786000.0,2954223000.0,98703000.0,197798000.0,176981000.0,166844000.0,3685517000.0,9413000.0
2006-12-31,-87074000.0,160975000.0,1313040000,155845000,-169343000.0,998317000.0,113722000.0,2592003000.0,,5844985000.0,37221000.0,,0.12,4126529000.0,1815718000.0,3142161000.0,,1345223000.0,932122000.0,-384996000.0,346708000,-64851000.0,,,12054731000.0,314723000.0,10352430000.0,0.0,742989000.0,487335000.0,842472000.0,159000.0,2113056000.0,2100000000.0,963309000.0,572418000.0,371584000.0,113722000,,210017000.0,2702824000.0,,-111334000.0,51274000.0,-320028000.0,6257000.0,0.0,41240000.0,113722000.0,,13694000.0,94148000.0,-777192000.0,0.12,231240000.0,439288000.0,-15783000.0,,60711000.0,1038526000.0,174433000.0,219578000.0,343148000.0,327954000.0,385607000.0,,2288083000.0,17899716000.0,13773187000.0,2592003000.0,2977610000.0,49490000.0,190863000.0,188574000.0,198622000.0,2607786000.0,9275000.0
2007-03-31,-97339000.0,166915000.0,1365167000,144822000,-133214000.0,1069072000.0,72433000.0,2559034000.0,,6149357000.0,49501000.0,,,4071047000.0,2009597000.0,3318089000.0,,1348442000.0,,-594998000.0,374360000,100881000.0,,,11601513000.0,296095000.0,10340348000.0,0.0,666968000.0,542739000.0,924250000.0,840000.0,2387733000.0,2100000000.0,,665181000.0,387420000.0,72433000,,208920000.0,2831268000.0,,-116027000.0,61039000.0,-528471000.0,6245000.0,-34432000.0,42183000.0,72433000.0,,5951000.0,91719000.0,-917357000.0,,343848000.0,612904000.0,-32969000.0,,50710000.0,1092240000.0,123143000.0,209136000.0,238486000.0,496877000.0,428619000.0,,2155516000.0,17750870000.0,13679823000.0,2559034000.0,2987653000.0,53950000.0,229538000.0,182933000.0,149131000.0,2592003000.0,8994000.0
2007-06-30,-300531000.0,26475000.0,1400338000,153196000,-1111273000.0,1090074000.0,95206000.0,1374049000.0,,6286143000.0,41562000.0,,0.11,3080953000.0,2099159000.0,3040800000.0,,1396567000.0,891642000.0,-502934000.0,366641000,-25119000.0,,,11335466000.0,310264000.0,10969774000.0,0.0,568721000.0,531618000.0,936878000.0,7706000.0,2330411000.0,2100000000.0,910302000.0,654375000.0,787333000.0,95206000,,279828000.0,3245343000.0,,-74688000.0,62163000.0,-437060000.0,6291000.0,-17734000.0,34666000.0,95206000.0,,3711000.0,62959000.0,-985844000.0,0.1,358010000.0,351309000.0,-1184985000.0,,54786000.0,1113315000.0,149992000.0,225578000.0,13056000.0,276621000.0,660543000.0,,2337308000.0,17621609000.0,14540656000.0,1374049000.0,2034592000.0,103611000.0,213445000.0,189725000.0,165715000.0,2559034000.0,8813000.0
2007-09-30,-340039000.0,21541000.0,1419089000,68467000,-21226000.0,1114563000.0,50368000.0,1388364000.0,,6211330000.0,130457000.0,,0.06,3029676000.0,2114067000.0,2991253000.0,,1404968000.0,875662000.0,-397050000.0,272515000,-78781000.0,,,11105419000.0,304526000.0,10948364000.0,0.0,601837000.0,324236000.0,1046096000.0,2791000.0,2265575000.0,2100000000.0,892759000.0,681567000.0,843036000.0,50368000,,206840000.0,3220077000.0,,-63355000.0,68057000.0,-329829000.0,6617000.0,-94159000.0,32735000.0,50368000.0,,-836000.0,59264000.0,-988507000.0,0.06,277041000.0,330969000.0,14315000.0,,23048000.0,1125560000.0,73416000.0,221057000.0,232020000.0,267614000.0,627478000.0,,2103887000.0,17316749000.0,14287073000.0,1388364000.0,2015842000.0,394775000.0,204048000.0,195814000.0,169422000.0,1374049000.0,8650000.0
2007-12-31,-184534000.0,151331000.0,1515251000,219079000,-221514000.0,1216090000.0,131890000.0,1484489000.0,,6838464000.0,52443000.0,,0.15,3374598000.0,2076707000.0,3581422000.0,,1513774000.0,859997000.0,-403734000.0,419990000,-74747000.0,,,10929081000.0,299161000.0,11208960000.0,0.0,901615000.0,410171000.0,997011000.0,-1273000.0,2497697000.0,2100000000.0,876221000.0,710580000.0,937264000.0,131890000,,282598000.0,3257042000.0,200000000.0,-71086000.0,33942000.0,-164273000.0,7477000.0,-31795000.0,34591000.0,131890000.0,,15432000.0,53661000.0,-1037197000.0,0.15,219778000.0,462005000.0,96125000.0,,74056000.0,1039510000.0,205946000.0,225293000.0,310683000.0,390919000.0,500107000.0,,2032361000.0,17767545000.0,14392947000.0,1484489000.0,1984596000.0,332517000.0,200911000.0,199488000.0,162871000.0,1388364000.0,8452000.0
2008-03-31,-558850000.0,304306000.0,1539741000,330068000,-172205000.0,1233362000.0,186386000.0,1890225000.0,,7118911000.0,-113775000.0,,,3729918000.0,2081218000.0,3799586000.0,,1665914000.0,,-196277000.0,535773000,-1568000.0,,,10973183000.0,306379000.0,11207357000.0,0.0,758200000.0,431345000.0,903294000.0,1567000.0,2661515000.0,2100000000.0,,716384000.0,999984000.0,186386000,,316852000.0,3319325000.0,200000000.0,-64678000.0,59990000.0,-134391000.0,9095000.0,37985000.0,34138000.0,186386000.0,,3707000.0,260595000.0,-1079468000.0,,219341000.0,674370000.0,405736000.0,,96783000.0,1001750000.0,283169000.0,223314000.0,337095000.0,609692000.0,536728000.0,,1892474000.0,18092094000.0,14362176000.0,1890225000.0,2426953000.0,358380000.0,205705000.0,159792000.0,169631000.0,1484489000.0,8393000.0
2008-06-30,-172596000.0,-45989000.0,1650322000,295941000,75351000.0,1338340000.0,186692000.0,2045243000.0,,6743100000.0,45759000.0,,0.22,3399656000.0,2082400000.0,3433079000.0,,1800981000.0,838564000.0,-199998000.0,495997000,14717000.0,,,11065968000.0,311982000.0,11312011000.0,0.0,652458000.0,349055000.0,1042399000.0,5824000.0,2602551000.0,2100000000.0,853994000.0,755585000.0,1012952000.0,186692000,,233381000.0,3310021000.0,,-57695000.0,74987000.0,-332588000.0,9569000.0,-23247000.0,28324000.0,186692000.0,,-7577000.0,263663000.0,-1053866000.0,0.22,197069000.0,413576000.0,155018000.0,,94421000.0,1028534000.0,287294000.0,231435000.0,300147000.0,355881000.0,241062000.0,,1805204000.0,17809068000.0,14409412000.0,2045243000.0,2286305000.0,471998000.0,200056000.0,158637000.0,181326000.0,1890225000.0,8376000.0
2008-09-30,-295000.0,-177338000.0,1518010000,226215000,146833000.0,1208940000.0,140073000.0,2262157000.0,,6428707000.0,71528000.0,,0.17,3431179000.0,1995188000.0,3170417000.0,,1881213000.0,838489000.0,-199896000.0,437726000,-15634000.0,,,11193292000.0,309070000.0,11323506000.0,0.0,645179000.0,344051000.0,982725000.0,121000.0,2337237000.0,2100000000.0,852334000.0,681821000.0,963562000.0,140073000,,258495000.0,3258290000.0,,-67644000.0,110550000.0,-84308000.0,6712000.0,-55522000.0,26590000.0,140073000.0,,5038000.0,198193000.0,-1052434000.0,0.16,194728000.0,248291000.0,216914000.0,,62414000.0,942754000.0,213233000.0,219049000.0,279102000.0,180647000.0,42485000.0,,1667586000.0,17621999000.0,14190820000.0,2262157000.0,2304642000.0,195695000.0,211511000.0,182580000.0,210027000.0,2045243000.0,8357000.0
2008-12-31,-49959000.0,-29288000.0,1513954000,-6727097000,-986614000.0,1215118000.0,-6806257000.0,1449033000.0,,6651377000.0,7055155000.0,,-8.23,2943128000.0,2045901000.0,3470841000.0,,-4926789000.0,826959000.0,-200000000.0,-6512262000,-52350000.0,,,4190693000.0,298836000.0,4955678000.0,0.0,927048000.0,387535000.0,7942215000.0,-110000.0,2512319000.0,2100000000.0,826959000.0,664216000.0,1006735000.0,-6806257000,,278737000.0,3180536000.0,,-89893000.0,3483000.0,-198389000.0,6511000.0,-7058356000.0,27419000.0,-6806257000.0,,3750000.0,177486000.0,-1073661000.0,-8.23,73801000.0,401674000.0,-813124000.0,,31620000.0,972240000.0,-6758166000.0,204701000.0,357513000.0,311781000.0,79888000.0,,1789139000.0,10842070000.0,7898942000.0,1449033000.0,1528921000.0,11652000.0,214835000.0,154023000.0,213474000.0,2262157000.0,8202000.0
2009-03-31,-128193000.0,218602000.0,1467568000,7295813000,-197507000.0,1160529000.0,-249378000.0,1792502000.0,,6697142000.0,-7150977000.0,,,3300139000.0,2050308000.0,3514367000.0,43894000.0,-5186840000.0,,-115594000.0,-8576000,-35957000.0,418769000.0,,3947988000.0,307039000.0,4560623000.0,0.0,837010000.0,374468000.0,-6135284000.0,-22000.0,2644011000.0,2100000000.0,,627170000.0,89747000.0,-249378000,,279476000.0,3182775000.0,0.0,-57008000.0,40113000.0,-60822000.0,6913000.0,-415274000.0,26928000.0,-249378000.0,96938000.0,16667000.0,67605000.0,-1077034000.0,,51875000.0,607057000.0,343469000.0,,33175000.0,973274000.0,-196539000.0,224517000.0,261691000.0,550049000.0,198667000.0,,1638684000.0,10645130000.0,7344991000.0,1792502000.0,1991169000.0,5655000.0,210956000.0,185594000.0,190303000.0,1449033000.0,8169000.0
2009-06-30,-2000000.0,-23000000.0,1432000000,189000000,116000000.0,1120000000.0,73000000.0,2192000000.0,16000000.0,6417000000.0,3000000.0,,0.09,3306000000.0,2114000000.0,3392000000.0,19000000.0,-5251000000.0,816000000.0,-123000000.0,406000000,11000000.0,392000000.0,49000000.0,4112000000.0,312000000.0,4589000000.0,0.0,619000000.0,292000000.0,931000000.0,4000000.0,2581000000.0,1792000000.0,827000000.0,648000000.0,78000000.0,73000000,-1000000.0,279000000.0,3025000000.0,,-54000000.0,11000000.0,-128000000.0,32000000.0,-31000000.0,24000000.0,73000000.0,84000000.0,-18000000.0,73000000.0,-1129000000.0,0.09,190000000.0,371000000.0,399000000.0,-16000000.0,42000000.0,985000000.0,128000000.0,221000000.0,274000000.0,317000000.0,24000000.0,229000000.0,1486000000.0,10529000000.0,7223000000.0,2192000000.0,2216000000.0,183000000.0,246000000.0,194000000.0,226000000.0,1793000000.0,8000000.0
2009-09-30,0.0,-162000000.0,1474000000,282000000,-47000000.0,1215000000.0,150000000.0,2314000000.0,-23000000.0,6410000000.0,34000000.0,,0.18,3493000000.0,2222000000.0,3373000000.0,24000000.0,-5101000000.0,812000000.0,-120000000.0,460000000,-7000000.0,385000000.0,36000000.0,4201000000.0,259000000.0,4596000000.0,0.0,688000000.0,307000000.0,933000000.0,1000000.0,2520000000.0,1818000000.0,819000000.0,660000000.0,65000000.0,150000000,-3000000.0,272000000.0,3037000000.0,,-54000000.0,43000000.0,-77000000.0,31000000.0,-23000000.0,23000000.0,150000000.0,72000000.0,0.0,70000000.0,-1228000000.0,0.18,181000000.0,226000000.0,122000000.0,0.0,67000000.0,994000000.0,229000000.0,210000000.0,304000000.0,172000000.0,18000000.0,-58000000.0,1380000000.0,10611000000.0,7118000000.0,2314000000.0,2332000000.0,6000000.0,200000000.0,170000000.0,218000000.0,2192000000.0,8000000.0
2009-12-31,0.0,-110000000.0,1548000000,292000000,-17000000.0,1290000000.0,300000000.0,2593000000.0,-35000000.0,6529000000.0,45000000.0,,0.37,3944000000.0,2247000000.0,3600000000.0,27000000.0,-4800000000.0,809000000.0,-121000000.0,516000000,-7000000.0,369000000.0,39000000.0,4420000000.0,258000000.0,4606000000.0,0.0,901000000.0,362000000.0,998000000.0,-1000000.0,2680000000.0,1844000000.0,819000000.0,727000000.0,51000000.0,300000000,0.0,224000000.0,2929000000.0,,-41000000.0,19000000.0,-99000000.0,33000000.0,29000000.0,24000000.0,300000000.0,60000000.0,-1000000.0,67000000.0,-1257000000.0,0.37,178000000.0,393000000.0,279000000.0,-16000000.0,-23000000.0,990000000.0,289000000.0,210000000.0,333000000.0,352000000.0,18000000.0,-218000000.0,1282000000.0,10949000000.0,7005000000.0,2593000000.0,2611000000.0,1000000.0,194000000.0,151000000.0,198000000.0,2314000000.0,8000000.0
2010-03-31,-5000000.0,304000000.0,1531000000,294000000,-117000000.0,1255000000.0,191000000.0,3029000000.0,46000000.0,6684000000.0,3000000.0,,,4351000000.0,2248000000.0,3771000000.0,35000000.0,-4609000000.0,,-190000000.0,526000000,-38000000.0,371000000.0,31000000.0,4548000000.0,276000000.0,4605000000.0,0.0,856000000.0,349000000.0,961000000.0,-1000000.0,2835000000.0,1871000000.0,,684000000.0,50000000.0,191000000,-1000000.0,250000000.0,2913000000.0,,-99000000.0,51000000.0,-137000000.0,33000000.0,-44000000.0,25000000.0,191000000.0,58000000.0,3000000.0,90000000.0,-1299000000.0,,195000000.0,703000000.0,436000000.0,-15000000.0,26000000.0,949000000.0,219000000.0,216000000.0,338000000.0,604000000.0,15000000.0,33000000.0,1179000000.0,11232000000.0,6881000000.0,3029000000.0,3044000000.0,2000000.0,274000000.0,159000000.0,214000000.0,2593000000.0,8000000.0
2010-06-30,-6000000.0,-70000000.0,1433000000,234000000,-418000000.0,1168000000.0,161000000.0,2726000000.0,4000000.0,6328000000.0,-1000000.0,,0.2,3755000000.0,2280000000.0,4530000000.0,46000000.0,-4448000000.0,796000000.0,-200000000.0,258000000,10000000.0,348000000.0,35000000.0,4538000000.0,265000000.0,4860000000.0,0.0,573000000.0,284000000.0,934000000.0,3000000.0,2650000000.0,853000000.0,805000000.0,665000000.0,411000000.0,161000000,-1000000.0,249000000.0,1798000000.0,1044000000.0,-52000000.0,10000000.0,-207000000.0,33000000.0,-39000000.0,22000000.0,161000000.0,51000000.0,-17000000.0,93000000.0,-1345000000.0,0.2,186000000.0,335000000.0,-303000000.0,-362000000.0,4000000.0,935000000.0,164000000.0,208000000.0,1337000000.0,283000000.0,13000000.0,285000000.0,1172000000.0,10866000000.0,7111000000.0,2726000000.0,2739000000.0,2000000.0,,165000000.0,213000000.0,3029000000.0,8000000.0
2010-09-30,0.0,-69000000.0,1480000000,247000000,-1229000000.0,1234000000.0,136000000.0,2256000000.0,23000000.0,7230000000.0,40000000.0,,0.17,3443000000.0,2442000000.0,4234000000.0,62000000.0,-4312000000.0,782000000.0,-225000000.0,285000000,19000000.0,379000000.0,36000000.0,4505000000.0,246000000.0,5485000000.0,0.0,682000000.0,304000000.0,987000000.0,0.0,2725000000.0,1962000000.0,786000000.0,712000000.0,419000000.0,134000000,-509000000.0,278000000.0,2996000000.0,578000000.0,-64000000.0,36000000.0,399000000.0,36000000.0,-31000000.0,23000000.0,136000000.0,47000000.0,0.0,111000000.0,-1433000000.0,0.17,236000000.0,310000000.0,-470000000.0,-1166000000.0,44000000.0,1009000000.0,182000000.0,208000000.0,308000000.0,246000000.0,8000000.0,-52000000.0,1724000000.0,11819000000.0,8376000000.0,2256000000.0,2264000000.0,1000000.0,,149000000.0,257000000.0,2726000000.0,8000000.0
2010-12-31,-1000000.0,101000000.0,1604000000,249000000,-31000000.0,1340000000.0,132000000.0,2445000000.0,-6000000.0,7622000000.0,-52000000.0,,0.17,3893000000.0,2479000000.0,4584000000.0,54000000.0,-4181000000.0,770000000.0,-265000000.0,284000000,-24000000.0,428000000.0,37000000.0,4455000000.0,264000000.0,5479000000.0,2000000.0,976000000.0,392000000.0,1091000000.0,-9000000.0,2980000000.0,1974000000.0,778000000.0,801000000.0,417000000.0,132000000,-3000000.0,234000000.0,3038000000.0,587000000.0,-69000000.0,20000000.0,-243000000.0,37000000.0,-38000000.0,32000000.0,132000000.0,36000000.0,-11000000.0,108000000.0,-1460000000.0,0.17,219000000.0,460000000.0,189000000.0,-9000000.0,35000000.0,1019000000.0,177000000.0,220000000.0,312000000.0,391000000.0,7000000.0,-296000000.0,1628000000.0,12163000000.0,8270000000.0,2445000000.0,2452000000.0,16000000.0,109000000.0,178000000.0,259000000.0,2256000000.0,8000000.0
2011-03-31,0.0,269000000.0,1673000000,271000000,-82000000.0,1403000000.0,168000000.0,2950000000.0,-19000000.0,8114000000.0,577000000.0,,,4486000000.0,2580000000.0,4893000000.0,24000000.0,-4012000000.0,,-192000000.0,404000000,0.0,498000000.0,37000000.0,4528000000.0,270000000.0,5494000000.0,0.0,1013000000.0,443000000.0,1132000000.0,2000000.0,3321000000.0,1987000000.0,,834000000.0,79000000.0,166000000,3000000.0,262000000.0,3221000000.0,596000000.0,-83000000.0,56000000.0,-133000000.0,37000000.0,-31000000.0,30000000.0,168000000.0,27000000.0,0.0,151000000.0,-1530000000.0,,296000000.0,689000000.0,505000000.0,0.0,30000000.0,1050000000.0,206000000.0,226000000.0,249000000.0,606000000.0,8000000.0,-25000000.0,1511000000.0,12719000000.0,8233000000.0,2950000000.0,2958000000.0,1000000.0,161000000.0,171000000.0,260000000.0,2445000000.0,8000000.0
2011-06-30,,66000000.0,1653000000,314000000,-415000000.0,1394000000.0,172000000.0,2290000000.0,-8000000.0,7379000000.0,4000000.0,,0.23,3484000000.0,2621000000.0,4051000000.0,21000000.0,-3840000000.0,755000000.0,-217000000.0,444000000,17000000.0,509000000.0,39000000.0,4564000000.0,259000000.0,5739000000.0,0.0,675000000.0,329000000.0,1080000000.0,4000000.0,3180000000.0,1999000000.0,765000000.0,770000000.0,79000000.0,171000000,-600000000.0,258000000.0,3328000000.0,0.0,-51000000.0,35000000.0,-778000000.0,32000000.0,-35000000.0,28000000.0,172000000.0,14000000.0,4000000.0,155000000.0,-1581000000.0,0.22,349000000.0,503000000.0,-660000000.0,-364000000.0,67000000.0,1040000000.0,251000000.0,239000000.0,261000000.0,452000000.0,7000000.0,359000000.0,1591000000.0,12023000000.0,8539000000.0,2290000000.0,2297000000.0,,161000000.0,170000000.0,260000000.0,2950000000.0,8000000.0
